energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-3.53876938,1.48402645,0.87529111,0.47725617,0.00169751,0.02069127,0.21526136,0.72486240,0.00732621,0.05686251
-3.53276638,1.45003195,0.88827237,0.46751439,0.00161479,0.01931404,0.21262028,0.70221711,0.00695142,0.05412053
-3.52676338,1.42534584,0.90581282,0.45969187,0.00153719,0.01816353,0.21143255,0.68520281,0.00660054,0.05224973
-3.52076038,1.40999310,0.92797949,0.45386011,0.00146478,0.01722045,0.21159540,0.67379845,0.00627521,0.05121294
-3.51475738,1.40391234,0.95478455,0.45006401,0.00139749,0.01646658,0.21300953,0.66793595,0.00597676,0.05097273
-3.50875438,1.40695506,0.98618396,0.44832107,0.00133517,0.01588486,0.21558037,0.66750014,0.00570615,0.05149110
-3.50275138,1.41888378,1.02207493,0.44862055,0.00127755,0.01545933,0.21921835,0.67232820,0.00546400,0.05272917
-3.49674837,1.43936912,1.06229226,0.45092259,0.00122435,0.01517505,0.22383837,0.68220847,0.00525061,0.05464650
-3.49074537,1.46798641,1.10660371,0.45515728,0.00117521,0.01501797,0.22935849,0.69687918,0.00506593,0.05720054
-3.48474237,1.50421236,1.15470495,0.46122387,0.00112979,0.01497477,0.23569816,0.71602730,0.00490961,0.06034597
-3.47873937,1.54742260,1.20621464,0.46899023,0.00108772,0.01503275,0.24277591,0.73928798,0.00478098,0.06403418
-3.47273637,1.59689071,1.26067031,0.47829270,0.00104867,0.01517967,0.25050704,0.76624482,0.00467907,0.06821286
-3.46673337,1.65178968,1.31752600,0.48893662,0.00101234,0.01540371,0.25880129,0.79643164,0.00460260,0.07282591
-3.46073037,1.71119656,1.37615219,0.50069764,0.00097846,0.01569341,0.26756096,0.82933576,0.00455004,0.07781346
-3.45472736,1.77410087,1.43583905,0.51332394,0.00094682,0.01603767,0.27667948,0.86440336,0.00451959,0.08311227
-3.44872436,1.83941727,1.49580328,0.52653970,0.00091726,0.01642585,0.28604083,0.90104694,0.00450923,0.08865639
-3.44272136,1.90600267,1.55519911,0.54004963,0.00088965,0.01684787,0.29551977,0.93865497,0.00451672,0.09437806
-3.43671836,1.97267777,1.61313353,0.55354469,0.00086394,0.01729440,0.30498311,0.97660362,0.00453967,0.10020890
-3.43071536,2.03825256,1.66868547,0.56670897,0.00084010,0.01775707,0.31429189,1.01427039,0.00457559,0.10608121
-3.42471236,2.10155510,1.72092859,0.57922740,0.00081816,0.01822870,0.32330452,1.05104917,0.00462190,0.11192948
-3.41870935,2.16146258,1.76895673,0.59079416,0.00079818,0.01870354,0.33188067,1.08636625,0.00467604,0.11769188
-3.41270635,2.21693348,1.81191114,0.60112140,0.00078023,0.01917751,0.33988575,1.11969668,0.00473549,0.12331171
-3.40670335,2.26703921,1.84900817,0.60994790,0.00076444,0.01964846,0.34719569,1.15058013,0.00479788,0.12873878
-3.40070035,2.31099395,1.87956598,0.61704732,0.00075091,0.02011629,0.35370176,1.17863571,0.00486097,0.13393053
-3.39469735,2.34818095,1.90302900,0.62223547,0.00073975,0.02058311,0.35931509,1.20357483,0.00492281,0.13885289
-3.38869435,2.37817401,1.91898870,0.62537645,0.00073109,0.02105330,0.36397071,1.22521151,0.00498171,0.14348082
-3.38269135,2.40075283,1.92719942,0.62638701,0.00072501,0.02153347,0.36763061,1.24346955,0.00503629,0.14779848
-3.37668834,2.41591143,1.92758841,0.62523924,0.00072157,0.02203242,0.37028586,1.25838610,0.00508556,0.15179900
-3.37068534,2.42385885,1.92025931,0.62196111,0.00072082,0.02256093,0.37195740,1.27011138,0.00512885,0.15548392
-3.36468234,2.42501222,1.90548877,0.61663503,0.00072272,0.02313154,0.37269561,1.27890448,0.00516589,0.15886230
-3.35867934,2.41998224,1.88371634,0.60939437,0.00072722,0.02375825,0.37257845,1.28512535,0.00519673,0.16194953
-3.35267634,2.40955180,1.85552799,0.60041833,0.00073420,0.02445615,0.37170845,1.28922324,0.00522174,0.16476596
-3.34667334,2.39464888,1.82163424,0.58992512,0.00074349,0.02524108,0.37020858,1.29172228,0.00524160,0.16733548
-3.34067034,2.37631478,1.78284379,0.57816423,0.00075485,0.02612918,0.36821723,1.29320449,0.00525718,0.16968407
-3.33466733,2.35566951,1.74003419,0.56540792,0.00076800,0.02713649,0.36588267,1.29429129,0.00526958,0.17183841
-3.32866433,2.33387584,1.69412098,0.55194254,0.00078262,0.02827858,0.36335714,1.29562406,0.00527999,0.17382475
-3.32266133,2.31210365,1.64602688,0.53806009,0.00079834,0.02957016,0.36079109,1.29784471,0.00528970,0.17566804
-3.31665833,2.29149626,1.59665244,0.52405049,0.00081479,0.03102474,0.35832767,1.30157689,0.00530006,0.17739133
-3.31065533,2.27314005,1.54684974,0.51019492,0.00083157,0.03265435,0.35609792,1.30740867,0.00531236,0.17901553
-3.30465233,2.25803849,1.49739996,0.49676044,0.00084833,0.03446930,0.35421684,1.31587714,0.00532792,0.18055959
-3.29864932,2.24709142,1.44899610,0.48399613,0.00086472,0.03647797,0.35278044,1.32745543,0.00534795,0.18204091
-3.29264632,2.24107995,1.40223097,0.47213086,0.00088049,0.03868664,0.35186400,1.34254253,0.00537365,0.18347606
-3.28664332,2.24065708,1.35759101,0.46137241,0.00089544,0.04109940,0.35152146,1.36145584,0.00540610,0.18488166
-3.28064032,2.24634381,1.31545554,0.45190808,0.00090948,0.04371801,0.35178594,1.38442663,0.00544634,0.18627535
-3.27463732,2.25853009,1.27610116,0.44390631,0.00092265,0.04654181,0.35267128,1.41159814,0.00549535,0.18767677
-3.26863432,2.27747973,1.23971043,0.43751895,0.00093510,0.04956766,0.35417432,1.44302608,0.00555405,0.18910833
-3.26263132,2.30333840,1.20638400,0.43288405,0.00094713,0.05278985,0.35627785,1.47868121,0.00562332,0.19059584
-3.25662831,2.33614346,1.17615498,0.43012840,0.00095919,0.05619999,0.35895384,1.51845347,0.00570400,0.19216867
-3.25062531,2.37583452,1.14900449,0.42936973,0.00097185,0.05978691,0.36216678,1.56215737,0.00579688,0.19385969
-3.24462231,2.42226370,1.12487722,0.43071804,0.00098583,0.06353658,0.36587673,1.60953803,0.00590270,0.19570455
-3.23861931,2.47520457,1.10369581,0.43427577,0.00100192,0.06743192,0.37004205,1.66027761,0.00602215,0.19774069
-3.23261631,2.53435921,1.08537334,0.44013672,0.00102101,0.07145277,0.37462144,1.71400168,0.00615579,0.20000581
-3.22661331,2.59936261,1.06982295,0.44838348,0.00104405,0.07557573,0.37957520,1.77028527,0.00630410,0.20253596
-3.22061031,2.66978455,1.05696427,0.45908344,0.00107197,0.07977416,0.38486569,1.82865847,0.00646737,0.20536337
-3.21460730,2.74512873,1.04672632,0.47228356,0.00110570,0.08401812,0.39045688,1.88861137,0.00664570,0.20851408
-3.20860430,2.82482978,1.03904693,0.48800411,0.00114605,0.08827446,0.39631319,1.94959859,0.00683897,0.21200550
-3.20260130,2.90824860,1.03386891,0.50623174,0.00119374,0.09250697,0.40239754,2.01104317,0.00704677,0.21584408
-3.19659830,2.99466696,1.03113355,0.52691234,0.00124933,0.09667663,0.40866898,2.07234038,0.00726843,0.22002324
-3.19059530,3.08328240,1.03077201,0.54994426,0.00131314,0.10074194,0.41508006,2.13286152,0.00750295,0.22452169
-3.18459230,3.17320456,1.03269551,0.57517228,0.00138528,0.10465944,0.42157409,2.19195799,0.00774903,0.22930230
-3.17858929,3.26345392,1.03678522,0.60238310,0.00146559,0.10838430,0.42808274,2.24896622,0.00800507,0.23431154
-3.17258629,3.35296435,1.04288280,0.63130269,0.00155362,0.11187104,0.43452413,2.30321350,0.00826920,0.23947979
-3.16658329,3.44058997,1.05078236,0.66159596,0.00164865,0.11507439,0.44080156,2.35402526,0.00853935,0.24472236
-3.16058029,3.52511750,1.06022494,0.69286922,0.00174967,0.11795018,0.44680328,2.40073389,0.00881326,0.24994128
-3.15457729,3.60528401,1.07089573,0.72467545,0.00185540,0.12045636,0.45240330,2.44268926,0.00908863,0.25502792
-3.14857429,3.67980059,1.08242500,0.75652254,0.00196436,0.12255406,0.45746324,2.47927092,0.00936315,0.25986633
-3.14257129,3.74738120,1.09439250,0.78788437,0.00207487,0.12420859,0.46183543,2.50990193,0.00963463,0.26433703
-3.13656828,3.80677621,1.10633565,0.81821442,0.00218510,0.12539051,0.46536696,2.53406374,0.00990108,0.26832139
-3.13056528,3.85680941,1.11776115,0.84696140,0.00229320,0.12607657,0.46790465,2.55131202,0.01016086,0.27170618
-3.12456228,3.89641702,1.12815948,0.87358640,0.00239728,0.12625054,0.46930063,2.56129242,0.01041271,0.27438812
-3.11855928,3.92468679,1.13702167,0.89758078,0.00249555,0.12590392,0.46941835,2.56375579,0.01065591,0.27627836
-3.11255628,3.94089550,1.14385741,0.91848388,0.00258634,0.12503650,0.46813859,2.55857185,0.01089026,0.27730650
-3.10655328,3.94454254,1.14821363,0.93589994,0.00266823,0.12365658,0.46536528,2.54574057,0.01111619,0.27742403
-3.10055028,3.93537773,1.14969233,0.94951313,0.00274006,0.12178114,0.46103062,2.52540021,0.01133476,0.27660698
-3.09454727,3.91342149,1.14796686,0.95910008,0.00280099,0.11943562,0.45509936,2.49783147,0.01154762,0.27485766
-3.08854427,3.87897583,1.14279560,0.96453917,0.00285057,0.11665346,0.44757189,2.46345697,0.01175696,0.27220534
-3.08254127,3.83262517,1.13403220,0.96581609,0.00288877,0.11347549,0.43848597,2.42283566,0.01196547,0.26870579
-3.07653827,3.77522622,1.12163191,0.96302530,0.00291592,0.10994897,0.42791698,2.37665207,0.01217615,0.26443974
-3.07053527,3.70788711,1.10565347,0.95636732,0.00293282,0.10612649,0.41597662,2.32570039,0.01239224,0.25951029
-3.06453227,3.63193624,1.08625662,0.94614187,0.00294062,0.10206470,0.40281015,2.27086392,0.01261700,0.25403929
-3.05852926,3.54888207,1.06369511,0.93273731,0.00294084,0.09782289,0.38859218,2.21309047,0.01285354,0.24816300
-3.05252626,3.46036566,1.03830594,0.91661678,0.00293530,0.09346151,0.37352147,2.15336486,0.01310464,0.24202703
-3.04652326,3.36810804,1.01049509,0.89830179,0.00292607,0.08904068,0.35781461,2.09267951,0.01337258,0.23578100
-3.04052026,3.27385498,0.98072084,0.87835410,0.00291542,0.08461877,0.34169929,2.03200462,0.01365893,0.22957298
-3.03451726,3.17932186,0.94947544,0.85735679,0.00290571,0.08025099,0.32540715,1.97225940,0.01396447,0.22354411
-3.02851426,3.08614123,0.91726612,0.83589535,0.00289939,0.07598822,0.30916681,1.91428558,0.01428903,0.21782357
-3.02251126,2.99581578,0.88459657,0.81453990,0.00289885,0.07187600,0.29319720,1.85882472,0.01463148,0.21252416
-3.01650825,2.90967873,0.85194969,0.79382909,0.00290646,0.06795369,0.27770161,1.80650027,0.01498970,0.20773870
-3.01050525,2.82886351,0.81977253,0.77425658,0.00292443,0.06425394,0.26286258,1.75780536,0.01536066,0.20353734
-3.00450225,2.75428393,0.78846401,0.75626037,0.00295485,0.06080238,0.24883798,1.71309676,0.01574049,0.19996600
-2.99849925,2.68662529,0.75836592,0.74021551,0.00299964,0.05761759,0.23575814,1.67259515,0.01612468,0.19704588
-2.99249625,2.62634637,0.72975742,0.72643003,0.00306053,0.05471128,0.22372429,1.63639160,0.01650828,0.19477408
-2.98649325,2.57369151,0.70285308,0.71514417,0.00313908,0.05208866,0.21280820,1.60445956,0.01688613,0.19312524
-2.98049025,2.52871147,0.67780410,0.70653238,0.00323669,0.04974906,0.20305285,1.57667149,0.01725314,0.19205408
-2.97448724,2.49129107,0.65470260,0.70070780,0.00335462,0.04768661,0.19447415,1.55281901,0.01760456,0.19149874
-2.96848424,2.46118163,0.63358812,0.69772838,0.00349400,0.04589104,0.18706334,1.53263524,0.01793624,0.19138460
-2.96248124,2.43803566,0.61445591,0.69760417,0.00365586,0.04434854,0.18079004,1.51581782,0.01824487,0.19162845
-2.95647824,2.42144154,0.59726611,0.70030491,0.00384115,0.04304258,0.17560560,1.50205126,0.01852818,0.19214282
-2.95047524,2.41095580,0.58195326,0.70576736,0.00405074,0.04195474,0.17144660,1.49102734,0.01878506,0.19284005
-2.94447224,2.40613123,0.56843539,0.71390171,0.00428538,0.04106544,0.16823839,1.48246241,0.01901563,0.19363621
-2.93846923,2.40653916,0.55662214,0.72459660,0.00454572,0.04035458,0.16589830,1.47611070,0.01922125,0.19445439
-2.93246623,2.41178498,0.54642145,0.73772257,0.00483226,0.03980205,0.16433860,1.47177328,0.01940444,0.19522741
-2.92646323,2.42151656,0.53774452,0.75313369,0.00514526,0.03938821,0.16346908,1.46930219,0.01956868,0.19589985
-2.92046023,2.43542561,0.53050895,0.77066752,0.00548472,0.03909416,0.16319914,1.46860029,0.01971826,0.19642920
-2.91445723,2.45324277,0.52464002,0.79014363,0.00585023,0.03890194,0.16343944,1.46961689,0.01985793,0.19678638
-2.90845423,2.47472774,0.52007036,0.81136102,0.00624096,0.03879474,0.16410318,1.47234025,0.01999263,0.19695549
-2.90245123,2.49965577,0.51673825,0.83409513,0.00665550,0.03875692,0.16510706,1.47678766,0.02012714,0.19693292
-2.89644822,2.52780250,0.51458496,0.85809476,0.00709183,0.03877409,0.16637188,1.48299432,0.02026576,0.19672598
-2.89044522,2.55892896,0.51355159,0.88307974,0.00754722,0.03883316,0.16782312,1.49100204,0.02041200,0.19635123
-2.88444222,2.59276841,0.51357588,0.90873984,0.00801820,0.03892238,0.16939134,1.50084882,0.02056828,0.19583242
-2.87843922,2.62901672,0.51458933,0.93473537,0.00850056,0.03903146,0.17101258,1.51256030,0.02073577,0.19519858
-2.87243622,2.66732735,0.51651513,0.96069982,0.00898932,0.03915166,0.17262888,1.52614363,0.02091425,0.19448196
-2.86643322,2.70731183,0.51926711,0.98624491,0.00947884,0.03927598,0.17418883,1.54158441,0.02110205,0.19371623
-2.86043022,2.74854585,0.52274983,1.01096773,0.00996289,0.03939934,0.17564824,1.55884670,0.02129608,0.19293498
-2.85442721,2.79058085,0.52685991,1.03446017,0.01043478,0.03951882,0.17697088,1.57787615,0.02149202,0.19217038
-2.84842421,2.83296020,0.53148857,1.05631995,0.01088752,0.03963387,0.17812927,1.59860562,0.02168445,0.19145228
-2.84242121,2.87523899,0.53652503,1.07616290,0.01131405,0.03974653,0.17910543,1.62096299,0.02186720,0.19080760
-2.83641821,2.91700571,0.54186064,1.09363579,0.01170741,0.03986159,0.17989155,1.64488005,0.02203364,0.19025993
-2.83041521,2.95790425,0.54739323,1.10842897,0.01206101,0.03998672,0.18049041,1.67030177,0.02217707,0.18982943
-2.82441221,2.99765450,0.55303147,1.12028805,0.01236886,0.04013243,0.18091566,1.69719492,0.02229108,0.18953286
-2.81840920,3.03606956,0.55869867,1.12902389,0.01262575,0.04031198,0.18119159,1.72555520,0.02236992,0.18938369
-2.81240620,3.07306853,0.56433576,1.13452040,0.01282751,0.04054118,0.18135268,1.75541209,0.02240883,0.18939226
-2.80640320,3.10868323,0.56990310,1.13673929,0.01297113,0.04083794,0.18144259,1.78683084,0.02240432,0.18956586
-2.80040020,3.14305853,0.57538105,1.13572193,0.01305493,0.04122181,0.18151283,1.81991130,0.02235440,0.18990879
-2.79439720,3.17644580,0.58076895,1.13158764,0.01307861,0.04171332,0.18162093,1.85478336,0.02225866,0.19042231
-2.78839420,3.20918972,0.58608280,1.12452898,0.01304331,0.04233317,0.18182830,1.89159940,0.02211836,0.19110447
-2.78239120,3.24170933,0.59135163,1.11480388,0.01295162,0.04310140,0.18219783,1.93052392,0.02193635,0.19194997
-2.77638819,3.27447433,0.59661283,1.10272540,0.01280746,0.04403639,0.18279129,1.97172115,0.02171697,0.19294987
-2.77038519,3.30797809,0.60190682,1.08864948,0.01261602,0.04515397,0.18366661,2.01534141,0.02146581,0.19409140
-2.76438219,3.34270918,0.60727141,1.07296154,0.01238359,0.04646638,0.18487535,2.06150709,0.02118943,0.19535787
-2.75837919,3.37912318,0.61273634,1.05606265,0.01211740,0.04798140,0.18646024,2.11029921,0.02089508,0.19672862
-2.75237619,3.41761644,0.61831837,1.03835593,0.01182542,0.04970152,0.18845304,2.16174550,0.02059031,0.19817931
-2.74637319,3.45850358,0.62401736,1.02023418,0.01151610,0.05162326,0.19087289,2.21581076,0.02028262,0.19968224
-2.74037019,3.50199987,0.62981375,1.00206901,0.01119823,0.05373667,0.19372509,2.27239019,0.01997913,0.20120711
-2.73436718,3.54820964,0.63566745,0.98420224,0.01088063,0.05602505,0.19700042,2.33130610,0.01968625,0.20272191
-2.72836418,3.59712113,0.64151861,0.96693969,0.01057200,0.05846485,0.20067515,2.39230821,0.01940937,0.20419404
-2.72236118,3.64860791,0.64728997,0.95054768,0.01028071,0.06102596,0.20471152,2.45507751,0.01915270,0.20559166
-2.71635818,3.70243660,0.65289088,0.93525204,0.01001460,0.06367208,0.20905890,2.51923342,0.01891908,0.20688510
-2.71035518,3.75827997,0.65822268,0.92123942,0.00978085,0.06636150,0.21365538,2.58434369,0.01870992,0.20804834
-2.70435218,3.81573448,0.66318514,0.90866072,0.00958579,0.06904807,0.21842983,2.64993646,0.01852518,0.20906047
-2.69834917,3.87434080,0.66768351,0.89763590,0.00943485,0.07168236,0.22330430,2.71551366,0.01836344,0.20990691
-2.69234617,3.93360578,0.67163576,0.88825982,0.00933236,0.07421302,0.22819660,2.78056485,0.01822204,0.21058055
-2.68634317,3.99302448,0.67497949,0.88060833,0.00928159,0.07658834,0.23302301,2.84458080,0.01809722,0.21108246
-2.68034017,4.05210063,0.67767810,0.87474427,0.00928455,0.07875777,0.23770099,2.90706584,0.01798441,0.21142230
-2.67433717,4.11036435,0.67972569,0.87072260,0.00934204,0.08067356,0.24215173,2.96754847,0.01787841,0.21161832
-2.66833417,4.16738614,0.68115045,0.86859439,0.00945358,0.08229228,0.24630246,3.02558977,0.01777373,0.21169688
-2.66233117,4.22278636,0.68201617,0.86840933,0.00961738,0.08357633,0.25008851,3.08078916,0.01766481,0.21169164
-2.65632816,4.27624004,0.68242182,0.87021643,0.00983039,0.08449516,0.25345500,3.13278757,0.01754631,0.21164227
-2.65032516,4.32747703,0.68249914,0.87406314,0.01008829,0.08502635,0.25635811,3.18126818,0.01741335,0.21159284
-2.64432216,4.37627794,0.68240827,0.87999270,0.01038559,0.08515641,0.25876592,3.22595496,0.01726169,0.21158995
-2.63831916,4.42246661,0.68233176,0.88804017,0.01071569,0.08488125,0.26065897,3.26660958,0.01708798,0.21168073
-2.63231616,4.46590010,0.68246722,0.89822733,0.01107101,0.08420633,0.26203032,3.30302729,0.01688982,0.21191064
-2.62631316,4.50645743,0.68301897,0.91055706,0.01144318,0.08314649,0.26288538,3.33503240,0.01666590,0.21232145
-2.62031016,4.54402811,0.68418920,0.92500746,0.01182320,0.08172545,0.26324145,3.36247402,0.01641604,0.21294923
-2.61430715,4.57850179,0.68616919,0.94152636,0.01220171,0.07997499,0.26312698,3.38522277,0.01614121,0.21382268
-2.60830415,4.60975994,0.68913094,0.96002670,0.01256918,0.07793390,0.26258079,3.40316870,0.01584350,0.21496173
-2.60230115,4.63767052,0.69321975,0.98038318,0.01291629,0.07564666,0.26165110,3.41622098,0.01552610,0.21637657
-2.59629815,4.66208603,0.69854822,1.00243050,0.01323411,0.07316202,0.26039448,3.42430940,0.01519321,0.21806716
-2.59029515,4.68284538,0.70519185,1.02596362,0.01351451,0.07053139,0.25887481,3.42738758,0.01484995,0.22002318
-2.58429215,4.69977945,0.71318661,1.05074002,0.01375035,0.06780733,0.25716217,3.42543768,0.01450227,0.22222456
-2.57828914,4.71271987,0.72252847,1.07648409,0.01393581,0.06504194,0.25533176,3.41847629,0.01415682,0.22464239
-2.57228614,4.72151066,0.73317502,1.10289362,0.01406660,0.06228542,0.25346275,3.40656071,0.01382089,0.22724041
-2.56628314,4.72602168,0.74504892,1.12964799,0.01414013,0.05958475,0.25163715,3.38979528,0.01350223,0.22997677
-2.56028014,4.72616290,0.75804312,1.15641798,0.01415567,0.05698257,0.24993859,3.36833691,0.01320899,0.23280609
-2.55427714,4.72189866,0.77202735,1.18287661,0.01411438,0.05451629,0.24845109,3.34239927,0.01294956,0.23568178
-2.54827414,4.71326065,0.78685562,1.20871062,0.01401928,0.05221742,0.24725775,3.31225511,0.01273250,0.23855841
-2.54227114,4.70035876,0.80237424,1.23363196,0.01387523,0.05011118,0.24643938,3.27823626,0.01256637,0.24139404
-2.53626813,4.68338894,0.81842983,1.25738883,0.01368869,0.04821634,0.24607307,3.24073116,0.01245964,0.24415238
-2.53026513,4.66263748,0.83487683,1.27977563,0.01346754,0.04654534,0.24623075,3.20017979,0.01242053,0.24680477
-2.52426213,4.63848116,0.85158418,1.30064130,0.01322077,0.04510452,0.24697767,3.15706614,0.01245686,0.24933172
-2.51825913,4.61138329,0.86844056,1.31989550,0.01295817,0.04389465,0.24837097,3.11190855,0.01257591,0.25172406
-2.51225613,4.58188543,0.88535801,1.33751233,0.01268990,0.04291147,0.25045830,3.06524834,0.01278421,0.25398350
-2.50625313,4.55059528,0.90227362,1.35353118,0.01242616,0.04214647,0.25327651,3.01763729,0.01308736,0.25612279
-2.50025013,4.51817091,0.91914921,1.36805454,0.01217676,0.04158756,0.25685052,2.96962462,0.01348986,0.25816514
-2.49424712,4.48530228,0.93596892,1.38124275,0.01195075,0.04121989,0.26119241,2.92174393,0.01399484,0.26014320
-2.48824412,4.45269036,0.95273489,1.39330568,0.01175608,0.04102657,0.26630066,2.87450102,0.01460393,0.26209752
-2.48224112,4.42102502,0.96946137,1.40449173,0.01159929,0.04098938,0.27215980,2.82836274,0.01531699,0.26407450
-2.47623812,4.39096229,0.98616733,1.41507438,0.01148527,0.04108940,0.27874022,2.78374757,0.01613199,0.26612404
-2.47023512,4.36310199,1.00286842,1.42533699,0.01141710,0.04130746,0.28599838,2.74101819,0.01704480,0.26829691
-2.46423212,4.33796650,1.01956840,1.43555634,0.01139592,0.04162467,0.29387731,2.70047605,0.01804911,0.27064199
-2.45822911,4.31598159,1.03625092,1.44598587,0.01142095,0.04202265,0.30230740,2.66235820,0.01913639,0.27320350
-2.45222611,4.29745998,1.05287209,1.45683932,0.01148954,0.04248379,0.31120754,2.62683618,0.02029580,0.27601835
-2.44622311,4.28258835,1.06935433,1.46827563,0.01159727,0.04299140,0.32048649,2.59401683,0.02151435,0.27911375
-2.44022011,4.27141839,1.08558210,1.48038614,0.01173823,0.04352976,0.33004453,2.56394477,0.02277700,0.28250519
-2.43421711,4.26386233,1.10139990,1.49318464,0.01190518,0.04408412,0.33977526,2.53660619,0.02406686,0.28619482
-2.42821411,4.25969326,1.11661275,1.50660114,0.01208996,0.04464075,0.34956763,2.51193380,0.02536554,0.29017049
-2.42221111,4.25855048,1.13098928,1.52047986,0.01228375,0.04518682,0.35930802,2.48981234,0.02665349,0.29440524
-2.41620810,4.25994966,1.14426753,1.53458169,0.01247747,0.04571049,0.36888240,2.47008469,0.02791048,0.29885751
-2.41020510,4.26329788,1.15616315,1.54859135,0.01266213,0.04620082,0.37817849,2.45255795,0.02911608,0.30347193
-2.40420210,4.26791288,1.16637973,1.56212902,0.01282920,0.04664787,0.38708788,2.43700968,0.03025023,0.30818068
-2.39819910,4.27304610,1.17462078,1.57476609,0.01297087,0.04704269,0.39550803,2.42319377,0.03129376,0.31290540
-2.39219610,4.27790860,1.18060278,1.58604435,0.01308042,0.04737752,0.40334413,2.41084614,0.03222904,0.31755953
-2.38619310,4.28169903,1.18406860,1.59549780,0.01315239,0.04764582,0.41051071,2.39969003,0.03304045,0.32205105
-2.38019010,4.28363247,1.18480061,1.60267592,0.01318278,0.04784249,0.41693312,2.38944099,0.03371491,0.32628537
-2.37418709,4.28296904,1.18263279,1.60716741,0.01316917,0.04796398,0.42254862,2.37981156,0.03424227,0.33016844
-2.36818409,4.27904105,1.17746103,1.60862289,0.01311077,0.04800846,0.42730727,2.37051568,0.03461570,0.33360978
-2.36218109,4.27127762,1.16925126,1.60677555,0.01300837,0.04797593,0.43117246,2.36127288,0.03483183,0.33652543
-2.35617809,4.25922553,1.15804465,1.60145836,0.01286433,0.04786828,0.43412119,2.35181236,0.03489091,0.33884064
-2.35017509,4.24256548,1.14395979,1.59261708,0.01268237,0.04768931,0.43614399,2.34187690,0.03479674,0.34049220
-2.34417209,4.22112296,1.12719151,1.58031793,0.01246741,0.04744467,0.43724460,2.33122669,0.03455652,0.34143041
-2.33816908,4.19487316,1.10800645,1.56474970,0.01222537,0.04714177,0.43743937,2.31964303,0.03418054,0.34162047
-2.33216608,4.16393985,1.08673550,1.54621978,0.01196286,0.04678948,0.43675639,2.30693186,0.03368180,0.34104338
-2.32616308,4.12858801,1.06376345,1.52514442,0.01168693,0.04639792,0.43523448,2.29292694,0.03307549,0.33969629
-2.32016008,4.08921078,1.03951645,1.50203345,0.01140478,0.04597805,0.43292200,2.27749283,0.03237841,0.33759224
-2.31415708,4.04631125,1.01444767,1.47747028,0.01112345,0.04554128,0.42987543,2.26052722,0.03160835,0.33475943
-2.30815408,4.00047993,0.98902209,1.45208810,0.01084960,0.04509897,0.42615801,2.24196279,0.03078344,0.33123998
-2.30215108,3.95236915,0.96370101,1.42654360,0.01058922,0.04466199,0.42183825,2.22176828,0.02992152,0.32708823
-2.29614807,3.90266545,0.93892702,1.40148937,0.01034743,0.04424025,0.41698840,2.19994884,0.02903953,0.32236878
-2.29014507,3.85206158,0.91511019,1.37754663,0.01012835,0.04384218,0.41168304,2.17654556,0.02815296,0.31715421
-2.28414207,3.80122928,0.89261612,1.35527948,0.00993491,0.04347444,0.40599768,2.15163407,0.02727543,0.31152276
-2.27813907,3.75079436,0.87175626,1.33517231,0.00976888,0.04314149,0.40000746,2.12532252,0.02641830,0.30555586
-2.27213607,3.70131532,0.85278109,1.31761119,0.00963076,0.04284545,0.39378604,2.09774872,0.02559045,0.29933582
-2.26613307,3.65326645,0.83587621,1.30287045,0.00951991,0.04258589,0.38740463,2.06907686,0.02479818,0.29294367
-2.26013007,3.60702641,0.82116157,1.29110508,0.00943456,0.04235990,0.38093120,2.03949376,0.02404519,0.28645724
-2.25412706,3.56287257,0.80869369,1.28234907,0.00937202,0.04216213,0.37442989,2.00920491,0.02333273,0.27994956
-2.24812406,3.52098144,0.79847066,1.27652001,0.00932882,0.04198506,0.36796065,1.97843050,0.02265982,0.27348765
-2.24212106,3.48143485,0.79043958,1.27342935,0.00930093,0.04181929,0.36157907,1.94740148,0.02202357,0.26713164
-2.23611806,3.44423135,0.78450585,1.27279774,0.00928399,0.04165400,0.35533632,1.91635584,0.02141960,0.26093436
-2.23011506,3.40930193,0.78054377,1.27427450,0.00927355,0.04147745,0.34927929,1.88553513,0.02084243,0.25494122
-2.22411206,3.37652881,0.77840784,1.27746008,0.00926535,0.04127748,0.34345081,1.85518112,0.02028599,0.24919042
-2.21810905,3.34576592,0.77794398,1.28193007,0.00925550,0.04104210,0.33788983,1.82553269,0.01974408,0.24371342
-2.21210605,3.31685950,0.77900002,1.28725945,0.00924074,0.04076004,0.33263165,1.79682268,0.01921080,0.23853554
-2.20610305,3.28966733,0.78143489,1.29304556,0.00921858,0.04042126,0.32770804,1.76927463,0.01868094,0.23367672
-2.20010005,3.26407497,0.78512594,1.29892864,0.00918747,0.04001741,0.32314718,1.74309924,0.01815035,0.22915213
-2.19409705,3.24000798,0.78997391,1.30460856,0.00914690,0.03954218,0.31897341,1.71849039,0.01761617,0.22497285
-2.18809405,3.21743883,0.79590535,1.30985706,0.00909738,0.03899159,0.31520686,1.69562067,0.01707701,0.22114626
-2.18209105,3.19638809,0.80287236,1.31452468,0.00904050,0.03836410,0.31186272,1.67463640,0.01653304,0.21767637
-2.17608804,3.17691971,0.81084962,1.31854222,0.00897881,0.03766066,0.30895041,1.65565215,0.01598596,0.21456375
