energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,4.19993985,-1.99998560,0.06813955,-0.04091227,0.71335053,-0.46923266,1.15475929,-0.57936742,1.24039366,-0.48956707,1.46756637,-0.61720669,0.00000000,-0.00000000
-5.99399700,4.30627754,-2.18932926,0.06929374,-0.04460855,0.70897622,-0.50503730,1.16322031,-0.63818696,1.25334950,-0.52991331,1.54880772,-0.69150887,0.00000000,-0.00000000
-5.98799400,4.41573484,-2.39287386,0.07048610,-0.04852192,0.70436473,-0.54235699,1.17329039,-0.70205938,1.26592056,-0.57218544,1.63293584,-0.77349555,0.00000000,-0.00000000
-5.98199100,4.52759461,-2.60974516,0.07169610,-0.05261451,0.69953893,-0.58082080,1.18522766,-0.77079979,1.27794431,-0.61600951,1.71944730,-0.86320737,0.00000000,-0.00000000
-5.97598799,4.64106623,-2.83892879,0.07290090,-0.05684379,0.69453086,-0.62004521,1.19928781,-0.84417552,1.28925780,-0.66098752,1.80776917,-0.96060604,0.00000000,-0.00000000
-5.96998499,4.75530137,-3.07927957,0.07407577,-0.06116328,0.68938203,-0.65964343,1.21571989,-0.92190841,1.29970019,-0.70670565,1.89726888,-1.06556439,0.00000000,-0.00000000
-5.96398199,4.86941453,-3.32953159,0.07519459,-0.06552343,0.68414360,-0.69923462,1.23476166,-1.00367743,1.30911618,-0.75274276,1.98726732,-1.17785699,0.00000000,-0.00000000
-5.95797899,4.98250805,-3.58830839,0.07623055,-0.06987257,0.67887666,-0.73845264,1.25663420,-1.08912140,1.31736063,-0.79867880,2.07705474,-1.29715168,0.00000000,-0.00000000
-5.95197599,5.09370046,-3.85413306,0.07715693,-0.07415804,0.67365237,-0.77695402,1.28153611,-1.17784163,1.32430418,-0.84410294,2.16590889,-1.42300247,0.00000000,-0.00000000
-5.94597299,5.20215690,-4.12543769,0.07794794,-0.07832723,0.66855213,-0.81442465,1.30963699,-1.26940431,1.32983974,-0.88862094,2.25311437,-1.55484407,0.00000000,-0.00000000
-5.93996998,5.30711956,-4.40057218,0.07857967,-0.08232878,0.66366743,-0.85058502,1.34107058,-1.36334247,1.33388942,-0.93186166,2.33798239,-1.69198849,0.00000000,-0.00000000
-5.93396698,5.40793639,-4.67781218,0.07903102,-0.08611369,0.65909957,-0.88519374,1.37592722,-1.45915735,1.33641147,-0.97348230,2.41986953,-1.83362415,0.00000000,-0.00000000
-5.92796398,5.50408540,-4.95536629,0.07928462,-0.08963640,0.65495884,-0.91804911,1.41424615,-1.55631914,1.33740666,-1.01317235,2.49819461,-1.97881772,0.00000000,-0.00000000
-5.92196098,5.59519283,-5.23138287,0.07932759,-0.09285575,0.65136314,-0.94898882,1.45600753,-1.65426715,1.33692335,-1.05065613,2.57245227,-2.12651910,0.00000000,-0.00000000
-5.91595798,5.68104297,-5.50395688,0.07915229,-0.09573589,0.64843589,-0.97788778,1.50112462,-1.75240945,1.33506080,-1.08569381,2.64222260,-2.27556968,0.00000000,-0.00000000
-5.90995498,5.76157831,-5.77113742,0.07875672,-0.09824699,0.64630322,-1.00465425,1.54943644,-1.85012227,1.33197004,-1.11808119,2.70717592,-2.42471416,0.00000000,-0.00000000
-5.90395198,5.83688931,-6.03093682,0.07814483,-0.10036578,0.64509018,-1.02922466,1.60070119,-1.94674944,1.32785181,-1.14764830,2.76707248,-2.57261586,0.00000000,-0.00000000
-5.89794897,5.90719342,-6.28134214,0.07732643,-0.10207595,0.64491632,-1.05155744,1.65459124,-2.04160225,1.32295150,-1.17425712,2.82175690,-2.71787563,0.00000000,-0.00000000
-5.89194597,5.97280439,-6.52033002,0.07631696,-0.10336837,0.64589046,-1.07162637,1.71068984,-2.13396036,1.31755083,-1.19779874,2.87114793,-2.85905410,0.00000000,-0.00000000
-5.88594297,6.03409316,-6.74588568,0.07513685,-0.10424113,0.64810498,-1.08941397,1.76849049,-2.22307409,1.31195652,-1.21819033,2.91522409,-2.99469706,0.00000000,-0.00000000
-5.87993997,6.09144269,-6.95602683,0.07381076,-0.10469944,0.65162996,-1.10490541,1.82739913,-2.30816865,1.30648643,-1.23537229,2.95400627,-3.12336351,0.00000000,-0.00000000
-5.87393697,6.14519959,-7.14883278,0.07236647,-0.10475539,0.65650724,-1.11808355,1.88673990,-2.38845078,1.30145370,-1.24930593,2.98753874,-3.24365587,0.00000000,-0.00000000
-5.86793397,6.19562582,-7.32247883,0.07083370,-0.10442762,0.66274512,-1.12892536,1.94576459,-2.46311809,1.29714971,-1.25997195,3.01586987,-3.35425153,0.00000000,-0.00000000
-5.86193097,6.24285392,-7.47527559,0.06924279,-0.10374089,0.67031377,-1.13740022,2.00366601,-2.53137127,1.29382693,-1.26736998,3.03903417,-3.45393500,0.00000000,-0.00000000
-5.85592796,6.28684919,-7.60571223,0.06762331,-0.10272560,0.67914191,-1.14347022,2.05959524,-2.59242910,1.29168261,-1.27151921,3.05703714,-3.54162953,0.00000000,-0.00000000
-5.84992496,6.32738183,-7.71250233,0.06600280,-0.10141728,0.68911502,-1.14709240,2.11268242,-2.64554605,1.29084433,-1.27246020,3.06984402,-3.61642732,0.00000000,-0.00000000
-5.84392196,6.36401155,-7.79463039,0.06440555,-0.09985604,0.70007543,-1.14822305,2.16206058,-2.69003194,1.29135847,-1.27025763,3.07737367,-3.67761683,0.00000000,-0.00000000
-5.83791896,6.39608643,-7.85139676,0.06285156,-0.09808599,0.71182430,-1.14682350,2.20689172,-2.72527303,1.29318233,-1.26500376,3.07949793,-3.72470634,0.00000000,-0.00000000
-5.83191596,6.42275672,-7.88245837,0.06135576,-0.09615473,0.72412579,-1.14286720,2.24639416,-2.75075346,1.29618064,-1.25682227,3.07604689,-3.75744232,0.00000000,-0.00000000
-5.82591296,6.44300333,-7.88786250,0.05992756,-0.09411263,0.73671313,-1.13634747,2.27987006,-2.76607614,1.30012672,-1.24587201,3.06681956,-3.77582163,0.00000000,-0.00000000
-5.81990995,6.45567996,-7.86807104,0.05857055,-0.09201231,0.74929654,-1.12728530,2.30673165,-2.77098197,1.30470855,-1.23235007,3.05159957,-3.78009672,0.00000000,-0.00000000
-5.81390695,6.45956645,-7.82397248,0.05728268,-0.08990786,0.76157263,-1.11573658,2.32652507,-2.76536607,1.30953943,-1.21649382,3.03017459,-3.77077292,0.00000000,-0.00000000
-5.80790395,6.45343056,-7.75688004,0.05605660,-0.08785405,0.77323491,-1.10179816,2.33895034,-2.74929019,1.31417282,-1.19858135,3.00235821,-3.74859756,0.00000000,-0.00000000
-5.80190095,6.43609441,-7.66851414,0.05488039,-0.08590554,0.78398481,-1.08561213,2.34387643,-2.72299024,1.31812069,-1.17892988,2.96801281,-3.71454089,0.00000000,-0.00000000
