energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.86793397,3.81002651,0.04873305,0.46631253,0.59782218,0.45897138,2.11203470,1.27968076,1.47154592,0.00000000
-5.86193097,3.89205404,0.04892761,0.47285649,0.61343141,0.46906151,2.15901081,1.30929864,1.51295797,0.00000000
-5.85592796,3.98280983,0.04913971,0.48103482,0.62963518,0.47998898,2.21118676,1.34294098,1.55742446,0.00000000
-5.84992496,4.08229702,0.04935807,0.49099623,0.64632190,0.49166980,2.26853893,1.38090844,1.60471284,0.00000000
-5.84392196,4.19044914,0.04957111,0.50288712,0.66337441,0.50400561,2.33103808,1.42348023,1.65455729,0.00000000
-5.83791896,4.30712209,0.04976732,0.51684782,0.68067222,0.51688471,2.39864839,1.47090235,1.70666147,0.00000000
-5.83191596,4.43208545,0.04993549,0.53300811,0.69809392,0.53018336,2.47132375,1.52337523,1.76070182,0.00000000
-5.82591296,4.56501406,0.05006500,0.55148221,0.71551992,0.54376742,2.54900148,1.58104121,1.81633143,0.00000000
-5.81990995,4.70548069,0.05014606,0.57236333,0.73283515,0.55749441,2.63159387,1.64397259,1.87318438,0.00000000
-5.81390695,4.85295054,0.05016999,0.59571811,0.74993182,0.57121591,2.71897819,1.71216081,1.93088083,0.00000000
-5.80790395,5.00677834,0.05012943,0.62158126,0.76671196,0.58478042,2.81098572,1.78550739,1.98903260,0.00000000
-5.80190095,5.16620855,0.05001851,0.64995048,0.78308974,0.59803659,2.90739057,1.86381714,2.04724926,0.00000000
-5.79589795,5.33037910,0.04983308,0.68078218,0.79899337,0.61083674,3.00789918,1.94679414,2.10514464,0.00000000
-5.78989495,5.49832887,0.04957085,0.71398815,0.81436643,0.62304060,3.11214116,2.03404065,2.16234338,0.00000000
-5.78389195,5.66900873,0.04923149,0.74943334,0.82916866,0.63451920,3.21966228,2.12505931,2.21848749,0.00000000
-5.77788894,5.84129619,0.04881672,0.78693510,0.84337599,0.64515864,3.32992032,2.21925857,2.27324257,0.00000000
-5.77188594,6.01401293,0.04833037,0.82626399,0.85697996,0.65486373,3.44228417,2.31596136,2.32630341,0.00000000
-5.76588294,6.18594496,0.04777832,0.86714608,0.86998639,0.66356122,3.55603667,2.41441664,2.37739880,0.00000000
-5.75987994,6.35586464,0.04716848,0.90926708,0.88241340,0.67120261,3.67038144,2.51381369,2.42629537,0.00000000
-5.75387694,6.52255385,0.04651062,0.95227791,0.89428900,0.67776622,3.78445354,2.61329848,2.47280017,0.00000000
-5.74787394,6.68482764,0.04581621,0.99580182,0.90564819,0.68325864,3.89733404,2.71199184,2.51676216,0.00000000
-5.74187094,6.84155765,0.04509818,1.03944276,0.91652982,0.68771526,4.00806795,2.80900866,2.55807242,0.00000000
-5.73586793,6.99169453,0.04437060,1.08279471,0.92697347,0.69120000,4.11568503,2.90347757,2.59666315,0.00000000
-5.72986493,7.13428888,0.04364835,1.12545167,0.93701638,0.69380418,4.21922281,2.99456040,2.63250586,0.00000000
-5.72386193,7.26850988,0.04294678,1.16701796,0.94669077,0.69564451,4.31775096,3.08147091,2.66560852,0.00000000
-5.71785893,7.39366140,0.04228127,1.20711824,0.95602157,0.69686040,4.41039596,3.16349187,2.69601230,0.00000000
-5.71185593,7.50919475,0.04166685,1.24540709,0.96502479,0.69761051,4.49636519,3.23999019,2.72378780,0.00000000
-5.70585293,7.61471794,0.04111780,1.28157737,0.97370663,0.69806881,4.57496927,3.31042934,2.74903126,0.00000000
-5.69984992,7.71000091,0.04064726,1.31536731,0.98206325,0.69842020,4.64564164,3.37437875,2.77186065,0.00000000
-5.69384692,7.79497645,0.04026688,1.34656567,0.99008135,0.69885577,4.70795448,3.43151965,2.79241196,0.00000000
-5.68784392,7.86973666,0.03998654,1.37501501,0.99773942,0.69956801,4.76163002,3.48164737,2.81083571,0.00000000
-5.68184092,7.93452477,0.03981405,1.40061260,1.00500951,0.70074585,4.80654669,3.52466975,2.82729362,0.00000000
-5.67583792,7.98972227,0.03975500,1.42330917,1.01185946,0.70256992,4.84273963,3.56060196,2.84195544,0.00000000
-5.66983492,8.03583178,0.03981262,1.44310540,1.01825540,0.70520785,4.87039537,3.58955778,2.85499581,0.00000000
-5.66383192,8.07345564,0.03998772,1.46004648,1.02416424,0.70880997,4.88984082,3.61173780,2.86659105,0.00000000
-5.65782891,8.10327112,0.04027869,1.47421495,1.02955605,0.71350527,4.90152692,3.62741515,2.87691574,0.00000000
-5.65182591,8.12600278,0.04068158,1.48572227,1.03440614,0.71939788,4.90600764,3.63691932,2.88613899,0.00000000
-5.64582291,8.14239305,0.04119022,1.49469965,1.03869658,0.72656395,4.90391525,3.64061891,2.89442028,0.00000000
-5.63981991,8.15317202,0.04179637,1.50128860,1.04241724,0.73504916,4.89593299,3.63890416,2.90190495,0.00000000
-5.63381691,8.15902773,0.04248999,1.50563182,1.04556600,0.74486677,4.88276628,3.63216999,2.90871927,0.00000000
-5.62781391,8.16057815,0.04325941,1.50786486,1.04814843,0.75599638,4.86511408,3.62080052,2.91496541,0.00000000
-5.62181091,8.15834612,0.04409167,1.50810913,1.05017666,0.76838330,4.84364138,3.60515561,2.92071625,0.00000000
-5.61580790,8.15273832,0.04497276,1.50646647,1.05166774,0.78193873,4.81895443,3.58556019,2.92601053,0.00000000
-5.60980490,8.14402934,0.04588789,1.50301567,1.05264150,0.79654067,4.79157950,3.56229659,2.93084847,0.00000000
-5.60380190,8.13235141,0.04682180,1.49781100,1.05311807,0.81203555,4.76194638,3.53560025,2.93518820,0.00000000
-5.59779890,8.11769042,0.04775904,1.49088263,1.05311525,0.82824072,4.73037690,3.50565872,2.93894340,0.00000000
-5.59179590,8.09988827,0.04868418,1.48223901,1.05264595,0.84494759,4.69707918,3.47261381,2.94198221,0.00000000
-5.58579290,8.07865135,0.04958206,1.47187073,1.05171579,0.86192549,4.66214743,3.43656657,2.94412792,0.00000000
-5.57978989,8.05356483,0.05043802,1.45975564,1.05032111,0.87892623,4.62556711,3.39758440,2.94516126,0.00000000
-5.57378689,8.02411184,0.05123806,1.44586470,1.04844753,0.89568910,4.58722509,3.35570996,2.94482459,0.00000000
-5.56778389,7.98969680,0.05196902,1.43016824,1.04606908,0.91194632,4.54692388,3.31097089,2.94282785,0.00000000
-5.56178089,7.94967172,0.05261872,1.41264211,1.04314811,0.92742881,4.50439938,3.26338995,2.93885616,0.00000000
-5.55577789,7.90336434,0.05317605,1.39327339,1.03963594,0.94187203,4.45934079,3.21299472,2.93257885,0.00000000
-5.54977489,7.85010699,0.05363110,1.37206523,1.03547420,0.95502182,4.41141210,3.15982648,2.92365963,0.00000000
-5.54377189,7.78926497,0.05397523,1.34904067,1.03059692,0.96664005,4.36027373,3.10394766,2.91176758,0.00000000
-5.53776888,7.72026356,0.05420113,1.32424533,1.02493314,0.97650984,4.30560366,3.04544772,2.89658846,0.00000000
-5.53176588,7.64261264,0.05430286,1.29774872,1.01841010,0.98444035,4.24711708,2.98444716,2.87783604,0.00000000
-5.52576288,7.55592831,0.05427594,1.26964440,1.01095663,0.99027076,4.18458377,2.92109963,2.85526292,0.00000000
-5.51975988,7.45995070,0.05411732,1.24004903,1.00250678,0.99387360,4.11784265,2.85559229,2.82867039,0.00000000
-5.51375688,7.35455786,0.05382546,1.20910043,0.99300341,0.99515710,4.04681309,2.78814442,2.79791709,0.00000000
-5.50775388,7.23977508,0.05340031,1.17695488,0.98240151,0.99406656,3.97150257,2.71900470,2.76292595,0.00000000
-5.50175088,7.11577978,0.05284336,1.14378391,0.97067125,0.99058485,3.89201064,2.64844719,2.72368916,0.00000000
-5.49574787,6.98290179,0.05215759,1.10977068,0.95780044,0.98473177,3.80852912,2.57676646,2.68027111,0.00000000
-5.48974487,6.84161914,0.05134748,1.07510627,0.94379633,0.97656262,3.72133866,2.50427204,2.63280896,0.00000000
-5.48374187,6.69254964,0.05041900,1.03998594,0.92868669,0.96616580,3.63080195,2.43128249,2.58151099,0.00000000
-5.47773887,6.53643850,0.04937953,1.00460546,0.91252011,0.95365972,3.53735397,2.35811927,2.52665272,0.00000000
-5.47173587,6.37414253,0.04823783,0.96915777,0.89536547,0.93918910,3.44148971,2.28510066,2.46857099,0.00000000
-5.46573287,6.20661138,0.04700395,0.93382979,0.87731063,0.92292080,3.34374995,2.21253589,2.40765622,0.00000000
-5.45972986,6.03486667,0.04568911,0.89879962,0.85846043,0.90503941,3.24470573,2.14071959,2.34434325,0.00000000
-5.45372686,5.85997951,0.04430561,0.86423399,0.83893409,0.88574275,3.14494228,2.06992689,2.27910112,0.00000000
-5.44772386,5.68304758,0.04286666,0.83028614,0.81886216,0.86523747,3.04504293,2.00040909,2.21242219,0.00000000
-5.44172086,5.50517228,0.04138624,0.79709396,0.79838312,0.84373489,2.94557388,1.93239019,2.14481107,0.00000000
-5.43571786,5.32743714,0.03987894,0.76477861,0.77763989,0.82144727,2.84707040,1.86606437,2.07677392,0.00000000
-5.42971486,5.15088802,0.03835975,0.73344339,0.75677632,0.79858457,2.75002497,1.80159448,2.00880826,0.00000000
-5.42371186,4.97651600,0.03684387,0.70317320,0.73593386,0.77535176,2.65487799,1.73911172,1.94139393,0.00000000
-5.41770885,4.80524333,0.03534655,0.67403431,0.71524853,0.75194672,2.56201117,1.67871636,1.87498522,0.00000000
-5.41170585,4.63791293,0.03388287,0.64607468,0.69484827,0.72855879,2.47174392,1.62047972,1.81000457,0.00000000
-5.40570285,4.47528149,0.03246752,0.61932476,0.67485075,0.70536770,2.38433275,1.56444704,1.74683770,0.00000000
-5.39969985,4.31801612,0.03111467,0.59379871,0.65536171,0.68254305,2.29997335,1.51064144,1.68583028,0.00000000
-5.39369685,4.16669423,0.02983775,0.56949615,0.63647375,0.66024397,2.21880522,1.45906840,1.62728601,0.00000000
-5.38769385,4.02180613,0.02864931,0.54640423,0.61826561,0.63861902,2.14091839,1.40972087,1.57146585,0.00000000
-5.38169085,3.88375985,0.02756083,0.52450011,0.60080189,0.61780606,2.06636155,1.36258440,1.51858831,0.00000000
-5.37568784,3.75288728,0.02658262,0.50375355,0.58413310,0.59793203,1.99515123,1.31764226,1.46883030,0.00000000
-5.36968484,3.62945115,0.02572365,0.48412979,0.56829596,0.57911253,1.92728126,1.27488008,1.42232856,0.00000000
-5.36368184,3.51365200,0.02499148,0.46559226,0.55331403,0.56145112,1.86273212,1.23428989,1.37918123,0.00000000
-5.35767884,3.40563469,0.02439213,0.44810536,0.53919838,0.54503833,1.80147962,1.19587318,1.33944945,0.00000000
-5.35167584,3.30549414,0.02393004,0.43163688,0.52594852,0.52995037,1.74350257,1.15964314,1.30315895,0.00000000
-5.34567284,3.21327995,0.02360800,0.41616026,0.51355329,0.51624773,1.68878922,1.12562565,1.27030145,0.00000000
-5.33966983,3.12900010,0.02342712,0.40165639,0.50199200,0.50397356,1.63734240,1.09385944,1.24083605,0.00000000
-5.33366683,3.05262382,0.02338688,0.38811509,0.49123561,0.49315227,1.58918329,1.06439532,1.21469071,0.00000000
-5.32766383,2.98408406,0.02348511,0.37553610,0.48124806,0.48378826,1.54435402,1.03729471,1.19176389,0.00000000
-5.32166083,2.92328012,0.02371808,0.36392974,0.47198779,0.47586512,1.50291929,1.01262780,1.17192666,0.00000000
-5.31565783,2.87008078,0.02408064,0.35331712,0.46340946,0.46934543,1.46496719,0.99047151,1.15502550,0.00000000
-5.30965483,2.82432870,0.02456631,0.34373006,0.45546590,0.46417130,1.43060960,0.97090764,1.14088580,0.00000000
-5.30365183,2.78584630,0.02516749,0.33521065,0.44811018,0.46026575,1.39998220,0.95402137,1.12931650,0.00000000
-5.29764882,2.75444349,0.02587566,0.32781056,0.44129800,0.45753502,1.37324438,0.93990033,1.12011557,0.00000000
-5.29164582,2.72992729,0.02668157,0.32159021,0.43499010,0.45587183,1.35057903,0.92863440,1.11307666,0.00000000
-5.28564282,2.71211317,0.02757554,0.31661758,0.42915476,0.45515941,1.33219221,0.92031614,1.10799650,0.00000000
-5.27963982,2.70083775,0.02854765,0.31296691,0.42377027,0.45527635,1.31831247,0.91504200,1.10468298,0.00000000
-5.27363682,2.69597207,0.02958802,0.31071725,0.41882718,0.45610191,1.30918974,0.91291393,1.10296358,0.00000000
-5.26763382,2.69743480,0.03068702,0.30995065,0.41433032,0.45752167,1.30509327,0.91404119,1.10269370,0.00000000
-5.26163082,2.70520426,0.03183543,0.31075023,0.41030026,0.45943316,1.30630858,0.91854217,1.10376442,0.00000000
-5.25562781,2.71932827,0.03302464,0.31319793,0.40677430,0.46175123,1.31313275,0.92654569,1.10610934,0.00000000
-5.24962481,2.73993085,0.03424673,0.31737197,0.40380678,0.46441286,1.32586810,0.93819151,1.10970984,0.00000000
-5.24362181,2.76721474,0.03549448,0.32334409,0.40146849,0.46738101,1.34481388,0.95362965,1.11459857,0.00000000
-5.23761881,2.80145914,0.03676140,0.33117644,0.39984542,0.47064750,1.37025593,0.97301828,1.12086053,0.00000000
-5.23161581,2.84301201,0.03804164,0.34091834,0.39903655,0.47423445,1.40245453,0.99651989,1.12863182,0.00000000
-5.22561281,2.89227681,0.03932986,0.35260282,0.39915089,0.47819430,1.44163053,1.02429568,1.13809567,0.00000000
-5.21960980,2.94969393,0.04062103,0.36624318,0.40030377,0.48260835,1.48795028,1.05649810,1.14947587,0.00000000
-5.21360680,3.01571704,0.04191029,0.38182964,0.40261250,0.48758377,1.54150998,1.09326185,1.16302780,0.00000000
-5.20760380,3.09078546,0.04319266,0.39932622,0.40619164,0.49324924,1.60232014,1.13469338,1.17902728,0.00000000
-5.20160080,3.17529351,0.04446288,0.41866805,0.41114791,0.49974931,1.67029089,1.18085951,1.19775774,0.00000000
-5.19559780,3.26955841,0.04571518,0.43975928,0.41757515,0.50723789,1.74521924,1.23177551,1.21949621,0.00000000
-5.18959480,3.37378810,0.04694313,0.46247181,0.42554938,0.51587094,1.82677888,1.28739339,1.24449872,0.00000000
-5.18359180,3.48805091,0.04813955,0.48664482,0.43512435,0.52579893,1.91451360,1.34759090,1.27298595,0.00000000
-5.17758879,3.61224856,0.04929646,0.51208549,0.44632767,0.53715929,2.00783483,1.41216208,1.30512958,0.00000000
-5.17158579,3.74609427,0.05040513,0.53857075,0.45915774,0.55006919,2.10602396,1.48080989,1.34104023,0.00000000
-5.16558279,3.88909725,0.05145620,0.56585024,0.47358182,0.56461919,2.20823970,1.55314161,1.38075746,0.00000000
-5.15957979,4.04055492,0.05243986,0.59365043,0.48953504,0.58086785,2.31353056,1.62866750,1.42424242,0.00000000
-5.15357679,4.19955346,0.05334615,0.62167974,0.50692075,0.59883772,2.42085226,1.70680306,1.47137354,0.00000000
-5.14757379,4.36497735,0.05416524,0.64963473,0.52561204,0.61851285,2.52908971,1.78687529,1.52194554,0.00000000
-5.14157079,4.53552763,0.05488786,0.67720690,0.54545445,0.63983795,2.63708269,1.86813275,1.57567176,0.00000000
-5.13556778,4.70974875,0.05550560,0.70409014,0.56626975,0.66271926,2.74365451,1.94975956,1.63218990,0.00000000
-5.12956478,4.88606281,0.05601136,0.72998830,0.58786066,0.68702706,2.84764232,2.03089278,1.69107079,0.00000000
-5.12356178,5.06281014,0.05639967,0.75462284,0.61001638,0.71259971,2.94792815,2.11064281,1.75182990,0.00000000
-5.11755878,5.23829447,0.05666702,0.77774004,0.63251846,0.73924903,3.04346903,2.18811606,1.81394098,0.00000000
-5.11155578,5.41083086,0.05681205,0.79911758,0.65514708,0.76676668,3.13332532,2.26243903,1.87685127,0.00000000
-5.10555278,5.57879427,0.05683577,0.81857024,0.67768709,0.79493131,3.21668570,2.33278290,1.93999756,0.00000000
-5.09954977,5.74066672,0.05674160,0.83595437,0.69993385,0.82351609,3.29288802,2.39838765,2.00282222,0.00000000
-5.09354677,5.89508091,0.05653532,0.85117107,0.72169835,0.85229617,3.36143507,2.45858468,2.06478865,0.00000000
-5.08754377,6.04085843,0.05622493,0.86416788,0.74281156,0.88105581,3.42200465,2.51281697,2.12539535,0.00000000
-5.08154077,6.17704086,0.05582047,0.87493890,0.76312767,0.90959481,3.47445374,2.56065593,2.18418793,0.00000000
-5.07553777,6.30291260,0.05533366,0.88352346,0.78252622,0.93773391,3.51881663,2.60181422,2.24076876,0.00000000
-5.06953477,6.41801452,0.05477757,0.89000333,0.80091292,0.96531901,3.55529735,2.63615404,2.29480373,0.00000000
-5.06353177,6.52214806,0.05416615,0.89449872,0.81821936,0.99222394,3.58425696,2.66369052,2.34602608,0.00000000
-5.05752876,6.61537007,0.05351385,0.89716317,0.83440146,1.01835190,3.60619648,2.68459020,2.39423727,0.00000000
-5.05152576,6.69797880,0.05283514,0.89817775,0.84943701,1.04363540,3.62173640,2.69916468,2.43930511,0.00000000
-5.04552276,6.77049231,0.05214405,0.89774474,0.86332244,1.06803492,3.63159388,2.70785984,2.48115941,0.00000000
-5.03951976,6.83362060,0.05145384,0.89608110,0.87606901,1.09153646,3.63655874,2.71124123,2.51978575,0.00000000
-5.03351676,6.88823304,0.05077663,0.89341214,0.88769886,1.11414817,3.63746941,2.70997614,2.55521785,0.00000000
-5.02751376,6.93532305,0.05012312,0.88996552,0.89824102,1.13589639,3.63518966,2.70481344,2.58752913,0.00000000
-5.02151076,6.97597149,0.04950239,0.88596586,0.90772786,1.15682133,3.63058723,2.69656173,2.61682414,0.00000000
-5.01550775,7.01131063,0.04892178,0.88163015,0.91619200,1.17697268,3.62451460,2.68606677,2.64323026,0.00000000
-5.00950475,7.04248986,0.04838686,0.87716398,0.92366406,1.19640545,3.61779261,2.67418891,2.66689035,0.00000000
-5.00350175,7.07064419,0.04790139,0.87275866,0.93017120,1.21517612,3.61119685,2.66178121,2.68795632,0.00000000
-4.99749875,7.09686618,0.04746744,0.86858918,0.93573664,1.23333935,3.60544664,2.64966859,2.70658417,0.00000000
-4.99149575,7.12218149,0.04708548,0.86481279,0.94037994,1.25094528,3.60119637,2.63862861,2.72293015,0.00000000
-4.98549275,7.14752783,0.04675455,0.86156824,0.94411809,1.26803725,3.59902856,2.62937390,2.73714808,0.00000000
-4.97948974,7.17373690,0.04647242,0.85897521,0.94696707,1.28465018,3.59944806,2.62253648,2.74938752,0.00000000
-4.97348674,7.20151854,0.04623574,0.85713393,0.94894374,1.30080913,3.60287665,2.61865386,2.75979226,0.00000000
-4.96748374,7.23144639,0.04604023,0.85612471,0.95006774,1.31652817,3.60964752,2.61815689,2.76849893,0.00000000
-4.96148074,7.26394423,0.04588081,0.85600717,0.95036312,1.33180925,3.61999907,2.62135938,2.77563508,0.00000000
-4.95547774,7.29927251,0.04575172,0.85681910,0.94985949,1.34664091,3.63406783,2.62844931,2.78131652,0.00000000
-4.94947474,7.33751469,0.04564661,0.85857493,0.94859242,1.36099688,3.65188044,2.63948183,2.78564360,0.00000000
-4.94347174,7.37856365,0.04555862,0.86126376,0.94660301,1.37483442,3.67334492,2.65437404,2.78869635,0.00000000
-4.93746873,7.42210851,0.04548044,0.86484715,0.94393650,1.38809240,3.69824185,2.67290186,2.79052855,0.00000000
-4.93146573,7.46762299,0.04540432,0.86925675,0.94064001,1.40068942,3.72621615,2.69469935,2.79116103,0.00000000
-4.92546273,7.51435640,0.04532215,0.87439219,0.93675944,1.41252201,3.75677048,2.71926081,2.79057459,0.00000000
-4.91945973,7.56132914,0.04522546,0.88011931,0.93233585,1.42346321,3.78926152,2.74594614,2.78870317,0.00000000
-4.91345673,7.60733405,0.04510553,0.88626926,0.92740153,1.43336192,3.82289997,2.77398996,2.78542805,0.00000000
-4.90745373,7.65094569,0.04495346,0.89263863,0.92197601,1.44204317,3.85675567,2.80251468,2.78057363,0.00000000
-4.90145073,7.69053867,0.04476034,0.89899094,0.91606252,1.44930983,3.88976853,2.83054793,2.77390575,0.00000000
-4.89544772,7.72431625,0.04451736,0.90505972,0.90964516,1.45494580,3.92076583,2.85704415,2.76513303,0.00000000
-4.88944472,7.75034978,0.04421609,0.91055327,0.90268702,1.45872094,3.94848637,2.88091037,2.75391173,0.00000000
-4.88344172,7.76662861,0.04384870,0.91516113,0.89512968,1.46039777,3.97161100,2.90103543,2.73985445,0.00000000
-4.87743872,7.77111980,0.04340822,0.91856217,0.88689416,1.45973990,3.98879905,2.91632218,2.72254265,0.00000000
-4.87143572,7.76183574,0.04288885,0.92043408,0.87788340,1.45652188,3.99872953,2.92572138,2.70154268,0.00000000
-4.86543272,7.73690745,0.04228626,0.92046397,0.86798628,1.45054022,4.00014567,2.92826628,2.67642483,0.00000000
-4.85942971,7.69466047,0.04159783,0.91835958,0.85708304,1.44162501,3.99190080,2.92310641,2.64678457,0.00000000
-4.85342671,7.63369001,0.04082288,0.91386065,0.84505189,1.42965170,3.97300369,2.90953917,2.61226501,0.00000000
-4.84742371,7.55293158,0.03996290,0.90675005,0.83177638,1.41455226,3.94266115,2.88703769,2.57257932,0.00000000
-4.84142071,7.45172353,0.03902159,0.89686378,0.81715328,1.39632524,3.90031564,2.85527372,2.52753200,0.00000000
-4.83541771,7.32985804,0.03800495,0.88409978,0.80110043,1.37504400,3.84567605,2.81413440,2.47703768,0.00000000
-4.82941471,7.18761757,0.03692117,0.86842461,0.78356414,1.35086262,3.77873983,2.76373182,2.42113643,0.00000000
-4.82341171,7.02579456,0.03578052,0.84987804,0.76452570,1.32401899,3.69980535,2.70440515,2.36000443,0.00000000
-4.81740870,6.84569279,0.03459511,0.82857493,0.74400659,1.29483494,3.60947351,2.63671479,2.29395951,0.00000000
-4.81140570,6.64911005,0.03337851,0.80470454,0.72207218,1.26371296,3.50863844,2.56142900,2.22346093,0.00000000
-4.80540270,6.43830232,0.03214546,0.77852706,0.69883342,1.23112993,3.39846757,2.47950352,2.14910334,0.00000000
-4.79939970,6.21593112,0.03091134,0.75036754,0.67444676,1.19762771,3.28037194,2.39205499,2.07160520,0.00000000
-4.79339670,5.98499598,0.02969179,0.72060757,0.64911187,1.16380118,3.15596796,2.30032948,1.99179196,0.00000000
-4.78739370,5.74875520,0.02850215,0.68967493,0.62306767,1.13028414,3.02703247,2.20566756,1.91057496,0.00000000
-4.78139070,5.51063829,0.02735703,0.65803176,0.59658647,1.09773359,2.89545311,2.10946736,1.82892701,0.00000000
-4.77538769,5.27415386,0.02626992,0.62616172,0.56996676,1.06681325,2.76317606,2.01314721,1.74785559,0.00000000
-4.76938469,5.04279694,0.02525272,0.59455671,0.54352496,1.03817671,2.63215366,1.91810945,1.66837525,0.00000000
-4.76338169,4.81995938,0.02431551,0.56370368,0.51758636,1.01245123,2.50429385,1.82570674,1.59148002,0.00000000
-4.75737869,4.60884686,0.02346628,0.53407213,0.49247592,0.99022245,2.38141354,1.73721196,1.51811736,0.00000000
-4.75137569,4.41240546,0.02271082,0.50610260,0.46850914,0.97202083,2.26519759,1.65379281,1.44916440,0.00000000
-4.74537269,4.23325997,0.02205260,0.48019680,0.44598352,0.95831011,2.15716466,1.57649155,1.38540751,0.00000000
-4.73936968,4.07366569,0.02149290,0.45670942,0.42517084,0.94947806,2.05864099,1.50621029,1.32752567,0.00000000
-4.73336668,3.93547458,0.02103085,0.43594208,0.40631071,0.94582986,1.97074238,1.44370183,1.27607824,0.00000000
-4.72736368,3.82011575,0.02066365,0.41813925,0.38960537,0.94758401,1.89436457,1.38956583,1.23149702,0.00000000
-4.72136068,3.72858989,0.02038686,0.40348643,0.37521611,0.95487073,1.83018151,1.34424978,1.19408285,0.00000000
-4.71535768,3.66147652,0.02019463,0.39211028,0.36326115,0.96773273,1.77865092,1.30805412,1.16400623,0.00000000
-4.70935468,3.61895229,0.02008009,0.38408058,0.35381512,0.98612815,1.74002598,1.28114076,1.14131162,0.00000000
-4.70335168,3.60081857,0.02003568,0.37941377,0.34690988,1.00993510,1.71437207,1.26354403,1.12592489,0.00000000
-4.69734867,3.60653615,0.02005351,0.37807782,0.34253664,1.03895784,1.70158706,1.25518333,1.11766319,0.00000000
-4.69134567,3.63526467,0.02012566,0.37999797,0.34064912,1.07293382,1.70142390,1.25587641,1.11624670,0.00000000
-4.68534267,3.68590485,0.02024454,0.38506318,0.34116747,1.11154157,1.71351405,1.26535278,1.12131140,0.00000000
-4.67933967,3.75714131,0.02040313,0.39313267,0.34398286,1.15440885,1.73739062,1.28326641,1.13242235,0.00000000
-4.67333667,3.84748437,0.02059522,0.40404259,0.34896224,1.20112090,1.77251012,1.30920725,1.14908694,0.00000000
-4.66733367,3.95530929,0.02081559,0.41761223,0.35595328,1.25122850,1.81827194,1.34271132,1.17076756,0.00000000
-4.66133067,4.07889194,0.02106010,0.43364965,0.36478909,1.30425565,1.87403503,1.38326899,1.19689334,0.00000000
-4.65532766,4.21644013,0.02132582,0.45195666,0.37529271,1.35970671,1.93913145,1.43033160,1.22687086,0.00000000
-4.64932466,4.36612035,0.02161098,0.47233284,0.38728101,1.41707305,2.01287650,1.48331641,1.26009350,0.00000000
-4.64332166,4.52607980,0.02191495,0.49457864,0.40056820,1.47583901,2.09457584,1.54161011,1.29594959,0.00000000
