energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.65182591,2.65600189,0.01467403,0.01409276,1.90184535,0.55347801,0.05389961,1.78868667,0.47870028,0.15608824
-5.64582291,2.57050250,0.01415200,0.01347408,1.80516750,0.54894924,0.05267556,1.72597618,0.45416715,0.14942805
-5.63981991,2.48423418,0.01360961,0.01287517,1.71026027,0.54372321,0.05136192,1.66297134,0.43031450,0.14272658
-5.63381691,2.39757087,0.01305726,0.01229666,1.61780856,0.53773153,0.04996330,1.59999202,0.40732860,0.13601947
-5.62781391,2.31084645,0.01250552,0.01173837,1.52841526,0.53091017,0.04848482,1.53732649,0.38537257,0.12933961
-5.62181091,2.22436842,0.01196482,0.01119946,1.44260491,0.52320473,0.04693229,1.47523944,0.36458619,0.12271777
-5.61580790,2.13843156,0.01144518,0.01067867,1.36082835,0.51457557,0.04531245,1.41398000,0.34508634,0.11618329
-5.60980490,2.05333045,0.01095601,0.01017447,1.28346771,0.50500270,0.04363298,1.35378903,0.32696773,0.10976455
-5.60380190,1.96936999,0.01050591,0.00968522,1.21084129,0.49448997,0.04190261,1.29490520,0.31030387,0.10348940
-5.59779890,1.88687317,0.01010249,0.00920940,1.14320792,0.48306838,0.04013110,1.23756934,0.29514818,0.09738529
-5.59179590,1.80618581,0.00975232,0.00874564,1.08077067,0.47079827,0.03832908,1.18202693,0.28153517,0.09147938
-5.58579290,1.72767799,0.00946081,0.00829293,1.02367978,0.45777035,0.03650795,1.12852867,0.26948165,0.08579827
-5.57978989,1.65174233,0.00923223,0.00785059,0.97203498,0.44410534,0.03467967,1.07732912,0.25898796,0.08036781
-5.57378689,1.57878920,0.00906973,0.00741840,0.92588720,0.42995231,0.03285647,1.02868371,0.25003909,0.07521256
-5.56778389,1.50923945,0.00897535,0.00699655,0.88524003,0.41548573,0.03105063,0.98284429,0.24260594,0.07035538
-5.56178089,1.44351500,0.00895015,0.00658565,0.85005104,0.40090131,0.02927418,0.94005367,0.23664645,0.06581681
-5.55577789,1.38202794,0.00899425,0.00618667,0.82023313,0.38641078,0.02753863,0.90053943,0.23210680,0.06161456
-5.54977489,1.32516872,0.00910696,0.00580089,0.79565626,0.37223582,0.02585470,0.86450742,0.22892252,0.05776305
-5.54377189,1.27329395,0.00928681,0.00542981,0.77614938,0.35860142,0.02423213,0.83213523,0.22701971,0.05427291
-5.53776888,1.22671448,0.00953170,0.00507508,0.76150290,0.34572875,0.02267946,0.80356606,0.22631610,0.05115072
-5.53176588,1.18568420,0.00983887,0.00473840,0.75147159,0.33382803,0.02120387,0.77890315,0.22672222,0.04839879
-5.52576288,1.15038997,0.01020500,0.00442146,0.74577784,0.32309151,0.01981112,0.75820507,0.22814235,0.04601506
-5.51975988,1.12094327,0.01062621,0.00412582,0.74411528,0.31368693,0.01850547,0.74148201,0.23047557,0.04399318
-5.51375688,1.09737360,0.01109800,0.00385287,0.74615272,0.30575161,0.01728968,0.72869330,0.23361666,0.04232263
-5.50775388,1.07962424,0.01161527,0.00360379,0.75153824,0.29938759,0.01616500,0.71974615,0.23745691,0.04098901
-5.50175088,1.06755028,0.01217227,0.00337949,0.75990341,0.29465782,0.01513130,0.71449580,0.24188501,0.03997441
-5.49574787,1.06091930,0.01276252,0.00318060,0.77086759,0.29158365,0.01418710,0.71274706,0.24678773,0.03925788
-5.48974487,1.05941460,0.01337881,0.00300749,0.78404239,0.29014384,0.01332974,0.71425733,0.25205084,0.03881588
-5.48374187,1.06264118,0.01401315,0.00286026,0.79903611,0.29027495,0.01255550,0.71874094,0.25755987,0.03862289
-5.47773887,1.07013421,0.01465679,0.00273878,0.81545833,0.29187334,0.01185972,0.72587502,0.26320114,0.03865196
-5.47173587,1.08136998,0.01530028,0.00264275,0.83292468,0.29479854,0.01123700,0.73530649,0.26886279,0.03887532
-5.46573287,1.09577905,0.01593350,0.00257175,0.85106171,0.29887805,0.01068137,0.74666032,0.27443611,0.03926495
-5.45972986,1.11276122,0.01654587,0.00252527,0.86951200,0.30391327,0.01018640,0.75954872,0.27981694,0.03979318
-5.45372686,1.13170195,0.01712646,0.00250281,0.88793935,0.30968646,0.00974538,0.77358099,0.28490727,0.04043322
-5.44772386,1.15198963,0.01766430,0.00250391,0.90603413,0.31596833,0.00935152,0.78837387,0.28961708,0.04115966
-5.44172086,1.17303312,0.01814857,0.00252819,0.92351850,0.32252615,0.00899799,0.80356191,0.29386613,0.04194894
-5.43571786,1.19427890,0.01856898,0.00257541,0.94015151,0.32913179,0.00867816,0.81880748,0.29758589,0.04277972
-5.42971486,1.21522712,0.01891604,0.00264548,0.95573369,0.33556960,0.00838565,0.83381014,0.30072142,0.04363322
-5.42371186,1.23544576,0.01918139,0.00273845,0.97011109,0.34164370,0.00811445,0.84831477,0.30323295,0.04449342
-5.41770885,1.25458238,0.01935814,0.00285451,0.98317827,0.34718427,0.00785904,0.86211818,0.30509737,0.04534723
-5.41170585,1.27237277,0.01944112,0.00299395,0.99488026,0.35205274,0.00761443,0.87507383,0.30630919,0.04618452
-5.40570285,1.28864599,0.01942709,0.00315709,1.00521302,0.35614552,0.00737627,0.88709431,0.30688109,0.04699809
-5.39969985,1.30332560,0.01931495,0.00334424,1.01422238,0.35939621,0.00714082,0.89815155,0.30684393,0.04778347
-5.39369685,1.31642693,0.01910581,0.00355555,1.02200128,0.36177611,0.00690506,0.90827442,0.30624611,0.04853874
-5.38769385,1.32805031,0.01880300,0.00379099,1.02868535,0.36329317,0.00666663,0.91754405,0.30515231,0.04926413
-5.38169085,1.33837073,0.01841200,0.00405020,1.03444682,0.36398927,0.00642388,0.92608685,0.30364165,0.04996166
-5.37568784,1.34762434,0.01794031,0.00433240,1.03948705,0.36393626,0.00617580,0.93406561,0.30180529,0.05063462
-5.36968484,1.35609243,0.01739718,0.00463627,1.04402777,0.36323068,0.00592200,0.94166907,0.29974348,0.05128712
-5.36368184,1.36408364,0.01679337,0.00495991,1.04830163,0.36198773,0.00566266,0.94910051,0.29756238,0.05192352
-5.35767884,1.37191544,0.01614076,0.00530075,1.05254220,0.36033464,0.00539844,0.95656583,0.29537053,0.05254792
-5.35167584,1.37989574,0.01545201,0.00565550,1.05697402,0.35840388,0.00513043,0.96426181,0.29327528,0.05316370
-5.34567284,1.38830547,0.01474013,0.00602018,1.06180312,0.35632646,0.00486008,0.97236507,0.29137933,0.05377307
-5.33966983,1.39738310,0.01401812,0.00639010,1.06720839,0.35422580,0.00458907,0.98102227,0.28977743,0.05437675
-5.33366683,1.40731179,0.01329857,0.00675995,1.07333420,0.35221224,0.00431925,0.99034201,0.28855337,0.05497368
-5.32766383,1.41820959,0.01259329,0.00712388,1.08028446,0.35037858,0.00405257,1.00038876,0.28777753,0.05556091
-5.32166083,1.43012318,0.01191307,0.00747565,1.08811849,0.34879678,0.00379097,1.01117893,0.28750481,0.05613354
-5.31565783,1.44302512,0.01126737,0.00780876,1.09684855,0.34751579,0.00353633,1.02267934,0.28777315,0.05668483
-5.30965483,1.45681460,0.01066415,0.00811662,1.10643918,0.34656062,0.00329040,1.03480778,0.28860259,0.05720637
-5.30365183,1.47132127,0.01010976,0.00839280,1.11680806,0.34593260,0.00305474,1.04743560,0.28999491,0.05768835
-5.29764882,1.48631177,0.00960884,0.00863120,1.12782840,0.34561058,0.00283068,1.06039191,0.29193361,0.05811993
-5.29164582,1.50149829,0.00916435,0.00882626,1.13933227,0.34555301,0.00261931,1.07346914,0.29438448,0.05848958
-5.28564282,1.51654850,0.00877756,0.00897313,1.15111493,0.34570068,0.00242145,1.08642939,0.29729640,0.05878555
-5.27963982,1.53109629,0.00844819,0.00906791,1.16293953,0.34597986,0.00223760,1.09901124,0.30060248,0.05899629
-5.27363682,1.54475245,0.00817451,0.00910770,1.17454227,0.34630564,0.00206804,1.11093658,0.30422134,0.05911076
-5.26763382,1.55711510,0.00795350,0.00909081,1.18563741,0.34658533,0.00191275,1.12191721,0.30805870,0.05911888
-5.26163082,1.56777914,0.00778101,0.00901673,1.19592244,0.34672171,0.00177146,1.13166091,0.31200897,0.05901171
-5.25562781,1.57634476,0.00765196,0.00888621,1.20508292,0.34661601,0.00164370,1.13987692,0.31595706,0.05878174
-5.24962481,1.58242476,0.00756053,0.00870122,1.21279740,0.34617060,0.00152879,1.14628076,0.31978028,0.05842298
-5.24362181,1.58565078,0.00750034,0.00846489,1.21874223,0.34529127,0.00142592,1.15059849,0.32335042,0.05793106
-5.23761881,1.58567868,0.00746466,0.00818138,1.22259652,0.34388925,0.00133413,1.15257054,0.32653603,0.05730322
-5.23161581,1.58219325,0.00744660,0.00785574,1.22404736,0.34188282,0.00125238,1.15195530,0.32920480,0.05653827
-5.22561281,1.57491260,0.00743925,0.00749377,1.22279542,0.33919878,0.00117959,1.14853264,0.33122628,0.05563651
-5.21960980,1.56359247,0.00743588,0.00710176,1.21856110,0.33577365,0.00111462,1.14210761,0.33247467,0.05459966
-5.21360680,1.54803072,0.00743008,0.00668637,1.21109101,0.33155484,0.00105639,1.13251436,0.33283189,0.05343075
-5.20760380,1.52807215,0.00741591,0.00625437,1.20016509,0.32650172,0.00100380,1.11962038,0.33219064,0.05213404
-5.20160080,1.50361355,0.00738799,0.00581247,1.18560377,0.32058669,0.00095583,1.10333100,0.33045759,0.05071493
-5.19559780,1.47460907,0.00734166,0.00536712,1.16727526,0.31379621,0.00091155,1.08359408,0.32755636,0.04917998
-5.18959480,1.44107553,0.00727301,0.00492438,1.14510247,0.30613191,0.00087010,1.06040458,0.32343038,0.04753685
-5.18359180,1.40309739,0.00717900,0.00448978,1.11906919,0.29761148,0.00083073,1.03380888,0.31804532,0.04579435
-5.17758879,1.36083104,0.00705748,0.00406822,1.08922509,0.28826961,0.00079280,1.00390838,0.31139100,0.04396243
-5.17158579,1.31450801,0.00690718,0.00366391,1.05568924,0.27815873,0.00075577,0.97086215,0.30348272,0.04205228
-5.16558279,1.26443666,0.00672779,0.00328031,1.01865171,0.26734944,0.00071925,0.93488840,0.29436181,0.04007632
-5.15957979,1.21100214,0.00651982,0.00292019,0.97837301,0.25593081,0.00068292,0.89626439,0.28409535,0.03804828
-5.15357679,1.15466432,0.00628466,0.00258557,0.93518124,0.24401030,0.00064662,0.85532470,0.27277509,0.03598316
-5.14757379,1.09595372,0.00602441,0.00227785,0.88946697,0.23171337,0.00061023,0.81245792,0.26051553,0.03389726
-5.14157079,1.03546544,0.00574185,0.00199780,0.84167594,0.21918282,0.00057377,0.76810168,0.24745121,0.03180811
-5.13556778,0.97385139,0.00544028,0.00174572,0.79229982,0.20657791,0.00053732,0.72273631,0.23373336,0.02973442
-5.12956478,0.91181114,0.00512343,0.00152147,0.74186557,0.19407318,0.00050103,0.67687741,0.21952607,0.02769601
-5.12356178,0.85008190,0.00479531,0.00132459,0.69092381,0.18185727,0.00046510,0.63106773,0.20500207,0.02571368
-5.11755878,0.78942810,0.00446009,0.00115440,0.64003667,0.17013161,0.00042978,0.58586874,0.19033843,0.02380911
-5.11155578,0.73063124,0.00412196,0.00101007,0.58976602,0.15910920,0.00039537,0.54185243,0.17571227,0.02200481
-5.10555278,0.67448041,0.00378500,0.00089074,0.54066229,0.14901348,0.00036216,0.49959362,0.16129678,0.02032400
-5.09954977,0.62176411,0.00345308,0.00079556,0.49325472,0.14007725,0.00033050,0.45966337,0.14725767,0.01879058
-5.09354677,0.57326343,0.00312977,0.00072377,0.44804328,0.13254187,0.00030071,0.42262356,0.13375011,0.01742913
-5.08754377,0.52974716,0.00281826,0.00067476,0.40549270,0.12665639,0.00027314,0.38902296,0.12091650,0.01626490
-5.08154077,0.49196839,0.00252130,0.00064810,0.36602874,0.12267683,0.00024817,0.35939472,0.10888488,0.01532391
-5.07553777,0.46066290,0.00224117,0.00064353,0.33003678,0.12086525,0.00022615,0.33425535,0.09776817,0.01463299
-5.06953477,0.43654856,0.00197967,0.00066102,0.29786253,0.12148859,0.00020749,0.31410469,0.08766412,0.01421988
-5.06353177,0.42032561,0.00173812,0.00070076,0.26981476,0.12481711,0.00019260,0.29942689,0.07865597,0.01411331
-5.05752876,0.41267696,0.00151736,0.00076308,0.24616957,0.13112210,0.00018195,0.29069153,0.07081364,0.01434300
-5.05152576,0.41426796,0.00131785,0.00084849,0.22717576,0.14067286,0.00017605,0.28835482,0.06419546,0.01493971
-5.04552276,0.42574489,0.00113964,0.00095761,0.21306081,0.15373263,0.00017547,0.29285997,0.05885003,0.01593506
-5.03951976,0.44773145,0.00098248,0.00109110,0.20403685,0.17055337,0.00018086,0.30463644,0.05481839,0.01736138
-5.03351676,0.48082277,0.00084585,0.00124964,0.20030613,0.19136948,0.00019296,0.32409746,0.05213603,0.01925131
-5.02751376,0.52557637,0.00072905,0.00143381,0.20206540,0.21639016,0.00021261,0.35163556,0.05083477,0.02163733
-5.02151076,0.58249990,0.00063122,0.00164407,0.20950869,0.24579083,0.00024078,0.38761570,0.05094429,0.02455108
-5.01550775,0.65203558,0.00055142,0.00188065,0.22282821,0.27970356,0.00027851,0.43236603,0.05249323,0.02802252
-5.00950475,0.73454153,0.00048869,0.00214349,0.24221299,0.31820693,0.00032700,0.48616618,0.05550973,0.03207899
-5.00350175,0.83027050,0.00044205,0.00243218,0.26784518,0.36131564,0.00038753,0.54923345,0.06002142,0.03674402
-4.99749875,0.93934668,0.00041058,0.00274590,0.29989390,0.40897035,0.00046151,0.62170727,0.06605472,0.04203610
-4.99149575,1.06174159,0.00039342,0.00308334,0.33850684,0.46102832,0.00055042,0.70363239,0.07363356,0.04796741
-4.98549275,1.19725006,0.00038977,0.00344269,0.38379975,0.51725537,0.00065578,0.79494180,0.08277757,0.05454239
-4.97948974,1.34546778,0.00039896,0.00382164,0.43584442,0.57731972,0.00077916,0.89543989,0.09349968,0.06175645
-4.97348674,1.50577160,0.00042036,0.00421729,0.49465538,0.64078843,0.00092211,1.00478709,0.10580337,0.06959475
-4.96748374,1.67730402,0.00045346,0.00462628,0.56017609,0.70712669,0.00108612,1.12248673,0.11967969,0.07803108
-4.96148074,1.85896321,0.00049779,0.00504471,0.63226532,0.77570061,0.00127254,1.24787518,0.13510410,0.08702700
-4.95547774,2.04939963,0.00055295,0.00546827,0.71068433,0.84578362,0.00148258,1.38011606,0.15203336,0.09653123
-4.94947474,2.24702013,0.00061857,0.00589230,0.79508565,0.91656662,0.00171718,1.51819934,0.17040268,0.10647942
-4.94347174,2.45000035,0.00069431,0.00631184,0.88500421,0.98717196,0.00197699,1.66094583,0.19012320,0.11679421
-4.93746873,2.65630538,0.00077980,0.00672178,0.97985144,1.05667067,0.00226230,1.80701742,0.21108007,0.12738578
-4.93146573,2.86371892,0.00087467,0.00711694,1.07891292,1.12410292,0.00257296,1.95493325,0.23313119,0.13815281
-4.92546273,3.06988010,0.00097850,0.00749223,1.18135008,1.18850060,0.00290835,2.10309154,0.25610675,0.14898382
-4.91945973,3.27232739,0.00109081,0.00784272,1.28620619,1.24891169,0.00326734,2.24979670,0.27980975,0.15975897
-4.91345673,3.46854802,0.00121105,0.00816383,1.39241682,1.30442514,0.00364823,2.39329115,0.30401745,0.17035222
-4.90745373,3.65603162,0.00133861,0.00845138,1.49882472,1.35419547,0.00404876,2.53179064,0.32848380,0.18063376
-4.90145073,3.83232611,0.00147275,0.00870175,1.60419879,1.39746604,0.00446615,2.66352228,0.35294289,0.19047278
-4.89544772,3.99509394,0.00161269,0.00891194,1.70725683,1.43358999,0.00489705,2.78676382,0.37711330,0.19974035
-4.88944472,4.14216674,0.00175751,0.00907965,1.80669136,1.46204800,0.00533765,2.89988289,0.40070318,0.20831234
-4.88344172,4.27159625,0.00190624,0.00920336,1.90119774,1.48246201,0.00578375,3.00137483,0.42341611,0.21607239
-4.87743872,4.38169999,0.00205778,0.00928233,1.98950383,1.49460450,0.00623080,3.08989788,0.44495734,0.22291474
-4.87143572,4.47109980,0.00221099,0.00931664,2.07040000,1.49840282,0.00667410,3.16430435,0.46504033,0.22874679
-4.86543272,4.53875226,0.00236461,0.00930717,2.14276867,1.49393850,0.00710887,3.22366691,0.48339339,0.23349145
-4.85942971,4.58396982,0.00251735,0.00925558,2.20561227,1.48144174,0.00753040,3.26729911,0.49976614,0.23708905
-4.85342671,4.60643241,0.00266784,0.00916425,2.25807868,1.46128122,0.00793427,3.29476948,0.51393551,0.23949877
-4.84742371,4.60618917,0.00281466,0.00903624,2.29948321,1.43395007,0.00831645,3.30590899,0.52571129,0.24069972
-4.84142071,4.58365074,0.00295638,0.00887521,2.32932648,1.40004843,0.00867351,3.30081173,0.53494075,0.24069136
-4.83541771,4.53957271,0.00309151,0.00868532,2.34730745,1.36026363,0.00900275,3.27982903,0.54151240,0.23949348
-4.82941471,4.47503102,0.00321861,0.00847115,2.35333130,1.31534888,0.00930234,3.24355746,0.54535867,0.23714563
-4.82341171,4.39139074,0.00333621,0.00823762,2.34751181,1.26610132,0.00957148,3.19282119,0.54645742,0.23370610
-4.81740870,4.29026920,0.00344291,0.00798983,2.33016827,1.21334035,0.00981047,3.12864963,0.54483231,0.22925042
-4.81140570,4.17349506,0.00353736,0.00773304,2.30181695,1.15788712,0.01002073,3.05225105,0.54055191,0.22386947
-4.80540270,4.04306464,0.00361831,0.00747250,2.26315759,1.10054579,0.01020491,2.96498318,0.53372769,0.21766726
-4.79939970,3.90109682,0.00368463,0.00721339,2.21505512,1.04208704,0.01036679,2.86832159,0.52451097,0.21075843
-4.79339670,3.74978768,0.00373533,0.00696070,2.15851750,0.98323440,0.01051124,2.76382692,0.51308882,0.20326562
-4.78739370,3.59136604,0.00376960,0.00671914,2.09467009,0.92465329,0.01064410,2.65311156,0.49967921,0.19531661
-4.78139070,3.42805069,0.00378685,0.00649305,2.02472752,0.86694309,0.01077202,2.53780675,0.48452543,0.18704150
-4.77538769,3.26201013,0.00378669,0.00628631,1.94996375,0.81063194,0.01090224,2.41953072,0.46789004,0.17856991
-4.76938469,3.09532534,0.00376901,0.00610226,1.87168128,0.75617410,0.01104237,2.29985829,0.45004843,0.17002819
-4.76338169,2.92995609,0.00373394,0.00594363,1.79118023,0.70394957,0.01120006,2.18029276,0.43128233,0.16153688
-4.75737869,2.76771103,0.00368188,0.00581248,1.70972824,0.65426548,0.01138278,2.06224019,0.41187331,0.15320827
-4.75137569,2.61022186,0.00361352,0.00571010,1.62853188,0.60735901,0.01159740,1.94698664,0.39209648,0.14514431
-4.74537269,2.45892179,0.00352977,0.00563705,1.54871040,0.56340137,0.01184996,1.83567860,0.37221460,0.13743474
-4.73936968,2.31502842,0.00343182,0.00559303,1.47127243,0.52250241,0.01214532,1.72930688,0.35247272,0.13015561
-4.73336668,2.17953114,0.00332104,0.00557698,1.39709616,0.48471570,0.01248686,1.62869413,0.33309347,0.12336806
-4.72736368,2.05318327,0.00319901,0.00558701,1.32691361,0.45004376,0.01287629,1.53448632,0.31427315,0.11711763
-4.72136068,1.93649893,0.00306742,0.00562047,1.26129927,0.41844328,0.01331340,1.44714808,0.29617869,0.11143383
-4.71535768,1.82975478,0.00292808,0.00567399,1.20066338,0.38983023,0.01379593,1.36696219,0.27894550,0.10633022
-4.70935468,1.73299662,0.00278282,0.00574359,1.14524999,0.36408482,0.01431955,1.29403312,0.26267631,0.10180479
-4.70335168,1.64605085,0.00263350,0.00582472,1.09513983,0.34105635,0.01487781,1.22829458,0.24744105,0.09784083
-4.69734867,1.56854051,0.00248190,0.00591248,1.05025769,0.32056790,0.01546228,1.16952097,0.23327754,0.09440810
-4.69134567,1.49990571,0.00232975,0.00600167,1.01038423,0.30242098,0.01606270,1.11734239,0.22019322,0.09146434
-4.68534267,1.43942807,0.00217861,0.00608697,0.97517162,0.28640023,0.01666722,1.07126293,0.20816759,0.08895712
-4.67933967,1.38625853,0.00202992,0.00616315,0.94416253,0.27227805,0.01726276,1.03068169,0.19715542,0.08682585
-4.67333667,1.33944779,0.00188493,0.00622515,0.91681174,0.25981937,0.01783536,0.99491600,0.18709049,0.08500404
-4.66733367,1.29797870,0.00174468,0.00626831,0.89250972,0.24878639,0.01837064,0.96322615,0.17788981,0.08342159
-4.66133067,1.26079949,0.00161003,0.00628850,0.87060722,0.23894337,0.01885423,0.93484087,0.16945806,0.08200719
-4.65532766,1.22685699,0.00148164,0.00628222,0.85044011,0.23006130,0.01927226,0.90898275,0.16169214,0.08069061
-4.64932466,1.19512857,0.00135997,0.00624676,0.83135349,0.22192238,0.01961185,0.88489289,0.15448567,0.07940493
-4.64332166,1.16465212,0.00124532,0.00618023,0.81272448,0.21432422,0.01986150,0.86185384,0.14773324,0.07808848
