energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.81990995,10.63129310,0.00626704,2.08681291,0.17047775,3.80487387,6.65382109,0.04239717,1.55556288
-5.81390695,10.73425158,0.00664835,2.11843404,0.17070525,3.91865179,6.74024990,0.04204251,1.55306036
-5.80790395,10.84888876,0.00707275,2.14922508,0.17234916,4.04591226,6.82770639,0.04176282,1.55727550
-5.80190095,10.97470324,0.00754374,2.17884286,0.17549896,4.18653434,6.91547865,0.04155910,1.56855354
-5.79589795,11.11094682,0.00806387,2.20693645,0.18021851,4.34011341,7.00278242,0.04143428,1.58713097
-5.78989495,11.25659020,0.00863456,2.23314785,0.18654230,4.50594394,7.08875044,0.04139288,1.61311821
-5.78389195,11.41029489,0.00925583,2.25711382,0.19447206,4.68301085,7.17242493,0.04144058,1.64648377
-5.77788894,11.57039531,0.00992620,2.27846916,0.20397410,4.86999113,7.25275523,0.04158368,1.68704122
-5.77188594,11.73489488,0.01064256,2.29685192,0.21497735,5.06526706,7.32860209,0.04182840,1.73443996
-5.76588294,11.90147867,0.01140011,2.31191040,0.22737246,5.26695207,7.39874984,0.04218027,1.78816100
-5.75987994,12.06754433,0.01219245,2.32331200,0.24101203,5.47292914,7.46192658,0.04264346,1.84751842
-5.75387694,12.23025145,0.01301161,2.33075346,0.25571206,5.68090124,7.51683251,0.04322019,1.91166723
-5.74787394,12.38658860,0.01384828,2.33397211,0.27125471,5.88845246,7.56217514,0.04391027,1.97961761
-5.74187094,12.53345553,0.01469204,2.33275741,0.28739240,6.09311763,7.59671027,0.04471070,2.05025564
-5.73586793,12.66775726,0.01553172,2.32696211,0.30385314,6.29245785,7.61928641,0.04561555,2.12236985
-5.72986493,12.78650584,0.01635570,2.31651223,0.32034702,6.48413851,7.62889059,0.04661583,2.19468279
-5.72386193,12.88692451,0.01715239,2.30141508,0.33657370,6.66600638,7.62469283,0.04769970,2.26588659
-5.71785893,12.96654923,0.01791059,2.28176475,0.35223059,6.83616196,7.60608682,0.04885268,2.33468086
-5.71185593,13.02332204,0.01862000,2.25774438,0.36702147,6.99302365,7.57272434,0.05005810,2.39981159
-5.70585293,13.05567138,0.01927154,2.22962501,0.38066531,7.13538025,7.52454116,0.05129763,2.46010924
-5.69984992,13.06257482,0.01985778,2.19776067,0.39290476,7.26242919,7.46177286,0.05255183,2.51452445
-5.69384692,13.04360082,0.02037320,2.16257987,0.40351416,7.37379824,7.38495925,0.05380081,2.56215960
-5.68784392,12.99892699,0.02081444,2.12457365,0.41230661,7.46954955,7.29493680,0.05502487,2.60229506
-5.68184092,12.92933373,0.02118040,2.08428072,0.41913973,7.55016552,7.19281901,0.05620509,2.63440879
-5.67583792,12.83617321,0.02147229,2.04227029,0.42392003,7.61651711,7.07996555,0.05732390,2.65818845
-5.66983492,12.72131514,0.02169357,1.99912326,0.42660553,7.66981602,6.95794108,0.05836549,2.67353560
-5.66383192,12.58707178,0.02184972,1.95541282,0.42720644,7.71155292,6.82846583,0.05931614,2.68056189
-5.65782891,12.43610573,0.02194803,1.91168511,0.42578412,7.74342477,6.69335969,0.06016450,2.67957741
-5.65182591,12.27132496,0.02199720,1.86844112,0.42244800,7.76725470,6.55448272,0.06090162,2.67107181
-5.64582291,12.09576987,0.02200694,1.82612033,0.41735084,7.78490809,6.41367428,0.06152091,2.65568930
-5.63981991,11.91249788,0.02198749,1.78508713,0.41068242,7.79820911,6.27269377,0.06201806,2.63419854
-5.63381691,11.72447068,0.02194912,1.74562047,0.40266198,7.80886119,6.13316551,0.06239074,2.60745897
-5.62781391,11.53444931,0.02190168,1.70790723,0.39352962,7.81837535,5.99653007,0.06263836,2.57638506
-5.62181091,11.34490182,0.02185409,1.67203948,0.38353727,7.82800931,5.86400429,0.06276167,2.54191006
-5.61580790,11.15792717,0.02181393,1.63801592,0.37293936,7.83872005,5.73655154,0.06276246,2.50495084
-5.60980490,10.97519877,0.02178711,1.60574713,0.36198378,7.85113172,5.61486345,0.06264320,2.46637536
-5.60380190,10.79792955,0.02177757,1.57506447,0.35090343,7.86551986,5.49935384,0.06240675,2.42697389
-5.59779890,10.62685972,0.02178716,1.54573218,0.33990880,7.88181247,5.39016476,0.06205614,2.38743529
-5.59179590,10.46226706,0.02181550,1.51746205,0.32918172,7.89960735,5.28718437,0.06159443,2.34832902
-5.58579290,10.30399881,0.02186008,1.48992991,0.31887068,7.91820464,5.19007558,0.06102461,2.31009356
-5.57978989,10.15152295,0.02191638,1.46279327,0.30908784,7.93665273,5.09831391,0.06034967,2.27303133
-5.57378689,10.00399611,0.02197809,1.43570926,0.29990766,7.95380518,5.01123274,0.05957272,2.23731031
-5.56778389,9.86034443,0.02203745,1.40835206,0.29136744,7.96838593,4.92807386,0.05869716,2.20297175
-5.56178089,9.71935321,0.02208564,1.38042910,0.28346930,7.97905984,4.84804064,0.05772696,2.16994358
-5.55577789,9.57976111,0.02211316,1.35169530,0.27618383,7.98450507,4.77035158,0.05666693,2.13805857
-5.54977489,9.44035424,0.02211034,1.32196489,0.26945483,7.98348442,4.69429159,0.05552308,2.10707633
-5.54377189,9.30005574,0.02206778,1.29112017,0.26320508,7.97491232,4.61925874,0.05430287,2.07670784
-5.53776888,9.15800686,0.02197677,1.25911719,0.25734278,7.95791456,4.54480435,0.05301553,2.04664150
-5.53176588,9.01363574,0.02182973,1.22598789,0.25176823,7.93187848,4.47066462,0.05167222,2.01656917
-5.52576288,8.86671108,0.02162054,1.19183898,0.24638051,7.89649125,4.39678260,0.05028623,1.98621124
-5.51975988,8.71737838,0.02134482,1.15684758,0.24108389,7.85176491,4.32331948,0.04887298,1.95533928
-5.51375688,8.56617722,0.02100014,1.12125395,0.23579343,7.79804711,4.25065493,0.04744998,1.92379559
-5.50775388,8.41403936,0.02058614,1.08535174,0.23043991,7.73601725,4.17937665,0.04603667,1.89150850
-5.50175088,8.26226769,0.02010455,1.04947627,0.22497349,7.66666815,4.11025973,0.04465420,1.85850302
-5.49574787,8.11249732,0.01955917,1.01399136,0.21936638,7.59127428,4.04423691,0.04332499,1.82490627
-5.48974487,7.96664080,0.01895572,0.97927545,0.21361408,7.51134787,3.98236116,0.04207239,1.79094772
-5.48374187,7.82681990,0.01830164,0.94570743,0.20773550,7.42858472,3.92576247,0.04092012,1.75695411
-5.47773887,7.69528708,0.01760587,0.91365294,0.20177181,7.34480216,3.87560057,0.03989172,1.72333965
-5.47173587,7.57434002,0.01687853,0.88345158,0.19578428,7.26187150,3.83301585,0.03900999,1.69059169
-5.46573287,7.46623283,0.01613063,0.85540550,0.18985122,7.18164799,3.79908038,0.03829641,1.65925296
-5.45972986,7.37308745,0.01537373,0.82976974,0.18406413,7.10590079,3.77475109,0.03777055,1.62990084
-5.45372686,7.29680876,0.01461961,0.80674465,0.17852342,7.03624592,3.76082690,0.03744954,1.60312483
-5.44772386,7.23900666,0.01387997,0.78647042,0.17333387,6.97408452,3.75791126,0.03734761,1.57950320
-5.44172086,7.20092764,0.01316614,0.76902390,0.16859996,6.92054889,3.76638154,0.03747565,1.55957956
-5.43571786,7.18339851,0.01248882,0.75441762,0.16442141,6.87645806,3.78636607,0.03784084,1.54384061
-5.42971486,7.18678378,0.01185786,0.74260088,0.16088900,6.84228447,3.81772960,0.03844643,1.53269562
-5.42371186,7.21095801,0.01128209,0.73346277,0.15808091,6.81813279,3.86006731,0.03929154,1.52645856
-5.41770885,7.25529376,0.01076917,0.72683673,0.15605961,6.80373135,3.91270752,0.04037105,1.52533350
-5.41170585,7.31866524,0.01032549,0.72250654,0.15486952,6.79843651,3.97472266,0.04167563,1.52940362
-5.40570285,7.39946714,0.00995610,0.72021336,0.15453528,6.80124927,4.04494802,0.04319179,1.53862424
-5.39969985,7.49564794,0.00966470,0.71966346,0.15506087,6.81084373,4.12200752,0.04490207,1.55282013
-5.39369685,7.60475626,0.00945357,0.72053642,0.15642943,6.82560601,4.20434546,0.04678525,1.57168689
-5.38769385,7.72399876,0.00932367,0.72249353,0.15860376,6.84368239,4.29026335,0.04881669,1.59479665
-5.38169085,7.85030785,0.00927460,0.72518614,0.16152747,6.86303487,4.37796061,0.05096873,1.62160751
-5.37568784,7.98041697,0.00930469,0.72826370,0.16512669,6.88150251,4.46557786,0.05321109,1.65147673
-5.36968484,8.11094153,0.00941107,0.73138150,0.16931227,6.89686643,4.55124178,0.05551144,1.68367704
-5.36368184,8.23846323,0.00958972,0.73420775,0.17398230,6.90691654,4.63311021,0.05783594,1.71741569
-5.35767884,8.35961549,0.00983559,0.73643021,0.17902503,6.90951814,4.70941636,0.06014986,1.75185570
-5.35167584,8.47116787,0.01014269,0.73776200,0.18432187,6.90267629,4.77851108,0.06241825,1.78613858
-5.34567284,8.57010733,0.01050424,0.73794687,0.18975057,6.88459627,4.83890211,0.06460663,1.81940808
-5.33966983,8.65371422,0.01091276,0.73676365,0.19518834,6.85373850,4.88928942,0.06668169,1.85083407
-5.33366683,8.71963125,0.01136025,0.73403013,0.20051498,6.80886642,4.92859580,0.06861203,1.87963600
-5.32766383,8.76592359,0.01183831,0.72960616,0.20561579,6.74908613,4.95599202,0.07036883,1.90510521
-5.32166083,8.79112862,0.01233838,0.72339613,0.21038424,6.67387697,4.97091595,0.07192658,1.92662529
-5.31565783,8.79429413,0.01285182,0.71535082,0.21472445,6.58311215,4.97308533,0.07326363,1.94369006
-5.30965483,8.77500384,0.01337016,0.70546856,0.21855321,6.47706934,4.96250386,0.07436281,1.95591829
-5.30365183,8.73338974,0.01388526,0.69379577,0.22180163,6.35643090,4.93946048,0.07521185,1.96306493
-5.29764882,8.67013077,0.01438945,0.68042680,0.22441645,6.22227417,4.90452213,0.07580372,1.96502816
-5.29164582,8.58643800,0.01487573,0.66550325,0.22636077,6.07605220,4.85851996,0.07613686,1.96185218
-5.28564282,8.48402649,0.01533785,0.64921243,0.22761441,5.91956566,4.80252965,0.07621525,1.95372548
-5.27963982,8.36507491,0.01577048,0.63178536,0.22817382,5.75492703,4.73784622,0.07604832,1.94097461
-5.27363682,8.23217361,0.01616925,0.61349396,0.22805149,5.58451800,4.66595408,0.07565074,1.92405356
-5.26763382,8.08826295,0.01653080,0.59464764,0.22727509,5.41094154,4.58849316,0.07504200,1.90352920
-5.26163082,7.93656321,0.01685282,0.57558920,0.22588615,5.23696984,4.50722184,0.07424592,1.88006313
-5.25562781,7.78049818,0.01713399,0.55669013,0.22393855,5.06548955,4.42397770,0.07328999,1.85439057
-5.24962481,7.62361430,0.01737393,0.53834521,0.22149673,4.89944570,4.34063693,0.07220463,1.82729709
-5.24362181,7.46949749,0.01757313,0.52096660,0.21863376,4.74178540,4.25907334,0.07102237,1.79959390
-5.23761881,7.32168976,0.01773277,0.50497733,0.21542938,4.59540278,4.18111784,0.06977695,1.77209255
-5.23161581,7.18360748,0.01785465,0.49080428,0.21196794,4.46308584,4.10851910,0.06850249,1.74558008
-5.22561281,7.05846335,0.01794097,0.47887068,0.20833642,4.34746633,4.04290620,0.06723253,1.72079514
-5.21960980,6.94919356,0.01799420,0.46958828,0.20462252,4.25097327,3.98575389,0.06599928,1.69840631
-5.21360680,6.85839186,0.01801687,0.46334908,0.20091283,4.17579052,3.93835097,0.06483279,1.67899290
-5.20760380,6.78825159,0.01801147,0.46051695,0.19729117,4.12381896,3.90177232,0.06376026,1.66302915
-5.20160080,6.74051685,0.01798027,0.46141902,0.19383706,4.09664325,3.87685500,0.06280550,1.65087207
-5.19559780,6.71644355,0.01792520,0.46633714,0.19062435,4.09550350,3.86417880,0.06198845,1.64275344
-5.18959480,6.71677104,0.01784780,0.47549946,0.18771996,4.12127177,3.86405158,0.06132478,1.63877589
-5.18359180,6.74170467,0.01774909,0.48907244,0.18518284,4.17443343,3.87649968,0.06082576,1.63891330
-5.17758879,6.79090965,0.01762965,0.50715333,0.18306300,4.25507339,3.90126383,0.06049807,1.64301531
-5.17158579,6.86351638,0.01748953,0.52976356,0.18140075,4.36286725,3.93780076,0.06034389,1.65081553
-5.16558279,6.95813719,0.01732839,0.55684318,0.18022609,4.49707748,3.98529080,0.06036098,1.66194342
-5.15957979,7.07289450,0.01714551,0.58824670,0.17955821,4.65655481,4.04265177,0.06054294,1.67593891
-5.15357679,7.20546005,0.01693994,0.62374061,0.17940531,4.83974511,4.10855915,0.06087951,1.69226969
-5.14757379,7.35310495,0.01671062,0.66300279,0.17976451,5.04470205,4.18147277,0.06135699,1.71035014
-5.14157079,7.51275978,0.01645648,0.70562417,0.18062209,5.26910600,4.25966976,0.06195873,1.72956155
-5.13556778,7.68108407,0.01617667,0.75111277,0.18195393,5.51028948,4.34128348,0.06266563,1.74927291
-5.12956478,7.85454389,0.01587061,0.79890017,0.18372629,5.76526949,4.42434798,0.06345679,1.76886157
-5.12356178,8.02949634,0.01553821,0.84835063,0.18589685,6.03078712,4.50684703,0.06431013,1.78773322
-5.11755878,8.20227905,0.01517993,0.89877262,0.18841601,6.30335433,4.58676692,0.06520305,1.80534072
-5.11155578,8.36930275,0.01479691,0.94943266,0.19122849,6.57930786,4.66215140,0.06611318,1.82120103
-5.10555278,8.52714462,0.01439101,0.99957117,0.19427507,6.85486999,4.73115745,0.06701905,1.83491008
-5.09954977,8.67263972,0.01396490,1.04841990,0.19749455,7.12621518,4.79211002,0.06790079,1.84615509
-5.09354677,8.80296785,0.01352203,1.09522046,0.20082575,7.38954189,4.84355381,0.06874087,1.85472399
-5.08754377,8.91573302,0.01306658,1.13924330,0.20420950,7.64114788,4.88430014,0.06952465,1.86051194
-5.08154077,9.00903258,0.01260347,1.17980653,0.20759053,7.87750747,4.91346705,0.07024104,1.86352462
-5.07553777,9.08151356,0.01213822,1.21629381,0.21091916,8.09534874,4.93051071,0.07088290,1.86387843
-5.06953477,9.13241363,0.01167683,1.24817075,0.21415273,8.29172824,4.93524670,0.07144750,1.86179754
-5.06353177,9.16158483,0.01122567,1.27499901,0.21725660,8.46410101,4.92785976,0.07193667,1.85760797
-5.05752876,9.16949868,0.01079130,1.29644759,0.22020479,8.61038322,4.90890136,0.07235698,1.85172881
-5.05152576,9.15723166,0.01038031,1.31230088,0.22298018,8.72900503,4.87927462,0.07271960,1.84466081
-5.04552276,9.12643126,0.00999918,1.32246296,0.22557412,8.81895143,4.84020678,0.07304010,1.83697277
-5.03951976,9.07926289,0.00965403,1.32695816,0.22798574,8.87978878,4.79320998,0.07333804,1.82928579
-5.03351676,9.01833935,0.00935056,1.32592764,0.23022077,8.91167556,4.74003148,0.07363635,1.82225597
-5.02751376,8.94663478,0.00909382,1.31962221,0.23229001,8.91535602,4.68259523,0.07396061,1.81655584
-5.02151076,8.86738596,0.00888814,1.30839173,0.23420760,8.89213620,4.62293667,0.07433818,1.81285499
-5.01550775,8.78398414,0.00873698,1.29267137,0.23598909,8.84384221,4.56313344,0.07479720,1.81180022
-5.00950475,8.69986130,0.00864288,1.27296549,0.23764958,8.77276160,4.50523452,0.07536556,1.81399590
-5.00350175,8.61837475,0.00860741,1.24982954,0.23920181,8.68156919,4.45119055,0.07606975,1.81998479
-4.99749875,8.54269409,0.00863116,1.22385101,0.24065456,8.57323953,4.40278798,0.07693381,1.83022991
-4.99149575,8.47569476,0.00871374,1.19562993,0.24201135,8.45094872,4.36158967,0.07797827,1.84509801
-4.98549275,8.41986177,0.00885382,1.16575974,0.24326940,8.31796900,4.32888392,0.07921922,1.86484493
-4.97948974,8.37720707,0.00904923,1.13480942,0.24441920,8.17755971,4.30564395,0.08066745,1.88960352
-4.97348674,8.34920354,0.00929706,1.10330724,0.24544438,8.03285904,4.29249900,0.08232784,1.91937444
-4.96748374,8.33673759,0.00959375,1.07172691,0.24632218,7.88678038,4.28971802,0.08419888,1.95402022
-4.96148074,8.34008215,0.00993526,1.04047653,0.24702426,7.74191775,4.29720609,0.08627248,1.99326290
-4.95547774,8.35889049,0.01031720,1.00989053,0.24751796,7.60046400,4.31451342,0.08853391,2.03668545
-4.94947474,8.39221117,0.01073499,0.98022497,0.24776785,7.46414533,4.34085617,0.09096211,2.08373719
-4.94347174,8.43852291,0.01118398,0.95165606,0.24773751,7.33417485,4.37514792,0.09353012,2.13374311
-4.93746873,8.49578829,0.01165962,0.92428193,0.24739141,7.21122727,4.41604026,0.09620581,2.18591698
-4.93146573,8.56152373,0.01215757,0.89812728,0.24669683,7.09543575,4.46197066,0.09895275,2.23937810
-4.92546273,8.63288334,0.01267378,0.87315072,0.24562567,6.98641101,4.51121580,0.10173126,2.29317117
-4.91945973,8.70675333,0.01320459,0.84925419,0.24415603,6.88328188,4.56194806,0.10449960,2.34628890
-4.91345673,8.77985375,0.01374674,0.82629416,0.24227361,6.78475518,4.61229341,0.10721523,2.39769662
-4.90745373,8.84884379,0.01429742,0.80409380,0.23997263,6.68919238,4.66038852,0.10983607,2.44635822
-4.90145073,8.91042722,0.01485418,0.78245578,0.23725644,6.59469918,4.70443548,0.11232178,2.49126256
-4.89544772,8.96145439,0.01541494,0.76117499,0.23413771,6.49922405,4.74275251,0.11463497,2.53144966
-4.88944472,8.99901762,0.01597784,0.74005067,0.23063812,6.40066106,4.77381933,0.11674230,2.56603556
-4.88344172,9.02053699,0.01654120,0.71889751,0.22678776,6.29695237,4.79631620,0.11861538,2.59423531
-4.87743872,9.02383414,0.01710331,0.69755526,0.22262403,6.18618582,4.80915590,0.12023157,2.61538307
-4.87143572,9.00719212,0.01766232,0.67589656,0.21819038,6.06668339,4.81150818,0.12157450,2.62894885
-4.86543272,8.96939977,0.01821611,0.65383271,0.21353468,5.93707683,4.80281636,0.12263438,2.63455126
-4.85942971,8.90977993,0.01876213,0.63131741,0.20870757,5.79636768,4.78280631,0.12340809,2.63196586
-4.85342671,8.82820107,0.01929728,0.60834824,0.20376060,5.64396939,4.75148785,0.12389902,2.62112900
-4.84742371,8.72507276,0.01981780,0.58496611,0.19874452,5.47973068,4.70914893,0.12411672,2.60213696
-4.84142071,8.60132564,0.02031920,0.56125285,0.19370763,5.30393970,4.65634327,0.12407628,2.57524066
-4.83541771,8.45837714,0.02079627,0.53732709,0.18869423,5.11730998,4.59387180,0.12379763,2.54083617
-4.82941471,8.29808453,0.02124307,0.51333874,0.18374343,4.92094955,4.52275878,0.12330467,2.49945137
-4.82341171,8.12268721,0.02165298,0.48946249,0.17888819,4.71631552,4.44422309,0.12262425,2.45172956
-4.81740870,7.93474019,0.02201888,0.46589057,0.17415467,4.50515697,4.35964555,0.12178517,2.39841043
-4.81140570,7.73704112,0.02233325,0.44282517,0.16956191,4.28944921,4.27053293,0.12081712,2.34030919
-4.80540270,7.53255292,0.02258842,0.42047082,0.16512190,4.07132271,4.17847949,0.11974967,2.27829469
-4.79939970,7.32432438,0.02277682,0.39902707,0.16083991,3.85299000,4.08512666,0.11861127,2.21326717
-4.79339670,7.11541091,0.02289121,0.37868165,0.15671512,3.63667361,3.99212195,0.11742840,2.14613634
-4.78739370,6.90879748,0.02292502,0.35960448,0.15274152,3.42453787,3.90107770,0.11622476,2.07780059
-4.78139070,6.70732570,0.02287261,0.34194247,0.14890893,3.21862696,3.81353083,0.11502068,2.00912777
-4.77538769,6.51362709,0.02272955,0.32581541,0.14520423,3.02081109,3.73090436,0.11383257,1.94093808
-4.76938469,6.33006401,0.02249286,0.31131303,0.14161258,2.83274221,3.65447200,0.11267262,1.87398961
-4.76338169,6.15868005,0.02216124,0.29849303,0.13811873,2.65582015,3.58532669,0.11154858,1.80896670
-4.75737869,6.00116106,0.02173522,0.28738041,0.13470821,2.49116963,3.52435443,0.11046378,1.74647136
-4.75137569,5.85880817,0.02121729,0.27796774,0.13136853,2.33962803,3.47221424,0.10941720,1.68701802
-4.74537269,5.73252369,0.02061187,0.27021659,0.12809013,2.20174352,3.42932551,0.10840376,1.63103145
-4.73936968,5.62281045,0.01992538,0.26405979,0.12486733,2.07778286,3.39586344,0.10741474,1.57884787
-4.73336668,5.52978498,0.01916604,0.25940454,0.12169900,1.96774781,3.37176321,0.10643826,1.53071916
-4.72736368,5.45320424,0.01834381,0.25613636,0.11858920,1.87139907,3.35673341,0.10545995,1.48681973
-4.72136068,5.39250543,0.01747008,0.25412340,0.11554756,1.78828636,3.35027845,0.10446365,1.44725587
-4.71535768,5.34685749,0.01655748,0.25322139,0.11258957,1.71778327,3.35172973,0.10343222,1.41207706
-4.70935468,5.31522276,0.01561954,0.25327871,0.10973681,1.65912551,3.36028458,0.10234838,1.38128866
-4.70335168,5.29642643,0.01467035,0.25414160,0.10701700,1.61145110,3.37505168,0.10119553,1.35486555
-4.69734867,5.28923090,0.01372427,0.25565928,0.10446401,1.57384106,3.39510113,0.09995867,1.33276580
-4.69134567,5.29241199,0.01279556,0.25768876,0.10211779,1.54535925,3.41951702,0.09862514,1.31494396
-4.68534267,5.30483337,0.01189805,0.26009918,0.10002425,1.52509008,3.44745011,0.09718539,1.30136303
-4.67933967,5.32551554,0.01104486,0.26277553,0.09823506,1.51217292,3.47816787,0.09563360,1.29200461
-4.67333667,5.35369588,0.01024811,0.26562147,0.09680729,1.50583200,3.51109930,0.09396815,1.28687653
-4.66733367,5.38887631,0.00951870,0.26856133,0.09580306,1.50540113,3.54587205,0.09219193,1.28601745
-4.66133067,5.43085579,0.00886610,0.27154097,0.09528895,1.51034220,3.58233939,0.09031248,1.28949821
-4.65532766,5.47974556,0.00829824,0.27452760,0.09533529,1.52025732,3.62059552,0.08834188,1.29741964
-4.64932466,5.53596579,0.00782132,0.27750852,0.09601523,1.53489398,3.66097780,0.08629647,1.30990685
-4.64332166,5.60022343,0.00743986,0.28048883,0.09740361,1.55414347,3.70405541,0.08419636,1.32710041
-4.63731866,5.67347203,0.00715655,0.28348820,0.09957553,1.57803275,3.75060481,0.08206471,1.34914470
-4.63131566,5.75685535,0.00697235,0.28653697,0.10260479,1.60671033,3.80157271,0.07992694,1.37617426
-4.62531266,5.85163774,0.00688650,0.28967164,0.10656194,1.64042692,3.85802859,0.07780969,1.40829886
-4.61930965,5.95912475,0.00689657,0.29293016,0.11151224,1.67951183,3.92110883,0.07573988,1.44558830
-4.61330665,6.08057850,0.00699858,0.29634714,0.11751342,1.72434636,3.99195546,0.07374358,1.48805796
-4.60730365,6.21713230,0.00718710,0.29994941,0.12461321,1.77533537,4.07165277,0.07184502,1.53565609
-4.60130065,6.36970927,0.00745541,0.30375203,0.13284698,1.83287830,4.16116489,0.07006566,1.58825367
-4.59529765,6.53894957,0.00779565,0.30775514,0.14223527,1.89734101,4.26127786,0.06842336,1.64563772
-4.58929465,6.72514995,0.00819899,0.31194167,0.15278152,1.96902944,4.37254902,0.06693181,1.70750859
-4.58329165,6.92821898,0.00865580,0.31627629,0.16446990,2.04816618,4.49526629,0.06560007,1.77348138
-4.57728864,7.14765001,0.00915593,0.32070535,0.17726356,2.13487067,4.62941928,0.06443242,1.84309162
-4.57128564,7.38251289,0.00968884,0.32515805,0.19110316,2.22914351,4.77468339,0.06342835,1.91580491
-4.56528264,7.63146430,0.01024388,0.32954872,0.20590590,2.33085518,4.93041740,0.06258287,1.99102972
-4.55927964,7.89277547,0.01081050,0.33377994,0.22156512,2.43973913,5.09567409,0.06188696,2.06813284
-4.55327664,8.16437486,0.01137847,0.33774640,0.23795045,2.55538898,5.26922283,0.06132814,2.14645617
-4.54727364,8.44390280,0.01193813,0.34133932,0.25490862,2.67725946,5.44958242,0.06089129,2.22533389
-4.54127064,8.72877429,0.01248053,0.34445101,0.27226495,2.80467040,5.63506203,0.06055938,2.30410882
-4.53526763,9.01624608,0.01299770,0.34697935,0.28982547,2.93681332,5.82380750,0.06031433,2.38214687
-4.52926463,9.30348400,0.01348273,0.34883202,0.30737972,3.07275988,6.01385062,0.06013783,2.45884868
-4.52326163,9.58762691,0.01392993,0.34993005,0.32470416,3.21147157,6.20315862,0.06001198,2.53365780
-4.51725863,9.86584437,0.01433491,0.35021077,0.34156616,3.35181041,6.38968163,0.05991996,2.60606487
-4.51125563,10.13538562,0.01469465,0.34962966,0.35772841,3.49255011,6.57139618,0.05984643,2.67560792
-4.50525263,10.39361876,0.01500748,0.34816142,0.37295379,3.63238776,6.74634339,0.05977786,2.74186891
-4.49924962,10.63805972,0.01527305,0.34579994,0.38701041,3.76995606,6.91266102,0.05970262,2.80446717
-4.49324662,10.86639185,0.01549232,0.34255737,0.39967690,3.90383632,7.06860931,0.05961096,2.86305063
