energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,0.03301605,0.00017324,0.00112620,0.02183238,0.00000000,0.00701637,0.00165862
-5.99399700,0.03664835,0.00013983,0.00114315,0.02451682,0.00000000,0.00736383,0.00185844
-5.98799400,0.04248629,0.00011665,0.00123371,0.02866291,0.00000000,0.00817302,0.00217603
-5.98199100,0.05070453,0.00010223,0.00140041,0.03439508,0.00000000,0.00946559,0.00262292
-5.97598799,0.06154765,0.00009549,0.00164840,0.04188336,0.00000000,0.01127884,0.00321480
-5.96998499,0.07532618,0.00009572,0.00198528,0.05134058,0.00000000,0.01366484,0.00397147
-5.96398199,0.09241168,0.00010254,0.00242110,0.06301902,0.00000000,0.01668961,0.00491670
-5.95797899,0.11323071,0.00011584,0.00296812,0.07720620,0.00000000,0.02043192,0.00607803
-5.95197599,0.13825716,0.00013579,0.00364069,0.09421956,0.00000000,0.02498198,0.00748645
-5.94597299,0.16800271,0.00016276,0.00445500,0.11439998,0.00000000,0.03043965,0.00917601
-5.93996998,0.20300507,0.00019733,0.00542879,0.13810370,0.00000000,0.03691236,0.01118327
-5.93396698,0.24381381,0.00024027,0.00658094,0.16569274,0.00000000,0.04451245,0.01354655
-5.92796398,0.29097377,0.00029247,0.00793100,0.19752358,0.00000000,0.05335415,0.01630507
-5.92196098,0.34500589,0.00035499,0.00949868,0.23393441,0.00000000,0.06354991,0.01949782
-5.91595798,0.40638596,0.00042894,0.01130313,0.27523080,0.00000000,0.07520631,0.02316233
-5.90995498,0.47552150,0.00051557,0.01336224,0.32167040,0.00000000,0.08841961,0.02733320
-5.90395198,0.55272744,0.00061617,0.01569180,0.37344685,0.00000000,0.10327088,0.03204054
-5.89794897,0.63820150,0.00073207,0.01830465,0.43067367,0.00000000,0.11982098,0.03730828
-5.89194597,0.73200007,0.00086467,0.02120975,0.49336858,0.00000000,0.13810560,0.04315247
-5.88594297,0.83401599,0.00101539,0.02441132,0.56143924,0.00000000,0.15813053,0.04957961
-5.87993997,0.94395931,0.00118568,0.02790799,0.63467118,0.00000000,0.17986738,0.05658505
-5.87393697,1.06134248,0.00137709,0.03169204,0.71271870,0.00000000,0.20325014,0.06415168
-5.86793397,1.18547127,0.00159125,0.03574883,0.79509977,0.00000000,0.22817282,0.07224889
-5.86193097,1.31544270,0.00182997,0.04005638,0.88119569,0.00000000,0.25448843,0.08083194
-5.85592796,1.45015103,0.00209532,0.04458522,0.97025607,0.00000000,0.28200960,0.08984181
