energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-6.00000000,7.04327057,0.05856480,0.71784666,1.31269010,0.00000000,5.93042570,3.56170260,2.10281836,0.00000000
-5.99399700,7.15108269,0.05907002,0.72841962,1.30646730,0.00000000,5.95994611,3.65883702,2.09806701,0.00000000
-5.98799400,7.26876191,0.05929154,0.73829674,1.29947395,0.00000000,5.98356599,3.76738903,2.09403573,0.00000000
-5.98199100,7.39802059,0.05923428,0.74745065,1.29204334,0.00000000,6.00209574,3.88825952,2.09146799,0.00000000
-5.97598799,7.54029454,0.05890964,0.75586623,1.28449106,0.00000000,6.01635909,4.02210819,2.09103450,0.00000000
-5.96998499,7.69665194,0.05833485,0.76353815,1.27710394,0.00000000,6.02714825,4.16930035,2.09330422,0.00000000
-5.96398199,7.86770991,0.05753210,0.77046792,1.27012999,0.00000000,6.03517928,4.32985962,2.09871793,0.00000000
-5.95797899,8.05356334,0.05652749,0.77666085,1.26376980,0.00000000,6.04105057,4.50342945,2.10756584,0.00000000
-5.95197599,8.25373046,0.05534988,0.78212316,1.25816997,0.00000000,6.04520679,4.68924583,2.11997042,0.00000000
-5.94597299,8.46711913,0.05402978,0.78685954,1.25341900,0.00000000,6.04791083,4.88612343,2.13587550,0.00000000
-5.93996998,8.69201707,0.05259813,0.79087123,1.24954602,0.00000000,6.04922587,5.09245698,2.15504261,0.00000000
-5.93396698,8.92610818,0.05108527,0.79415494,1.24652259,0.00000000,6.04900897,5.30623901,2.17705501,0.00000000
-5.92796398,9.16651620,0.04951994,0.79670272,1.24426766,0.00000000,6.04691732,5.52509447,2.20132969,0.00000000
-5.92196098,9.40987502,0.04792851,0.79850273,1.24265541,0.00000000,6.04242723,5.74633183,2.22713706,0.00000000
-5.91595798,9.65242413,0.04633437,0.79954096,1.24152589,0.00000000,6.03486517,5.96700953,2.25362780,0.00000000
-5.90995498,9.89012583,0.04475756,0.79980378,1.24069769,0.00000000,6.02344954,6.18401570,2.27986584,0.00000000
-5.90395198,10.11879956,0.04321452,0.79928108,1.23998211,0.00000000,6.00734091,6.39415837,2.30486597,0.00000000
-5.89794897,10.33426775,0.04171814,0.79796984,1.23919795,0.00000000,5.98569790,6.59426269,2.32763453,0.00000000
-5.89194597,10.53250644,0.04027790,0.79587773,1.23818604,0.00000000,5.95773534,6.78127102,2.34721127,0.00000000
-5.88594297,10.70979360,0.03890021,0.79302649,1.23682254,0.00000000,5.92278126,6.95234171,2.36271014,0.00000000
-5.87993997,10.86284798,0.03758882,0.78945470,1.23503016,0.00000000,5.88032897,7.10494196,2.37335727,0.00000000
-5.87393697,10.98895140,0.03634530,0.78521967,1.23278646,0.00000000,5.83008097,7.23693057,2.37852406,0.00000000
-5.86793397,11.08604859,0.03516955,0.78039824,1.23012868,0.00000000,5.77198163,7.34662671,2.37775374,0.00000000
-5.86193097,11.15281924,0.03406032,0.77508609,1.22715447,0.00000000,5.70623655,7.43286142,2.37078011,0.00000000
-5.85592796,11.18871890,0.03301564,0.76939581,1.22401864,0.00000000,5.63331686,7.49500949,2.35753765,0.00000000
-5.84992496,11.19398675,0.03203320,0.76345336,1.22092568,0.00000000,5.55394834,7.53300035,2.33816233,0.00000000
-5.84392196,11.16962017,0.03111067,0.75739331,1.21811870,0.00000000,5.46908538,7.54730759,2.31298355,0.00000000
-5.83791896,11.11731782,0.03024593,0.75135296,1.21586516,0.00000000,5.37987158,7.53891800,2.28250757,0.00000000
-5.83191596,11.03939478,0.02943711,0.74546565,1.21444044,0.00000000,5.28758898,7.50928185,2.24739352,0.00000000
-5.82591296,10.93867454,0.02868270,0.73985367,1.21410999,0.00000000,5.19359908,7.46024741,2.20842353,0.00000000
-5.81990995,10.81836417,0.02798143,0.73462128,1.21511145,0.00000000,5.09927897,7.39398308,2.16646853,0.00000000
-5.81390695,10.68191924,0.02733221,0.72984823,1.21763759,0.00000000,5.00595648,7.31289128,2.12245177,0.00000000
-5.80790395,10.53290609,0.02673395,0.72558422,1.22182132,0.00000000,4.91484805,7.21951861,2.07731193,0.00000000
-5.80190095,10.37486821,0.02618546,0.72184486,1.22772369,0.00000000,4.82700286,7.11646661,2.03196773,0.00000000
-5.79589795,10.21120359,0.02568522,0.71860931,1.23532566,0.00000000,4.74325637,7.00630716,1.98728576,0.00000000
-5.78989495,10.04505844,0.02523130,0.71581996,1.24452417,0.00000000,4.66419581,6.89150661,1.94405294,0.00000000
-5.78389195,9.87924184,0.02482124,0.71338427,1.25513276,0.00000000,4.59013918,6.77436115,1.90295471,0.00000000
-5.77788894,9.71616429,0.02445200,0.71117865,1.26688675,0.00000000,4.52112880,6.65694607,1.86455965,0.00000000
-5.77188594,9.55780134,0.02411993,0.70905438,1.27945273,0.00000000,4.45693919,6.54107994,1.82931079,0.00000000
-5.76588294,9.40568239,0.02382086,0.70684526,1.29244166,0.00000000,4.39709857,6.42830410,1.79752345,0.00000000
-5.75987994,9.26090271,0.02355015,0.70437644,1.30542484,0.00000000,4.34092220,6.31987690,1.76938915,0.00000000
-5.75387694,9.12415597,0.02330283,0.70147424,1.31795190,0.00000000,4.28755545,6.21678140,1.74498471,0.00000000
-5.74787394,8.99578313,0.02307374,0.69797612,1.32956959,0.00000000,4.23602374,6.11974433,1.72428552,0.00000000
-5.74187094,8.87583310,0.02285771,0.69374038,1.33984036,0.00000000,4.18528650,6.02926387,1.70718176,0.00000000
-5.73586793,8.76413009,0.02264974,0.68865505,1.34835969,0.00000000,4.13429206,5.94564334,1.69349624,0.00000000
-5.72986493,8.66034265,0.02244515,0.68264524,1.35477129,0.00000000,4.08203043,5.86902798,1.68300274,0.00000000
-5.72386193,8.56404964,0.02223972,0.67567876,1.35877921,0.00000000,4.02758157,5.79944177,1.67544348,0.00000000
-5.71785893,8.47479907,0.02202986,0.66776942,1.36015663,0.00000000,3.97015665,5.73682196,1.67054502,0.00000000
-5.71185593,8.39215660,0.02181263,0.65897799,1.35875066,0.00000000,3.90913077,5.68104910,1.66803163,0.00000000
-5.70585293,8.31574137,0.02158585,0.64941052,1.35448344,0.00000000,3.84406603,5.63197101,1.66763575,0.00000000
-5.69984992,8.24524818,0.02134807,0.63921426,1.34734942,0.00000000,3.77472434,5.58941989,1.66910532,0.00000000
-5.69384692,8.18045604,0.02109859,0.62857123,1.33740947,0.00000000,3.70107022,5.55322226,1.67220794,0.00000000
-5.68784392,8.12122402,0.02083737,0.61768988,1.32478224,0.00000000,3.62326418,5.52320206,1.67673226,0.00000000
-5.68184092,8.06747659,0.02056497,0.60679514,1.30963361,0.00000000,3.54164781,5.49917815,1.68248705,0.00000000
-5.67583792,8.01918109,0.02028246,0.59611752,1.29216496,0.00000000,3.45672212,5.48095737,1.68929847,0.00000000
-5.66983492,7.97632065,0.01999127,0.58588167,1.27260109,0.00000000,3.36912076,5.46832527,1.69700648,0.00000000
-5.66383192,7.93886603,0.01969312,0.57629515,1.25117859,0.00000000,3.27958022,5.46103640,1.70546094,0.00000000
-5.65782891,7.90674983,0.01938987,0.56753788,1.22813542,0.00000000,3.18890864,5.45880618,1.71451817,0.00000000
