energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.74787394,1.06999772,0.02434468,0.01672909,0.63173062,0.00000000,0.01906551,0.75968967,0.38322460,0.10385468
-5.74187094,1.06884271,0.02634926,0.01751407,0.62057279,0.00000000,0.02060673,0.75754440,0.37155694,0.10256465
-5.73586793,1.06943230,0.02836125,0.01830299,0.61048284,0.00000000,0.02216186,0.75658564,0.36057486,0.10153416
-5.72986493,1.07131065,0.03035629,0.01908042,0.60128104,0.00000000,0.02371268,0.75651248,0.35019339,0.10072350
-5.72386193,1.07398157,0.03230881,0.01983040,0.59276999,0.00000000,0.02523989,0.75699666,0.34031949,0.10008701
-5.71785893,1.07692564,0.03419255,0.02053697,0.58474280,0.00000000,0.02672346,0.75769409,0.33085677,0.09957497
-5.71185593,1.07961689,0.03598121,0.02118457,0.57699053,0.00000000,0.02814308,0.75825601,0.32170972,0.09913550
-5.70585293,1.08153841,0.03764897,0.02175854,0.56930880,0.00000000,0.02947858,0.75833938,0.31278721,0.09871626
-5.69984992,1.08219659,0.03917111,0.02224548,0.56150331,0.00000000,0.03071038,0.75761628,0.30400529,0.09826617
-5.69384692,1.08113357,0.04052463,0.02263369,0.55339440,0.00000000,0.03181992,0.75578210,0.29528921,0.09773682
-5.68784392,1.07793784,0.04168871,0.02291343,0.54482051,0.00000000,0.03279010,0.75256239,0.28657471,0.09708376
-5.68184092,1.07225277,0.04264528,0.02307724,0.53564074,0.00000000,0.03360568,0.74771850,0.27780873,0.09626749
-5.67583792,1.06378326,0.04337938,0.02312003,0.52573660,0.00000000,0.03425360,0.74105184,0.26894954,0.09525431
-5.66983492,1.05230038,0.04387954,0.02303926,0.51501307,0.00000000,0.03472334,0.73240699,0.25996653,0.09401690
-5.66383192,1.03764441,0.04413801,0.02283489,0.50339918,0.00000000,0.03500710,0.72167367,0.25083967,0.09253471
-5.65782891,1.01972617,0.04415095,0.02250935,0.49084823,0.00000000,0.03510004,0.70878782,0.24155892,0.09079416
-5.65182591,0.99852705,0.04391845,0.02206743,0.47733768,0.00000000,0.03500034,0.69373174,0.23212349,0.08878867
-5.64582291,0.97409777,0.04344454,0.02151603,0.46286900,0.00000000,0.03470930,0.67653361,0.22254124,0.08651859
-5.63981991,0.94655617,0.04273704,0.02086399,0.44746732,0.00000000,0.03423127,0.65726625,0.21282813,0.08399093
-5.63381691,0.91608408,0.04180733,0.02012176,0.43118103,0.00000000,0.03357353,0.63604551,0.20300780,0.08121910
-5.62781391,0.88292345,0.04067011,0.01930114,0.41408129,0.00000000,0.03274620,0.61302803,0.19311131,0.07822246
-5.62181091,0.84737192,0.03934297,0.01841495,0.39626143,0.00000000,0.03176191,0.58840875,0.18317701,0.07502588
-5.61580790,0.80977786,0.03784600,0.01747674,0.37783626,0.00000000,0.03063561,0.56241801,0.17325054,0.07165926
-5.60980490,0.77053511,0.03620130,0.01650049,0.35894115,0.00000000,0.02938417,0.53531835,0.16338482,0.06815697
-5.60380190,0.73007739,0.03443250,0.01550034,0.33973093,0.00000000,0.02802603,0.50740119,0.15364023,0.06455730
-5.59779890,0.68887271,0.03256419,0.01449037,0.32037865,0.00000000,0.02658083,0.47898325,0.14408466,0.06090197
-5.59179590,0.64741770,0.03062143,0.01348439,0.30107409,0.00000000,0.02506895,0.45040302,0.13479364,0.05723556
-5.58579290,0.60623213,0.02862918,0.01249579,0.28202207,0.00000000,0.02351115,0.42201718,0.12585040,0.05360501
-5.57978989,0.56585371,0.02661187,0.01153742,0.26344071,0.00000000,0.02192812,0.39419716,0.11734590,0.05005919
-5.57378689,0.52683324,0.02459286,0.01062152,0.24555950,0.00000000,0.02034011,0.36732586,0.10937875,0.04664844
-5.56778389,0.48973023,0.02259409,0.00975969,0.22861735,0.00000000,0.01876660,0.34179465,0.10205514,0.04342423
-5.56178089,0.45510900,0.02063570,0.00896287,0.21286065,0.00000000,0.01722597,0.31800058,0.09548865,0.04043881
-5.55577789,0.42353522,0.01873571,0.00824139,0.19854124,0.00000000,0.01573522,0.29634390,0.08979993,0.03774496
-5.54977489,0.39557287,0.01690987,0.00760502,0.18591447,0.00000000,0.01430979,0.27722577,0.08511632,0.03539569
-5.54377189,0.37178144,0.01517145,0.00706300,0.17523715,0.00000000,0.01296340,0.26104613,0.08157124,0.03344406
-5.53776888,0.35271307,0.01353122,0.00662411,0.16676544,0.00000000,0.01170794,0.24820149,0.07930345,0.03194288
-5.53176588,0.33890961,0.01199743,0.00629675,0.16075254,0.00000000,0.01055343,0.23908256,0.07845592,0.03094442
-5.52576288,0.33089894,0.01057589,0.00608894,0.15744605,0.00000000,0.00950802,0.23407148,0.07917447,0.03050010
-5.51975988,0.32919063,0.00927009,0.00600835,0.15708501,0.00000000,0.00857803,0.23353836,0.08160591,0.03065996
-5.51375688,0.33427025,0.00808142,0.00606227,0.15989634,0.00000000,0.00776807,0.23783710,0.08589579,0.03147208
-5.50775388,0.34659237,0.00700933,0.00625753,0.16609066,0.00000000,0.00708108,0.24730002,0.09218552,0.03298187
-5.50175088,0.36657186,0.00605167,0.00660042,0.17585750,0.00000000,0.00651848,0.26223145,0.10060903,0.03523109
-5.49574787,0.39457351,0.00520490,0.00709652,0.18935970,0.00000000,0.00608031,0.28290009,0.11128887,0.03825674
-5.48974487,0.43089996,0.00446439,0.00775049,0.20672721,0.00000000,0.00576531,0.30953008,0.12433169,0.04208981
-5.48374187,0.47577818,0.00382474,0.00856585,0.22805040,0.00000000,0.00557107,0.34229120,0.13982347,0.04675382
-5.47773887,0.52934485,0.00328001,0.00954469,0.25337290,0.00000000,0.00549413,0.38128814,0.15782430,0.05226331
-5.47173587,0.59163114,0.00282400,0.01068738,0.28268447,0.00000000,0.00553003,0.42654950,0.17836312,0.05862218
-5.46573287,0.66254761,0.00245047,0.01199229,0.31591404,0.00000000,0.00567342,0.47801679,0.20143255,0.06582221
-5.45972986,0.74187007,0.00215338,0.01345547,0.35292349,0.00000000,0.00591810,0.53553418,0.22698404,0.07384148
-5.45372686,0.82922717,0.00192699,0.01507040,0.39350241,0.00000000,0.00625705,0.59883950,0.25492367,0.08264315
-5.44772386,0.92409070,0.00176609,0.01682776,0.43736440,0.00000000,0.00668247,0.66755727,0.28510883,0.09217444
-5.44172086,1.02576964,0.00166602,0.01871527,0.48414532,0.00000000,0.00718583,0.74119430,0.31734603,0.10236601
-5.43571786,1.13340848,0.00162280,0.02071760,0.53340378,0.00000000,0.00775790,0.81913851,0.35139021,0.11313179
-5.42971486,1.24599078,0.00163310,0.02281641,0.58462425,0.00000000,0.00838879,0.90066146,0.38694557,0.12436934
-5.42371186,1.36234824,0.00169432,0.02499041,0.63722292,0.00000000,0.00906803,0.98492489,0.42366816,0.13596084
-5.41770885,1.48117566,0.00180448,0.02721564,0.69055631,0.00000000,0.00978466,1.07099143,0.46117029,0.14777456
-5.41170585,1.60105159,0.00196220,0.02946574,0.74393274,0.00000000,0.01052733,1.15783952,0.49902664,0.15966706
-5.40570285,1.72046443,0.00216662,0.03171243,0.79662620,0.00000000,0.01128441,1.24438221,0.53678217,0.17148585
-5.39969985,1.83784333,0.00241725,0.03392601,0.84789237,0.00000000,0.01204419,1.32948934,0.57396131,0.18307257
-5.39369685,1.95159290,0.00271387,0.03607597,0.89698629,0.00000000,0.01279502,1.41201265,0.61007848,0.19426661
-5.38769385,2.06013069,0.00305635,0.03813167,0.94318099,0.00000000,0.01352549,1.49081271,0.64464938,0.20490894
-5.38169085,2.16192604,0.00344452,0.04006302,0.98578647,0.00000000,0.01422463,1.56478703,0.67720275,0.21484614
-5.37568784,2.25553895,0.00387795,0.04184118,1.02416830,0.00000000,0.01488213,1.63289804,0.70729208,0.22393440
-5.36968484,2.33965744,0.00435580,0.04343931,1.05776503,0.00000000,0.01548846,1.69420012,0.73450704,0.23204337
-5.36368184,2.41313200,0.00487664,0.04483317,1.08610379,0.00000000,0.01603513,1.74786453,0.75848393,0.23905973
-5.35767884,2.47500590,0.00543830,0.04600173,1.10881342,0.00000000,0.01651475,1.79320135,0.77891499,0.24489031
-5.35167584,2.52454012,0.00603769,0.04692766,1.12563469,0.00000000,0.01692123,1.82967761,0.79555619,0.24946465
-5.34567284,2.56123207,0.00667071,0.04759776,1.13642711,0.00000000,0.01724983,1.85693097,0.80823311,0.25273691
-5.33966983,2.58482749,0.00733217,0.04800319,1.14117215,0.00000000,0.01749724,1.87477845,0.81684492,0.25468710
-5.33366683,2.59532512,0.00801572,0.04813968,1.13997283,0.00000000,0.01766158,1.88322000,0.82136624,0.25532150
-5.32766383,2.59297411,0.00871391,0.04800752,1.13304966,0.00000000,0.01774244,1.88243682,0.82184685,0.25467232
-5.32166083,2.57826434,0.00941819,0.04761151,1.12073314,0.00000000,0.01774076,1.87278452,0.81840934,0.25279669
-5.31565783,2.55191011,0.01011904,0.04696070,1.10345323,0.00000000,0.01765883,1.85478150,0.81124487,0.24977481
-5.30965483,2.51482785,0.01080615,0.04606813,1.08172609,0.00000000,0.01750015,1.82909292,0.80060709,0.24570757
-5.30365183,2.46810863,0.01146866,0.04495040,1.05613864,0.00000000,0.01726928,1.79651084,0.78680452,0.24071358
-5.29764882,2.41298640,0.01209536,0.04362721,1.02733148,0.00000000,0.01697175,1.75793125,0.77019173,0.23492573
-5.29164582,2.35080300,0.01267503,0.04212080,0.99598075,0.00000000,0.01661386,1.71432857,0.75115938,0.22848739
-5.28564282,2.28297097,0.01319678,0.04045540,0.96277941,0.00000000,0.01620254,1.66672860,0.73012365,0.22154845
-5.27963982,2.21093529,0.01365034,0.03865666,0.92841861,0.00000000,0.01574514,1.61618039,0.70751519,0.21426116
-5.27363682,2.13613500,0.01402642,0.03675101,0.89356958,0.00000000,0.01524930,1.56372814,0.68376799,0.20677600
-5.26763382,2.05996590,0.01431703,0.03476510,0.85886661,0.00000000,0.01472273,1.51038370,0.65930838,0.19923770
-5.26163082,1.98374526,0.01451573,0.03272526,0.82489143,0.00000000,0.01417310,1.45710037,0.63454454,0.19178146
-5.25562781,1.90867942,0.01461789,0.03065698,0.79215958,0.00000000,0.01360783,1.40474900,0.60985672,0.18452952
-5.24962481,1.83583536,0.01462086,0.02858440,0.76110888,0.00000000,0.01303396,1.35409675,0.58558843,0.17758817
-5.24362181,1.76611682,0.01452406,0.02653000,0.73209051,0.00000000,0.01245806,1.30578929,0.56203896,0.17104530
-5.23761881,1.70024584,0.01432903,0.02451416,0.70536276,0.00000000,0.01188605,1.26033701,0.53945726,0.16496852
-5.23161581,1.63875011,0.01403937,0.02255497,0.68108770,0.00000000,0.01132316,1.21810557,0.51803753,0.15940396
-5.22561281,1.58195678,0.01366063,0.02066800,0.65933080,0.00000000,0.01077385,1.17931119,0.49791657,0.15437578
-5.21960980,1.52999263,0.01320011,0.01886619,0.64006355,0.00000000,0.01024173,1.14402093,0.47917299,0.14988637
-5.21360680,1.48279091,0.01266666,0.01715981,0.62316895,0.00000000,0.00972956,1.11215784,0.46182833,0.14591732
-5.20760380,1.44010449,0.01207031,0.01555646,0.60844978,0.00000000,0.00923928,1.08351092,0.44585011,0.14243103
-5.20160080,1.40152480,0.01142204,0.01406119,0.59563920,0.00000000,0.00877199,1.05774962,0.43115654,0.13937295
-5.19559780,1.36650609,0.01073333,0.01267666,0.58441355,0.00000000,0.00832802,1.03444219,0.41762291,0.13667440
-5.18959480,1.33439382,0.01001590,0.01140330,0.57440671,0.00000000,0.00790703,1.01307737,0.40508923,0.13425582
-5.18359180,1.30445627,0.00928133,0.01023955,0.56522552,0.00000000,0.00750807,0.99308842,0.39336899,0.13203029
-5.17758879,1.27591806,0.00854077,0.00918216,0.55646585,0.00000000,0.00712970,0.97387860,0.38225855,0.12990733
-5.17158579,1.24799407,0.00780463,0.00822647,0.54772840,0.00000000,0.00677012,0.95484705,0.37154674,0.12779656
-5.16558279,1.21992261,0.00708241,0.00736670,0.53863393,0.00000000,0.00642728,0.93541398,0.36102449,0.12561141
-5.15957979,1.19099629,0.00638247,0.00659624,0.52883713,0.00000000,0.00609900,0.91504413,0.35049377,0.12327240
-5.15357679,1.16058937,0.00571192,0.00590795,0.51803864,0.00000000,0.00578313,0.89326749,0.33977573,0.12071009
-5.14757379,1.12818059,0.00507656,0.00529440,0.50599484,0.00000000,0.00547760,0.86969659,0.32871763,0.11786751
-5.14157079,1.09337061,0.00448086,0.00474814,0.49252499,0.00000000,0.00518058,0.84403952,0.31719819,0.11470191
-5.13556778,1.05589342,0.00392798,0.00426188,0.47751554,0.00000000,0.00489048,0.81610847,0.30513137,0.11118592
-5.12956478,1.01562158,0.00341986,0.00382868,0.46092154,0.00000000,0.00460608,0.78582334,0.29246841,0.10730797
-5.12356178,0.97256528,0.00295728,0.00344205,0.44276521,0.00000000,0.00432652,0.75321075,0.27919801,0.10307205
-5.11755878,0.92686558,0.00254004,0.00309608,0.42313186,0.00000000,0.00405130,0.71839847,0.26534496,0.09849686
-5.11155578,0.87878247,0.00216708,0.00278546,0.40216349,0.00000000,0.00378032,0.68160591,0.25096716,0.09361436
-5.10555278,0.82867859,0.00183661,0.00250554,0.38005048,0.00000000,0.00351381,0.64313131,0.23615150,0.08846786
-5.09954977,0.77699969,0.00154630,0.00225232,0.35702183,0.00000000,0.00325231,0.60333639,0.22100858,0.08310981
-5.09354677,0.72425287,0.00129340,0.00202239,0.33333454,0.00000000,0.00299660,0.56262936,0.20566692,0.07759933
-5.08754377,0.67098378,0.00107489,0.00181295,0.30926259,0.00000000,0.00274762,0.52144715,0.19026672,0.07199963
-5.08154077,0.61775400,0.00088762,0.00162166,0.28508608,0.00000000,0.00250646,0.48023776,0.17495365,0.06637547
-5.07553777,0.56511948,0.00072839,0.00144667,0.26108105,0.00000000,0.00227421,0.43944357,0.15987284,0.06079084
-5.06953477,0.51361103,0.00059403,0.00128646,0.23751019,0.00000000,0.00205199,0.39948619,0.14516347,0.05530668
-5.06353177,0.46371754,0.00048152,0.00113984,0.21461510,0.00000000,0.00184080,0.36075346,0.13095407,0.04997915
-5.05752876,0.41587245,0.00038800,0.00100585,0.19260987,0.00000000,0.00164154,0.32358898,0.11735863,0.04485809
-5.05152576,0.37044366,0.00031082,0.00088369,0.17167656,0.00000000,0.00145494,0.28828444,0.10447378,0.03998590
-5.04552276,0.32772716,0.00024758,0.00077272,0.15196223,0.00000000,0.00128153,0.25507460,0.09237687,0.03539693
-5.03951976,0.28794401,0.00019612,0.00067234,0.13357773,0.00000000,0.00112164,0.22413521,0.08112507,0.03111710
-5.03351676,0.25124067,0.00015452,0.00058205,0.11659788,0.00000000,0.00097541,0.19558319,0.07075539,0.02716398
-5.02751376,0.21769206,0.00012112,0.00050135,0.10106311,0.00000000,0.00084276,0.16947920,0.06128540,0.02354717
-5.02151076,0.18730700,0.00009447,0.00042979,0.08698205,0.00000000,0.00072343,0.14583192,0.05271471,0.02026889
-5.01550775,0.16003544,0.00007334,0.00036694,0.07433505,0.00000000,0.00061699,0.12460368,0.04502689,0.01732481
-5.00950475,0.13577692,0.00005670,0.00031241,0.06307821,0.00000000,0.00052289,0.10571719,0.03819177,0.01470500
-5.00350175,0.11438980,0.00004367,0.00026587,0.05314773,0.00000000,0.00044047,0.08906266,0.03216797,0.01239500
-4.99749875,0.09570069,0.00003355,0.00022708,0.04446440,0.00000000,0.00036901,0.07450519,0.02690545,0.01037684
-4.99149575,0.07951371,0.00002576,0.00019595,0.03693794,0.00000000,0.00030775,0.06189196,0.02234806,0.00863012
-4.98549275,0.06561920,0.00001982,0.00017255,0.03047104,0.00000000,0.00025593,0.05105899,0.01843592,0.00713303
-4.97948974,0.05380176,0.00001538,0.00015723,0.02496313,0.00000000,0.00021287,0.04183728,0.01510763,0.00586326
-4.97348674,0.04384723,0.00001213,0.00015065,0.02031354,0.00000000,0.00017793,0.03405822,0.01230215,0.00479882
-4.96748374,0.03554878,0.00000989,0.00015393,0.01642428,0.00000000,0.00015063,0.02755810,0.00996046,0.00391885
-4.96148074,0.02871187,0.00000849,0.00016872,0.01320221,0.00000000,0.00013062,0.02218189,0.00802692,0.00320419
-4.95547774,0.02315826,0.00000785,0.00019737,0.01056077,0.00000000,0.00011777,0.01778610,0.00645029,0.00263801
-4.94947474,0.01872921,0.00000794,0.00024308,0.00842123,0.00000000,0.00011218,0.01424096,0.00518459,0.00220624
-4.94347174,0.01528780,0.00000878,0.00031014,0.00671354,0.00000000,0.00011426,0.01143196,0.00418971,0.00189805
-4.93746873,0.01272069,0.00001042,0.00040412,0.00537687,0.00000000,0.00012475,0.00926078,0.00343176,0.00170621
-4.93146573,0.01093944,0.00001300,0.00053212,0.00435983,0.00000000,0.00014480,0.00764589,0.00288342,0.00162747
-4.92546273,0.00988143,0.00001669,0.00070312,0.00362053,0.00000000,0.00017603,0.00652276,0.00252410,0.00166289
-4.91945973,0.00951062,0.00002173,0.00092826,0.00312652,0.00000000,0.00022058,0.00584387,0.00234006,0.00181825
-4.91345673,0.00981820,0.00002845,0.00122121,0.00285458,0.00000000,0.00028120,0.00557861,0.00232450,0.00210436
-4.90745373,0.01082310,0.00003724,0.00159853,0.00279052,0.00000000,0.00036133,0.00571309,0.00247765,0.00253746
-4.90145073,0.01257263,0.00004857,0.00208002,0.00292898,0.00000000,0.00046518,0.00624991,0.00280685,0.00313960
-4.89544772,0.01514293,0.00006303,0.00268909,0.00327319,0.00000000,0.00059779,0.00720798,0.00332662,0.00393894
-4.88944472,0.01863941,0.00008130,0.00345307,0.00383474,0.00000000,0.00076512,0.00862225,0.00405876,0.00497010
-4.88344172,0.02319703,0.00010418,0.00440347,0.00463344,0.00000000,0.00097408,0.01054347,0.00503238,0.00627441
-4.87743872,0.02898017,0.00013259,0.00557611,0.00569706,0.00000000,0.00123261,0.01303783,0.00628392,0.00789995
-4.87143572,0.03618209,0.00016757,0.00701118,0.00706107,0.00000000,0.00154966,0.01618645,0.00785703,0.00990159
-4.86543272,0.04502378,0.00021028,0.00875311,0.00876833,0.00000000,0.00193520,0.02008467,0.00980240,0.01234067
-4.85942971,0.05575192,0.00026201,0.01085021,0.01086860,0.00000000,0.00240014,0.02484099,0.01217729,0.01528453
-4.85342671,0.06863578,0.00032412,0.01335412,0.01341795,0.00000000,0.00295624,0.03057568,0.01504493,0.01880567
-4.84742371,0.08396298,0.00039810,0.01631898,0.01647789,0.00000000,0.00361596,0.03741878,0.01847362,0.02298053
-4.84142071,0.10203394,0.00048546,0.01980032,0.02011430,0.00000000,0.00439223,0.04550776,0.02253545,0.02788800
-4.83541771,0.12315478,0.00058776,0.02385361,0.02439608,0.00000000,0.00529817,0.05498434,0.02730475,0.03360737
-4.82941471,0.14762887,0.00070651,0.02853257,0.02939344,0.00000000,0.00634677,0.06599092,0.03285617,0.04021599
-4.82341171,0.17574699,0.00084317,0.03388714,0.03517601,0.00000000,0.00755048,0.07866629,0.03926229,0.04778650
-4.81740870,0.20777616,0.00099905,0.03996129,0.04181052,0.00000000,0.00892078,0.09314080,0.04659108,0.05638374
-4.81140570,0.24394758,0.00117527,0.04679056,0.04935832,0.00000000,0.01046767,0.10953115,0.05490287,0.06606137
-4.80540270,0.28444393,0.00137267,0.05439955,0.05787271,0.00000000,0.01219917,0.12793482,0.06424726,0.07685846
-4.79939970,0.32938642,0.00159173,0.06279940,0.06739613,0.00000000,0.01412080,0.14842447,0.07465991,0.08879588
-4.79339670,0.37882242,0.00183252,0.07198540,0.07795735,0.00000000,0.01623508,0.17104238,0.08615924,0.10187307
-4.78739370,0.43271390,0.00209463,0.08193477,0.08956881,0.00000000,0.01854107,0.19579535,0.09874348,0.11606495
-4.78139070,0.49092771,0.00237706,0.09260497,0.10222421,0.00000000,0.02103393,0.22265023,0.11238795,0.13131945
-4.77538769,0.55322809,0.00267824,0.10393241,0.11589647,0.00000000,0.02370468,0.25153040,0.12704291,0.14755577
-4.76938469,0.61927233,0.00299595,0.11583185,0.13053625,0.00000000,0.02653990,0.28231346,0.14263208,0.16466340
-4.76338169,0.68860977,0.00332734,0.12819662,0.14607117,0.00000000,0.02952176,0.31483045,0.15905209,0.18250238
-4.75737869,0.76068499,0.00366889,0.14089964,0.16240577,0.00000000,0.03262802,0.34886661,0.17617282,0.20090456
-4.75137569,0.83484519,0.00401652,0.15379537,0.17942232,0.00000000,0.03583227,0.38416407,0.19383892,0.21967615
-4.74537269,0.91035193,0.00436557,0.16672271,0.19698263,0.00000000,0.03910434,0.42042623,0.21187248,0.23860158
-4.73936968,0.98639717,0.00471095,0.17950874,0.21493067,0.00000000,0.04241079,0.45732406,0.23007675,0.25744849
-4.73336668,1.06212319,0.00504721,0.19197331,0.23309614,0.00000000,0.04571558,0.49450396,0.24824114,0.27597390
-4.72736368,1.13664583,0.00536873,0.20393427,0.25129875,0.00000000,0.04898085,0.53159715,0.26614697,0.29393122
-4.72136068,1.20908030,0.00566980,0.21521326,0.26935318,0.00000000,0.05216772,0.56823008,0.28357418,0.31107801
-4.71535768,1.27856851,0.00594484,0.22564170,0.28707451,0.00000000,0.05523725,0.60403566,0.30030850,0.32718414
-4.70935468,1.34430694,0.00618854,0.23506689,0.30428378,0.00000000,0.05815131,0.63866471,0.31614889,0.34203999
-4.70335168,1.40557379,0.00639607,0.24335788,0.32081369,0.00000000,0.06087345,0.67179722,0.33091492,0.35546444
-4.69734867,1.46175424,0.00656318,0.25041086,0.33651391,0.00000000,0.06336973,0.70315294,0.34445378,0.36731217
-4.69134567,1.51236265,0.00668639,0.25615381,0.35125593,0.00000000,0.06560947,0.73250076,0.35664647,0.37748007
-4.68534267,1.55706075,0.00676309,0.26055024,0.36493718,0.00000000,0.06756584,0.75966649,0.36741301,0.38591235
-4.67933967,1.59567078,0.00679164,0.26360176,0.37748409,0.00000000,0.06921633,0.78453865,0.37671622,0.39260414
-4.67333667,1.62818307,0.00677144,0.26534935,0.38885414,0.00000000,0.07054312,0.80707199,0.38456402,0.39760340
-4.66733367,1.65475748,0.00670291,0.26587333,0.39903660,0.00000000,0.07153322,0.82728843,0.39100982,0.40101090
-4.66133067,1.67571871,0.00658752,0.26529180,0.40805193,0.00000000,0.07217856,0.84527555,0.39615122,0.40297847
-4.65532766,1.69154538,0.00642772,0.26375789,0.41594995,0.00000000,0.07247588,0.86118241,0.40012673,0.40370518
-4.64932466,1.70285341,0.00622685,0.26145549,0.42280673,0.00000000,0.07242656,0.87521292,0.40311079,0.40343198
-4.64332166,1.71037414,0.00598904,0.25859408,0.42872033,0.00000000,0.07203634,0.88761704,0.40530714,0.40243457
