energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-6.00000000,1.26831314,0.01989468,0.00000000,0.00147939,0.82380475,0.42875956,0.64495857
-5.99399700,1.33233919,0.02055987,0.00000000,0.00155263,0.86881850,0.45004761,0.67362693
-5.98799400,1.40192603,0.02124479,0.00000000,0.00164098,0.91850752,0.47545425,0.70467142
-5.98199100,1.47673050,0.02193708,0.00000000,0.00174408,0.97278054,0.50482156,0.73801103
-5.97598799,1.55636532,0.02262616,0.00000000,0.00186161,1.03149627,0.53797092,0.77354074
-5.96998499,1.64039305,0.02330345,0.00000000,0.00199338,1.09445395,0.57470217,0.81112490
-5.96398199,1.72832016,0.02396259,0.00000000,0.00213925,1.16138489,0.61479216,0.85059109
-5.95797899,1.81959220,0.02459955,0.00000000,0.00229923,1.23194550,0.65799308,0.89172489
-5.95197599,1.91359071,0.02521254,0.00000000,0.00247341,1.30571259,0.70403078,0.93426610
-5.94597299,2.00963214,0.02580195,0.00000000,0.00266195,1.38218129,0.75260324,0.97790671
-5.93996998,2.10696953,0.02637008,0.00000000,0.00286511,1.46076596,0.80337951,1.02229097
-5.93396698,2.20479690,0.02692082,0.00000000,0.00308313,1.54080431,0.85599909,1.06701769
-5.92796398,2.30225641,0.02745928,0.00000000,0.00331625,1.62156464,0.91007206,1.11164481
-5.92196098,2.39844828,0.02799132,0.00000000,0.00356464,1.70225606,0.96517982,1.15569604
-5.91595798,2.49244291,0.02852304,0.00000000,0.00382831,1.78204119,1.02087662,1.19866948
-5.90995498,2.58329489,0.02906028,0.00000000,0.00410707,1.86005111,1.07669183,1.24004775
-5.90395198,2.67005819,0.02960812,0.00000000,0.00440042,1.93540158,1.13213287,1.27930916
-5.89794897,2.75180196,0.03017042,0.00000000,0.00470755,2.00721019,1.18668881,1.31593959
-5.89194597,2.82762632,0.03074937,0.00000000,0.00502720,2.07461359,1.23983460,1.34944429
-5.88594297,2.89667738,0.03134521,0.00000000,0.00535762,2.13678413,1.29103589,1.37935929
-5.87993997,2.95816122,0.03195593,0.00000000,0.00569657,2.19294544,1.33975442,1.40526191
-5.87393697,3.01135625,0.03257721,0.00000000,0.00604125,2.24238642,1.38545396,1.42677986
-5.86793397,3.05562377,0.03320237,0.00000000,0.00638828,2.28447325,1.42760678,1.44359880
-5.86193097,3.09041663,0.03382252,0.00000000,0.00673380,2.31865933,1.46570075,1.45546799
-5.85592796,3.11528614,0.03442679,0.00000000,0.00707341,2.34449298,1.49924689,1.46220411
-5.84992496,3.12988719,0.03500272,0.00000000,0.00740234,2.36162303,1.52778747,1.46369323
-5.84392196,3.13398201,0.03553673,0.00000000,0.00771548,2.36980239,1.55090453,1.45989107
-5.83791896,3.12744281,0.03601468,0.00000000,0.00800756,2.36888998,1.56822867,1.45082171
-5.83191596,3.11025357,0.03642251,0.00000000,0.00827325,2.35885105,1.57944802,1.43657519
-5.82591296,3.08251125,0.03674685,0.00000000,0.00850738,2.33975645,1.58431701,1.41730412
-5.81990995,3.04442656,0.03697576,0.00000000,0.00870505,2.31178084,1.58266485,1.39321965
-5.81390695,2.99632443,0.03709932,0.00000000,0.00886186,2.27520019,1.57440313,1.36458719
-5.80790395,2.93864399,0.03711023,0.00000000,0.00897403,2.23038862,1.55953244,1.33172183
-5.80190095,2.87193800,0.03700432,0.00000000,0.00903861,2.17781468,1.53814751,1.29498396
-5.79589795,2.79687145,0.03678089,0.00000000,0.00905354,2.11803701,1.51044043,1.25477490
-5.78989495,2.71421887,0.03644302,0.00000000,0.00901782,2.05169929,1.47670189,1.21153267
-5.78389195,2.62486015,0.03599763,0.00000000,0.00893154,1.97952438,1.43731995,1.16572792
-5.77788894,2.52977430,0.03545542,0.00000000,0.00879590,1.90230759,1.39277634,1.11785984
-5.77188594,2.43003102,0.03483065,0.00000000,0.00861321,1.82090883,1.34364025,1.06845203
-5.76588294,2.32677975,0.03414078,0.00000000,0.00838684,1.73624364,1.29055955,1.01804808
-5.75987994,2.22123609,0.03340593,0.00000000,0.00812111,1.64927303,1.23424981,0.96720698
-5.75387694,2.11466575,0.03264823,0.00000000,0.00782117,1.56099223,1.17548131,0.91649790
-5.74787394,2.00836614,0.03189110,0.00000000,0.00749282,1.47241840,1.11506447,0.86649475
-5.74187094,1.90364603,0.03115840,0.00000000,0.00714236,1.38457742,1.05383417,0.81777006
-5.73586793,1.80180376,0.03047365,0.00000000,0.00677639,1.29849022,0.99263349,0.77088849
-5.72986493,1.70410463,0.02985914,0.00000000,0.00640157,1.21515860,0.93229740,0.72639993
-5.72386193,1.61175820,0.02933517,0.00000000,0.00602447,1.13555115,0.87363700,0.68483235
-5.71785893,1.52589608,0.02891931,0.00000000,0.00565138,1.06058934,0.81742465,0.64668443
-5.71185593,1.44755115,0.02862580,0.00000000,0.00528814,0.99113430,0.76438058,0.61241821
-5.70585293,1.37763862,0.02846509,0.00000000,0.00493997,0.92797423,0.71516123,0.58245190
-5.69984992,1.31693964,0.02844350,0.00000000,0.00461142,0.87181299,0.67034966,0.55715294
-5.69384692,1.26608791,0.02856312,0.00000000,0.00430626,0.82325973,0.63044799,0.53683146
-5.68784392,1.22555948,0.02882182,0.00000000,0.00402743,0.78281992,0.59587219,0.52173432
-5.68184092,1.19566604,0.02921350,0.00000000,0.00377704,0.75088759,0.56694896,0.51203975
-5.67583792,1.17655175,0.02972847,0.00000000,0.00355640,0.72773901,0.54391467,0.50785270
-5.66983492,1.16819337,0.03035405,0.00000000,0.00336606,0.71352782,0.52691621,0.50920114
-5.66383192,1.17040367,0.03107520,0.00000000,0.00320588,0.70828150,0.51601341,0.51603308
-5.65782891,1.18283789,0.03187535,0.00000000,0.00307509,0.71189933,0.51118295,0.52821476
-5.65182591,1.20500269,0.03273725,0.00000000,0.00297246,0.72415200,0.51232335,0.54552984
-5.64582291,1.23626766,0.03364384,0.00000000,0.00289635,0.74468275,0.51926092,0.56767991
-5.63981991,1.27587861,0.03457914,0.00000000,0.00284482,0.77301038,0.53175632,0.59428629
-5.63381691,1.32297275,0.03552908,0.00000000,0.00281577,0.80853426,0.54951172,0.62489333
-5.62781391,1.37659515,0.03648216,0.00000000,0.00280701,0.85054143,0.57217813,0.65897334
-5.62181091,1.43571631,0.03743014,0.00000000,0.00281635,0.89821595,0.59936307,0.69593321
-5.61580790,1.49925062,0.03836841,0.00000000,0.00284168,0.95065077,0.63063811,0.73512280
-5.60980490,1.56607542,0.03929626,0.00000000,0.00288104,1.00686182,0.66554656,0.77584513
-5.60380190,1.63505035,0.04021699,0.00000000,0.00293261,1.06580468,0.70361081,0.81736822
-5.59779890,1.70503684,0.04113774,0.00000000,0.00299477,1.12639318,0.74433965,0.85893859
-5.59179590,1.77491732,0.04206917,0.00000000,0.00306612,1.18752006,0.78723510,0.89979600
-5.58579290,1.84361390,0.04302497,0.00000000,0.00314544,1.24807888,0.83179893,0.93918917
-5.57978989,1.91010613,0.04402120,0.00000000,0.00323165,1.30698682,0.87753869,0.97639213
-5.57378689,1.97344748,0.04507543,0.00000000,0.00332385,1.36320771,0.92397308,1.01072057
-5.56778389,2.03278009,0.04620591,0.00000000,0.00342120,1.41577437,0.97063679,1.04154776
-5.56178089,2.08734753,0.04743058,0.00000000,0.00352293,1.46380972,1.01708459,1.06831932
-5.55577789,2.13650514,0.04876604,0.00000000,0.00362828,1.50654577,1.06289462,1.09056654
-5.54977489,2.17972761,0.05022666,0.00000000,0.00373644,1.54333978,1.10767116,1.10791740
-5.54377189,2.21661385,0.05182361,0.00000000,0.00384653,1.57368719,1.15104650,1.12010515
-5.53776888,2.24688870,0.05356407,0.00000000,0.00395755,1.59723063,1.19268242,1.12697385
-5.53176588,2.27040190,0.05545053,0.00000000,0.00406838,1.61376485,1.23227102,1.12848086
-5.52576288,2.28712407,0.05748028,0.00000000,0.00417775,1.62323755,1.26953537,1.12469608
-5.51975988,2.29714029,0.05964505,0.00000000,0.00428424,1.62574604,1.30422978,1.11579801
-5.51375688,2.30064141,0.06193083,0.00000000,0.00438629,1.62153004,1.33614018,1.10206689
-5.50775388,2.29791364,0.06431792,0.00000000,0.00448224,1.61096114,1.36508445,1.08387520
-5.50175088,2.28932677,0.06678117,0.00000000,0.00457034,1.59452917,1.39091296,1.06167590
-5.49574787,2.27532165,0.06929037,0.00000000,0.00464880,1.57282640,1.41350925,1.03598900
-5.48974487,2.25639721,0.07181091,0.00000000,0.00471586,1.54652991,1.43279095,1.00738685
-5.48374187,2.23309757,0.07430449,0.00000000,0.00476981,1.51638288,1.44871076,0.97647887
-5.47773887,2.20599945,0.07673004,0.00000000,0.00480907,1.48317538,1.46125739,0.94389603
-5.47173587,2.17570019,0.07904476,0.00000000,0.00483226,1.44772513,1.47045635,0.91027565
-5.46573287,2.14280652,0.08120522,0.00000000,0.00483822,1.41085862,1.47637025,0.87624693
-5.45972986,2.10792410,0.08316847,0.00000000,0.00482610,1.37339307,1.47909852,0.84241752
-5.45372686,2.07164787,0.08489331,0.00000000,0.00479537,1.33611932,1.47877628,0.80936128
-5.44772386,2.03455315,0.08634137,0.00000000,0.00474590,1.29978599,1.47557216,0.77760753
-5.44172086,1.99718742,0.08747829,0.00000000,0.00467793,1.26508496,1.46968505,0.74763186
-5.43571786,1.96006272,0.08827477,0.00000000,0.00459213,1.23263841,1.46133966,0.71984852
-5.42971486,1.92364871,0.08870751,0.00000000,0.00448958,1.20298742,1.45078096,0.69460441
-5.42371186,1.88836631,0.08876003,0.00000000,0.00437180,1.17658236,1.43826777,0.67217475
-5.41770885,1.85458220,0.08842331,0.00000000,0.00424067,1.15377526,1.42406552,0.65276035
-5.41170585,1.82260410,0.08769631,0.00000000,0.00409849,1.13481433,1.40843873,0.63648657
-5.40570285,1.79267735,0.08658620,0.00000000,0.00394790,1.11984073,1.39164346,0.62340381
-5.39969985,1.76498275,0.08510844,0.00000000,0.00379186,1.10888808,1.37392023,0.61348973
-5.39369685,1.73963616,0.08328662,0.00000000,0.00363360,1.10188464,1.35548779,0.60665308
-5.38769385,1.71668987,0.08115206,0.00000000,0.00347661,1.09865844,1.33653815,0.60273910
-5.38169085,1.69613608,0.07874323,0.00000000,0.00332459,1.09894531,1.31723320,0.60153644
-5.37568784,1.67791240,0.07610490,0.00000000,0.00318136,1.10239991,1.29770317,0.60278558
-5.36968484,1.66190941,0.07328717,0.00000000,0.00305091,1.10860933,1.27804701,0.60618837
-5.36368184,1.64797995,0.07034425,0.00000000,0.00293726,1.11710904,1.25833481,0.61141866
-5.35767884,1.63594982,0.06733320,0.00000000,0.00284449,1.12740068,1.23861188,0.61813352
-5.35167584,1.62562945,0.06431249,0.00000000,0.00277665,1.13897088,1.21890444,0.62598481
-5.34567284,1.61682571,0.06134050,0.00000000,0.00273775,1.15131051,1.19922641,0.63463057
-5.33966983,1.60935339,0.05847405,0.00000000,0.00273168,1.16393336,1.17958670,0.64374577
-5.33366683,1.60304544,0.05576693,0.00000000,0.00276218,1.17639338,1.15999676,0.65303205
-5.32766383,1.59776124,0.05326843,0.00000000,0.00283278,1.18829967,1.14047738,0.66222582
-5.32166083,1.59339251,0.05102209,0.00000000,0.00294674,1.19932836,1.12106460,0.67110449
-5.31565783,1.58986600,0.04906453,0.00000000,0.00310698,1.20923081,1.10181396,0.67949049
-5.30965483,1.58714292,0.04742443,0.00000000,0.00331605,1.21783761,1.08280279,0.68725279
-5.30365183,1.58521503,0.04612181,0.00000000,0.00357600,1.22505820,1.06413030,0.69430598
-5.29764882,1.58409730,0.04516748,0.00000000,0.00388835,1.23087619,1.04591539,0.70060694
-5.29164582,1.58381787,0.04456276,0.00000000,0.00425403,1.23534055,1.02829211,0.70614927
-5.28564282,1.58440567,0.04429950,0.00000000,0.00467325,1.23855342,1.01140319,0.71095592
-5.27963982,1.58587674,0.04436035,0.00000000,0.00514550,1.24065502,0.99539184,0.71507050
-5.27363682,1.58822002,0.04471926,0.00000000,0.00566941,1.24180689,0.98039248,0.71854766
-5.26763382,1.59138374,0.04534230,0.00000000,0.00624278,1.24217425,0.96652085,0.72144340
-5.26163082,1.59526350,0.04618868,0.00000000,0.00686245,1.24190873,0.95386430,0.72380566
-5.25562781,1.59969278,0.04721197,0.00000000,0.00752432,1.24113245,0.94247282,0.72566603
