energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.57978989,6.18189074,0.09901128,0.47817900,0.02369264,1.70367458,2.01885879,0.25933284,3.08040995
-5.57378689,5.90096294,0.09419722,0.45804941,0.02162279,1.63076029,1.90931916,0.24921747,2.95199672
-5.56778389,5.60295308,0.08914977,0.43635166,0.01969162,1.55222160,1.79752305,0.23811741,2.81286679
-5.56178089,5.29101937,0.08392196,0.41333493,0.01789402,1.46901468,1.68426911,0.22617391,2.66476039
-5.55577789,4.96857230,0.07856952,0.38927185,0.01622439,1.38216786,1.57041061,0.21354269,2.50955939
-5.54977489,4.63918162,0.07314953,0.36445078,0.01467700,1.29275418,1.45683359,0.20038939,2.34923546
-5.54377189,4.30647963,0.06771899,0.33916772,0.01324627,1.20186294,1.34443369,0.18688483,2.18579645
-5.53776888,3.97406509,0.06233354,0.31371820,0.01192694,1.11057159,1.23409294,0.17320021,2.02123333
-5.53176588,3.64541194,0.05704616,0.28838942,0.01071428,1.01991919,1.12665744,0.15950249,1.85747005
-5.52576288,3.32378652,0.05190614,0.26345313,0.00960415,0.93088234,1.02291713,0.14595025,1.69631807
-5.51975988,3.01217637,0.04695811,0.23915936,0.00859305,0.84435459,0.92358837,0.13268991,1.53943732
-5.51375688,2.71323304,0.04224139,0.21573126,0.00767818,0.76112994,0.82930009,0.11985276,1.38830492
-5.50775388,2.42923036,0.03778949,0.19336128,0.00685745,0.68189083,0.74058389,0.10755260,1.24419210
-5.50175088,2.16203890,0.03362987,0.17220860,0.00612939,0.60720086,0.65786847,0.09588423,1.10815008
-5.49574787,1.91311635,0.02978396,0.15239796,0.00549321,0.53750203,0.58147812,0.08492265,0.98100434
-5.48974487,1.68351296,0.02626731,0.13401965,0.00494876,0.47311642,0.51163532,0.07472301,0.86335706
-5.48374187,1.47389033,0.02309001,0.11713082,0.00449644,0.41425158,0.44846687,0.06532122,0.75559668
-5.47773887,1.28455161,0.02025715,0.10175755,0.00413726,0.36100926,0.39201308,0.05673512,0.65791352
-5.47173587,1.11548059,0.01776952,0.08789792,0.00387274,0.31339661,0.34223933,0.04896615,0.57032012
-5.46573287,0.96638710,0.01562421,0.07552549,0.00370490,0.27133919,0.29904931,0.04200126,0.49267497
-5.45972986,0.83675615,0.01381538,0.06459330,0.00363620,0.23469493,0.26229933,0.03581516,0.42470814
-5.45372686,0.72589833,0.01233495,0.05503788,0.00366946,0.20326846,0.23181287,0.03037259,0.36604756
-5.44772386,0.63299922,0.01117320,0.04678341,0.00380780,0.17682505,0.20739485,0.02563065,0.31624483
-5.44172086,0.55716602,0.01031939,0.03974557,0.00405443,0.15510369,0.18884515,0.02154097,0.27479936
-5.43571786,0.49746986,0.00976221,0.03383519,0.00441260,0.13782886,0.17597094,0.01805178,0.24118033
-5.42971486,0.45298270,0.00949013,0.02896145,0.00488532,0.12472072,0.16859748,0.01510979,0.21484564
-5.42371186,0.42280835,0.00949168,0.02503469,0.00547517,0.11550343,0.16657737,0.01266168,0.19525770
-5.41770885,0.40610710,0.00975552,0.02196866,0.00618405,0.10991176,0.16979803,0.01065550,0.18189583
-5.41170585,0.40211436,0.01027053,0.01968233,0.00701291,0.10769580,0.17818755,0.00904165,0.17426543
-5.40570285,0.41015343,0.01102569,0.01810125,0.00796145,0.10862405,0.19171894,0.00777368,0.17190403
-5.39969985,0.42964314,0.01200998,0.01715843,0.00902785,0.11248501,0.21041288,0.00680879,0.17438463
-5.39369685,0.46010092,0.01321218,0.01679489,0.01020852,0.11908759,0.23433911,0.00610816,0.18131674
-5.38769385,0.50114209,0.01462067,0.01695981,0.01149786,0.12826050,0.26361660,0.00563706,0.19234558
-5.38169085,0.55247605,0.01622319,0.01761046,0.01288810,0.13985086,0.29841239,0.00536478,0.20714986
-5.37568784,0.61389984,0.01800669,0.01871189,0.01436915,0.15372247,0.33893925,0.00526454,0.22543873
-5.36968484,0.68528964,0.01995716,0.02023638,0.01592863,0.16975358,0.38545194,0.00531318,0.24694804
-5.36368184,0.76659039,0.02205953,0.02216285,0.01755188,0.18783467,0.43824190,0.00549088,0.27143644
-5.35767884,0.85780355,0.02429767,0.02447603,0.01922214,0.20786608,0.49763013,0.00578080,0.29868146
-5.35167584,0.95897297,0.02665437,0.02716565,0.02092077,0.22975567,0.56395790,0.00616871,0.32847570
-5.34567284,1.07016861,0.02911146,0.03022539,0.02262762,0.25341640,0.63757500,0.00664262,0.36062315
-5.33966983,1.19146776,0.03164996,0.03365192,0.02432145,0.27876389,0.71882528,0.00719239,0.39493568
-5.33366683,1.32293356,0.03425029,0.03744370,0.02598040,0.30571375,0.80802908,0.00780942,0.43122960
-5.32766383,1.46459042,0.03689241,0.04159980,0.02758255,0.33417874,0.90546269,0.00848625,0.46932209
-5.32166083,1.61639652,0.03955611,0.04611861,0.02910646,0.36406551,1.01133481,0.00921627,0.50902753
-5.31565783,1.77821336,0.04222114,0.05099647,0.03053175,0.39527103,1.12576041,0.00999339,0.55015344
-5.30965483,1.94977304,0.04486744,0.05622630,0.03183964,0.42767865,1.24873255,0.01081181,0.59249617
-5.30365183,2.13064417,0.04747521,0.06179615,0.03301340,0.46115370,1.38009329,0.01166570,0.63583621
-5.29764882,2.32019766,0.05002499,0.06768791,0.03403879,0.49553908,1.51950461,0.01254899,0.67993329
-5.29164582,2.51757405,0.05249770,0.07387593,0.03490434,0.53065071,1.66642117,0.01345516,0.72452147
-5.28564282,2.72165451,0.05487456,0.08032597,0.03560156,0.56627333,1.82006636,0.01437706,0.76930445
-5.27963982,2.93103762,0.05713707,0.08699426,0.03612505,0.60215685,1.97941363,0.01530680,0.81395159
-5.27363682,3.14402425,0.05926686,0.09382690,0.03647245,0.63801373,2.14317488,0.01623562,0.85809486
-5.26763382,3.35861282,0.06124565,0.10075960,0.03664434,0.67351771,2.30979777,0.01715388,0.90132745
-5.26163082,3.57250699,0.06305518,0.10771792,0.03664398,0.70830418,2.47747326,0.01805106,0.94320412
-5.25562781,3.78313715,0.06467719,0.11461786,0.03647701,0.74197266,2.64415470,0.01891586,0.98324402
-5.24962481,3.98769686,0.06609350,0.12136711,0.03615114,0.77409145,2.80758897,0.01973635,1.02093595
-5.24362181,4.18319416,0.06728617,0.12786666,0.03567569,0.80420465,2.96535963,0.02050014,1.05574641
-5.23761881,4.36651736,0.06823777,0.13401298,0.03506125,0.83184142,3.11494152,0.02119467,1.08713025
-5.23161581,4.53451339,0.06893174,0.13970058,0.03431926,0.85652737,3.25376521,0.02180754,1.11454385
-5.22561281,4.68407637,0.06935285,0.14482496,0.03346169,0.87779773,3.37928944,0.02232684,1.13746025
-5.21960980,4.81224307,0.06948778,0.14928570,0.03250069,0.89521167,3.48907859,0.02274150,1.15538584
-5.21360680,4.91629115,0.06932565,0.15298975,0.03144839,0.90836735,3.58088227,0.02304175,1.16787769
-5.20760380,4.99383584,0.06885869,0.15585457,0.03031670,0.91691684,3.65271322,0.02321939,1.17456083
-5.20160080,5.04292042,0.06808280,0.15781118,0.02911716,0.92058017,3.70292013,0.02326821,1.17514435
-5.19559780,5.06209585,0.06699806,0.15880675,0.02786092,0.91915786,3.73025171,0.02318420,1.16943577
-5.18959480,5.05048539,0.06560917,0.15880676,0.02655867,0.91254108,3.73390872,0.02296584,1.15735240
-5.18359180,5.00783085,0.06392576,0.15779655,0.02522068,0.90071886,3.71358148,0.02261417,1.13892933
-5.17758879,4.93451751,0.06196243,0.15578218,0.02385683,0.88378202,3.66947054,0.02213288,1.11432326
-5.17158579,4.83157641,0.05973875,0.15279054,0.02247665,0.86192333,3.60228957,0.02152823,1.08381198
-5.16558279,4.70066345,0.05727896,0.14886869,0.02108937,0.83543390,3.51325001,0.02080892,1.04778925
-5.15957979,4.54401614,0.05461155,0.14408250,0.01970391,0.80469596,3.40402829,0.01998585,1.00675543
-5.15357679,4.36438986,0.05176856,0.13851458,0.01832893,0.77017221,3.27671690,0.01907182,0.96130403
-5.14757379,4.16497675,0.04878488,0.13226168,0.01697278,0.73239238,3.13376183,0.01808111,0.91210498
-5.14157079,3.94931072,0.04569732,0.12543164,0.01564346,0.69193742,2.97788907,0.01702912,0.85988523
-5.13556778,3.72116323,0.04254366,0.11814000,0.01434856,0.64942239,2.81202372,0.01593184,0.80540775
-5.12956478,3.48443427,0.03936165,0.11050647,0.01309515,0.60547840,2.63920506,0.01480547,0.74944975
-5.12356178,3.24304326,0.03618806,0.10265147,0.01188971,0.56073486,2.46250127,0.01366592,0.69278119
-5.11755878,3.00082430,0.03305776,0.09469277,0.01073803,0.51580248,2.28492722,0.01252841,0.63614445
-5.11155578,2.76142969,0.03000291,0.08674238,0.00964508,0.47125784,2.10936816,0.01140711,0.58023597
-5.10555278,2.52824492,0.02705226,0.07890395,0.00861495,0.42763008,1.93851198,0.01031481,0.52569066
-5.09954977,2.30431762,0.02423069,0.07127060,0.00765080,0.38539013,1.77479179,0.00926272,0.47306927
-5.09354677,2.09230199,0.02155877,0.06392321,0.00675480,0.34494274,1.62034019,0.00826028,0.42284938
-5.08754377,1.89441945,0.01905263,0.05692942,0.00592813,0.30662143,1.47695562,0.00731505,0.37541988
-5.08154077,1.71243537,0.01672388,0.05034306,0.00517098,0.27068631,1.34608093,0.00643275,0.33107889
-5.07553777,1.54765101,0.01457981,0.04420415,0.00448265,0.23732460,1.22879356,0.00561724,0.29003501
-5.06953477,1.40090935,0.01262355,0.03853941,0.00386153,0.20665358,1.12580622,0.00487066,0.25241134
-5.06353177,1.27261293,0.01085453,0.03336306,0.00330530,0.17872552,1.03747708,0.00419358,0.21825195
-5.05752876,1.16275165,0.00926886,0.02867807,0.00281094,0.15353430,0.96382774,0.00358513,0.18753023
-5.05152576,1.07093842,0.00785987,0.02447756,0.00237494,0.13102318,0.90456765,0.00304330,0.16015856
-5.04552276,0.99645060,0.00661860,0.02074636,0.00199334,0.11109322,0.85912349,0.00256507,0.13599866
-5.03951976,0.93827524,0.00553439,0.01746270,0.00166193,0.09361218,0.82667212,0.00214665,0.11487239
-5.03351676,0.89515646,0.00459532,0.01459983,0.00137633,0.07842319,0.80617606,0.00178374,0.09657223
-5.02751376,0.86564368,0.00378877,0.01212762,0.00113211,0.06535324,0.79642039,0.00147165,0.08087132
-5.02151076,0.84813953,0.00310176,0.01001408,0.00092490,0.05422103,0.79605045,0.00120555,0.06753268
-5.01550775,0.84094656,0.00252140,0.00822672,0.00075045,0.04484406,0.80360961,0.00098056,0.05631739
-5.00950475,0.84231241,0.00203512,0.00673374,0.00060473,0.03704500,0.81757683,0.00079192,0.04699177
-5.00350175,0.85047270,0.00163099,0.00550513,0.00048394,0.03065718,0.83640338,0.00063508,0.03933336
-4.99749875,0.86369177,0.00129784,0.00451354,0.00038460,0.02552928,0.85854868,0.00050579,0.03313581
-4.99149575,0.88030072,0.00102541,0.00373512,0.00030354,0.02152930,0.88251473,0.00040012,0.02821279
-4.98549275,0.89873271,0.00080441,0.00315009,0.00023793,0.01854797,0.90687879,0.00031454,0.02440101
-4.97948974,0.91755533,0.00062657,0.00274338,0.00018523,0.01650160,0.93032402,0.00024591,0.02156250
-4.97348674,0.93549968,0.00048460,0.00250506,0.00014325,0.01533456,0.95166738,0.00019148,0.01958629
-4.96748374,0.95148585,0.00037217,0.00243081,0.00011009,0.01502158,0.96988444,0.00014891,0.01838961
-4.96148074,0.96464450,0.00028384,0.00252231,0.00008414,0.01556979,0.98413048,0.00011626,0.01791884
-4.95547774,0.97433410,0.00021503,0.00278763,0.00006405,0.01702076,0.99375727,0.00009197,0.01815021
-4.94947474,0.98015337,0.00016187,0.00324159,0.00004868,0.01945234,0.99832515,0.00007481,0.01909034
-4.94347174,0.98194879,0.00012117,0.00390611,0.00003713,0.02298059,0.99760982,0.00006396,0.02077678
-4.93746873,0.97981668,0.00009032,0.00481055,0.00002866,0.02776140,0.99160384,0.00005894,0.02327839
-4.93146573,0.97409985,0.00006723,0.00599195,0.00002272,0.03399196,0.98051235,0.00005962,0.02669565
-4.92546273,0.96537872,0.00005021,0.00749525,0.00001890,0.04191179,0.96474342,0.00006631,0.03116089
-4.91945973,0.95445707,0.00003796,0.00937340,0.00001691,0.05180320,0.94489304,0.00007970,0.03683815
-4.91345673,0.94234261,0.00002947,0.01168723,0.00001661,0.06399095,0.92172525,0.00010099,0.04392283
-4.90745373,0.93022278,0.00002400,0.01450523,0.00001796,0.07884083,0.89614803,0.00013189,0.05264077
-4.90145073,0.91943640,0.00002103,0.01790306,0.00002103,0.09675702,0.86918565,0.00017476,0.06324682
-4.89544772,0.91144154,0.00002021,0.02196271,0.00002601,0.11817792,0.84194825,0.00023269,0.07602264
-4.88944472,0.90778049,0.00002137,0.02677142,0.00003323,0.14357025,0.81559966,0.00030959,0.09127361
-4.88344172,0.91004262,0.00002448,0.03242018,0.00004310,0.17342138,0.79132429,0.00041037,0.10932496
-4.87743872,0.91982561,0.00002961,0.03900196,0.00005623,0.20822968,0.77029394,0.00054105,0.13051670
-4.87143572,0.93869627,0.00003699,0.04660947,0.00007332,0.24849301,0.75363560,0.00070892,0.15519770
-4.86543272,0.96815135,0.00004693,0.05533266,0.00009529,0.29469544,0.74240074,0.00092275,0.18371875
-4.85942971,1.00957947,0.00005989,0.06525592,0.00012320,0.34729246,0.73753708,0.00119283,0.21642467
-4.85342671,1.06422482,0.00007642,0.07645504,0.00015833,0.40669496,0.73986328,0.00153125,0.25364576
-4.84742371,1.13315343,0.00009719,0.08899406,0.00020218,0.47325262,0.75004717,0.00195189,0.29568865
-4.84142071,1.21722285,0.00012301,0.10292210,0.00025647,0.54723704,0.76858795,0.00247058,0.34282692
-4.83541771,1.31705595,0.00015481,0.11827027,0.00032314,0.62882551,0.79580268,0.00310510,0.39529162
-4.82941471,1.43301960,0.00019365,0.13504888,0.00040439,0.71808594,0.83181744,0.00387515,0.45326225
-4.82341171,1.56520880,0.00024072,0.15324500,0.00050267,0.81496380,0.87656320,0.00480221,0.51685817
-4.81740870,1.71343691,0.00029736,0.17282048,0.00062064,0.91927163,0.92977661,0.00590939,0.58613120
-4.81140570,1.87723232,0.00036504,0.19371072,0.00076119,1.03068187,0.99100576,0.00722105,0.66105927
-4.80540270,2.05584195,0.00044539,0.21582408,0.00092741,1.14872342,1.05962073,0.00876246,0.74154169
-4.79939970,2.24824150,0.00054015,0.23904213,0.00112253,1.27278236,1.13482874,0.01055919,0.82739604
-4.79339670,2.45315259,0.00065122,0.26322072,0.00134990,1.40210700,1.21569374,0.01263654,0.91835693
-4.78739370,2.66906624,0.00078067,0.28819189,0.00161297,1.53581715,1.30115979,0.01501875,1.01407666
-4.78139070,2.89427228,0.00093070,0.31376662,0.00191516,1.67291767,1.39007785,0.01772821,1.11412778
-4.77538769,3.12689399,0.00110368,0.33973824,0.00225988,1.81231556,1.48123516,0.02078455,1.21800750
-4.76938469,3.36492689,0.00130219,0.36588647,0.00265041,1.95284028,1.57338650,0.02420379,1.32514384
-4.76338169,3.60628097,0.00152901,0.39198195,0.00308987,2.09326658,1.66528645,0.02799739,1.43490351
-4.75737869,3.84882488,0.00178721,0.41779110,0.00358117,2.23233887,1.75572169,0.03217149,1.54660112
-4.75137569,4.09043137,0.00208015,0.44308110,0.00412696,2.36879660,1.84354241,0.03672613,1.65950989
-4.74537269,4.32902245,0.00241160,0.46762490,0.00472956,2.50139951,1.92769196,0.04165477,1.77287343
-4.73936968,4.56261368,0.00278580,0.49120611,0.00539101,2.62895228,2.00723381,0.04694387,1.88591862
-4.73336668,4.78935630,0.00320756,0.51362349,0.00611300,2.75032763,2.08137515,0.05257285,1.99786937
-4.72736368,5.00757659,0.00368239,0.53469517,0.00689692,2.86448753,2.14948642,0.05851422,2.10796112
-4.72136068,5.21581171,0.00421658,0.55426230,0.00774386,2.97050187,2.21111643,0.06473406,2.21545589
-4.71535768,5.41284136,0.00481737,0.57219211,0.00865468,3.06756443,2.26600259,0.07119278,2.31965774
-4.70935468,5.59771476,0.00549307,0.58838043,0.00963003,3.15500583,2.31407622,0.07784614,2.41992815
-4.70335168,5.76977240,0.00625313,0.60275351,0.01067042,3.23230338,2.35546290,0.08464659,2.51570124
-4.69734867,5.92866198,0.00710831,0.61526920,0.01177626,3.29908777,2.39047793,0.09154465,2.60649806
-4.69134567,6.07434809,0.00807067,0.62591748,0.01294792,3.35514660,2.41961716,0.09849060,2.69193966
-4.68534267,6.20711487,0.00915371,0.63472024,0.01418577,3.40042471,2.44354351,0.10543605,2.77175812
-4.67933967,6.32756112,0.01037225,0.64173048,0.01549015,3.43502133,2.46306943,0.11233553,2.84580501
-4.67333667,6.43658728,0.01174246,0.64703071,0.01686140,3.45918407,2.47913576,0.11914797,2.91405643
-4.66733367,6.53537362,0.01328171,0.65073069,0.01829980,3.47329971,2.49278739,0.12583789,2.97661414
-4.66133067,6.62534934,0.01500836,0.65296451,0.01980550,3.47788188,2.50514611,0.13237629,3.03370211
-4.65532766,6.70815249,0.01694156,0.65388687,0.02137841,3.47355562,2.51738111,0.13874119,3.08565819
-4.64932466,6.78558086,0.01910089,0.65366877,0.02301808,3.46103909,2.53067770,0.14491774,3.13292067
-4.64332166,6.85953453,0.02150602,0.65249257,0.02472359,3.44112261,2.54620460,0.15089789,3.17600986
-4.63731866,6.93195124,0.02417627,0.65054652,0.02649334,3.41464553,2.56508076,0.15667965,3.21550519
-4.63131566,7.00473628,0.02713011,0.64801886,0.02832494,3.38247151,2.58834202,0.16226592,3.25201839
-4.62531266,7.07968904,0.03038469,0.64509173,0.03021505,3.34546285,2.61690868,0.16766306,3.28616391
-4.61930965,7.15842893,0.03395532,0.64193499,0.03215928,3.30445491,2.65155480,0.17287917,3.31852785
-4.61330665,7.24232360,0.03785489,0.63870029,0.03415206,3.26023148,2.69288011,0.17792224,3.34963687
-4.60730365,7.33242275,0.04209343,0.63551554,0.03618663,3.21350227,2.74128551,0.18279830,3.37992865
-4.60130065,7.42940068,0.04667754,0.63248012,0.03825503,3.16488345,2.79695318,0.18750966,3.40972560
-4.59529765,7.53351066,0.05161003,0.62966098,0.04034813,3.11488237,2.85983219,0.19205332,3.43921326
-4.58929465,7.64455379,0.05688945,0.62709004,0.04245572,3.06388708,2.92963038,0.19641979,3.46842480
-4.58329165,7.76186450,0.06250978,0.62476286,0.04456665,3.01216151,3.00581311,0.20059217,3.49723256
-4.57728864,7.88431395,0.06846017,0.62263885,0.04666898,2.95984640,3.08760933,0.20454579,3.52534735
-4.57128564,8.01033197,0.07472468,0.62064303,0.04875013,2.90696623,3.17402502,0.20824833,3.55232579
-4.56528264,8.13794706,0.08128222,0.61866937,0.05079714,2.85344166,3.26386392,0.21166031,3.57758534
-4.55927964,8.26484318,0.08810638,0.61658546,0.05279678,2.79910699,3.35575495,0.21473625,3.60042656
-4.55327664,8.38843110,0.09516553,0.61423858,0.05473579,2.74373168,3.44818563,0.21742604,3.62006136
-4.54727364,8.50593138,0.10242278,0.61146268,0.05660097,2.68704478,3.53954034,0.21967676,3.63564594
-4.54127064,8.61446553,0.10983619,0.60808606,0.05837936,2.62876096,3.62814225,0.22143475,3.64631689
-4.53526763,8.71115124,0.11735892,0.60393945,0.06005828,2.56860667,3.71229733,0.22264773,3.65122837
-4.52926463,8.79319784,0.12493950,0.59886399,0.06162541,2.50634522,3.79033894,0.22326708,3.64958885
-4.52326163,8.85799765,0.13252222,0.59271878,0.06306883,2.44179912,3.86067138,0.22324993,3.64069548
-4.51725863,8.90320987,0.14004750,0.58538771,0.06437704,2.37486893,3.92181093,0.22256113,3.62396457
-4.51125563,8.92683338,0.14745248,0.57678515,0.06553895,2.30554732,3.97242288,0.22117498,3.59895681
-4.50525263,8.92726600,0.15467166,0.56686017,0.06654394,2.23392796,4.01135349,0.21907661,3.56539629
-4.49924962,8.90334835,0.16163763,0.55559939,0.06738187,2.16020882,4.03765581,0.21626290,3.52318264
-4.49324662,8.85439117,0.16828195,0.54302795,0.06804318,2.08468976,4.05060882,0.21274313,3.47239597
