energy_ev,total_up,Bi_p_up,Bi_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,4.67946265,1.04710359,0.04590050,1.66278635,3.39082468,0.27738144,0.00000000
-5.99399700,4.65426940,1.02364248,0.04563265,1.66259630,3.38773824,0.27302449,0.00000000
-5.98799400,4.61922109,0.99927203,0.04527439,1.65980997,3.37618630,0.26783205,0.00000000
-5.98199100,4.57438040,0.97416416,0.04482591,1.65430289,3.35610444,0.26184737,0.00000000
-5.97598799,4.51986652,0.94846397,0.04428766,1.64594962,3.32751281,0.25512146,0.00000000
-5.96998499,4.45586957,0.92229068,0.04366062,1.63463309,3.29052672,0.24771237,0.00000000
-5.96398199,4.38266394,0.89573978,0.04294646,1.62025464,3.24536477,0.23968438,0.00000000
-5.95797899,4.30061973,0.86888614,0.04214774,1.60274430,3.19235393,0.23110721,0.00000000
-5.95197599,4.21021117,0.84178778,0.04126804,1.58207055,3.13193096,0.22205519,0.00000000
-5.94597299,4.11202137,0.81449020,0.04031208,1.55824910,3.06464003,0.21260641,0.00000000
-5.93996998,4.00674296,0.78703071,0.03928573,1.53135003,2.99112652,0.20284183,0.00000000
-5.93396698,3.89517438,0.75944278,0.03819603,1.50150302,2.91212721,0.19284438,0.00000000
-5.92796398,3.77821194,0.73176003,0.03705110,1.46890028,2.82845723,0.18269808,0.00000000
-5.92196098,3.65683801,0.70401967,0.03586002,1.43379693,2.74099453,0.17248707,0.00000000
-5.91595798,3.53210583,0.67626531,0.03463266,1.39650902,2.65066237,0.16229470,0.00000000
-5.90995498,3.40512156,0.64854901,0.03337950,1.35740891,2.55841085,0.15220257,0.00000000
-5.90395198,3.27702450,0.62093252,0.03211140,1.31691849,2.46519799,0.14228962,0.00000000
-5.89794897,3.14896620,0.59348772,0.03083932,1.27550036,2.37197132,0.13263123,0.00000000
-5.89194597,3.02208919,0.56629630,0.02957418,1.23364735,2.27965045,0.12329832,0.00000000
-5.88594297,2.89750621,0.53944878,0.02832652,1.19187073,2.18911122,0.11435659,0.00000000
-5.87993997,2.77628038,0.51304296,0.02710636,1.15068767,2.10117177,0.10586572,0.00000000
-5.87393697,2.65940701,0.48718196,0.02592299,1.11060823,2.01658069,0.09787877,0.00000000
-5.86793397,2.54779722,0.46197193,0.02478481,1.07212238,1.93600741,0.09044161,0.00000000
