energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.74187094,1.85845837,0.25382860,0.00000000,0.00681944,0.05786545,0.65601145,0.77160888,0.01348915,1.03303576
-5.73586793,1.94269493,0.26183142,0.00000000,0.00723344,0.05576388,0.68010973,0.80856691,0.01357769,1.08807579
-5.72986493,2.02154955,0.26923032,0.00000000,0.00762049,0.05399466,0.70341411,0.84314784,0.01359371,1.13987913
-5.72386193,2.09373241,0.27587705,0.00000000,0.00797358,0.05259883,0.72553588,0.87479583,0.01353586,1.18758654
-5.71785893,2.15806174,0.28163217,0.00000000,0.00828609,0.05161811,0.74610842,0.90300366,0.01340420,1.23039212
-5.71185593,2.21350314,0.28636934,0.00000000,0.00855195,0.05109514,0.76480049,0.92733013,0.01320025,1.26756721
-5.70585293,2.25920508,0.28997935,0.00000000,0.00876590,0.05107371,0.78132859,0.94741581,0.01292690,1.29848263
-5.69984992,2.29452906,0.29237373,0.00000000,0.00892358,0.05159866,0.79546790,0.96299627,0.01258837,1.32262818
-5.69384692,2.31907278,0.29348778,0.00000000,0.00902174,0.05271548,0.80706102,0.97391232,0.01219007,1.33962872
-5.68784392,2.33268537,0.29328283,0.00000000,0.00905831,0.05446957,0.81602433,0.98011652,0.01173847,1.34925600
-5.68184092,2.33547384,0.29174775,0.00000000,0.00903249,0.05690520,0.82235141,0.98167595,0.01124088,1.35143576
-5.67583792,2.32780040,0.28889949,0.00000000,0.00894476,0.06006405,0.82611350,0.97877075,0.01070524,1.34624992
-5.66983492,2.31027081,0.28478277,0.00000000,0.00879690,0.06398353,0.82745679,0.97168878,0.01013993,1.33393370
-5.66383192,2.28371414,0.27946886,0.00000000,0.00859190,0.06869475,0.82659686,0.96081630,0.00955348,1.31486783
-5.65782891,2.24915480,0.27305354,0.00000000,0.00833387,0.07422042,0.82381026,0.94662536,0.00895440,1.28956626
-5.65182591,2.20777801,0.26565429,0.00000000,0.00802793,0.08057259,0.81942372,0.92965811,0.00835093,1.25865987
-5.64582291,2.16089020,0.25740684,0.00000000,0.00768002,0.08775045,0.81380139,0.91050892,0.00775086,1.22287689
-5.63981991,2.10987579,0.24846127,0.00000000,0.00729672,0.09573825,0.80733073,0.88980480,0.00716139,1.18302074
-5.63381691,2.05615224,0.23897773,0.00000000,0.00688507,0.10450348,0.80040737,0.86818508,0.00658894,1.13994627
-5.62781391,2.00112493,0.22912198,0.00000000,0.00645236,0.11399542,0.79341991,0.84628094,0.00603912,1.09453518
-5.62181091,1.94614365,0.21906089,0.00000000,0.00600593,0.12414421,0.78673493,0.82469572,0.00551660,1.04767149
-5.61580790,1.89246234,0.20895809,0.00000000,0.00555301,0.13486044,0.78068301,0.80398656,0.00502514,1.00021799
-5.60980490,1.84120336,0.19896988,0.00000000,0.00510052,0.14603543,0.77554620,0.78464812,0.00456757,0.95299433
-5.60380190,1.79332754,0.18924155,0.00000000,0.00465495,0.15754221,0.77154742,0.76709890,0.00414585,0.90675741
-5.59779890,1.74961101,0.17990418,0.00000000,0.00422229,0.16923724,0.76884232,0.75167062,0.00376112,0.86218476
-5.59179590,1.71062949,0.17107213,0.00000000,0.00380788,0.18096288,0.76751368,0.73860090,0.00341379,0.81986112
-5.58579290,1.67675034,0.16284111,0.00000000,0.00341645,0.19255045,0.76756883,0.72802959,0.00310370,0.78026875
-5.57978989,1.64813269,0.15528708,0.00000000,0.00305207,0.20382407,0.76894002,0.71999872,0.00283016,0.74378154
-5.57378689,1.62473530,0.14846582,0.00000000,0.00271817,0.21460487,0.77148774,0.71445611,0.00259217,0.71066297
-5.56778389,1.60633186,0.14241328,0.00000000,0.00241762,0.22471568,0.77500705,0.71126229,0.00238852,0.68106788
-5.56178089,1.59253299,0.13714670,0.00000000,0.00215280,0.23398594,0.77923654,0.71020080,0.00221789,0.65504791
-5.55577789,1.58281413,0.13266631,0.00000000,0.00192566,0.24225665,0.78386963,0.71099106,0.00207903,0.63256023
-5.54977489,1.57654815,0.12895776,0.00000000,0.00173786,0.24938529,0.78856787,0.71330364,0.00197087,0.61347920
-5.54377189,1.57304145,0.12599498,0.00000000,0.00159089,0.25525038,0.79297574,0.71677721,0.00189258,0.59761055
-5.53776888,1.57157221,0.12374349,0.00000000,0.00148613,0.25975566,0.79673637,0.72103658,0.00184372,0.58470738
-5.53176588,1.57142935,0.12216399,0.00000000,0.00142501,0.26283361,0.79950760,0.72571113,0.00182427,0.57448748
-5.52576288,1.57195056,0.12121608,0.00000000,0.00140909,0.26444821,0.80097782,0.73045294,0.00183467,0.56665130
-5.51975988,1.57255821,0.12086207,0.00000000,0.00144014,0.26459694,0.80088090,0.73495386,0.00187591,0.56089976
-5.51375688,1.57279138,0.12107049,0.00000000,0.00152019,0.26331172,0.79900968,0.73896091,0.00194948,0.55695139
-5.50775388,1.57233304,0.12181948,0.00000000,0.00165163,0.26065897,0.79522747,0.74228934,0.00205740,0.55455794
-5.50175088,1.57103102,0.12309960,0.00000000,0.00183718,0.25673862,0.78947708,0.74483273,0.00220216,0.55351802
-5.49574787,1.56891204,0.12491616,0.00000000,0.00207992,0.25168221,0.78178691,0.74656983,0.00238668,0.55368805
-5.48974487,1.56618794,0.12729077,0.00000000,0.00238328,0.24565011,0.77227399,0.74756761,0.00261427,0.55499021
-5.48374187,1.56325396,0.13026217,0.00000000,0.00275100,0.23882784,0.76114361,0.74798054,0.00288849,0.55741685
-5.47773887,1.56067882,0.13388614,0.00000000,0.00318706,0.23142186,0.74868561,0.74804587,0.00321311,0.56103142
-5.47173587,1.55918694,0.13823453,0.00000000,0.00369560,0.22365470,0.73526735,0.74807523,0.00359193,0.56596551
-5.46573287,1.55963335,0.14339331,0.00000000,0.00428085,0.21575975,0.72132362,0.74844261,0.00402871,0.57241244
-5.45972986,1.56297207,0.14945976,0.00000000,0.00494700,0.20797576,0.70734372,0.74956941,0.00452697,0.58061729
-5.45372686,1.57021924,0.15653879,0.00000000,0.00569811,0.20054133,0.69385618,0.75190689,0.00508992,0.59086403
-5.44772386,1.58241214,0.16473851,0.00000000,0.00653795,0.19368939,0.68141169,0.75591690,0.00572025,0.60346010
-5.44172086,1.60056587,0.17416517,0.00000000,0.00746990,0.18764195,0.67056467,0.76205150,0.00642000,0.61871914
-5.43571786,1.62562916,0.18491764,0.00000000,0.00849681,0.18260513,0.66185432,0.77073247,0.00719040,0.63694253
-5.42971486,1.65844114,0.19708163,0.00000000,0.00962084,0.17876472,0.65578558,0.78233135,0.00803175,0.65840067
-5.42371186,1.69969077,0.21072385,0.00000000,0.01084336,0.17628223,0.65281089,0.79715108,0.00894329,0.68331468
-5.41770885,1.74988051,0.22588637,0.00000000,0.01216482,0.17529163,0.65331322,0.81540980,0.00992305,0.71183936
-5.41170585,1.80929590,0.24258141,0.00000000,0.01358460,0.17589678,0.65759115,0.83722773,0.01096777,0.74404827
-5.40570285,1.87798220,0.26078681,0.00000000,0.01510093,0.17816965,0.66584635,0.86261752,0.01207284,0.77992160
-5.39969985,1.95572925,0.28044243,0.00000000,0.01671076,0.18214935,0.67817420,0.89147866,0.01323224,0.81933738
-5.39369685,2.04206535,0.30144774,0.00000000,0.01840967,0.18784200,0.69455764,0.92359619,0.01443852,0.86206656
-5.38769385,2.13626048,0.32366067,0.00000000,0.02019180,0.19522145,0.71486482,0.95864384,0.01568283,0.90777225
-5.38169085,2.23733917,0.34689811,0.00000000,0.02204977,0.20423090,0.73885040,0.99619152,0.01695498,0.95601327
-5.37568784,2.34410246,0.37093784,0.00000000,0.02397464,0.21478529,0.76616084,1.03571697,0.01824354,1.00625194
-5.36968484,2.45515859,0.39552230,0.00000000,0.02595588,0.22677450,0.79634329,1.07662106,0.01953598,1.05786586
-5.36368184,2.56896125,0.42036388,0.00000000,0.02798137,0.24006740,0.82885801,1.11824634,0.02081886,1.11016335
-5.35767884,2.68385418,0.44515179,0.00000000,0.03003741,0.25451635,0.86309388,1.15989800,0.02207806,1.16240190
-5.35167584,2.79812050,0.46956035,0.00000000,0.03210878,0.26996245,0.89838649,1.20086645,0.02329904,1.21380894
-5.34567284,2.91003507,0.49325837,0.00000000,0.03417884,0.28624105,0.93403830,1.24045077,0.02446713,1.26360414
-5.33966983,3.01791788,0.51591945,0.00000000,0.03622964,0.30318753,0.96934000,1.27798196,0.02556786,1.31102236
-5.33366683,3.12018644,0.53723266,0.00000000,0.03824210,0.32064320,1.00359248,1.31284520,0.02658730,1.35533629
-5.32766383,3.21540534,0.55691342,0.00000000,0.04019621,0.33846095,1.03612852,1.34450017,0.02751240,1.39587799
-5.32166083,3.30233085,0.57471393,0.00000000,0.04207127,0.35651049,1.06633342,1.37249867,0.02833136,1.43205831
-5.31565783,3.37994905,0.59043289,0.00000000,0.04384622,0.37468307,1.09366377,1.39649886,0.02903391,1.46338365
-5.30965483,3.44750576,0.60392390,0.00000000,0.04549995,0.39289523,1.11766372,1.41627553,0.02961166,1.48946929
-5.30365183,3.50452732,0.61510233,0.00000000,0.04701169,0.41109150,1.13797804,1.43172596,0.03005835,1.51004885
-5.29764882,3.55083116,0.62395016,0.00000000,0.04836138,0.42924584,1.15436146,1.44287133,0.03037007,1.52497966
-5.29164582,3.58652589,0.63051861,0.00000000,0.04953014,0.44736162,1.16668404,1.44985337,0.03054541,1.53424374
-5.28564282,3.61200074,0.63492827,0.00000000,0.05050064,0.46547004,1.17493230,1.45292660,0.03058557,1.53794471
-5.27963982,3.62790484,0.63736683,0.00000000,0.05125760,0.48362707,1.17920604,1.45244640,0.03049438,1.53630057
-5.27363682,3.63511705,0.63808414,0.00000000,0.05178813,0.50190870,1.17971115,1.44885338,0.03027827,1.52963299
-5.26763382,3.63470755,0.63738499,0.00000000,0.05208217,0.52040487,1.17674861,1.44265467,0.02994610,1.51835338
-5.26163082,3.62789260,0.63561968,0.00000000,0.05213277,0.53921209,1.17070024,1.43440292,0.02950905,1.50294664
-5.25562781,3.61598439,0.63317270,0.00000000,0.05193641,0.55842510,1.16201171,1.42467376,0.02898028,1.48395294
-5.24962481,3.60033772,0.63045005,0.00000000,0.05149313,0.57812794,1.15117374,1.41404267,0.02837470,1.46194859
-5.24362181,3.58229577,0.62786546,0.00000000,0.05080670,0.59838472,1.13870207,1.40306212,0.02770854,1.43752649
-5.23761881,3.56313704,0.62582616,0.00000000,0.04988457,0.61923070,1.12511720,1.39223989,0.02699899,1.41127706
-5.23161581,3.54402550,0.62471879,0.00000000,0.04873784,0.64066406,1.11092462,1.38201941,0.02626379,1.38377013
-5.22561281,3.52596603,0.62489571,0.00000000,0.04738101,0.66263880,1.09659651,1.37276288,0.02552073,1.35553864
-5.21960980,3.50976683,0.62666261,0.00000000,0.04583171,0.68505941,1.08255550,1.36473781,0.02478728,1.32706450
-5.21360680,3.49601040,0.63026755,0.00000000,0.04411031,0.70777747,1.06916123,1.35810759,0.02408014,1.29876709
-5.20760380,3.48503415,0.63589203,0.00000000,0.04223947,0.73059072,1.05670020,1.35292626,0.02341478,1.27099476
-5.20160080,3.47692156,0.64364444,0.00000000,0.04024360,0.75324466,1.04537931,1.34913791,0.02280514,1.24401947
-5.19559780,3.47150412,0.65355606,0.00000000,0.03814829,0.77543692,1.03532332,1.34658050,0.02226324,1.21803477
-5.18959480,3.46837409,0.66557977,0.00000000,0.03597972,0.79682422,1.02657623,1.34499412,0.02179889,1.19315689
-5.18359180,3.46690744,0.67959169,0.00000000,0.03376404,0.81703191,1.01910654,1.34403316,0.02141951,1.16942910
-5.17758879,3.46629611,0.69539543,0.00000000,0.03152682,0.83566562,1.01281598,1.34328203,0.02112986,1.14682873
-5.17158579,3.46558808,0.71272912,0.00000000,0.02929249,0.85232467,1.00755141,1.34227361,0.02093202,1.12527677
-5.16558279,3.46373372,0.73127472,0.00000000,0.02708385,0.86661666,1.00311919,1.34050984,0.02082531,1.10464945
-5.15957979,3.45963629,0.75066942,0.00000000,0.02492170,0.87817262,0.99930148,1.33748335,0.02080629,1.08479134
-5.15357679,3.45220444,0.77051871,0.00000000,0.02282446,0.88666202,0.99587347,1.33269945,0.02086893,1.06552933
-5.14757379,3.44040452,0.79041061,0.00000000,0.02080802,0.89180688,0.99262095,1.32569735,0.02100470,1.04668692
-5.14157079,3.42331031,0.80993058,0.00000000,0.01888549,0.89339442,0.98935727,1.31606992,0.02120286,1.02809810
-5.13556778,3.40014815,0.82867653,0.00000000,0.01706728,0.89128757,0.98593891,1.30348099,0.02145074,1.00962038
-5.12956478,3.37033537,0.84627342,0.00000000,0.01536104,0.88543274,0.98227879,1.28767967,0.02173408,0.99114614
-5.12356178,3.33351052,0.86238680,0.00000000,0.01377184,0.87586459,0.97835689,1.26851101,0.02203747,0.97261202
-5.11755878,3.28955402,0.87673489,0.00000000,0.01230233,0.86270743,0.97422733,1.24592266,0.02234475,0.95400566
-5.11155578,3.23859849,0.88909863,0.00000000,0.01095298,0.84617324,0.97002177,1.21996733,0.02263953,0.93536982
-5.10555278,3.18102820,0.89932930,0.00000000,0.00972237,0.82655631,0.96594865,1.19080101,0.02290562,0.91680328
-5.09954977,3.11746795,0.90735345,0.00000000,0.00860747,0.80422475,0.96228842,1.15867722,0.02312750,0.89845881
-5.09354677,3.04876175,0.91317483,0.00000000,0.00760393,0.77960925,0.95938469,1.12393740,0.02329084,0.88053802
-5.08754377,2.97594242,0.91687323,0.00000000,0.00670640,0.75318953,0.95763171,1.08699825,0.02338284,0.86328351
-5.08154077,2.90019342,0.91860034,0.00000000,0.00590880,0.72547916,0.95745857,1.04833633,0.02339267,0.84696851
-5.07553777,2.82280456,0.91857257,0.00000000,0.00520458,0.69700927,0.95931074,1.00847081,0.02331171,0.83188454
-5.06953477,2.74512363,0.91706128,0.00000000,0.00458694,0.66831192,0.96362978,0.96794511,0.02313381,0.81832767
-5.06353177,2.66850588,0.91438068,0.00000000,0.00404902,0.63990378,0.97083190,0.92730811,0.02285542,0.80658394
-5.05752876,2.59426345,0.91087393,0.00000000,0.00358406,0.61227066,0.98128637,0.88709581,0.02247562,0.79691459
-5.05152576,2.52361698,0.90689801,0.00000000,0.00318551,0.58585364,0.99529468,0.84781404,0.02199613,0.78954186
-5.04552276,2.45765107,0.90280788,0.00000000,0.00284709,0.56103706,1.01307144,0.80992300,0.02142111,0.78463593
-5.03951976,2.39727563,0.89894081,0.00000000,0.00256290,0.53813896,1.03472770,0.77382394,0.02075699,0.78230367
-5.03351676,2.34319424,0.89560134,0.00000000,0.00232738,0.51740410,1.06025767,0.73984866,0.02001219,0.78257966
-5.02751376,2.29588092,0.89304768,0.00000000,0.00213535,0.49899969,1.08952937,0.70825189,0.01919673,0.78541994
-5.02151076,2.25556589,0.89148004,0.00000000,0.00198201,0.48301400,1.12227979,0.67920683,0.01832192,0.79069886
-5.01550775,2.22223088,0.89103143,0.00000000,0.00186289,0.46945758,1.15811477,0.65280384,0.01739990,0.79820907
-5.00950475,2.19561372,0.89176150,0.00000000,0.00177382,0.45826714,1.19651394,0.62905212,0.01644326,0.80766485
-5.00350175,2.17522209,0.89365338,0.00000000,0.00171096,0.44931151,1.23684047,0.60788429,0.01546465,0.81870853
-4.99749875,2.16035554,0.89661402,0.00000000,0.00167069,0.44239969,1.27835546,0.58916341,0.01447640,0.83091985
-4.99149575,2.15013475,0.90047776,0.00000000,0.00164967,0.43729040,1.32023653,0.57269216,0.01349020,0.84382791
-4.98549275,2.14353679,0.90501312,0.00000000,0.00164474,0.43370268,1.36159998,0.55822362,0.01251682,0.85692518
-4.97948974,2.13943484,0.90993244,0.00000000,0.00165301,0.43132730,1.40152569,0.54547331,0.01156591,0.86968302
-4.97348674,2.13664072,0.91490402,0.00000000,0.00167177,0.42983839,1.43908396,0.53413178,0.01064587,0.88156818
-4.96748374,2.13394859,0.91956611,0.00000000,0.00169857,0.42890494,1.47336327,0.52387746,0.00976370,0.89205958
-4.96148074,2.13017815,0.92354233,0.00000000,0.00173119,0.42820177,1.50349789,0.51438915,0.00892505,0.90066469
-4.95547774,2.12421575,0.92645759,0.00000000,0.00176767,0.42741972,1.52869446,0.50535774,0.00813419,0.90693497
-4.94947474,2.11505189,0.92795412,0.00000000,0.00180634,0.42627462,1.54825642,0.49649686,0.00739411,0.91047974
-4.94347174,2.10181397,0.92770672,0.00000000,0.00184584,0.42451495,1.56160543,0.48755201,0.00670661,0.91097803
-4.93746873,2.08379317,0.92543669,0.00000000,0.00188513,0.42192799,1.56829910,0.47830807,0.00607245,0.90818792
-4.93146573,2.06046480,0.92092388,0.00000000,0.00192352,0.41834429,1.56804426,0.46859497,0.00549154,0.90195325
-4.92546273,2.03150158,0.91401641,0.00000000,0.00196066,0.41364048,1.56070546,0.45829140,0.00496300,0.89220730
-4.91945973,1.99677969,0.90463760,0.00000000,0.00199655,0.40774047,1.54630832,0.44732662,0.00448545,0.87897358
-4.91345673,1.95637779,0.89279009,0.00000000,0.00203156,0.40061496,1.52503778,0.43568051,0.00405706,0.86236371
-4.90745373,1.91056932,0.87855681,0.00000000,0.00206632,0.39227957,1.49723140,0.42338176,0.00367573,0.84257251
-4.90145073,1.85980867,0.86209901,0.00000000,0.00210180,0.38279159,1.46336793,0.41050473,0.00333922,0.81987075
-4.89544772,1.80471218,0.84365149,0.00000000,0.00213917,0.37224567,1.42405192,0.39716493,0.00304522,0.79459572
-4.88944472,1.74603483,0.82351519,0.00000000,0.00217980,0.36076851,1.37999482,0.38351352,0.00279148,0.76714022
-4.88344172,1.68464378,0.80204763,0.00000000,0.00222517,0.34851304,1.33199345,0.36973117,0.00257581,0.73794038
-4.87743872,1.62148995,0.77965165,0.00000000,0.00227680,0.33565200,1.28090685,0.35602142,0.00239614,0.70746276
-4.87143572,1.55757871,0.75676282,0.00000000,0.00233622,0.32237153,1.22763224,0.34260403,0.00225058,0.67619138
-4.86543272,1.49394098,0.73383618,0.00000000,0.00240479,0.30886469,1.17308121,0.32970835,0.00213737,0.64461506
-4.85942971,1.43160563,0.71133280,0.00000000,0.00248375,0.29532531,1.11815695,0.31756722,0.00205492,0.61321557
-4.85342671,1.37157422,0.68970663,0.00000000,0.00257406,0.28194239,1.06373340,0.30641137,0.00200176,0.58245694
-4.84742371,1.31479886,0.66939214,0.00000000,0.00267638,0.26889505,1.01063699,0.29646460,0.00197655,0.55277640
-4.84142071,1.26216366,0.65079310,0.00000000,0.00279101,0.25634832,0.95963170,0.28793987,0.00197805,0.52457705
-4.83541771,1.21447036,0.63427288,0.00000000,0.00291787,0.24444986,0.91140761,0.28103626,0.00200507,0.49822248
-4.82941471,1.17242818,0.62014643,0.00000000,0.00305646,0.23332754,0.86657353,0.27593682,0.00205648,0.47403346
-4.82341171,1.13664786,0.60867412,0.00000000,0.00320589,0.22308804,0.82565342,0.27280738,0.00213114,0.45228663
-4.81740870,1.10763982,0.60005738,0.00000000,0.00336487,0.21381639,0.78908675,0.27179600,0.00222792,0.43321506
-4.81140570,1.08581578,0.59443628,0.00000000,0.00353174,0.20557635,0.75723234,0.27303313,0.00234562,0.41701055
-4.80540270,1.07149351,0.59188871,0.00000000,0.00370458,0.19841162,0.73037530,0.27663217,0.00248299,0.40382735
-4.79939970,1.06490388,0.59243106,0.00000000,0.00388117,0.19234768,0.70873636,0.28269022,0.00263869,0.39378690
-4.79339670,1.06619949,0.59602030,0.00000000,0.00405916,0.18739413,0.69248306,0.29128888,0.00281125,0.38698346
-4.78739370,1.07546399,0.60255690,0.00000000,0.00423610,0.18354740,0.68174171,0.30249490,0.00299908,0.38348984
-4.78139070,1.09272139,0.61188873,0.00000000,0.00440956,0.18079368,0.67660967,0.31636030,0.00320041,0.38336321
-4.77538769,1.11794451,0.62381538,0.00000000,0.00457718,0.17911175,0.67716673,0.33292205,0.00341332,0.38665026
-4.76938469,1.15106188,0.63809291,0.00000000,0.00473679,0.17847571,0.68348506,0.35220096,0.00363568,0.39339153
-4.76338169,1.19196262,0.65443877,0.00000000,0.00488648,0.17885744,0.69563693,0.37419986,0.00386517,0.40362451
-4.75737869,1.24049884,0.67253690,0.00000000,0.00502465,0.18022856,0.71369954,0.39890093,0.00409927,0.41738517
-4.75137569,1.29648535,0.69204283,0.00000000,0.00515012,0.18256187,0.73775662,0.42626230,0.00433525,0.43470796
-4.74537269,1.35969676,0.71258889,0.00000000,0.00526217,0.18583220,0.76789641,0.45621407,0.00457020,0.45562380
-4.73936968,1.42986199,0.73378961,0.00000000,0.00536055,0.19001663,0.80420600,0.48865378,0.00480103,0.48015650
-4.73336668,1.50665675,0.75524713,0.00000000,0.00544553,0.19509406,0.84676216,0.52344180,0.00502453,0.50831738
-4.72736368,1.58969429,0.77655707,0.00000000,0.00551794,0.20104418,0.89561886,0.56039675,0.00523740,0.54009840
-4.72136068,1.67851539,0.79731449,0.00000000,0.00557914,0.20784595,0.95079217,0.59929131,0.00543633,0.57546421
-4.71535768,1.77257811,0.81712028,0.00000000,0.00563101,0.21547564,1.01224318,0.63984890,0.00561801,0.61434335
-4.70935468,1.87124830,0.83558780,0.00000000,0.00567595,0.22390451,1.07985970,0.68174143,0.00577927,0.65661914
-4.70335168,1.97379169,0.85234970,0.00000000,0.00571683,0.23309643,1.15343795,0.72458847,0.00591714,0.70212081
-4.69734867,2.07936838,0.86706483,0.00000000,0.00575695,0.24300539,1.23266509,0.76795828,0.00602893,0.75061534
-4.69134567,2.18703057,0.87942497,0.00000000,0.00579998,0.25357322,1.31710386,0.81137075,0.00611231,0.80180064
-4.68534267,2.29572407,0.88916121,0.00000000,0.00584986,0.26472759,1.40618032,0.85430245,0.00616541,0.85530052
-4.67933967,2.40429411,0.89604967,0.00000000,0.00591072,0.27638040,1.49917569,0.89619394,0.00618688,0.91066204
-4.67333667,2.51149579,0.89991632,0.00000000,0.00598680,0.28842679,1.59522322,0.93645914,0.00617594,0.96735551
-4.66733367,2.61600921,0.90064061,0.00000000,0.00608229,0.30074476,1.69331072,0.97449667,0.00613243,1.02477753
-4.66133067,2.71645908,0.89815767,0.00000000,0.00620122,0.31319554,1.79228918,1.00970289,0.00605684,1.08225717
-4.65532766,2.81143851,0.89245897,0.00000000,0.00634729,0.32562471,1.89088766,1.04148627,0.00595029,1.13906537
-4.64932466,2.89953634,0.88359131,0.00000000,0.00652372,0.33786414,1.98773435,1.06928242,0.00581452,1.19442737
-4.64332166,2.97936714,0.87165418,0.00000000,0.00673313,0.34973459,2.08138333,1.09256956,0.00565183,1.24753790
