energy_ev,total_up,Pt_p_up,Pt_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.65782891,6.48633732,1.12844767,5.40610429,0.13350439,0.09863410,1.44022339,0.00000000
-5.65182591,6.34331860,1.10726303,5.28295401,0.13135897,0.09619425,1.41111491,0.00000000
-5.64582291,6.20033325,1.08736310,5.15475629,0.12942383,0.09356714,1.38412702,0.00000000
-5.63981991,6.05727721,1.06850692,5.02165679,0.12765730,0.09076725,1.35925446,0.00000000
-5.63381691,5.91441946,1.05059151,4.88408768,0.12602757,0.08781405,1.33659897,0.00000000
-5.62781391,5.77236186,1.03364090,4.74273778,0.12451314,0.08473125,1.31635391,0.00000000
-5.62181091,5.63198499,1.01778960,4.59851327,0.12310259,0.08154589,1.29878398,0.00000000
-5.61580790,5.49438348,1.00326148,4.45249139,0.12179410,0.07828737,1.28420147,0.00000000
-5.60980490,5.36079449,0.99034543,4.30586962,0.12059444,0.07498631,1.27294028,0.00000000
-5.60380190,5.23252330,0.97936905,4.15991316,0.11951779,0.07167357,1.26532914,0.00000000
-5.59779890,5.11086965,0.97067167,4.01590294,0.11858430,0.06837914,1.26166538,0.00000000
-5.59179590,4.99705827,0.96457804,3.87508666,0.11781855,0.06513127,1.26219049,0.00000000
-5.58579290,4.89217647,0.96137390,3.73863454,0.11724797,0.06195562,1.26706867,0.00000000
-5.57978989,4.79712126,0.96128438,3.60760152,0.11690133,0.05887461,1.27636920,0.00000000
-5.57378689,4.71255758,0.96445603,3.48289678,0.11680720,0.05590694,1.29005339,0.00000000
-5.56778389,4.63888884,0.97094329,3.36526132,0.11699263,0.05306729,1.30796651,0.00000000
-5.56178089,4.57623988,0.98069947,3.25525363,0.11748185,0.05036617,1.32983491,0.00000000
-5.55577789,4.52445227,0.99357273,3.15324324,0.11829518,0.04781002,1.35526821,0.00000000
-5.54977489,4.48309085,1.00930659,3.05941145,0.11944801,0.04540135,1.38376628,0.00000000
-5.54377189,4.45146038,1.02754507,2.97375838,0.12094987,0.04313913,1.41473045,0.00000000
-5.53776888,4.42863049,1.04784167,2.89611526,0.12280372,0.04101919,1.44747837,0.00000000
-5.53176588,4.41346711,1.06967188,2.82616062,0.12500518,0.03903478,1.48126165,0.00000000
-5.52576288,4.40466853,1.09244827,2.76343933,0.12754196,0.03717710,1.51528545,0.00000000
-5.51975988,4.40080410,1.11553767,2.70738332,0.13039333,0.03543587,1.54872925,0.00000000
-5.51375688,4.40035409,1.13827952,2.65733292,0.13352976,0.03379994,1.58076790,0.00000000
-5.50775388,4.40174917,1.16000464,2.61255823,0.13691263,0.03225777,1.61059215,0.00000000
-5.50175088,4.40340844,1.18005397,2.57227971,0.14049421,0.03079794,1.63742823,0.00000000
-5.49574787,4.40377537,1.19779635,2.53568799,0.14421781,0.02940954,1.66055570,0.00000000
-5.48974487,4.40135107,1.21264501,2.50196243,0.14801821,0.02808249,1.67932332,0.00000000
-5.48374187,4.39472475,1.22407237,2.47028878,0.15182242,0.02680783,1.69316264,0.00000000
-5.47773887,4.38260150,1.23162273,2.43987588,0.15555079,0.02557785,1.70159909,0.00000000
-5.47173587,4.36382750,1.23492256,2.40997187,0.15911849,0.02438620,1.70426065,0.00000000
-5.46573287,4.33741274,1.23368850,2.37987981,0.16243731,0.02322792,1.70088388,0.00000000
-5.45972986,4.30255170,1.22773276,2.34897319,0.16541787,0.02209946,1.69131765,0.00000000
-5.45372686,4.25864173,1.21696598,2.31671108,0.16797207,0.02099854,1.67552451,0.00000000
-5.44772386,4.20529924,1.20139776,2.28265304,0.17001577,0.01992414,1.65357977,0.00000000
-5.44172086,4.14237338,1.18113477,2.24647344,0.17147162,0.01887633,1.62566861,0.00000000
-5.43571786,4.06995675,1.15637672,2.20797469,0.17227188,0.01785619,1.59208115,0.00000000
-5.42971486,3.98839263,1.12741032,2.16709908,0.17236112,0.01686567,1.55320566,0.00000000
-5.42371186,3.89827810,1.09460140,2.12393851,0.17169870,0.01590749,1.50952002,0.00000000
-5.41770885,3.80046245,1.05838559,2.07874144,0.17026091,0.01498506,1.46158157,0.00000000
-5.41170585,3.69604029,1.01925753,2.03191676,0.16804259,0.01410238,1.41001544,0.00000000
-5.40570285,3.58633912,0.97775923,1.98403384,0.16505832,0.01326396,1.35550154,0.00000000
-5.39969985,3.47290120,0.93446756,1.93581865,0.16134282,0.01247482,1.29876056,0.00000000
-5.39369685,3.35745978,0.88998144,1.88814583,0.15695090,0.01174040,1.24053903,0.00000000
-5.38769385,3.24191031,0.84490896,1.84202670,0.15195666,0.01106656,1.18159396,0.00000000
-5.38169085,3.12827725,0.79985469,1.79859364,0.14645211,0.01045955,1.12267744,0.00000000
-5.37568784,3.01867762,0.75540774,1.75908125,0.14054533,0.00992599,1.06452144,0.00000000
-5.36968484,2.91528222,0.71213061,1.72480485,0.13435811,0.00947283,1.00782352,0.00000000
-5.36368184,2.82027614,0.67054942,1.69713715,0.12802328,0.00910738,0.95323371,0.00000000
-5.35767884,2.73581956,0.63114548,1.67748359,0.12168189,0.00883718,0.90134308,0.00000000
-5.35167584,2.66401009,0.59434860,1.66725720,0.11548021,0.00867001,0.85267431,0.00000000
-5.34567284,2.60684772,0.56053224,1.66785330,0.10956678,0.00861383,0.80767464,0.00000000
-5.33966983,2.56620298,0.53001041,1.68062465,0.10408964,0.00867662,0.76671135,0.00000000
-5.33366683,2.54378874,0.50303652,1.70685715,0.09919364,0.00886633,0.73006979,0.00000000
-5.32766383,2.54113584,0.47980385,1.74774615,0.09501813,0.00919072,0.69795404,0.00000000
-5.32166083,2.55957212,0.46044765,1.80437335,0.09169483,0.00965718,0.67048998,0.00000000
-5.31565783,2.60020462,0.44504847,1.87768415,0.08934607,0.01027255,0.64773038,0.00000000
-5.30965483,2.66390417,0.43363665,1.96846512,0.08808334,0.01104292,0.62966177,0.00000000
-5.30365183,2.75129175,0.42619734,2.07732169,0.08800599,0.01197336,0.61621259,0.00000000
-5.29764882,2.86272605,0.42267604,2.20465577,0.08920030,0.01306769,0.60726196,0.00000000
-5.29164582,2.99829161,0.42298411,2.35064373,0.09173866,0.01432824,0.60264877,0.00000000
-5.28564282,3.15778753,0.42700409,2.51521511,0.09567887,0.01575554,0.60218043,0.00000000
-5.27963982,3.34071673,0.43459455,2.69803263,0.10106369,0.01734813,0.60564080,0.00000000
-5.27363682,3.54627627,0.44559423,2.89847474,0.10792029,0.01910228,0.61279704,0.00000000
-5.26763382,3.77334956,0.45982547,3.11562165,0.11625993,0.02101188,0.62340501,0.00000000
-5.26163082,4.02050152,0.47709675,3.34824644,0.12607767,0.02306821,0.63721308,0.00000000
-5.25562781,4.28597806,0.49720451,3.59481241,0.13735216,0.02525995,0.65396430,0.00000000
-5.24962481,4.56771111,0.51993423,3.85347826,0.15004555,0.02757313,0.67339696,0.00000000
-5.24362181,4.86333069,0.54506094,4.12211205,0.16410360,0.02999120,0.69524389,0.00000000
-5.23761881,5.17018499,0.57234933,4.39831470,0.17945590,0.03249524,0.71923051,0.00000000
-5.23161581,5.48536925,0.60155378,4.67945352,0.19601640,0.03506413,0.74507230,0.00000000
-5.22561281,5.80576367,0.63241824,4.96270532,0.21368410,0.03767493,0.77247175,0.00000000
-5.21960980,6.12808010,0.66467645,5.24510837,0.23234403,0.04030323,0.80111557,0.00000000
-5.21360680,6.44891657,0.69805243,5.52362176,0.25186853,0.04292365,0.83067224,0.00000000
-5.20760380,6.76481827,0.73226147,5.79519012,0.27211872,0.04551024,0.86079053,0.00000000
-5.20160080,7.07234297,0.76701167,6.05681123,0.29294623,0.04803708,0.89109919,0.00000000
-5.19559780,7.36812850,0.80200603,6.30560379,0.31419504,0.05047875,0.92120810,0.00000000
-5.18959480,7.64895966,0.83694508,6.53887238,0.33570357,0.05281080,0.95071103,0.00000000
-5.18359180,7.91183205,0.87153001,6.75416690,0.35730669,0.05501023,0.97919016,0.00000000
-5.17758879,8.15400999,0.90546614,6.94933366,0.37883780,0.05705586,1.00622214,0.00000000
-5.17158579,8.37307659,0.93846668,7.12255627,0.40013088,0.05892868,1.03138577,0.00000000
-5.16558279,8.56697396,0.97025655,7.27238454,0.42102230,0.06061204,1.05427096,0.00000000
-5.15957979,8.73403247,1.00057633,7.39775076,0.44135264,0.06209188,1.07448859,0.00000000
-5.15357679,8.87298850,1.02918594,7.49797312,0.46096813,0.06335674,1.09168110,0.00000000
-5.14757379,8.98299072,1.05586821,7.57274713,0.47972206,0.06439782,1.10553308,0.00000000
-5.14157079,9.06359575,1.08043215,7.62212628,0.49747587,0.06520891,1.11578163,0.00000000
-5.13556778,9.11475438,1.10271585,7.64649384,0.51410012,0.06578628,1.12222594,0.00000000
-5.12956478,9.13679003,1.12258911,7.64652842,0.52947531,0.06612852,1.12473550,0.00000000
-5.12356178,9.13037147,1.13995561,7.62316540,0.54349261,0.06623646,1.12325671,0.00000000
-5.11755878,9.09648162,1.15475487,7.57755714,0.55605450,0.06611295,1.11781730,0.00000000
-5.11155578,9.03638453,1.16696374,7.51103416,0.56707547,0.06576275,1.10852847,0.00000000
-5.10555278,8.95159204,1.17659768,7.42506924,0.57648272,0.06519242,1.09558435,0.00000000
-5.09954977,8.84383155,1.18371159,7.32124596,0.58421694,0.06441018,1.07925881,0.00000000
-5.09354677,8.71501561,1.18840028,7.20123260,0.59023317,0.06342589,1.05989964,0.00000000
-5.08754377,8.56721384,1.19079850,7.06676152,0.59450176,0.06225095,1.03792010,0.00000000
-5.08154077,8.40262712,1.19108030,6.91961381,0.59700935,0.06089831,1.01378826,0.00000000
-5.07553777,8.22356352,1.18945778,6.76160830,0.59775984,0.05938238,0.98801437,0.00000000
-5.06953477,8.03241526,1.18617890,6.59459365,0.59677531,0.05771899,0.96113670,0.00000000
-5.06353177,7.83163585,1.18152429,6.42044205,0.59409677,0.05592535,0.93370642,0.00000000
-5.05752876,7.62371637,1.17580292,6.24104293,0.58978464,0.05401989,0.90627194,0.00000000
-5.05152576,7.41116010,1.16934645,6.05829522,0.58391890,0.05202212,0.87936343,0.00000000
-5.04552276,7.19645492,1.16250226,5.87409688,0.57659872,0.04995242,0.85347790,0.00000000
-5.03951976,6.98204311,1.15562520,5.69033078,0.56794168,0.04783180,0.82906557,0.00000000
-5.03351676,6.77028874,1.14906806,5.50884674,0.55808230,0.04568156,0.80651779,0.00000000
-5.02751376,6.56344316,1.14317105,5.33143948,0.54717000,0.04352299,0.78615708,0.00000000
-5.02151076,6.36360955,1.13825061,5.15982344,0.53536650,0.04137696,0.76822951,0.00000000
-5.01550775,6.17270783,1.13458792,4.99560534,0.52284256,0.03926355,0.75289977,0.00000000
-5.00950475,5.99244163,1.13241761,4.84025591,0.50977442,0.03720173,0.74024891,0.00000000
-5.00350175,5.82426888,1.13191731,4.69508266,0.49633976,0.03520891,0.73027496,0.00000000
-4.99749875,5.66937814,1.13319862,4.56120530,0.48271356,0.03330076,0.72289626,0.00000000
-4.99149575,5.52867198,1.13630009,4.43953575,0.46906402,0.03149086,0.71795740,0.00000000
-4.98549275,5.40275915,1.14118287,4.33076417,0.45554856,0.02979065,0.71523762,0.00000000
-4.97948974,5.29195644,1.14772938,4.23535248,0.44231038,0.02820924,0.71446126,0.00000000
-4.97348674,5.19630079,1.15574551,4.15353595,0.42947548,0.02675350,0.71530999,0.00000000
-4.96748374,5.11557172,1.16496646,4.08533338,0.41715058,0.02542816,0.71743640,0.00000000
-4.96148074,5.04932329,1.17506624,4.03056554,0.40542181,0.02423597,0.72047848,0.00000000
-4.95547774,4.99692468,1.18567051,3.98888111,0.39435443,0.02317798,0.72407446,0.00000000
-4.94947474,4.95760723,1.19637257,3.95978879,0.38399349,0.02225388,0.72787763,0.00000000
-4.94347174,4.93051604,1.20675148,3.94269388,0.37436549,0.02146237,0.73157045,0.00000000
-4.93746873,4.91476327,1.21639187,3.93693732,0.36548081,0.02080153,0.73487751,0.00000000
-4.93146573,4.90948052,1.22490416,3.94183483,0.35733687,0.02026929,0.73757687,0.00000000
-4.92546273,4.91386730,1.23194427,3.95671395,0.34992180,0.01986369,0.73950926,0.00000000
-4.91945973,4.92723288,1.23723177,3.98094681,0.34321826,0.01958333,0.74058476,0.00000000
-4.91345673,4.94902920,1.24056533,4.01397661,0.33720734,0.01942755,0.74078663,0.00000000
-4.90745373,4.97887270,1.24183456,4.05533633,0.33187211,0.01939665,0.74017208,0.00000000
-4.90145073,5.01655376,1.24102754,4.10465845,0.32720068,0.01949197,0.73886985,0.00000000
-4.89544772,5.06203291,1.23823350,4.16167525,0.32318849,0.01971587,0.73707457,0.00000000
-4.88944472,5.11542402,1.23364025,4.22620952,0.31983961,0.02007159,0.73503815,0.00000000
-4.88344172,5.17696482,1.22752652,4.29815642,0.31716711,0.02056305,0.73305840,0.00000000
-4.87743872,5.24697660,1.22024953,4.37745736,0.31519223,0.02119446,0.73146529,0.00000000
-4.87143572,5.32581489,1.21222825,4.46406773,0.31394254,0.02196995,0.73060545,0.00000000
-4.86543272,5.41381380,1.20392334,4.55792010,0.31344912,0.02289304,0.73082556,0.00000000
-4.85942971,5.51122723,1.19581471,4.65888537,0.31374297,0.02396613,0.73245526,0.00000000
-4.85342671,5.61816995,1.18837804,4.76673408,0.31485084,0.02518993,0.73579050,0.00000000
-4.84742371,5.73456220,1.18206135,4.88110020,0.31679081,0.02656291,0.74107794,0.00000000
-4.84142071,5.86008101,1.17726309,5.00144994,0.31956785,0.02808084,0.74850135,0.00000000
-4.83541771,5.99412124,1.17431282,5.12705736,0.32316985,0.02973631,0.75817057,0.00000000
-4.82941471,6.13576918,1.17345557,5.25698893,0.32756415,0.03151844,0.77011366,0.00000000
-4.82341171,6.28379065,1.17484081,5.39009809,0.33269517,0.03341269,0.78427275,0.00000000
-4.81740870,6.43663512,1.17851650,5.52503110,0.33848311,0.03540079,0.80050378,0.00000000
-4.81140570,6.59245663,1.18442868,5.66024438,0.34482405,0.03746089,0.81858029,0.00000000
-4.80540270,6.74915125,1.19242643,5.79403331,0.35159142,0.03956787,0.83820122,0.00000000
-4.79939970,6.90441021,1.20227199,5.92457191,0.35863897,0.04169375,0.85900215,0.00000000
-4.79339670,7.05578675,1.21365542,6.04996195,0.36580492,0.04380838,0.88056988,0.00000000
-4.78739370,7.20077426,1.22621287,6.16828987,0.37291743,0.04588022,0.90245923,0.00000000
-4.78139070,7.33689219,1.23954731,6.27768906,0.37980084,0.04787716,0.92421158,0.00000000
-4.77538769,7.46177589,1.25325073,6.37640503,0.38628251,0.04976756,0.94537395,0.00000000
-4.76938469,7.57326605,1.26692611,6.46286010,0.39219983,0.05152118,0.96551778,0.00000000
-4.76338169,7.66949320,1.28020819,6.53571471,0.39740706,0.05311024,0.98425643,0.00000000
-4.75737869,7.74895269,1.29278159,6.59392195,0.40178151,0.05451029,1.00126027,0.00000000
-4.75137569,7.81056604,1.30439529,6.63677213,0.40522886,0.05570104,1.01626879,0.00000000
-4.74537269,7.85372475,1.31487258,6.66392485,0.40768704,0.05666704,1.02909891,0.00000000
-4.73936968,7.87831393,1.32411596,6.67542597,0.40912866,0.05739816,1.03964906,0.00000000
-4.73336668,7.88471353,1.33210669,6.67170817,0.40956176,0.05788986,1.04789890,0.00000000
-4.72736368,7.87377662,1.33889909,6.65357425,0.40902866,0.05814321,1.05390466,0.00000000
-4.72136068,7.84678529,1.34461009,6.62216317,0.40760326,0.05816468,1.05779047,0.00000000
-4.71535768,7.80538580,1.34940468,6.57890037,0.40538663,0.05796576,1.05973626,0.00000000
-4.70935468,7.75150642,1.35347833,6.52543417,0.40250135,0.05756227,1.05996291,0.00000000
-4.70335168,7.68726198,1.35703767,6.46356148,0.39908485,0.05697361,1.05871573,0.00000000
-4.69734867,7.61485053,1.36028059,6.39514670,0.39528214,0.05622180,1.05624730,0.00000000
-4.69134567,7.53644769,1.36337748,6.32203804,0.39123842,0.05533048,1.05280070,0.00000000
-4.68534267,7.45410498,1.36645451,6.24598609,0.38709187,0.05432390,1.04859424,0.00000000
-4.67933967,7.36965783,1.36958060,6.16856919,0.38296731,0.05322590,1.04380866,0.00000000
-4.67333667,7.28464893,1.37275870,6.09113010,0.37897073,0.05205902,1.03857755,0.00000000
-4.66733367,7.20027121,1.37592217,6.01472757,0.37518537,0.05084372,1.03298164,0.00000000
-4.66133067,7.11733385,1.37893662,5.94010577,0.37166925,0.04959776,1.02704715,0.00000000
-4.65532766,7.03625318,1.38160709,5.86768333,0.36845448,0.04833582,1.02074830,0.00000000
-4.64932466,6.95706860,1.38369015,5.79756235,0.36554817,0.04706926,1.01401372,0.00000000
-4.64332166,6.87948215,1.38491013,5.72955676,0.36293496,0.04580616,1.00673625,0.00000000
-4.63731866,6.80291876,1.38497851,5.66323778,0.36058081,0.04455147,0.99878532,0.00000000
-4.63131566,6.72660280,1.38361504,5.59799327,0.35843785,0.04330746,0.99002110,0.00000000
-4.62531266,6.64964546,1.38056928,5.53309692,0.35644993,0.04207415,0.98030929,0.00000000
-4.61930965,6.57113704,1.37564095,5.46778228,0.35455832,0.04084994,0.96953561,0.00000000
-4.61330665,6.49023750,1.36869791,5.40131679,0.35270734,0.03963228,0.95761886,0.00000000
-4.60730365,6.40625930,1.35969018,5.33307047,0.35084936,0.03841828,0.94452173,0.00000000
-4.60130065,6.31873682,1.34865935,5.26257489,0.34894896,0.03720537,0.93025850,0.00000000
-4.59529765,6.22747782,1.33574229,5.18956835,0.34698587,0.03599175,0.91489930,0.00000000
-4.58929465,6.13259355,1.32116916,5.11402450,0.34495655,0.03477690,0.89857037,0.00000000
-4.58329165,6.03450579,1.30525540,5.03616253,0.34287435,0.03356177,0.88145056,0.00000000
-4.57728864,5.93393067,1.28838833,4.95643878,0.34076814,0.03234897,0.86376413,0.00000000
-4.57128564,5.83184055,1.27100892,4.87552037,0.33867976,0.03114272,0.84577036,0.00000000
-4.56528264,5.72940692,1.25358986,4.79424320,0.33666020,0.02994870,0.82775073,0.00000000
-4.55927964,5.62792839,1.23661113,4.71355730,0.33476507,0.02877381,0.80999429,0.00000000
-4.55327664,5.52874881,1.22053442,4.63446359,0.33304944,0.02762571,0.79278234,0.00000000
-4.54727364,5.43317104,1.20577805,4.55794634,0.33156265,0.02651248,0.77637322,0.00000000
-4.54127064,5.34237208,1.19269351,4.48490604,0.33034324,0.02544207,0.76098817,0.00000000
-4.53526763,5.25732513,1.18154524,4.41609712,0.32941453,0.02442188,0.74679908,0.00000000
-4.52926463,5.17873333,1.17249459,4.35207441,0.32878095,0.02345828,0.73391886,0.00000000
-4.52326163,5.10697934,1.16558889,4.29315179,0.32842559,0.02255628,0.72239487,0.00000000
-4.51725863,5.04209345,1.16075619,4.23937529,0.32830897,0.02171921,0.71220586,0.00000000
-4.51125563,4.98374196,1.15780592,4.19051207,0.32836912,0.02094850,0.70326236,0.00000000
-4.50525263,4.93123600,1.15643545,4.14605560,0.32852306,0.02024365,0.69541067,0.00000000
-4.49924962,4.88355989,1.15624201,4.10524621,0.32866953,0.01960223,0.68843996,0.00000000
-4.49324662,4.83941687,1.15673951,4.06710549,0.32869275,0.01902000,0.68209214,0.00000000
-4.48724362,4.79728911,1.15737915,4.03048205,0.32846717,0.01849114,0.67607388,0.00000000
-4.48124062,4.75550832,1.15757286,3.99410562,0.32786267,0.01800857,0.67007016,0.00000000
-4.47523762,4.71233272,1.15671837,3.95664627,0.32675020,0.01756430,0.66375858,0.00000000
-4.46923462,4.66602614,1.15422463,3.91677531,0.32500735,0.01714982,0.65682375,0.00000000
-4.46323162,4.61493508,1.14953648,3.87322467,0.32252362,0.01675655,0.64897094,0.00000000
-4.45722861,4.55756011,1.14215734,3.82484179,0.31920526,0.01637620,0.63993865,0.00000000
-4.45122561,4.49261842,1.13166910,3.77063774,0.31497920,0.01600121,0.62950923,0.00000000
-4.44522261,4.41909524,1.11774838,3.70982665,0.30979617,0.01562510,0.61751744,0.00000000
-4.43921961,4.33628256,1.10017866,3.64185547,0.30363270,0.01524273,0.60385657,0.00000000
-4.43321661,4.24380462,1.07885795,3.56642360,0.29649214,0.01485059,0.58848204,0.00000000
-4.42721361,4.14163016,1.05380195,3.48349264,0.28840455,0.01444697,0.57141244,0.00000000
-4.42121061,4.03007246,1.02514299,3.39328693,0.27942564,0.01403206,0.55272830,0.00000000
-4.41520760,3.90977852,0.99312488,3.29628625,0.26963485,0.01360803,0.53256868,0.00000000
-4.40920460,3.78170928,0.95809441,3.19321204,0.25913268,0.01317907,0.51112599,0.00000000
-4.40320160,3.64711295,0.92049006,3.08500881,0.24803755,0.01275127,0.48863950,0.00000000
-4.39719860,3.50749364,0.88082860,2.97282243,0.23648221,0.01233262,0.46538780,0.00000000
-4.39119560,3.36457720,0.83969043,2.85797667,0.22461007,0.01193287,0.44168072,0.00000000
-4.38519260,3.22027616,0.79770422,2.74194936,0.21257147,0.01156337,0.41785111,0.00000000
-4.37918959,3.07665506,0.75553162,2.62634897,0.20052011,0.01123695,0.39424672,0.00000000
-4.37318659,2.93589723,0.71385249,2.51289227,0.18860968,0.01096770,0.37122259,0.00000000
-4.36718359,2.80027337,0.67335115,2.40338313,0.17699095,0.01077081,0.34913400,0.00000000
-4.36118059,2.67211214,0.63470390,2.29969239,0.16580910,0.01066235,0.32833025,0.00000000
-4.35517759,2.55377222,0.59856798,2.20373817,0.15520158,0.01065900,0.30914915,0.00000000
-4.34917459,2.44761528,0.56557189,2.11746597,0.14529625,0.01077784,0.29191240,0.00000000
-4.34317159,2.35597884,0.53630723,2.04282766,0.13620995,0.01103601,0.27692156,0.00000000
-4.33716858,2.28114811,0.51132157,1.98175848,0.12804733,0.01145041,0.26445465,0.00000000
-4.33116558,2.22532564,0.49111235,1.93615117,0.12089993,0.01203734,0.25476315,0.00000000
-4.32516258,2.19059816,0.47612150,1.90782651,0.11484543,0.01281208,0.24806929,0.00000000
-4.31915958,2.17889980,0.46673036,1.89849994,0.10994696,0.01378844,0.24456344,0.00000000
-4.31315658,2.19197152,0.46325496,1.90974410,0.10625260,0.01497834,0.24440156,0.00000000
-4.30715358,2.23131699,0.46594118,1.94294751,0.10379471,0.01639126,0.24770250,0.00000000
