energy_ev,total_up,Al_p_up,Al_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-6.00000000,5.08986829,0.09138550,0.00000000,0.80702099,0.65361955,0.18691114,4.09381421
-5.99399700,4.91148061,0.08946938,0.00000000,0.77415232,0.62599244,0.17609613,3.95262642
-5.98799400,4.72502169,0.08764910,0.00000000,0.74173812,0.59755129,0.16529823,3.80267492
-5.98199100,4.53257824,0.08593792,0.00000000,0.71013590,0.56857969,0.15460589,3.64569045
-5.97598799,4.33620888,0.08434552,0.00000000,0.67965603,0.53935175,0.14409967,3.48342395
-5.96998499,4.13789970,0.08287745,0.00000000,0.65055534,0.51012790,0.13385151,3.31760960
-5.96398199,3.93952263,0.08153460,0.00000000,0.62303245,0.48115097,0.12392434,3.14992903
-5.95797899,3.74279796,0.08031292,0.00000000,0.59722492,0.45264268,0.11437179,2.98197777
-5.95197599,3.54926254,0.07920322,0.00000000,0.57320834,0.42480069,0.10523807,2.81523515
-5.94597299,3.36024461,0.07819134,0.00000000,0.55099738,0.39779632,0.09655812,2.65103871
-5.93996998,3.17684631,0.07725837,0.00000000,0.53054873,0.37177288,0.08835780,2.49056393
-5.93396698,2.99993427,0.07638120,0.00000000,0.51176601,0.34684487,0.08065428,2.33480987
-5.92796398,2.83013872,0.07553327,0.00000000,0.49450618,0.32309785,0.07345657,2.18459121
-5.92196098,2.66786068,0.07468541,0.00000000,0.47858754,0.30058922,0.06676611,2.04053653
-5.91595798,2.51328693,0.07380695,0.00000000,0.46379882,0.27934969,0.06057751,1.90309286
-5.90995498,2.36641173,0.07286686,0.00000000,0.44990906,0.25938544,0.05487935,1.77253583
-5.90395198,2.22706414,0.07183500,0.00000000,0.43667789,0.24068094,0.04965506,1.64898486
-5.89794897,2.09493956,0.07068331,0.00000000,0.42386594,0.22320224,0.04488382,1.53242226
-5.89194597,1.96963386,0.06938701,0.00000000,0.41124472,0.20690056,0.04054152,1.42271545
-5.88594297,1.85067862,0.06792565,0.00000000,0.39860586,0.19171614,0.03660165,1.31964097
-5.87993997,1.73757563,0.06628406,0.00000000,0.38576920,0.17758213,0.03303625,1.22290919
-5.87393697,1.62982953,0.06445302,0.00000000,0.37258944,0.16442836,0.02981676,1.13218872
-5.86793397,1.52697698,0.06242979,0.00000000,0.35896132,0.15218488,0.02691480,1.04712941
-5.86193097,1.42861161,0.06021834,0.00000000,0.34482297,0.14078517,0.02430290,0.96738327
-5.85592796,1.33440391,0.05782932,0.00000000,0.33015749,0.13016893,0.02195513,0.89262250
-5.84992496,1.24411570,0.05527985,0.00000000,0.31499291,0.12028428,0.01984758,0.82255440
-5.84392196,1.15760908,0.05259297,0.00000000,0.29940036,0.11108954,0.01795879,0.75693276
-5.83791896,1.07485016,0.04979704,0.00000000,0.28349103,0.10255440,0.01627005,0.69556591
-5.83191596,0.99590802,0.04692485,0.00000000,0.26741178,0.09466056,0.01476555,0.63832143
-5.82591296,0.92094952,0.04401269,0.00000000,0.25134002,0.08740194,0.01343251,0.58512794
-5.81990995,0.85023086,0.04109934,0.00000000,0.23547788,0.08078442,0.01226118,0.53597436
-5.81390695,0.78408668,0.03822506,0.00000000,0.22004615,0.07482522,0.01124473,0.49090720
-5.80790395,0.72291772,0.03543056,0.00000000,0.20527821,0.06955200,0.01037913,0.45002619
-5.80190095,0.66717759,0.03275610,0.00000000,0.19141415,0.06500172,0.00966295,0.41347900
-5.79589795,0.61735962,0.03024062,0.00000000,0.17869534,0.06121934,0.00909711,0.38145531
-5.78989495,0.57398409,0.02792106,0.00000000,0.16735952,0.05825639,0.00868461,0.35418051
-5.78389195,0.53758635,0.02583176,0.00000000,0.15763651,0.05616944,0.00843021,0.33190955
-5.77788894,0.50870587,0.02400399,0.00000000,0.14974457,0.05501850,0.00834014,0.31492064
-5.77188594,0.48787625,0.02246565,0.00000000,0.14388740,0.05486543,0.00842168,0.30350929
-5.76588294,0.47561610,0.02124102,0.00000000,0.14025154,0.05577219,0.00868286,0.29798215
-5.75987994,0.47242038,0.02035068,0.00000000,0.13900439,0.05779912,0.00913205,0.29865086
-5.75387694,0.47875194,0.01981145,0.00000000,0.14029233,0.06100308,0.00977757,0.30582549
-5.74787394,0.49503284,0.01963634,0.00000000,0.14423919,0.06543557,0.01062725,0.31980740
-5.74187094,0.52163510,0.01983464,0.00000000,0.15094463,0.07114077,0.01168805,0.34088133
-5.73586793,0.55887067,0.02041192,0.00000000,0.16048268,0.07815347,0.01296559,0.36930648
-5.72986493,0.60698033,0.02137005,0.00000000,0.17290001,0.08649701,0.01446374,0.40530659
-5.72386193,0.66612155,0.02270720,0.00000000,0.18821430,0.09618122,0.01618419,0.44905894
-5.71785893,0.73635552,0.02441782,0.00000000,0.20641242,0.10720038,0.01812602,0.50068233
-5.71185593,0.81763348,0.02649258,0.00000000,0.22744864,0.11953134,0.02028536,0.56022451
-5.70585293,0.90978296,0.02891834,0.00000000,0.25124298,0.13313185,0.02265509,0.62764910
-5.69984992,1.01249444,0.03167805,0.00000000,0.27767967,0.14793910,0.02522449,0.70282272
-5.69384692,1.12530923,0.03475072,0.00000000,0.30660610,0.16386878,0.02797917,0.78550287
-5.68784392,1.24760921,0.03811138,0.00000000,0.33783214,0.18081445,0.03090092,0.87532704
-5.68184092,1.37860938,0.04173110,0.00000000,0.37113019,0.19864760,0.03396776,0.97180395
-5.67583792,1.51735397,0.04557708,0.00000000,0.40623587,0.21721821,0.03715407,1.07430745
-5.66983492,1.66271668,0.04961280,0.00000000,0.44284965,0.23635600,0.04043087,1.18207373
-5.66383192,1.81340585,0.05379826,0.00000000,0.48063935,0.25587240,0.04376619,1.29420251
-5.65782891,1.96797478,0.05809033,0.00000000,0.51924345,0.27556305,0.04712559,1.40966241
-5.65182591,2.12483738,0.06244315,0.00000000,0.55827542,0.29521109,0.05047274,1.52730099
-5.64582291,2.28228932,0.06680868,0.00000000,0.59732877,0.31459090,0.05377015,1.64585940
-5.63981991,2.43853407,0.07113729,0.00000000,0.63598285,0.33347233,0.05697991,1.76399149
-5.63381691,2.59171364,0.07537845,0.00000000,0.67380915,0.35162531,0.06006451,1.88028715
-5.62781391,2.73994291,0.07948149,0.00000000,0.71037811,0.36882464,0.06298765,1.99329916
-5.62181091,2.88134696,0.08339632,0.00000000,0.74526612,0.38485492,0.06571511,2.10157294
-5.61580790,3.01409992,0.08707430,0.00000000,0.77806256,0.39951529,0.06821548,2.20367818
-5.60980490,3.13646444,0.09046902,0.00000000,0.80837675,0.41262406,0.07046089,2.29824138
-5.60380190,3.24683026,0.09353710,0.00000000,0.83584471,0.42402285,0.07242767,2.38397813
-5.59779890,3.34375081,0.09623894,0.00000000,0.86013534,0.43358032,0.07409689,2.45972409
-5.59179590,3.42597650,0.09853945,0.00000000,0.88095626,0.44119524,0.07545475,2.52446343
-5.58579290,3.49248368,0.10040868,0.00000000,0.89805890,0.44679882,0.07649292,2.57735388
-5.57978989,3.54249841,0.10182240,0.00000000,0.91124289,0.45035638,0.07720866,2.61774739
-5.57378689,3.57551422,0.10276253,0.00000000,0.92035972,0.45186811,0.07760492,2.64520582
-5.56778389,3.59130338,0.10321757,0.00000000,0.92531558,0.45136907,0.07769023,2.65951104
-5.56178089,3.58992156,0.10318278,0.00000000,0.92607334,0.44892846,0.07747851,2.66066927
-5.55577789,3.57170561,0.10266037,0.00000000,0.92265364,0.44464803,0.07698879,2.64890956
-5.54977489,3.53726481,0.10165947,0.00000000,0.91513512,0.43865988,0.07624483,2.62467665
-5.54377189,3.48746589,0.10019601,0.00000000,0.90365370,0.43112360,0.07527461,2.58861849
-5.53776888,3.42341240,0.09829246,0.00000000,0.88840095,0.42222287,0.07410981,2.54156891
-5.53176588,3.34641896,0.09597744,0.00000000,0.86962153,0.41216158,0.07278520,2.48452636
