energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.72386193,0.84379253,0.08275313,0.00301252,0.04290641,0.00220242,0.10525000,0.11318889,0.48528687
-5.71785893,0.87789724,0.08815614,0.00305682,0.04065858,0.00215477,0.10602245,0.11929745,0.50779881
-5.71185593,0.91411389,0.09342446,0.00318047,0.03898127,0.00216476,0.10764359,0.12553216,0.53081559
-5.70585293,0.95182236,0.09844931,0.00339306,0.03796822,0.00223285,0.11019828,0.13179903,0.55374453
-5.69984992,0.99047706,0.10312635,0.00370554,0.03771388,0.00236083,0.11377905,0.13801418,0.57603911
-5.69384692,1.02962087,0.10735820,0.00413016,0.03831311,0.00255172,0.11848689,0.14410673,0.59720766
-5.68784392,1.06889889,0.11105693,0.00468033,0.03986076,0.00280952,0.12443167,0.15002168,0.61682242
-5.68184092,1.10807041,0.11414646,0.00537043,0.04245100,0.00313908,0.13173200,0.15572253,0.63452827
-5.67583792,1.14701797,0.11656480,0.00621557,0.04617635,0.00354584,0.14051445,0.16119357,0.65005032
-5.66983492,1.18575190,0.11826586,0.00723127,0.05112630,0.00403562,0.15091186,0.16644151,0.66319959
-5.66383192,1.22440959,0.11922082,0.00843311,0.05738554,0.00461437,0.16306056,0.17149630,0.67387633
-5.65782891,1.26324844,0.11941894,0.00983627,0.06503169,0.00528785,0.17709659,0.17641119,0.68207027
-5.65182591,1.30263228,0.11886784,0.01145500,0.07413264,0.00606134,0.19315077,0.18126166,0.68785765
-5.64582291,1.34301122,0.11759297,0.01330210,0.08474345,0.00693930,0.21134284,0.18614343,0.69139479
-5.63981991,1.38489540,0.11563664,0.01538827,0.09690298,0.00792504,0.23177468,0.19116939,0.69290844
-5.63381691,1.42882355,0.11305634,0.01772149,0.11063041,0.00902036,0.25452298,0.19646571,0.69268307
-5.62781391,1.47532774,0.10992256,0.02030635,0.12592160,0.01022521,0.27963165,0.20216696,0.69104578
-5.62181091,1.52489586,0.10631623,0.02314349,0.14274579,0.01153742,0.30710422,0.20841078,0.68834943
-5.61580790,1.57793380,0.10232578,0.02622895,0.16104252,0.01295238,0.33689683,0.21533196,0.68495468
-5.60980490,1.63472927,0.09804409,0.02955375,0.18071921,0.01446285,0.36891205,0.22305633,0.68121214
-5.60380190,1.69541926,0.09356536,0.03310347,0.20164946,0.01605884,0.40299404,0.23169475,0.67744512
-5.59779890,1.75996316,0.08898210,0.03685799,0.22367229,0.01772755,0.43892538,0.24133722,0.67393415
-5.59179590,1.82812295,0.08438231,0.04079145,0.24659250,0.01945338,0.47642597,0.25204764,0.67090393
-5.58579290,1.89945201,0.07984699,0.04487227,0.27018215,0.02121816,0.51515409,0.26385914,0.66851322
-5.57978989,1.97329322,0.07544808,0.04906344,0.29418333,0.02300131,0.55470988,0.27677041,0.66684838
-5.57378689,2.04878685,0.07124682,0.05332302,0.31831212,0.02478030,0.59464120,0.29074301,0.66592058
-5.56778389,2.12488806,0.06729269,0.05760468,0.34226372,0.02653103,0.63445186,0.30569985,0.66566683
-5.56178089,2.20039335,0.06362276,0.06185860,0.36571860,0.02822843,0.67361176,0.32152490,0.66595466
-5.55577789,2.27397486,0.06026165,0.06603239,0.38834944,0.02984705,0.71156900,0.33806411,0.66659016
-5.54977489,2.34422103,0.05722185,0.07007214,0.40982874,0.03136168,0.74776317,0.35512765,0.66732870
-5.54377189,2.40968170,0.05450449,0.07392364,0.42983670,0.03274808,0.78163956,0.37249322,0.66788790
-5.53776888,2.46891573,0.05210046,0.07753356,0.44806912,0.03398359,0.81266367,0.38991052,0.66796197
-5.53176588,2.52053899,0.04999177,0.08085067,0.46424511,0.03504780,0.84033543,0.40710675,0.66723670
-5.52576288,2.56327052,0.04815306,0.08382708,0.47811415,0.03592308,0.86420275,0.42379279,0.66540438
-5.51975988,2.59597520,0.04655331,0.08641934,0.48946239,0.03659510,0.88387366,0.43967028,0.66217794
-5.51375688,2.61770094,0.04515745,0.08858950,0.49811792,0.03705315,0.89902680,0.45443893,0.65730360
-5.50775388,2.62770923,0.04392806,0.09030598,0.50395469,0.03729050,0.90941984,0.46780437,0.65057167
-5.50175088,2.62549807,0.04282690,0.09154436,0.50689528,0.03730444,0.91489559,0.47948586,0.64182499
-5.49574787,2.61081647,0.04181633,0.09228790,0.50691210,0.03709637,0.91538558,0.48922397,0.63096489
-5.48974487,2.58367071,0.04086057,0.09252800,0.50402723,0.03667165,0.91091119,0.49678782,0.61795446
-5.48374187,2.54432211,0.03992673,0.09226428,0.49831099,0.03603935,0.90158233,0.50198180,0.60281934
-5.47773887,2.49327733,0.03898570,0.09150467,0.48987913,0.03521200,0.88759379,0.50465131,0.58564601
-5.47173587,2.43127152,0.03801275,0.09026515,0.47888904,0.03420505,0.86921956,0.50468766,0.56657799
-5.46573287,2.35924575,0.03698796,0.08856939,0.46553500,0.03303653,0.84680526,0.50203164,0.54581019
-5.45972986,2.27831961,0.03589648,0.08644817,0.45004271,0.03172639,0.82075927,0.49667584,0.52358185
-5.45372686,2.18976038,0.03472859,0.08393873,0.43266337,0.03029604,0.79154261,0.48866543,0.50016835
-5.44772386,2.09494989,0.03347953,0.08108385,0.41366746,0.02876775,0.75965807,0.47809759,0.47587247
-5.44172086,1.99535034,0.03214933,0.07793101,0.39333839,0.02716414,0.72563906,0.46511935,0.45101529
-5.43571786,1.89247019,0.03074238,0.07453129,0.37196635,0.02550765,0.69003823,0.44992407,0.42592722
-5.42971486,1.78783116,0.02926700,0.07093831,0.34984239,0.02382012,0.65341645,0.43274662,0.40093933
-5.42371186,1.68293704,0.02773490,0.06720715,0.32725293,0.02212236,0.61633227,0.41385745,0.37637530
-5.41770885,1.57924533,0.02616062,0.06339322,0.30447487,0.02043381,0.57933216,0.39355575,0.35254419
-5.41170585,1.47814197,0.02456095,0.05955123,0.28177126,0.01877235,0.54294177,0.37216205,0.32973411
-5.40570285,1.38091995,0.02295430,0.05573412,0.25938775,0.01715402,0.50765827,0.35001042,0.30820697
-5.39969985,1.28876180,0.02136017,0.05199221,0.23754977,0.01559298,0.47394415,0.32744072,0.28819430
-5.39369685,1.20272642,0.01979860,0.04837234,0.21646042,0.01410139,0.44222223,0.30479101,0.26989418
-5.38769385,1.12374016,0.01828968,0.04491722,0.19629920,0.01268950,0.41287229,0.28239063,0.25346932
-5.38169085,1.05259221,0.01685310,0.04166487,0.17722142,0.01136567,0.38622908,0.26055393,0.23904621
-5.37568784,0.98993409,0.01550781,0.03864828,0.15935824,0.01013649,0.36258177,0.23957507,0.22671530
-5.36968484,0.93628302,0.01427168,0.03589518,0.14281738,0.00900699,0.34217482,0.21972383,0.21653213
-5.36368184,0.89202874,0.01316126,0.03342799,0.12768432,0.00798079,0.32520997,0.20124261,0.20851934
-5.35767884,0.85744340,0.01219159,0.03126393,0.11402392,0.00706033,0.31184937,0.18434463,0.20266949
-5.35167584,0.83269380,0.01137602,0.02941525,0.10188233,0.00624712,0.30221949,0.16921312,0.19894842
-5.34567284,0.81785535,0.01072608,0.02788961,0.09128918,0.00554199,0.29641555,0.15600163,0.19729919
-5.33966983,0.81292706,0.01025141,0.02669050,0.08225975,0.00494532,0.29450630,0.14483500,0.19764628
-5.33366683,0.81784663,0.00995965,0.02581776,0.07479718,0.00445727,0.29653871,0.13581104,0.19989998
-5.32766383,0.83250492,0.00985635,0.02526815,0.06889457,0.00407805,0.30254224,0.12900257,0.20396072
-5.32166083,0.85675887,0.00994487,0.02503588,0.06453678,0.00380808,0.31253258,0.12445961,0.20972324
-5.31565783,0.89044236,0.01022628,0.02511315,0.06170204,0.00364819,0.32651435,0.12221155,0.21708022
-5.30965483,0.93337408,0.01069927,0.02549061,0.06036312,0.00359978,0.34448268,0.12226908,0.22592551
-5.30365183,0.98536226,0.01135997,0.02615780,0.06048815,0.00366494,0.36642352,0.12462577,0.23615652
-5.29764882,1.04620579,0.01220190,0.02710343,0.06204109,0.00384655,0.39231254,0.12925909,0.24767588
-5.29164582,1.11569182,0.01321584,0.02831562,0.06498176,0.00414835,0.42211281,0.13613107,0.26039217
-5.28564282,1.19359002,0.01438973,0.02978207,0.06926560,0.00457497,0.45577116,0.14518827,0.27421978
-5.27963982,1.27964411,0.01570869,0.03149010,0.07484319,0.00513196,0.49321374,0.15636146,0.28907801
-5.27363682,1.37356129,0.01715504,0.03342665,0.08165955,0.00582580,0.53434094,0.16956491,0.30488933
-5.26763382,1.47500068,0.01870839,0.03557822,0.08965346,0.00666392,0.57902219,0.18469550,0.32157721
-5.26163082,1.58356186,0.02034590,0.03793085,0.09875676,0.00765465,0.62709106,0.20163195,0.33906351
-5.25562781,1.69877479,0.02204255,0.04047007,0.10889392,0.00880724,0.67834131,0.22023422,0.35726580
-5.24962481,1.82009242,0.02377160,0.04318087,0.11998184,0.01013190,0.73252428,0.24034336,0.37609490
-5.24362181,1.94688722,0.02550506,0.04604785,0.13193006,0.01163981,0.78934817,0.26178208,0.39545274
-5.23761881,2.07845256,0.02721439,0.04905536,0.14464151,0.01334315,0.84847968,0.28435606,0.41523106
-5.23161581,2.21400989,0.02887115,0.05218782,0.15801368,0.01525520,0.90954815,0.30785622,0.43531087
-5.22561281,2.35272208,0.03044779,0.05543016,0.17194048,0.01739043,0.97215244,0.33206201,0.45556307
-5.21960980,2.49371290,0.03191843,0.05876834,0.18631454,0.01976453,1.03587053,0.35674562,0.47585019
-5.21360680,2.63609225,0.03325964,0.06219002,0.20103001,0.02239456,1.10027156,0.38167717,0.49602928
-5.20760380,2.77898634,0.03445124,0.06568533,0.21598584,0.02529896,1.16492986,0.40663063,0.51595585
-5.20160080,2.92157129,0.03547688,0.06924759,0.23108916,0.02849758,1.22944044,0.43139020,0.53548879
-5.19559780,3.06310864,0.03632470,0.07287416,0.24625891,0.03201161,1.29343518,0.45575708,0.55449586
-5.18959480,3.20298053,0.03698765,0.07656712,0.26142922,0.03586347,1.35659874,0.47955598,0.57285951
-5.18359180,3.34072254,0.03746381,0.08033390,0.27655259,0.04007654,1.41868335,0.50264137,0.59048272
-5.17758879,3.47605184,0.03775642,0.08418776,0.29160248,0.04467472,1.47952140,0.52490276,0.60729436
-5.17158579,3.60888836,0.03787374,0.08814797,0.30657518,0.04968200,1.53903502,0.54626893,0.62325376
-5.16558279,3.73936737,0.03782873,0.09223982,0.32149080,0.05512163,1.59724171,0.56671063,0.63835405
-5.15957979,3.86784154,0.03763858,0.09649428,0.33639316,0.06101539,1.65425557,0.58624159,0.65262409
-5.15357679,3.99487184,0.03732403,0.10094729,0.35134856,0.06738246,1.71028339,0.60491759,0.66612867
-5.14757379,4.12120650,0.03690858,0.10563878,0.36644329,0.07423837,1.76561583,0.62283356,0.67896678
-5.14157079,4.24774849,0.03641764,0.11061135,0.38177996,0.08159368,1.82061344,0.64011869,0.69126821
-5.13556778,4.37551233,0.03587760,0.11590858,0.39747275,0.08945272,1.87568812,0.65692973,0.70318819
-5.12956478,4.50557167,0.03531493,0.12157319,0.41364158,0.09781222,1.93128068,0.67344261,0.71490057
-5.12356178,4.63899991,0.03475531,0.12764489,0.43040558,0.10666008,1.98783534,0.68984284,0.72658972
-5.11755878,4.77680618,0.03422279,0.13415815,0.44787599,0.11597413,2.04577227,0.70631495,0.73844150
-5.11155578,4.91986977,0.03373915,0.14113992,0.46614876,0.12572118,2.10545954,0.72303154,0.75063375
-5.10555278,5.06887595,0.03332337,0.14860737,0.48529735,0.13585624,2.16718565,0.74014238,0.76332680
-5.09954977,5.22425623,0.03299123,0.15656577,0.50536575,0.14632201,2.23113407,0.75776408,0.77665444
-5.09354677,5.38613604,0.03275514,0.16500663,0.52636236,0.15704877,2.29736096,0.77597084,0.79071569
-5.08754377,5.55429231,0.03262406,0.17390606,0.54825485,0.16795462,2.36577723,0.79478676,0.80556793
-5.08154077,5.72812326,0.03260370,0.18322363,0.57096630,0.17894612,2.43613588,0.81418001,0.82122157
-5.07553777,5.90663195,0.03269674,0.19290168,0.59437289,0.18991936,2.50802525,0.83405930,0.83763649
-5.06953477,6.08842462,0.03290321,0.20286508,0.61830325,0.20076145,2.58086871,0.85427273,0.85472054
-5.06353177,6.27172434,0.03322100,0.21302167,0.64253965,0.21135235,2.65393087,0.87460924,0.87232992
-5.05752876,6.45439964,0.03364636,0.22326322,0.66682097,0.22156706,2.72633018,0.89480257,0.89027160
-5.05152576,6.63400736,0.03417441,0.23346699,0.69084743,0.23127819,2.79705765,0.91453769,0.90830749
-5.04552276,6.80784836,0.03479967,0.24349798,0.71428706,0.24035857,2.86500095,0.93345941,0.92616035
-5.03951976,6.97303422,0.03551650,0.25321156,0.73678353,0.24868418,2.92897312,0.95118294,0.94352095
-5.03351676,7.12656278,0.03631944,0.26245671,0.75796533,0.25613702,2.98774488,0.96730594,0.96005646
-5.02751376,7.26539993,0.03720351,0.27107967,0.77745580,0.26260800,3.04007943,0.98142167,0.97541955
-5.02151076,7.38656505,0.03816434,0.27892785,0.79488378,0.26799971,3.08476861,0.99313271,0.98925806
-5.01550775,7.48721721,0.03919816,0.28585401,0.80989450,0.27222888,3.12066913,1.00206481,1.00122472
-5.00950475,7.56473949,0.04030173,0.29172048,0.82216035,0.27522869,3.14673762,1.00788027,1.01098695
-5.00350175,7.61681864,0.04147213,0.29640339,0.83139099,0.27695058,3.16206357,1.01029054,1.01823609
-4.99749875,7.64151774,0.04270644,0.29979666,0.83734277,0.27736566,3.16589884,1.00906734,1.02269617
-4.99149575,7.63733940,0.04400139,0.30181571,0.83982672,0.27646570,3.15768305,1.00405228,1.02413175
-4.98549275,7.60327796,0.04535302,0.30240073,0.83871526,0.27426352,3.13706388,0.99516438,1.02235481
-4.97948974,7.53885891,0.04675621,0.30151942,0.83394699,0.27079287,3.10391195,0.98240548,1.01723047
-4.97348674,7.44416465,0.04820445,0.29916900,0.82552976,0.26610790,3.05832966,0.96586330,1.00868146
-4.96748374,7.31984596,0.04968951,0.29537758,0.81354173,0.26028197,3.00065406,0.94571226,0.99669122
-4.96148074,7.16711920,0.05120134,0.29020471,0.79813058,0.25340614,2.93145362,0.92221210,0.98130566
-4.95547774,6.98774950,0.05272807,0.28374111,0.77951076,0.24558726,2.85151934,0.89570436,0.96263347
-4.94947474,6.78402098,0.05425623,0.27610767,0.75795920,0.23694567,2.76185054,0.86660719,0.94084506
-4.94347174,6.55869524,0.05577105,0.26745357,0.73380950,0.22761276,2.66363614,0.83540853,0.91617023
-4.93746873,6.31495971,0.05725705,0.25795384,0.70744495,0.21772831,2.55823202,0.80265817,0.88889450
-4.93146573,6.05636789,0.05869878,0.24780615,0.67929072,0.20743780,2.44713545,0.76895895,0.85935440
-4.92546273,5.78677342,0.06008170,0.23722713,0.64980547,0.19688978,2.33195758,0.73495742,0.82793174
-4.91945973,5.51026020,0.06139321,0.22644827,0.61947278,0.18623325,2.21439476,0.70133429,0.79504706
-4.91345673,5.23107048,0.06262373,0.21571145,0.58879252,0.17561533,2.09619963,0.66879483,0.76115235
-4.90745373,4.95353301,0.06376789,0.20526426,0.55827266,0.16517902,1.97915280,0.63805949,0.72672338
-4.90145073,4.68199246,0.06482561,0.19535523,0.52842143,0.15506131,1.86503563,0.60985471,0.69225159
-4.89544772,4.42074186,0.06580315,0.18622904,0.49974006,0.14539152,1.75560461,0.58490392,0.65823585
-4.88944472,4.17395849,0.06671395,0.17812176,0.47271620,0.13628992,1.65256767,0.56391881,0.62517417
-4.88344172,3.94564402,0.06757932,0.17125623,0.44781789,0.12786661,1.55756234,0.54759051,0.59355548
-4.87743872,3.73956889,0.06842876,0.16583768,0.42548800,0.12022058,1.47213580,0.53658065,0.56385155
-4.87143572,3.55922083,0.06930002,0.16204955,0.40613909,0.11343910,1.39772654,0.53151202,0.53650914
-4.86543272,3.40775708,0.07023876,0.16004958,0.39014844,0.10759708,1.33564727,0.53295871,0.51194250
-4.85942971,3.28795992,0.07129781,0.15996630,0.37785316,0.10275673,1.28706873,0.54143549,0.49052617
-4.85342671,3.20219504,0.07253604,0.16189584,0.36954523,0.09896718,1.25300407,0.55738648,0.47258813
-4.84742371,3.15237232,0.07401685,0.16589919,0.36546636,0.09626418,1.23429343,0.58117304,0.45840354
-4.84142071,3.13990919,0.07580629,0.17199997,0.36580263,0.09466987,1.23158872,0.61306105,0.44818884
-4.83541771,3.16569663,0.07797092,0.18018271,0.37067905,0.09419260,1.24533849,0.65320802,0.44209656
-4.82941471,3.23006860,0.08057538,0.19039180,0.38015410,0.09482670,1.27577314,0.70165021,0.44021086
-4.82341171,3.33277593,0.08367990,0.20253120,0.39421441,0.09655244,1.32289112,0.75829052,0.44254390
-4.81740870,3.47296621,0.08733769,0.21646483,0.41277012,0.09933603,1.38644647,0.82288777,0.44903331
-4.81140570,3.64917126,0.09159245,0.23201797,0.43565102,0.10312976,1.46593887,0.89504807,0.45954084
-4.80540270,3.85930430,0.09647603,0.24897949,0.46260404,0.10787239,1.56060693,0.97421905,0.47385246
-4.79939970,4.10066867,0.10200635,0.26710512,0.49329243,0.11348968,1.66942598,1.05968781,0.49168001
-4.79339670,4.36997984,0.10818577,0.28612169,0.52729710,0.11989532,1.79111112,1.15058311,0.51266458
-4.78739370,4.66340240,0.11499981,0.30573226,0.56412028,0.12699199,1.92412673,1.24588243,0.53638174
-4.78139070,4.97660273,0.12241652,0.32562225,0.60319199,0.13467291,2.06670289,1.34442431,0.56234865
-4.77538769,5.30481780,0.13038637,0.34546617,0.64387907,0.14282349,2.21685930,1.44492590,0.59003291
-4.76938469,5.64293950,0.13884276,0.36493509,0.68549711,0.15132342,2.37243662,1.54600588,0.61886326
-4.76338169,5.98561308,0.14770312,0.38370432,0.72732472,0.16004881,2.53113504,1.64621202,0.64824165
-4.75737869,6.32734754,0.15687061,0.40146138,0.76862000,0.16887463,2.69055924,1.74405291,0.67755662
-4.75137569,6.66263471,0.16623634,0.41791369,0.80863853,0.17767703,2.84826848,1.83803276,0.70619742
-4.74537269,6.98607327,0.17568199,0.43279589,0.84665233,0.18633580,3.00183048,1.92668817,0.73356857
-4.73936968,7.29249338,0.18508281,0.44587638,0.88196892,0.19473659,3.14887704,2.00862541,0.75910421
-4.73336668,7.57707716,0.19431085,0.45696294,0.91394976,0.20277294,3.28715942,2.08255678,0.78228191
-4.72736368,7.83547036,0.20323827,0.46590707,0.94202718,0.21034802,3.41460129,2.14733466,0.80263523
-4.72136068,8.06388071,0.21174064,0.47260690,0.96571902,0.21737594,3.52934714,2.20198156,0.81976466
-4.71535768,8.25915886,0.21970014,0.47700857,0.98464038,0.22378280,3.62980412,2.24571522,0.83334652
-4.70935468,8.41885891,0.22700840,0.47910605,0.99851188,0.22950709,3.71467565,2.27796735,0.84313937
-4.70335168,8.54127587,0.23356911,0.47893932,1.00716409,0.23449989,3.78298546,2.29839552,0.84898781
-4.69734867,8.62545929,0.23930009,0.47659106,1.01053799,0.23872454,3.83409120,2.30688748,0.85082354
-4.69134567,8.67120262,0.24413492,0.47218210,1.00868152,0.24215607,3.86768732,2.30355811,0.84866356
-4.68534267,8.67900984,0.24802405,0.46586571,1.00174249,0.24478033,3.88379730,2.28873894,0.84260587
-4.67933967,8.65004130,0.25093528,0.45782106,0.98995834,0.24659302,3.88275604,2.26296113,0.83282272
-4.67333667,8.58604220,0.25285387,0.44824629,0.97364336,0.24759863,3.86518354,2.22693266,0.81955187
-4.66733367,8.48925742,0.25378196,0.43735131,0.95317403,0.24780944,3.83195128,2.18151096,0.80308631
-4.66133067,8.36233723,0.25373775,0.42535084,0.92897338,0.24724459,3.78414322,2.12767224,0.78376287
-4.65532766,8.20823838,0.25275412,0.41245788,0.90149520,0.24592945,3.72301335,2.06647904,0.76195027
-4.64932466,8.03012503,0.25087705,0.39887798,0.87120865,0.24389505,3.64994163,1.99904729,0.73803714
-4.64332166,7.83127369,0.24816375,0.38480446,0.83858424,0.24117792,3.56639035,1.92651430,0.71242049
-4.63731866,7.61498574,0.24468064,0.37041466,0.80408148,0.23782000,3.47386252,1.85000895,0.68549497
-4.63131566,7.38451021,0.24050125,0.35586755,0.76813872,0.23386888,3.37386369,1.77062487,0.65764342
-4.62531266,7.14297901,0.23570407,0.34130239,0.73116541,0.22937805,3.26786835,1.68939763,0.62922881
-4.61930965,6.89335541,0.23037043,0.32683859,0.69353672,0.22440730,3.15729147,1.60728620,0.60058788
-4.61330665,6.63839613,0.22458253,0.31257663,0.65559061,0.21902296,3.04346583,1.52515910,0.57202635
-4.60730365,6.38062638,0.21842148,0.29859975,0.61762692,0.21329806,2.92762480,1.44378509,0.54381588
-4.60130065,6.12232657,0.21196562,0.28497628,0.57990830,0.20731229,2.81089061,1.36382823,0.51619256
-4.59529765,5.86552906,0.20528896,0.27176236,0.54266246,0.20115160,2.69426742,1.28584689,0.48935670
-4.58929465,5.61202267,0.19845990,0.25900483,0.50608543,0.19490742,2.57863869,1.21029610,0.46347384
-4.58329165,5.36336308,0.19154015,0.24674393,0.47034528,0.18867553,2.46476792,1.13753278,0.43867657
-4.57728864,5.12088670,0.18458395,0.23501580,0.43558597,0.18255445,2.35330222,1.06782295,0.41506707
-4.57128564,4.88572640,0.17763755,0.22385448,0.40193099,0.17664353,2.24477776,1.00135053,0.39271995
-4.56528264,4.65882720,0.17073900,0.21329323,0.36948658,0.17104061,2.13962663,0.93822695,0.37168529
-4.55927964,4.44096102,0.16391820,0.20336532,0.33834423,0.16583949,2.03818447,0.87850116,0.35199160
-4.55327664,4.23273948,0.15719728,0.19410401,0.30858257,0.16112714,1.94069849,0.82216960,0.33364864
-4.54727364,4.03462464,0.15059121,0.18554200,0.28026845,0.15698097,1.84733559,0.76918575,0.31664996
-4.54127064,3.84693747,0.14410868,0.17771024,0.25345750,0.15346610,1.75819040,0.71946916,0.30097501
-4.53526763,3.66986475,0.13775321,0.17063637,0.22819406,0.15063283,1.67329318,0.67291369,0.28659106
-4.52926463,3.50346478,0.13152440,0.16434294,0.20451082,0.14851445,1.59261751,0.62939501,0.27345464
-4.52326163,3.34767279,0.12541939,0.15884546,0.18242827,0.14712554,1.51608795,0.58877733,0.26151286
-4.51725863,3.20230693,0.11943425,0.15415068,0.16195410,0.14646075,1.44358751,0.55091942,0.25070450
-4.51125563,3.06707561,0.11356554,0.15025512,0.14308273,0.14649426,1.37496519,0.51567996,0.24096101
-4.50525263,2.94158704,0.10781168,0.14714407,0.12579514,0.14717989,1.31004358,0.48292237,0.23220753
-4.49924962,2.82536131,0.10217432,0.14479120,0.11005900,0.14845203,1.24862644,0.45251917,0.22436407
-4.49324662,2.71784570,0.09665947,0.14315894,0.09582919,0.15022719,1.19050641,0.42435600,0.21734673
