energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up
-5.83791896,1.65856449,0.49528469,0.69924657,0.00313039,0.03367938,0.03947800,0.43197605,0.59457768,0.00000000
-5.83191596,1.57187406,0.47013095,0.66246118,0.00293334,0.03189229,0.03708021,0.40965606,0.56347729,0.00000000
-5.82591296,1.48072969,0.44327036,0.62426455,0.00274257,0.03000914,0.03465834,0.38590524,0.53056316,0.00000000
-5.81990995,1.38645734,0.41513686,0.58519912,0.00255912,0.02805493,0.03222823,0.36108345,0.49631293,0.00000000
-5.81390695,1.29047054,0.38617729,0.54586585,0.00238460,0.02605598,0.02980926,0.33556187,0.46122451,0.00000000
-5.80790395,1.19422310,0.35683750,0.50690437,0.00222113,0.02403894,0.02742310,0.30971069,0.42579903,0.00000000
-5.80190095,1.09916598,0.32754968,0.46897498,0.00207123,0.02202990,0.02509260,0.28388776,0.39052512,0.00000000
-5.79589795,1.00670976,0.29872121,0.43274331,0.00193778,0.02005361,0.02284075,0.25842864,0.35586521,0.00000000
-5.78989495,0.91819391,0.27072562,0.39886782,0.00182397,0.01813276,0.02068986,0.23363837,0.32224409,0.00000000
-5.78389195,0.83486322,0.24389565,0.36799030,0.00173326,0.01628749,0.01866083,0.20978517,0.29004019,0.00000000
-5.77788894,0.75785152,0.21851855,0.34072938,0.00166931,0.01453503,0.01677264,0.18709607,0.25957944,0.00000000
-5.77188594,0.68817239,0.19483355,0.31767656,0.00163599,0.01288946,0.01504203,0.16575453,0.23113184,0.00000000
-5.76588294,0.62671601,0.17303139,0.29939448,0.00163733,0.01136169,0.01348331,0.14589986,0.20491057,0.00000000
-5.75987994,0.57425110,0.15325562,0.28641667,0.00167754,0.00995945,0.01210834,0.12762835,0.18107310,0.00000000
-5.75387694,0.53143071,0.13560533,0.27924809,0.00176091,0.00868754,0.01092665,0.11099572,0.15972431,0.00000000
-5.74787394,0.49880034,0.12013903,0.27836577,0.00189185,0.00754802,0.00994556,0.09602066,0.14092086,0.00000000
-5.74187094,0.47680709,0.10687924,0.28421871,0.00207478,0.00654058,0.00917049,0.08268925,0.12467655,0.00000000
-5.73586793,0.46580825,0.09581749,0.29722638,0.00231410,0.00566288,0.00860512,0.07095978,0.11096826,0.00000000
-5.72986493,0.46607835,0.08691932,0.31777529,0.00261410,0.00491091,0.00825172,0.06076782,0.09974196,0.00000000
-5.72386193,0.47781343,0.08012909,0.34621295,0.00297882,0.00427940,0.00811127,0.05203129,0.09091849,0.00000000
-5.71785893,0.50113194,0.07537422,0.38283936,0.00341193,0.00376212,0.00818369,0.04465517,0.08439889,0.00000000
-5.71185593,0.53607184,0.07256887,0.42789552,0.00391660,0.00335221,0.00846784,0.03853591,0.08006901,0.00000000
-5.70585293,0.58258384,0.07161677,0.48154953,0.00449530,0.00304245,0.00896154,0.03356522,0.07780324,0.00000000
-5.69984992,0.64052102,0.07241331,0.54388047,0.00514959,0.00282546,0.00966152,0.02963332,0.07746736,0.00000000
-5.69384692,0.70962556,0.07484678,0.61486076,0.00587998,0.00269387,0.01056317,0.02663151,0.07892057,0.00000000
-5.68784392,0.78951348,0.07879902,0.69433790,0.00668568,0.00264041,0.01166039,0.02445416,0.08201663,0.00000000
-5.68184092,0.87965845,0.08414535,0.78201652,0.00756445,0.00265798,0.01294525,0.02300012,0.08660437,0.00000000
-5.67583792,0.97937622,0.09075419,0.87744199,0.00851240,0.00273968,0.01440773,0.02217360,0.09252773,0.00000000
-5.66983492,1.08781100,0.09848642,0.97998676,0.00952391,0.00287874,0.01603539,0.02188465,0.09962541,0.00000000
-5.66383192,1.20392543,0.10719467,1.08884067,0.01059147,0.00306857,0.01781313,0.02204931,0.10773047,0.00000000
-5.65782891,1.32649536,0.11672279,1.20300640,0.01170571,0.00330262,0.01972293,0.02258948,0.11666996,0.00000000
-5.65182591,1.45411106,0.12690557,1.32130111,0.01285539,0.00357439,0.02174376,0.02343267,0.12626485,0.00000000
-5.64582291,1.58518547,0.13756906,1.44236508,0.01402747,0.00387735,0.02385152,0.02451166,0.13633035,0.00000000
-5.63981991,1.71797072,0.14853133,1.56467784,0.01520734,0.00420493,0.02601919,0.02576415,0.14667678,0.00000000
-5.63381691,1.85058275,0.15960403,1.68658212,0.01637900,0.00455049,0.02821703,0.02713244,0.15711103,0.00000000
-5.62781391,1.98103442,0.17059456,1.80631538,0.01752538,0.00490734,0.03041301,0.02856327,0.16743868,0.00000000
-5.62181091,2.10727620,0.18130897,1.92204835,0.01862873,0.00526882,0.03257336,0.03000766,0.17746672,0.00000000
-5.61580790,2.22724373,0.19155551,2.03192973,0.01967102,0.00562831,0.03466323,0.03142095,0.18700686,0.00000000
-5.60980490,2.33891068,0.20114868,2.13413563,0.02063441,0.00597945,0.03664751,0.03276291,0.19587931,0.00000000
-5.60380190,2.44034526,0.20991364,2.22692224,0.02150177,0.00631615,0.03849175,0.03399801,0.20391681,0.00000000
-5.59779890,2.52976822,0.21769091,2.30867965,0.02225711,0.00663287,0.04016308,0.03509572,0.21096892,0.00000000
-5.59179590,2.60561008,0.22434102,2.37798498,0.02288611,0.00692472,0.04163129,0.03603083,0.21690616,0.00000000
-5.58579290,2.66656538,0.22974903,2.43365245,0.02337655,0.00718770,0.04286975,0.03678389,0.22162404,0.00000000
-5.57978989,2.71164144,0.23382857,2.47477850,0.02371867,0.00741886,0.04385636,0.03734151,0.22504658,0.00000000
-5.57378689,2.74019953,0.23652538,2.50077979,0.02390553,0.00761651,0.04457439,0.03769672,0.22712929,0.00000000
-5.56778389,2.75198669,0.23782003,2.51142253,0.02393322,0.00778038,0.04501316,0.03784913,0.22786138,0.00000000
-5.56178089,2.74715644,0.23772969,2.50684165,0.02380099,0.00791175,0.04516859,0.03780509,0.22726705,0.00000000
-5.55577789,2.72627744,0.23630896,2.48754889,0.02351129,0.00801359,0.04504349,0.03757763,0.22540589,0.00000000
-5.54977489,2.69032951,0.23364953,2.45442928,0.02306969,0.00809061,0.04464773,0.03718631,0.22237222,0.00000000
-5.54377189,2.64068685,0.22987871,2.40872593,0.02248471,0.00814930,0.04399808,0.03665690,0.21829341,0.00000000
-5.53776888,2.57908910,0.22515690,2.35201364,0.02176753,0.00819792,0.04311788,0.03602096,0.21332721,0.00000000
-5.53176588,2.50760100,0.21967403,2.28616213,0.02093166,0.00824642,0.04203652,0.03531515,0.20765821,0.00000000
-5.52576288,2.42856221,0.21364502,2.21329032,0.01999249,0.00830636,0.04078867,0.03458060,0.20149344,0.00000000
-5.51975988,2.34452896,0.20730448,2.13571310,0.01896687,0.00839068,0.03941335,0.03386204,0.19505738,0.00000000
-5.51375688,2.25820960,0.20090082,2.05588257,0.01787254,0.00851359,0.03795291,0.03320689,0.18858642,0.00000000
-5.50775388,2.17239629,0.19468982,1.97632578,0.01672769,0.00869025,0.03645190,0.03266436,0.18232304,0.00000000
-5.50175088,2.08989498,0.18892806,1.89958094,0.01555043,0.00893656,0.03495582,0.03228441,0.17650979,0.00000000
-5.49574787,2.01345616,0.18386623,1.82813436,0.01435833,0.00926882,0.03350991,0.03211688,0.17138340,0.00000000
-5.48974487,1.94570840,0.17974260,1.76435990,0.01316803,0.00970346,0.03215799,0.03221052,0.16716898,0.00000000
-5.48374187,1.88909673,0.17677686,1.71046299,0.01199485,0.01025671,0.03094130,0.03261219,0.16407473,0.00000000
-5.47773887,1.84582772,0.17516443,1.66843063,0.01085252,0.01094428,0.02989748,0.03336615,0.16228714,0.00000000
-5.47173587,1.81782268,0.17507143,1.63998890,0.00975301,0.01178108,0.02905965,0.03451341,0.16196678,0.00000000
-5.46573287,1.80668031,0.17663052,1.62656910,0.00870631,0.01278090,0.02845569,0.03609134,0.16324499,0.00000000
-5.45972986,1.81364977,0.17993758,1.62928334,0.00772046,0.01395622,0.02810762,0.03813334,0.16622135,0.00000000
-5.45372686,1.83961467,0.18504944,1.64891019,0.00680153,0.01531789,0.02803124,0.04066876,0.17096218,0.00000000
-5.44772386,1.88508846,0.19198273,1.68589060,0.00595369,0.01687503,0.02823596,0.04372299,0.17749992,0.00000000
-5.44172086,1.95022112,0.20071377,1.74033424,0.00517936,0.01863482,0.02872476,0.04731767,0.18583360,0.00000000
-5.43571786,2.03481683,0.21117965,1.81203572,0.00447939,0.02060237,0.02949449,0.05147115,0.19593032,0.00000000
-5.42971486,2.13836196,0.22328040,1.90050034,0.00385323,0.02278068,0.03053623,0.05619908,0.20772765,0.00000000
-5.42371186,2.26006239,0.23688220,2.00497823,0.00329922,0.02517056,0.03183596,0.06151511,0.22113700,0.00000000
-5.41770885,2.39888888,0.25182154,2.12450583,0.00281480,0.02777060,0.03337534,0.06743171,0.23604777,0.00000000
-5.41170585,2.55362866,0.26791029,2.25795310,0.00239670,0.03057720,0.03513268,0.07396109,0.25233220,0.00000000
-5.40570285,2.72294163,0.28494133,2.40407469,0.00204128,0.03358453,0.03708400,0.08111610,0.26985083,0.00000000
-5.39969985,2.90541853,0.30269477,2.56156311,0.00174464,0.03678462,0.03920430,0.08891114,0.28845822,0.00000000
-5.39369685,3.09963911,0.32094439,2.72910157,0.00150287,0.04016732,0.04146875,0.09736302,0.30800894,0.00000000
-5.38769385,3.30422743,0.33946416,2.90541428,0.00131221,0.04372039,0.04385403,0.10649167,0.32836346,0.00000000
-5.38169085,3.51790195,0.35803453,3.08931178,0.00116920,0.04742949,0.04633963,0.11632075,0.34939373,0.00000000
-5.37568784,3.73951780,0.37644830,3.27972903,0.00107080,0.05127824,0.04890900,0.12687805,0.37098836,0.00000000
-5.36968484,3.96809917,0.39451586,3.47575427,0.00101449,0.05524822,0.05155071,0.13819557,0.39305692,0.00000000
-5.36368184,4.20285978,0.41206953,3.67664688,0.00099832,0.05931905,0.05425934,0.15030950,0.41553342,0.00000000
-5.35767884,4.44321003,0.42896689,3.88184294,0.00102097,0.06346845,0.05703622,0.16325973,0.43837864,0.00000000
-5.35167584,4.68875022,0.44509297,4.09094784,0.00108177,0.06767231,0.05988988,0.17708921,0.46158122,0.00000000
-5.34567284,4.93924949,0.46036128,4.30371586,0.00118071,0.07190482,0.06283626,0.19184287,0.48515740,0.00000000
-5.33966983,5.19461124,0.47471355,4.52001738,0.00131844,0.07613867,0.06589851,0.20756635,0.50914947,0.00000000
-5.33366683,5.45482649,0.48811840,4.73979504,0.00149620,0.08034525,0.06910655,0.22430437,0.53362277,0.00000000
-5.32766383,5.71991723,0.50056892,4.96301107,0.00171583,0.08449496,0.07249627,0.24209891,0.55866155,0.00000000
-5.32166083,5.98987264,0.51207938,5.18958839,0.00197971,0.08855754,0.07610843,0.26098711,0.58436363,0.00000000
-5.31565783,6.26458167,0.52268132,5.41934867,0.00229068,0.09250251,0.07998722,0.28099906,0.61083423,0.00000000
-5.30965483,6.54376562,0.53241916,5.65195116,0.00265199,0.09629960,0.08417865,0.30215550,0.63817905,0.00000000
-5.30365183,6.82691490,0.54134565,5.88683587,0.00306725,0.09991927,0.08872875,0.32446553,0.66649704,0.00000000
-5.29764882,7.11323390,0.54951746,6.12317495,0.00354035,0.10333324,0.09368162,0.34792435,0.69587309,0.00000000
-5.29164582,7.40159790,0.55699099,6.35983577,0.00407538,0.10651503,0.09907748,0.37251120,0.72637102,0.00000000
-5.28564282,7.69052522,0.56381890,6.59535890,0.00467658,0.10944049,0.10495081,0.39818763,0.75802717,0.00000000
-5.27963982,7.97816751,0.57004724,6.82795317,0.00534830,0.11208831,0.11132855,0.42489611,0.79084490,0.00000000
-5.27363682,8.26232001,0.57571353,7.05550964,0.00609487,0.11444045,0.11822859,0.45255917,0.82479039,0.00000000
-5.26763382,8.54045262,0.58084581,7.27563510,0.00692064,0.11648260,0.12565858,0.48107907,0.85978984,0.00000000
-5.26163082,8.80976180,0.58546268,7.48570467,0.00782987,0.11820448,0.13361498,0.51033821,0.89572841,0.00000000
-5.25562781,9.06724187,0.58957423,7.68293222,0.00882670,0.11960007,0.14208268,0.54020018,0.93245083,0.00000000
-5.24962481,9.30977352,0.59318388,7.86445608,0.00991513,0.12066785,0.15103492,0.57051155,0.96976392,0.00000000
-5.24362181,9.53422604,0.59629096,8.02743690,0.01109894,0.12141086,0.16043372,0.60110441,1.00744077,0.00000000
-5.23761881,9.73756916,0.59889374,8.16916332,0.01238166,0.12183673,0.17023072,0.63179945,1.04522645,0.00000000
-5.23161581,9.91698944,0.60099278,8.28716106,0.01376652,0.12195766,0.18036838,0.66240964,1.08284511,0.00000000
-5.22561281,10.07000603,0.60259436,8.37930011,0.01525635,0.12179032,0.19078151,0.69274425,1.12000802,0.00000000
-5.21960980,10.19458000,0.60371371,8.44389508,0.01685349,0.12135567,0.20139901,0.72261310,1.15642214,0.00000000
-5.21360680,10.28921193,0.60437771,8.47979366,0.01855969,0.12067873,0.21214585,0.75183071,1.19179889,0.00000000
-5.20760380,10.35302258,0.60462709,8.48644850,0.02037592,0.11978833,0.22294498,0.78022025,1.22586254,0.00000000
-5.20160080,10.38581221,0.60451757,8.46396882,0.02230227,0.11871676,0.23371925,0.80761704,1.25835778,0.00000000
-5.19559780,10.38809487,0.60412018,8.41314833,0.02433770,0.11749934,0.24439321,0.83387126,1.28905611,0.00000000
-5.18959480,10.36110539,0.60352038,8.33546779,0.02647985,0.11617392,0.25489457,0.85884996,1.31776068,0.00000000
-5.18359180,10.30677763,0.60281617,8.23307096,0.02872482,0.11478030,0.26515547,0.88243791,1.34430926,0.00000000
-5.17758879,10.22769425,0.60211502,8.10871438,0.03106695,0.11335954,0.27511335,0.90453763,1.36857532,0.00000000
-5.17158579,10.12700942,0.60152996,7.96569251,0.03349863,0.11195312,0.28471136,0.92506824,1.39046707,0.00000000
-5.16558279,10.00834730,0.60117487,7.80774064,0.03601008,0.11060209,0.29389855,0.94396347,1.40992471,0.00000000
-5.15957979,9.87568012,0.60115919,7.63891947,0.03858928,0.10934601,0.30262953,0.96116893,1.42691606,0.00000000
-5.15357679,9.73319104,0.60158241,7.46348553,0.04122186,0.10822190,0.31086395,0.97663880,1.44143097,0.00000000
-5.14757379,9.58512738,0.60252852,7.28575291,0.04389112,0.10726311,0.31856565,0.99033233,1.45347491,0.00000000
-5.14157079,9.43565046,0.60406090,7.10995155,0.04657814,0.10649812,0.32570171,1.00221033,1.46306227,0.00000000
-5.13556778,9.28868849,0.60621775,6.94008798,0.04926194,0.10594949,0.33224136,1.01223201,1.47020986,0.00000000
-5.12956478,9.14779886,0.60900850,6.77981405,0.05191980,0.10563280,0.33815505,1.02035250,1.47493118,0.00000000
-5.12356178,9.01604552,0.61241140,6.63230887,0.05452764,0.10555578,0.34341346,1.02652123,1.47723180,0.00000000
-5.11755878,8.89589685,0.61637245,6.50017880,0.05706052,0.10571762,0.34798688,1.03068133,1.47710632,0.00000000
-5.11155578,8.78914811,0.62080575,6.38537916,0.05949317,0.10610855,0.35184475,1.03277026,1.47453702,0.00000000
-5.10555278,8.69687160,0.62559552,6.28916095,0.06180067,0.10670975,0.35495560,1.03272163,1.46949450,0.00000000
-5.09954977,8.61939646,0.63059946,6.21204415,0.06395907,0.10749358,0.35728732,1.03046808,1.46194016,0.00000000
-5.09354677,8.55631869,0.63565367,6.15381876,0.06594612,0.10842416,0.35880776,1.02594529,1.45183041,0.00000000
-5.08754377,8.50654056,0.64057872,6.11357298,0.06774193,0.10945837,0.35948578,1.01909666,1.43912245,0.00000000
-5.08154077,8.46833753,0.64518680,6.08974726,0.06932964,0.11054718,0.35929244,1.00987855,1.42378113,0.00000000
-5.07553777,8.43944944,0.64928965,6.08021161,0.07069603,0.11163734,0.35820268,0.99826571,1.40578658,0.00000000
-5.06953477,8.41719209,0.65270691,6.08236300,0.07183202,0.11267332,0.35619695,0.98425668,1.38514219,0.00000000
-5.06353177,8.39858418,0.65527473,6.09323856,0.07273312,0.11359954,0.35326315,0.96787868,1.36188232,0.00000000
-5.05752876,8.38048431,0.65685409,6.10964000,0.07339979,0.11436262,0.34939843,0.94919189,1.33607953,0.00000000
-5.05152576,8.35973250,0.65733878,6.12826415,0.07383758,0.11491382,0.34461107,0.92829279,1.30785076,0.00000000
-5.04552276,8.33329035,0.65666254,6.14583460,0.07405729,0.11521136,0.33892210,0.90531635,1.27736220,0.00000000
-5.03951976,8.29837457,0.65480522,6.15922917,0.07407491,0.11522264,0.33236675,0.88043704,1.24483265,0.00000000
-5.03351676,8.25257853,0.65179771,6.16559858,0.07391145,0.11492624,0.32499561,0.85386852,1.21053509,0.00000000
-5.02751376,8.19397767,0.64772532,6.16247191,0.07359269,0.11431356,0.31687538,0.82586207,1.17479644,0.00000000
-5.02151076,8.12121477,0.64272973,6.14784518,0.07314877,0.11339021,0.30808930,0.79670370,1.13799549,0.00000000
-5.01550775,8.03356247,0.63700907,6.12025026,0.07261370,0.11217685,0.29873711,0.76671025,1.10055897,0.00000000
-5.00950475,7.93096094,0.63081635,6.07880191,0.07202473,0.11070960,0.28893460,0.73622436,1.06295592,0.00000000
-5.00350175,7.81403007,0.62445597,6.02322203,0.07142163,0.10904000,0.27881267,0.70560869,1.02569050,0.00000000
-4.99749875,7.68405606,0.61827849,5.95384081,0.07084592,0.10723443,0.26851601,0.67523939,0.98929337,0.00000000
-4.99149575,7.54295347,0.61267364,5.87157555,0.07033992,0.10537301,0.25820129,0.64549907,0.95431180,0.00000000
-4.98549275,7.39320478,0.60806166,5.77788870,0.06994582,0.10354814,0.24803502,0.61676952,0.92129885,0.00000000
-4.97948974,7.23777994,0.60488306,5.67472750,0.06970461,0.10186250,0.23819096,0.58942415,0.89080170,0.00000000
-4.97348674,7.08003926,0.60358714,5.56444793,0.06965502,0.10042670,0.22884724,0.56382056,0.86334947,0.00000000
-4.96748374,6.92362341,0.60461933,5.44972649,0.06983238,0.09935660,0.22018315,0.54029313,0.83944078,0.00000000
-4.96148074,6.77233459,0.60840766,5.33346341,0.07026753,0.09877039,0.21237563,0.51914607,0.81953133,0.00000000
-4.95547774,6.63001312,0.61534883,5.21868105,0.07098573,0.09878535,0.20559565,0.50064682,0.80402179,0.00000000
-4.94947474,6.50041380,0.62579407,5.10842129,0.07200568,0.09951456,0.20000428,0.48502010,0.79324635,0.00000000
-4.94347174,6.38708609,0.64003526,5.00564553,0.07333860,0.10106347,0.19574881,0.47244271,0.78746222,0.00000000
-4.93746873,6.29326194,0.65829188,4.91314061,0.07498752,0.10352649,0.19295870,0.46303916,0.78684057,0.00000000
-4.93146573,6.22175492,0.68069905,4.83343358,0.07694669,0.10698366,0.19174175,0.45687834,0.79145899,0.00000000
-4.92546273,6.17487347,0.70729729,4.76871774,0.07920134,0.11149745,0.19218033,0.45397131,0.80129604,0.00000000
-4.91945973,6.15435080,0.73802444,4.72079185,0.08172754,0.11710986,0.19432799,0.45427026,0.81622803,0.00000000
-4.91345673,6.16129315,0.77270999,4.69101392,0.08449248,0.12383979,0.19820640,0.45766880,0.83602836,0.00000000
-4.90745373,6.19614768,0.81107252,4.68027016,0.08745501,0.13168099,0.20380296,0.46400354,0.86036942,0.00000000
-4.90145073,6.25869036,0.85272024,4.68895949,0.09056639,0.14060041,0.21106903,0.47305700,0.88882735,0.00000000
-4.89544772,6.34803383,0.89715493,4.71699313,0.09377145,0.15053733,0.21991901,0.48456190,0.92088946,0.00000000
-4.88944472,6.46265438,0.94377951,4.76380860,0.09700992,0.16140314,0.23023045,0.49820655,0.95596434,0.00000000
-4.88344172,6.60043668,0.99190896,4.82839684,0.10021795,0.17308198,0.24184513,0.51364145,0.99339430,0.00000000
-4.87743872,6.75873457,1.04078459,4.90934095,0.10332985,0.18543224,0.25457134,0.53048681,1.03246993,0.00000000
-4.87143572,6.93444561,1.08959133,5.00486490,0.10627986,0.19828894,0.26818730,0.54834085,1.07244640,0.00000000
-4.86543272,7.12409680,1.13747752,5.11289014,0.10900400,0.21146699,0.28244576,0.56678860,1.11256082,0.00000000
-4.85942971,7.32393872,1.18357671,5.23109814,0.11144181,0.22476532,0.29707966,0.58541105,1.15205044,0.00000000
-4.85342671,7.53004512,1.22703079,5.35699680,0.11353808,0.23797178,0.31180871,0.60379429,1.19017080,0.00000000
-4.84742371,7.73841504,1.26701366,5.48798881,0.11524428,0.25086858,0.32634683,0.62153848,1.22621347,0.00000000
-4.84142071,7.94507438,1.30275471,5.62143976,0.11651987,0.26323829,0.34041003,0.63826630,1.25952273,0.00000000
-4.83541771,8.14617418,1.33356124,5.75474451,0.11733329,0.27487012,0.35372464,0.65363077,1.28951069,0.00000000
-4.82941471,8.33808286,1.35883904,5.88538983,0.11766268,0.28556616,0.36603541,0.66732211,1.31567035,0.00000000
-4.82341171,8.51747009,1.37811038,6.01101209,0.11749624,0.29514749,0.37711333,0.67907361,1.33758634,0.00000000
-4.81740870,8.68138007,1.39102879,6.12944845,0.11683232,0.30345988,0.38676268,0.68866621,1.35494288,0.00000000
-4.81140570,8.82729250,1.39739008,6.23878061,0.11567921,0.31037876,0.39482713,0.69593188,1.36752898,0.00000000
-4.80540270,8.95316998,1.39713919,6.33737026,0.11405461,0.31581337,0.40119454,0.70075569,1.37524061,0.00000000
-4.79939970,9.05749068,1.39037265,6.42388543,0.11198488,0.31970981,0.40580033,0.70307655,1.37808007,0.00000000
-4.79339670,9.13926606,1.37733666,6.49731761,0.10950409,0.32205291,0.40862911,0.70288667,1.37615263,0.00000000
-4.78739370,9.19804350,1.35842081,6.55698932,0.10665292,0.32286686,0.40971472,0.70022994,1.36966057,0.00000000
-4.78139070,9.23389440,1.33414780,6.60255251,0.10347738,0.32221444,0.40913848,0.69519915,1.35889514,0.00000000
-4.77538769,9.24738869,1.30515959,6.63397805,0.10002759,0.32019505,0.40702584,0.68793245,1.34422669,0.00000000
-4.76938469,9.23955718,1.27220045,6.65153736,0.09635641,0.31694152,0.40354160,0.67860891,1.32609337,0.00000000
-4.76338169,9.21184362,1.23609766,6.65577690,0.09251820,0.31261590,0.39888390,0.66744371,1.30498893,0.00000000
-4.75737869,9.16604848,1.19774046,6.64748702,0.08856758,0.30740426,0.39327726,0.65468277,1.28145004,0.00000000
-4.75137569,9.10426696,1.15805804,6.62766658,0.08455829,0.30151097,0.38696505,0.64059730,1.25604346,0.00000000
-4.74537269,9.02882367,1.11799722,6.59748484,0.08054222,0.29515244,0.38020167,0.62547820,1.22935362,0.00000000
-4.73936968,8.94220642,1.07850049,6.55824240,0.07656849,0.28855070,0.37324478,0.60963063,1.20197078,0.00000000
-4.73336668,8.84700162,1.04048499,6.51133268,0.07268272,0.28192698,0.36634798,0.59336863,1.17448012,0.00000000
-4.72736368,8.74583325,1.00482290,6.45820539,0.06892649,0.27549554,0.35975409,0.57701014,1.14745194,0.00000000
-4.72136068,8.64130728,0.97232359,6.40033333,0.06533684,0.26945799,0.35368936,0.56087217,1.12143301,0.00000000
-4.71535768,8.53596263,0.94371789,6.33918330,0.06194605,0.26399806,0.34835866,0.54526639,1.09693922,0.00000000
-4.70935468,8.43222956,0.91964454,6.27619177,0.05878147,0.25927726,0.34394189,0.53049492,1.07444930,0.00000000
-4.70335168,8.33239555,0.90063898,6.21274540,0.05586547,0.25543113,0.34059142,0.51684640,1.05439967,0.00000000
-4.69734867,8.23857837,0.88712442,6.15016618,0.05321560,0.25256647,0.33843073,0.50459212,1.03718014,0.00000000
-4.69134567,8.15270545,0.87940523,6.08970062,0.05084473,0.25075934,0.33755395,0.49398241,1.02313028,0.00000000
-4.68534267,8.07649831,0.87766252,6.03251201,0.04876132,0.25005389,0.33802630,0.48524289,1.01253628,0.00000000
-4.67933967,8.01146070,0.88195185,5.97967456,0.04696975,0.25046205,0.33988520,0.47857078,1.00562813,0.00000000
-4.67333667,7.95886884,0.89220301,5.93216834,0.04547070,0.25196386,0.34314176,0.47413110,1.00257691,0.00000000
-4.66733367,7.91976233,0.90822182,5.89087374,0.04426149,0.25450860,0.34778265,0.47205290,1.00349213,0.00000000
-4.66133067,7.89493468,0.92969402,5.85656443,0.04333652,0.25801645,0.35377207,0.47242540,1.00841917,0.00000000
-4.65532766,7.88492264,0.95619107,5.82989812,0.04268760,0.26238084,0.36105368,0.47529433,1.01733671,0.00000000
-4.64932466,7.88999414,0.98717808,5.81140480,0.04230428,0.26747126,0.36955244,0.48065849,1.03015457,0.00000000
-4.64332166,7.91013525,1.02202382,5.80147256,0.04217422,0.27313651,0.37917629,0.48846678,1.04671187,0.00000000
