energy_ev,total_up,total_down,In_p_up,In_p_down,In_d_up,In_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.83791896,1.82642966,-1.82642966,0.07214291,-0.07214291,0.00735470,-0.00735470,0.92990387,-0.92990387,0.67488879,-0.67488879,0.01603187,-0.01603187,1.11251307,-1.11251307
-5.83191596,1.80044912,-1.80044912,0.07204017,-0.07204017,0.00720652,-0.00720652,0.91981816,-0.91981816,0.66663221,-0.66663221,0.01478182,-0.01478182,1.09822003,-1.09822003
-5.82591296,1.77043509,-1.77043510,0.07175712,-0.07175712,0.00703102,-0.00703102,0.90681158,-0.90681159,0.65779828,-0.65779828,0.01353550,-0.01353550,1.08116459,-1.08116459
-5.81990995,1.73738571,-1.73738571,0.07130742,-0.07130742,0.00683221,-0.00683221,0.89126401,-0.89126401,0.64882736,-0.64882736,0.01231052,-0.01231052,1.06190715,-1.06190715
-5.81390695,1.70232111,-1.70232111,0.07070520,-0.07070520,0.00661430,-0.00661430,0.87357786,-0.87357786,0.64016050,-0.64016050,0.01112270,-0.01112270,1.04102627,-1.04102627
-5.80790395,1.66625743,-1.66625743,0.06996490,-0.06996490,0.00638155,-0.00638155,0.85416722,-0.85416722,0.63222914,-0.63222914,0.00998580,-0.00998580,1.01910365,-1.01910365
-5.80190095,1.63018305,-1.63018305,0.06910103,-0.06910103,0.00613815,-0.00613815,0.83344803,-0.83344803,0.62544553,-0.62544553,0.00891140,-0.00891140,0.99671036,-0.99671036
-5.79589795,1.59503732,-1.59503732,0.06812809,-0.06812809,0.00588817,-0.00588817,0.81182947,-0.81182948,0.62019396,-0.62019396,0.00790884,-0.00790884,0.97439448,-0.97439448
-5.78989495,1.56169221,-1.56169222,0.06706056,-0.06706056,0.00563539,-0.00563539,0.78970680,-0.78970680,0.61682293,-0.61682293,0.00698521,-0.00698521,0.95267047,-0.95267047
-5.78389195,1.53093690,-1.53093690,0.06591283,-0.06591283,0.00538329,-0.00538329,0.76745547,-0.76745547,0.61563817,-0.61563817,0.00614551,-0.00614551,0.93201019,-0.93201019
-5.77788894,1.50346517,-1.50346517,0.06469928,-0.06469928,0.00513498,-0.00513498,0.74542659,-0.74542660,0.61689666,-0.61689666,0.00539275,-0.00539275,0.91283561,-0.91283561
-5.77188594,1.47986566,-1.47986566,0.06343420,-0.06343420,0.00489316,-0.00489316,0.72394344,-0.72394344,0.62080147,-0.62080147,0.00472817,-0.00472817,0.89551303,-0.89551303
-5.76588294,1.46061464,-1.46061464,0.06213179,-0.06213179,0.00466009,-0.00466009,0.70329892,-0.70329892,0.62749765,-0.62749765,0.00415146,-0.00415146,0.88034882,-0.88034882
-5.75987994,1.44607114,-1.44607114,0.06080603,-0.06080603,0.00443759,-0.00443759,0.68375372,-0.68375372,0.63706900,-0.63706900,0.00366098,-0.00366098,0.86758635,-0.86758635
-5.75387694,1.43647427,-1.43647427,0.05947061,-0.05947061,0.00422707,-0.00422707,0.66553497,-0.66553497,0.64953584,-0.64953584,0.00325403,-0.00325403,0.85740414,-0.85740414
-5.74787394,1.43194258,-1.43194258,0.05813868,-0.05813868,0.00402949,-0.00402949,0.64883521,-0.64883521,0.66485393,-0.66485393,0.00292704,-0.00292704,0.84991495,-0.84991495
-5.74187094,1.43247533,-1.43247533,0.05682262,-0.05682262,0.00384546,-0.00384546,0.63381159,-0.63381159,0.68291445,-0.68291445,0.00267576,-0.00267576,0.84516593,-0.84516593
-5.73586793,1.43795576,-1.43795576,0.05553378,-0.05553378,0.00367522,-0.00367522,0.62058515,-0.62058515,0.70354539,-0.70354539,0.00249548,-0.00249548,0.84313954,-0.84313954
-5.72986493,1.44815622,-1.44815622,0.05428218,-0.05428218,0.00351868,-0.00351868,0.60924026,-0.60924026,0.72651418,-0.72651418,0.00238113,-0.00238113,0.84375552,-0.84375552
-5.72386193,1.46274539,-1.46274538,0.05307621,-0.05307621,0.00337550,-0.00337550,0.59982426,-0.59982427,0.75153187,-0.75153187,0.00232738,-0.00232738,0.84687369,-0.84687369
-5.71785893,1.48129750,-1.48129750,0.05192238,-0.05192238,0.00324512,-0.00324512,0.59234735,-0.59234735,0.77825878,-0.77825877,0.00232880,-0.00232880,0.85229784,-0.85229784
-5.71185593,1.50330377,-1.50330376,0.05082512,-0.05082512,0.00312679,-0.00312679,0.58678288,-0.58678288,0.80631166,-0.80631166,0.00237980,-0.00237980,0.85978060,-0.85978060
-5.70585293,1.52818584,-1.52818584,0.04978665,-0.04978665,0.00301964,-0.00301964,0.58306835,-0.58306835,0.83527236,-0.83527235,0.00247478,-0.00247478,0.86902945,-0.86902945
-5.69984992,1.55531139,-1.55531139,0.04880694,-0.04880694,0.00292273,-0.00292273,0.58110701,-0.58110701,0.86469770,-0.86469770,0.00260804,-0.00260804,0.87971380,-0.87971380
-5.69384692,1.58401150,-1.58401150,0.04788380,-0.04788380,0.00283508,-0.00283508,0.58077053,-0.58077053,0.89413067,-0.89413067,0.00277390,-0.00277390,0.89147320,-0.89147320
-5.68784392,1.61359972,-1.61359972,0.04701302,-0.04701302,0.00275576,-0.00275576,0.58190254,-0.58190254,0.92311237,-0.92311237,0.00296658,-0.00296658,0.90392648,-0.90392648
-5.68184092,1.64339228,-1.64339228,0.04618871,-0.04618871,0.00268388,-0.00268388,0.58432337,-0.58432337,0.95119459,-0.95119459,0.00318034,-0.00318034,0.91668182,-0.91668182
-5.67583792,1.67272919,-1.67272919,0.04540368,-0.04540368,0.00261869,-0.00261869,0.58783586,-0.58783586,0.97795262,-0.97795262,0.00340940,-0.00340940,0.92934747,-0.92934747
-5.66983492,1.70099539,-1.70099539,0.04464990,-0.04464990,0.00255958,-0.00255958,0.59223225,-0.59223225,1.00299792,-1.00299791,0.00364801,-0.00364801,0.94154293,-0.94154293
-5.66383192,1.72764167,-1.72764167,0.04391905,-0.04391905,0.00250614,-0.00250614,0.59730193,-0.59730193,1.02599017,-1.02599017,0.00389049,-0.00389049,0.95291037,-0.95291037
-5.65782891,1.75220443,-1.75220443,0.04320315,-0.04320315,0.00245817,-0.00245817,0.60284005,-0.60284005,1.04664850,-1.04664850,0.00413130,-0.00413130,0.96312581,-0.96312581
-5.65182591,1.77432381,-1.77432381,0.04249509,-0.04249509,0.00241573,-0.00241573,0.60865651,-0.60865651,1.06476131,-1.06476130,0.00436511,-0.00436511,0.97191002,-0.97191002
-5.64582291,1.79375944,-1.79375944,0.04178928,-0.04178928,0.00237910,-0.00237910,0.61458523,-0.61458523,1.08019449,-1.08019449,0.00458685,-0.00458685,0.97903852,-0.97903852
-5.63981991,1.81040327,-1.81040327,0.04108213,-0.04108213,0.00234884,-0.00234884,0.62049325,-0.62049324,1.09289779,-1.09289779,0.00479188,-0.00479188,0.98435057,-0.98435057
-5.63381691,1.82428893,-1.82428893,0.04037256,-0.04037256,0.00232575,-0.00232575,0.62628922,-0.62628922,1.10290891,-1.10290891,0.00497603,-0.00497603,0.98775678,-0.98775677
-5.62781391,1.83559713,-1.83559713,0.03966236,-0.03966236,0.00231087,-0.00231087,0.63193115,-0.63193115,1.11035530,-1.11035530,0.00513570,-0.00513570,0.98924493,-0.98924493
-5.62181091,1.84465675,-1.84465675,0.03895647,-0.03895647,0.00230542,-0.00230542,0.63743265,-0.63743265,1.11545357,-1.11545357,0.00526800,-0.00526800,0.98888397,-0.98888397
-5.61580790,1.85194141,-1.85194141,0.03826309,-0.03826309,0.00231080,-0.00231080,0.64286766,-0.64286766,1.11850625,-1.11850625,0.00537077,-0.00537077,0.98682575,-0.98682575
-5.60980490,1.85806132,-1.85806132,0.03759370,-0.03759370,0.00232851,-0.00232851,0.64837310,-0.64837310,1.11989609,-1.11989609,0.00544268,-0.00544268,0.98330441,-0.98330441
-5.60380190,1.86375044,-1.86375044,0.03696295,-0.03696295,0.00236010,-0.00236010,0.65414927,-0.65414927,1.12007784,-1.12007784,0.00548325,-0.00548325,0.97863332,-0.97863332
-5.59779890,1.86984912,-1.86984912,0.03638838,-0.03638838,0.00240711,-0.00240711,0.66045783,-0.66045783,1.11956775,-1.11956775,0.00549285,-0.00549285,0.97319943,-0.97319943
-5.59179590,1.87728243,-1.87728243,0.03589003,-0.03589003,0.00247101,-0.00247101,0.66761712,-0.66761712,1.11893071,-1.11893071,0.00547269,-0.00547269,0.96745502,-0.96745503
-5.58579290,1.88703481,-1.88703481,0.03548999,-0.03548999,0.00255312,-0.00255312,0.67599499,-0.67599499,1.11876568,-1.11876568,0.00542478,-0.00542478,0.96190706,-0.96190706
-5.57978989,1.90012143,-1.90012143,0.03521180,-0.03521180,0.00265451,-0.00265451,0.68599920,-0.68599920,1.11968932,-1.11968932,0.00535183,-0.00535183,0.95710416,-0.95710416
-5.57378689,1.91755731,-1.91755731,0.03507983,-0.03507983,0.00277598,-0.00277598,0.69806548,-0.69806548,1.12231855,-1.12231855,0.00525715,-0.00525715,0.95362151,-0.95362151
-5.56778389,1.94032487,-1.94032487,0.03511862,-0.03511862,0.00291798,-0.00291798,0.71264388,-0.71264388,1.12725229,-1.12725229,0.00514456,-0.00514456,0.95204419,-0.95204419
-5.56178089,1.96934127,-1.96934127,0.03535216,-0.03535216,0.00308054,-0.00308054,0.73018358,-0.73018358,1.13505312,-1.13505312,0.00501820,-0.00501820,0.95294921,-0.95294921
-5.55577789,2.00542654,-2.00542654,0.03580327,-0.03580327,0.00326326,-0.00326326,0.75111693,-0.75111693,1.14622934,-1.14622934,0.00488239,-0.00488239,0.95688698,-0.95688698
-5.54977489,2.04927381,-2.04927380,0.03649296,-0.03649296,0.00346526,-0.00346526,0.77584325,-0.77584324,1.16121815,-1.16121815,0.00474149,-0.00474149,0.96436272,-0.96436272
-5.54377189,2.10142295,-2.10142295,0.03743988,-0.03743988,0.00368518,-0.00368518,0.80471308,-0.80471308,1.18037071,-1.18037071,0.00459975,-0.00459975,0.97581879,-0.97581879
-5.53776888,2.16223887,-2.16223887,0.03865983,-0.03865983,0.00392119,-0.00392119,0.83801361,-0.83801361,1.20393960,-1.20393960,0.00446115,-0.00446115,0.99161834,-0.99161834
-5.53176588,2.23189550,-2.23189550,0.04016546,-0.04016546,0.00417101,-0.00417101,0.87595588,-0.87595588,1.23206953,-1.23206952,0.00432929,-0.00432929,1.01203134,-1.01203134
-5.52576288,2.31036644,-2.31036643,0.04196592,-0.04196592,0.00443197,-0.00443197,0.91866444,-0.91866444,1.26479165,-1.26479164,0.00420725,-0.00420725,1.03722357,-1.03722357
-5.51975988,2.39742294,-2.39742293,0.04406678,-0.04406678,0.00470106,-0.00470106,0.96616989,-0.96616989,1.30202208,-1.30202207,0.00409759,-0.00409759,1.06724913,-1.06724913
-5.51375688,2.49263957,-2.49263957,0.04646997,-0.04646997,0.00497501,-0.00497501,1.01840478,-1.01840477,1.34356477,-1.34356477,0.00400221,-0.00400221,1.10204711,-1.10204711
-5.50775388,2.59540747,-2.59540746,0.04917383,-0.04917383,0.00525037,-0.00525037,1.07520291,-1.07520291,1.38911882,-1.38911882,0.00392237,-0.00392237,1.14144260,-1.14144260
-5.50175088,2.70495481,-2.70495480,0.05217321,-0.05217321,0.00552363,-0.00552363,1.13630228,-1.13630228,1.43829011,-1.43829011,0.00385870,-0.00385870,1.18515221,-1.18515221
-5.49574787,2.82037366,-2.82037365,0.05545971,-0.05545971,0.00579132,-0.00579132,1.20135132,-1.20135132,1.49060676,-1.49060676,0.00381122,-0.00381122,1.23279396,-1.23279395
-5.48974487,2.94065193,-2.94065192,0.05902180,-0.05902180,0.00605011,-0.00605011,1.26991821,-1.26991821,1.54553790,-1.54553789,0.00377940,-0.00377940,1.28390110,-1.28390109
-5.48374187,3.06470898,-3.06470897,0.06284512,-0.06284512,0.00629692,-0.00629692,1.34150276,-1.34150276,1.60251470,-1.60251469,0.00376222,-0.00376222,1.33793941,-1.33793941
-5.47773887,3.19143297,-3.19143296,0.06691261,-0.06691261,0.00652898,-0.00652898,1.41555023,-1.41555023,1.66095286,-1.66095286,0.00375825,-0.00375825,1.39432697,-1.39432697
-5.47173587,3.31971809,-3.31971808,0.07120464,-0.07120464,0.00674396,-0.00674396,1.49146631,-1.49146631,1.72027518,-1.72027518,0.00376579,-0.00376579,1.45245552,-1.45245552
-5.46573287,3.44849959,-3.44849958,0.07569915,-0.07569915,0.00694000,-0.00694000,1.56863261,-1.56863261,1.77993309,-1.77993309,0.00378292,-0.00378292,1.51171223,-1.51171223
-5.45972986,3.57678485,-3.57678484,0.08037164,-0.08037164,0.00711576,-0.00711576,1.64642181,-1.64642180,1.83942594,-1.83942593,0.00380760,-0.00380760,1.57150076,-1.57150076
-5.45372686,3.70367870,-3.70367869,0.08519513,-0.08519513,0.00727043,-0.00727043,1.72421177,-1.72421176,1.89831681,-1.89831680,0.00383777,-0.00383777,1.63126041,-1.63126041
-5.44772386,3.82840172,-3.82840171,0.09014011,-0.09014011,0.00740375,-0.00740375,1.80139810,-1.80139810,1.95624410,-1.95624410,0.00387144,-0.00387144,1.69048225,-1.69048225
-5.44172086,3.95030067,-3.95030066,0.09517443,-0.09517443,0.00751596,-0.00751596,1.87740459,-1.87740459,2.01292803,-2.01292803,0.00390672,-0.00390672,1.74872147,-1.74872147
-5.43571786,4.06885066,-4.06885066,0.10026322,-0.10026322,0.00760778,-0.00760778,1.95169129,-1.95169129,2.06817169,-2.06817169,0.00394190,-0.00394190,1.80560516,-1.80560516
-5.42971486,4.18364926,-4.18364925,0.10536883,-0.10536883,0.00768034,-0.00768034,2.02376016,-2.02376016,2.12185667,-2.12185666,0.00397544,-0.00397544,1.86083521,-1.86083520
-5.42371186,4.29440321,-4.29440321,0.11045090,-0.11045090,0.00773508,-0.00773508,2.09315827,-2.09315826,2.17393351,-2.17393351,0.00400603,-0.00400603,1.91418622,-1.91418621
-5.41770885,4.40090922,-4.40090921,0.11546653,-0.11546653,0.00777373,-0.00777373,2.15947887,-2.15947887,2.22440772,-2.22440772,0.00403258,-0.00403258,1.96549880,-1.96549879
-5.41170585,4.50303014,-4.50303013,0.12037060,-0.12037060,0.00779817,-0.00779817,2.22236072,-2.22236072,2.27332219,-2.27332218,0.00405419,-0.00405419,2.01466871,-2.01466871
-5.40570285,4.60066883,-4.60066883,0.12511627,-0.12511627,0.00781037,-0.00781037,2.28148607,-2.28148607,2.32073739,-2.32073738,0.00407014,-0.00407014,2.06163280,-2.06163280
-5.39969985,4.69374162,-4.69374162,0.12965571,-0.12965571,0.00781229,-0.00781229,2.33657789,-2.33657788,2.36671078,-2.36671077,0.00407986,-0.00407986,2.10635282,-2.10635281
-5.39369685,4.78215355,-4.78215355,0.13394095,-0.13394095,0.00780587,-0.00780587,2.38739682,-2.38739682,2.41127673,-2.41127673,0.00408293,-0.00408293,2.14879824,-2.14879824
-5.38769385,4.86577736,-4.86577735,0.13792498,-0.13792498,0.00779290,-0.00779290,2.43373844,-2.43373844,2.45442868,-2.45442868,0.00407902,-0.00407902,2.18892964,-2.18892963
-5.38169085,4.94443786,-4.94443785,0.14156295,-0.14156295,0.00777504,-0.00777504,2.47543099,-2.47543099,2.49610467,-2.49610467,0.00406787,-0.00406787,2.22668352,-2.22668352
-5.37568784,5.01790292,-5.01790291,0.14481342,-0.14481342,0.00775377,-0.00775377,2.51233405,-2.51233405,2.53617745,-2.53617744,0.00404926,-0.00404926,2.26196011,-2.26196011
-5.36968484,5.08588169,-5.08588169,0.14763971,-0.14763971,0.00773038,-0.00773038,2.54433815,-2.54433815,2.57444994,-2.57444994,0.00402305,-0.00402305,2.29461477,-2.29461477
-5.36368184,5.14803028,-5.14803028,0.15001110,-0.15001110,0.00770601,-0.00770601,2.57136529,-2.57136529,2.61065653,-2.61065652,0.00398908,-0.00398908,2.32445385,-2.32445385
-5.35767884,5.20396427,-5.20396427,0.15190402,-0.15190402,0.00768159,-0.00768159,2.59337015,-2.59337015,2.64447001,-2.64447001,0.00394727,-0.00394727,2.35123526,-2.35123525
-5.35167584,5.25327712,-5.25327711,0.15330296,-0.15330296,0.00765796,-0.00765796,2.61034176,-2.61034176,2.67551412,-2.67551412,0.00389756,-0.00389756,2.37467376,-2.37467376
-5.34567284,5.29556298,-5.29556298,0.15420113,-0.15420113,0.00763581,-0.00763581,2.62230518,-2.62230518,2.70338048,-2.70338048,0.00383992,-0.00383992,2.39445077,-2.39445077
-5.33966983,5.33044210,-5.33044210,0.15460081,-0.15460081,0.00761575,-0.00761575,2.62932278,-2.62932278,2.72764925,-2.72764925,0.00377442,-0.00377442,2.41022779,-2.41022779
-5.33366683,5.35758673,-5.35758672,0.15451337,-0.15451337,0.00759834,-0.00759834,2.63149471,-2.63149471,2.74791180,-2.74791180,0.00370118,-0.00370118,2.42166287,-2.42166287
-5.32766383,5.37674560,-5.37674560,0.15395888,-0.15395888,0.00758406,-0.00758406,2.62895823,-2.62895823,2.76379418,-2.76379418,0.00362043,-0.00362043,2.42842880,-2.42842880
-5.32166083,5.38776512,-5.38776511,0.15296534,-0.15296534,0.00757335,-0.00757335,2.62188560,-2.62188560,2.77497975,-2.77497975,0.00353250,-0.00353250,2.43023194,-2.43023194
-5.31565783,5.39060552,-5.39060552,0.15156766,-0.15156766,0.00756658,-0.00756658,2.61048046,-2.61048046,2.78122947,-2.78122946,0.00343782,-0.00343782,2.42683057,-2.42683057
-5.30965483,5.38535098,-5.38535098,0.14980626,-0.14980626,0.00756406,-0.00756406,2.59497264,-2.59497264,2.78239878,-2.78239878,0.00333693,-0.00333693,2.41805144,-2.41805144
-5.30365183,5.37221294,-5.37221294,0.14772548,-0.14772548,0.00756600,-0.00756600,2.57561170,-2.57561170,2.77844994,-2.77844994,0.00323051,-0.00323051,2.40380376,-2.40380376
-5.29764882,5.35152643,-5.35152643,0.14537190,-0.14537191,0.00757248,-0.00757248,2.55265942,-2.55265942,2.76945917,-2.76945917,0.00311928,-0.00311928,2.38408972,-2.38408972
-5.29164582,5.32373998,-5.32373998,0.14279259,-0.14279259,0.00758339,-0.00758339,2.52638176,-2.52638176,2.75561843,-2.75561843,0.00300409,-0.00300409,2.35901104,-2.35901105
-5.28564282,5.28939991,-5.28939991,0.14003335,-0.14003335,0.00759845,-0.00759845,2.49704076,-2.49704076,2.73723178,-2.73723178,0.00288582,-0.00288582,2.32877137,-2.32877138
-5.27963982,5.24913028,-5.24913028,0.13713718,-0.13713718,0.00761714,-0.00761714,2.46488700,-2.46488700,2.71470688,-2.71470688,0.00276538,-0.00276538,2.29367450,-2.29367450
-5.27363682,5.20361022,-5.20361022,0.13414293,-0.13414293,0.00763866,-0.00763866,2.43015312,-2.43015313,2.68854227,-2.68854228,0.00264369,-0.00264369,2.25411866,-2.25411866
-5.26763382,5.15355028,-5.15355028,0.13108424,-0.13108424,0.00766198,-0.00766198,2.39304898,-2.39304899,2.65931150,-2.65931150,0.00252165,-0.00252165,2.21058745,-2.21058746
-5.26163082,5.09966956,-5.09966956,0.12798879,-0.12798879,0.00768578,-0.00768578,2.35375871,-2.35375871,2.62764504,-2.62764504,0.00240011,-0.00240011,2.16363799,-2.16363799
-5.25562781,5.04267513,-5.04267513,0.12487793,-0.12487793,0.00770849,-0.00770849,2.31244005,-2.31244005,2.59421129,-2.59421129,0.00227984,-0.00227984,2.11388699,-2.11388699
-5.24962481,4.98324515,-4.98324515,0.12176668,-0.12176668,0.00772835,-0.00772835,2.26922594,-2.26922594,2.55969767,-2.55969768,0.00216155,-0.00216155,2.06199562,-2.06199562
-5.24362181,4.92201643,-4.92201643,0.11866401,-0.11866401,0.00774341,-0.00774341,2.22422839,-2.22422839,2.52479280,-2.52479280,0.00204580,-0.00204580,2.00865382,-2.00865383
-5.23761881,4.85957695,-4.85957696,0.11557354,-0.11557354,0.00775164,-0.00775164,2.17754414,-2.17754414,2.49017041,-2.49017041,0.00193308,-0.00193308,1.95456477,-1.95456478
-5.23161581,4.79646337,-4.79646338,0.11249435,-0.11249435,0.00775097,-0.00775097,2.12926199,-2.12926200,2.45647570,-2.45647571,0.00182375,-0.00182375,1.90043000,-1.90043000
-5.22561281,4.73316292,-4.73316293,0.10942205,-0.10942205,0.00773939,-0.00773939,2.07947099,-2.07947099,2.42431424,-2.42431425,0.00171806,-0.00171806,1.84693560,-1.84693560
-5.21960980,4.67011894,-4.67011894,0.10634995,-0.10634995,0.00771505,-0.00771505,2.02826894,-2.02826895,2.39424347,-2.39424347,0.00161616,-0.00161616,1.79473982,-1.79473983
-5.21360680,4.60773888,-4.60773888,0.10327027,-0.10327027,0.00767632,-0.00767632,1.97577071,-1.97577071,2.36676658,-2.36676658,0.00151812,-0.00151812,1.74446209,-1.74446209
-5.20760380,4.54640344,-4.54640344,0.10017522,-0.10017522,0.00762186,-0.00762186,1.92211537,-1.92211538,2.34232838,-2.34232838,0.00142391,-0.00142391,1.69667347,-1.69667347
-5.20160080,4.48647546,-4.48647546,0.09705813,-0.09705813,0.00755071,-0.00755071,1.86747198,-1.86747199,2.32131272,-2.32131272,0.00133348,-0.00133348,1.65188857,-1.65188857
-5.19559780,4.42830734,-4.42830734,0.09391421,-0.09391421,0.00746235,-0.00746235,1.81204319,-1.81204319,2.30404070,-2.30404070,0.00124671,-0.00124671,1.61055865,-1.61055866
-5.18959480,4.37224583,-4.37224583,0.09074130,-0.09074130,0.00735670,-0.00735670,1.75606657,-1.75606657,2.29076947,-2.29076947,0.00116346,-0.00116346,1.57306581,-1.57306581
-5.18359180,4.31863353,-4.31863353,0.08754025,-0.08754025,0.00723416,-0.00723416,1.69981341,-1.69981342,2.28169089,-2.28169089,0.00108360,-0.00108360,1.53971813,-1.53971813
-5.17758879,4.26780650,-4.26780650,0.08431511,-0.08431511,0.00709560,-0.00709560,1.64358502,-1.64358503,2.27692999,-2.27692999,0.00100698,-0.00100698,1.51074575,-1.51074575
-5.17158579,4.22008822,-4.22008822,0.08107310,-0.08107310,0.00694234,-0.00694234,1.58770666,-1.58770666,2.27654290,-2.27654290,0.00093349,-0.00093349,1.48629768,-1.48629768
-5.16558279,4.17577999,-4.17577998,0.07782432,-0.07782432,0.00677610,-0.00677610,1.53251952,-1.53251952,2.28051448,-2.28051448,0.00086303,-0.00086303,1.46643968,-1.46643967
