energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.54377189,1.57395506,0.02531537,0.27250374,0.48252285,0.45938306,0.00780085,0.36335673
-5.53776888,1.50041192,0.02268471,0.25365775,0.46118445,0.42991008,0.00696675,0.35802249
-5.53176588,1.43033662,0.02027587,0.23586735,0.44075196,0.40231707,0.00618190,0.35249142
-5.52576288,1.36362727,0.01808362,0.21917963,0.42124890,0.37658671,0.00545031,0.34664927
-5.51975988,1.30010147,0.01609980,0.20361497,0.40267603,0.35266189,0.00477466,0.34038800
-5.51375688,1.23952158,0.01431396,0.18917084,0.38501920,0.33045414,0.00415645,0.33361211
-5.50775388,1.18162091,0.01271400,0.17582614,0.36825762,0.30985245,0.00359602,0.32624450
-5.50175088,1.12612982,0.01128683,0.16354594,0.35237241,0.29073237,0.00309278,0.31823167
-5.49574787,1.07280032,0.01001894,0.15228626,0.33735465,0.27296462,0.00264529,0.30954807
-5.48974487,1.02142824,0.00889686,0.14199882,0.32321283,0.25642327,0.00225150,0.30019929
-5.48374187,0.97187204,0.00790768,0.13263539,0.30997925,0.24099283,0.00190886,0.29022413
-5.47773887,0.92406767,0.00703936,0.12415180,0.29771497,0.22657444,0.00161454,0.27969537
-5.47173587,0.87803894,0.00628105,0.11651118,0.28651328,0.21309057,0.00136558,0.26871926
-5.46573287,0.83390325,0.00562331,0.10968664,0.27650133,0.20048862,0.00115905,0.25743386
-5.45972986,0.79187280,0.00505821,0.10366301,0.26784003,0.18874303,0.00099219,0.24600622
-5.45372686,0.75225136,0.00457948,0.09843797,0.26072198,0.17785621,0.00086255,0.23462862
-5.44772386,0.71542709,0.00418250,0.09402224,0.25536770,0.16785832,0.00076807,0.22351409
-5.44172086,0.68186192,0.00386431,0.09043908,0.25202018,0.15880596,0.00070720,0.21289122
-5.43571786,0.65207818,0.00362353,0.08772315,0.25093790,0.15078015,0.00067897,0.20299876
-5.42971486,0.62664298,0.00346034,0.08591872,0.25238661,0.14388349,0.00068300,0.19407983
-5.42371186,0.60615125,0.00337634,0.08507747,0.25663008,0.13823692,0.00071962,0.18637630
-5.41770885,0.59120787,0.00337444,0.08525586,0.26392021,0.13397614,0.00078982,0.18012317
-5.41170585,0.58240964,0.00345874,0.08651232,0.27448677,0.13124776,0.00089528,0.17554329
-5.40570285,0.58032757,0.00363434,0.08890425,0.28852710,0.13020544,0.00103835,0.17284246
-5.39969985,0.58548994,0.00390722,0.09248507,0.30619632,0.13100591,0.00122202,0.17220490
-5.39369685,0.59836650,0.00428398,0.09730133,0.32759813,0.13380512,0.00144984,0.17378929
-5.38769385,0.61935414,0.00477167,0.10339006,0.35277695,0.13875440,0.00172588,0.17772530
-5.38169085,0.64876417,0.00537750,0.11077634,0.38171138,0.14599660,0.00205463,0.18411063
-5.37568784,0.68681151,0.00610858,0.11947126,0.41430963,0.15566238,0.00244085,0.19300875
-5.36968484,0.73360578,0.00697160,0.12947033,0.45040701,0.16786650,0.00288946,0.20444700
-5.36368184,0.78914450,0.00797252,0.14075226,0.48976574,0.18270405,0.00340536,0.21841550
-5.35767884,0.85330844,0.00911615,0.15327830,0.53207731,0.20024682,0.00399329,0.23486654
-5.35167584,0.92585918,0.01040586,0.16699201,0.57696735,0.22053967,0.00465759,0.25371469
-5.34567284,1.00643902,0.01184312,0.18181955,0.62400307,0.24359703,0.00540204,0.27483757
-5.33966983,1.09457323,0.01342718,0.19767046,0.67270298,0.26939957,0.00622964,0.29807746
-5.33366683,1.18967479,0.01515474,0.21443881,0.72254887,0.29789130,0.00714242,0.32324355
-5.32766383,1.29105151,0.01701960,0.23200481,0.77299937,0.32897699,0.00814123,0.35011515
-5.32166083,1.39791578,0.01901249,0.25023671,0.82350498,0.36252030,0.00922561,0.37844567
-5.31565783,1.50939659,0.02112086,0.26899304,0.87352376,0.39834269,0.01039364,0.40796747
-5.30965483,1.62455402,0.02332886,0.28812495,0.92253715,0.43622328,0.01164181,0.43839743
-5.30365183,1.74239565,0.02561736,0.30747880,0.97006541,0.47589977,0.01296504,0.46944329
-5.29764882,1.86189496,0.02796418,0.32689873,1.01568186,0.51707057,0.01435660,0.50081048
-5.29164582,1.98201095,0.03034431,0.34622926,1.05902533,0.55939824,0.01580823,0.53220939
-5.28564282,2.10170875,0.03273039,0.36531775,1.09981041,0.60251410,0.01731019,0.56336273
-5.27963982,2.21998031,0.03509325,0.38401678,1.13783479,0.64602413,0.01885148,0.59401271
-5.27363682,2.33586474,0.03740250,0.40218623,1.17298345,0.68951587,0.02041999,0.62392785
-5.26763382,2.44846723,0.03962731,0.41969513,1.20522949,0.73256620,0.02200281,0.65290894
-5.26163082,2.55697595,0.04173715,0.43642318,1.23463131,0.77474967,0.02358643,0.68079386
-5.25562781,2.66067604,0.04370260,0.45226192,1.26132644,0.81564721,0.02515711,0.70746095
-5.24962481,2.75895996,0.04549615,0.46711553,1.28552199,0.85485460,0.02670111,0.73283076
-5.24362181,2.85133357,0.04709298,0.48090122,1.30748225,0.89199069,0.02820500,0.75686566
-5.23761881,2.93741765,0.04847158,0.49354924,1.32751380,0.92670470,0.02965588,0.77956762
-5.23161581,3.01694437,0.04961436,0.50500254,1.34594875,0.95868248,0.03104165,0.80097375
-5.22561281,3.08974906,0.05050812,0.51521610,1.36312694,0.98765143,0.03235111,0.82114991
-5.21960980,3.15575742,0.05114428,0.52415598,1.37937756,1.01338388,0.03357410,0.84018262
-5.21360680,3.21496875,0.05151906,0.53179808,1.39500130,1.03569883,0.03470159,0.85816951
-5.20760380,3.26743632,0.05163343,0.53812691,1.41025366,1.05446216,0.03572562,0.87520885
-5.20160080,3.31324573,0.05149293,0.54313408,1.42533007,1.06958524,0.03663932,0.89138867
-5.19559780,3.35249278,0.05110733,0.54681707,1.44035383,1.08102231,0.03743683,0.90677619
-5.18959480,3.38526207,0.05049014,0.54917785,1.45536704,1.08876680,0.03811317,0.92140808
-5.18359180,3.41160793,0.04965808,0.55022192,1.47032541,1.09284689,0.03866419,0.93528221
-5.17758879,3.43153889,0.04863042,0.54995751,1.48509690,1.09332081,0.03908646,0.94835152
-5.17158579,3.44500690,0.04742830,0.54839509,1.49946454,1.09027201,0.03937718,0.96052052
-5.16558279,3.45190216,0.04607404,0.54554736,1.51313334,1.08380474,0.03953418,0.97164464
-5.15957979,3.45205414,0.04459052,0.54142952,1.52574104,1.07404015,0.03955591,0.98153270
-5.15357679,3.44523892,0.04300047,0.53605992,1.53687221,1.06111329,0.03944147,0.98995250
-5.14757379,3.43119261,0.04132603,0.52946115,1.54607533,1.04517089,0.03919073,0.99663935
-5.14157079,3.40963016,0.03958821,0.52166123,1.55288187,1.02637025,0.03880442,1.00130711
-5.13556778,3.38026849,0.03780659,0.51269513,1.55682675,1.00487898,0.03828433,1.00366119
-5.12956478,3.34285265,0.03599899,0.50260624,1.55746906,0.98087545,0.03763345,1.00341298
-5.12356178,3.29718340,0.03418140,0.49144790,1.55441236,0.95454993,0.03685612,1.00029471
-5.11755878,3.24314443,0.03236785,0.47928470,1.54732336,0.92610598,0.03595820,0.99407414
-5.11155578,3.18072766,0.03057043,0.46619352,1.53594836,0.89576193,0.03494718,0.98456813
-5.10555278,3.11005494,0.02879942,0.45226422,1.52012654,0.86375220,0.03383218,0.97165443
-5.09954977,3.03139476,0.02706341,0.43759981,1.49979966,0.83032813,0.03262403,0.95528096
-5.09354677,2.94517301,0.02536946,0.42231620,1.47501760,0.79575823,0.03133510,0.93547220
-5.08754377,2.85197692,0.02372333,0.40654132,1.44593968,0.76032767,0.02997920,0.91233224
-5.08154077,2.75255210,0.02212967,0.39041382,1.41283162,0.72433693,0.02857132,0.88604443
-5.07553777,2.64779269,0.02059225,0.37408123,1.37605855,0.68809967,0.02712737,0.85686768
-5.06953477,2.53872515,0.01911410,0.35769773,1.33607420,0.65193989,0.02566383,0.82512966
-5.06353177,2.42648673,0.01769776,0.34142165,1.29340720,0.61618845,0.02419736,0.79121728
-5.05752876,2.31229964,0.01634532,0.32541276,1.24864485,0.58117919,0.02274441,0.75556496
-5.05152576,2.19744242,0.01505863,0.30982958,1.20241552,0.54724496,0.02132086,0.71864152
-5.04552276,2.08322007,0.01383932,0.29482670,1.15537026,0.51471355,0.01994165,0.68093603
-5.03951976,1.97093421,0.01268887,0.28055244,1.10816472,0.48390398,0.01862046,0.64294371
-5.03351676,1.86185506,0.01160867,0.26714672,1.06144209,0.45512318,0.01736947,0.60515227
-5.02751376,1.75719620,0.01059998,0.25473954,1.01581780,0.42866331,0.01619919,0.56802935
-5.02151076,1.65809330,0.00966400,0.24344986,0.97186674,0.40479982,0.01511837,0.53201171
-5.01550775,1.56558761,0.00880178,0.23338508,0.93011322,0.38379021,0.01413398,0.49749635
-5.00950475,1.48061455,0.00801423,0.22464111,0.89102428,0.36587366,0.01325135,0.46483393
-5.00350175,1.40399757,0.00730210,0.21730293,0.85500608,0.35127123,0.01247428,0.43432462
-4.99749875,1.33644717,0.00666594,0.21144563,0.82240363,0.34018679,0.01180532,0.40621626
-4.99149575,1.27856448,0.00610605,0.20713589,0.79350330,0.33280837,0.01124608,0.38070479
-4.98549275,1.23084875,0.00562251,0.20443362,0.76853784,0.32930969,0.01079754,0.35793670
-4.97948974,1.19370792,0.00521508,0.20339379,0.74769328,0.32985192,0.01046044,0.33801302
-4.97348674,1.16747106,0.00488327,0.20406820,0.73111701,0.33458521,0.01023564,0.32099469
-4.96748374,1.15240179,0.00462624,0.20650704,0.71892630,0.34364995,0.01012447,0.30690868
-4.96148074,1.14871136,0.00444287,0.21076017,0.71121661,0.35717750,0.01012910,0.29575452
-4.95547774,1.15657049,0.00433171,0.21687788,0.70806879,0.37529033,0.01025274,0.28751078
-4.94947474,1.17611901,0.00429102,0.22491108,0.70955471,0.39810134,0.01049989,0.28214112
-4.94347174,1.20747240,0.00431871,0.23491080,0.71574066,0.42571234,0.01087647,0.27959958
-4.93746873,1.25072478,0.00441245,0.24692704,0.72668822,0.45821165,0.01138986,0.27983474
-4.93146573,1.30594794,0.00456957,0.26100677,0.74245235,0.49567079,0.01204885,0.28279279
-4.92546273,1.37318622,0.00478718,0.27719133,0.76307679,0.53814030,0.01286350,0.28841907
-4.91945973,1.45244751,0.00506210,0.29551312,0.78858687,0.58564487,0.01384489,0.29665841
-4.91345673,1.54369065,0.00539090,0.31599184,0.81898014,0.63817772,0.01500483,0.30745402
-4.90745373,1.64680979,0.00576995,0.33863033,0.85421548,0.69569468,0.01635542,0.32074533
-4.90145073,1.76161669,0.00619536,0.36341019,0.89420126,0.75810792,0.01790856,0.33646478
-4.89544772,1.88782180,0.00666305,0.39028751,0.93878351,0.82527972,0.01967543,0.35453396
-4.88944472,2.02501522,0.00716872,0.41918877,0.98773478,0.89701665,0.02166587,0.37485936
-4.88344172,2.17264880,0.00770787,0.45000730,1.04074478,0.97306422,0.02388779,0.39732800
-4.87743872,2.33002057,0.00827578,0.48260041,1.09741340,1.05310253,0.02634651,0.42180340
-4.87143572,2.49626247,0.00886752,0.51678748,1.15724693,1.13674327,0.02904415,0.44812198
-4.86543272,2.67033275,0.00947796,0.55234915,1.21965803,1.22352809,0.03197911,0.47609040
-4.85942971,2.85101355,0.01010171,0.58902777,1.28396973,1.31292905,0.03514544,0.50548396
-4.85342671,3.03691471,0.01073320,0.62652928,1.34942367,1.40435099,0.03853253,0.53604620
-4.84742371,3.22648392,0.01136661,0.66452639,1.41519247,1.49713627,0.04212470,0.56748989
-4.84142071,3.41802359,0.01199590,0.70266331,1.48039583,1.59057182,0.04590107,0.59949938
-4.83541771,3.60971422,0.01261486,0.74056164,1.54411993,1.68389867,0.04983546,0.63173435
-4.82941471,3.79964378,0.01321709,0.77782760,1.60543928,1.77632369,0.05389655,0.66383478
-4.82341171,3.98584250,0.01379606,0.81406012,1.66344023,1.86703353,0.05804816,0.69542703
-4.81740870,4.16632200,0.01434519,0.84885981,1.71724510,1.95521037,0.06224970,0.72613078
-4.81140570,4.33911775,0.01485787,0.88183828,1.76603600,2.04004922,0.06645683,0.75556667
-4.80540270,4.50233328,0.01532758,0.91262777,1.80907730,2.12077626,0.07062223,0.78336417
-4.79939970,4.65418503,0.01574802,0.94089052,1.84573582,2.19666764,0.07469657,0.80916966
-4.79339670,4.79304618,0.01611316,0.96632779,1.87549808,2.26706843,0.07862953,0.83265420
-4.78739370,4.91748824,0.01641740,0.98868814,1.89798382,2.33141094,0.08237098,0.85352082
-4.78139070,5.02631884,0.01665571,1.00777464,1.91295560,2.38923195,0.08587215,0.87151115
-4.77538769,5.11861492,0.01682374,1.02345100,1.92032405,2.44018833,0.08908685,0.88641101
-4.76938469,5.19374994,0.01691795,1.03564629,1.92014901,2.48407053,0.09197264,0.89805501
-4.76338169,5.25141472,0.01693575,1.04435811,1.91263657,2.52081360,0.09449192,0.90632985
-4.75737869,5.29163108,0.01687558,1.04965433,1.89813249,2.55050517,0.09661291,0.91117637
-4.75137569,5.31475805,0.01673700,1.05167317,1.87711257,2.57339047,0.09831051,0.91259026
-4.74537269,5.32149067,0.01652076,1.05062178,1.85017047,2.58987371,0.09956689,0.91062156
-4.73936968,5.31285120,0.01622881,1.04677335,1.81800361,2.60051616,0.10037197,0.90537283
-4.73336668,5.29017328,0.01586433,1.04046284,1.78139805,2.60603048,0.10072360,0.89699626
-4.72736368,5.25507925,0.01543168,1.03208140,1.74121257,2.60727154,0.10062757,0.88568984
-4.72136068,5.20945116,0.01493630,1.02206965,1.69836287,2.60522367,0.10009732,0.87169260
-4.71535768,5.15539629,0.01438470,1.01090997,1.65380606,2.60098459,0.09915349,0.85527929
-4.70935468,5.09520760,0.01378424,0.99911782,1.60852584,2.59574605,0.09782326,0.83675452
-4.70335168,5.03132003,0.01314303,0.98723235,1.56351851,2.59077166,0.09613952,0.81644658
-4.69734867,4.96626351,0.01246978,0.97580637,1.51977995,2.58737209,0.09413985,0.79470126
-4.69134567,4.90261338,0.01177355,0.96539585,1.47829336,2.58687814,0.09186554,0.77187549
-4.68534267,4.84293927,0.01106362,0.95654909,1.44001776,2.59061220,0.08936043,0.74833128
-4.67933967,4.78975338,0.01034927,0.94979575,1.40587696,2.59985865,0.08666977,0.72442986
-4.67333667,4.74545914,0.00963958,0.94563586,1.37674886,2.61583391,0.08383915,0.70052616
-4.66733367,4.71230128,0.00894329,0.94452923,1.35345478,2.63965692,0.08091346,0.67696361
-4.66133067,4.69231851,0.00826858,0.94688517,1.33674875,2.67232082,0.07793590,0.65406943
-4.65532766,4.68729970,0.00762299,0.95305309,1.32730661,2.71466666,0.07494722,0.63215023
-4.64932466,4.69874485,0.00701324,0.96331403,1.32571498,2.76736004,0.07198499,0.61148800
-4.64332166,4.72783172,0.00644517,0.97787351,1.33246019,2.83087149,0.06908304,0.59233647
-4.63731866,4.77538916,0.00592363,0.99685585,1.34791737,2.90546126,0.06627113,0.57491780
-4.63131566,4.84187794,0.00545245,1.02030030,1.37234015,2.99116929,0.06357461,0.55941949
-4.62531266,4.92737963,0.00503442,1.04815908,1.40585129,3.08781069,0.06101440,0.54599168
-4.61930965,5.03159420,0.00467126,1.08029747,1.44843469,3.19497699,0.05860696,0.53474475
-4.61330665,5.15384621,0.00436366,1.11649609,1.49992952,3.31204341,0.05636442,0.52574733
-4.60730365,5.29309976,0.00411129,1.15645519,1.56002672,3.43818164,0.05429479,0.51902469
-4.60130065,5.44798160,0.00391285,1.19980103,1.62826845,3.57237789,0.05240227,0.51455780
-4.59529765,5.61681181,0.00376616,1.24609394,1.70405098,3.71345545,0.05068755,0.51228306
-4.58929465,5.79764095,0.00366822,1.29483798,1.78663100,3.86010080,0.04914816,0.51209284
-4.58329165,5.98829258,0.00361527,1.34549160,1.87513578,4.01089215,0.04777891,0.51383704
-4.57728864,6.18640951,0.00360293,1.39747911,1.96857688,4.16432936,0.04657217,0.51732568
-4.57128564,6.38950241,0.00362631,1.45020238,2.06586728,4.31886375,0.04551830,0.52233274
-4.56528264,6.59499897,0.00368007,1.50305230,2.16584159,4.47292685,0.04460595,0.52860117
-4.55927964,6.80029219,0.00375860,1.55541964,2.26727868,4.62495672,0.04382241,0.53584915
-4.55327664,7.00278633,0.00385615,1.60670489,2.36892617,4.77342120,0.04315386,0.54377749
-4.54727364,7.19993923,0.00396690,1.65632676,2.46952603,4.91683728,0.04258564,0.55207798
-4.54127064,7.38930017,0.00408517,1.70372923,2.56784045,5.05378626,0.04210251,0.56044257
-4.53526763,7.56854275,0.00420551,1.74838689,2.66267727,5.18292485,0.04168885,0.56857307
-4.52926463,7.73549237,0.00432284,1.78980886,2.75291418,5.30299236,0.04132884,0.57619093
-4.52326163,7.88814873,0.00443259,1.82754125,2.83752104,5.41281475,0.04100667,0.58304693
-4.51725863,8.02470359,0.00453077,1.86116846,2.91557978,5.51130637,0.04070673,0.58893024
-4.51125563,8.14355467,0.00461412,1.89031375,2.98630135,5.59747044,0.04041377,0.59367647
-4.50525263,8.24331639,0.00468013,1.91463935,3.04903945,5.67039951,0.04011305,0.59717435
-4.49924962,8.32282858,0.00472713,1.93384658,3.10330085,5.72927677,0.03979057,0.59937079
-4.49324662,8.38116377,0.00475429,1.94767631,3.14875203,5.77337941,0.03943321,0.60027384
-4.48724362,8.41763391,0.00476164,1.95591002,3.18522228,5.80208448,0.03902890,0.59995358
-4.48124062,8.43179683,0.00475003,1.95837177,3.21270316,5.81487781,0.03856682,0.59854059
-4.47523762,8.42346255,0.00472106,1.95493104,3.23134442,5.81136582,0.03803754,0.59622220
-4.46923462,8.39269910,0.00467700,1.94550638,3.24144650,5.79128985,0.03743318,0.59323646
-4.46323162,8.33983731,0.00462068,1.93006979,3.24344969,5.75454220,0.03674753,0.58986402
-4.45722861,8.26547349,0.00455535,1.90865135,3.23792012,5.70118269,0.03597618,0.58641826
-4.45122561,8.17046908,0.00448454,1.88134379,3.22553280,5.63145435,0.03511662,0.58323404
-4.44522261,8.05594585,0.00441188,1.84830642,3.20705191,5.54579675,0.03416825,0.58065532
-4.43921961,7.92327567,0.00434099,1.80976803,3.18330871,5.44485543,0.03313240,0.57902237
-4.43321661,7.77406386,0.00427525,1.76602814,3.15517749,5.32948592,0.03201233,0.57865898
-4.42721361,7.61012552,0.00421769,1.71745631,3.12355015,5.20075152,0.03081314,0.57986005
-4.42121061,7.43345471,0.00417088,1.66448913,3.08931007,5.05991372,0.02954165,0.58288035
-4.41520760,7.24618681,0.00413678,1.60762475,3.05330609,4.90841536,0.02820621,0.58792469
-4.40920460,7.05055515,0.00411668,1.54741498,3.01632756,4.74785638,0.02681657,0.59514004
-4.40320160,6.84884308,0.00411114,1.48445514,2.97908141,4.57996322,0.02538358,0.60460980
-4.39719860,6.64333356,0.00411996,1.41937190,2.94217228,4.40655276,0.02391895,0.61635072
-4.39119560,6.43625846,0.00414224,1.35280972,2.90608666,4.22949259,0.02243495,0.63031233
-4.38519260,6.22974978,0.00417636,1.28541645,2.87118194,4.05065923,0.02094414,0.64637905
-4.37918959,6.02579524,0.00422011,1.21782862,2.83768101,3.87189638,0.01945903,0.66437484
-4.37318659,5.82620035,0.00427076,1.15065732,2.80567281,3.69497516,0.01799185,0.68407026
-4.36718359,5.63255871,0.00432522,1.08447505,2.77511903,3.52155797,0.01655421,0.70519142
-4.36118059,5.44623177,0.00438013,1.01980433,2.74586667,3.35316767,0.01515692,0.72743060
-4.35517759,5.26833869,0.00443207,0.95710849,2.71766591,3.19116316,0.01380972,0.75045790
-4.34917459,5.09975635,0.00447768,0.89678484,2.69019248,3.03672196,0.01252120,0.77393347
-4.34317159,4.94112871,0.00451380,0.83916060,2.66307320,2.89083015,0.01129860,0.79751968
-4.33716858,4.79288431,0.00453764,0.78449140,2.63591338,2.75427936,0.01014778,0.82089264
-4.33116558,4.65526018,0.00454690,0.73296238,2.60832456,2.62767018,0.00907322,0.84375266
-4.32516258,4.52832996,0.00453982,0.68469153,2.57995085,2.51142098,0.00807802,0.86583301
-4.31915958,4.41203401,0.00451534,0.63973490,2.55049247,2.40578089,0.00716397,0.88690681
-4.31315658,4.30620930,0.00447308,0.59809325,2.51972510,2.31084570,0.00633167,0.90679158
-4.30715358,4.21061683,0.00441338,0.55971969,2.48751389,2.22657511,0.00558068,0.92535145
