energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up
-5.83191596,5.27580247,0.12644177,0.04910204,0.91610228,0.48951750,0.76726980,1.13748000,0.33140512,2.76731476
-5.82591296,5.32795876,0.13000488,0.05368189,0.94871409,0.50213618,0.80302077,1.12374329,0.32700711,2.78291088
-5.81990995,5.36623466,0.13341137,0.05861257,0.98067035,0.51340549,0.83916252,1.10647097,0.32082395,2.79050788
-5.81390695,5.39158050,0.13666688,0.06389201,1.01187580,0.52339890,0.87559222,1.08604688,0.31296875,2.79062969
-5.80790395,5.40518715,0.13978704,0.06951114,1.04223469,0.53222901,0.91219573,1.06290294,0.30358643,2.78392579
-5.80190095,5.40844797,0.14279846,0.07545328,1.07165015,0.54004430,0.94884810,1.03750840,0.29284970,2.77115080
-5.79589795,5.40291409,0.14573928,0.08169373,1.10002347,0.54702458,0.98541453,1.01035792,0.28095400,2.75314075
-5.78989495,5.39024460,0.14865927,0.08819968,1.12725380,0.55337510,1.02175170,0.98195891,0.26811191,2.73078707
-5.78389195,5.37215342,0.15161916,0.09493029,1.15323789,0.55931966,1.05770955,0.95281860,0.25454697,2.70500924
-5.77788894,5.35035481,0.15468941,0.10183708,1.17787024,0.56509273,1.09313318,0.92343125,0.24048739,2.67672711
-5.77188594,5.32650913,0.15794817,0.10886461,1.20104332,0.57093093,1.12786501,0.89426598,0.22615978,2.64683393
-5.76588294,5.30217080,0.16147856,0.11595133,1.22264816,0.57706396,1.16174677,0.86575549,0.21178313,2.61617081
-5.75987994,5.27873959,0.16536526,0.12303076,1.24257484,0.58370549,1.19462121,0.83828620,0.19756334,2.58550347
-5.75387694,5.25741688,0.16969057,0.13003265,1.26071322,0.59104402,1.22633335,0.81218986,0.18368836,2.55550184
-5.74787394,5.23916773,0.17453003,0.13688443,1.27695344,0.59923423,1.25673112,0.78773695,0.17032424,2.52672296
-5.74187094,5.22468983,0.17994774,0.14351261,1.29118641,0.60838895,1.28566514,0.76513196,0.15761201,2.49959748
-5.73586793,5.21438991,0.18599179,0.14984422,1.30330412,0.61857229,1.31298778,0.74451057,0.14566561,2.47442000
-5.72986493,5.20836826,0.19268973,0.15580813,1.31319973,0.62979389,1.33855128,0.72593879,0.13457081,2.45134337
-5.72386193,5.20641175,0.20004467,0.16133640,1.32076759,0.64200494,1.36220537,0.70941400,0.12438504,2.43037682
-5.71785893,5.20799568,0.20803197,0.16636537,1.32590314,0.65509592,1.38379423,0.69486772,0.11513819,2.41138814
-5.71185593,5.21229475,0.21659696,0.17083666,1.32850291,0.66889647,1.40315349,0.68217011,0.10683423,2.39410959
-5.70585293,5.21820308,0.22565378,0.17469804,1.32846473,0.68317738,1.42010734,0.67113593,0.09945342,2.37814758
-5.69984992,5.22436332,0.23508548,0.17790410,1.32568833,0.69765493,1.43446638,0.66153187,0.09295522,2.36299589
-5.69384692,5.22920454,0.24474560,0.18041676,1.32007646,0.71199741,1.44602646,0.65308506,0.08728150,2.34805232
-5.68784392,5.23098835,0.25446109,0.18220580,1.31153679,0.72583388,1.45456916,0.64549242,0.08236013,2.33263832
-5.68184092,5.22786244,0.26403661,0.18324912,1.29998458,0.73876484,1.45986398,0.63843086,0.07810857,2.31602154
-5.67583792,5.21792034,0.27326008,0.18353306,1.28534627,0.75037454,1.46167260,0.63156775,0.07443759,2.29744049
-5.66983492,5.19926593,0.28190928,0.18305264,1.26756392,0.76024459,1.45975536,0.62457175,0.07125476,2.27613107
-5.66383192,5.17008085,0.28975920,0.18181183,1.24660042,0.76796837,1.45387971,0.61712341,0.06846778,2.25135407
-5.65782891,5.12869263,0.29658986,0.17982367,1.22244530,0.77316555,1.44383050,0.60892542,0.06598741,2.22242288
-5.65182591,5.07364105,0.30219428,0.17711055,1.19512088,0.77549644,1.42942174,0.59971215,0.06373008,2.18873060
-5.64582291,5.00374043,0.30638616,0.17370429,1.16468840,0.77467525,1.41050912,0.58925813,0.06162001,2.14977546
-5.63981991,4.91813512,0.30900699,0.16964631,1.13125386,0.77048192,1.38700278,0.57738539,0.05959086,2.10518368
-5.63381691,4.81634578,0.30993222,0.16498760,1.09497300,0.76277182,1.35887953,0.56396908,0.05758693,2.05472878
-5.62781391,4.69830450,0.30907624,0.15978859,1.05605532,0.75148308,1.32619370,0.54894159,0.05556384,1.99834650
-5.62181091,4.56437681,0.30639584,0.15411896,1.01476652,0.73664100,1.28908604,0.53229460,0.05348876,1.93614462
-5.61580790,4.41536954,0.30189218,0.14805713,0.97142926,0.71835947,1.24778989,0.51407939,0.05134026,1.86840723
-5.60980490,4.25252382,0.29561103,0.14168959,0.92642196,0.69683927,1.20263423,0.49440505,0.04910776,1.79559303
-5.60380190,4.07749339,0.28764137,0.13511003,0.88017561,0.67236342,1.15404322,0.47343501,0.04679063,1.71832782
-5.59779890,3.89230890,0.27811242,0.12841820,0.83316852,0.64528963,1.10253208,0.45138172,0.04439714,1.63739127
-5.59179590,3.69932951,0.26718936,0.12171850,0.78591914,0.61604036,1.04869939,0.42849993,0.04194314,1.55369858
-5.58579290,3.50118375,0.25506780,0.11511838,0.73897725,0.58509082,0.99321605,0.40507878,0.03945066,1.46827759
-5.57978989,3.30070188,0.24196744,0.10872660,0.69291365,0.55295551,0.93681135,0.38143294,0.03694647,1.38224244
-5.57378689,3.10084246,0.22812514,0.10265121,0.64830882,0.52017373,0.88025666,0.35789327,0.03446060,1.29676461
-5.56778389,2.90461564,0.21378773,0.09699752,0.60574090,0.48729482,0.82434743,0.33479719,0.03202497,1.21304252
-5.56178089,2.71500619,0.19920490,0.09186595,0.56577333,0.45486354,0.76988419,0.31247923,0.02967208,1.13227071
-5.55577789,2.53489857,0.18462237,0.08734989,0.52894268,0.42340612,0.71765336,0.29126202,0.02743385,1.05560976
-5.54977489,2.36700646,0.17027570,0.08353364,0.49574687,0.39341747,0.66840846,0.27144791,0.02534059,0.98415770
-5.54377189,2.21380869,0.15638478,0.08049035,0.46663424,0.36534990,0.62285236,0.25331159,0.02342016,0.91892387
-5.53776888,2.07749312,0.14314935,0.07828024,0.44199367,0.33960347,0.58162122,0.23709376,0.02169726,0.86080577
-5.53176588,1.95990952,0.13074535,0.07694892,0.42214600,0.31651842,0.54527038,0.22299595,0.02019294,0.81056940
-5.52576288,1.86253233,0.11932239,0.07652612,0.40733695,0.29636941,0.51426267,0.21117670,0.01892418,0.76883343
-5.51975988,1.78643353,0.10900218,0.07702454,0.39773162,0.27936183,0.48895926,0.20174898,0.01790365,0.73605731
-5.51375688,1.73226582,0.09987783,0.07843927,0.39341072,0.26563003,0.46961317,0.19477882,0.01713964,0.71253348
-5.50775388,1.70025583,0.09201400,0.08074745,0.39436856,0.25523725,0.45636551,0.19028527,0.01663595,0.69838345
-5.50175088,1.69020719,0.08544778,0.08390845,0.40051285,0.24817731,0.44924444,0.18824144,0.01639199,0.69355789
-5.49574787,1.70151294,0.08019009,0.08786451,0.41166635,0.24437768,0.44816665,0.18857662,0.01640292,0.69784037
-5.48974487,1.73317672,0.07622758,0.09254178,0.42757035,0.24370389,0.45294142,0.19117940,0.01665977,0.71085470
-5.48374187,1.78384234,0.07352480,0.09785195,0.44788997,0.24596509,0.46327705,0.19590166,0.01714976,0.73207568
-5.47773887,1.85183091,0.07202666,0.10369426,0.47222124,0.25092050,0.47878942,0.20256329,0.01785647,0.76084293
-5.47173587,1.93518495,0.07166098,0.10995791,0.50009979,0.25828678,0.49901272,0.21095764,0.01876024,0.79637775
-5.46573287,2.03171857,0.07234114,0.11652489,0.53101112,0.26774597,0.52341187,0.22085748,0.01983851,0.83780254
-5.45972986,2.13907272,0.07396877,0.12327303,0.56440218,0.27895399,0.55139663,0.23202127,0.02106621,0.88416250
-5.45372686,2.25477428,0.07643632,0.13007929,0.59969395,0.29154941,0.58233687,0.24419977,0.02241623,0.93444916
-5.44772386,2.37629768,0.07962975,0.13682303,0.63629471,0.30516251,0.61557876,0.25714266,0.02385993,0.98762516
-5.44172086,2.50112723,0.08343098,0.14338929,0.67361366,0.31942417,0.65046142,0.27060497,0.02536766,1.04264969
-5.43571786,2.62681831,0.08772040,0.14967181,0.71107422,0.33397463,0.68633342,0.28435323,0.02690937,1.09850367
-5.42971486,2.75105559,0.09237915,0.15557573,0.74812678,0.34847171,0.72256871,0.29817101,0.02845517,1.15421401
-5.42371186,2.87170588,0.09729138,0.16101983,0.78426017,0.36259835,0.75858127,0.31186365,0.02997602,1.20887598
-5.41770885,2.98686388,0.10234621,0.16593820,0.81901142,0.37606921,0.79383797,0.32526200,0.03144424,1.26167271
-5.41170585,3.09488858,0.10743957,0.17028120,0.85197350,0.38863606,0.82786902,0.33822503,0.03283415,1.31189117
-5.40570285,3.19442906,0.11247572,0.17401580,0.88280049,0.40009180,0.86027552,0.35064106,0.03412260,1.35893368
-5.39969985,3.28443825,0.11736853,0.17712511,0.91121010,0.41027292,0.89073382,0.36242764,0.03528938,1.40232459
-5.39369685,3.36417414,0.12204233,0.17960731,0.93698343,0.41906037,0.91899636,0.37353001,0.03631762,1.44171161
-5.38769385,3.43318842,0.12643247,0.18147389,0.95996200,0.42637874,0.94488902,0.38391821,0.03719400,1.47686187
-5.38169085,3.49130320,0.13048543,0.18274740,0.98004232,0.43219378,0.96830510,0.39358300,0.03790893,1.50765284
-5.37568784,3.53857724,0.13415855,0.18345883,0.99716842,0.43650850,0.98919631,0.40253076,0.03845653,1.53405873
-5.36968484,3.57526350,0.13741946,0.18364473,1.01132283,0.43935798,1.00756136,0.41077775,0.03883452,1.55613308
-5.36368184,3.60176086,0.14024504,0.18334435,1.02251663,0.44080322,1.02343275,0.41834396,0.03904397,1.57398869
-5.35767884,3.61856248,0.14262029,0.18259690,1.03077934,0.44092433,1.03686278,0.42524693,0.03908902,1.58777605
-5.35167584,3.62620440,0.14453689,0.18143901,1.03614923,0.43981348,1.04790952,0.43149612,0.03897646,1.59766180
-5.34567284,3.62521709,0.14599173,0.17990277,1.03866487,0.43756798,1.05662381,0.43708789,0.03871524,1.60380836
-5.33966983,3.61608319,0.14698544,0.17801423,1.03835841,0.43428395,1.06303810,0.44200175,0.03831610,1.60635619
-5.33366683,3.59920382,0.14752099,0.17579257,1.03525099,0.43005074,1.06715788,0.44619797,0.03779103,1.60540984
-5.32766383,3.57487542,0.14760257,0.17324988,1.02935072,0.42494666,1.06895633,0.44961673,0.03715294,1.60102860
-5.32166083,3.54327847,0.14723463,0.17039163,1.02065327,0.41903601,1.06837252,0.45217913,0.03641526,1.59322236
-5.31565783,3.50447842,0.14642133,0.16721769,1.00914482,0.41236757,1.06531331,0.45378975,0.03559179,1.58195295
-5.30965483,3.45843855,0.14516629,0.16372389,0.99480741,0.40497470,1.05965879,0.45434088,0.03469652,1.56714082
-5.30365183,3.40504351,0.14347271,0.15990386,0.97762596,0.39687680,1.05127092,0.45371806,0.03374366,1.54867648
-5.29764882,3.34413178,0.14134381,0.15575116,0.95759646,0.38808207,1.04000464,0.45180677,0.03274778,1.52643602
-5.29164582,3.27553462,0.13878351,0.15126147,0.93473484,0.37859130,1.02572092,0.44849962,0.03172407,1.50029951
-5.28564282,3.19911860,0.13579737,0.14643464,0.90908554,0.36840235,1.00830053,0.44370398,0.03068871,1.47017109
-5.27963982,3.11482888,0.13239358,0.14127654,0.88072935,0.35751497,0.98765783,0.43734927,0.02965939,1.43599937
-5.27363682,3.02273031,0.12858396,0.13580054,0.84978971,0.34593575,0.96375347,0.42939367,0.02865579,1.39779682
-5.26763382,2.92304342,0.12438494,0.13002856,0.81643716,0.33368258,0.93660525,0.41982989,0.02770026,1.35565684
-5.26163082,2.81617338,0.11981830,0.12399160,0.78089140,0.32078864,0.90629634,0.40868947,0.02681842,1.30976753
-5.25562781,2.70272976,0.11491167,0.11772970,0.74342088,0.30730541,0.87298027,0.39604562,0.02603979,1.26042120
-5.24962481,2.58353627,0.10969882,0.11129143,0.70433983,0.29330466,0.83688256,0.38201428,0.02539841,1.20801926
-5.24362181,2.45962989,0.10421945,0.10473288,0.66400295,0.27887927,0.79829860,0.36675348,0.02493329,1.15307203
-5.23761881,2.33224962,0.09851883,0.09811624,0.62279797,0.26414287,0.75758823,0.35046093,0.02468894,1.09619369
-5.23161581,2.20281559,0.09264696,0.09150807,0.58113655,0.24922830,0.71516706,0.33337007,0.02471555,1.03809273
-5.22561281,2.07289995,0.08665754,0.08497729,0.53944403,0.23428509,0.67149531,0.31574488,0.02506922,0.97955828
-5.21960980,1.94419107,0.08060670,0.07859322,0.49814856,0.21947606,0.62706456,0.29787349,0.02581178,0.92144324
-5.21360680,1.81845300,0.07455156,0.07242339,0.45767013,0.20497325,0.58238345,0.28006110,0.02701060,0.86464506
-5.20760380,1.69748214,0.06854871,0.06653170,0.41841017,0.19095343,0.53796276,0.26262255,0.02873792,0.81008490
-5.20160080,1.58306304,0.06265276,0.06097654,0.38074199,0.17759338,0.49430086,0.24587459,0.03107009,0.75868615
-5.19559780,1.47692498,0.05691492,0.05580928,0.34500258,0.16506522,0.45187011,0.23012845,0.03408637,0.71135311
-5.18959480,1.38070093,0.05138170,0.05107306,0.31148599,0.15353185,0.41110473,0.21568270,0.03786745,0.66895042
-5.18359180,1.29588981,0.04609398,0.04680181,0.28043844,0.14314288,0.37239068,0.20281668,0.04249364,0.63228371
-5.17758879,1.22382315,0.04108608,0.04301970,0.25205523,0.13403086,0.33605780,0.19178468,0.04804273,0.60208203
-5.17158579,1.16563627,0.03638538,0.03974085,0.22647935,0.12630823,0.30237433,0.18281072,0.05458754,0.57898207
-5.16558279,1.12224452,0.03201196,0.03696937,0.20380168,0.12006472,0.27154388,0.17608428,0.06219320,0.56351441
-5.15957979,1.09432421,0.02797874,0.03469964,0.18406263,0.11536548,0.24370470,0.17175665,0.07091416,0.55609171
-5.15357679,1.08229834,0.02429167,0.03291688,0.16725481,0.11224973,0.21893102,0.16993809,0.08079121,0.55699890
-5.14757379,1.08632666,0.02095025,0.03159787,0.15332661,0.11072996,0.19723617,0.17069562,0.09184827,0.56638529
-5.14157079,1.10629988,0.01794820,0.03071179,0.14218647,0.11079175,0.17857725,0.17405150,0.10408940,0.58425846
-5.13556778,1.14183783,0.01527421,0.03022131,0.13370732,0.11239391,0.16286080,0.17998222,0.11749592,0.61048010
-5.12956478,1.19229145,0.01291283,0.03008359,0.12773135,0.11546921,0.14994927,0.18841818,0.13202397,0.64476384
-5.12356178,1.25674865,0.01084532,0.03025147,0.12407464,0.11992543,0.13966790,0.19924395,0.14760245,0.68667507
-5.11755878,1.33404408,0.00905057,0.03067461,0.12253173,0.12564679,0.13181173,0.21229913,0.16413170,0.73563319
-5.11155578,1.42277315,0.00750592,0.03130068,0.12287997,0.13249582,0.12615253,0.22737993,0.18148291,0.79091637
-5.10555278,1.52131042,0.00618791,0.03207647,0.12488357,0.14031550,0.12244542,0.24424153,0.19949838,0.85166912
-5.09954977,1.62783269,0.00507300,0.03294908,0.12829753,0.14893182,0.12043504,0.26260124,0.21799278,0.91691295
-5.09354677,1.74034682,0.00413810,0.03386695,0.13287128,0.15815666,0.11986129,0.28214256,0.23675546,0.98556024
-5.08754377,1.85672237,0.00336105,0.03478088,0.13835223,0.16779099,0.12046444,0.30252009,0.25555366,1.05643136
-5.08154077,1.97472886,0.00272099,0.03564496,0.14448912,0.17762843,0.12198973,0.32336544,0.27413683,1.12827504
-5.07553777,2.09207706,0.00219859,0.03641745,0.15103535,0.18745901,0.12419139,0.34429390,0.29224174,1.19979170
-5.06953477,2.20646383,0.00177622,0.03706146,0.15775223,0.19707315,0.12683616,0.36491192,0.30959838,1.26965930
-5.06353177,2.31561927,0.00143804,0.03754556,0.16441215,0.20626580,0.12970625,0.38482518,0.32593643,1.33656127
-5.05752876,2.41735519,0.00116998,0.03784427,0.17080163,0.21484057,0.13260189,0.40364705,0.34099207,1.39921550
-5.05152576,2.50961332,0.00095972,0.03793836,0.17672434,0.22261379,0.13534338,0.42100726,0.35451487,1.45640382
-5.04552276,2.59051181,0.00079658,0.03781495,0.18200376,0.22941839,0.13777271,0.43656043,0.36627462,1.50700079
-5.03951976,2.65838836,0.00067143,0.03746758,0.18648572,0.23510741,0.13975475,0.44999423,0.37606766,1.55000078
-5.03351676,2.71183845,0.00057653,0.03689593,0.19004044,0.23955711,0.14117801,0.46103684,0.38372261,1.58454253
-5.02751376,2.74974722,0.00050539,0.03610557,0.19256421,0.24266950,0.14195495,0.46946344,0.38910522,1.60992997
-5.02151076,2.77131372,0.00045264,0.03510739,0.19398055,0.24437427,0.14202187,0.47510150,0.39212209,1.62564872
-5.01550775,2.77606661,0.00041387,0.03391707,0.19424067,0.24462991,0.14133841,0.47783465,0.39272320,1.63137742
-5.00950475,2.76387069,0.00038552,0.03255432,0.19332348,0.24342416,0.13988654,0.47760495,0.39090320,1.62699363
-5.00350175,2.73492405,0.00036473,0.03104207,0.19123478,0.24077360,0.13766925,0.47441352,0.38670121,1.61257388
-4.99749875,2.68974584,0.00034924,0.02940570,0.18800600,0.23672254,0.13470886,0.46831950,0.38019938,1.58838811
-4.99149575,2.62915541,0.00033734,0.02767212,0.18369216,0.23134114,0.13104498,0.45943734,0.37152015,1.55488856
-4.98549275,2.55424357,0.00032771,0.02586897,0.17836949,0.22472291,0.12673225,0.44793269,0.36082242,1.51269377
-4.97948974,2.46633716,0.00031944,0.02402383,0.17213251,0.21698164,0.12183788,0.43401691,0.34829666,1.46256824
-4.97348674,2.36695852,0.00031191,0.02216350,0.16509079,0.20824795,0.11643907,0.41794054,0.33415940,1.40539879
-4.96748374,2.25778126,0.00030479,0.02031337,0.15736561,0.19866546,0.11062042,0.39998595,0.31864701,1.34216835
-4.96148074,2.14058431,0.00029800,0.01849693,0.14908644,0.18838686,0.10447134,0.38045960,0.30200930,1.27392847
-4.95547774,2.01720573,0.00029168,0.01673540,0.14038751,0.17756999,0.09808366,0.35968404,0.28450303,1.20177142
-4.94947474,1.88949809,0.00028621,0.01504745,0.13140467,0.16637394,0.09154932,0.33799013,0.26638554,1.12680295
-4.94347174,1.75928691,0.00028219,0.01344916,0.12227240,0.15495551,0.08495845,0.31570970,0.24790876,1.05011678
-4.93746873,1.62833351,0.00028048,0.01195401,0.11312134,0.14346593,0.07839770,0.29316898,0.22931383,0.97277146
-4.93146573,1.49830326,0.00028219,0.01057303,0.10407627,0.13204810,0.07194890,0.27068293,0.21082630,0.89577047
-4.92546273,1.37074028,0.00028875,0.00931512,0.09525461,0.12083427,0.06568818,0.24855078,0.19265224,0.82004593
-4.91945973,1.24704883,0.00030194,0.00818739,0.08676558,0.10994436,0.05968543,0.22705287,0.17497515,0.74644644
-4.91345673,1.12848188,0.00032396,0.00719567,0.07870985,0.09948480,0.05400420,0.20644882,0.15795377,0.67572907
-4.90745373,1.01613668,0.00035746,0.00634500,0.07117986,0.08954797,0.04870193,0.18697713,0.14172082,0.60855563
-4.90145073,0.91095701,0.00040568,0.00564027,0.06426059,0.08021220,0.04383058,0.16885616,0.12638260,0.54549292
-4.89544772,0.81374160,0.00047245,0.00508679,0.05803093,0.07154230,0.03943757,0.15228628,0.11201927,0.48701673
-4.88944472,0.72515793,0.00056236,0.00469095,0.05256534,0.06359044,0.03556694,0.13745332,0.09868598,0.43351916
-4.88344172,0.64576037,0.00068079,0.00446084,0.04793588,0.05639757,0.03226074,0.12453276,0.08641444,0.38531856
-4.87743872,0.57601168,0.00083401,0.00440683,0.04421442,0.04999496,0.02956054,0.11369480,0.07521505,0.34267164
-4.87143572,0.51630656,0.00102924,0.00454208,0.04147488,0.04440602,0.02750892,0.10510974,0.06507933,0.30578692
-4.86543272,0.46699602,0.00127472,0.00488302,0.03979540,0.03964822,0.02615101,0.09895353,0.05598258,0.27483881
-4.85942971,0.42841134,0.00157974,0.00544967,0.03926034,0.03573492,0.02553583,0.09541315,0.04788666,0.24998156
-4.85342671,0.40088614,0.00195461,0.00626585,0.03996177,0.03267717,0.02571737,0.09469140,0.04074273,0.23136248
-4.84742371,0.38477551,0.00241064,0.00735926,0.04200053,0.03048531,0.02675544,0.09701085,0.03449396,0.21913344
-4.84142071,0.38047096,0.00296003,0.00876129,0.04548658,0.02917018,0.02871604,0.10261654,0.02907803,0.21346030
-4.83541771,0.38841018,0.00361571,0.01050672,0.05053855,0.02874414,0.03167129,0.11177715,0.02442938,0.21452955
-4.82941471,0.40908079,0.00439110,0.01263310,0.05728230,0.02922151,0.03569879,0.12478437,0.02048129,0.22255168
-4.82341171,0.44301734,0.00529988,0.01517994,0.06584862,0.03061870,0.04088043,0.14195019,0.01716749,0.23776105
-4.81740870,0.49079141,0.00635554,0.01818762,0.07636977,0.03295374,0.04730059,0.16360197,0.01442362,0.26041191
-4.81140570,0.55299453,0.00757102,0.02169604,0.08897505,0.03624542,0.05504376,0.19007533,0.01218830,0.29077068
-4.80540270,0.63021430,0.00895818,0.02574301,0.10378542,0.04051198,0.06419162,0.22170468,0.01040389,0.32910458
-4.79939970,0.72300441,0.01052728,0.03036250,0.12090725,0.04576933,0.07481969,0.25881179,0.00901704,0.37566693
-4.79339670,0.83184946,0.01228638,0.03558263,0.14042545,0.05202904,0.08699366,0.30169248,0.00797889,0.43067974
-4.78739370,0.95712609,0.01424078,0.04142365,0.16239617,0.05929602,0.10076554,0.35060207,0.00724519,0.49431427
-4.78139070,1.09906216,0.01639246,0.04789577,0.18683950,0.06756619,0.11616990,0.40573995,0.00677611,0.56667054
-4.77538769,1.25769610,0.01873949,0.05499722,0.21373233,0.07682408,0.13322036,0.46723412,0.00653603,0.64775687
-4.76938469,1.43283867,0.02127565,0.06271233,0.24300206,0.08704065,0.15190659,0.53512643,0.00649318,0.73747067
-4.76338169,1.62403969,0.02399001,0.07100998,0.27452126,0.09817145,0.17219215,0.60935935,0.00661921,0.83558176
-4.75737869,1.83056206,0.02686676,0.07984242,0.30810397,0.11015521,0.19401325,0.68976528,0.00688880,0.94171948
-4.75137569,2.05136569,0.02988512,0.08914461,0.34350389,0.12291309,0.21727885,0.77605917,0.00727918,1.05536484
-4.74537269,2.28510301,0.03301947,0.09883411,0.38041477,0.13634859,0.24187210,0.86783529,0.00776978,1.17584883
-4.73936968,2.53012806,0.03623968,0.10881173,0.41847338,0.15034829,0.26765328,0.96456887,0.00834186,1.30235753
-4.73336668,2.78451996,0.03951158,0.11896280,0.45726503,0.16478343,0.29446435,1.06562305,0.00897822,1.43394478
-4.72736368,3.04612108,0.04279768,0.12915929,0.49633183,0.17951230,0.32213483,1.17026136,0.00966301,1.56955236
-4.72136068,3.31258957,0.04605803,0.13926257,0.53518333,0.19438346,0.35048911,1.27766570,0.01038158,1.70803756
-4.71535768,3.58146459,0.04925124,0.14912686,0.57330953,0.20923961,0.37935463,1.38695947,0.01112043,1.84820713
-4.70935468,3.85024231,0.05233557,0.15860322,0.61019556,0.22392199,0.40857084,1.49723512,0.01186717,1.98885677
-4.70335168,4.11645933,0.05527014,0.16754397,0.64533775,0.23827515,0.43799819,1.60758499,0.01261063,2.12881420
-4.69734867,4.37777997,0.05801605,0.17580737,0.67826012,0.25215179,0.46752693,1.71713429,0.01334092,2.26698395
-4.69134567,4.63208306,0.06053757,0.18326229,0.70853091,0.26541758,0.49708493,1.82507453,0.01404956,2.40239166
-4.68534267,4.87754369,0.06280316,0.18979282,0.73577805,0.27795550,0.52664414,1.93069567,0.01472960,2.53422528
-4.67933967,5.11270529,0.06478633,0.19530245,0.75970310,0.28966964,0.55622504,2.03341518,0.01537578,2.66187092
-4.67333667,5.33653779,0.06646638,0.19971766,0.78009279,0.30048815,0.58589877,2.13280226,0.01598456,2.78494092
-4.66733367,5.54847793,0.06782881,0.20299089,0.79682770,0.31036522,0.61578659,2.22859552,0.01655423,2.90329211
-4.66133067,5.74844878,0.06886565,0.20510246,0.80988762,0.31928194,0.64605637,2.32071280,0.01708493,3.01703281
-4.65532766,5.93685656,0.06957536,0.20606167,0.81935326,0.32724599,0.67691631,2.40925201,0.01757857,3.12651729
-4.64932466,6.11456381,0.06996268,0.20590672,0.82540439,0.33429017,0.70860588,2.49448242,0.01803875,3.23232762
-4.64332166,6.28283961,0.07003810,0.20470377,0.82831442,0.34046987,0.74138439,2.57682638,0.01847061,3.33524294
