energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.86193097,6.36929069,0.01808787,0.40392504,0.14694845,3.91046288,3.80190241,0.09552055,1.68221417
-5.85592796,6.08145780,0.01726237,0.37067534,0.14064368,3.72273307,3.62556505,0.09133375,1.62287410
-5.84992496,5.80927289,0.01639579,0.34194122,0.13451431,3.56990622,3.45674318,0.08722589,1.56370434
-5.84392196,5.55522994,0.01549828,0.31765159,0.12868695,3.45300323,3.29674515,0.08324594,1.50576071
-5.83791896,5.32171374,0.01458020,0.29771344,0.12328057,3.37283623,3.14683404,0.07944108,1.45008328
-5.83191596,5.11094002,0.01365188,0.28201542,0.11840311,3.32998731,3.00819712,0.07585554,1.39766819
-5.82591296,4.92489274,0.01272336,0.27043022,0.11414835,3.32477845,2.88191335,0.07252948,1.34944036
-5.81990995,4.76526133,0.01180422,0.26281566,0.11059338,3.35723417,2.76892055,0.06949803,1.30622830
-5.81390695,4.63338069,0.01090332,0.25901466,0.10779647,3.42703876,2.66998401,0.06679038,1.26874144
-5.80790395,4.53017667,0.01002871,0.25885440,0.10579573,3.53349047,2.58566794,0.06442909,1.23755109
-5.80190095,4.45611972,0.00918753,0.26214469,0.10460820,3.67545562,2.51631143,0.06242953,1.21307525
-5.79589795,4.41118910,0.00838591,0.26867609,0.10422978,3.85132584,2.46201019,0.06079957,1.19556796
-5.78989495,4.39484985,0.00762897,0.27821798,0.10463567,4.05898178,2.42260532,0.05953940,1.18511335
-5.78389195,4.40604426,0.00692081,0.29051686,0.10578156,4.29576682,2.39767988,0.05864166,1.18162469
-5.77788894,4.44319930,0.00626459,0.30529530,0.10760536,4.55847401,2.38656414,0.05809164,1.18484845
-5.77188594,4.50425071,0.00566256,0.32225178,0.11002951,4.84334928,2.38834961,0.05786788,1.19437321
-5.76588294,4.58668431,0.00511619,0.34106167,0.11296378,5.14611331,2.40191214,0.05794275,1.20964343
-5.75987994,4.68759399,0.00462627,0.36137955,0.11630850,5.46200384,2.42594342,0.05828339,1.22997756
-5.75387694,4.80375557,0.00419302,0.38284303,0.11995811,5.78583928,2.45899063,0.05885269,1.25459011
-5.74787394,4.93171489,0.00381626,0.40507798,0.12380491,6.11210358,2.49950274,0.05961044,1.28261712
-5.74187094,5.06788782,0.00349550,0.42770528,0.12774293,6.43505114,2.54588248,0.06051460,1.31314435
-5.73586793,5.20866913,0.00323010,0.45034890,0.13167175,6.74882955,2.59654198,0.06152260,1.34523732
-5.72986493,5.35054694,0.00301939,0.47264493,0.13550016,7.04761685,2.64996022,0.06259270,1.37797227
-5.72386193,5.49021839,0.00286276,0.49425149,0.13914951,7.32576903,2.70474016,0.06368530,1.41046712
-5.71785893,5.62470238,0.00275979,0.51485888,0.14255659,7.57797268,2.75966299,0.06476418,1.44191140
-5.71185593,5.75144468,0.00271027,0.53419973,0.14567597,7.79939713,2.81373738,0.06579771,1.47159387
-5.70585293,5.86841088,0.00271433,0.55205850,0.14848168,7.98584002,2.86624111,0.06675979,1.49892702
-5.69984992,5.97416266,0.00277241,0.56827989,0.15096797,8.13386020,2.91675315,0.06763070,1.52346728
-5.69384692,6.06791362,0.00288529,0.58277577,0.15314943,8.24089224,2.96517402,0.06839766,1.54493006
-5.68784392,6.14956109,0.00305408,0.59553001,0.15506007,8.30533705,3.01173315,0.06905515,1.56319894
-5.68184092,6.21969169,0.00328015,0.60660095,0.15675161,8.32662435,3.05698192,0.06960495,1.57832834
-5.67583792,6.27955893,0.00356505,0.61612125,0.15829092,8.30524344,3.10177212,0.07005585,1.59053945
-5.66983492,6.33103264,0.00391043,0.62429488,0.15975672,8.24274031,3.14721969,0.07042315,1.60020920
-5.66383192,6.37652104,0.00431790,0.63139118,0.16123565,8.14168022,3.19465480,0.07072778,1.60785271
-5.65782891,6.41886765,0.00478888,0.63773615,0.16281787,8.00557652,3.24555941,0.07099525,1.61409949
-5.65182591,6.46122624,0.00532441,0.64370119,0.16459235,7.83878791,3.30149455,0.07125432,1.61966427
-5.64582291,6.50691840,0.00592503,0.64968954,0.16664210,7.64638744,3.36401990,0.07153552,1.62531360
-5.63981991,6.55927895,0.00659054,0.65612094,0.16903949,7.43400812,3.43460880,0.07186960,1.63182926
-5.63381691,6.62149552,0.00731984,0.66341512,0.17184192,7.20767043,3.51456211,0.07228585,1.63997018
-5.62781391,6.69644879,0.00811080,0.67197461,0.17508805,6.97359819,3.60492473,0.07281053,1.65043425
-5.62181091,6.78656020,0.00896005,0.68216772,0.17879471,6.73802924,3.70640846,0.07346530,1.66382177
-5.61580790,6.89365388,0.00986292,0.69431213,0.18295474,6.50702780,3.81932483,0.07426593,1.68060208
-5.60980490,7.01883910,0.01081332,0.70866007,0.18753587,6.28630482,3.94353144,0.07522109,1.70108487
-5.60380190,7.16241876,0.01180378,0.72538538,0.19248060,6.08105251,4.07839455,0.07633157,1.72539763
-5.59779890,7.32382845,0.01282539,0.74457325,0.19770733,5.89579834,4.22277027,0.07758972,1.75347024
-5.59179590,7.50160953,0.01386799,0.76621288,0.20311248,5.73428292,4.37500610,0.07897931,1.78502756
-5.58579290,7.69341801,0.01492023,0.79019358,0.20857369,5.59936522,4.53296328,0.08047574,1.81959058
-5.57978989,7.89606974,0.01596985,0.81630432,0.21395395,5.49295753,4.69406007,0.08204665,1.85648620
-5.57378689,8.10562072,0.01700394,0.84423684,0.21910639,5.41599145,4.85533467,0.08365286,1.89486543
-5.56778389,8.31747974,0.01800924,0.87359231,0.22387974,5.36841486,5.01352589,0.08524970,1.93372934
-5.56178089,8.52654932,0.01897254,0.90389126,0.22812395,5.34921935,5.16516869,0.08678855,1.97196187
-5.55577789,8.72738948,0.01988108,0.93458635,0.23169596,5.35649603,5.30670114,0.08821864,2.00836809
-5.54977489,8.91439796,0.02072295,0.96507770,0.23446525,5.38751723,5.43457853,0.08948903,2.04171654
-5.54377189,9.08199964,0.02148750,0.99473018,0.23631894,5.43884088,5.54539028,0.09055057,2.07078372
-5.53776888,9.22483775,0.02216577,1.02289199,0.23716626,5.50643357,5.63597477,0.09135796,2.09439909
-5.53176588,9.33795908,0.02275075,1.04891398,0.23694209,5.58580815,5.70352767,0.09187160,2.11148851
-5.52576288,9.41698589,0.02323776,1.07216899,0.23560955,5.67217126,5.74569919,0.09205935,2.12111456
-5.51975988,9.45826790,0.02362459,1.09207064,0.23316147,5.76057615,5.76067631,0.09189800,2.12251179
-5.51375688,9.45900837,0.02391164,1.10809087,0.22962063,5.84607606,5.74724695,0.09137445,2.11511582
-5.50775388,9.41735970,0.02410192,1.11977565,0.22503890,5.92387347,5.70484330,0.09048645,2.09858484
-5.50175088,9.33248537,0.02420099,1.12675842,0.21949521,5.98946087,5.63356302,0.08924310,2.07281287
-5.49574787,9.20458625,0.02421667,1.12877080,0.21309258,6.03874892,5.53416762,0.08766475,2.03793436
-5.48974487,9.03489115,0.02415882,1.12565025,0.20595423,6.06817834,5.40805850,0.08578266,1.99431999
-5.48374187,8.82561275,0.02403887,1.11734447,0.19821908,6.07481246,5.25723206,0.08363812,1.94256412
-5.47773887,8.57987178,0.02386937,1.10391244,0.19003678,6.05640785,5.08421610,0.08128134,1.88346453
-5.47173587,8.30159303,0.02366345,1.08552205,0.18156253,6.01146145,4.89199056,0.07876989,1.81799548
-5.46573287,7.99537843,0.02343423,1.06244464,0.17295186,5.93923324,4.68389615,0.07616699,1.74727529
-5.45972986,7.66636274,0.02319426,1.03504642,0.16435571,5.83974424,4.46353482,0.07353955,1.67253007
-5.45372686,7.32005811,0.02295496,1.00377735,0.15591586,5.71375087,4.23466633,0.07095611,1.59505498
-5.44772386,6.96219383,0.02272610,0.96915784,0.14776103,5.56269723,4.00110488,0.06848471,1.51617478
-5.44172086,6.59855762,0.02251541,0.93176366,0.14000365,5.38864771,3.76661992,0.06619082,1.43720521
-5.43571786,6.23484443,0.02232820,0.89220992,0.13273748,5.19420320,3.53484460,0.06413538,1.35941668
-5.42971486,5.87651793,0.02216718,0.85113435,0.12603616,4.98240460,3.30919499,0.06237289,1.28400154
-5.42371186,5.52868928,0.02203238,0.80918085,0.11995259,4.75662773,3.09280234,0.06094994,1.21204615
-5.41770885,5.19601676,0.02192113,0.76698358,0.11451920,4.52047415,2.88846034,0.05990376,1.14450847
-5.41170585,4.88262871,0.02182833,0.72515244,0.10974904,4.27766206,2.69858814,0.05926127,1.08220184
-5.40570285,4.59207102,0.02174663,0.68426012,0.10563759,4.03192167,2.52520956,0.05903840,1.02578516
-5.39969985,4.32727974,0.02166695,0.64483142,0.10216505,3.78689869,2.36994779,0.05923972,0.97575956
-5.39369685,4.09057761,0.02157888,0.60733483,0.09929926,3.54606929,2.23403485,0.05985850,0.93247131
-5.38769385,3.88369302,0.02147123,0.57217673,0.09699876,3.31266900,2.11833373,0.06087705,0.89612033
-5.38169085,3.70779861,0.02133268,0.53969821,0.09521611,3.08963725,2.02337147,0.06226747,0.86677392
-5.37568784,3.56356626,0.02115228,0.51017435,0.09390118,2.87957846,1.94938048,0.06399261,0.84438446
-5.36968484,3.45123453,0.02092004,0.48381585,0.09300436,2.68473974,1.89634561,0.06600736,0.82881048
-5.36368184,3.37068445,0.02062744,0.46077260,0.09247951,2.50700425,1.86405421,0.06826013,0.81983975
-5.35767884,3.32151936,0.02026783,0.44113888,0.09228657,2.34789875,1.85214646,0.07069452,0.81721348
-5.35167584,3.30314448,0.01983680,0.42495968,0.09239382,2.20861328,1.86016346,0.07325107,0.82065045
-5.34567284,3.31484237,0.01933237,0.41223766,0.09277963,2.09003024,1.88759095,0.07586908,0.82986997
-5.33966983,3.35584053,0.01875510,0.40294033,0.09343373,1.99276009,1.93389659,0.07848840,0.84461287
-5.33366683,3.42536836,0.01810811,0.39700677,0.09435797,1.91718074,1.99855949,0.08105117,0.86465945
-5.32766383,3.52270106,0.01739695,0.39435378,0.09556655,1.86347767,2.08109100,0.08350339,0.88984383
-5.32166083,3.64718896,0.01662938,0.39488092,0.09708578,1.83168224,2.18104629,0.08579638,0.92006397
-5.31565783,3.79827170,0.01581508,0.39847424,0.09895338,1.82170575,2.29802679,0.08788790,0.95528719
-5.30965483,3.97547726,0.01496529,0.40500864,0.10121735,1.83336764,2.43167416,0.08974311,0.99555070
-5.30365183,4.17840694,0.01409240,0.41434880,0.10393441,1.86641632,2.58165669,0.09133519,1.04095741
-5.29764882,4.40670789,0.01320953,0.42634879,0.10716819,1.92054203,2.74764972,0.09264566,1.09166704
-5.29164582,4.66003543,0.01233009,0.44085057,0.11098706,1.99538157,2.92931160,0.09366442,1.14788300
-5.28564282,4.93800810,0.01146740,0.45768167,0.11546181,2.09051516,3.12625730,0.09438949,1.20983546
-5.27963982,5.24015830,0.01063426,0.47665233,0.12066301,2.20545641,3.33803139,0.09482649,1.27776158
-5.27363682,5.56588185,0.00984269,0.49755267,0.12665842,2.33963641,3.56408256,0.09498790,1.35188340
-5.26763382,5.91438950,0.00910360,0.52015000,0.13351018,2.49238369,3.80374117,0.09489215,1.43238466
-5.26163082,6.28466332,0.00842660,0.54418690,0.14127204,2.66290153,4.05620141,0.09456252,1.51938730
-5.25562781,6.67542048,0.00781987,0.56938023,0.14998660,2.85024453,4.32050911,0.09402607,1.61292882
-5.24962481,7.08508620,0.00729006,0.59542139,0.15968269,3.05329620,4.59555580,0.09331239,1.71294133
-5.24362181,7.51177747,0.00684228,0.62197796,0.17037286,3.27074917,4.88007927,0.09245252,1.81923341
-5.23761881,7.95329791,0.00648008,0.64869684,0.18205112,3.50108967,5.17267030,0.09147780,1.93147547
-5.23161581,8.40714405,0.00620558,0.67520882,0.19469095,3.74258742,5.47178494,0.09041893,2.04918932
-5.22561281,8.87052231,0.00601952,0.70113436,0.20824374,3.99329199,5.77576133,0.08930503,2.17174251
-5.21960980,9.34037553,0.00592137,0.72609060,0.22263765,4.25103636,6.08283973,0.08816298,2.29834778
-5.21360680,9.81341773,0.00590950,0.74969900,0.23777692,4.51344798,6.39118455,0.08701680,2.42806770
-5.20760380,10.28617515,0.00598129,0.77159350,0.25354186,4.77796757,6.69890684,0.08588718,2.55982457
-5.20160080,10.75503188,0.00613326,0.79142868,0.26978944,5.04187521,7.00408620,0.08479127,2.69241523
-5.19559780,11.21627822,0.00636116,0.80888768,0.28635448,5.30232355,7.30479092,0.08374240,2.82453043
-5.18959480,11.66616026,0.00666014,0.82368932,0.30305166,5.55637716,7.59909589,0.08275010,2.95477817
-5.18359180,12.10092922,0.00702478,0.83559429,0.31967811,5.80105717,7.88509778,0.08182010,3.08171034
-5.17758879,12.51688982,0.00744919,0.84441005,0.33601678,6.03339022,8.16092778,0.08095443,3.20385191
-5.17158579,12.91044686,0.00792704,0.84999436,0.35184033,6.25046026,8.42476218,0.08015158,3.31973173
-5.16558279,13.27815005,0.00845164,0.85225711,0.36691565,6.44946204,8.67483177,0.07940673,3.42791417
-5.15957979,13.61673692,0.00901591,0.85116079,0.38100878,6.62775481,8.90943098,0.07871200,3.52703067
-5.15357679,13.92317435,0.00961247,0.84671929,0.39389018,6.78291476,9.12692788,0.07805672,3.61581033
-5.14757379,14.19469890,0.01023360,0.83899544,0.40534014,6.91278476,9.32577618,0.07742777,3.69310880
-5.14157079,14.42885641,0.01087126,0.82809736,0.41515421,7.01552009,9.50453021,0.07680994,3.75793461
-5.13556778,14.62354094,0.01151718,0.81417380,0.42314845,7.08962865,9.66186354,0.07618630,3.80947233
-5.12956478,14.77703314,0.01216282,0.79740893,0.42916438,7.13400465,9.79659155,0.07553868,3.84710204
-5.12356178,14.88803745,0.01279948,0.77801653,0.43307329,7.14795444,9.90769779,0.07484808,3.87041440
-5.11755878,14.95571735,0.01341835,0.75623413,0.43478000,7.13121388,9.99436351,0.07409523,3.87922119
-5.11155578,14.97972753,0.01401061,0.73231720,0.43422568,7.08395632,10.05599924,0.07326114,3.87356078
-5.10555278,14.96024126,0.01456756,0.70653348,0.43138978,7.00679103,10.09227683,0.07232760,3.85369856
-5.09954977,14.89797127,0.01508075,0.67915778,0.42629094,6.90075168,10.10315990,0.07127783,3.82012204
-5.09354677,14.79418199,0.01554220,0.65046726,0.41898676,6.76727529,10.08893076,0.07009697,3.77353089
-5.08754377,14.65069128,0.01594451,0.62073728,0.40957258,6.60817196,10.05021125,0.06877269,3.71482189
-5.08154077,14.46985980,0.01628113,0.59023772,0.39817917,6.42558618,9.98797553,0.06729561,3.64506932
-5.07553777,14.25456646,0.01654655,0.55923003,0.38496949,6.22195090,9.90355265,0.06565974,3.56550093
-5.06953477,14.00816916,0.01673654,0.52796462,0.37013458,5.99993544,9.79861745,0.06386287,3.47747041
-5.06353177,13.73445025,0.01684836,0.49667885,0.35388882,5.76238907,9.67516871,0.06190671,3.38242674
-5.05752876,13.43754734,0.01688097,0.46559534,0.33646463,5.51228178,9.53549421,0.05979708,3.28188143
-5.05152576,13.12187056,0.01683522,0.43492064,0.31810687,5.25264400,9.38212298,0.05754391,3.17737453
-5.04552276,12.79200839,0.01671405,0.40484417,0.29906715,4.98650729,9.21776594,0.05516110,3.07044033
-5.03951976,12.45262488,0.01652257,0.37553742,0.27959819,4.71684764,9.04524675,0.05266632,2.96257395
-5.03351676,12.10835165,0.01626823,0.34715330,0.25994845,4.44653310,8.86742538,0.05008069,2.85519968
-5.02751376,11.76367885,0.01596081,0.31982575,0.24035724,4.17827716,8.68711763,0.04742834,2.74964230
-5.02151076,11.42284932,0.01561246,0.29366947,0.22105041,3.91459928,8.50701392,0.04473596,2.64710215
-5.01550775,11.08976033,0.01523767,0.26877986,0.20223665,3.65779331,8.32960123,0.04203225,2.54863498
-5.00950475,10.76787727,0.01485315,0.24523319,0.18410471,3.40990445,8.15709188,0.03934738,2.45513709
-5.00350175,10.46016295,0.01447767,0.22308691,0.16682124,3.17271500,7.99136267,0.03671243,2.36733624
-4.99749875,10.16902592,0.01413190,0.20238032,0.15052958,2.94773872,7.83390739,0.03415882,2.28578873
-4.99149575,9.89628982,0.01383809,0.18313531,0.13534919,2.73622324,7.68580525,0.03171780,2.21088228
-4.98549275,9.64318528,0.01361978,0.16535746,0.12137582,2.53915967,7.54770684,0.02941998,2.14284478
-4.97948974,9.41036417,0.01350141,0.14903732,0.10868225,2.35729834,7.41983824,0.02729481,2.08175795
-4.97348674,9.19793536,0.01350790,0.13415183,0.09731952,2.19116920,7.30202313,0.02537026,2.02757540
-4.96748374,9.00551953,0.01366414,0.12066594,0.08731843,2.04110538,7.19372163,0.02367241,1.98014381
-4.96148074,8.83231982,0.01399447,0.10853436,0.07869136,1.90726838,7.09408345,0.02222515,1.93922613
-4.95547774,8.67720402,0.01452208,0.09770325,0.07143410,1.78967330,7.00201262,0.02104986,1.90452552
-4.94947474,8.53879377,0.01526836,0.08811205,0.06552767,1.68821253,6.91623995,0.02016513,1.87570858
-4.94347174,8.41555529,0.01625226,0.07969513,0.06094009,1.60267685,6.83539913,0.01958655,1.85242675
-4.93746873,8.30588697,0.01748962,0.07238339,0.05762787,1.53277275,6.75810238,0.01932638,1.83433468
-4.93146573,8.20819877,0.01899245,0.06610570,0.05553736,1.47813543,6.68301141,0.01939335,1.82110457
-4.92546273,8.12097952,0.02076831,0.06079016,0.05460579,1.43833705,6.60889998,0.01979241,1.81243599
-4.91945973,8.04284892,0.02281967,0.05636511,0.05476210,1.41289040,6.53470500,0.02052449,1.80806068
-4.91345673,7.97259228,0.02514338,0.05276002,0.05592760,1.40124847,6.45956383,0.02158632,1.80774245
-4.90745373,7.90917729,0.02773027,0.04990607,0.05801642,1.40280067,6.38283646,0.02297027,1.81127252
-4.90145073,7.85175334,0.03056485,0.04773667,0.06093592,1.41686680,6.30411231,0.02466426,1.81846096
-4.89544772,7.79963545,0.03362519,0.04618773,0.06458710,1.44269022,6.22320244,0.02665175,1.82912526
-4.88944472,7.75227556,0.03688303,0.04519788,0.06886512,1.47943158,6.14011877,0.02891194,1.84307717
-4.88344172,7.70922519,0.04030410,0.04470857,0.07365990,1.52616458,6.05504300,0.03141992,1.86010925
-4.87743872,7.67009383,0.04384870,0.04466421,0.07885703,1.58187525,5.96828834,0.03414718,1.87998238
-4.87143572,7.63450766,0.04747247,0.04501228,0.08433895,1.64546582,5.88025755,0.03706218,1.90241565
-4.86543272,7.60207314,0.05112745,0.04570346,0.08998637,1.71576408,5.79140089,0.04013106,1.92707968
-4.85942971,7.57234933,0.05476336,0.04669187,0.09568006,1.79153874,5.70217759,0.04331865,1.95359442
-4.85342671,7.54483213,0.05832901,0.04793538,0.10130285,1.87152071,5.61302359,0.04658945,1.98153173
-4.84742371,7.51895236,0.06177391,0.04939591,0.10674197,1.95442991,5.52432807,0.04990885,2.01042320
-4.84142071,7.49408853,0.06504990,0.05103991,0.11189135,2.03900663,5.43642023,0.05324435,2.03977276
-4.83541771,7.46959356,0.06811281,0.05283873,0.11665417,2.12404593,5.34956690,0.05656678,2.06907346
-4.82941471,7.44483364,0.07092400,0.05476905,0.12094513,2.20843348,5.26398050,0.05985149,2.09782760
-4.82341171,7.41923606,0.07345189,0.05681316,0.12469272,2.29118059,5.17983631,0.06307939,2.12556854
-4.81740870,7.39234206,0.07567304,0.05895925,0.12784100,2.37145635,5.09729665,0.06623780,2.15188302
-4.81140570,7.36385996,0.07757316,0.06120137,0.13035107,2.44861473,5.01653958,0.06932101,2.17643210
-4.80540270,7.33371375,0.07914762,0.06353924,0.13220192,2.52221446,4.93778885,0.07233054,2.19896923
-4.79939970,7.30208230,0.08040164,0.06597788,0.13339072,2.59203016,4.86134199,0.07527502,2.21935388
-4.79339670,7.26942499,0.08135003,0.06852684,0.13393245,2.65805334,4.78759349,0.07816971,2.23755952
-4.78739370,7.23649022,0.08201653,0.07119922,0.13385885,2.72048262,4.71705026,0.08103559,2.25367515
-4.78139070,7.20430470,0.08243276,0.07401048,0.13321674,2.77970309,4.65033735,0.08389809,2.26789970
-4.77538769,7.17414248,0.08263678,0.07697694,0.13206574,2.83625535,4.58819252,0.08678546,2.28052949
-4.76938469,7.14747436,0.08267143,0.08011417,0.13047558,2.89079558,4.53144922,0.08972691,2.29193918
-4.76338169,7.12589953,0.08258233,0.08343529,0.12852289,2.94404840,4.48100832,0.09275054,2.30255698
-4.75737869,7.11106290,0.08241591,0.08694928,0.12628798,2.99675495,4.43779996,0.09588118,2.31283576
-4.75137569,7.10456248,0.08221728,0.09065929,0.12385132,3.04961891,4.40273756,0.09913826,2.32322133
-4.74537269,7.10785216,0.08202820,0.09456127,0.12129034,3.10325336,4.37666677,0.10253384,2.33412011
-4.73936968,7.12214562,0.08188529,0.09864277,0.11867628,3.15813152,4.36031263,0.10607082,2.34586789
-4.73336668,7.14832737,0.08181840,0.10288215,0.11607159,3.21454421,4.35422822,0.10974162,2.35870165
-4.72736368,7.18687650,0.08184934,0.10724816,0.11352772,3.27256639,4.35874842,0.11352721,2.37273629
-4.72136068,7.23780797,0.08199101,0.11170012,0.11108357,3.33203508,4.37395185,0.11739670,2.38794760
-4.71535768,7.30063573,0.08224691,0.11618839,0.10876460,3.39253970,4.39963378,0.12130750,2.40416271
-4.70935468,7.37436003,0.08261111,0.12065553,0.10658259,3.45342589,4.43529202,0.12520602,2.42105858
-4.70335168,7.45748051,0.08306865,0.12503780,0.10453612,3.51381249,4.48012712,0.12902898,2.43816879
-4.69734867,7.54803467,0.08359628,0.12926705,0.10261157,3.57262107,4.53305729,0.13270518,2.45489829
-4.69134567,7.64366005,0.08416362,0.13327299,0.10078477,3.62861645,4.59274733,0.13615775,2.47054547
-4.68534267,7.74167700,0.08473455,0.13698558,0.09902304,3.68045613,4.65765036,0.13930679,2.48433021
-4.67933967,7.83918766,0.08526885,0.14033765,0.09728753,3.72674606,4.72605998,0.14207213,2.49542659
-4.67333667,7.93318598,0.08572395,0.14326733,0.09553576,3.76609990,4.79616997,0.14437634,2.50299844
-4.66733367,8.02067281,0.08605674,0.14572045,0.09372422,3.79719863,4.86613827,0.14614762,2.50623594
-4.66133067,8.09877007,0.08622535,0.14765262,0.09181086,3.81884764,4.93415156,0.14732256,2.50439133
-4.65532766,8.16482801,0.08619082,0.14903097,0.08975740,3.83002828,4.99848680,0.14784866,2.49681211
-4.64932466,8.21652012,0.08591860,0.14983542,0.08753131,3.82994163,5.05756648,0.14768642,2.48296991
-4.64332166,8.25192108,0.08537984,0.15005940,0.08510748,3.81804225,5.11000448,0.14681102,2.46248407
-4.63731866,8.26956427,0.08455243,0.14971015,0.08246931,3.79406080,5.15464038,0.14521337,2.43513859
-4.63131566,8.26847657,0.08342167,0.14880827,0.07960949,3.75801449,5.19056064,0.14290074,2.40089222
-4.62531266,8.24818956,0.08198075,0.14738697,0.07653022,3.71020547,5.21710607,0.13989665,2.35988128
-4.61930965,8.20872794,0.08023089,0.14549063,0.07324300,3.65120764,5.23386592,0.13624033,2.31241545
-4.61330665,8.15057677,0.07818113,0.14317313,0.06976805,3.58184304,5.24065969,0.13198559,2.25896718
-4.60730365,8.07463086,0.07584796,0.14049574,0.06613331,3.50314943,5.23750874,0.12719931,2.20015543
-4.60130065,7.98213026,0.07325470,0.13752491,0.06237328,3.41634122,5.22460018,0.12195951,2.13672487
-4.59529765,7.87458639,0.07043062,0.13432990,0.05852758,3.32276588,5.20224626,0.11635314,2.06952180
-4.58929465,7.75370405,0.06741004,0.13098049,0.05463946,3.22385839,5.17084231,0.11047380,1.99946808
-4.58329165,7.62130389,0.06423120,0.12754480,0.05075424,3.12109602,5.13082661,0.10441927,1.92753429
-4.57728864,7.47925027,0.06093516,0.12408743,0.04691785,3.01595568,5.08264506,0.09828915,1.85471353
-4.57128564,7.32938810,0.05756468,0.12066780,0.04317541,2.90987588,5.02672315,0.09218261,1.78199665
-4.56528264,7.17349193,0.05416304,0.11733907,0.03957004,2.80422468,4.96344701,0.08619631,1.71035011
-4.55927964,7.01322908,0.05077301,0.11414736,0.03614183,2.70027493,4.89315460,0.08042255,1.64069688
-4.55327664,6.85013771,0.04743581,0.11113153,0.03292703,2.59918733,4.81613714,0.07494778,1.57390091
-4.54727364,6.68561939,0.04419023,0.10832336,0.02995748,2.50200144,4.73265030,0.06985135,1.51075529
-4.54127064,6.52094491,0.04107187,0.10574822,0.02726025,2.40963435,4.64293346,0.06520464,1.45197401
-4.53526763,6.35727080,0.03811241,0.10342603,0.02485749,2.32288609,4.54723523,0.06107039,1.39818716
-4.52926463,6.19566373,0.03533915,0.10137261,0.02276647,2.24245071,4.44584253,0.05750243,1.34993891
-4.52326163,6.03712930,0.03277458,0.09960113,0.02099975,2.16893145,4.33911042,0.05454555,1.30768796
-4.51725863,5.88264156,0.03043613,0.09812370,0.01956548,2.10285845,4.22749001,0.05223561,1.27180969
-4.51125563,5.73316982,0.02833604,0.09695293,0.01846777,2.04470709,4.11155148,0.05059981,1.24259929
-4.50525263,5.58969964,0.02648136,0.09610335,0.01770710,1.99491536,3.99200027,0.04965697,1.22027547
-4.49924962,5.45324559,0.02487408,0.09559256,0.01728074,1.95389845,3.86968429,0.04941796,1.20498398
-4.49324662,5.32485380,0.02351133,0.09544204,0.01718314,1.92205931,3.74559142,0.04988605,1.19680052
