energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,1.95311396,0.24122118,0.20850534,0.02954830,0.26324827,0.31865443,0.15429944,0.04952929,0.93395868
-5.99399700,1.99428819,0.24975654,0.21160285,0.03183772,0.26621429,0.32313418,0.16069616,0.05165138,0.95540438
-5.98799400,2.03339537,0.25789932,0.21436511,0.03413012,0.26950129,0.32871490,0.16705171,0.05364296,0.97582293
-5.98199100,2.07051137,0.26562932,0.21683440,0.03639739,0.27308304,0.33555435,0.17334089,0.05547984,0.99525716
-5.97598799,2.10570595,0.27293305,0.21905471,0.03860934,0.27690752,0.34379958,0.17953730,0.05713888,1.01375599
-5.96998499,2.13904197,0.27980389,0.22107054,0.04073433,0.28089875,0.35358556,0.18561402,0.05859864,1.03137395
-5.96398199,2.17057708,0.28624226,0.22292587,0.04274004,0.28495978,0.36503396,0.19154450,0.05984018,1.04817152
-5.95797899,2.20036765,0.29225587,0.22466346,0.04459430,0.28897664,0.37825190,0.19730358,0.06084774,1.06421604
-5.95197599,2.22847450,0.29785984,0.22632442,0.04626601,0.29282324,0.39333081,0.20286856,0.06160948,1.07958328
-5.94597299,2.25497021,0.30307689,0.22794811,0.04772607,0.29636683,0.41034501,0.20822025,0.06211809,1.09435938
-5.93996998,2.27994710,0.30793739,0.22957222,0.04894833,0.29947390,0.42935036,0.21334386,0.06237132,1.10864286
-5.93396698,2.30352530,0.31247938,0.23123310,0.04991041,0.30201619,0.45038266,0.21822989,0.06237240,1.12254663
-5.92796398,2.32586023,0.31674840,0.23296620,0.05059455,0.30387645,0.47345598,0.22287453,0.06213026,1.13619956
-5.92196098,2.34714871,0.32079720,0.23480658,0.05098823,0.30495386,0.49856098,0.22728001,0.06165957,1.14974750
-5.91595798,2.36763314,0.32468521,0.23678938,0.05108466,0.30516861,0.52566335,0.23145449,0.06098064,1.16335351
-5.90995498,2.38760336,0.32847781,0.23895024,0.05088310,0.30446562,0.55470239,0.23541169,0.06011906,1.17719718
-5.90395198,2.40739583,0.33224545,0.24132562,0.05038897,0.30281713,0.58559011,0.23917018,0.05910518,1.19147304
-5.89794897,2.42739009,0.33606249,0.24395292,0.04961371,0.30022408,0.61821072,0.24275252,0.05797339,1.20638797
-5.89194597,2.44800271,0.34000594,0.24687044,0.04857448,0.29671617,0.65242097,0.24618409,0.05676133,1.22215787
-5.88594297,2.46967890,0.34415403,0.25011718,0.04729364,0.29235073,0.68805119,0.24949191,0.05550888,1.23900364
-5.87993997,2.49288244,0.34858480,0.25373247,0.04579805,0.28721040,0.72490736,0.25270350,0.05425713,1.25714672
-5.87393697,2.51808427,0.35337461,0.25775546,0.04411822,0.28139975,0.76277408,0.25584569,0.05304734,1.27680446
-5.86793397,2.54575061,0.35859675,0.26222451,0.04228738,0.27504108,0.80141847,0.25894380,0.05191981,1.29818561
-5.86193097,2.57633111,0.36432017,0.26717653,0.04034045,0.26826960,0.84059495,0.26202095,0.05091295,1.32148596
