energy_ev,total_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-6.00000000,1.19850173,0.80397924,0.34092433,0.00062997,0.37819499,0.46840984,0.00317433
-5.99399700,1.15805885,0.77485460,0.32935280,0.00065065,0.35952589,0.45784995,0.00310902
-5.98799400,1.11749105,0.74536726,0.31831190,0.00067454,0.33985919,0.44736204,0.00306611
-5.98199100,1.07741347,0.71589348,0.30796114,0.00070204,0.31946045,0.43712686,0.00304725
-5.97598799,1.03840624,0.68679129,0.29844180,0.00073356,0.29859411,0.42731564,0.00305352
-5.96998499,1.00100581,0.65839621,0.28987597,0.00076947,0.27751824,0.41808797,0.00308541
-5.96398199,0.96569691,0.63101721,0.28236584,0.00081007,0.25647954,0.40958944,0.00314285
-5.95797899,0.93290552,0.60493296,0.27599308,0.00085565,0.23570912,0.40194935,0.00322518
-5.95197599,0.90299293,0.58038851,0.27081846,0.00090640,0.21541889,0.39527853,0.00333122
-5.94597299,0.87625133,0.55759260,0.26688172,0.00096243,0.19579883,0.38966736,0.00345928
-5.93996998,0.85290090,0.53671572,0.26420159,0.00102375,0.17701504,0.38518419,0.00360722
-5.93396698,0.83308897,0.51788901,0.26277633,0.00109026,0.15920880,0.38187443,0.00377250
-5.92796398,0.81689116,0.50120436,0.26258447,0.00116175,0.14249632,0.37976022,0.00395229
-5.92196098,0.80431474,0.48671562,0.26358621,0.00123787,0.12696946,0.37884109,0.00414346
-5.91595798,0.79530434,0.47444109,0.26572525,0.00131816,0.11269707,0.37909552,0.00434279
-5.90995498,0.78974978,0.46436735,0.26893118,0.00140201,0.09972706,0.38048348,0.00454692
-5.90395198,0.78749604,0.45645427,0.27312253,0.00148872,0.08808886,0.38295000,0.00475256
-5.89794897,0.78835495,0.45064111,0.27821021,0.00157745,0.07779640,0.38642960,0.00495650
-5.89194597,0.79211840,0.44685350,0.28410158,0.00166729,0.06885122,0.39085153,0.00515577
-5.88594297,0.79857237,0.44501108,0.29070475,0.00175724,0.06124568,0.39614547,0.00534766
-5.87993997,0.80751136,0.44503539,0.29793311,0.00184628,0.05496614,0.40224764,0.00552982
-5.87393697,0.81875257,0.44685758,0.30570988,0.00193335,0.04999594,0.40910678,0.00570038
-5.86793397,0.83214903,0.45042566,0.31397245,0.00201742,0.04631795,0.41668987,0.00585793
-5.86193097,0.84760106,0.45571078,0.32267622,0.00209747,0.04391680,0.42498707,0.00600160
-5.85592796,0.86506532,0.46271209,0.33179780,0.00217262,0.04278045,0.43401562,0.00613112
-5.84992496,0.88456078,0.47145979,0.34133722,0.00224205,0.04290119,0.44382237,0.00624675
-5.84392196,0.90617103,0.48201614,0.35131892,0.00230509,0.04427591,0.45448458,0.00634933
-5.83791896,0.93004257,0.49447406,0.36179144,0.00236125,0.04690566,0.46610878,0.00644023
-5.83191596,0.95637860,0.50895311,0.37282557,0.00241020,0.05079453,0.47882755,0.00652127
-5.82591296,0.98542841,0.52559303,0.38451086,0.00245180,0.05594779,0.49279421,0.00659468
-5.81990995,1.01747234,0.54454467,0.39695059,0.00248611,0.06236943,0.50817527,0.00666297
-5.81390695,1.05280278,0.56595870,0.41025521,0.00251336,0.07005921,0.52514111,0.00672884
-5.80790395,1.09170171,0.58997252,0.42453451,0.00253394,0.07900925,0.54385487,0.00679502
-5.80190095,1.13441579,0.61669568,0.43988871,0.00254841,0.08920044,0.56446019,0.00686419
-5.79589795,1.18112985,0.64619471,0.45639895,0.00255740,0.10059872,0.58706825,0.00693878
-5.78989495,1.23194034,0.67847802,0.47411752,0.00256164,0.11315159,0.61174466,0.00702085
-5.78389195,1.28682987,0.71348160,0.49305848,0.00256187,0.12678491,0.63849699,0.00711197
-5.77788894,1.34564451,0.75105657,0.51318907,0.00255882,0.14140027,0.66726359,0.00721311
-5.77188594,1.40807515,0.79095928,0.53442253,0.00255315,0.15687312,0.69790445,0.00732450
-5.76588294,1.47364450,0.83284480,0.55661286,0.00254546,0.17305192,0.73019476,0.00744560
-5.75987994,1.54170065,0.87626451,0.57955195,0.00253616,0.18975823,0.76382170,0.00757505
-5.75387694,1.61141827,0.92066811,0.60296944,0.00252554,0.20678814,0.79838498,0.00771068
-5.74787394,1.68180799,0.96541062,0.62653550,0.00251370,0.22391484,0.83340134,0.00784953
-5.74187094,1.75173399,1.00976412,0.64986674,0.00250056,0.24089247,0.86831316,0.00798792
-5.73586793,1.81993965,1.05293422,0.67253497,0.00248586,0.25746105,0.90250093,0.00812159
-5.72986493,1.88508043,1.09408068,0.69407871,0.00246917,0.27335249,0.93529937,0.00824581
-5.72386193,1.94576283,1.13234140,0.71401702,0.00244992,0.28829734,0.96601647,0.00835557
-5.71785893,2.00058782,1.16685900,0.73186498,0.00242744,0.30203209,0.99395487,0.00844577
-5.71185593,2.04819698,1.19680859,0.74715022,0.00240100,0.31430671,1.01843451,0.00851143
-5.70585293,2.08731915,1.22142576,0.75942982,0.00236985,0.32489215,1.03881563,0.00854785
-5.69984992,2.11681551,1.24003328,0.76830658,0.00233326,0.33358736,1.05452114,0.00855086
-5.69384692,2.13572098,1.25206536,0.77344411,0.00229059,0.34022566,1.06505712,0.00851699
-5.68784392,2.14327986,1.25708831,0.77457978,0.00224132,0.34468001,1.07003070,0.00844357
-5.68184092,2.13897421,1.25481660,0.77153514,0.00218505,0.34686712,1.06916439,0.00832892
-5.67583792,2.12254350,1.24512355,0.76422316,0.00212162,0.34675005,1.06230618,0.00817239
-5.66983492,2.09399482,1.22804624,0.75265197,0.00205102,0.34433926,1.04943510,0.00797440
-5.66383192,2.05360311,1.20378445,0.73692515,0.00197349,0.33969213,1.03066189,0.00773645
-5.65782891,2.00190185,1.17269377,0.71723831,0.00188946,0.33291087,1.00622503,0.00746104
-5.65182591,1.93966460,1.13527329,0.69387256,0.00179957,0.32413907,0.97648223,0.00715164
-5.64582291,1.86787862,1.09214860,0.66718493,0.00170464,0.31355698,0.94189801,0.00681251
-5.63981991,1.78771198,1.04405109,0.63759653,0.00160564,0.30137584,0.90302804,0.00644859
-5.63381691,1.70047598,0.99179440,0.60557892,0.00150367,0.28783141,0.86050105,0.00606535
-5.62781391,1.60758452,0.93624939,0.57163946,0.00139991,0.27317721,0.81499914,0.00566857
-5.62181091,1.51051266,0.87831872,0.53630631,0.00129559,0.25767753,0.76723759,0.00526420
-5.61580790,1.41075588,0.81891210,0.50011375,0.00119193,0.24160068,0.71794482,0.00485820
-5.60980490,1.30979202,0.75892330,0.46358850,0.00109016,0.22521266,0.66784358,0.00445636
-5.60380190,1.20904708,0.69920968,0.42723741,0.00099142,0.20877150,0.61763383,0.00406421
-5.59779890,1.10986608,0.64057500,0.39153714,0.00089680,0.19252239,0.56797806,0.00368686
-5.59179590,1.01348978,0.58375578,0.35692586,0.00080727,0.17669377,0.51948933,0.00332899
-5.58579290,0.92103750,0.52941151,0.32379730,0.00072370,0.16149438,0.47272225,0.00299477
-5.57978989,0.83349621,0.47811869,0.29249705,0.00064683,0.14711126,0.42816701,0.00268780
-5.57378689,0.75171538,0.43036843,0.26332096,0.00057728,0.13370871,0.38624625,0.00241118
-5.56778389,0.67640718,0.38656718,0.23651558,0.00051558,0.12142799,0.34731461,0.00216750
-5.56178089,0.60815111,0.34704016,0.21228007,0.00046211,0.11038774,0.31166053,0.00195888
-5.55577789,0.54740202,0.31203676,0.19076944,0.00041721,0.10068483,0.27950984,0.00178704
-5.54977489,0.49450047,0.28173738,0.17209857,0.00038109,0.09239559,0.25103072,0.00165331
-5.54377189,0.44968447,0.25626081,0.15634675,0.00035392,0.08557716,0.22633944,0.00155875
-5.53776888,0.41310121,0.23567176,0.14356211,0.00033581,0.08026885,0.20550636,0.00150414
-5.53176588,0.38481822,0.21998782,0.13376585,0.00032680,0.07649327,0.18856186,0.00149003
