energy_ev,total_up,B_p_up,B_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,2.25154854,0.20063638,0.00000000,1.10946496,0.00000000,0.63970017,0.46788306
-5.99399700,2.40566474,0.21623700,0.00000000,1.19100249,0.00000000,0.68182378,0.48791045
-5.98799400,2.56591148,0.23193288,0.00000000,1.27708330,0.00000000,0.72433904,0.50785827
-5.98199100,2.73178532,0.24758915,0.00000000,1.36756292,0.00000000,0.76695528,0.52766065
-5.97598799,2.90263293,0.26306437,0.00000000,1.46219873,0.00000000,0.80936151,0.54724593
-5.96998499,3.07764951,0.27821248,0.00000000,1.56064563,0.00000000,0.85123049,0.56653708
-5.96398199,3.25588222,0.29288512,0.00000000,1.66245480,0.00000000,0.89222373,0.58545247
-5.95797899,3.43623894,0.30693410,0.00000000,1.76707587,0.00000000,0.93199704,0.60390691
-5.95197599,3.61750225,0.32021404,0.00000000,1.87386255,0.00000000,0.97020692,0.62181297
-5.94597299,3.79834846,0.33258520,0.00000000,1.98208163,0.00000000,1.00651724,0.63908235
-5.93996998,3.97737116,0.34391638,0.00000000,2.09092519,0.00000000,1.04060627,0.65562751
-5.93396698,4.15310849,0.35408778,0.00000000,2.19952552,0.00000000,1.07217369,0.67136315
-5.92796398,4.32407321,0.36299382,0.00000000,2.30697236,0.00000000,1.10094744,0.68620771
-5.92196098,4.48878450,0.37054583,0.00000000,2.41233167,0.00000000,1.12668993,0.70008463
-5.91595798,4.64580013,0.37667443,0.00000000,2.51466535,0.00000000,1.14920358,0.71292348
-5.90995498,4.79374772,0.38133149,0.00000000,2.61305106,0.00000000,1.16833528,0.72466067
-5.90395198,4.93135387,0.38449172,0.00000000,2.70660143,0.00000000,1.18397951,0.73523991
-5.89794897,5.05746991,0.38615361,0.00000000,2.79448175,0.00000000,1.19608006,0.74461230
-5.89194597,5.17109319,0.38633974,0.00000000,2.87592576,0.00000000,1.20463018,0.75273600
-5.88594297,5.27138317,0.38509636,0.00000000,2.95024869,0.00000000,1.20967097,0.75957568
-5.87993997,5.35767162,0.38249231,0.00000000,3.01685732,0.00000000,1.21128833,0.76510164
-5.87393697,5.42946683,0.37861709,0.00000000,3.07525671,0.00000000,1.20960830,0.76928873
-5.86793397,5.48645164,0.37357831,0.00000000,3.12505351,0.00000000,1.20479117,0.77211520
-5.86193097,5.52847586,0.36749851,0.00000000,3.16595597,0.00000000,1.19702451,0.77356156
-5.85592796,5.55554360,0.36051142,0.00000000,3.19777083,0.00000000,1.18651557,0.77360949
-5.84992496,5.56779639,0.35275784,0.00000000,3.22039746,0.00000000,1.17348329,0.77224102
-5.84392196,5.56549317,0.34438134,0.00000000,3.23381988,0.00000000,1.15815039,0.76943799
-5.83791896,5.54898845,0.33552386,0.00000000,3.23809700,0.00000000,1.14073586,0.76518184
-5.83191596,5.51870976,0.32632150,0.00000000,3.23335206,0.00000000,1.12144827,0.75945388
-5.82591296,5.47513578,0.31690052,0.00000000,3.21976159,0.00000000,1.10048016,0.75223599
-5.81990995,5.41877629,0.30737399,0.00000000,3.19754484,0.00000000,1.07800375,0.74351169
-5.81390695,5.35015498,0.29783891,0.00000000,3.16695406,0.00000000,1.05416815,0.73326766
-5.80790395,5.26979597,0.28837421,0.00000000,3.12826623,0.00000000,1.02909818,0.72149555
-5.80190095,5.17821459,0.27903952,0.00000000,3.08177668,0.00000000,1.00289472,0.70819402
-5.79589795,5.07591282,0.26987481,0.00000000,3.02779472,0.00000000,0.97563656,0.69337092
-5.78989495,4.96337934,0.26090097,0.00000000,2.96664156,0.00000000,0.94738352,0.67704540
-5.78389195,4.84109395,0.25212109,0.00000000,2.89865035,0.00000000,0.91818069,0.65924999
-5.77788894,4.70953577,0.24352265,0.00000000,2.82416815,0.00000000,0.88806335,0.64003231
-5.77188594,4.56919453,0.23508017,0.00000000,2.74355966,0.00000000,0.85706241,0.61945651
-5.76588294,4.42058384,0.22675835,0.00000000,2.65721195,0.00000000,0.82520996,0.59760420
-5.75987994,4.26425541,0.21851562,0.00000000,2.56553999,0.00000000,0.79254458,0.57457484
-5.75387694,4.10081302,0.21030761,0.00000000,2.46899211,0.00000000,0.75911611,0.55048556
-5.74787394,3.93092506,0.20209070,0.00000000,2.36805495,0.00000000,0.72498975,0.52547040
-5.74187094,3.75533453,0.19382523,0.00000000,2.26325718,0.00000000,0.69024899,0.49967886
-5.73586793,3.57486557,0.18547833,0.00000000,2.15517162,0.00000000,0.65499760,0.47327399
-5.72986493,3.39042590,0.17702627,0.00000000,2.04441518,0.00000000,0.61936023,0.44642993
-5.72386193,3.20300448,0.16845616,0.00000000,1.93164656,0.00000000,0.58348192,0.41932907
-5.71785893,3.01366457,0.15976694,0.00000000,1.81756132,0.00000000,0.54752634,0.39215880
-5.71185593,2.82353200,0.15096982,0.00000000,1.70288467,0.00000000,0.51167306,0.36510827
-5.70585293,2.63377940,0.14208789,0.00000000,1.58836194,0.00000000,0.47611397,0.33836489
