energy_ev,total_up,Ag_p_up,Ag_d_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.32866433,1.47808884,0.55650663,0.40072819,0.43732074,0.12073580,0.04498785,0.17427431,0.09539995,0.40728416
-3.32266133,1.54357976,0.58123080,0.41775369,0.45876127,0.12646659,0.04831991,0.18203467,0.09908452,0.42441406
-3.31665833,1.60742769,0.60439543,0.43434782,0.47897586,0.13205397,0.05167745,0.18948127,0.10282024,0.44121848
-3.31065533,1.66817502,0.62546152,0.45011132,0.49754255,0.13737860,0.05501943,0.19643890,0.10651249,0.45730488
-3.30465233,1.72440921,0.64392270,0.46465780,0.51406882,0.14232423,0.05830291,0.20274168,0.11006684,0.47229016
-3.29864932,1.77480566,0.65932143,0.47762552,0.52820539,0.14678108,0.06148385,0.20823872,0.11339178,0.48581202
-3.29264632,1.81816730,0.67126352,0.48868816,0.53965878,0.15064908,0.06451795,0.21279923,0.11640110,0.49753947
-3.28664332,1.85345935,0.67943033,0.49756425,0.54820201,0.15384063,0.06736160,0.21631711,0.11901615,0.50718208
-3.28064032,1.87983793,0.68358831,0.50402495,0.55368303,0.15628297,0.06997269,0.21871442,0.12116768,0.51449752
-3.27463732,1.89667175,0.68359531,0.50789977,0.55603039,0.15792004,0.07231154,0.21994403,0.12279739,0.51929749
-3.26863432,1.90355593,0.67940360,0.50908026,0.55525592,0.15871369,0.07434167,0.21999097,0.12385901,0.52145147
-3.26263132,1.90031794,0.67105957,0.50752142,0.55145426,0.15864432,0.07603060,0.21887262,0.12431905,0.52088857
-3.25662831,1.88701546,0.65870000,0.50324098,0.54479924,0.15771083,0.07735053,0.21663772,0.12415707,0.51759738
-3.25062531,1.86392670,0.64254548,0.49631660,0.53553727,0.15593011,0.07827896,0.21336412,0.12336565,0.51162386
-3.24462231,1.83153380,0.62289108,0.48688121,0.52397796,0.15333581,0.07879918,0.20915557,0.12194989,0.50306764
-3.23861931,1.79050020,0.60009496,0.47511676,0.51048248,0.14997681,0.07890064,0.20413750,0.11992673,0.49207678
-3.23261631,1.74164331,0.57456536,0.46124667,0.49545007,0.14591517,0.07857926,0.19845210,0.11732394,0.47884138
-3.22661331,1.68590362,0.54674676,0.44552740,0.47930332,0.14122385,0.07783752,0.19225291,0.11417885,0.46358638
-3.22061031,1.62431160,0.51710558,0.42823944,0.46247288,0.13598424,0.07668446,0.18569906,0.11053703,0.44656377
-3.21460730,1.55795390,0.48611628,0.40967820,0.44538218,0.13028358,0.07513550,0.17894950,0.10645081,0.42804461
-3.20860430,1.48794002,0.45424818,0.39014501,0.42843289,0.12421241,0.07321215,0.17215749,0.10197775,0.40831114
-3.20260130,1.41537068,0.42195361,0.36993864,0.41199158,0.11786212,0.07094156,0.16546539,0.09717910,0.38764920
-3.19659830,1.34130898,0.38965770,0.34934760,0.39637822,0.11132263,0.06835592,0.15900018,0.09211834,0.36634126
-3.19059530,1.26675510,0.35774998,0.32864344,0.38185689,0.10468037,0.06549174,0.15286971,0.08685976,0.34466014
-3.18459230,1.19262524,0.32657810,0.30807514,0.36862903,0.09801655,0.06238909,0.14715988,0.08146710,0.32286370
-3.17858929,1.11973522,0.29644355,0.28786480,0.35682943,0.09140571,0.05909064,0.14193288,0.07600239,0.30119040
-3.17258629,1.04878896,0.26759949,0.26820458,0.34652505,0.08491459,0.05564077,0.13722638,0.07052489,0.27985594
-3.16658329,0.98037183,0.24025036,0.24925496,0.33771671,0.07860149,0.05208455,0.13305386,0.06509016,0.25905095
-3.16058029,0.91494875,0.21455325,0.23114414,0.33034329,0.07251574,0.04846682,0.12940589,0.05974933,0.23893956
-3.15457729,0.85286674,0.19062073,0.21396866,0.32428852,0.06669770,0.04483123,0.12625236,0.05454848,0.21965910
-3.14857429,0.79436144,0.16852490,0.19779497,0.31938974,0.06117896,0.04121939,0.12354551,0.04952826,0.20132051
-3.14257129,0.73956712,0.14830227,0.18266184,0.31544834,0.05598276,0.03767013,0.12122359,0.04472359,0.18400964
-3.13656828,0.68852960,0.12995947,0.16858355,0.31224142,0.05112471,0.03421886,0.11921513,0.04016357,0.16778920
-3.13056528,0.64122137,0.11347934,0.15555351,0.30953427,0.04661370,0.03089703,0.11744339,0.03587157,0.15270135
-3.12456228,0.59755840,0.09882723,0.14354835,0.30709299,0.04245284,0.02773187,0.11583110,0.03186533,0.13877070
-3.11855928,0.55741780,0.08595741,0.13253212,0.30469690,0.03864066,0.02474614,0.11430509,0.02815741,0.12600771
-3.11255628,0.52065597,0.07481944,0.12246064,0.30215035,0.03517223,0.02195815,0.11280083,0.02475551,0.11441240
-3.10655328,0.48712640,0.06536427,0.11328571,0.29929336,0.03204042,0.01938184,0.11126651,0.02166313,0.10397815
-3.10055028,0.45669689,0.05755015,0.10495919,0.29601086,0.02923704,0.01702709,0.10966678,0.01888012,0.09469559
-3.09454727,0.42926540,0.05134815,0.09743673,0.29224026,0.02675407,0.01490009,0.10798587,0.01640341,0.08655640
-3.08854427,0.40477449,0.04674734,0.09068121,0.28797709,0.02458466,0.01300377,0.10623010,0.01422777,0.07955707
-3.08254127,0.38322378,0.04375951,0.08466563,0.28327865,0.02272419,0.01133841,0.10442959,0.01234655,0.07370226
-3.07653827,0.36468018,0.04242336,0.07937564,0.27826558,0.02117108,0.00990214,0.10263944,0.01075245,0.06900801
-3.07053527,0.34928590,0.04280814,0.07481152,0.27312134,0.01992754,0.00869158,0.10093992,0.00943828,0.06550436
-3.06453227,0.33726377,0.04501666,0.07098956,0.26808979,0.01900013,0.00770241,0.09943616,0.00839763,0.06323761
-3.05852926,0.32891998,0.04918744,0.06794304,0.26347085,0.01840012,0.00692987,0.09825699,0.00762553,0.06227190
-3.05252626,0.32464401,0.05549604,0.06572254,0.25961449,0.01814372,0.00636923,0.09755314,0.00711899,0.06269014
-3.04652326,0.32490576,0.06415523,0.06439577,0.25691314,0.01825203,0.00601620,0.09749478,0.00687745,0.06459422
-3.04052026,0.33024968,0.07541400,0.06404683,0.25579283,0.01875085,0.00586722,0.09826849,0.00690310,0.06810441
-3.03451726,0.34128603,0.08955508,0.06477497,0.25670313,0.01967018,0.00591958,0.10007362,0.00720104,0.07335781
-3.02851426,0.35867908,0.10689090,0.06669270,0.26010609,0.02104362,0.00617157,0.10311808,0.00777936,0.08050595
-3.02251126,0.38313226,0.12775782,0.06992344,0.26646452,0.02290739,0.00662240,0.10761368,0.00864898,0.08971141
-3.01650825,0.41537044,0.15250844,0.07459858,0.27622951,0.02529922,0.00727204,0.11377098,0.00982340,0.10114347
-3.01050525,0.45611920,0.18150202,0.08085398,0.28982764,0.02825706,0.00812100,0.12179368,0.01131821,0.11497277
-3.00450225,0.50608150,0.21509295,0.08882592,0.30764790,0.03181744,0.00917000,0.13187270,0.01315047,0.13136519
-2.99849925,0.56591195,0.25361743,0.09864655,0.33002863,0.03601386,0.01041952,0.14417989,0.01533798,0.15047479
-2.99249625,0.63618906,0.29737851,0.11043890,0.35724469,0.04087487,0.01186940,0.15886169,0.01789830,0.17243623
-2.98649325,0.71738622,0.34662979,0.12431144,0.38949508,0.04642222,0.01351833,0.17603258,0.02084776,0.19735665
-2.98049025,0.80984196,0.40155836,0.14035241,0.42689143,0.05266889,0.01536337,0.19576876,0.02420032,0.22530734
-2.97448724,0.91373057,0.46226731,0.15862396,0.46944766,0.05961719,0.01739945,0.21810209,0.02796635,0.25631550
-2.96848424,1.02903402,0.52875867,0.17915632,0.51707113,0.06725698,0.01961896,0.24301460,0.03215149,0.29035632
-2.96248124,1.15551640,0.60091750,0.20194224,0.56955579,0.07556417,0.02201140,0.27043374,0.03675542,0.32734588
-2.95647824,1.29270213,0.67849776,0.22693181,0.62657776,0.08449938,0.02456307,0.30022872,0.04177077,0.36713501
-2.95047524,1.43985923,0.76111113,0.25402803,0.68769355,0.09400710,0.02725688,0.33220815,0.04718221,0.40950475
-2.94447224,1.59598887,0.84821923,0.28308330,0.75234151,0.10401519,0.03007234,0.36611921,0.05296558,0.45416352
-2.93846923,1.75982223,0.93913030,0.31389721,0.81984662,0.11443503,0.03298555,0.40164862,0.05908744,0.50074640
-2.93246623,1.92982583,1.03300079,0.34621564,0.88942886,0.12516208,0.03596945,0.43842549,0.06550473,0.54881680
-2.92646323,2.10421567,1.12884238,0.37973162,0.96021524,0.13607715,0.03899408,0.47602622,0.07216482,0.59787064
-2.92046023,2.28098078,1.22553474,0.41408790,1.03125538,0.14704821,0.04202705,0.51398144,0.07900589,0.64734304
-2.91445723,2.45791599,1.32184397,0.44888148,1.10154044,0.15793279,0.04503406,0.55178487,0.08595763,0.69661763
-2.90845423,2.63266345,1.41644651,0.48366994,1.17002495,0.16858086,0.04797949,0.58890394,0.09294231,0.74503827
-2.90245123,2.80276203,1.50795799,0.51797963,1.23565101,0.17883824,0.05082714,0.62479204,0.09987612,0.79192276
-2.89644822,2.96570328,1.59496622,0.55131551,1.29737429,0.18855025,0.05354090,0.65890176,0.10667085,0.83657849
-2.89044522,3.11899227,1.67606718,0.58317232,1.35419076,0.19756564,0.05608551,0.69069903,0.11323577,0.87831915
-2.88444222,3.26021121,1.74990294,0.61304694,1.40516357,0.20574058,0.05842730,0.71967737,0.11947972,0.91648234
-2.87843922,3.38708382,1.81519988,0.64045127,1.44944892,0.21294257,0.06053489,0.74537192,0.12531325,0.95044711
-2.87243622,3.49753786,1.87080580,0.66492543,1.48632008,0.21905419,0.06237983,0.76737271,0.13065087,0.97965109
-2.86643322,3.58976365,1.91572450,0.68605068,1.51518867,0.22397640,0.06393718,0.78533652,0.13541319,1.00360632
-2.86043022,3.66226620,1.94914614,0.70346150,1.53562235,0.22763139,0.06518599,0.79899700,0.13952896,1.02191332
-2.85442721,3.71390900,1.97047240,0.71685652,1.54735825,0.22996488,0.06610972,0.80817264,0.14293686,1.03427283
-2.84842421,3.74394762,1.97933508,0.72600772,1.55031165,0.23094764,0.06669653,0.81277221,0.14558713,1.04049472
-2.84242121,3.75205199,1.97560753,0.73076754,1.54457950,0.23057630,0.06693943,0.81279748,0.14744278,1.04050368
-2.83641821,3.73831638,1.95940837,0.73107376,1.53043865,0.22887346,0.06683645,0.80834322,0.14848048,1.03434166
-2.83041521,3.70325680,1.93109738,0.72695163,1.50833888,0.22588691,0.06639053,0.79959439,0.14869111,1.02216672
-2.82441221,3.64779600,1.89126377,0.71851354,1.47889089,0.22168824,0.06560950,0.78682068,0.14807985,1.00424852
-2.81840920,3.57323682,1.84070754,0.70595596,1.44284977,0.21637076,0.06450583,0.77036872,0.14666594,0.98096064
-2.81240620,3.48122486,1.78041459,0.68955391,1.40109443,0.21004680,0.06309635,0.75065216,0.14448208,0.95276995
-2.80640320,3.37370225,1.71152690,0.66965316,1.35460388,0.20284469,0.06140195,0.72814011,0.14157349,0.92022357
-2.80040020,3.25285412,1.63530896,0.64666049,1.30443093,0.19490525,0.05944710,0.70334431,0.13799670,0.88393382
-2.79439720,3.12104997,1.55311200,0.62103245,1.25167440,0.18637821,0.05725945,0.67680557,0.13381811,0.84456186
-2.78839420,2.98078201,1.46633731,0.59326291,1.19745064,0.17741849,0.05486925,0.64907982,0.12911239,0.80280053
-2.78239120,2.83460274,1.37640025,0.56387011,1.14286530,0.16818255,0.05230885,0.62072437,0.12396072,0.75935703
-2.77638819,2.68506362,1.28469606,0.53338340,1.08898614,0.15882492,0.04961212,0.59228467,0.11844906,0.71493605
-2.77038519,2.53465707,1.19256875,0.50233045,1.03681778,0.14949494,0.04681383,0.56428205,0.11266627,0.67022382
-2.76438219,2.38576309,1.10128390,0.47122505,0.98727893,0.14033391,0.04394910,0.53720255,0.10670241,0.62587368
-2.75837919,2.24060218,1.01200597,0.44055606,0.94118287,0.13147259,0.04105281,0.51148739,0.10064704,0.58249341
-2.75237619,2.10119544,0.92578069,0.41077775,0.89922145,0.12302914,0.03815905,0.48752495,0.09458760,0.54063474
-2.74637319,1.96933252,0.84352250,0.38230173,0.86195314,0.11510755,0.03530059,0.46564453,0.08860796,0.50078517
-2.74037019,1.84654797,0.76600701,0.35549063,0.82979512,0.10779651,0.03250847,0.44611196,0.08278712,0.46336221
-2.73436718,1.73410573,0.69386819,0.33065357,0.80301961,0.10116872,0.02981153,0.42912694,0.07719803,0.42871008
-2.72836418,1.63299183,0.62759979,0.30804347,0.78175430,0.09528062,0.02723614,0.41482218,0.07190660,0.39709863
-2.72236118,1.54391446,0.56756037,0.28785596,0.76598671,0.09017251,0.02480590,0.40326404,0.06697085,0.36872455
-2.71635818,1.46731090,0.51398125,0.27022996,0.75557209,0.08586899,0.02254151,0.39445483,0.06244022,0.34371435
-2.71035518,1.40336042,0.46697676,0.25524953,0.75024458,0.08237967,0.02046064,0.38833628,0.05835502,0.32212904
-2.70435218,1.35200194,0.42655587,0.24294691,0.74963098,0.07970013,0.01857793,0.38479422,0.05474611,0.30397006
-2.69834917,1.31295576,0.39263478,0.23330648,0.75326670,0.07781304,0.01690504,0.38366420,0.05163461,0.28918616
-2.69234617,1.28574794,0.36504972,0.22626937,0.76061321,0.07668941,0.01545077,0.38473784,0.04903189,0.27768081
-2.68634317,1.26973667,0.34356943,0.22173850,0.77107643,0.07628991,0.01422121,0.38776970,0.04693956,0.26931994
-2.68034017,1.26413934,0.32790714,0.21958388,0.78402538,0.07656627,0.01321992,0.39248456,0.04534980,0.26393952
-2.67433717,1.26805979,0.31773149,0.21964790,0.79881059,0.07746265,0.01244816,0.39858483,0.04424565,0.26135282
-2.66833417,1.28051473,0.31267638,0.22175051,0.81478165,0.07891701,0.01190507,0.40575795,0.04360162,0.26135706
-2.66233117,1.30045899,0.31234962,0.22569419,0.83130347,0.08086249,0.01158789,0.41368370,0.04338434,0.26373929
-2.65632816,1.32680887,0.31634042,0.23126846,0.84777084,0.08322862,0.01149211,0.42204119,0.04355342,0.26828132
-2.65032516,1.35846350,0.32422563,0.23825408,0.86362099,0.08594264,0.01161157,0.43051552,0.04406246,0.27476367
-2.64432216,1.39432381,0.33557504,0.24642678,0.87834393,0.08893059,0.01193862,0.43880390,0.04486017,0.28296846
-2.63831916,1.43330915,0.34995578,0.25556049,0.89149047,0.09211845,0.01246406,0.44662127,0.04589161,0.29268137
-2.63231616,1.47437151,0.36693595,0.26543017,0.90267788,0.09543314,0.01317723,0.45370529,0.04709954,0.30369260
-2.62631316,1.51650736,0.38608771,0.27581422,0.91159333,0.09880346,0.01406588,0.45982067,0.04842582,0.31579713
-2.62031016,1.55876741,0.40699000,0.28649654,0.91799510,0.10216098,0.01511618,0.46476278,0.04981286,0.32879425
-2.61430715,1.60026431,0.42923097,0.29726819,0.92171194,0.10544081,0.01631258,0.46836057,0.05120503,0.34248674
-2.60830415,1.64017872,0.45241030,0.30792891,0.92264076,0.10858233,0.01763773,0.47047871,0.05255002,0.35667972
-2.60230115,1.67776379,0.47614144,0.31828830,0.92074286,0.11152978,0.01907247,0.47101899,0.05380013,0.37117951
-2.59629815,1.71234845,0.50005399,0.32816697,0.91603910,0.11423287,0.02059573,0.46992092,0.05491340,0.38579266
-2.59029515,1.74333967,0.52379608,0.33739747,0.90860418,0.11664715,0.02218465,0.46716155,0.05585453,0.40032529
-2.58429215,1.77022392,0.54703691,0.34582528,0.89856049,0.11873447,0.02381463,0.46275463,0.05659569,0.41458301
-2.57828914,1.79256803,0.56946936,0.35330964,0.88607147,0.12046316,0.02545955,0.45674888,0.05711693,0.42837135
-2.57228614,1.81001956,0.59081266,0.35972449,0.87133501,0.12180827,0.02709207,0.44922567,0.05740649,0.44149704
-2.56628314,1.82230675,0.61081505,0.36495940,0.85457679,0.12275164,0.02868400,0.44029598,0.05746072,0.45376989
-2.56028014,1.82923812,0.62925630,0.36892045,0.83604388,0.12328189,0.03020679,0.43009683,0.05728384,0.46500542
-2.55427714,1.83070176,0.64595008,0.37153120,0.81599857,0.12339431,0.03163209,0.41878709,0.05688733,0.47502808
-2.54827414,1.82666405,0.66074587,0.37273352,0.79471250,0.12309069,0.03293236,0.40654302,0.05628924,0.48367487
-2.54227114,1.81716794,0.67353042,0.37248844,0.77246115,0.12237901,0.03408158,0.39355333,0.05551314,0.49079936
-2.53626813,1.80233048,0.68422856,0.37077683,0.74951869,0.12127307,0.03505591,0.38001418,0.05458705,0.49627557
-2.53026513,1.78233950,0.69280321,0.36759987,0.72615313,0.11979204,0.03583437,0.36612401,0.05354217,0.50000184
-2.52426213,1.75744932,0.69925451,0.36297926,0.70262179,0.11795989,0.03639949,0.35207852,0.05241157,0.50190415
-2.51825913,1.72797529,0.70361799,0.35695716,0.67916714,0.11580479,0.03673781,0.33806577,0.05122888,0.50193882
-2.51225613,1.69428711,0.70596173,0.34959571,0.65601288,0.11335839,0.03684042,0.32426166,0.05002700,0.50009434
-2.50625313,1.65680105,0.70638258,0.34097611,0.63336045,0.11065509,0.03670317,0.31082582,0.04883686,0.49639221
-2.50025013,1.61597081,0.70500149,0.33119733,0.61138588,0.10773120,0.03632697,0.29789812,0.04768636,0.49088664
-2.49424712,1.57227763,0.70195822,0.32037427,0.59023714,0.10462416,0.03571768,0.28559577,0.04659942,0.48366310
-2.48824412,1.52621950,0.69740554,0.30863556,0.57003203,0.10137163,0.03488606,0.27401127,0.04559524,0.47483588
-2.48224112,1.47830014,0.69150322,0.29612102,0.55085671,0.09801076,0.03384742,0.26321107,0.04468777,0.46454457
-2.47623812,1.42901802,0.68441225,0.28297871,0.53276511,0.09457736,0.03262116,0.25323518,0.04388542,0.45294983
-2.47023512,1.37885593,0.67628951,0.26936192,0.51577904,0.09110522,0.03123026,0.24409759,0.04319100,0.44022858
-2.46423212,1.32827166,0.66728327,0.25542595,0.49988946,0.08762553,0.02970052,0.23578762,0.04260187,0.42656887
-2.45822911,1.27769030,0.65752988,0.24132503,0.48505866,0.08416643,0.02805990,0.22827205,0.04211034,0.41216485
-2.45222611,1.22749846,0.64715183,0.22720938,0.47122354,0.08075272,0.02633771,0.22149803,0.04170429,0.39721190
-2.44622311,1.17804094,0.63625738,0.21322254,0.45829997,0.07740568,0.02456387,0.21539672,0.04136792,0.38190239
-2.44022011,1.12961995,0.62494191,0.19949913,0.44618805,0.07414319,0.02276814,0.20988740,0.04108273,0.36642213
-2.43421711,1.08249695,0.61329079,0.18616311,0.43477823,0.07097991,0.02097946,0.20488203,0.04082849,0.35094777
-2.42821411,1.03689705,0.60138379,0.17332651,0.42395800,0.06792769,0.01922537,0.20029011,0.04058437,0.33564514
-2.42221111,0.99301562,0.58930066,0.16108881,0.41361902,0.06499606,0.01753150,0.19602348,0.04033006,0.32066861
-2.41620810,0.95102678,0.57712744,0.14953682,0.40366426,0.06219289,0.01592121,0.19200114,0.04004688,0.30616136
-2.41020510,0.91109301,0.56496329,0.13874506,0.39401489,0.05952507,0.01441532,0.18815364,0.03971876,0.29225646
-2.40420210,0.87337542,0.55292699,0.12877659,0.38461661,0.05699924,0.01303196,0.18442704,0.03933317,0.27907855
-2.39819910,0.83804364,0.54116286,0.11968418,0.37544504,0.05462244,0.01178653,0.18078619,0.03888184,0.26674579
-2.39219610,0.80528494,0.52984543,0.11151168,0.36650984,0.05240275,0.01069175,0.17721723,0.03836137,0.25537205
-2.38619310,0.77531147,0.51918243,0.10429550,0.35785742,0.05034973,0.00975775,0.17372908,0.03777354,0.24506881
-2.38019010,0.74836529,0.50941567,0.09806603,0.34957194,0.04847477,0.00899226,0.17035408,0.03712550,0.23594673
-2.37418709,0.72472054,0.50081964,0.09284901,0.34177450,0.04679116,0.00840078,0.16714751,0.03642963,0.22811656
-2.36818409,0.70468244,0.49369752,0.08866650,0.33462051,0.04531407,0.00798681,0.16418609,0.03570328,0.22168922
-2.36218109,0.68858308,0.48837476,0.08553773,0.32829535,0.04406018,0.00775201,0.16156559,0.03496826,0.21677512
-2.35617809,0.67677390,0.48519029,0.08347940,0.32300837,0.04304716,0.00769639,0.15939755,0.03425018,0.21348245
-2.35017509,0.66961525,0.48448566,0.08250573,0.31898551,0.04229302,0.00781843,0.15780522,0.03357764,0.21191462
-2.34417209,0.66746354,0.48659265,0.08262809,0.31646084,0.04181519,0.00811518,0.15691906,0.03298131,0.21216701
-2.33816908,0.67065640,0.49181975,0.08385426,0.31566744,0.04162961,0.00858232,0.15687174,0.03249294,0.21432302
-2.33216608,0.67949678,0.50043826,0.08618751,0.31682783,0.04174966,0.00921417,0.15779301,0.03214444,0.21844990
-2.32616308,0.69423674,0.51266869,0.08962537,0.32014459,0.04218513,0.01000365,0.15980463,0.03196681,0.22459430
-2.32016008,0.71506178,0.52866807,0.09415843,0.32579135,0.04294131,0.01094229,0.16301547,0.03198929,0.23277817
-2.31415708,0.74207645,0.54851895,0.09976903,0.33390470,0.04401808,0.01202015,0.16751701,0.03223852,0.24299498
-2.30815408,0.77529227,0.57222065,0.10643014,0.34457723,0.04540923,0.01322580,0.17337942,0.03273776,0.25520668
-2.30215108,0.81461823,0.59968325,0.11410435,0.35785200,0.04710201,0.01454629,0.18064831,0.03350637,0.26934161
-2.29614807,0.85985473,0.63072477,0.12274323,0.37371871,0.04907688,0.01596720,0.18934226,0.03455927,0.28529348
-2.29014507,0.91069100,0.66507170,0.13228688,0.39211153,0.05130752,0.01747268,0.19945112,0.03590663,0.30292157
-2.28414207,0.96670638,0.70236302,0.14266392,0.41290878,0.05376116,0.01904555,0.21093529,0.03755362,0.32205220
-2.27813907,1.02737517,0.74215749,0.15379184,0.43593437,0.05639914,0.02066750,0.22372568,0.03950032,0.34248137
-2.27213607,1.09207505,0.78394411,0.16557768,0.46096080,0.05917771,0.02231930,0.23772457,0.04174170,0.36397862
-2.26613307,1.16009838,0.82715512,0.17791900,0.48771366,0.06204903,0.02398107,0.25280714,0.04426761,0.38629180
-2.26013007,1.23066621,0.87118115,0.19070517,0.51587735,0.06496242,0.02563260,0.26882360,0.04706295,0.40915256
-2.25412706,1.30294395,0.91538778,0.20381880,0.54510177,0.06786557,0.02725368,0.28560190,0.05010774,0.43228248
-2.24812406,1.37605836,0.95913281,0.21713735,0.57500963,0.07070600,0.02882449,0.30295079,0.05337732,0.45539933
-2.24212106,1.44911500,1.00178346,0.23053477,0.60520427,0.07343235,0.03032594,0.32066317,0.05684250,0.47822332
-2.23611806,1.52121554,1.04273288,0.24388316,0.63527754,0.07599575,0.03174004,0.33851975,0.06046976,0.50048310
-2.23011506,1.59147430,1.08141524,0.25705432,0.66481762,0.07835098,0.03305022,0.35629266,0.06422148,0.52192127
-2.22411206,1.65903374,1.11731890,0.26992131,0.69341663,0.08045757,0.03424162,0.37374926,0.06805618,0.54229915
-2.21810905,1.72307834,1.14999721,0.28235983,0.72067769,0.08228063,0.03530136,0.39065583,0.07192884,0.56140078
-2.21210605,1.78284690,1.17907674,0.29424953,0.74622159,0.08379158,0.03621872,0.40678130,0.07579129,0.57903610
-2.20610305,1.83764306,1.20426279,0.30547521,0.76969280,0.08496860,0.03698526,0.42190086,0.07959267,0.59504326
-2.20010005,1.88684434,1.22534228,0.31592801,0.79076494,0.08579682,0.03759495,0.43579955,0.08328005,0.60929012
-2.19409705,1.92990960,1.24218420,0.32550658,0.80914565,0.08626844,0.03804419,0.44827570,0.08679915,0.62167516
-2.18809405,1.96638539,1.25473806,0.33411825,0.82458090,0.08638258,0.03833181,0.45914435,0.09009517,0.63212780
-2.18209105,1.99591137,1.26303052,0.34168030,0.83685885,0.08614497,0.03845904,0.46824054,0.09311383,0.64060838
-2.17608804,2.01822501,1.26716091,0.34812134,0.84581314,0.08556757,0.03842940,0.47542242,0.09580245,0.64710794
-2.17008504,2.03316574,1.26729597,0.35338272,0.85132578,0.08466810,0.03824868,0.48057424,0.09811118,0.65164793
-2.16408204,2.04067862,1.26366422,0.35742013,0.85332947,0.08346942,0.03792477,0.48360908,0.09999420,0.65427990
-2.15807904,2.04081759,1.25655029,0.36020511,0.85180941,0.08199901,0.03746756,0.48447116,0.10141110,0.65508530
-2.15207604,2.03374782,1.24628950,0.36172661,0.84680445,0.08028834,0.03688882,0.48313783,0.10232800,0.65417528
-2.14607304,2.01974724,1.23326272,0.36199241,0.83840750,0.07837226,0.03620204,0.47962095,0.10271877,0.65169047
-2.14007004,1.99920653,1.21789144,0.36103030,0.82676504,0.07628843,0.03542228,0.47396761,0.10256596,0.64780057
-2.13406703,1.97262720,1.20063303,0.35888887,0.81207563,0.07407667,0.03456596,0.46626008,0.10186159,0.64270354
-2.12806403,1.94061730,1.18197568,0.35563781,0.79458726,0.07177842,0.03365067,0.45661499,0.10060762,0.63662428
-2.12206103,1.90388423,1.16243301,0.35136769,0.77459348,0.06943605,0.03269492,0.44518145,0.09881619,0.62981243
-2.11605803,1.86322423,1.14253762,0.34618887,0.75242819,0.06709226,0.03171785,0.43213835,0.09650948,0.62253916
-2.11005503,1.81950832,1.12283353,0.34022982,0.72845916,0.06478936,0.03073888,0.41769066,0.09371929,0.61509274
-2.10405203,1.77366468,1.10386709,0.33363449,0.70308025,0.06256854,0.02977736,0.40206486,0.09048622,0.60777288
-2.09804902,1.72665748,1.08617618,0.32655892,0.67670253,0.06046911,0.02885217,0.38550367,0.08685867,0.60088364
-2.09204602,1.67946263,1.07027777,0.31916720,0.64974451,0.05852763,0.02798123,0.36826005,0.08289146,0.59472509
-2.08604302,1.63304117,1.05665392,0.31162669,0.62262167,0.05677708,0.02718105,0.35059085,0.07864437,0.58958396
-2.08004002,1.58831092,1.04573661,0.30410285,0.59573575,0.05524599,0.02646626,0.33275023,0.07418043,0.58572345
-2.07403702,1.54611777,1.03789193,0.29675383,0.56946405,0.05395762,0.02584915,0.31498313,0.06956423,0.58337261
-2.06803402,1.50720759,1.03340433,0.28972500,0.54414925,0.05292916,0.02533922,0.29751902,0.06486019,0.58271588
-2.06203102,1.47220017,1.03246180,0.28314373,0.52009012,0.05217107,0.02494281,0.28056617,0.06013090,0.58388327
-2.05602801,1.44156655,1.03514279,0.27711465,0.49753355,0.05168658,0.02466278,0.26430670,0.05543566,0.58694163
-2.05002501,1.41561090,1.04140594,0.27171572,0.47666815,0.05147130,0.02449832,0.24889262,0.05082912,0.59188787
-2.04402201,1.39445813,1.05108342,0.26699517,0.45761998,0.05151316,0.02444488,0.23444292,0.04636026,0.59864431
-2.03801901,1.37804814,1.06387867,0.26296969,0.44045028,0.05179251,0.02449416,0.22104196,0.04207154,0.60705693
-2.03201601,1.36613719,1.07936911,0.25962386,0.42515565,0.05228255,0.02463428,0.20873906,0.03799841,0.61689659
-2.02601301,1.35830674,1.09701422,0.25691099,0.41167052,0.05295001,0.02485016,0.19754946,0.03416905,0.62786359
-2.02001001,1.35397972,1.11616895,0.25475528,0.39987181,0.05375610,0.02512385,0.18745634,0.03060445,0.63959542
-2.01400700,1.35244348,1.13610236,0.25305532,0.38958581,0.05465773,0.02543521,0.17841406,0.02731868,0.65167773
-2.00800400,1.35287882,1.15602078,0.25168869,0.38059665,0.05560891,0.02576247,0.17035225,0.02431937,0.66365794
-2.00200100,1.35439378,1.17509477,0.25051759,0.37265633,0.05656227,0.02608305,0.16318055,0.02160848,0.67506115
-1.99599800,1.35606066,1.19248865,0.24939510,0.36549562,0.05747078,0.02637432,0.15679399,0.01918303,0.68540768
-1.98999500,1.35695471,1.20739139,0.24817184,0.35883553,0.05828936,0.02661440,0.15107843,0.01703611,0.69423128
-1.98399200,1.35619263,1.21904732,0.24670276,0.35239866,0.05897654,0.02678298,0.14591610,0.01515779,0.70109743
-1.97798899,1.35296917,1.22678525,0.24485362,0.34592017,0.05949595,0.02686206,0.14119085,0.01353612,0.70562061
-1.97198599,1.34658997,1.23004447,0.24250694,0.33915769,0.05981760,0.02683660,0.13679292,0.01215807,0.70747994
-1.96598299,1.33649927,1.22839646,0.23956710,0.33189995,0.05991893,0.02669508,0.13262309,0.01101043,0.70643215
