energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.62781391,0.50723652,0.00094350,0.00476901,0.21030216,0.15832854,0.04225880,0.03655855,0.00037607,0.35886981
-5.62181091,0.48977058,0.00100063,0.00503802,0.20970088,0.14900910,0.04032399,0.03606177,0.00030414,0.34805579
-5.61580790,0.48314119,0.00108468,0.00540525,0.21337924,0.14309517,0.03934077,0.03636829,0.00024535,0.34482772
-5.60980490,0.48646128,0.00119557,0.00586431,0.22102721,0.14029619,0.03923466,0.03741691,0.00019778,0.34857370
-5.60380190,0.49882233,0.00133306,0.00640832,0.23231608,0.14031717,0.03992989,0.03914495,0.00015969,0.35866376
-5.59779890,0.51929648,0.00149668,0.00702980,0.24689806,0.14286058,0.04134957,0.04148812,0.00012953,0.37445128
-5.59179590,0.54693746,0.00168570,0.00772060,0.26440585,0.14762754,0.04341561,0.04438015,0.00010597,0.39527353
-5.58579290,0.58078104,0.00189905,0.00847179,0.28445234,0.15431870,0.04604856,0.04775259,0.00008782,0.42045214
-5.57978989,0.61984602,0.00213525,0.00927366,0.30663099,0.16263503,0.04916745,0.05153464,0.00007407,0.44929393
-5.57378689,0.66313627,0.00239241,0.01011570,0.33051710,0.17227867,0.05268969,0.05565308,0.00006388,0.48109268
-5.56778389,0.70964460,0.00266811,0.01098668,0.35567017,0.18295402,0.05653106,0.06003252,0.00005650,0.51513215
-5.56178089,0.75835892,0.00295946,0.01187476,0.38163766,0.19436936,0.06060596,0.06459578,0.00005134,0.55069094
-5.55577789,0.80827090,0.00326304,0.01276763,0.40796009,0.20623887,0.06482778,0.06926462,0.00004790,0.58704901
-5.54977489,0.85838720,0.00357492,0.01365276,0.43417760,0.21828533,0.06910957,0.07396069,0.00004575,0.62349625
-5.54377189,0.90774328,0.00389072,0.01451766,0.45983774,0.23024326,0.07336495,0.07860677,0.00004455,0.65934275
-5.53776888,0.95541926,0.00420568,0.01535016,0.48450436,0.24186268,0.07750926,0.08312819,0.00004403,0.69393054
-5.53176588,1.00055737,0.00451470,0.01613877,0.50776726,0.25291315,0.08146094,0.08745447,0.00004397,0.72664657
-5.52576288,1.04238032,0.00481252,0.01687301,0.52925227,0.26318803,0.08514301,0.09152102,0.00004418,0.75693614
-5.51975988,1.08020967,0.00509380,0.01754376,0.54863121,0.27250883,0.08848470,0.09527092,0.00004451,0.78431638
-5.51375688,1.11348341,0.00535325,0.01814358,0.56563141,0.28072924,0.09142311,0.09865656,0.00004486,0.80838907
-5.50775388,1.14177162,0.00558586,0.01866700,0.58004418,0.28773883,0.09390480,0.10164122,0.00004514,0.82885203
-5.50175088,1.16478952,0.00578695,0.01911077,0.59173186,0.29346597,0.09588723,0.10420035,0.00004528,0.84550851
-5.49574787,1.18240689,0.00595239,0.01947401,0.60063298,0.29788001,0.09734006,0.10632251,0.00004524,0.85827400
-5.48974487,1.19465330,0.00607871,0.01975831,0.60676515,0.30099229,0.09824606,0.10800997,0.00004497,0.86717981
-5.48374187,1.20171847,0.00616321,0.01996778,0.61022554,0.30285607,0.09860175,0.10927882,0.00004447,0.87237329
-5.47773887,1.20394760,0.00620406,0.02010890,0.61118870,0.30356513,0.09841766,0.11015863,0.00004372,0.87411417
-5.47173587,1.20183154,0.00620037,0.02019040,0.60990166,0.30325108,0.09771805,0.11069156,0.00004273,0.87276727
-5.46573287,1.19599190,0.00615222,0.02022297,0.60667656,0.30207953,0.09654038,0.11093101,0.00004150,0.86879154
-5.45972986,1.18716163,0.00606061,0.02021893,0.60188091,0.30024496,0.09493415,0.11093991,0.00004006,0.86272573
-5.45372686,1.17616162,0.00592751,0.02019182,0.59592578,0.29796473,0.09295953,0.11078846,0.00003842,0.85517127
-5.44772386,1.16387418,0.00575571,0.02015592,0.58925252,0.29547222,0.09068554,0.11055170,0.00003661,0.84677290
-5.44172086,1.15121443,0.00554875,0.02012577,0.58231833,0.29300947,0.08818793,0.11030685,0.00003466,0.83819772
-5.43571786,1.13910057,0.00531082,0.02011566,0.57558139,0.29081950,0.08554698,0.11013047,0.00003261,0.83011362
-5.42971486,1.12842429,0.00504660,0.02013910,0.56948596,0.28913868,0.08284499,0.11009578,0.00003047,0.82316767
-5.42371186,1.12002238,0.00476108,0.02020839,0.56444821,0.28818932,0.08016391,0.11026997,0.00002829,0.81796555
-5.41770885,1.11465056,0.00445947,0.02033412,0.56084321,0.28817289,0.07758290,0.11071181,0.00002609,0.81505250
-5.41170585,1.11296054,0.00414696,0.02052488,0.55899350,0.28926391,0.07517610,0.11146963,0.00002391,0.81489676
-5.40570285,1.11548104,0.00382866,0.02078689,0.55915977,0.29160491,0.07301053,0.11257963,0.00002176,0.81787580
-5.39969985,1.12260334,0.00350941,0.02112385,0.56153381,0.29530251,0.07114438,0.11406471,0.00001969,0.82426597
-5.39369685,1.13457177,0.00319368,0.02153681,0.56623396,0.30042465,0.06962549,0.11593379,0.00001770,0.83423562
-5.38769385,1.15147925,0.00288548,0.02202416,0.57330315,0.30699922,0.06849029,0.11818165,0.00001581,0.84784199
-5.38169085,1.17326791,0.00258830,0.02258168,0.58270945,0.31501386,0.06776308,0.12078927,0.00001405,0.86503175
-5.37568784,1.19973434,0.00230506,0.02320274,0.59434894,0.32441705,0.06745574,0.12372461,0.00001243,0.88564491
-5.36968484,1.23053923,0.00203807,0.02387855,0.60805082,0.33512031,0.06756778,0.12694388,0.00001094,0.90942190
-5.36368184,1.26522078,0.00178906,0.02459843,0.62358424,0.34700137,0.06808680,0.13039310,0.00000961,0.93601335
-5.35767884,1.30321107,0.00155920,0.02535024,0.64066675,0.35990819,0.06898929,0.13400991,0.00000845,0.96499209
-5.35167584,1.34385490,0.00134912,0.02612074,0.65897370,0.37366362,0.07024174,0.13772569,0.00000745,0.99586678
-5.34567284,1.38643009,0.00115895,0.02689612,0.67814852,0.38807056,0.07180200,0.14146766,0.00000663,1.02809673
-5.33966983,1.43016865,0.00098845,0.02766237,0.69781324,0.40291737,0.07362095,0.14516106,0.00000600,1.06110725
-5.33366683,1.47427809,0.00083697,0.02840584,0.71757900,0.41798338,0.07564423,0.14873132,0.00000558,1.09430506
-5.32766383,1.51796213,0.00070362,0.02911366,0.73705626,0.43304431,0.07781418,0.15210605,0.00000536,1.12709332
-5.32166083,1.56044035,0.00058726,0.02977422,0.75586437,0.44787746,0.08007187,0.15521695,0.00000539,1.15888581
-5.31565783,1.60096621,0.00048663,0.03037761,0.77364030,0.46226657,0.08235905,0.15800141,0.00000568,1.18911993
-5.30965483,1.63884306,0.00040035,0.03091600,0.79004635,0.47600610,0.08462019,0.16040397,0.00000628,1.21726831
-5.30365183,1.67343793,0.00032700,0.03138401,0.80477666,0.48890501,0.08680436,0.16237746,0.00000722,1.24284866
-5.29764882,1.70419273,0.00026517,0.03177903,0.81756252,0.50078986,0.08886702,0.16388392,0.00000856,1.26543188
-5.29164582,1.73063283,0.00021348,0.03210148,0.82817639,0.51150716,0.09077153,0.16489518,0.00001036,1.28464825
-5.28564282,1.75237294,0.00017064,0.03235501,0.83643456,0.52092514,0.09249054,0.16539326,0.00001269,1.30019168
-5.27963982,1.76912030,0.00013541,0.03254659,0.84219854,0.52893460,0.09400699,0.16537039,0.00001565,1.31182209
-5.27363682,1.78067530,0.00010669,0.03268655,0.84537529,0.53544927,0.09531483,0.16482894,0.00001933,1.31936594
-5.26763382,1.78692957,0.00008345,0.03278854,0.84591623,0.54040542,0.09641934,0.16378094,0.00002384,1.32271509
-5.26163082,1.78786192,0.00006481,0.03286932,0.84381520,0.54376088,0.09733707,0.16224753,0.00002929,1.32182408
-5.25562781,1.78353217,0.00004997,0.03294850,0.83910558,0.54549370,0.09809532,0.16025814,0.00003583,1.31670618
-5.24962481,1.77407343,0.00003825,0.03304811,0.83185658,0.54560031,0.09873129,0.15784946,0.00004359,1.30742825
-5.24362181,1.75968296,0.00002907,0.03319212,0.82216892,0.54409351,0.09929068,0.15506437,0.00005270,1.29410487
-5.23761881,1.74061211,0.00002193,0.03340570,0.81017016,0.54100031,0.09982604,0.15195067,0.00006332,1.27689187
-5.23161581,1.71715580,0.00001643,0.03371457,0.79600974,0.53635977,0.10039466,0.14855972,0.00007558,1.25597968
-5.22561281,1.68964171,0.00001222,0.03414406,0.77985392,0.53022095,0.10105620,0.14494506,0.00008961,1.23158667
-5.21960980,1.65841992,0.00000902,0.03471820,0.76188093,0.52264110,0.10187015,0.14116100,0.00010556,1.20395280
-5.21360680,1.62385305,0.00000662,0.03545873,0.74227635,0.51368409,0.10289311,0.13726123,0.00012352,1.17333386
-5.20760380,1.58630741,0.00000481,0.03638415,0.72122889,0.50341931,0.10417601,0.13329749,0.00014358,1.13999628
-5.20160080,1.54614528,0.00000348,0.03750866,0.69892677,0.49192080,0.10576152,0.12931838,0.00016581,1.10421291
-5.19559780,1.50371866,0.00000250,0.03884132,0.67555464,0.47926691,0.10768151,0.12536823,0.00019025,1.06625964
-5.18959480,1.45936438,0.00000178,0.04038526,0.65129116,0.46554013,0.10995494,0.12148623,0.00021689,1.02641281
-5.18359180,1.41340075,0.00000126,0.04213701,0.62630724,0.45082733,0.11258609,0.11770573,0.00024571,0.98494759
-5.17758879,1.36612561,0.00000088,0.04408608,0.60076489,0.43522008,0.11556333,0.11405372,0.00027662,0.94213689
-5.17158579,1.31781561,0.00000062,0.04621479,0.57481658,0.41881506,0.11885848,0.11055058,0.00030954,0.89825086
-5.16558279,1.26872661,0.00000043,0.04849832,0.54860510,0.40171446,0.12242679,0.10721007,0.00034430,0.85355671
-5.15957979,1.21909490,0.00000029,0.05090505,0.52226379,0.38402614,0.12620766,0.10403954,0.00038073,0.80831863
-5.15357679,1.16913901,0.00000020,0.05339720,0.49591690,0.36586365,0.13012594,0.10104032,0.00041862,0.76279756
-5.14757379,1.11906183,0.00000014,0.05593172,0.46968022,0.34734580,0.13409400,0.09820833,0.00045775,0.71725084
-5.14157079,1.06905285,0.00000009,0.05846148,0.44366169,0.32859596,0.13801429,0.09553482,0.00049785,0.67193137
-5.13556778,1.01929029,0.00000006,0.06093660,0.41796194,0.30974087,0.14178248,0.09300728,0.00053866,0.62708632
-5.12956478,0.96994284,0.00000004,0.06330597,0.39267473,0.29090913,0.14529085,0.09061032,0.00057991,0.58295539
-5.12356178,0.92117114,0.00000003,0.06551888,0.36788731,0.27222927,0.14843207,0.08832665,0.00062134,0.53976859
-5.11755878,0.87312862,0.00000002,0.06752666,0.34368051,0.25382768,0.15110293,0.08613807,0.00066267,0.49774366
-5.11155578,0.82596192,0.00000001,0.06928425,0.32012878,0.23582623,0.15320808,0.08402631,0.00070367,0.45708322
-5.10555278,0.77981077,0.00000001,0.07075170,0.29730004,0.21833987,0.15466340,0.08197387,0.00074409,0.41797188
-5.09954977,0.73480744,0.00000001,0.07189546,0.27525542,0.20147439,0.15539908,0.07996463,0.00078374,0.38057341
-5.09354677,0.69107581,0.00000002,0.07268941,0.25404904,0.18532417,0.15536211,0.07798445,0.00082240,0.34502815
-5.08754377,0.64873022,0.00000002,0.07311559,0.23372767,0.16997035,0.15451811,0.07602147,0.00085993,0.31145097
-5.08154077,0.60787413,0.00000003,0.07316470,0.21433049,0.15547934,0.15285246,0.07406635,0.00089615,0.27992961
-5.07553777,0.56859877,0.00000004,0.07283614,0.19588890,0.14190170,0.15037068,0.07211229,0.00093095,0.25052390
-5.06953477,0.53098186,0.00000006,0.07213783,0.17842649,0.12927164,0.14709802,0.07015496,0.00096421,0.22326552
-5.06353177,0.49508655,0.00000009,0.07108568,0.16195903,0.11760686,0.14307835,0.06819226,0.00099582,0.19815864
-5.05752876,0.46096065,0.00000013,0.06970279,0.14649467,0.10690907,0.13837246,0.06622408,0.00102569,0.17518124
-5.05152576,0.42863615,0.00000019,0.06801850,0.13203421,0.09716481,0.13305575,0.06425191,0.00105377,0.15428707
-5.04552276,0.39812927,0.00000028,0.06606722,0.11857159,0.08834683,0.12721556,0.06227854,0.00108000,0.13540823
-5.03951976,0.36944091,0.00000040,0.06388728,0.10609434,0.08041572,0.12094833,0.06030770,0.00110435,0.11845811
-5.03351676,0.34255762,0.00000057,0.06151967,0.09458427,0.07332188,0.11435654,0.05834384,0.00112685,0.10333473
-5.02751376,0.31745311,0.00000081,0.05900695,0.08401809,0.06700767,0.10754585,0.05639195,0.00114754,0.08992418
-5.02151076,0.29409016,0.00000113,0.05639220,0.07436824,0.06140966,0.10062241,0.05445748,0.00116655,0.07810416
-5.01550775,0.27242310,0.00000157,0.05371822,0.06560359,0.05646087,0.09369051,0.05254640,0.00118407,0.06774733
-5.00950475,0.25240058,0.00000217,0.05102686,0.05769027,0.05209304,0.08685074,0.05066539,0.00120041,0.05872459
-5.00350175,0.23396877,0.00000298,0.04835869,0.05059244,0.04823870,0.08019864,0.04882215,0.00121597,0.05090799
-4.99749875,0.21707475,0.00000406,0.04575282,0.04427309,0.04483308,0.07382396,0.04702576,0.00123128,0.04417329
-4.99149575,0.20167010,0.00000550,0.04324698,0.03869480,0.04181584,0.06781054,0.04528715,0.00124702,0.03840219
-4.98549275,0.18771446,0.00000738,0.04087791,0.03382040,0.03913247,0.06223675,0.04361966,0.00126402,0.03348405
-4.97948974,0.17517911,0.00000984,0.03868180,0.02961369,0.03673549,0.05717650,0.04203957,0.00128325,0.02931730
-4.97348674,0.16405035,0.00001303,0.03669495,0.02604000,0.03458535,0.05270067,0.04056659,0.00130584,0.02581036
-4.96748374,0.15433257,0.00001713,0.03495458,0.02306677,0.03265098,0.04887895,0.03922439,0.00133306,0.02288225
-4.96148074,0.14605096,0.00002235,0.03349956,0.02066393,0.03091021,0.04578198,0.03804099,0.00136630,0.02046280
-4.95547774,0.13925370,0.00002895,0.03237127,0.01880431,0.02934984,0.04348348,0.03704906,0.00140703,0.01849265
-4.94947474,0.13401359,0.00003723,0.03161433,0.01746387,0.02796551,0.04206254,0.03628610,0.00145680,0.01692291
-4.94347174,0.13042898,0.00004754,0.03127723,0.01662180,0.02676139,0.04160559,0.03579448,0.00151717,0.01571468
-4.93746873,0.12862400,0.00006027,0.03141277,0.01626057,0.02574972,0.04220818,0.03562134,0.00158967,0.01483836
-4.93146573,0.12874793,0.00007587,0.03207837,0.01636578,0.02495013,0.04397624,0.03581826,0.00167575,0.01427286
-4.92546273,0.13097368,0.00009481,0.03333603,0.01692590,0.02438895,0.04702666,0.03644085,0.00177673,0.01400473
-4.91945973,0.13549536,0.00011762,0.03525204,0.01793190,0.02409832,0.05148731,0.03754805,0.00189376,0.01402715
-4.91345673,0.14252487,0.00014489,0.03789637,0.01937672,0.02411522,0.05749595,0.03920137,0.00202773,0.01433891
-4.90745373,0.15228736,0.00017719,0.04134166,0.02125460,0.02448049,0.06519841,0.04146382,0.00217930,0.01494342
-4.90145073,0.16501578,0.00021515,0.04566187,0.02356037,0.02523769,0.07474556,0.04439877,0.00234878,0.01584754
-4.89544772,0.18094425,0.00025935,0.05093056,0.02628856,0.02643190,0.08628930,0.04806852,0.00253619,0.01706054
-4.88944472,0.20030047,0.00031041,0.05721872,0.02943248,0.02810846,0.09997745,0.05253278,0.00274118,0.01859298
-4.88344172,0.22329715,0.00036884,0.06459234,0.03298327,0.03031163,0.11594771,0.05784694,0.00296307,0.02045558
-4.87743872,0.25012257,0.00043514,0.07310957,0.03692888,0.03308311,0.13432068,0.06406017,0.00320082,0.02265808
-4.87143572,0.28093047,0.00050967,0.08281770,0.04125309,0.03646056,0.15519223,0.07121342,0.00345312,0.02520818
-4.86543272,0.31582957,0.00059270,0.09374993,0.04593458,0.04047601,0.17862545,0.07933731,0.00371834,0.02811044
-4.85942971,0.35487278,0.00068430,0.10592203,0.05094614,0.04515424,0.20464239,0.08844996,0.00399465,0.03136522
-4.85342671,0.39804681,0.00078441,0.11932915,0.05625389,0.05051117,0.23321618,0.09855488,0.00428001,0.03496772
-4.84742371,0.44526225,0.00089271,0.13394271,0.06181681,0.05655224,0.26426362,0.10963886,0.00457226,0.03890710
-4.84142071,0.49634486,0.00100870,0.14970771,0.06758642,0.06327094,0.29763897,0.12167007,0.00486915,0.04316575
-4.83541771,0.55102837,0.00113158,0.16654054,0.07350669,0.07064742,0.33312919,0.13459644,0.00516838,0.04771863
-4.82941471,0.60894945,0.00126035,0.18432743,0.07951432,0.07864737,0.37045114,0.14834434,0.00546767,0.05253295
-4.82341171,0.66964513,0.00139373,0.20292378,0.08553921,0.08722115,0.40925103,0.16281777,0.00576477,0.05756795
-4.81740870,0.73255337,0.00153018,0.22215442,0.09150538,0.09630333,0.44910652,0.17789804,0.00605750,0.06277500
-4.81140570,0.79701680,0.00166797,0.24181494,0.09733210,0.10581259,0.48953161,0.19344421,0.00634374,0.06809800
-4.80540270,0.86229015,0.00180516,0.26167413,0.10293539,0.11565219,0.52998440,0.20929408,0.00662145,0.07347401
-4.79939970,0.92755129,0.00193965,0.28147763,0.10822977,0.12571087,0.56987768,0.22526609,0.00688866,0.07883429
-4.79339670,0.99191585,0.00206926,0.30095266,0.11313026,0.13586434,0.60859215,0.24116195,0.00714344,0.08410552
-4.78739370,1.05445521,0.00219176,0.31981378,0.11755457,0.14597738,0.64549192,0.25676999,0.00738391,0.08921140
-4.78139070,1.11421744,0.00230491,0.33776954,0.12142536,0.15590634,0.67994173,0.27186932,0.00760819,0.09407440
-4.77538769,1.17025053,0.00240660,0.35452983,0.12467256,0.16550223,0.71132537,0.28623460,0.00781439,0.09861779
-4.76938469,1.22162727,0.00249483,0.36981369,0.12723560,0.17461414,0.73906458,0.29964125,0.00800059,0.10276773
-4.76338169,1.26747093,0.00256785,0.38335728,0.12906546,0.18309302,0.76263755,0.31187117,0.00816487,0.10645546
-4.75737869,1.30698074,0.00262418,0.39492168,0.13012657,0.19079555,0.78159640,0.32271848,0.00830529,0.10961946
-4.75137569,1.33945617,0.00266266,0.40430036,0.13039828,0.19758819,0.79558281,0.33199536,0.00841992,0.11220754
-4.74537269,1.36431926,0.00268252,0.41132582,0.12987599,0.20335101,0.80434103,0.33953759,0.00850690,0.11417875
-4.73936968,1.38113384,0.00268337,0.41587529,0.12857181,0.20798138,0.80772784,0.34520967,0.00856448,0.11550503
-4.73336668,1.38962108,0.00266527,0.41787519,0.12651471,0.21139726,0.80571899,0.34890931,0.00859108,0.11617258
-4.72736368,1.38967060,0.00262867,0.41730416,0.12375030,0.21353990,0.79841177,0.35057107,0.00858541,0.11618288
-4.72136068,1.38134682,0.00257447,0.41419453,0.12033991,0.21437612,0.78602371,0.35016905,0.00854649,0.11555331
-4.71535768,1.36489018,0.00250393,0.40863235,0.11635946,0.21389970,0.76888758,0.34771846,0.00847381,0.11431732
-4.70935468,1.34071348,0.00241867,0.40075565,0.11189774,0.21213213,0.74744279,0.34327612,0.00836736,0.11252428
-4.70335168,1.30939318,0.00232062,0.39075143,0.10705449,0.20912258,0.72222385,0.33693971,0.00822774,0.11023881
-4.69734867,1.27165646,0.00221197,0.37885119,0.10193819,0.20494709,0.69384630,0.32884597,0.00805617,0.10753984
-4.69134567,1.22836436,0.00209511,0.36532547,0.09666369,0.19970705,0.66299082,0.31916778,0.00785460,0.10451925
-4.68534267,1.18049183,0.00197257,0.35047734,0.09134985,0.19352701,0.63038629,0.30811034,0.00762567,0.10128027
-4.67933967,1.12910550,0.00184696,0.33463549,0.08611712,0.18655194,0.59679234,0.29590663,0.00737276,0.09793565
-4.67333667,1.07533999,0.00172095,0.31814677,0.08108537,0.17894407,0.56298224,0.28281213,0.00709993,0.09460564
-4.66733367,1.02037369,0.00159717,0.30136881,0.07637176,0.17087932,0.52972661,0.26909934,0.00681188,0.09141582
-4.66133067,0.96540466,0.00147821,0.28466274,0.07208898,0.16254363,0.49777840,0.25505191,0.00651388,0.08849496
-4.65532766,0.91162758,0.00136657,0.26838626,0.06834368,0.15412906,0.46785963,0.24095891,0.00621171,0.08597277
-4.64932466,0.86021210,0.00126467,0.25288732,0.06523526,0.14583007,0.44064998,0.22710918,0.00591152,0.08397766
-4.64332166,0.81228321,0.00117478,0.23849843,0.06285490,0.13783981,0.41677739,0.21378608,0.00561975,0.08263465
