energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,1.30634506,0.12577790,0.00185953,0.01924589,0.76484785,0.78839455,0.34952388
-5.99399700,1.26785710,0.12505023,0.00179479,0.01988078,0.73935987,0.75895144,0.33930828
-5.98799400,1.23288722,0.12519761,0.00173348,0.02063571,0.71537910,0.73121240,0.32985365
-5.98199100,1.20188043,0.12626834,0.00167716,0.02151230,0.69315576,0.70531535,0.32130729
-5.97598799,1.17523819,0.12829828,0.00162729,0.02251039,0.67292296,0.68138576,0.31380420
-5.96998499,1.15330843,0.13130927,0.00158519,0.02362769,0.65489185,0.65953674,0.30746337
-5.96398199,1.13637545,0.13530754,0.00155199,0.02485936,0.63924642,0.63986815,0.30238443
-5.95797899,1.12464986,0.14028216,0.00152866,0.02619776,0.62613844,0.62246499,0.29864445
-5.95197599,1.11825912,0.14620374,0.00151594,0.02763217,0.61568246,0.60739497,0.29629522
-5.94597299,1.11723924,0.15302337,0.00151430,0.02914864,0.60795140,0.59470561,0.29536104
-5.93996998,1.12152816,0.16067196,0.00152401,0.03072998,0.60297273,0.58442121,0.29583727
-5.93396698,1.13096142,0.16906013,0.00154505,0.03235589,0.60072581,0.57653986,0.29768948
-5.92796398,1.14527052,0.17807866,0.00157714,0.03400320,0.60114031,0.57103091,0.30085363
-5.92196098,1.16408458,0.18759962,0.00161977,0.03564629,0.60409625,0.56783321,0.30523707
-5.91595798,1.18693536,0.19747827,0.00167215,0.03725770,0.60942549,0.56685430,0.31072042
-5.90995498,1.21326587,0.20755565,0.00173329,0.03880879,0.61691497,0.56797088,0.31716046
-5.90395198,1.24244253,0.21766192,0.00180196,0.04027057,0.62631156,0.57103053,0.32439373
-5.89794897,1.27377059,0.22762029,0.00187680,0.04161461,0.63732848,0.57585476,0.33224093
-5.89194597,1.30651224,0.23725150,0.00195627,0.04281393,0.64965307,0.58224332,0.34051184
-5.88594297,1.33990702,0.24637866,0.00203874,0.04384395,0.66295560,0.58997961,0.34901066
-5.87993997,1.37319353,0.25483227,0.00212254,0.04468333,0.67689881,0.59883677,0.35754154
-5.87393697,1.40563170,0.26245521,0.00220599,0.04531478,0.69114791,0.60858442,0.36591410
-5.86793397,1.43652464,0.26910753,0.00228743,0.04572566,0.70538033,0.61899540,0.37394868
-5.86193097,1.46523918,0.27467075,0.00236532,0.04590848,0.71929512,0.62985228,0.38148124
-5.85592796,1.49122421,0.27905156,0.00243825,0.04586113,0.73262144,0.64095328,0.38836762
-5.84992496,1.51402600,0.28218472,0.00250499,0.04558695,0.74512581,0.65211728,0.39448704
-5.84392196,1.53330001,0.28403493,0.00256455,0.04509459,0.75661789,0.66318756,0.39974484
-5.83791896,1.54881863,0.28459782,0.00261618,0.04439762,0.76695456,0.67403424,0.40407422
-5.83191596,1.56047468,0.28389976,0.00265943,0.04351401,0.77604216,0.68455527,0.40743717
-5.82591296,1.56828067,0.28199663,0.00269414,0.04246542,0.78383694,0.69467592,0.40982441
-5.81990995,1.57236389,0.27897173,0.00272048,0.04127634,0.79034374,0.70434702,0.41125455
-5.81390695,1.57295784,0.27493267,0.00273888,0.03997327,0.79561305,0.71354198,0.41177254
-5.80790395,1.57039042,0.27000762,0.00275012,0.03858373,0.79973665,0.72225294,0.41144745
-5.80190095,1.56506955,0.26434108,0.00275520,0.03713537,0.80284212,0.73048633,0.41036975
-5.79589795,1.55746691,0.25808923,0.00275538,0.03565514,0.80508648,0.73825814,0.40864822
-5.78989495,1.54810058,0.25141520,0.00275211,0.03416853,0.80664929,0.74558923,0.40640666
-5.78389195,1.53751726,0.24448442,0.00274700,0.03269892,0.80772540,0.75250106,0.40378035
-5.77788894,1.52627482,0.23746024,0.00274175,0.03126714,0.80851783,0.75901194,0.40091260
-5.77188594,1.51492567,0.23049994,0.00273811,0.02989114,0.80923078,0.76513419,0.39795121
-5.76588294,1.50400155,0.22375127,0.00273784,0.02858581,0.81006315,0.77087221,0.39504514
-5.75987994,1.49400008,0.21734967,0.00274262,0.02736300,0.81120264,0.77622155,0.39234125
-5.75387694,1.48537330,0.21141611,0.00275403,0.02623163,0.81282062,0.78116907,0.38998125
-5.74787394,1.47851840,0.20605558,0.00277347,0.02519796,0.81506768,0.78569390,0.38809887
-5.74187094,1.47377053,0.20135624,0.00280216,0.02426589,0.81807014,0.78976927,0.38681718
-5.73586793,1.47139782,0.19738915,0.00284107,0.02343733,0.82192727,0.79336484,0.38624617
-5.72986493,1.47159826,0.19420846,0.00289090,0.02271265,0.82670935,0.79644946,0.38648058
-5.72386193,1.47449838,0.19185195,0.00295206,0.02209104,0.83245642,0.79899391,0.38759794
-5.71785893,1.48015342,0.19034190,0.00302463,0.02157087,0.83917781,0.80097363,0.38965684
-5.71185593,1.48854877,0.18968607,0.00310840,0.02115003,0.84685212,0.80237098,0.39269549
-5.70585293,1.49960241,0.18987880,0.00320282,0.02082609,0.85542785,0.80317700,0.39673060
-5.69984992,1.51316822,0.19090201,0.00330705,0.02059652,0.86482446,0.80339246,0.40175642
-5.69384692,1.52903981,0.19272628,0.00341995,0.02045870,0.87493378,0.80302810,0.40774429
-5.68784392,1.54695488,0.19531166,0.00354009,0.02040990,0.88562178,0.80210406,0.41464235
-5.68184092,1.56659995,0.19860852,0.00366580,0.02044716,0.89673070,0.80064853,0.42237569
-5.67583792,1.58761541,0.20255823,0.00379520,0.02056716,0.90808132,0.79869573,0.43084687
-5.66983492,1.60960090,0.20709377,0.00392623,0.02076598,0.91947557,0.79628327,0.43993683
-5.66383192,1.63212101,0.21214040,0.00405667,0.02103888,0.93069937,0.79344928,0.44950615
-5.65782891,1.65471146,0.21761627,0.00418422,0.02138004,0.94152572,0.79022924,0.45939680
-5.65182591,1.67688571,0.22343322,0.00430654,0.02178243,0.95171802,0.78665311,0.46943429
-5.64582291,1.69814216,0.22949762,0.00442128,0.02223754,0.96103378,0.78274258,0.47943026
-5.63981991,1.71797195,0.23571151,0.00452613,0.02273539,0.96922851,0.77850907,0.48918550
-5.63381691,1.73586748,0.24197384,0.00461889,0.02326446,0.97606003,0.77395232,0.49849335
-5.62781391,1.75133142,0.24818197,0.00469752,0.02381176,0.98129306,0.76905993,0.50714360
-5.62181091,1.76388642,0.25423333,0.00476015,0.02436302,0.98470405,0.76380783,0.51492663
-5.61580790,1.77308513,0.26002725,0.00480518,0.02490292,0.98608629,0.75816168,0.52163790
-5.60980490,1.77852044,0.26546687,0.00483128,0.02541547,0.98525506,0.75207924,0.52708263
-5.60380190,1.77983563,0.27046110,0.00483743,0.02588438,0.98205284,0.74551340,0.53108055
-5.59779890,1.77673410,0.27492647,0.00482295,0.02629353,0.97635430,0.73841596,0.53347062
-5.59179590,1.76898825,0.27878886,0.00478754,0.02662749,0.96807091,0.73074159,0.53411559
-5.58579290,1.75644723,0.28198505,0.00473128,0.02687201,0.95715499,0.72245203,0.53290615
-5.57978989,1.73904290,0.28446391,0.00465459,0.02701450,0.94360297,0.71351995,0.52976456
-5.57378689,1.71679400,0.28618726,0.00455830,0.02704448,0.92745754,0.70393247,0.52464762
-5.56778389,1.68980774,0.28713033,0.00444357,0.02695396,0.90880863,0.69369381,0.51754874
-5.56178089,1.65827907,0.28728177,0.00431189,0.02673774,0.88779309,0.68282705,0.50849903
-5.55577789,1.62248705,0.28664332,0.00416505,0.02639361,0.86459275,0.67137477,0.49756733
-5.54977489,1.58278868,0.28522901,0.00400506,0.02592242,0.83943110,0.65939851,0.48485911
-5.54377189,1.53961008,0.28306404,0.00383414,0.02532809,0.81256844,0.64697698,0.47051424
-5.53776888,1.49343542,0.28018340,0.00365467,0.02461746,0.78429577,0.63420325,0.45470363
-5.53176588,1.44479398,0.27663026,0.00346908,0.02380004,0.75492750,0.62118091,0.43762501
-5.52576288,1.39424586,0.27245427,0.00327986,0.02288768,0.72479338,0.60801950,0.41949782
-5.51975988,1.34236692,0.26770981,0.00308944,0.02189421,0.69422983,0.59482961,0.40055752
-5.51375688,1.28973365,0.26245428,0.00290018,0.02083490,0.66357128,0.58171770,0.38104959
-5.50775388,1.23690858,0.25674659,0.00271432,0.01972605,0.63314167,0.56878131,0.36122332
-5.50175088,1.18442694,0.25064573,0.00253390,0.01858442,0.60324663,0.55610463,0.34132584
-5.49574787,1.13278509,0.24420968,0.00236078,0.01742680,0.57416673,0.54375501,0.32159650
-5.48974487,1.08243119,0.23749452,0.00219657,0.01626948,0.54615197,0.53178048,0.30226185
-5.48374187,1.03375851,0.23055385,0.00204265,0.01512792,0.51941784,0.52020853,0.28353143
-5.47773887,0.98710146,0.22343841,0.00190011,0.01401633,0.49414306,0.50904610,0.26559453
-5.47173587,0.94273448,0.21619599,0.00176982,0.01294745,0.47046907,0.49828101,0.24861783
-5.46573287,0.90087356,0.20887152,0.00165238,0.01193230,0.44850111,0.48788441,0.23274423
-5.45972986,0.86168014,0.20150726,0.00154817,0.01098010,0.42831084,0.47781443,0.21809249
-5.45372686,0.82526707,0.19414307,0.00145737,0.01009818,0.40994029,0.46802051,0.20475792
-5.44772386,0.79170592,0.18681680,0.00137994,0.00929204,0.39340669,0.45844826,0.19281373
-5.44172086,0.76103536,0.17956453,0.00131572,0.00856537,0.37870799,0.44904450,0.18231303
-5.43571786,0.73326979,0.17242083,0.00126439,0.00792023,0.36582862,0.43976217,0.17329131
-5.42971486,0.70840790,0.16541891,0.00122554,0.00735716,0.35474523,0.43056479,0.16576909
-5.42371186,0.68644047,0.15859065,0.00119868,0.00687541,0.34543195,0.42143018,0.15975474
-5.41770885,0.66735715,0.15196653,0.00118324,0.00647309,0.33786500,0.41235335,0.15524715
-5.41170585,0.65115187,0.14557544,0.00117866,0.00614740,0.33202643,0.40334828,0.15223831
-5.40570285,0.63782682,0.13944446,0.00118432,0.00589481,0.32790682,0.39444860,0.15071548
-5.39969985,0.62739470,0.13359858,0.00119961,0.00571130,0.32550689,0.38570718,0.15066311
-5.39369685,0.61987965,0.12806040,0.00122394,0.00559245,0.32483801,0.37719473,0.15206436
-5.38769385,0.61531677,0.12284988,0.00125673,0.00553369,0.32592184,0.36899751,0.15490221
-5.38169085,0.61375049,0.11798422,0.00129741,0.00553038,0.32878900,0.36121441,0.15916027
-5.37568784,0.61523228,0.11347779,0.00134545,0.00557798,0.33347711,0.35395354,0.16482326
-5.36968484,0.61981762,0.10934222,0.00140035,0.00567213,0.34002835,0.34732863,0.17187721
-5.36368184,0.62756280,0.10558663,0.00146166,0.00580877,0.34848668,0.34145538,0.18030946
-5.35767884,0.63852164,0.10221799,0.00152894,0.00598418,0.35889496,0.33644801,0.19010842
-5.35167584,0.65274219,0.09924160,0.00160181,0.00619510,0.37129196,0.33241613,0.20126314
-5.34567284,0.67026367,0.09666159,0.00167992,0.00643874,0.38570956,0.32946196,0.21376271
-5.33966983,0.69111344,0.09448156,0.00176299,0.00671279,0.40216993,0.32767811,0.22759541
-5.33366683,0.71530409,0.09270506,0.00185073,0.00701550,0.42068295,0.32714563,0.24274759
-5.32766383,0.74283034,0.09133601,0.00194292,0.00734558,0.44124362,0.32793260,0.25920228
-5.32166083,0.77366583,0.09037905,0.00203936,0.00770224,0.46382951,0.33009288,0.27693740
-5.31565783,0.80775940,0.08983957,0.00213987,0.00808509,0.48839821,0.33366512,0.29592363
-5.30965483,0.84503090,0.08972356,0.00224425,0.00849406,0.51488467,0.33867178,0.31612191
-5.30365183,0.88536653,0.09003720,0.00235231,0.00892929,0.54319845,0.34511817,0.33748055
-5.29764882,0.92861356,0.09078614,0.00246384,0.00939103,0.57322090,0.35299139,0.35993209
-5.29164582,0.97457478,0.09197461,0.00257854,0.00987944,0.60480233,0.36225912,0.38339004
-5.28564282,1.02300283,0.09360426,0.00269607,0.01039445,0.63775940,0.37286841,0.40774554
-5.27963982,1.07359493,0.09567288,0.00281598,0.01093558,0.67187276,0.38474436,0.43286434
