energy_ev,total_up,Ir_p_up,Ir_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,1.24599538,0.24037244,0.58035351,0.15627486,0.00228525,0.43219460,0.00000000
-5.99399700,1.21036392,0.22265997,0.56982484,0.14935894,0.00222551,0.42642711,0.00000000
-5.98799400,1.17964854,0.20601592,0.56129010,0.14378976,0.00216935,0.42235357,0.00000000
-5.98199100,1.15408224,0.19054003,0.55485116,0.13951210,0.00211711,0.42009322,0.00000000
-5.97598799,1.13374365,0.17630917,0.55053575,0.13644466,0.00206888,0.41971095,0.00000000
-5.96998499,1.11855763,0.16337788,0.54829679,0.13448291,0.00202457,0.42121549,0.00000000
-5.96398199,1.10830095,0.15177920,0.54801443,0.13350229,0.00198385,0.42455960,0.00000000
-5.95797899,1.10261306,0.14152603,0.54950094,0.13336175,0.00194622,0.42964239,0.00000000
-5.95197599,1.10101152,0.13261267,0.55250820,0.13390763,0.00191102,0.43631353,0.00000000
-5.94597299,1.10291164,0.12501671,0.55673748,0.13497772,0.00187749,0.44437942,0.00000000
-5.93996998,1.10764946,0.11870105,0.56185116,0.13640556,0.00184478,0.45361069,0.00000000
-5.93396698,1.11450705,0.11361603,0.56748585,0.13802467,0.00181202,0.46375104,0.00000000
-5.92796398,1.12273912,0.10970152,0.57326624,0.13967291,0.00177836,0.47452667,0.00000000
-5.92196098,1.13159964,0.10688892,0.57881915,0.14119653,0.00174299,0.48565609,0.00000000
-5.91595798,1.14036736,0.10510302,0.58378707,0.14245406,0.00170522,0.49685962,0.00000000
-5.90995498,1.14836912,0.10426358,0.58784061,0.14331964,0.00166448,0.50786840,0.00000000
-5.90395198,1.15499994,0.10428667,0.59068926,0.14368601,0.00162035,0.51843218,0.00000000
-5.89794897,1.15973912,0.10508573,0.59209010,0.14346665,0.00157259,0.52832598,0.00000000
-5.89194597,1.16216185,0.10657234,0.59185413,0.14259743,0.00152113,0.53735496,0.00000000
-5.88594297,1.16194609,0.10865674,0.58984994,0.14103731,0.00146607,0.54535777,0.00000000
-5.87993997,1.15887458,0.11124821,0.58600490,0.13876836,0.00140771,0.55220810,0.00000000
-5.87393697,1.15283249,0.11425529,0.58030376,0.13579500,0.00134646,0.55781466,0.00000000
-5.86793397,1.14380098,0.11758600,0.57278504,0.13214252,0.00128289,0.56211968,0.00000000
-5.86193097,1.13184756,0.12114807,0.56353558,0.12785495,0.00121767,0.56509632,0.00000000
-5.85592796,1.11711395,0.12484932,0.55268356,0.12299243,0.00115153,0.56674515,0.00000000
-5.84992496,1.09980252,0.12859822,0.54039062,0.11762819,0.00108526,0.56709015,0.00000000
-5.84392196,1.08016199,0.13230466,0.52684345,0.11184530,0.00101965,0.56617449,0.00000000
-5.83791896,1.05847349,0.13588099,0.51224547,0.10573326,0.00095548,0.56405638,0.00000000
-5.83191596,1.03503757,0.13924326,0.49680888,0.09938474,0.00089350,0.56080536,0.00000000
-5.82591296,1.01016288,0.14231272,0.48074754,0.09289244,0.00083441,0.55649903,0.00000000
-5.81990995,0.98415677,0.14501740,0.46427091,0.08634626,0.00077881,0.55122049,0.00000000
-5.81390695,0.95731828,0.14729384,0.44757927,0.07983086,0.00072724,0.54505642,0.00000000
-5.80790395,0.92993328,0.14908868,0.43086020,0.07342372,0.00068014,0.53809584,0.00000000
-5.80190095,0.90227186,0.15036023,0.41428642,0.06719366,0.00063787,0.53042937,0.00000000
-5.79589795,0.87458746,0.15107972,0.39801470,0.06119986,0.00060069,0.52214892,0.00000000
-5.78989495,0.84711758,0.15123228,0.38218596,0.05549140,0.00056878,0.51334757,0.00000000
-5.78389195,0.82008552,0.15081749,0.36692597,0.05010726,0.00054225,0.50411958,0.00000000
-5.77788894,0.79370258,0.14984951,0.35234680,0.04507665,0.00052114,0.49456031,0.00000000
-5.77188594,0.76817057,0.14835665,0.33854850,0.04041975,0.00050544,0.48476588,0.00000000
-5.76588294,0.74368398,0.14638059,0.32562094,0.03614869,0.00049509,0.47483268,0.00000000
-5.75987994,0.72043168,0.14397501,0.31364555,0.03226862,0.00049001,0.46485654,0.00000000
-5.75387694,0.69859800,0.14120396,0.30269690,0.02877902,0.00049007,0.45493169,0.00000000
-5.74787394,0.67836291,0.13813989,0.29284392,0.02567499,0.00049515,0.44514959,0.00000000
-5.74187094,0.65990160,0.13486144,0.28415079,0.02294846,0.00050511,0.43559766,0.00000000
-5.73586793,0.64338333,0.13145121,0.27667747,0.02058948,0.00051980,0.42635824,0.00000000
