energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.83791896,7.30580364,-6.57590005,0.04693264,-0.08653506,1.04836666,-0.79861627,0.02726191,-0.01927140,0.00000000,-0.00000000,6.08814488,-4.79673759,1.32042279,-1.01890347,0.13419286,-0.11560012,3.12654570,-3.14510720
-5.83191596,7.35675968,-6.60119406,0.04816478,-0.08267759,1.06693041,-0.81647649,0.02780107,-0.01953497,0.00000000,-0.00000000,6.17954607,-4.91359451,1.33127796,-1.01389530,0.13391585,-0.11748969,3.13920895,-3.14550915
-5.82591296,7.40900817,-6.64289184,0.04962343,-0.07902262,1.08416884,-0.83709864,0.02832672,-0.01989977,0.00000000,-0.00000000,6.26168581,-5.04142906,1.34470316,-1.01098192,0.13344414,-0.11958105,3.15389570,-3.15286195
-5.81990995,7.46152679,-6.70010837,0.05128737,-0.07560363,1.09988867,-0.86025472,0.02883493,-0.02036135,0.00000000,-0.00000000,6.33359501,-5.17877965,1.36062428,-1.01014157,0.13274556,-0.12184915,3.17019605,-3.16684316
-5.81390695,7.51339008,-6.77166035,0.05313335,-0.07244567,1.11392924,-0.88564617,0.02932264,-0.02091352,0.00000000,-0.00000000,6.39467795,-5.32399148,1.37890555,-1.01130261,0.13179259,-0.12426295,3.18773735,-3.18703408
-5.80790395,7.56378136,-6.85608977,0.05513601,-0.06956511,1.12616616,-0.91290768,0.02978761,-0.02154845,0.00000000,-0.00000000,6.44472731,-5.47525227,1.39934853,-1.01434433,0.13056369,-0.12678596,3.20618696,-3.21293128
-5.80190095,7.61199534,-6.95169430,0.05726772,-0.06696982,1.13651334,-0.94161353,0.03022836,-0.02225691,0.00000000,-0.00000000,6.48391989,-5.63063236,1.42169257,-1.01909950,0.12904446,-0.12937693,3.22525031,-3.24395889
-5.79589795,7.65743098,-7.05656415,0.05949855,-0.06465962,1.14492334,-0.97128662,0.03064399,-0.02302841,0.00000000,-0.00000000,6.51279264,-5.78812849,1.44561662,-1.02535875,0.12722839,-0.13199074,3.24466440,-3.27948131
-5.78989495,7.69957504,-7.16862447,0.06179628,-0.06262697,1.15138588,-1.00140980,0.03103403,-0.02385149,0.00000000,-0.00000000,6.53219958,-5.94571011,1.47074242,-1.03287663,0.12511744,-0.13457941,3.26418726,-3.31881608
-5.78389195,7.73797725,-7.28568212,0.06412652,-0.06085798,1.15592448,-1.03143929,0.03139821,-0.02471395,0.00000000,-0.00000000,6.54325146,-6.10136704,1.49663894,-1.04137907,0.12272207,-0.13709314,3.28358383,-3.36124665
-5.77788894,7.77221880,-7.40547534,0.06645296,-0.05933352,1.15859148,-1.06081972,0.03173623,-0.02560315,0.00000000,-0.00000000,6.54724091,-6.25315684,1.52282802,-1.05057188,0.12006100,-0.13948160,3.30260951,-3.40603450
-5.77188594,7.80187643,-7.52572475,0.06873767,-0.05803045,1.15946158,-1.08900010,0.03204749,-0.02650626,0.00000000,-0.00000000,6.54555693,-6.39925047,1.54879108,-1.06015013,0.11716052,-0.14169505,3.32099258,-3.45243060
-5.76588294,7.82648495,-7.64418377,0.07094157,-0.05692295,1.15862428,-1.11545033,0.03233091,-0.02741053,0.00000000,-0.00000000,6.53959317,-6.53797434,1.57397698,-1.06980774,0.11405343,-0.14368569,3.33841688,-3.49968554
-5.75987994,7.84550125,-7.75868670,0.07302500,-0.05598382,1.15617567,-1.13967733,0.03258470,-0.02830356,0.00000000,-0.00000000,6.53065508,-6.66784709,1.59781077,-1.07924704,0.11077772,-0.14540876,3.35450636,-3.54705849
-5.75387694,7.85827287,-7.86719277,0.07494836,-0.05518566,1.15221001,-1.16124032,0.03280623,-0.02917352,0.00000000,-0.00000000,6.51987113,-6.78760947,1.61970352,-1.08818788,0.10737499,-0.14682380,3.36881283,-3.59382441
-5.74787394,7.86401421,-7.96782457,0.07667288,-0.05450202,1.14681173,-1.17976442,0.03299191,-0.03000931,0.00000000,-0.00000000,6.50811321,-6.89624595,1.63906289,-1.09637583,0.10388866,-0.14789558,3.38080847,-3.63927973
-5.74187094,7.86179302,-8.05889953,0.07816141,-0.05390835,1.14004829,-1.19495210,0.03313716,-0.03080076,0.00000000,-0.00000000,6.49593097,-6.99299686,1.65530458,-1.10358931,0.10036223,-0.14859508,3.38988392,-3.68274635
-5.73586793,7.85052903,-8.13895368,0.07937926,-0.05338280,1.13196438,-1.20659187,0.03323650,-0.03153873,0.00000000,-0.00000000,6.48350409,-7.07736042,1.66786438,-1.10964520,0.09683746,-0.14890015,3.39535292,-3.72357413
-5.72986493,7.82900618,-8.20675699,0.08029506,-0.05290681,1.12257790,-1.21456397,0.03328365,-0.03221518,0.00000000,-0.00000000,6.47061552,-7.14908434,1.67621061,-1.11440301,0.09335278,-0.14879607,3.39646364,-3.76114213
-5.72386193,7.79589859,-8.26132037,0.08088156,-0.05246552,1.11187805,-1.21884260,0.03327172,-0.03282320,0.00000000,-0.00000000,6.45664755,-7.20814733,1.67985679,-1.11776732,0.08994188,-0.14827581,3.39241667,-3.79485881
-5.71785893,7.74980991,-8.30189456,0.08111643,-0.05204798,1.09982562,-1.21949478,0.03319349,-0.03335704,0.00000000,-0.00000000,6.44060139,-7.25473132,1.67837413,-1.11968865,0.08663257,-0.14734011,3.38238907,-3.82416178
-5.71185593,7.68932435,-8.32796166,0.08098288,-0.05164715,1.08635565,-1.21667585,0.03304174,-0.03381205,0.00000000,-0.00000000,6.42113948,-7.28918566,1.67140350,-1.12016266,0.08344603,-0.14599729,3.36556348,-3.84851731
-5.70585293,7.61306720,-8.33922047,0.08047024,-0.05125984,1.07138216,-1.21062169,0.03280958,-0.03418461,0.00000000,-0.00000000,6.39664855,-7.31198523,1.65866655,-1.11922796,0.08039643,-0.14426284,3.34116087,-3.86742024
-5.69984992,7.51977168,-8.33556684,0.07957437,-0.05088639,1.05480497,-1.20163823,0.03249087,-0.03447214,0.00000000,-0.00000000,6.36532034,-7.32368450,1.63997541,-1.11696270,0.07749095,-0.14215879,3.30847536,-3.88039462
-5.69384692,7.40834865,-8.31707059,0.07829784,-0.05053028,1.03651796,-1.19008864,0.03208055,-0.03467291,0.00000000,-0.00000000,6.32524562,-7.32487031,1.61524065,-1.11347997,0.07473011,-0.13971291,3.26690916,-3.88699543
-5.68784392,7.27795532,-8.28395055,0.07665002,-0.05019776,1.01641852,-1.17637865,0.03157503,-0.03478605,0.00000000,-0.00000000,6.27451698,-7.31611564,1.58447716,-1.10892247,0.07210859,-0.13695769,3.21600584,-3.88681164
-5.68184092,7.12805906,-8.23654928,0.07464691,-0.04989723,0.99441754,-1.16094090,0.03097251,-0.03481143,0.00000000,-0.00000000,6.21133469,-7.29793735,1.54780741,-1.10345655,0.06961615,-0.13392928,3.15548009,-3.87947084
-5.67583792,6.95849277,-8.17530868,0.07231077,-0.04963873,0.97044932,-1.14421882,0.03027320,-0.03474962,0.00000000,-0.00000000,6.13411036,-7.27076015,1.50546208,-1.09726580,0.06723897,-0.13066629,3.08524225,-3.86464524
-5.66983492,6.76949841,-8.10074789,0.06966966,-0.04943339,0.94448095,-1.12665077,0.02947956,-0.03460181,0.00000000,-0.00000000,6.04156310,-7.23488894,1.45777777,-1.09054451,0.06496099,-0.12720861,3.00541627,-3.84205906
-5.66383192,6.56175626,-8.01344412,0.06675666,-0.04929278,0.91652044,-1.10865516,0.02859635,-0.03436980,0.00000000,-0.00000000,5.93280317,-7.19049135,1.40519174,-1.08349105,0.06276537,-0.12359624,2.91635017,-3.81149688
-5.65782891,6.33639806,-7.91401715,0.06360908,-0.04922843,0.88662326,-1.09061699,0.02763066,-0.03405595,0.00000000,-0.00000000,5.80739898,-7.13759144,1.34823387,-1.07630142,0.06063594,-0.11986818,2.81861821,-3.77281257
-5.65182591,6.09500287,-7.80311771,0.06026752,-0.04925121,0.85489677,-1.07287654,0.02659186,-0.03366323,0.00000000,-0.00000000,5.66542429,-7.07607508,1.28751595,-1.06916300,0.05855854,-0.11606145,2.71301465,-3.72593830
-5.64582291,5.83957586,-7.68141955,0.05677479,-0.04937085,0.82150234,-1.05572030,0.02549142,-0.03319513,0.00000000,-0.00000000,5.50748325,-7.00570676,1.22371867,-1.06224873,0.05652217,-0.11221027,2.60053946,-3.67089295
-5.63981991,5.57251051,-7.54961505,0.05317487,-0.04959545,0.78665500,-1.03937463,0.02434264,-0.03265575,0.00000000,-0.00000000,5.33471227,-6.92615684,1.15757677,-1.05571167,0.05451993,-0.10834539,2.48237634,-3.60778934
-5.63381691,5.29653604,-7.40841362,0.04951187,-0.04993106,0.75062058,-1.02400219,0.02316037,-0.03204975,0.00000000,-0.00000000,5.14875878,-6.83703782,1.08986280,-1.04968020,0.05254971,-0.10449366,2.35986429,-3.53683981
-5.62781391,5.01465211,-7.25854231,0.04582894,-0.05038123,0.71371039,-1.00970104,0.02196064,-0.03138237,0.00000000,-0.00000000,4.95173806,-6.73794716,1.02137006,-1.04425376,0.05061454,-0.10067777,2.23446377,-3.45835939
-5.62181091,4.73005363,-7.10074759,0.04216735,-0.05094673,0.67627387,-0.99650640,0.02076022,-0.03065939,0.00000000,-0.00000000,4.74617038,-6.62851445,0.95289527,-1.03949933,0.04872267,-0.09691623,2.10771902,-3.37276634
-5.61580790,4.44604876,-6.93579765,0.03856561,-0.05162527,0.63868936,-0.98439467,0.01957622,-0.02988714,0.00000000,-0.00000000,4.53490131,-6.50844971,0.88522165,-1.03544876,0.04688731,-0.09322354,1.98121790,-3.28057975
-5.60980490,4.16597335,-6.76448433,0.03505879,-0.05241126,0.60135343,-0.97328951,0.01842564,-0.02907239,0.00000000,-0.00000000,4.32100920,-6.37759007,0.81910275,-1.03209690,0.04512616,-0.08961047,1.85655102,-3.18241394
-5.60380190,3.89310513,-6.58762380,0.03167789,-0.05329572,0.56466942,-0.96306938,0.01732489,-0.02822234,0.00000000,-0.00000000,4.10770365,-6.23594184,0.75524765,-1.02940069,0.04346058,-0.08608455,1.73527142,-3.07896984
-5.59779890,3.63058062,-6.40605576,0.02844947,-0.05426627,0.52903546,-0.95357622,0.01628944,-0.02734450,0.00000000,-0.00000000,3.89821964,-6.08371525,0.69430786,-1.02727932,0.04191471,-0.08265064,1.61885633,-2.97102344
-5.59179590,3.38131776,-6.22064049,0.02539539,-0.05530714,0.49483266,-0.94462469,0.01533339,-0.02644656,0.00000000,-0.00000000,3.69571160,-5.92134971,0.63686620,-1.02561542,0.04051428,-0.07931151,1.50867215,-2.85941183
-5.58579290,3.14794645,-6.03225370,0.02253268,-0.05639939,0.46241384,-0.93601157,0.01446914,-0.02553631,0.00000000,-0.00000000,3.50315163,-5.74952791,0.58342786,-1.02425729,0.03928542,-0.07606848,1.40594354,-2.74501700
-5.57978989,2.93274914,-5.84177926,0.01987369,-0.05752118,0.43209337,-0.92752485,0.01370712,-0.02462145,0.00000000,-0.00000000,3.32323594,-5.56917758,0.53441373,-1.02302235,0.03825344,-0.07292204,1.31172753,-2.62874838
-5.57378689,2.73761278,-5.65009998,0.01742618,-0.05864812,0.40413829,-0.91895222,0.01305553,-0.02370951,0.00000000,-0.00000000,3.15830265,-5.38146085,0.49015601,-1.02170147,0.03744158,-0.06987239,1.22689297,-2.51152444
-5.56778389,2.56399314,-5.45808697,0.01519375,-0.05975379,0.37876121,-0.91008847,0.01252020,-0.02280766,0.00000000,-0.00000000,3.01026390,-5.18775137,0.45089600,-1.02006448,0.03686981,-0.06691989,1.15210577,-2.39425433
-5.56178089,2.41289187,-5.26658804,0.01317614,-0.06081029,0.35611513,-0.90074193,0.01210445,-0.02192258,0.00000000,-0.00000000,2.88055426,-4.98960067,0.41678394,-1.01786634,0.03655385,-0.06406540,1.08781988,-2.27782001
-5.55577789,2.28484646,-5.07641603,0.01136980,-0.06178889,0.33629027,-0.89073949,0.01180908,-0.02106037,0.00000000,-0.00000000,2.77009678,-4.78869520,0.38788066,-1.01485426,0.03650424,-0.06131055,1.03427396,-2.16305976
-5.54977489,2.17993245,-4.88833761,0.00976836,-0.06266074,0.31931293,-0.87993040,0.01163236,-0.02022643,0.00000000,-0.00000000,2.67928736,-4.58680672,0.36416095,-1.01077517,0.03672561,-0.05865781,0.99149351,-2.05075361
-5.54377189,2.09777750,-4.70306352,0.00836319,-0.06339761,0.30514650,-0.86818889,0.01157008,-0.01942538,0.00000000,-0.00000000,2.60799724,-4.38573847,0.34551824,-1.00538368,0.03721624,-0.05611055,0.95929798,-1.94161113
-5.53776888,2.03758602,-4.52124080,0.00714394,-0.06397265,0.29369428,-0.85541554,0.01161576,-0.01866102,0.00000000,-0.00000000,2.55559295,-4.18727019,0.33177047,-0.99845008,0.03796775,-0.05367288,0.93731251,-1.83626213
-5.53176588,1.99817340,-4.34344769,0.00609909,-0.06436115,0.28480407,-0.84153790,0.01176072,-0.01793633,0.00000000,-0.00000000,2.52097219,-3.99310481,0.32266704,-0.98976828,0.03896506,-0.05134956,0.92498379,-1.73525041
-5.52576288,1.97800845,-4.17019170,0.00521637,-0.06454123,0.27827434,-0.82651020,0.01199440,-0.01725346,0.00000000,-0.00000000,2.50261394,-3.80481974,0.31789634,-0.97916326,0.04018662,-0.04914577,0.92159928,-1.63903076
-5.51975988,1.97526255,-4.00191101,0.00448329,-0.06449452,0.27386151,-0.81031263,0.01230457,-0.01661380,0.00000000,-0.00000000,2.49864041,-3.62382492,0.31709411,-0.96649808,0.04160477,-0.04706688,0.92630946,-1.54796921
-5.51375688,1.98786412,-3.83897921,0.00388742,-0.06420670,0.27128832,-0.79295023,0.01267765,-0.01601803,0.00000000,-0.00000000,2.50688817,-3.45132992,0.31985213,-0.95167982,0.04318638,-0.04511824,0.93815227,-1.46234625
-5.50775388,2.01355671,-3.68171328,0.00341677,-0.06366798,0.27025275,-0.77445165,0.01309905,-0.01546627,0.00000000,-0.00000000,2.52498578,-3.28832107,0.32572732,-0.93466460,0.04489366,-0.04330502,0.95607927,-1.38236286
-5.50175088,2.04995941,-3.53038424,0.00306002,-0.06287346,0.27043732,-0.75486778,0.01355350,-0.01495814,0.00000000,-0.00000000,2.55043477,-3.13554971,0.33425110,-0.91546120,0.04668511,-0.04163206,0.97898274,-1.30814869
-5.49574787,2.09462767,-3.38522969,0.00280667,-0.06182333,0.27151839,-0.73427045,0.01402542,-0.01449291,0.00000000,-0.00000000,2.58069121,-2.99353121,0.34493884,-0.89413327,0.04851657,-0.04010381,1.00572323,-1.23977211
-5.48974487,2.14511335,-3.24646759,0.00264717,-0.06052295,0.27317520,-0.71275120,0.01449929,-0.01406966,0.00000000,-0.00000000,2.61324493,-2.86255423,0.35729938,-0.87079995,0.05034243,-0.03872432,1.03515673,-1.17725120
-5.48374187,2.19902224,-3.11430995,0.00257301,-0.05898279,0.27509838,-0.69041998,0.01496003,-0.01368738,0.00000000,-0.00000000,2.64569370,-2.74269907,0.37084435,-0.84563475,0.05211683,-0.03749730,1.06616097,-1.12056531
-5.47773887,2.25406771,-2.98897553,0.00257663,-0.05721826,0.27699772,-0.66740386,0.01539331,-0.01334507,0.00000000,-0.00000000,2.67580997,-2.63386304,0.38509729,-0.81886275,0.05379491,-0.03642618,1.09766014,-1.06966618
-5.47173587,2.30811920,-2.87070037,0.00265147,-0.05524933,0.27860889,-0.64384557,0.01578593,-0.01304189,0.00000000,-0.00000000,2.70159825,-2.53579101,0.39960233,-0.79075603,0.05533398,-0.03551431,1.12864735,-1.02448823
-5.46573287,2.35924430,-2.75974503,0.00279179,-0.05310012,0.27969908,-0.61990177,0.01612605,-0.01277715,0.00000000,-0.00000000,2.72134130,-2.44810858,0.41393225,-0.76162756,0.05669472,-0.03476501,1.15820446,-0.98495723
-5.45972986,2.40574338,-2.65639788,0.00299264,-0.05079834,0.28007135,-0.59574095,0.01640351,-0.01255042,0.00000000,-0.00000000,2.73363416,-2.37035574,0.42769572,-0.73182338,0.05784218,-0.03418175,1.18551859,-0.95099689
-5.45372686,2.44617612,-2.56097359,0.00324966,-0.04837467,0.27956771,-0.57154089,0.01660996,-0.01236148,0.00000000,-0.00000000,2.73740525,-2.30201853,0.44054360,-0.70171368,0.05874672,-0.03376818,1.20989498,-0.92253308
-5.44772386,2.47937928,-2.47380671,0.00355893,-0.04586205,0.27807072,-0.54748557,0.01673908,-0.01221026,0.00000000,-0.00000000,2.73192453,-2.24255708,0.45217411,-0.67168262,0.05938474,-0.03352818,1.23076601,-0.89949535
-5.44172086,2.50447566,-2.39524018,0.00391687,-0.04329495,0.27550388,-0.52376156,0.01678660,-0.01209684,0.00000000,-0.00000000,2.71679909,-2.19142816,0.46233665,-0.64211748,0.05973927,-0.03346575,1.24769612,-0.88181569
-5.43571786,2.52087428,-2.32560918,0.00432005,-0.04070864,0.27183070,-0.50055395,0.01675040,-0.01202126,0.00000000,-0.00000000,2.69195705,-2.14810161,0.47083430,-0.61339737,0.05980037,-0.03358489,1.26038266,-0.86942482
-5.42971486,2.52826237,-2.26522123,0.00476506,-0.03813843,0.26705265,-0.47804182,0.01663040,-0.01198343,0.00000000,-0.00000000,2.65762128,-2.11206979,0.47752498,-0.58588190,0.05956524,-0.03388932,1.26865305,-0.86224613
-5.42371186,2.52658997,-2.21433327,0.00524844,-0.03561899,0.26120605,-0.45639356,0.01642852,-0.01198296,0.00000000,-0.00000000,2.61427460,-2.08285056,0.48232107,-0.55990019,0.05903830,-0.03438216,1.27245829,-0.86018787
-5.41770885,2.51604831,-2.17312730,0.00576658,-0.03318364,0.25435831,-0.43576199,0.01614851,-0.01201902,0.00000000,-0.00000000,2.56261850,-2.05998400,0.48518790,-0.53574074,0.05823093,-0.03506551,1.27186368,-0.86313414
-5.41170585,2.49704343,-2.14168600,0.00631571,-0.03086382,0.24660336,-0.41627977,0.01579580,-0.01209016,0.00000000,-0.00000000,2.50352790,-2.04302429,0.48614105,-0.51364240,0.05716113,-0.03593999,1.26703715,-0.87093529
-5.40570285,2.47016661,-2.11996979,0.00689189,-0.02868855,0.23805692,-0.39805510,0.01537720,-0.01219419,0.00000000,-0.00000000,2.43800394,-2.03152793,0.48524269,-0.49378696,0.05585299,-0.03700423,1.25823611,-0.88339867
-5.39969985,2.43616345,-2.10779711,0.00749111,-0.02668398,0.22885148,-0.38116812,0.01490070,-0.01232805,0.00000000,-0.00000000,2.36712751,-2.02504006,0.48259736,-0.47629347,0.05433612,-0.03825442,1.24579354,-0.90028028
-5.39369685,2.39590319,-2.10482917,0.00810935,-0.02487311,0.21913144,-0.36566809,0.01437522,-0.01248773,0.00000000,-0.00000000,2.29201544,-2.02308051,0.47834739,-0.46121483,0.05264494,-0.03968384,1.23010431,-0.92127813
-5.38769385,2.35035018,-2.11056053,0.00874280,-0.02327550,0.20904848,-0.35157166,0.01381027,-0.01266827,0.00000000,-0.00000000,2.21378141,-2.02513129,0.47266817,-0.44853652,0.05081795,-0.04128251,1.21161230,-0.94602783
-5.38169085,2.30053868,-2.12431632,0.00938803,-0.02190714,0.19875748,-0.33886224,0.01321576,-0.01286373,0.00000000,-0.00000000,2.13350312,-2.03062693,0.46576382,-0.43817773,0.04889704,-0.04303689,1.19079926,-0.97410099
-5.37568784,2.24755244,-2.14525676,0.01004224,-0.02078040,0.18841295,-0.32749064,0.01260170,-0.01306730,0.00000000,-0.00000000,2.05219692,-2.03894877,0.45786326,-0.42999478,0.04692675,-0.04492978,1.16817576,-1.00500667
-5.36968484,2.19250971,-2.17238898,0.01070353,-0.01990400,0.17816623,-0.31737692,0.01197802,-0.01327142,0.00000000,-0.00000000,1.97080056,-2.04942416,0.44921702,-0.42378677,0.04495367,-0.04694031,1.14427484,-1.03819597
-5.36368184,2.13655405,-2.20458591,0.01137118,-0.01928307,0.16816350,-0.30841348,0.01135435,-0.01346796,0.00000000,-0.00000000,1.89016425,-2.06133071,0.44009493,-0.41930315,0.04302589,-0.04904413,1.11964833,-1.07306974
-5.35767884,2.08085109,-2.24061161,0.01204594,-0.01891930,0.15854444,-0.30046913,0.01073991,-0.01364846,0.00000000,-0.00000000,1.81104978,-2.07390563,0.43078467,-0.41625303,0.04119250,-0.05121373,1.09486591,-1.10898914
-5.35167584,2.02659037,-2.27915181,0.01273027,-0.01881103,0.14944181,-0.29339404,0.01014338,-0.01380434,0.00000000,-0.00000000,1.73413693,-2.08635971,0.42159119,-0.41431576,0.03950324,-0.05341897,1.07051664,-1.14528863
-5.34567284,1.97499171,-2.31884852,0.01342858,-0.01895348,0.14098153,-0.28702539,0.00957282,-0.01392727,0.00000000,-0.00000000,1.66003610,-2.09789495,0.41283685,-0.41315234,0.03800818,-0.05562766,1.04721241,-1.18129080
