energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,5.80187949,0.58535569,0.38308164,0.03405178,0.02681157,0.04494912,0.72000797,0.20174555,3.83134843
-5.99399700,5.72524348,0.58416764,0.38840599,0.03537944,0.02717736,0.04541931,0.72338390,0.20404358,3.74665501
-5.98799400,5.64139290,0.58175244,0.39357827,0.03671678,0.02757221,0.04573496,0.72559083,0.20631094,3.65777205
-5.98199100,5.55130050,0.57814245,0.39871501,0.03805616,0.02798988,0.04590747,0.72672537,0.20852958,3.56537322
-5.97598799,5.45601391,0.57338188,0.40393992,0.03938850,0.02842298,0.04595212,0.72689048,0.21067802,3.47018410
-5.96998499,5.35661145,0.56752589,0.40937867,0.04070332,0.02886314,0.04588754,0.72619143,0.21273122,3.37295086
-5.96398199,5.25416053,0.56063961,0.41515336,0.04198873,0.02930129,0.04573512,0.72473212,0.21466072,3.27441109
-5.95797899,5.14968071,0.55279746,0.42137692,0.04323160,0.02972799,0.04551818,0.72261192,0.21643513,3.17526796
-5.95197599,5.04411263,0.54408242,0.42814779,0.04441779,0.03013379,0.04526111,0.71992309,0.21802102,3.07616891
-5.94597299,4.93829387,0.53458538,0.43554483,0.04553245,0.03050965,0.04498844,0.71674883,0.21938402,2.97768951
-5.93996998,4.83294215,0.52440451,0.44362295,0.04656037,0.03084737,0.04472389,0.71316199,0.22049026,2.88032283
-5.93396698,4.72864576,0.51364449,0.45240937,0.04748642,0.03114003,0.04448943,0.70922420,0.22130795,2.78447417
-5.92796398,4.62586092,0.50241569,0.46190082,0.04829599,0.03138239,0.04430439,0.70498567,0.22180903,2.69046089
-5.92196098,4.52491512,0.49083306,0.47206174,0.04897543,0.03157125,0.04418471,0.70048522,0.22197089,2.59851653
-5.91595798,4.42601543,0.47901485,0.48282357,0.04951252,0.03170576,0.04414220,0.69575080,0.22177795,2.50879856
-5.90995498,4.32926067,0.46708112,0.49408510,0.04989687,0.03178766,0.04418408,0.69080002,0.22122306,2.42139849
-5.90395198,4.23465616,0.45515196,0.50571400,0.05012025,0.03182141,0.04431265,0.68564103,0.22030867,2.33635368
-5.89794897,4.14212988,0.44334559,0.51754941,0.05017689,0.03181427,0.04452508,0.68027331,0.21904768,2.25365958
-5.89194597,4.05154903,0.43177625,0.52940550,0.05006366,0.03177619,0.04481356,0.67468863,0.21746388,2.17328173
-5.88594297,3.96273618,0.42055216,0.54107607,0.04978015,0.03171973,0.04516548,0.66887200,0.21559203,2.09516675
-5.87993997,3.87548431,0.40977340,0.55233975,0.04932867,0.03165978,0.04556392,0.66280264,0.21347756,2.01925172
-5.87393697,3.78957050,0.39953008,0.56296606,0.04871414,0.03161326,0.04598828,0.65645507,0.21117578,1.94547188
-5.86793397,3.70476783,0.38990062,0.57272173,0.04794390,0.03159869,0.04641503,0.64980025,0.20875087,1.87376618
-5.86193097,3.62085575,0.38095048,0.58137738,0.04702740,0.03163576,0.04681863,0.64280691,0.20627444,1.80408103
-5.85592796,3.53762877,0.37273125,0.58871427,0.04597592,0.03174484,0.04717253,0.63544295,0.20382383,1.73637228
-5.84992496,3.45490383,0.36528019,0.59453086,0.04480214,0.03194641,0.04745016,0.62767705,0.20148029,1.67060576
-5.84392196,3.37252635,0.35862024,0.59864893,0.04351979,0.03226052,0.04762597,0.61948036,0.19932681,1.60675668
-5.83791896,3.29037523,0.35276042,0.60091919,0.04214321,0.03270625,0.04767643,0.61082829,0.19744607,1.54480837
-5.83191596,3.20836685,0.34769673,0.60122602,0.04068702,0.03330113,0.04758091,0.60170231,0.19591813,1.48475054
-5.82591296,3.12645799,0.34341323,0.59949119,0.03916573,0.03406060,0.04732245,0.59209165,0.19481824,1.42657743
-5.81990995,3.04464772,0.33988340,0.59567646,0.03759350,0.03499750,0.04688841,0.58199475,0.19421458,1.37028610
-5.81390695,2.96297796,0.33707158,0.58978488,0.03598386,0.03612157,0.04627089,0.57142049,0.19416616,1.31587486
-5.80790395,2.88153270,0.33493444,0.58186070,0.03434957,0.03743898,0.04546696,0.56038891,0.19472074,1.26334204
-5.80190095,2.80043555,0.33342227,0.57198796,0.03270250,0.03895197,0.04447877,0.54893142,0.19591297,1.21268498
-5.79589795,2.71984568,0.33248019,0.56028771,0.03105357,0.04065845,0.04331333,0.53709047,0.19776263,1.16389931
-5.78989495,2.63995194,0.33204904,0.54691395,0.02941277,0.04255178,0.04198223,0.52491861,0.20027324,1.11697826
-5.78389195,2.56096550,0.33206609,0.53204861,0.02778918,0.04462053,0.04050110,0.51247694,0.20343089,1.07191214
-5.77788894,2.48311105,0.33246557,0.51589552,0.02619109,0.04684847,0.03888898,0.49983305,0.20720350,1.02868773
-5.77188594,2.40661724,0.33317894,0.49867388,0.02462604,0.04921460,0.03716764,0.48705865,0.21154053,0.98728775
-5.76588294,2.33170662,0.33413524,0.48061135,0.02310099,0.05169335,0.03536069,0.47422689,0.21637320,0.94769017
-5.75987994,2.25858608,0.33526146,0.46193719,0.02162238,0.05425496,0.03349283,0.46140963,0.22161538,0.90986776
-5.75387694,2.18743822,0.33648303,0.44287567,0.02019629,0.05686605,0.03158901,0.44867495,0.22716507,0.87378765
-5.74787394,2.11841460,0.33772473,0.42364005,0.01882851,0.05949031,0.02967369,0.43608489,0.23290659,0.83941124
-5.74187094,2.05163142,0.33891191,0.40442747,0.01752461,0.06208944,0.02777014,0.42369386,0.23871347,0.80669459
-5.73586793,1.98716816,0.33997231,0.38541484,0.01629007,0.06462425,0.02589990,0.41154763,0.24445201,0.77558923
-5.72986493,1.92506947,0.34083825,0.36675600,0.01513028,0.06705581,0.02408232,0.39968313,0.24998541,0.74604373
-5.72386193,1.86535049,0.34144944,0.34858010,0.01405063,0.06934687,0.02233426,0.38812914,0.25517833,0.71800589
-5.71785893,1.80800527,0.34175605,0.33099127,0.01305650,0.07146317,0.02066995,0.37690762,0.25990185,0.69142558
-5.71185593,1.75301793,0.34172214,0.31406952,0.01215336,0.07337485,0.01910090,0.36603588,0.26403844,0.66625812
-5.70585293,1.70037570,0.34132909,0.29787267,0.01134668,0.07505778,0.01763603,0.35552922,0.26748688,0.64246801
-5.69984992,1.65008307,0.34057891,0.28243918,0.01064203,0.07649469,0.01628181,0.34540393,0.27016681,0.62003279
-5.69384692,1.60217571,0.33949704,0.26779154,0.01004502,0.07767621,0.01504258,0.33568028,0.27202270,0.59894662
-5.68784392,1.55673318,0.33813452,0.25394011,0.00956127,0.07860151,0.01392082,0.32638551,0.27302690,0.57922337
-5.68184092,1.51388917,0.33656920,0.24088696,0.00919639,0.07927872,0.01291754,0.31755617,0.27318178,0.56089884
-5.67583792,1.47383820,0.33490574,0.22862962,0.00895589,0.07972488,0.01203256,0.30923990,0.27252057,0.54403174
-5.66983492,1.43683787,0.33327434,0.21716436,0.00884507,0.07996561,0.01126493,0.30149628,0.27110690,0.52870321
-5.66383192,1.40320621,0.33182798,0.20648891,0.00886892,0.08003426,0.01061316,0.29439663,0.26903299,0.51501470
-5.65782891,1.37331360,0.33073824,0.19660450,0.00903190,0.07997076,0.01007548,0.28802270,0.26641650,0.50308414
-5.65182591,1.34756953,0.33018974,0.18751701,0.00933780,0.07982006,0.00965001,0.28246426,0.26339612,0.49304041
-5.64582291,1.32640462,0.33037342,0.17923739,0.00978941,0.07963031,0.00933485,0.27781564,0.26012615,0.48501627
-5.63981991,1.31024858,0.33147876,0.17178131,0.01038834,0.07945084,0.00912813,0.27417147,0.25677015,0.47914004
-5.63381691,1.29950534,0.33368548,0.16516813,0.01113470,0.07932997,0.00902797,0.27162171,0.25349408,0.47552645
-5.62781391,1.29452679,0.33715494,0.15941938,0.01202681,0.07931281,0.00903235,0.27024638,0.25045921,0.47426706
-5.62181091,1.29558640,0.34202174,0.15455690,0.01306090,0.07943914,0.00913905,0.27011023,0.24781508,0.47542083
-5.61580790,1.30285464,0.34838592,0.15060092,0.01423091,0.07974153,0.00934542,0.27125778,0.24569290,0.47900543
-5.60980490,1.31637762,0.35630625,0.14756811,0.01552824,0.08024363,0.00964823,0.27370893,0.24419971,0.48498974
-5.60380190,1.33606038,0.36579493,0.14547000,0.01694161,0.08095889,0.01004351,0.27745558,0.24341353,0.49328816
-5.59779890,1.36165619,0.37681408,0.14431176,0.01845703,0.08188973,0.01052642,0.28245941,0.24337978,0.50375712
-5.59179590,1.39276268,0.38927429,0.14409165,0.02005782,0.08302713,0.01109113,0.28865111,0.24410912,0.51619411
-5.58579290,1.42882547,0.40303536,0.14480100,0.02172476,0.08435076,0.01173080,0.29593109,0.24557680,0.53033937
