energy_ev,total_up,In_p_up,In_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-5.16558279,1.27032389,0.00591309,0.00559424,1.04985110,0.62478976,0.90837902,0.00000000
-5.15957979,1.19873050,0.00519585,0.00526909,0.98470594,0.58898876,0.85471441,0.00000000
-5.15357679,1.12568090,0.00457550,0.00493532,0.91933538,0.55253546,0.80039786,0.00000000
-5.14757379,1.05173757,0.00404079,0.00459657,0.85421049,0.51569792,0.74580563,0.00000000
-5.14157079,0.97751786,0.00358210,0.00425651,0.78982443,0.47877261,0.69135036,0.00000000
-5.13556778,0.90367184,0.00319152,0.00391878,0.72667893,0.44207285,0.63746548,0.00000000
-5.12956478,0.83086075,0.00286301,0.00358691,0.66527163,0.40591737,0.58459001,0.00000000
-5.12356178,0.75973699,0.00259244,0.00326418,0.60608518,0.37061974,0.53315439,0.00000000
-5.11755878,0.69092649,0.00237771,0.00295361,0.54957844,0.33647889,0.48356788,0.00000000
-5.11155578,0.62501419,0.00221882,0.00265790,0.49618025,0.30377134,0.43620831,0.00000000
-5.10555278,0.56253308,0.00211801,0.00237935,0.44628589,0.27274516,0.39141413,0.00000000
-5.09954977,0.50395714,0.00207984,0.00211994,0.40025650,0.24361586,0.34947934,0.00000000
-5.09354677,0.44969803,0.00211139,0.00188126,0.35842107,0.21656435,0.31065096,0.00000000
-5.08754377,0.40010554,0.00222242,0.00166455,0.32108110,0.19173670,0.27512925,0.00000000
-5.08154077,0.35547136,0.00242553,0.00147078,0.28851728,0.16924561,0.24307011,0.00000000
-5.07553777,0.31603554,0.00273638,0.00130062,0.26099783,0.14917334,0.21458956,0.00000000
-5.06953477,0.28199521,0.00317387,0.00115457,0.23878785,0.13157580,0.18976966,0.00000000
-5.06353177,0.25351455,0.00376029,0.00103296,0.22215898,0.11648731,0.16866547,0.00000000
-5.05752876,0.23073537,0.00452142,0.00093600,0.21139862,0.10392584,0.15131244,0.00000000
-5.05152576,0.21378751,0.00548655,0.00086388,0.20681795,0.09389831,0.13773384,0.00000000
-5.04552276,0.20279805,0.00668841,0.00081677,0.20875795,0.08640545,0.12794747,0.00000000
-5.03951976,0.19789890,0.00816296,0.00079487,0.21759269,0.08144609,0.12197141,0.00000000
-5.03351676,0.19923187,0.00994894,0.00079843,0.23372924,0.07902053,0.11982835,0.00000000
-5.02751376,0.20695075,0.01208736,0.00082776,0.25760358,0.07913270,0.12154808,0.00000000
-5.02151076,0.22122017,0.01462066,0.00088322,0.28967222,0.08179109,0.12716800,0.00000000
-5.01550775,0.24221076,0.01759169,0.00096521,0.33039912,0.08700821,0.13673151,0.00000000
-5.00950475,0.27009076,0.02104244,0.00107410,0.38023806,0.09479874,0.15028426,0.00000000
-5.00350175,0.30501427,0.02501257,0.00121025,0.43961062,0.10517623,0.16786839,0.00000000
-4.99749875,0.34710629,0.02953772,0.00137389,0.50888024,0.11814870,0.18951488,0.00000000
-4.99149575,0.39644541,0.03464770,0.00156505,0.58832329,0.13371317,0.21523446,0.00000000
-4.98549275,0.45304472,0.04036454,0.00178354,0.67809802,0.15184961,0.24500754,0.00000000
-4.97948974,0.51683193,0.04670055,0.00202880,0.77821288,0.17251436,0.27877351,0.00000000
-4.97348674,0.58762992,0.05365646,0.00229988,0.88849576,0.19563373,0.31642027,0.00000000
-4.96748374,0.66513864,0.06121969,0.00259534,1.00856576,0.22109797,0.35777448,0.00000000
-4.96148074,0.74891996,0.06936298,0.00291322,1.13780938,0.24875614,0.40259327,0.00000000
-4.95547774,0.83838633,0.07804327,0.00325094,1.27536302,0.27841227,0.45055805,0.00000000
-4.94947474,0.93279464,0.08720124,0.00360537,1.42010328,0.30982319,0.50127113,0.00000000
-4.94347174,1.03124611,0.09676130,0.00397274,1.57064680,0.34269837,0.55425549,0.00000000
-4.93746873,1.13269295,0.10663229,0.00434872,1.72536050,0.37670200,0.60895824,0.00000000
-4.93146573,1.23595225,0.11670884,0.00472846,1.88238308,0.41145744,0.66475792,0.00000000
-4.92546273,1.33972703,0.12687346,0.00510669,2.03965790,0.44655398,0.72097558,0.00000000
-4.91945973,1.44263424,0.13699926,0.00547778,2.19497668,0.48155590,0.77688959,0.00000000
-4.91345673,1.54323878,0.14695327,0.00583593,2.34603305,0.51601341,0.83175354,0.00000000
-4.90745373,1.64009249,0.15660026,0.00617529,2.49048413,0.54947518,0.88481675,0.00000000
-4.90145073,1.73177643,0.16580688,0.00649015,2.62601791,0.58150181,0.93534638,0.00000000
-4.89544772,1.81694472,0.17444592,0.00677505,2.75042367,0.61167971,0.98265029,0.00000000
-4.88944472,1.89436781,0.18240064,0.00702504,2.86166238,0.63963458,1.02609937,0.00000000
-4.88344172,1.96297305,0.18956870,0.00723577,2.95793364,0.66504392,1.06514831,0.00000000
-4.87743872,2.02188049,0.19586578,0.00740366,3.03773616,0.68764770,1.09935360,0.00000000
-4.87143572,2.07043199,0.20122850,0.00752601,3.09991857,0.70725673,1.12838777,0.00000000
-4.86543272,2.10821197,0.20561648,0.00760113,3.14371798,0.72375804,1.15204898,0.00000000
-4.85942971,2.13505857,0.20901366,0.00762835,3.16878430,0.73711709,1.17026549,0.00000000
-4.85342671,2.15106471,0.21142846,0.00760804,3.17518891,0.74737649,1.18309440,0.00000000
-4.84742371,2.15656863,0.21289306,0.00754164,3.16341737,0.75465128,1.19071495,0.00000000
-4.84142071,2.15213466,0.21346169,0.00743155,3.13434632,0.75912105,1.19341649,0.00000000
-4.83541771,2.13852507,0.21320812,0.00728106,3.08920603,0.76101932,1.19158184,0.00000000
-4.82941471,2.11666459,0.21222246,0.00709424,3.02953047,0.76062065,1.18566695,0.00000000
-4.82341171,2.08759968,0.21060740,0.00687575,2.95709762,0.75822650,1.17617800,0.00000000
-4.81740870,2.05245461,0.20847436,0.00663075,2.87386319,0.75415029,1.16364711,0.00000000
-4.81140570,2.01238692,0.20593939,0.00636467,2.78189115,0.74870292,1.14860829,0.00000000
-4.80540270,1.96854465,0.20311947,0.00608305,2.68328454,0.74217933,1.13157469,0.00000000
-4.79939970,1.92202738,0.20012911,0.00579140,2.58011996,0.73484692,1.11301856,0.00000000
-4.79339670,1.87385320,0.19707755,0.00549505,2.47438865,0.72693655,1.09335491,0.00000000
-4.78739370,1.82493300,0.19406671,0.00519899,2.36794654,0.71863646,1.07292967,0.00000000
-4.78139070,1.77605294,0.19118992,0.00490779,2.26247512,0.71008948,1.05201278,0.00000000
-4.77538769,1.72786560,0.18853135,0.00462555,2.15945396,0.70139340,1.03079649,0.00000000
-4.76938469,1.68088949,0.18616634,0.00435577,2.06014523,0.69260445,1.00939847,0.00000000
-4.76338169,1.63551625,0.18416217,0.00410143,1.96558958,0.68374340,0.98786953,0.00000000
-4.75737869,1.59202425,0.18257946,0.00386490,1.87661215,0.67480376,0.96620480,0.00000000
-4.75137569,1.55059694,0.18147371,0.00364802,1.79383696,0.66576132,0.94435778,0.00000000
-4.74537269,1.51134426,0.18089698,0.00345211,1.71770763,0.65658425,0.92225577,0.00000000
-4.73936968,1.47432497,0.18089939,0.00327803,1.64851182,0.64724306,0.89981586,0.00000000
-4.73336668,1.43956818,0.18153029,0.00312621,1.58640734,0.63771948,0.87696003,0.00000000
-4.72736368,1.40709232,0.18283883,0.00299674,1.53144737,0.62801374,0.85362854,0.00000000
-4.72136068,1.37692006,0.18487401,0.00288939,1.48360322,0.61814971,0.82979070,0.00000000
-4.71535768,1.34908831,0.18768385,0.00280369,1.44278274,0.60817739,0.80545230,0.00000000
-4.70935468,1.32365267,0.19131402,0.00273890,1.40884384,0.59817286,0.78065953,0.00000000
-4.70335168,1.30068628,0.19580559,0.00269412,1.38160235,0.58823545,0.75549909,0.00000000
-4.69734867,1.28027342,0.20119240,0.00266823,1.36083446,0.57848263,0.73009490,0.00000000
-4.69134567,1.26249868,0.20749794,0.00265995,1.34627454,0.56904280,0.70460157,0.00000000
-4.68534267,1.24743293,0.21473202,0.00266782,1.33760904,0.56004679,0.67919555,0.00000000
-4.67933967,1.23511729,0.22288755,0.00269020,1.33446818,0.55161845,0.65406451,0.00000000
-4.67333667,1.22554676,0.23193752,0.00272526,1.33641673,0.54386522,0.62939586,0.00000000
-4.66733367,1.21865493,0.24183255,0.00277100,1.34294563,0.53686931,0.60536540,0.00000000
-4.66133067,1.21430131,0.25249908,0.00282524,1.35346576,0.53068010,0.58212668,0.00000000
-4.65532766,1.21226229,0.26383852,0.00288564,1.36730540,0.52530832,0.55980209,0.00000000
-4.64932466,1.21222679,0.27572734,0.00294971,1.38371205,0.52072243,0.53847600,0.00000000
-4.64332166,1.21379708,0.28801826,0.00301487,1.40185953,0.51684742,0.51819053,0.00000000
-4.63731866,1.21649502,0.30054246,0.00307850,1.42086029,0.51356618,0.49894403,0.00000000
-4.63131566,1.21977345,0.31311284,0.00313794,1.43978276,0.51072326,0.48069241,0.00000000
-4.62531266,1.22303221,0.32552810,0.00319062,1.45767312,0.50813088,0.46335291,0.00000000
-4.61930965,1.22563788,0.33757763,0.00323409,1.47358048,0.50557679,0.44681029,0.00000000
-4.61330665,1.22694624,0.34904684,0.00326611,1.48658422,0.50283342,0.43092466,0.00000000
-4.60730365,1.22632613,0.35972284,0.00328469,1.49582198,0.49966800,0.41554053,0.00000000
-4.60130065,1.22318340,0.36940021,0.00328818,1.50051697,0.49585280,0.40049652,0.00000000
-4.59529765,1.21698369,0.37788657,0.00327533,1.50000305,0.49117522,0.38563498,0.00000000
-4.58929465,1.20727292,0.38500789,0.00324530,1.49374626,0.48544698,0.37081110,0.00000000
-4.58329165,1.19369446,0.39061323,0.00319771,1.48136179,0.47851212,0.35590091,0.00000000
-4.57728864,1.17600216,0.39457881,0.00313263,1.46262561,0.47025348,0.34080780,0.00000000
-4.57128564,1.15406903,0.39681138,0.00305064,1.43748024,0.46059733,0.32546740,0.00000000
-4.56528264,1.12789097,0.39725074,0.00295271,1.40603451,0.44951614,0.30985049,0.00000000
-4.55927964,1.09758610,0.39587146,0.00284025,1.36855768,0.43702941,0.29396408,0.00000000
-4.55327664,1.06338955,0.39268379,0.00271502,1.32546829,0.42320283,0.27785067,0.00000000
-4.54727364,1.02564469,0.38773377,0.00257907,1.27731857,0.40814571,0.26158589,0.00000000
-4.54127064,0.98479112,0.38110270,0.00243470,1.22477527,0.39200721,0.24527487,0.00000000
-4.53526763,0.94135049,0.37290594,0.00228436,1.16859816,0.37497149,0.22904752,0.00000000
-4.52926463,0.89591074,0.36329123,0.00213059,1.10961708,0.35725216,0.21305319,0.00000000
-4.52326163,0.84910980,0.35243651,0.00197596,1.04870868,0.33908635,0.19745494,0.00000000
-4.51725863,0.80161929,0.34054738,0.00182297,0.98677388,0.32072865,0.18242385,0.00000000
-4.51125563,0.75412889,0.32785422,0.00167404,0.92471667,0.30244526,0.16813347,0.00000000
-4.50525263,0.70733195,0.31460912,0.00153144,0.86342510,0.28450836,0.15475479,0.00000000
-4.49924962,0.66191253,0.30108246,0.00139724,0.80375469,0.26719102,0.14245175,0.00000000
-4.49324662,0.61853417,0.28755934,0.00127329,0.74651452,0.25076262,0.13137745,0.00000000
-4.48724362,0.57783030,0.27433580,0.00116122,0.69245614,0.23548474,0.12167096,0.00000000
-4.48124062,0.54039626,0.26171478,0.00106240,0.64226486,0.22160762,0.11345488,0.00000000
-4.47523762,0.50678266,0.25000189,0.00097796,0.59655351,0.20936703,0.10683331,0.00000000
-4.46923462,0.47748989,0.23950093,0.00090879,0.55585788,0.19898138,0.10189040,0.00000000
-4.46323162,0.45296335,0.23050913,0.00085555,0.52063379,0.19064912,0.09868916,0.00000000
-4.45722861,0.43358922,0.22331218,0.00081867,0.49125502,0.18454616,0.09727044,0.00000000
-4.45122561,0.41969033,0.21817899,0.00079838,0.46801190,0.18082331,0.09765215,0.00000000
-4.44522261,0.41152209,0.21535623,0.00079472,0.45111020,0.17960366,0.09982839,0.00000000
-4.43921961,0.40926825,0.21506277,0.00080755,0.44066996,0.18097983,0.10376866,0.00000000
-4.43321661,0.41303641,0.21748389,0.00083654,0.43672426,0.18501113,0.10941714,0.00000000
-4.42721361,0.42285348,0.22276572,0.00088122,0.43921787,0.19172073,0.11669200,0.00000000
-4.42121061,0.43866117,0.23100965,0.00094093,0.44800596,0.20109284,0.12548486,0.00000000
-4.41520760,0.46031181,0.24226720,0.00101487,0.46285288,0.21307023,0.13566065,0.00000000
-4.40920460,0.48756492,0.25653536,0.00110208,0.48343173,0.22755199,0.14705779,0.00000000
-4.40320160,0.52008478,0.27375269,0.00120144,0.50932459,0.24439209,0.15948904,0.00000000
-4.39719860,0.55743967,0.29379643,0.00131167,0.54002432,0.26339862,0.17274301,0.00000000
-4.39119560,0.59910304,0.31648084,0.00143134,0.57493790,0.28433413,0.18658656,0.00000000
-4.38519260,0.64445710,0.34155697,0.00155888,0.61339206,0.30691723,0.20076801,0.00000000
-4.37918959,0.69279912,0.36871418,0.00169260,0.65464111,0.33082552,0.21502140,0.00000000
-4.37318659,0.74335074,0.39758343,0.00183066,0.69787755,0.35570002,0.22907156,0.00000000
-4.36718359,0.79527038,0.42774263,0.00197117,0.74224516,0.38115119,0.24264003,0.00000000
-4.36118059,0.84766863,0.45872391,0.00211214,0.78685471,0.40676645,0.25545164,0.00000000
-4.35517759,0.89962656,0.49002299,0.00225157,0.83080199,0.43211905,0.26724154,0.00000000
-4.34917459,0.95021650,0.52111029,0.00238746,0.87318764,0.45677830,0.27776243,0.00000000
-4.34317159,0.99852477,0.55144376,0.00251787,0.91313847,0.48032068,0.28679169,0.00000000
-4.33716858,1.04367580,0.58048301,0.00264094,0.94982934,0.50234167,0.29413821,0.00000000
-4.33116558,1.08485669,0.60770435,0.00275498,0.98250505,0.52246786,0.29964835,0.00000000
-4.32516258,1.12134157,0.63261624,0.00285848,1.01050132,0.54036889,0.30321114,0.00000000
-4.31915958,1.15251468,0.65477468,0.00295019,1.03326409,0.55576888,0.30476208,0.00000000
-4.31315658,1.17789129,0.67379792,0.00302913,1.05036630,0.56845676,0.30428560,0.00000000
-4.30715358,1.19713571,0.68937985,0.00309467,1.06152146,0.57829521,0.30181595,0.00000000
