energy_ev,total_up,P_s_up,P_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.74187094,1.02588713,0.00381121,0.02480108,0.01116818,0.64584121,0.45255557,0.24243905
-5.73586793,0.92855704,0.00350044,0.02315852,0.01040503,0.58456091,0.40844665,0.22045846
-5.72986493,0.84224391,0.00324755,0.02181853,0.00973635,0.53017864,0.36906220,0.20106142
-5.72386193,0.76709536,0.00305237,0.02079521,0.00916709,0.48278442,0.33442396,0.18429427
-5.71785893,0.70311114,0.00291422,0.02009981,0.00870098,0.44237558,0.30448249,0.17016955
-5.71185593,0.65016471,0.00283200,0.01974084,0.00834059,0.40887034,0.27912809,0.15867063
-5.70585293,0.60802403,0.00280433,0.01972414,0.00808737,0.38212098,0.25820173,0.14975601
-5.69984992,0.57637084,0.00282968,0.02005278,0.00794165,0.36192620,0.24150573,0.14336322
-5.69384692,0.55481805,0.00290650,0.02072697,0.00790265,0.34804216,0.22881379,0.13941232
-5.68784392,0.54292463,0.00303334,0.02174385,0.00796846,0.34019211,0.21988030,0.13780871
-5.68184092,0.54020827,0.00320896,0.02309717,0.00813605,0.33807459,0.21444873,0.13844551
-5.67583792,0.54615573,0.00343243,0.02477706,0.00840122,0.34137015,0.21225917,0.14120539
-5.66983492,0.56023109,0.00370321,0.02676968,0.00875858,0.34974684,0.21305482,0.14596199
-5.66383192,0.58188248,0.00402122,0.02905695,0.00920158,0.36286465,0.21658769,0.15258104
-5.65782891,0.61054746,0.00438691,0.03161640,0.00972247,0.38037901,0.22262332,0.16092130
-5.65182591,0.64565753,0.00480123,0.03442105,0.01031235,0.40194383,0.23094468,0.17083545
-5.64582291,0.68664220,0.00526565,0.03743948,0.01096125,0.42721406,0.24135524,0.18217099
-5.63981991,0.73293284,0.00578213,0.04063606,0.01165821,0.45584807,0.25368115,0.19477133
-5.63381691,0.78396655,0.00635302,0.04397133,0.01239143,0.48750987,0.26777260,0.20847697
-5.62781391,0.83919010,0.00698096,0.04740263,0.01314846,0.52187139,0.28350424,0.22312702
-5.62181091,0.89806397,0.00766876,0.05088483,0.01391635,0.55861460,0.30077468,0.23856082
-5.61580790,0.96006637,0.00841917,0.05437129,0.01468200,0.59743347,0.31950497,0.25461982
-5.60980490,1.02469701,0.00923474,0.05781495,0.01543232,0.63803581,0.33963611,0.27114956
-5.60380190,1.09148032,0.01011754,0.06116944,0.01615460,0.68014456,0.36112547,0.28800158
-5.59779890,1.15996796,0.01106892,0.06439037,0.01683674,0.72349861,0.38394227,0.30503537
-5.59179590,1.22974019,0.01208928,0.06743648,0.01746759,0.76785287,0.40806215,0.32212006
-5.58579290,1.30040597,0.01317780,0.07027084,0.01803719,0.81297750,0.43346098,0.33913581
-5.57978989,1.37160151,0.01433222,0.07286185,0.01853701,0.85865630,0.46010810,0.35597482
-5.57378689,1.44298739,0.01554863,0.07518412,0.01896019,0.90468415,0.48795925,0.37254190
-5.56778389,1.51424413,0.01682131,0.07721912,0.01930169,0.95086362,0.51694959,0.38875449
-5.56178089,1.58506648,0.01814266,0.07895563,0.01955839,0.99700092,0.54698695,0.40454225
-5.55577789,1.65515675,0.01950313,0.08038984,0.01972915,1.04290143,0.57794595,0.41984607
-5.54977489,1.72421764,0.02089126,0.08152525,0.01981482,1.08836502,0.60966316,0.43461676
-5.54377189,1.79194500,0.02229384,0.08237232,0.01981821,1.13318158,0.64193372,0.44881337
-5.53776888,1.85802120,0.02369606,0.08294780,0.01974393,1.17712713,0.67450983,0.46240133
-5.53176588,1.92210962,0.02508179,0.08327396,0.01959829,1.21996077,0.70710112,0.47535053
-5.52576288,1.98385087,0.02643396,0.08337755,0.01938913,1.26142297,0.73937733,0.48763350
-5.51975988,2.04286119,0.02773491,0.08328875,0.01912555,1.30123535,0.77097315,0.49922381
-5.51375688,2.09873340,0.02896686,0.08304002,0.01881773,1.33910221,0.80149519,0.51009482
-5.50775388,2.15104061,0.03011234,0.08266490,0.01847668,1.37471391,0.83053096,0.52021890
-5.50175088,2.19934278,0.03115472,0.08219699,0.01811400,1.40775207,0.85765950,0.52956720
-5.49574787,2.24319584,0.03207860,0.08166886,0.01774165,1.43789649,0.88246319,0.53810995
-5.48974487,2.28216322,0.03287026,0.08111126,0.01737168,1.46483349,0.90454042,0.54581733
-5.48374187,2.31582913,0.03351805,0.08055232,0.01701610,1.48826537,0.92351839,0.55266080
-5.47773887,2.34381300,0.03401265,0.08001706,0.01668661,1.50792050,0.93906553,0.55861491
-5.47173587,2.36578436,0.03434733,0.07952697,0.01639443,1.52356354,0.95090296,0.56365930
-5.46573287,2.38147728,0.03451809,0.07909980,0.01615018,1.53500529,0.95881450,0.56778089
-5.45972986,2.39070350,0.03452368,0.07874950,0.01596364,1.54211158,0.96265462,0.57097599
-5.45372686,2.39336362,0.03436563,0.07848622,0.01584367,1.54481064,0.96235409,0.57325221
-5.44772386,2.38945552,0.03404809,0.07831651,0.01579804,1.54309867,0.95792299,0.57462996
-5.44172086,2.37907942,0.03357765,0.07824349,0.01583326,1.53704300,0.94945095,0.57514349
-5.43571786,2.36243927,0.03296311,0.07826708,0.01595452,1.52678283,0.93710468,0.57484115
-5.42971486,2.33984028,0.03221518,0.07838429,0.01616548,1.51252720,0.92112279,0.57378505
-5.42371186,2.31168240,0.03134614,0.07858946,0.01646820,1.49455044,0.90180832,0.57204980
-5.41770885,2.27845018,0.03036952,0.07887447,0.01686300,1.47318497,0.87951923,0.56972063
-5.41170585,2.24069925,0.02929974,0.07922898,0.01734838,1.44881194,0.85465731,0.56689064
-5.40570285,2.19904008,0.02815173,0.07964055,0.01792093,1.42185001,0.82765607,0.56365750
-5.39969985,2.15411965,0.02694069,0.08009486,0.01857528,1.39274277,0.79896810,0.56011974
-5.39369685,2.10660199,0.02568169,0.08057579,0.01930409,1.36194526,0.76905240,0.55637259
-5.38769385,2.05714826,0.02438947,0.08106563,0.02009806,1.32991041,0.73836226,0.55250393
-5.38169085,2.00639755,0.02307820,0.08154520,0.02094602,1.29707570,0.70733414,0.54859024
-5.37568784,1.95494900,0.02176126,0.08199409,0.02183503,1.26385093,0.67637790,0.54469296
-5.36968484,1.90334625,0.02045111,0.08239091,0.02275059,1.23060745,0.64586867,0.54085550
-5.36368184,1.85206476,0.01915918,0.08271362,0.02367684,1.19766932,0.61614070,0.53710098
-5.35767884,1.80150260,0.01789576,0.08293991,0.02459686,1.16530689,0.58748312,0.53343089
-5.35167584,1.75197506,0.01667000,0.08304767,0.02549301,1.13373292,0.56013778,0.52982489
-5.34567284,1.70371310,0.01548983,0.08301553,0.02634729,1.10310142,0.53429896,0.52624167
-5.33966983,1.65686589,0.01436201,0.08282340,0.02714179,1.07350906,0.51011493,0.52262088
-5.33366683,1.61150672,0.01329216,0.08245313,0.02785909,1.04499926,0.48769097,0.51888623
-5.32766383,1.56764232,0.01228477,0.08188908,0.02848274,1.01756828,0.46709366,0.51494935
-5.32166083,1.52522460,0.01134328,0.08111872,0.02899764,0.99117331,0.44835609,0.51071447
-5.31565783,1.48416430,0.01047015,0.08013320,0.02939052,0.96574170,0.43148359,0.50608356
-5.30965483,1.44434563,0.00966694,0.07892778,0.02965027,0.94118108,0.41645970,0.50096172
-5.30365183,1.40564107,0.00893436,0.07750222,0.02976829,0.91738958,0.40325201,0.49526247
-5.29764882,1.36792556,0.00827236,0.07586097,0.02973870,0.89426577,0.39181755,0.48891274
-5.29164582,1.33108914,0.00768022,0.07401326,0.02955860,0.87171753,0.38210750,0.48185725
-5.28564282,1.29504764,0.00715660,0.07197303,0.02922807,0.84966970,0.37407112,0.47406202
-5.27963982,1.25975064,0.00669963,0.06975862,0.02875023,0.82806994,0.36765854,0.46551689
-5.27363682,1.22518662,0.00630693,0.06739241,0.02813112,0.80689263,0.36282267,0.45623687
-5.26763382,1.19138498,0.00597571,0.06490023,0.02737954,0.78614070,0.35952000,0.44626229
-5.26163082,1.15841519,0.00570277,0.06231072,0.02650676,0.76584551,0.35771056,0.43565778
-5.25562781,1.12638319,0.00548460,0.05965450,0.02552622,0.74606476,0.35735707,0.42451015
-5.24962481,1.09542550,0.00531740,0.05696337,0.02445313,0.72687894,0.35842359,0.41292532
-5.24362181,1.06570177,0.00519711,0.05426946,0.02330404,0.70838647,0.36087375,0.40102453
-5.23761881,1.03738615,0.00511948,0.05160441,0.02209636,0.69069812,0.36466899,0.38894008
-5.23161581,1.01065842,0.00508015,0.04899854,0.02084795,0.67393116,0.36976686,0.37681079
-5.22561281,0.98569542,0.00507466,0.04648022,0.01957666,0.65820357,0.37611970,0.36477757
-5.21960980,0.96266346,0.00509857,0.04407527,0.01829988,0.64362888,0.38367381,0.35297925
-5.21360680,0.94171216,0.00514754,0.04180653,0.01703422,0.63031191,0.39236924,0.34154895
-5.20760380,0.92297011,0.00521739,0.03969359,0.01579514,0.61834570,0.40214022,0.33061110
-5.20160080,0.90654259,0.00530424,0.03775263,0.01459671,0.60780967,0.41291627,0.32027930
-5.19559780,0.89251121,0.00540459,0.03599646,0.01345145,0.59876924,0.42462374,0.31065497
-5.18959480,0.88093556,0.00551543,0.03443466,0.01237014,0.59127653,0.43718790,0.30182693
-5.18359180,0.87185633,0.00563431,0.03307380,0.01136183,0.58537230,0.45053516,0.29387159
-5.17758879,0.86529961,0.00575947,0.03191783,0.01043379,0.58108848,0.46459528,0.28685391
-5.17158579,0.86128177,0.00588988,0.03096839,0.00959156,0.57845128,0.47930338,0.28082871
-5.16558279,0.85981447,0.00602527,0.03022525,0.00883908,0.57748424,0.49460161,0.27584233
-5.15957979,0.86090916,0.00616618,0.02968666,0.00817876,0.57821115,0.51044008,0.27193429
-5.15357679,0.86458065,0.00631395,0.02934971,0.00761168,0.58065817,0.52677723,0.26913886
-5.14757379,0.87084926,0.00647065,0.02921057,0.00713766,0.58485523,0.54357926,0.26748638
-5.14157079,0.87974146,0.00663901,0.02926469,0.00675548,0.59083627,0.56081899,0.26700402
-5.13556778,0.89128864,0.00682232,0.02950690,0.00646300,0.59863834,0.57847382,0.26771618
-5.12956478,0.90552429,0.00702428,0.02993142,0.00625726,0.60829956,0.59652332,0.26964420
-5.12356178,0.92247955,0.00724886,0.03053179,0.00613463,0.61985606,0.61494636,0.27280559
-5.11755878,0.94217757,0.00750009,0.03130077,0.00609087,0.63333808,0.63371822,0.27721270
-5.11155578,0.96462717,0.00778185,0.03223016,0.00612124,0.64876550,0.65280774,0.28287108
-5.10555278,0.98981606,0.00809774,0.03331065,0.00622053,0.66614319,0.67217502,0.28977748
-5.09954977,1.01770443,0.00845081,0.03453168,0.00638313,0.68545644,0.69176961,0.29791782
-5.09354677,1.04821926,0.00884342,0.03588131,0.00660305,0.70666688,0.71152968,0.30726519
-5.08754377,1.08124988,0.00927710,0.03734623,0.00687400,0.72970927,0.73138204,0.31777807
-5.08154077,1.11664520,0.00975240,0.03891183,0.00718940,0.75448925,0.75124331,0.32939898
-5.07553777,1.15421288,0.01026880,0.04056232,0.00754245,0.78088251,0.77102201,0.34205357
-5.06953477,1.19372058,0.01082470,0.04228105,0.00792617,0.80873529,0.79062170,0.35565036
-5.06353177,1.23489938,0.01141738,0.04405089,0.00833352,0.83786630,0.80994479,0.37008119
-5.05752876,1.27744912,0.01204309,0.04585465,0.00875742,0.86807009,0.82889699,0.38522222
-5.05152576,1.32104554,0.01269711,0.04767563,0.00919089,0.89912152,0.84739203,0.40093571
-5.04552276,1.36534869,0.01337389,0.04949818,0.00962715,0.93078132,0.86535630,0.41707232
-5.03951976,1.41001228,0.01406722,0.05130828,0.01005967,0.96280226,0.88273329,0.43347389
-5.03351676,1.45469335,0.01477044,0.05309401,0.01048234,0.99493567,0.89948733,0.44997663
-5.02751376,1.49906177,0.01547665,0.05484603,0.01088954,1.02693796,0.91560645,0.46641445
-5.02151076,1.54280893,0.01617891,0.05655797,0.01127618,1.05857674,0.93110419,0.48262237
-5.01550775,1.58565530,0.01687052,0.05822657,0.01163785,1.08963623,0.94602014,0.49843984
-5.00950475,1.62735622,0.01754519,0.05985183,0.01197077,1.11992172,0.96041915,0.51371380
-5.00350175,1.66770590,0.01819725,0.06143685,0.01227190,1.14926277,0.97438922,0.52830137
-4.99749875,1.70653912,0.01882180,0.06298767,0.01253887,1.17751504,0.98803815,0.54207209
-4.99149575,1.74373087,0.01941483,0.06451280,0.01276999,1.20456079,1.00148909,0.55490961
-4.98549275,1.77919388,0.01997329,0.06602277,0.01296420,1.23030795,1.01487521,0.56671288
-4.97948974,1.81287428,0.02049513,0.06752951,0.01312101,1.25468793,1.02833372,0.57739673
-4.97348674,1.84474575,0.02097923,0.06904567,0.01324039,1.27765250,1.04199963,0.58689202
-4.96748374,1.87480266,0.02142536,0.07058395,0.01332275,1.29916972,1.05599949,0.59514532
-4.96148074,1.90305250,0.02183401,0.07215642,0.01336877,1.31921960,1.07044540,0.60211832
-4.95547774,1.92950837,0.02220626,0.07377393,0.01337937,1.33778949,1.08542967,0.60778693
-4.94947474,1.95418190,0.02254357,0.07544558,0.01335564,1.35486974,1.10102031,0.61214036
-4.94347174,1.97707706,0.02284755,0.07717829,0.01329872,1.37044994,1.11725756,0.61518013
-4.93746873,1.99818545,0.02311974,0.07897655,0.01320982,1.38451585,1.13415163,0.61691924
-4.93146573,2.01748311,0.02336144,0.08084228,0.01309015,1.39704747,1.15168168,0.61738142
-4.92546273,2.03492925,0.02357343,0.08277482,0.01294091,1.40801822,1.16979606,0.61660065
-4.91945973,2.05046696,0.02375592,0.08477104,0.01276331,1.41739529,1.18841371,0.61462088
-4.91345673,2.06402562,0.02390835,0.08682560,0.01255858,1.42514125,1.20742670,0.61149593
-4.90745373,2.07552512,0.02402938,0.08893123,0.01232800,1.43121667,1.22670358,0.60728959
-4.90145073,2.08488137,0.02411684,0.09107915,0.01207295,1.43558364,1.24609352,0.60207578
-4.89544772,2.09201281,0.02416785,0.09325937,0.01179494,1.43820987,1.26543082,0.59593869
-4.88944472,2.09684749,0.02417886,0.09546119,0.01149566,1.43907316,1.28453982,0.58897285
-4.88344172,2.09933015,0.02414589,0.09767350,0.01117700,1.43816590,1.30323976,0.58128298
-4.87743872,2.09942902,0.02406470,0.09988516,0.01084107,1.43549912,1.32134957,0.57298353
-4.87143572,2.09714172,0.02393102,0.10208528,0.01049024,1.43110612,1.33869241,0.56419786
-4.86543272,2.09250000,0.02374085,0.10426346,0.01012709,1.42504506,1.35509974,0.55505692
-4.85942971,2.08557300,0.02349071,0.10640998,0.00975444,1.41740054,1.37041505,0.54569756
-4.85342671,2.07646880,0.02317789,0.10851600,0.00937529,1.40828394,1.38449696,0.53626027
-4.84742371,2.06533425,0.02280068,0.11057369,0.00899277,1.39783246,1.39722191,0.52688660
-4.84142071,2.05235297,0.02235858,0.11257635,0.00861011,1.38620685,1.40848627,0.51771609
-4.83541771,2.03774175,0.02185241,0.11451858,0.00823055,1.37358802,1.41820797,0.50888305
-4.82941471,2.02174540,0.02128443,0.11639640,0.00785729,1.36017249,1.42632767,0.50051318
-4.82341171,2.00463047,0.02065834,0.11820747,0.00749342,1.34616708,1.43280947,0.49272015
-4.81740870,1.98667798,0.01997927,0.11995123,0.00714185,1.33178299,1.43764116,0.48560239
-4.81140570,1.96817566,0.01925365,0.12162912,0.00680525,1.31722959,1.44083406,0.47924015
-4.80540270,1.94940989,0.01848909,0.12324472,0.00648602,1.30270815,1.44242237,0.47369305
-4.79939970,1.93065780,0.01769417,0.12480391,0.00618621,1.28840588,1.44246214,0.46899817
-4.79339670,1.91217977,0.01687823,0.12631492,0.00590753,1.27449050,1.44102963,0.46516882
-4.78739370,1.89421258,0.01605110,0.12778830,0.00565129,1.26110555,1.43821932,0.46219407
-4.78139070,1.87696352,0.01522286,0.12923680,0.00541842,1.24836665,1.43414132,0.46003904
-4.77538769,1.86060547,0.01440356,0.13067505,0.00520948,1.23635884,1.42891838,0.45864599
-4.76938469,1.84527320,0.01360298,0.13211914,0.00502461,1.22513500,1.42268241,0.45793610
-4.76338169,1.83106080,0.01283041,0.13358601,0.00486364,1.21471553,1.41557071,0.45781194
-4.75737869,1.81802039,0.01209445,0.13509269,0.00472604,1.20508900,1.40772181,0.45816049
-4.75137569,1.80616181,0.01140282,0.13665545,0.00461100,1.19621388,1.39927125,0.45885656
-4.74537269,1.79545353,0.01076227,0.13828883,0.00451744,1.18802116,1.39034727,0.45976653
-4.73936968,1.78582439,0.01017842,0.14000459,0.00444404,1.18041762,1.38106665,0.46075224
-4.73336668,1.77716621,0.00965577,0.14181075,0.00438934,1.17328969,1.37153077,0.46167476
-4.72736368,1.76933714,0.00919762,0.14371059,0.00435171,1.16650761,1.36182216,0.46239819
-4.72136068,1.76216553,0.00880606,0.14570186,0.00432943,1.15992983,1.35200164,0.46279306
-4.71535768,1.75545435,0.00848202,0.14777614,0.00432074,1.15340737,1.34210607,0.46273943
-4.70935468,1.74898611,0.00822527,0.14991839,0.00432386,1.14678817,1.33214711,0.46212961
-4.70335168,1.74252800,0.00803449,0.15210687,0.00433705,1.13992117,1.32211075,0.46087032
-4.69734867,1.73583750,0.00790732,0.15431330,0.00435864,1.13266020,1.31195796,0.45888452
-4.69134567,1.72866822,0.00784045,0.15650331,0.00438706,1.12486759,1.30162636,0.45611268
-4.68534267,1.72077609,0.00782969,0.15863731,0.00442092,1.11641756,1.29103289,0.45251372
-4.67933967,1.71192576,0.00787002,0.16067155,0.00445898,1.10719932,1.28007764,0.44806546
-4.67333667,1.70189730,0.00795576,0.16255949,0.00450021,1.09712009,1.26864847,0.44276492
-4.66733367,1.69049306,0.00808062,0.16425336,0.00454383,1.08610786,1.25662668,0.43662822
-4.66133067,1.67754460,0.00823784,0.16570589,0.00458930,1.07411413,1.24389328,0.42969036
-4.65532766,1.66291959,0.00842029,0.16687206,0.00463635,1.06111653,1.23033586,0.42200477
-4.64932466,1.64652855,0.00862064,0.16771088,0.00468499,1.04712123,1.21585576,0.41364273
-4.64332166,1.62833107,0.00883149,0.16818708,0.00473547,1.03216530,1.20037533,0.40469273
-4.63731866,1.60834142,0.00904554,0.16827261,0.00478833,1.01631870,1.18384492,0.39525957
-4.63131566,1.58663319,0.00925570,0.16794790,0.00484435,0.99968587,1.16624938,0.38546336
-4.62531266,1.56334264,0.00945532,0.16720287,0.00490451,0.98240685,1.14761364,0.37543839
-4.61930965,1.53867056,0.00963830,0.16603757,0.00496999,0.96465766,1.12800716,0.36533173
-4.61330665,1.51288236,0.00979925,0.16446241,0.00504213,0.94664980,1.10754688,0.35530157
-4.60730365,1.48630616,0.00993363,0.16249804,0.00512236,0.92862884,1.08639846,0.34551541
-4.60130065,1.45932883,0.01003787,0.16017489,0.00521217,0.91087186,1.06477561,0.33614787
-4.59529765,1.43238993,0.01010945,0.15753220,0.00531305,0.89368382,1.04293741,0.32737834
-4.58929465,1.40597357,0.01014698,0.15461691,0.00542645,0.87739273,1.02118364,0.31938838
-4.58329165,1.38059854,0.01015026,0.15148218,0.00555371,0.86234391,0.99984819,0.31235891
-4.57728864,1.35680683,0.01012023,0.14818570,0.00569604,0.84889319,0.97929075,0.30646739
-4.57128564,1.33515114,0.01005902,0.14478791,0.00585445,0.83739961,0.95988716,0.30188485
-4.56528264,1.31618168,0.00996986,0.14135023,0.00602972,0.82821754,0.94201876,0.29877311
-4.55927964,1.30043292,0.00985705,0.13793325,0.00622238,0.82168882,0.92606124,0.29728209
-4.55327664,1.28841085,0.00972581,0.13459509,0.00643267,0.81813500,0.91237352,0.29754741
-4.54727364,1.28058113,0.00958224,0.13138995,0.00666058,0.81785021,0.90128715,0.29968826
-4.54127064,1.27735881,0.00943313,0.12836699,0.00690579,0.82109467,0.89309677,0.30380574
-4.53526763,1.27909985,0.00928588,0.12556938,0.00716771,0.82808942,0.88805203,0.30998155
-4.52926463,1.28609477,0.00914834,0.12303387,0.00744551,0.83901206,0.88635135,0.31827718
-4.52326163,1.29856453,0.00902868,0.12079057,0.00773814,0.85399385,0.88813771,0.32873343
-4.51725863,1.31665862,0.00893523,0.11886311,0.00804435,0.87311802,0.89349659,0.34137034
-4.51125563,1.34045522,0.00887637,0.11726916,0.00836277,0.89641928,0.90245598,0.35618741
-4.50525263,1.36996304,0.00886034,0.11602114,0.00869190,0.92388422,0.91498835,0.37316397
-4.49924962,1.40512457,0.00889517,0.11512718,0.00903017,0.95545250,0.93101410,0.39225969
-4.49324662,1.44582016,0.00898848,0.11459217,0.00937600,0.99101852,0.95040637,0.41341505
-4.48724362,1.49187243,0.00914738,0.11441886,0.00972780,1.03043327,0.97299645,0.43655168
-4.48124062,1.54305060,0.00937831,0.11460892,0.01008399,1.07350605,0.99857953,0.46157261
-4.47523762,1.59907429,0.00968694,0.11516387,0.01044303,1.12000605,1.02692027,0.48836219
-4.46923462,1.65961645,0.01007796,0.11608583,0.01080342,1.16966333,1.05775766,0.51678594
-4.46323162,1.72430523,0.01055503,0.11737797,0.01116370,1.22216949,1.09080920,0.54669001
-4.45722861,1.79272477,0.01112059,0.11904470,0.01152241,1.27717783,1.12577375,0.57790071
-4.45122561,1.86441501,0.01177576,0.12109152,0.01187810,1.33430319,1.16233347,0.61022394
-4.44522261,1.93887074,0.01252024,0.12352452,0.01222928,1.39312181,1.20015454,0.64344469
-4.43921961,2.01554032,0.01335217,0.12634957,0.01257441,1.45317132,1.23888714,0.67732695
-4.43321661,2.09382449,0.01426812,0.12957127,0.01291184,1.51395133,1.27816487,0.71161390
-4.42721361,2.17307579,0.01526297,0.13319161,0.01323979,1.57492494,1.31760398,0.74602880
-4.42121061,2.25259908,0.01632994,0.13720850,0.01355636,1.63552135,1.35680293,0.78027651
-4.41520760,2.33165368,0.01746059,0.14161426,0.01385945,1.69514007,1.39534259,0.81404584
-4.40920460,2.40945752,0.01864485,0.14639405,0.01414682,1.75315667,1.43278754,0.84701275
-4.40320160,2.48519343,0.01987110,0.15152451,0.01441605,1.80893028,1.46868873,0.87884439
-4.39719860,2.55801789,0.02112633,0.15697251,0.01466457,1.86181277,1.50258762,0.90920392
-4.39119560,2.62707213,0.02239629,0.16269424,0.01488968,1.91115942,1.53402206,0.93775601
-4.38519260,2.69149531,0.02366565,0.16863467,0.01508863,1.95634081,1.56253365,0.96417286
-4.37918959,2.75043961,0.02491833,0.17472743,0.01525861,1.99675558,1.58767648,0.98814054
-4.37318659,2.80308671,0.02613767,0.18089515,0.01539688,2.03184358,1.60902700,1.00936548
-4.36718359,2.84866514,0.02730683,0.18705033,0.01550082,2.06109899,1.62619452,1.02758079
-4.36118059,2.88646788,0.02840905,0.19309671,0.01556799,2.08408291,1.63883202,1.04255222
-4.35517759,2.91586982,0.02942803,0.19893113,0.01559625,2.10043481,1.64664668,1.05408368
-4.34917459,2.93634418,0.03034827,0.20444579,0.01558380,2.10988274,1.64940975,1.06202187
-4.34317159,2.94747762,0.03115546,0.20953100,0.01552933,2.11225159,1.64696535,1.06626021
-4.33716858,2.94898348,0.03183681,0.21407812,0.01543205,2.10746945,1.63923766,1.06674165
-4.33116558,2.94071274,0.03238141,0.21798272,0.01529180,2.09557171,1.62623645,1.06346053
-4.32516258,2.92266232,0.03278054,0.22114783,0.01510907,2.07670292,1.60806054,1.05646339
-4.31915958,2.89498066,0.03302798,0.22348716,0.01488511,2.05111634,1.58489915,1.04584875
-4.31315658,2.85797015,0.03312023,0.22492808,0.01462195,2.01917136,1.55703109,1.03176584
-4.30715358,2.81208654,0.03305668,0.22541431,0.01432240,1.98132871,1.52482184,1.01441245
