energy_ev,total_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-6.00000000,2.97448905,0.72463283,1.88792810,0.03677678,0.65795376,0.85679286,0.00000000
-5.99399700,2.84666860,0.71216000,1.78687267,0.03599311,0.64232260,0.80561206,0.00000000
-5.98799400,2.71702140,0.69983897,1.68519718,0.03513641,0.62554232,0.75484728,0.00000000
-5.98199100,2.58794282,0.68819874,1.58448619,0.03423593,0.60809939,0.70525175,0.00000000
-5.97598799,2.46178097,0.67778996,1.48624640,0.03332250,0.59050382,0.65752388,0.00000000
-5.96998499,2.34077483,0.66916279,1.39187275,0.03242750,0.57327301,0.61229164,0.00000000
-5.96398199,2.22699690,0.66284424,1.30261924,0.03158190,0.55691544,0.57009966,0.00000000
-5.95797899,2.12230178,0.65931563,1.21957521,0.03081523,0.54191450,0.53139955,0.00000000
-5.95197599,2.02828220,0.65899126,1.14364725,0.03015465,0.52871318,0.49654315,0.00000000
-5.94597299,1.94623325,0.66219896,1.07554687,0.02962412,0.51770018,0.46577906,0.00000000
-5.93996998,1.87712587,0.66916347,1.01578398,0.02924364,0.50919780,0.43925200,0.00000000
-5.93396698,1.82159002,0.67999331,0.96466581,0.02902863,0.50345224,0.41700502,0.00000000
-5.92796398,1.77990781,0.69467182,0.92230107,0.02898958,0.50062638,0.39898421,0.00000000
-5.92196098,1.75201655,0.71305279,0.88860889,0.02913171,0.50079558,0.38504572,0.00000000
-5.91595798,1.73752147,0.73486103,0.86333195,0.02945495,0.50394633,0.37496463,0.00000000
-5.90995498,1.73571753,0.75969798,0.84605325,0.02995401,0.50997801,0.36844551,0.00000000
-5.90395198,1.74561939,0.78705220,0.83621598,0.03061867,0.51870746,0.36513424,0.00000000
-5.89794897,1.76599855,0.81631447,0.83314558,0.03143420,0.52987627,0.36463067,0.00000000
-5.89194597,1.79542618,0.84679697,0.83607348,0.03238190,0.54316028,0.36650194,0.00000000
-5.88594297,1.83232021,0.87775562,0.84416162,0.03343979,0.55818109,0.37029579,0.00000000
-5.87993997,1.87499491,0.90841499,0.85652716,0.03458332,0.57451883,0.37555388,0.00000000
-5.87393697,1.92171123,0.93799432,0.87226652,0.03578616,0.59172582,0.38182430,0.00000000
-5.86793397,1.97072615,0.96573392,0.89047820,0.03702100,0.60934046,0.38867337,0.00000000
-5.86193097,2.02033923,0.99092044,0.91028359,0.03826030,0.62690083,0.39569603,0.00000000
-5.85592796,2.06893492,1.01291020,0.93084548,0.03947700,0.64395745,0.40252474,0.00000000
-5.84992496,2.11501928,1.03114930,0.95138366,0.04064520,0.66008479,0.40883660,0.00000000
