energy_ev,total_up,Al_p_up,Al_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.42590765,0.12770222,0.00000000,0.84227527,0.00000000,0.66521646,0.18930668
-5.99399700,1.35659747,0.12070323,0.00000000,0.80398588,0.00000000,0.63027794,0.18042113
-5.98799400,1.28659011,0.11385115,0.00000000,0.76417181,0.00000000,0.59655038,0.17147907
-5.98199100,1.21682655,0.10723542,0.00000000,0.72341184,0.00000000,0.56445002,0.16262388
-5.97598799,1.14831458,0.10095110,0.00000000,0.68231557,0.00000000,0.53444277,0.15400868
-5.96998499,1.08211429,0.09509780,0.00000000,0.64151284,0.00000000,0.50703993,0.14579439
-5.96398199,1.01932143,0.08977836,0.00000000,0.60164252,0.00000000,0.48279192,0.13814748
-5.95797899,0.96104894,0.08509743,0.00000000,0.56334078,0.00000000,0.46228005,0.13123742
-5.95197599,0.90840698,0.08115985,0.00000000,0.52722930,0.00000000,0.44610656,0.12523392
-5.94597299,0.86248194,0.07806882,0.00000000,0.49390354,0.00000000,0.43488280,0.12030389
-5.93996998,0.82431458,0.07592398,0.00000000,0.46392136,0.00000000,0.42921587,0.11660820
-5.93396698,0.79487765,0.07481929,0.00000000,0.43779223,0.00000000,0.42969359,0.11429825
-5.92796398,0.77505320,0.07484078,0.00000000,0.41596703,0.00000000,0.43686810,0.11351241
-5.92196098,0.76560988,0.07606416,0.00000000,0.39882870,0.00000000,0.45123815,0.11437228
-5.91595798,0.76718052,0.07855228,0.00000000,0.38668376,0.00000000,0.47323045,0.11697893
-5.90995498,0.78024028,0.08235262,0.00000000,0.37975488,0.00000000,0.50318024,0.12140908
-5.90395198,0.80508586,0.08749464,0.00000000,0.37817445,0.00000000,0.54131182,0.12771140
-5.89794897,0.84181644,0.09398738,0.00000000,0.38197943,0.00000000,0.58771934,0.13590299
-5.89194597,0.89031672,0.10181706,0.00000000,0.39110750,0.00000000,0.64234889,0.14596619
-5.88594297,0.95024325,0.11094508,0.00000000,0.40539481,0.00000000,0.70498240,0.15784584
-5.87993997,1.02101462,0.12130646,0.00000000,0.42457533,0.00000000,0.77522458,0.17144730
-5.87393697,1.10180654,0.13280879,0.00000000,0.44828233,0.00000000,0.85249364,0.18663522
-5.86793397,1.19155279,0.14533190,0.00000000,0.47605180,0.00000000,0.93601681,0.20323340
-5.86193097,1.28895275,0.15872834,0.00000000,0.50732848,0.00000000,1.02483164,0.22102577
-5.85592796,1.39248628,0.17282482,0.00000000,0.54147417,0.00000000,1.11779354,0.23975874
-5.84992496,1.50043638,0.18742458,0.00000000,0.57777881,0.00000000,1.21359031,0.25914496
-5.84392196,1.61091955,0.20231072,0.00000000,0.61547396,0.00000000,1.31076369,0.27886842
-5.83791896,1.72192395,0.21725063,0.00000000,0.65374885,0.00000000,1.40773791,0.29859101
-5.83191596,1.83135430,0.23200111,0.00000000,0.69176840,0.00000000,1.50285461,0.31796029
-5.82591296,1.93708262,0.24631435,0.00000000,0.72869299,0.00000000,1.59441332,0.33661838
-5.81990995,2.03700330,0.25994444,0.00000000,0.76369937,0.00000000,1.68071622,0.35421158
-5.81390695,2.12909046,0.27265408,0.00000000,0.79600197,0.00000000,1.76011559,0.37040049
-5.80790395,2.21145565,0.28422137,0.00000000,0.82487388,0.00000000,1.83106205,0.38487023
-5.80190095,2.28240339,0.29444640,0.00000000,0.84966669,0.00000000,1.89215170,0.39734026
-5.79589795,2.34048220,0.30315711,0.00000000,0.86982832,0.00000000,1.94216990,0.40757350
-5.78989495,2.38452900,0.31021445,0.00000000,0.88491814,0.00000000,1.98012996,0.41538435
-5.78389195,2.41370458,0.31551638,0.00000000,0.89461858,0.00000000,2.00530463,0.42064501
-5.77788894,2.42751867,0.31900061,0.00000000,0.89874281,0.00000000,2.01724912,0.42329020
-5.77188594,2.42584331,0.32064594,0.00000000,0.89723802,0.00000000,2.01581441,0.42331966
-5.76588294,2.40891387,0.32047210,0.00000000,0.89018422,0.00000000,2.00115016,0.42079857
-5.75987994,2.37731768,0.31853817,0.00000000,0.87778860,0.00000000,1.97369727,0.41585572
-5.75387694,2.33197078,0.31493961,0.00000000,0.86037563,0.00000000,1.93417022,0.40867963
-5.74787394,2.27408401,0.30980415,0.00000000,0.83837358,0.00000000,1.88353032,0.39951258
-5.74187094,2.20511983,0.30328663,0.00000000,0.81229790,0.00000000,1.82295099,0.38864312
-5.73586793,2.12674217,0.29556319,0.00000000,0.78273234,0.00000000,1.75377689,0.37639703
-5.72986493,2.04076123,0.28682500,0.00000000,0.75030868,0.00000000,1.67747872,0.36312743
-5.72386193,1.94907596,0.27727187,0.00000000,0.71568594,0.00000000,1.59560583,0.34920413
-5.71785893,1.85361636,0.26710603,0.00000000,0.67952994,0.00000000,1.50973862,0.33500291
-5.71185593,1.75628794,0.25652630,0.00000000,0.64249401,0.00000000,1.42144277,0.32089481
-5.70585293,1.65892028,0.24572292,0.00000000,0.60520155,0.00000000,1.33222695,0.30723607
-5.69984992,1.56322144,0.23487314,0.00000000,0.56823101,0.00000000,1.24350555,0.29435875
-5.69384692,1.47073927,0.22413771,0.00000000,0.53210363,0.00000000,1.15656739,0.28256244
-5.68784392,1.38283057,0.21365833,0.00000000,0.49727418,0.00000000,1.07255127,0.27210720
-5.68184092,1.30063844,0.20355600,0.00000000,0.46412479,0.00000000,0.99242859,0.26320774
-5.67583792,1.22507777,0.19393031,0.00000000,0.43296169,0.00000000,0.91699295,0.25602914
-5.66983492,1.15682858,0.18485941,0.00000000,0.40401475,0.00000000,0.84685651,0.25068383
-5.66383192,1.09633657,0.17640074,0.00000000,0.37743939,0.00000000,0.78245231,0.24723011
-5.65782891,1.04382002,0.16859221,0.00000000,0.35332054,0.00000000,0.72404190,0.24567198
-5.65182591,0.99928220,0.16145377,0.00000000,0.33167821,0.00000000,0.67172712,0.24596024
-5.64582291,0.96252820,0.15498923,0.00000000,0.31247425,0.00000000,0.62546534,0.24799489
-5.63981991,0.93318533,0.14918821,0.00000000,0.29561995,0.00000000,0.58508681,0.25162867
-5.63381691,0.91072611,0.14402810,0.00000000,0.28098397,0.00000000,0.55031355,0.25667160
-5.62781391,0.89449303,0.13947593,0.00000000,0.26840044,0.00000000,0.52077872,0.26289660
-5.62181091,0.88372437,0.13549025,0.00000000,0.25767696,0.00000000,0.49604587,0.27004583
-5.61580790,0.87758042,0.13202275,0.00000000,0.24860218,0.00000000,0.47562758,0.27783786
-5.60980490,0.87516961,0.12901982,0.00000000,0.24095297,0.00000000,0.45900288,0.28597536
-5.60380190,0.87557396,0.12642396,0.00000000,0.23450100,0.00000000,0.44563337,0.29415319
-5.59779890,0.87787355,0.12417510,0.00000000,0.22901868,0.00000000,0.43497767,0.30206670
-5.59179590,0.88116951,0.12221173,0.00000000,0.22428448,0.00000000,0.42650424,0.30942000
-5.58579290,0.88460529,0.12047207,0.00000000,0.22008755,0.00000000,0.41970243,0.31593396
-5.57978989,0.88738565,0.11889509,0.00000000,0.21623169,0.00000000,0.41409184,0.32135369
-5.57378689,0.88879335,0.11742154,0.00000000,0.21253862,0.00000000,0.40923000,0.32545533
-5.56778389,0.88820295,0.11599482,0.00000000,0.20885064,0.00000000,0.40471847,0.32805175
-5.56178089,0.88509166,0.11456194,0.00000000,0.20503259,0.00000000,0.40020736,0.32899715
-5.55577789,0.87904702,0.11307432,0.00000000,0.20097321,0.00000000,0.39539856,0.32819025
-5.54977489,0.86977132,0.11148852,0.00000000,0.19658584,0.00000000,0.39004747,0.32557610
-5.54377189,0.85708269,0.10976689,0.00000000,0.19180855,0.00000000,0.38396365,0.32114629
-5.53776888,0.84091319,0.10787818,0.00000000,0.18660373,0.00000000,0.37701034,0.31493777
-5.53176588,0.82130380,0.10579792,0.00000000,0.18095714,0.00000000,0.36910297,0.30703016
-5.52576288,0.79839695,0.10350878,0.00000000,0.17487659,0.00000000,0.36020694,0.29754195
-5.51975988,0.77242692,0.10100080,0.00000000,0.16839020,0.00000000,0.35033475,0.28662551
-5.51375688,0.74370849,0.09827142,0.00000000,0.16154450,0.00000000,0.33954257,0.27446142
-5.50775388,0.71262468,0.09532555,0.00000000,0.15440229,0.00000000,0.32792662,0.26125218
-5.50175088,0.67961382,0.09217541,0.00000000,0.14704054,0.00000000,0.31561937,0.24721574
-5.49574787,0.64515687,0.08884034,0.00000000,0.13954828,0.00000000,0.30278577,0.23257909
-5.48974487,0.60976523,0.08534661,0.00000000,0.13202468,0.00000000,0.28961964,0.21757213
-5.48374187,0.57396970,0.08172706,0.00000000,0.12457739,0.00000000,0.27634034,0.20242219
-5.47773887,0.53831080,0.07802079,0.00000000,0.11732110,0.00000000,0.26318980,0.18734919
-5.47173587,0.50333089,0.07427283,0.00000000,0.11037650,0.00000000,0.25042984,0.17256182
-5.46573287,0.46956801,0.07053378,0.00000000,0.10386959,0.00000000,0.23834001,0.15825462
-5.45972986,0.43755165,0.06685942,0.00000000,0.09793123,0.00000000,0.22721552,0.14460616
-5.45372686,0.40780022,0.06331035,0.00000000,0.09269715,0.00000000,0.21736559,0.13177813
-5.44772386,0.38082008,0.05995162,0.00000000,0.08830802,0.00000000,0.20911170,0.11991544
-5.44172086,0.35710575,0.05685232,0.00000000,0.08490982,0.00000000,0.20278587,0.10914704
-5.43571786,0.33714103,0.05408513,0.00000000,0.08265417,0.00000000,0.19872856,0.09958745
-5.42971486,0.32140049,0.05172583,0.00000000,0.08169864,0.00000000,0.19728625,0.09133875
-5.42371186,0.31035098,0.04985276,0.00000000,0.08220689,0.00000000,0.19880825,0.08449289
-5.41770885,0.30445259,0.04854604,0.00000000,0.08434851,0.00000000,0.20364278,0.07913400
-5.41170585,0.30415876,0.04788682,0.00000000,0.08829847,0.00000000,0.21213216,0.07534079
-5.40570285,0.30991511,0.04795624,0.00000000,0.09423602,0.00000000,0.22460693,0.07318853
-5.39969985,0.32215668,0.04883424,0.00000000,0.10234306,0.00000000,0.24137908,0.07275072
-5.39369685,0.34130331,0.05059814,0.00000000,0.11280187,0.00000000,0.26273431,0.07410025
-5.38769385,0.36775325,0.05332099,0.00000000,0.12579208,0.00000000,0.28892349,0.07730988
-5.38169085,0.40187476,0.05706969,0.00000000,0.14148712,0.00000000,0.32015369,0.08245211
-5.37568784,0.44399607,0.06190289,0.00000000,0.16004987,0.00000000,0.35657886,0.08959837
-5.36968484,0.49439383,0.06786873,0.00000000,0.18162793,0.00000000,0.39829086,0.09881750
-5.36368184,0.55328051,0.07500241,0.00000000,0.20634833,0.00000000,0.44531104,0.11017371
-5.35767884,0.62079127,0.08332373,0.00000000,0.23431200,0.00000000,0.49758299,0.12372389
-5.35167584,0.69697086,0.09283470,0.00000000,0.26558816,0.00000000,0.55496700,0.13951467
-5.34567284,0.78176124,0.10351717,0.00000000,0.30020879,0.00000000,0.61723667,0.15757913
