energy_ev,total_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.83791896,6.21382012,1.18150157,0.02768474,2.67585520,0.00000000,2.36176395,2.51194600
-5.83191596,6.45096468,1.24354965,0.02851476,2.76004485,0.00000000,2.42085104,2.61662604
-5.82591296,6.67279932,1.30320787,0.02928300,2.83702662,0.00000000,2.47059692,2.71677778
-5.81990995,6.87498943,1.35942906,0.02997729,2.90507941,0.00000000,2.50993366,2.81038289
-5.81390695,7.05341494,1.41118345,0.03058633,2.96259891,0.00000000,2.53797006,2.89546702
-5.80790395,7.20427727,1.45748318,0.03109991,3.00814325,0.00000000,2.55401289,2.97015424
-5.80190095,7.32419966,1.49740717,0.03150909,3.04047414,0.00000000,2.55758257,3.03271967
-5.79589795,7.41031718,1.53012569,0.03180625,3.05859207,0.00000000,2.54842285,3.08163862
-5.78989495,7.46035342,1.55492351,0.03198524,3.06176425,0.00000000,2.52650437,3.11563030
-5.78389195,7.47268110,1.57122076,0.03204146,3.04954432,0.00000000,2.49202216,3.13369445
-5.77788894,7.44636462,1.57859050,0.03197187,3.02178339,0.00000000,2.44538732,3.13513959
-5.77188594,7.38118311,1.57677242,0.03177501,2.97863195,0.00000000,2.38721339,3.11960196
-5.76588294,7.27763351,1.56568171,0.03145107,2.92053297,0.00000000,2.31829807,3.08705437
-5.75987994,7.13691353,1.54541299,0.03100183,2.84820652,0.00000000,2.23960105,3.03780496
-5.75387694,6.96088565,1.51623880,0.03043064,2.76262677,0.00000000,2.15221877,2.97248585
-5.74787394,6.75202355,1.47860275,0.02974240,2.66499240,0.00000000,2.05735713,2.89203252
-5.74187094,6.51334332,1.43310764,0.02894353,2.55669168,0.00000000,1.95630299,2.79765480
-5.73586793,6.24832207,1.38049888,0.02804183,2.43926368,0.00000000,1.85039552,2.69080075
-5.72986493,5.96080733,1.32164395,0.02704647,2.31435724,0.00000000,1.74099814,2.57311504
-5.72386193,5.65492053,1.25750885,0.02596782,2.18368906,0.00000000,1.62947206,2.44639372
-5.71785893,5.33495824,1.18913235,0.02481736,2.04900265,0.00000000,1.51715206,2.31253689
-5.71185593,5.00529478,1.11759926,0.02360754,1.91202947,0.00000000,1.40532517,2.17350151
-5.70585293,4.67028952,1.04401361,0.02235159,1.77445351,0.00000000,1.29521283,2.03125580
-5.69984992,4.33420194,0.96947303,0.02106338,1.63788051,0.00000000,1.18795690,1.88773702
-5.69384692,4.00111712,0.89504495,0.01975722,1.50381242,0.00000000,1.08460968,1.74481397
-5.68784392,3.67488371,0.82174567,0.01844770,1.37362799,0.00000000,0.98612817,1.60425523
-5.68184092,3.35906566,0.75052279,0.01714952,1.24856949,0.00000000,0.89337240,1.46770400
-5.67583792,3.05690872,0.68224140,0.01587733,1.12973571,0.00000000,0.80710772,1.33665998
-5.66983492,2.77132154,0.61767422,0.01464560,1.01808109,0.00000000,0.72801051,1.21246818
-5.66383192,2.50487086,0.55749576,0.01346850,0.91442034,0.00000000,0.65667703,1.09631466
-5.65782891,2.25978953,0.50228006,0.01235981,0.81943791,0.00000000,0.59363460,0.98922848
-5.65182591,2.03799567,0.45250183,0.01133292,0.73370154,0.00000000,0.53935445,0.89208900
-5.64582291,1.84112049,0.40854027,0.01040073,0.65767873,0.00000000,0.49426548,0.80563761
-5.63981991,1.67054253,0.37068506,0.00957572,0.59175512,0.00000000,0.45876795,0.73049258
-5.63381691,1.52742517,0.33914366,0.00886996,0.53625359,0.00000000,0.43324629,0.66716576
-5.62781391,1.41275476,0.31404942,0.00829511,0.49145289,0.00000000,0.41808010,0.61607979
-5.62181091,1.32737644,0.29546962,0.00786251,0.45760466,0.00000000,0.41365260,0.57758458
-5.61580790,1.27202485,0.28341298,0.00758317,0.43494787,0.00000000,0.42035556,0.55197172
-5.60980490,1.24734756,0.27783620,0.00746780,0.42371952,0.00000000,0.43859038,0.53948590
-5.60380190,1.25391897,0.27864891,0.00752673,0.42416098,0.00000000,0.46876447,0.54033226
-5.59779890,1.29224335,0.28571719,0.00776986,0.43651930,0.00000000,0.51128293,0.55467930
-5.59179590,1.36274610,0.29886530,0.00820650,0.46104300,0.00000000,0.56653524,0.58265666
-5.58579290,1.46575280,0.31787587,0.00884518,0.49797233,0.00000000,0.63487711,0.62434781
-5.57978989,1.60145669,0.34248870,0.00969332,0.54752399,0.00000000,0.71660797,0.67977793
-5.57378689,1.76987549,0.37239855,0.01075692,0.60987084,0.00000000,0.81194459,0.74889723
-5.56778389,1.97079946,0.40725234,0.01204015,0.68511716,0.00000000,0.92099185,0.83156069
-5.56178089,2.20373315,0.44664616,0.01354489,0.77327048,0.00000000,1.04371161,0.92750515
-5.55577789,2.46783378,0.49012279,0.01527025,0.87421136,0.00000000,1.17989115,1.03632501
-5.54977489,2.76184981,0.53716998,0.01721207,0.98766238,0.00000000,1.32911265,1.15744813
-5.54377189,3.08406343,0.58722011,0.01936246,1.11315813,0.00000000,1.49072521,1.29011328
-5.53776888,3.43224098,0.63965167,0.02170938,1.25001804,0.00000000,1.66382118,1.43335094
-5.53176588,3.80359524,0.69379258,0.02423631,1.39732373,0.00000000,1.84721837,1.58596903
-5.52576288,4.19476333,0.74892592,0.02692202,1.55390278,0.00000000,2.03944972,1.74654506
-5.51975988,4.60180342,0.80429777,0.02974050,1.71832050,0.00000000,2.23876176,1.91342597
-5.51375688,5.02021304,0.85912736,0.03266104,1.88888115,0.00000000,2.44312283,2.08473687
-5.50775388,5.44497068,0.91261918,0.03564848,2.06363959,0.00000000,2.65024198,2.25839920
-5.50175088,5.87060154,0.96397682,0.03866374,2.24042402,0.00000000,2.85759875,2.43215873
-5.49574787,6.29126721,1.01241812,0.04166442,2.41687001,0.00000000,3.06248361,2.60362323
-5.48974487,6.70087767,1.05719120,0.04460568,2.59046527,0.00000000,3.26204867,2.77030912
-5.48374187,7.09322312,1.09759065,0.04744127,2.75860429,0.00000000,3.45336719,2.92969598
-5.47773887,7.46212168,1.13297364,0.05012468,2.91865127,0.00000000,3.63350060,3.07928749
-5.47173587,7.80157822,1.16277505,0.05261041,3.06800935,0.00000000,3.79957078,3.21667647
-5.46573287,8.10594861,1.18652127,0.05485528,3.20419355,0.00000000,3.94883524,3.33961206
-5.45972986,8.37010325,1.20384212,0.05681977,3.32490474,0.00000000,4.07876254,3.44606620
-5.45372686,8.58958306,1.21448047,0.05846924,3.42810158,0.00000000,4.18710519,3.53429677
-5.44772386,8.76074172,1.21829920,0.05977516,3.51206735,0.00000000,4.27196704,3.60290485
-5.44172086,8.88086756,1.21528516,0.06071603,3.57546875,0.00000000,4.33186257,3.65088328
-5.43571786,8.94827983,1.20555020,0.06127821,3.61740395,0.00000000,4.36576554,3.67765446
-5.42971486,8.96239458,1.18932892,0.06145644,3.63743762,0.00000000,4.37314487,3.68309542
-5.42371186,8.92375668,1.16697345,0.06125412,3.63562116,0.00000000,4.35398618,3.66754874
-5.41770885,8.83403613,1.13894529,0.06068325,3.61249699,0.00000000,4.30879786,3.63181860
-5.41170585,8.69598799,1.10580441,0.05976413,3.56908644,0.00000000,4.23860133,3.57715157
-5.40570285,8.51337699,1.06819609,0.05852473,3.50686150,0.00000000,4.14490557,3.50520290
-5.39969985,8.29086947,1.02683564,0.05699984,3.42770147,0.00000000,4.02966692,3.41798907
-5.39369685,8.03389646,0.98249174,0.05522995,3.33383600,0.00000000,3.89523553,3.31782845
-5.38769385,7.74849300,0.93596859,0.05325998,3.22777681,0.00000000,3.74429038,3.20727225
-5.38169085,7.44111999,0.88808750,0.05113787,3.11224070,0.00000000,3.57976539,3.08902817
-5.37568784,7.11847493,0.83966841,0.04891312,2.99006683,0.00000000,3.40476930,2.96587976
-5.36968484,6.78729895,0.79151176,0.04663523,2.86413145,0.00000000,3.22250206,2.84060444
-5.36368184,6.45418686,0.74438125,0.04435233,2.73726317,0.00000000,3.03617098,2.71589308
-5.35767884,6.12540719,0.69898780,0.04210972,2.61216196,0.00000000,2.84890908,2.59427426
-5.35167584,5.80673827,0.65597519,0.03994874,2.49132467,0.00000000,2.66369871,2.47804562
-5.34567284,5.50332564,0.61590763,0.03790567,2.37697955,0.00000000,2.48330238,2.36921476
-5.33966983,5.21956511,0.57925955,0.03601092,2.27103180,0.00000000,2.31020308,2.26945156
-5.33366683,4.95901470,0.54640788,0.03428844,2.17502173,0.00000000,2.14655544,2.18005311
-5.32766383,4.72433720,0.51762674,0.03275534,2.09009657,0.00000000,1.99414875,2.10192246
-5.32166083,4.51727429,0.49308498,0.03142182,2.01699622,0.00000000,1.85438258,2.03556104
-5.31565783,4.33865151,0.47284619,0.03029122,1.95605315,0.00000000,1.72825496,1.98107492
-5.30965483,4.18841265,0.45687149,0.02936046,1.90720561,0.00000000,1.61636288,1.93819396
-5.30365183,4.06568101,0.44502471,0.02862047,1.87002330,0.00000000,1.51891451,1.90630270
-5.29764882,3.96884406,0.43708007,0.02805697,1.84374401,0.00000000,1.43575194,1.88448152
-5.29164582,3.89565773,0.43273196,0.02765127,1.82731966,0.00000000,1.36638348,1.87155618
-5.28564282,3.84336561,0.43160664,0.02738121,1.81946962,0.00000000,1.31002375,1.86615359
-5.27963982,3.80882871,0.43327559,0.02722214,1.81873935,0.00000000,1.26564023,1.86676180
-5.27363682,3.78866060,0.43727009,0.02714801,1.82356218,0.00000000,1.23200438,1.87179172
-5.26763382,3.77936354,0.44309674,0.02713230,1.83232201,0.00000000,1.20774571,1.87963867
-5.26163082,3.77746083,0.45025333,0.02714909,1.84341486,0.00000000,1.19140708,1.88874131
-5.25562781,3.77962140,0.45824486,0.02717388,1.85530725,0.00000000,1.18149940,1.89763645
-5.24962481,3.78277277,0.46659896,0.02718449,1.86658973,0.00000000,1.17655425,1.90500772
-5.24362181,3.78419934,0.47488048,0.02716170,1.87602373,0.00000000,1.17517279,1.90972697
-5.23761881,3.78162338,0.48270462,0.02708984,1.88258073,0.00000000,1.17606964,1.91088718
-5.23161581,3.77326675,0.48974826,0.02695719,1.88547246,0.00000000,1.17811042,1.90782626
-5.22561281,3.75789233,0.49575903,0.02675625,1.88417155,0.00000000,1.18034199,1.90014129
-5.21960980,3.73482440,0.50056191,0.02648382,1.87842225,0.00000000,1.18201458,1.88769319
-5.21360680,3.70394832,0.50406299,0.02614098,1.86824118,0.00000000,1.18259530,1.87060209
-5.20760380,3.66569025,0.50625028,0.02573283,1.85390825,0.00000000,1.18177264,1.84923399
-5.20160080,3.62097847,0.50719167,0.02526821,1.83594862,0.00000000,1.17945229,1.82417953
-5.19559780,3.57118822,0.50702989,0.02475915,1.81510637,0.00000000,1.17574432,1.79622602
-5.18959480,3.51807276,0.50597491,0.02422038,1.79231110,0.00000000,1.17094276,1.76632394
-5.18359180,3.46368345,0.50429397,0.02366862,1.76863895,0.00000000,1.16549823,1.73554935
-5.17758879,3.41028232,0.50229972,0.02312190,1.74526949,0.00000000,1.15998519,1.70506365
-5.17158579,3.36025047,0.50033695,0.02259885,1.72344032,0.00000000,1.15506502,1.67607243
-5.16558279,3.31599601,0.49876865,0.02211794,1.70440096,0.00000000,1.15144685,1.64978462
-5.15957979,3.27986505,0.49796175,0.02169678,1.68936808,0.00000000,1.14984770,1.62737382
-5.15357679,3.25405921,0.49827352,0.02135153,1.67948361,0.00000000,1.15095384,1.60994281
-5.14757379,3.24056259,0.50003891,0.02109629,1.67577736,0.00000000,1.15538509,1.59849272
-5.14157079,3.24108109,0.50355969,0.02094269,1.67913558,0.00000000,1.16366352,1.59389774
-5.13556778,3.25699604,0.50909555,0.02089953,1.69027665,0.00000000,1.17618820,1.59688616
-5.12956478,3.28933366,0.51685779,0.02097259,1.70973460,0.00000000,1.19321669,1.60802831
-5.12356178,3.33875110,0.52700555,0.02116454,1.73785102,0.00000000,1.21485436,1.62773147
-5.11755878,3.40553893,0.53964476,0.02147508,1.77477539,0.00000000,1.24105158,1.65624165
-5.11155578,3.48963923,0.55482972,0.02190106,1.82047346,0.00000000,1.27160885,1.69365178
-5.10555278,3.59067765,0.57256687,0.02243684,1.87474299,0.00000000,1.30618925,1.73991553
-5.09954977,3.70800687,0.59282054,0.02307472,1.93723560,0.00000000,1.34433736,1.79486557
-5.09354677,3.84075856,0.61551999,0.02380538,2.00748340,0.00000000,1.38550338,1.85823505
-5.08754377,3.98790030,0.64056717,0.02461842,2.08492853,0.00000000,1.42907093,1.92968069
-5.08154077,4.14829363,0.66784460,0.02550293,2.16895393,0.00000000,1.47438686,2.00880589
-5.07553777,4.32074940,0.69722259,0.02644799,2.25891321,0.00000000,1.52079115,2.09518223
-5.06953477,4.50407689,0.72856533,0.02744313,2.35415783,0.00000000,1.56764537,2.18836785
-5.06353177,4.69712326,0.76173520,0.02847875,2.45406007,0.00000000,1.61435785,2.28792127
-5.05752876,4.89880107,0.79659503,0.02954641,2.55803012,0.00000000,1.66040433,2.39340982
-5.05152576,5.10810197,0.83300809,0.03063901,2.66552673,0.00000000,1.70534296,2.50441192
-5.04552276,5.32409606,0.87083571,0.03175085,2.77606061,0.00000000,1.74882311,2.62051309
-5.03951976,5.54591726,0.90993279,0.03287756,2.88919099,0.00000000,1.79058761,2.74129601
-5.03351676,5.77273634,0.95014163,0.03401592,3.00451572,0.00000000,1.83046878,2.86632558
-5.02751376,6.00372416,0.99128450,0.03516356,3.12165622,0.00000000,1.86837889,2.99513014
-5.02151076,6.23800864,1.03315573,0.03631863,3.24023885,0.00000000,1.90429605,3.12718074
-5.01550775,6.47462954,1.07551414,0.03747932,3.35987462,0.00000000,1.93824694,3.26187029
-5.00950475,6.71249562,1.11807650,0.03864350,3.48013937,0.00000000,1.97028780,3.39849497
-5.00350175,6.95034867,1.16051294,0.03980822,3.60055655,0.00000000,2.00048542,3.53623978
-4.99749875,7.18673853,1.20244496,0.04096944,3.72058464,0.00000000,2.02889955,3.67417047
-4.99149575,7.42001276,1.24344649,0.04212165,3.83961095,0.00000000,2.05556828,3.81123330
-4.98549275,7.64832333,1.28304855,0.04325776,3.95695283,0.00000000,2.08049739,3.94626382
-4.97948974,7.86965175,1.32074744,0.04436902,4.07186714,0.00000000,2.10365454,4.07800527
-4.97348674,8.08185251,1.35601631,0.04544511,4.18356783,0.00000000,2.12496849,4.20513629
-4.96748374,8.28271328,1.38831991,0.04647433,4.29125085,0.00000000,2.14433349,4.32630719
-4.96148074,8.47002905,1.41713158,0.04744398,4.39412507,0.00000000,2.16161814,4.44018314
-4.95547774,8.64168596,1.44195183,0.04834078,4.49144722,0.00000000,2.17667787,4.54549210
-4.94947474,8.79574983,1.46232749,0.04915138,4.58255825,0.00000000,2.18936988,4.64107471
-4.94347174,8.93055355,1.47787022,0.04986294,4.66691860,0.00000000,2.19956906,4.72593330
-4.93746873,9.04477749,1.48827342,0.05046370,4.74413937,0.00000000,2.20718344,4.79927670
-4.93146573,9.13751718,1.49332641,0.05094351,4.81400685,0.00000000,2.21216767,4.86055792
-4.92546273,9.20833307,1.49292503,0.05129432,4.87649791,0.00000000,2.21453326,4.90950187
-4.91945973,9.25727850,1.48707793,0.05151053,4.93178474,0.00000000,2.21435452,4.94612106
-4.91345673,9.28490295,1.47590805,0.05158928,4.98022746,0.00000000,2.21176950,4.97071755
-4.90745373,9.29222956,1.45964930,0.05153052,5.02235471,0.00000000,2.20697571,4.98387060
-4.90145073,9.28070740,1.43863823,0.05133703,5.05883249,0.00000000,2.20022069,4.98641008
-4.89544772,9.25214070,1.41330145,0.05101419,5.09042285,0.00000000,2.19178808,4.97937675
-4.88944472,9.20859892,1.38413924,0.05056974,5.11793461,0.00000000,2.18198015,4.96397143
-4.88344172,9.15231268,1.35170629,0.05001332,5.14216894,0.00000000,2.17109802,4.94149552
-4.87743872,9.08556177,1.31659068,0.04935602,5.16386317,0.00000000,2.15942111,4.91328641
-4.87143572,9.01056198,1.27939214,0.04860987,5.18363650,0.00000000,2.14718736,4.88065119
-4.86543272,8.92935752,1.24070080,0.04778724,5.20194111,0.00000000,2.13457583,4.84480272
-4.85942971,8.84372594,1.20107749,0.04690043,5.21902225,0.00000000,2.12169307,4.80680164
-4.85342671,8.75510117,1.16103667,0.04596116,5.23489017,0.00000000,2.10856455,4.76750780
-4.84742371,8.66451963,1.12103258,0.04498028,5.24930630,0.00000000,2.09513187,4.72754418
-4.84142071,8.57259285,1.08144943,0.04396749,5.26178509,0.00000000,2.08125646,4.68727517
-4.83541771,8.47950822,1.04259585,0.04293129,5.27161226,0.00000000,2.06672954,4.64680098
-4.82941471,8.38505810,1.00470356,0.04187892,5.27787895,0.00000000,2.05128829,4.60596821
-4.82341171,8.28869541,0.96793037,0.04081658,5.27953038,0.00000000,2.03463722,4.56439624
-4.81740870,8.18961256,0.93236671,0.03974965,5.27542694,0.00000000,2.01647373,4.52151789
-4.81140570,8.08683883,0.89804550,0.03868299,5.26441445,0.00000000,1.99651642,4.47663194
-4.80540270,7.97935054,0.86495419,0.03762135,5.24540008,0.00000000,1.97453457,4.42896463
-4.79939970,7.86618718,0.83304847,0.03656979,5.21742979,0.00000000,1.95037702,4.37773635
-4.79339670,7.74656674,0.80226644,0.03553404,5.17976304,0.00000000,1.92399883,4.32222982
-4.78739370,7.61999317,0.77254260,0.03452084,5.13194071,0.00000000,1.89548407,4.26185568
-4.78139070,7.48634946,0.74382065,0.03353828,5.07384207,0.00000000,1.86506325,4.19621174
-4.77538769,7.34597072,0.71606449,0.03259587,5.00572777,0.00000000,1.83312434,4.12513232
-4.76938469,7.19969260,0.68926676,0.03170467,4.92826578,0.00000000,1.80021644,4.04872496
-4.76338169,7.04887190,0.66345462,0.03087716,4.84253873,0.00000000,1.76704562,3.96739210
-4.75737869,6.89537750,0.63869234,0.03012706,4.75003153,0.00000000,1.73446286,3.88183654
-4.75137569,6.74155171,0.61508088,0.02946894,4.65259937,0.00000000,1.70344427,3.79305023
-4.74537269,6.59014339,0.59275449,0.02891780,4.55241729,0.00000000,1.67506429,3.70228675
-4.73936968,6.44421586,0.57187450,0.02848847,4.45191301,0.00000000,1.65046282,3.61101899
-4.73336668,6.30703392,0.55262097,0.02819502,4.35368618,0.00000000,1.63080748,3.52088412
-4.72736368,6.18193540,0.53518254,0.02805008,4.26041723,0.00000000,1.61725259,3.43361862
-4.72136068,6.07219351,0.51974519,0.02806416,4.17477008,0.00000000,1.61089642,3.35098691
-4.71535768,5.98087668,0.50648051,0.02824503,4.09929295,0.00000000,1.61273853,3.27470704
-4.70935468,5.91071284,0.49553422,0.02859714,4.03632177,0.00000000,1.62363906,3.20637734
-4.70335168,5.86396476,0.48701551,0.02912115,3.98789051,0.00000000,1.64428151,3.14740776
-4.69734867,5.84232282,0.48098781,0.02981362,3.95565259,0.00000000,1.67514092,3.09895932
-4.69134567,5.84682032,0.47746152,0.03066677,3.94081677,0.00000000,1.71645868,3.06189464
-4.68534267,5.87777581,0.47638911,0.03166847,3.94410055,0.00000000,1.76822515,3.03674193
-4.67933967,5.93476531,0.47766280,0.03280242,3.96570305,0.00000000,1.83017119,3.02367426
-4.67333667,6.01662601,0.48111508,0.03404844,4.00529859,0.00000000,1.90176881,3.02250466
-4.66733367,6.12149133,0.48652203,0.03538299,4.06205106,0.00000000,1.98224128,3.03269749
-4.66133067,6.24685599,0.49360935,0.03677978,4.13464854,0.00000000,2.07058243,3.05339494
-4.65532766,6.38966799,0.50206080,0.03821058,4.22135623,0.00000000,2.16558426,3.08345742
-4.64932466,6.54644329,0.51152876,0.03964606,4.32008524,0.00000000,2.26587213,3.12151544
-4.64332166,6.71339780,0.52164640,0.04105669,4.42847413,0.00000000,2.36994583,3.16603031
-4.63731866,6.88659057,0.53204090,0.04241373,4.54397914,0.00000000,2.47622508,3.21536053
-4.63131566,7.06207148,0.54234715,0.04369015,4.66396918,0.00000000,2.58309752,3.26783059
-4.62531266,7.23602648,0.55222123,0.04486146,4.78582122,0.00000000,2.68896711,3.32179863
-4.61930965,7.40491397,0.56135316,0.04590650,4.90701176,0.00000000,2.79230111,3.37572000
-4.61330665,7.56558589,0.56947817,0.04680808,5.02520058,0.00000000,2.89167358,3.42820354
-4.60730365,7.71538847,0.57638608,0.04755346,5.13830315,0.00000000,2.98580362,3.47805836
-4.60130065,7.85223818,0.58192826,0.04813465,5.24454897,0.00000000,3.07358701,3.52432903
-4.59529765,7.97467010,0.58602194,0.04854853,5.34252367,0.00000000,3.15411988,3.56631817
-4.58929465,8.08185703,0.58865149,0.04879678,5.43119370,0.00000000,3.22671376,3.60359566
-4.58329165,8.17359939,0.58986682,0.04888562,5.50991313,0.00000000,3.29090165,3.63599483
-4.57728864,8.25028715,0.58977883,0.04882539,5.57841327,0.00000000,3.34643509,3.66359632
-4.57128564,8.31283640,0.58855220,0.04862998,5.63677614,0.00000000,3.39327283,3.68670107
-4.56528264,8.36260457,0.58639585,0.04831615,5.68539403,0.00000000,3.43156179,3.70579419
-4.55927964,8.40128872,0.58355157,0.04790277,5.72491761,0.00000000,3.46161172,3.72150214
-4.55327664,8.43081254,0.58028133,0.04740997,5.75619558,0.00000000,3.48386480,3.73454545
-4.54727364,8.45320757,0.57685396,0.04685836,5.78020922,0.00000000,3.49886191,3.74568965
-4.54127064,8.47049450,0.57353176,0.04626819,5.79800498,0.00000000,3.50720712,3.75569682
-4.53526763,8.48457010,0.57055768,0.04565861,5.81062849,0.00000000,3.50953237,3.76528009
-4.52926463,8.49710482,0.56814378,0.04504700,5.81906292,0.00000000,3.50646361,3.77506299
-4.52326163,8.50945537,0.56646134,0.04444843,5.82417431,0.00000000,3.49859015,3.78554546
-4.51725863,8.52259592,0.56563320,0.04387519,5.82666620,0.00000000,3.48643843,3.79707758
-4.51125563,8.53707016,0.56572848,0.04333652,5.82704493,0.00000000,3.47045105,3.80984189
-4.50525263,8.55296596,0.56676008,0.04283841,5.82559706,0.00000000,3.45097206,3.82384463
-4.49924962,8.56991273,0.56868476,0.04238359,5.82237911,0.00000000,3.42823872,3.83891568
-4.49324662,8.58710102,0.57140600,0.04197166,5.81721979,0.00000000,3.40237995,3.85471690
-4.48724362,8.60332268,0.57477911,0.04159921,5.80973402,0.00000000,3.37342128,3.87075790
-4.48124062,8.61702915,0.57861858,0.04126025,5.79934775,0.00000000,3.34129582,3.88641821
-4.47523762,8.62640481,0.58270700,0.04094655,5.78533207,0.00000000,3.30586055,3.90097456
-4.46923462,8.62945177,0.58680523,0.04064809,5.76684483,0.00000000,3.26691707,3.91363190
-4.46323162,8.62408204,0.59066319,0.04035361,5.74297774,0.00000000,3.22423563,3.92355656
-4.45722861,8.60821300,0.59403086,0.04005113,5.71280670,0.00000000,3.17758133,3.92991026
-4.45122561,8.57986204,0.59666879,0.03972846,5.67544300,0.00000000,3.12674114,3.93188340
-4.44522261,8.53723633,0.59835784,0.03937374,5.63008330,0.00000000,3.07155054,3.92872644
-4.43921961,8.47881414,0.59890760,0.03897590,5.57605599,0.00000000,3.01191845,3.91977811
-4.43321661,8.40341443,0.59816321,0.03852513,5.51286212,0.00000000,2.94784927,3.90448953
-4.42721361,8.31025223,0.59601035,0.03801321,5.44020904,0.00000000,2.87946109,3.88244348
-4.42121061,8.19897769,0.59237828,0.03743385,5.35803545,0.00000000,2.80699913,3.85336816
-4.41520760,8.06969771,0.58724087,0.03678289,5.26652675,0.00000000,2.73084371,3.81714518
-4.40920460,7.92297957,0.58061569,0.03605843,5.16612016,0.00000000,2.65151247,3.77381169
-4.40320160,7.75983686,0.57256137,0.03526092,5.05749943,0.00000000,2.56965648,3.72355667
-4.39719860,7.58169861,0.56317341,0.03439308,4.94157934,0.00000000,2.48605038,3.66671183
-4.39119560,7.39036334,0.55257870,0.03345982,4.81948085,0.00000000,2.40157689,3.60373761
-4.38519260,7.18794014,0.54092924,0.03246803,4.69249784,0.00000000,2.31720612,3.53520491
-4.37918959,6.97677937,0.52839515,0.03142633,4.56205692,0.00000000,2.23397050,3.46177359
-4.37318659,6.75939602,0.51515758,0.03034474,4.42967202,0.00000000,2.15293609,3.38416849
-4.36718359,6.53838878,0.50140164,0.02923434,4.29689556,0.00000000,2.07517143,3.30315414
-4.36118059,6.31635804,0.48730978,0.02810689,4.16526819,0.00000000,2.00171489,3.21950908
-4.35517759,6.09582586,0.47305577,0.02697440,4.03626907,0.00000000,1.93354182,3.13400100
-4.34917459,5.87916087,0.45879955,0.02584873,3.91126858,0.00000000,1.87153243,3.04736333
-4.34317159,5.66851051,0.44468302,0.02474123,3.79148520,0.00000000,1.81644180,2.96027455
-4.33716858,5.46574297,0.43082691,0.02366238,3.67794806,0.00000000,1.76887277,2.87334047
-4.33116558,5.27240033,0.41732868,0.02262143,3.57146646,0.00000000,1.72925289,2.78708043
-4.32516258,5.08966421,0.40426150,0.02162622,3.47260732,0.00000000,1.69781621,2.70191750
-4.31915958,4.91833461,0.39167415,0.02068292,3.38168110,0.00000000,1.67459053,2.61817302
-4.31315658,4.75882208,0.37959182,0.01979592,3.29873675,0.00000000,1.65939069,2.53606533
-4.30715358,4.61115311,0.36801765,0.01896778,3.22356537,0.00000000,1.65181834,2.45571272
