energy_ev,total_up,N_s_up,N_p_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-4.30115058,1.33646005,0.01632395,0.14434317,0.75061549,0.58732287,0.02929299,0.50434965
-4.29514757,1.30243676,0.01577523,0.13939179,0.72000334,0.57808052,0.02827889,0.48764695
-4.28914457,1.27076350,0.01523353,0.13471632,0.68989660,0.56975125,0.02729800,0.47212763
-4.28314157,1.24150170,0.01470481,0.13034043,0.66062570,0.56232008,0.02635610,0.45780402
-4.27713857,1.21459467,0.01419345,0.12627159,0.63245108,0.55572607,0.02545667,0.44464190
-4.27113557,1.18987649,0.01370222,0.12250254,0.60556120,0.54986573,0.02460090,0.43256463
-4.26513257,1.16708495,0.01323235,0.11901309,0.58007343,0.54459808,0.02378792,0.42145881
-4.25912956,1.14587767,0.01278364,0.11577239,0.55603788,0.53975088,0.02301503,0.41118121
-4.25312656,1.12585062,0.01235462,0.11274140,0.53344336,0.53512798,0.02227803,0.40156634
-4.24712356,1.10655803,0.01194279,0.10987539,0.51222538,0.53051717,0.02157156,0.39243458
-4.24112056,1.08753284,0.01154491,0.10712655,0.49227542,0.52569847,0.02088947,0.38360027
-4.23511756,1.06830674,0.01115720,0.10444633,0.47345105,0.52045238,0.02022521,0.37487958
-4.22911456,1.04842914,0.01077570,0.10178761,0.45558639,0.51456784,0.01957217,0.36609768
-4.22311156,1.02748440,0.01039648,0.09910667,0.43850245,0.50784966,0.01892403,0.35709520
-4.21710855,1.00510661,0.01001590,0.09636471,0.42201692,0.50012517,0.01827500,0.34773354
-4.21110555,0.98099188,0.00963079,0.09352913,0.40595306,0.49124988,0.01762008,0.33789914
-4.20510255,0.95490748,0.00923866,0.09057434,0.39014744,0.48111204,0.01695524,0.32750640
-4.19909955,0.92669810,0.00883775,0.08748237,0.37445637,0.46963604,0.01627753,0.31649948
-4.19309655,0.89628896,0.00842716,0.08424300,0.35876083,0.45678444,0.01558515,0.30485286
-4.18709355,0.86368599,0.00800678,0.08085374,0.34296992,0.44255887,0.01487749,0.29257080
-4.18109055,0.82897341,0.00757737,0.07731944,0.32702293,0.42699956,0.01415503,0.27968584
-4.17508754,0.79230877,0.00714037,0.07365173,0.31088989,0.41018376,0.01341936,0.26625646
-4.16908454,0.75391610,0.00669792,0.06986833,0.29457099,0.39222308,0.01267298,0.25236413
-4.16308154,0.71407733,0.00625264,0.06599218,0.27809487,0.37325988,0.01191925,0.23810990
-4.15707854,0.67312264,0.00580755,0.06205052,0.26151608,0.35346295,0.01116215,0.22361064
-4.15107554,0.63142008,0.00536590,0.05807390,0.24491185,0.33302255,0.01040620,0.20899537
-4.14507254,0.58936495,0.00493105,0.05409527,0.22837844,0.31214519,0.00965624,0.19440149
-4.13906953,0.54736953,0.00450630,0.05014904,0.21202730,0.29104819,0.00891727,0.17997149
-4.13306653,0.50585330,0.00409480,0.04627027,0.19598123,0.26995439,0.00819429,0.16584986
-4.12706353,0.46523437,0.00369942,0.04249387,0.18037080,0.24908713,0.00749218,0.15218069
-4.12106053,0.42592213,0.00332271,0.03885410,0.16533107,0.22866570,0.00681553,0.13910582
-4.11505753,0.38831160,0.00296677,0.03538401,0.15099888,0.20890148,0.00616860,0.12676364
-4.10905453,0.35277942,0.00263330,0.03211519,0.13751081,0.18999488,0.00555514,0.11528862
-4.10305153,0.31968175,0.00232351,0.02907761,0.12500168,0.17213306,0.00497845,0.10481152
-4.09704852,0.28935384,0.00203816,0.02629963,0.11360386,0.15548864,0.00444124,0.09546013
-4.09104552,0.26211127,0.00177757,0.02380811,0.10344719,0.14021922,0.00394568,0.08736064
-4.08504252,0.23825253,0.00154166,0.02162870,0.09465939,0.12646772,0.00349342,0.08063933
-4.07903952,0.21806263,0.00133000,0.01978618,0.08736700,0.11436347,0.00308557,0.07542451
-4.07303652,0.20181736,0.00114186,0.01830483,0.08169652,0.10402369,0.00272279,0.07184845
-4.06703352,0.18978765,0.00097624,0.01720885,0.07777560,0.09555544,0.00240533,0.07004919
-4.06103052,0.18224356,0.00083197,0.01652274,0.07573412,0.08905756,0.00213312,0.07017188
-4.05502751,0.17945734,0.00070774,0.01627156,0.07570488,0.08462255,0.00190577,0.07236949
-4.04902451,0.18170510,0.00060216,0.01648112,0.07782358,0.08233801,0.00172272,0.07680269
-4.04302151,0.18926646,0.00051381,0.01717792,0.08222813,0.08228754,0.00158322,0.08363859
-4.03701851,0.20242194,0.00044126,0.01838894,0.08905681,0.08455079,0.00148643,0.09304831
-4.03101551,0.22144764,0.00038313,0.02014122,0.09844539,0.08920263,0.00143143,0.10520311
-4.02501251,0.24660718,0.00033807,0.02246104,0.11052295,0.09631122,0.00141723,0.12026921
-4.01900950,0.27814072,0.00030484,0.02537305,0.12540655,0.10593502,0.00144278,0.13840114
-4.01300650,0.31625141,0.00028226,0.02889897,0.14319473,0.11811876,0.00150696,0.15973385
-4.00700350,0.36108944,0.00026926,0.03305620,0.16396002,0.13288850,0.00160854,0.18437370
-4.00100050,0.41273444,0.00026483,0.03785619,0.18774074,0.15024587,0.00174613,0.21238870
-3.99499750,0.47117688,0.00026804,0.04330275,0.21453241,0.17016201,0.00191813,0.24379839
-3.98899450,0.53629930,0.00027804,0.04939035,0.24427917,0.19257113,0.00212269,0.27856370
-3.98299150,0.60785860,0.00029403,0.05610248,0.27686576,0.21736455,0.00235760,0.31657751
-3.97698849,0.68547044,0.00031523,0.06341019,0.31211043,0.24438523,0.00262028,0.35765640
-3.97098549,0.76859681,0.00034091,0.07127090,0.34975946,0.27342345,0.00290770,0.40153416
-3.96498249,0.85653813,0.00037034,0.07962768,0.38948370,0.30421397,0.00321633,0.44785770
-3.95897949,0.94843067,0.00040281,0.08840888,0.43087763,0.33643510,0.00354216,0.49618582
-3.95297649,1.04325028,0.00043757,0.09752846,0.47346132,0.36970991,0.00388069,0.54599136
-3.94697349,1.13982290,0.00047389,0.10688682,0.51668550,0.40360985,0.00422692,0.59666687
-3.94097049,1.23684220,0.00051102,0.11637235,0.55993993,0.43766093,0.00457546,0.64753405
-3.93496748,1.33289423,0.00054822,0.12586356,0.60256498,0.47135229,0.00492057,0.69785689
-3.92896448,1.42648856,0.00058471,0.13523179,0.64386612,0.50414716,0.00525630,0.74685814
-3.92296148,1.51609503,0.00061976,0.14434449,0.68313115,0.53549582,0.00557658,0.79373885
-3.91695848,1.60018495,0.00065264,0.15306881,0.71964923,0.56485006,0.00587540,0.83770006
-3.91095548,1.67727506,0.00068266,0.16127551,0.75273140,0.59167876,0.00614696,0.87796605
-3.90495248,1.74597254,0.00070918,0.16884287,0.78173145,0.61548379,0.00638582,0.91380809
-3.89894947,1.80501900,0.00073163,0.17566058,0.80606634,0.63581553,0.00658708,0.94456760
-3.89294647,1.85333149,0.00074951,0.18163330,0.82523534,0.65228747,0.00674651,0.96967780
-3.88694347,1.89003859,0.00076244,0.18668376,0.83883683,0.66458893,0.00686071,0.98868274
-3.88094047,1.91450977,0.00077014,0.19075525,0.84658207,0.67249554,0.00692720,1.00125275
-3.87493747,1.92637659,0.00077244,0.19381337,0.84830524,0.67587674,0.00694453,1.00719570
-3.86893447,1.92554464,0.00076930,0.19584690,0.84396921,0.67470003,0.00691229,1.00646327
-3.86293147,1.91219561,0.00076081,0.19686780,0.83366685,0.66903177,0.00683114,0.99915216
-3.85692846,1.88677944,0.00074718,0.19691035,0.81761766,0.65903438,0.00670280,0.98549998
-3.85092546,1.84999679,0.00072874,0.19602935,0.79616004,0.64496013,0.00652995,0.96587617
-3.84492246,1.80277287,0.00070596,0.19429766,0.76973949,0.62714185,0.00631618,0.94076823
-3.83891946,1.74622379,0.00067938,0.19180301,0.73889334,0.60598097,0.00606581,0.91076420
-3.83291646,1.68161719,0.00064967,0.18864443,0.70423278,0.58193351,0.00578381,0.87653196
-3.82691346,1.61032897,0.00061756,0.18492833,0.66642296,0.55549459,0.00547557,0.83879660
-3.82091046,1.53379814,0.00058386,0.18076452,0.62616221,0.52718234,0.00514677,0.79831673
-3.81490745,1.45348187,0.00054946,0.17626227,0.58416110,0.49752174,0.00480321,0.75586090
-3.80890445,1.37081264,0.00051530,0.17152667,0.54112249,0.46702923,0.00445061,0.71218515
-3.80290145,1.28715919,0.00048238,0.16665542,0.49772306,0.43619859,0.00409449,0.66801246
-3.79689845,1.20379273,0.00045177,0.16173619,0.45459721,0.40548864,0.00374002,0.62401507
-3.79089545,1.12185948,0.00042459,0.15684450,0.41232373,0.37531317,0.00339191,0.58080003
-3.78489245,1.04236025,0.00040207,0.15204247,0.37141560,0.34603335,0.00305432,0.53889846
-3.77888944,0.96613726,0.00038549,0.14737809,0.33231306,0.31795260,0.00273078,0.49875866
-3.77288644,0.89386826,0.00037628,0.14288534,0.29537996,0.29131416,0.00242421,0.46074302
-3.76688344,0.82606742,0.00037599,0.13858477,0.26090316,0.26630098,0.00213686,0.42512843
-3.76088044,0.76309223,0.00038632,0.13448478,0.22909474,0.24303775,0.00187031,0.39210994
-3.75487744,0.70515559,0.00040918,0.13058321,0.20009656,0.22159489,0.00162559,0.36180711
-3.74887444,0.65234184,0.00044666,0.12686932,0.17398672,0.20199388,0.00140313,0.33427239
-3.74287144,0.60462561,0.00050107,0.12332599,0.15078735,0.18421374,0.00120289,0.30950104
-3.73686843,0.56189236,0.00057494,0.11993195,0.13047327,0.16819821,0.00102439,0.28744182
-3.73086543,0.52395926,0.00067104,0.11666398,0.11298089,0.15386308,0.00086682,0.26800797
-3.72486243,0.49059562,0.00079233,0.11349904,0.09821709,0.14110360,0.00072909,0.25108782
-3.71885943,0.46154172,0.00094194,0.11041605,0.08606741,0.12980138,0.00060993,0.23655455
-3.71285643,0.43652548,0.00112313,0.10739745,0.07640347,0.11983083,0.00050792,0.22427484
-3.70685343,0.41527636,0.00133921,0.10443042,0.06908923,0.11106462,0.00042160,0.21411590
-3.70085043,0.39753609,0.00159346,0.10150761,0.06398595,0.10337835,0.00034950,0.20595085
-3.69484742,0.38306613,0.00188899,0.09862753,0.06095586,0.09665417,0.00029021,0.19966240
-3.68884442,0.37165194,0.00222866,0.09579455,0.05986448,0.09078347,0.00024239,0.19514464
-3.68284142,0.36310404,0.00261489,0.09301846,0.06058164,0.08566852,0.00020484,0.19230327
-3.67683842,0.35725640,0.00304951,0.09031372,0.06298144,0.08122336,0.00017653,0.19105429
-3.67083542,0.35396257,0.00353365,0.08769847,0.06694130,0.07737384,0.00015660,0.19132155
-3.66483242,0.35308991,0.00406750,0.08519320,0.07234029,0.07405712,0.00014443,0.19303335
-3.65882941,0.35451284,0.00465021,0.08281942,0.07905706,0.07122060,0.00013962,0.19611841
-3.65282641,0.35810542,0.00527976,0.08059818,0.08696759,0.06882061,0.00014208,0.20050181
-3.64682341,0.36373423,0.00595279,0.07854863,0.09594314,0.06682089,0.00015199,0.20610088
-3.64082041,0.37125183,0.00666464,0.07668670,0.10584846,0.06519104,0.00016990,0.21282184
-3.63481741,0.38049171,0.00740921,0.07502397,0.11654068,0.06390508,0.00019675,0.22055712
-3.62881441,0.39126490,0.00817906,0.07356677,0.12786901,0.06294020,0.00023392,0.22918389
-3.62281141,0.40335889,0.00896547,0.07231563,0.13967533,0.06227582,0.00028328,0.23856389
-3.61680840,0.41653886,0.00975859,0.07126506,0.15179585,0.06189298,0.00034732,0.24854479
-3.61080540,0.43055146,0.01054760,0.07040367,0.16406386,0.06177415,0.00042911,0.25896296
-3.60480240,0.44513103,0.01132106,0.06971473,0.17631349,0.06190337,0.00053249,0.26964781
-3.59879940,0.46000808,0.01206710,0.06917701,0.18838435,0.06226680,0.00066207,0.28042737
-3.59279640,0.47491953,0.01277387,0.06876596,0.20012699,0.06285355,0.00082333,0.29113500
-3.58679340,0.48962034,0.01342983,0.06845513,0.21140883,0.06365679,0.00102267,0.30161686
-3.58079040,0.50389585,0.01402416,0.06821774,0.22212032,0.06467490,0.00126749,0.31173967
-3.57478739,0.51757398,0.01454716,0.06802837,0.23218112,0.06591276,0.00156614,0.32139848
-3.56878439,0.53053680,0.01499053,0.06786455,0.24154567,0.06738283,0.00192799,0.33052384
-3.56278139,0.54273040,0.01534775,0.06770835,0.25020819,0.06910611,0.00236331,0.33908790
-3.55677839,0.55417249,0.01561426,0.06754761,0.25820648,0.07111269,0.00288323,0.34710911
-3.55077539,0.56495712,0.01578767,0.06737702,0.26562427,0.07344188,0.00349955,0.35465494
-3.54477239,0.57525584,0.01586784,0.06719870,0.27259208,0.07614179,0.00422453,0.36184247
-3.53876938,0.58531507,0.01585688,0.06702249,0.27928606,0.07926833,0.00507065,0.36883649
-3.53276638,0.59544947,0.01575906,0.06686566,0.28592503,0.08288357,0.00605023,0.37584513
-3.52676338,0.60603135,0.01558065,0.06675228,0.29276546,0.08705351,0.00717504,0.38311297
-3.52076038,0.61747637,0.01532962,0.06671209,0.30009462,0.09184522,0.00845585,0.39091186
-3.51475738,0.63022607,0.01501536,0.06677903,0.30822193,0.09732352,0.00990194,0.39952968
-3.50875438,0.64472787,0.01464828,0.06698939,0.31746892,0.10354733,0.01152053,0.40925758
-3.50275138,0.66141336,0.01423939,0.06737981,0.32815797,0.11056576,0.01331631,0.42037618
-3.49674837,0.68067598,0.01379988,0.06798510,0.34060034,0.11841418,0.01529085,0.43314132
-3.49074537,0.70284907,0.01334073,0.06883605,0.35508388,0.12711053,0.01744217,0.44777016
-3.48474237,0.72818552,0.01287225,0.06995735,0.37186095,0.13665199,0.01976435,0.46442823
-3.47873937,0.75683988,0.01240379,0.07136572,0.39113700,0.14701226,0.02224719,0.48321811
-3.47273637,0.78885432,0.01194344,0.07306838,0.41306031,0.15813973,0.02487605,0.50417051
-3.46673337,0.82414888,0.01149779,0.07506184,0.43771337,0.16995660,0.02763191,0.52723809
-3.46073037,0.86251704,0.01107179,0.07733129,0.46510626,0.18235914,0.03049143,0.55229267
-3.45472736,0.90362678,0.01066875,0.07985041,0.49517234,0.19521924,0.03342740,0.57912592
-3.44872436,0.94702756,0.01029028,0.08258178,0.52776667,0.20838710,0.03640926,0.60745369
-3.44272136,0.99216278,0.00993648,0.08547780,0.56266699,0.22169531,0.03940383,0.63692399
-3.43671836,1.03838769,0.00960603,0.08848214,0.59957766,0.23496388,0.04237624,0.66712825
-3.43071536,1.08499174,0.00929649,0.09153164,0.63813619,0.24800632,0.04529099,0.69761547
-3.42471236,1.13122460,0.00900447,0.09455848,0.67792235,0.26063640,0.04811308,0.72790865
-3.41870935,1.17632466,0.00872602,0.09749277,0.71846952,0.27267536,0.05080924,0.75752282
-3.41270635,1.21954875,0.00845681,0.10026512,0.75927781,0.28395919,0.05334913,0.78598373
-3.40670335,1.26020163,0.00819253,0.10280936,0.79982858,0.29434575,0.05570647,0.81284649
-3.40070035,1.29766384,0.00792906,0.10506505,0.83959976,0.30372124,0.05786010,0.83771310
-3.39469735,1.33141671,0.00766276,0.10697985,0.87808137,0.31200587,0.05979480,0.86024812
-3.38869435,1.36106316,0.00739061,0.10851148,0.91479059,0.31915825,0.06150187,0.88019169
-3.38269135,1.38634336,0.00711038,0.10962934,0.94928592,0.32517845,0.06297952,0.89736923
-3.37668834,1.40714461,0.00682073,0.11031557,0.98117971,0.33010954,0.06423286,0.91169743
-3.37068534,1.42350490,0.00652118,0.11056561,1.01014861,0.33403737,0.06527361,0.92318616
-3.36468234,1.43561005,0.00621216,0.11038823,1.03594165,0.33708895,0.06611948,0.93193630
-3.35867934,1.44378483,0.00589490,0.10980499,1.05838551,0.33942916,0.06679332,0.93813370
-3.35267634,1.44847855,0.00557139,0.10884925,1.07738693,0.34125631,0.06732189,0.94203947
-3.34667334,1.45024592,0.00524420,0.10756472,1.09293221,0.34279666,0.06773453,0.94397739
-3.34067034,1.44972447,0.00491634,0.10600375,1.10508399,0.34429819,0.06806168,0.94431895
-3.33466733,1.44760969,0.00459116,0.10422524,1.11397554,0.34602414,0.06833327,0.94346704
-3.32866433,1.44462931,0.00427212,0.10229258,1.11980302,0.34824651,0.06857724,0.94183906
-3.32266133,1.44151813,0.00396271,0.10027142,1.12281612,0.35124001,0.06881807,0.93985041
-3.31665833,1.43899465,0.00366626,0.09822763,1.12330774,0.35527664,0.06907555,0.93789926
-3.31065533,1.43774070,0.00338588,0.09622538,1.12160330,0.36062123,0.06936380,0.93635335
-3.30465233,1.43838490,0.00312430,0.09432546,1.11805018,0.36752804,0.06969057,0.93553941
-3.29864932,1.44149062,0.00288389,0.09258389,1.11300796,0.37623843,0.07005694,0.93573566
-3.29264632,1.44754866,0.00266652,0.09105094,1.10683979,0.38697969,0.07045733,0.93716765
-3.28664332,1.45697459,0.00247362,0.08977039,1.09990530,0.39996469,0.07087996,0.94000733
-3.28064032,1.47011033,0.00230613,0.08877919,1.09255519,0.41539225,0.07130754,0.94437531
-3.27463732,1.48722934,0.00216455,0.08810735,1.08512758,0.43344784,0.07171840,0.95034561
-3.26863432,1.50854439,0.00204895,0.08777818,1.07794603,0.45430438,0.07208774,0.95795256
-3.26263132,1.53421681,0.00195901,0.08780859,1.07131883,0.47812260,0.07238918,0.96719899
-3.25662831,1.56436616,0.00189409,0.08820960,1.06553940,0.50505083,0.07259626,0.97806496
-3.25062531,1.59907911,0.00185325,0.08898684,1.06088729,0.53522384,0.07268406,0.99051619
-3.24462231,1.63841652,0.00183534,0.09014107,1.05762921,0.56876060,0.07263064,1.00451148
-3.23861931,1.68241797,0.00183900,0.09166862,1.05601979,0.60576088,0.07241843,1.02000860
-3.23261631,1.73110326,0.00186273,0.09356175,1.05630155,0.64630076,0.07203528,1.03696794
-3.22661331,1.78447060,0.00190493,0.09580886,1.05870391,0.69042730,0.07147525,1.05535395
-3.22061031,1.84249178,0.00196393,0.09839462,1.06344091,0.73815268,0.07073912,1.07513408
-3.21460730,1.90510486,0.00203802,0.10129998,1.07070778,0.78944817,0.06983456,1.09627565
-3.20860430,1.97220503,0.00212548,0.10450210,1.08067639,0.84423858,0.06877587,1.11874087
-3.20260130,2.04363484,0.00222460,0.10797432,1.09348991,0.90239762,0.06758353,1.14248062
-3.19659830,2.11917494,0.00233375,0.11168608,1.10925710,0.96374470,0.06628344,1.16742787
-3.19059530,2.19853642,0.00245134,0.11560298,1.12804668,1.02804363,0.06490587,1.19349118
-3.18459230,2.28135601,0.00257593,0.11968701,1.14988227,1.09500358,0.06348439,1.22054943
-3.17858929,2.36719483,0.00270618,0.12389685,1.17473855,1.16428237,0.06205456,1.24844814
-3.17258629,2.45554149,0.00284098,0.12818848,1.20253887,1.23549220,0.06065272,1.27699816
-3.16658329,2.54581966,0.00297942,0.13251595,1.23315479,1.30820742,0.05931480,1.30597696
-3.16058029,2.63739988,0.00312082,0.13683235,1.26640770,1.38197417,0.05807515,1.33513282
-3.15457729,2.72961517,0.00326483,0.14109095,1.30207243,1.45632098,0.05696560,1.36419156
-3.14857429,2.82177933,0.00341137,0.14524645,1.33988275,1.53076986,0.05601468,1.39286575
-3.14257129,2.91320679,0.00356068,0.14925630,1.37953844,1.60484702,0.05524700,1.42086559
-3.13656828,3.00323246,0.00371335,0.15308191,1.42071328,1.67809227,0.05468282,1.44791083
-3.13056528,3.09123014,0.00387025,0.15668988,1.46306360,1.75006658,0.05433788,1.47374289
-3.12456228,3.17662800,0.00403253,0.16005290,1.50623654,1.82035708,0.05422329,1.49813615
-3.11855928,3.25891985,0.00420159,0.16315049,1.54987756,1.88857907,0.05434563,1.52090766
-3.11255628,3.33767144,0.00437898,0.16596939,1.59363661,1.95437507,0.05470713,1.54192444
-3.10655328,3.41252113,0.00456634,0.16850360,1.63717254,2.01741090,0.05530594,1.56110782
-3.10055028,3.48317496,0.00476531,0.17075410,1.68015559,2.07736929,0.05613641,1.57843440
-3.09454727,3.54939679,0.00497746,0.17272820,1.72226785,2.13394176,0.05718939,1.59393358
-3.08854427,3.61099426,0.00520414,0.17443859,1.76320200,2.18681968,0.05845257,1.60768185
-3.08254127,3.66780214,0.00544643,0.17590218,1.80265863,2.23568543,0.05991076,1.61979421
-3.07653827,3.71966464,0.00570506,0.17713876,1.84034270,2.28020509,0.06154614,1.63041349
-3.07053527,3.76641849,0.00598029,0.17816960,1.87595991,2.32002345,0.06333854,1.63969828
-3.06453227,3.80787880,0.00627195,0.17901610,1.90921363,2.35476243,0.06526563,1.64781053
-3.05852926,3.84382908,0.00657931,0.17969855,1.93980305,2.38402363,0.06730323,1.65490378
-3.05252626,3.87401688,0.00690120,0.18023504,1.96742339,2.40739535,0.06942551,1.66111284
-3.04652326,3.89815600,0.00723596,0.18064078,1.99176828,2.42446420,0.07160532,1.66654579
-3.04052026,3.91593542,0.00758152,0.18092759,2.01253492,2.43483093,0.07381449,1.67127888
-3.03451726,3.92703476,0.00793552,0.18110383,2.02943177,2.43812974,0.07602428,1.67535466
-3.02851426,3.93114554,0.00829538,0.18117459,2.04218857,2.43405006,0.07820571,1.67878334
-3.02251126,3.92799659,0.00865841,0.18114227,2.05056825,2.42235947,0.08033015,1.68154726
-3.01650825,3.91738207,0.00902199,0.18100729,2.05437983,2.40292625,0.08236972,1.68360799
-3.01050525,3.89918975,0.00938361,0.18076907,2.05349162,2.37573994,0.08429786,1.68491524
-3.00450225,3.87342751,0.00974104,0.18042703,2.04784343,2.34092851,0.08608979,1.68541697
-2.99849925,3.84024568,0.01009240,0.17998162,2.03745706,2.29877061,0.08772299,1.68506954
-2.99249625,3.79995328,0.01043619,0.17943520,2.02244394,2.24970191,0.08917753,1.68384710
-2.98649325,3.75302661,0.01077139,0.17879279,2.00300919,2.19431469,0.09043639,1.68174932
-2.98049025,3.70010899,0.01109739,0.17806254,1.97945145,2.13335035,0.09148565,1.67880674
-2.97448724,3.64200124,0.01141398,0.17725590,1.95215835,2.06768487,0.09231451,1.67508328
-2.96848424,3.57964286,0.01172128,0.17638748,1.92159743,1.99830777,0.09291528,1.67067557
-2.96248124,3.51408489,0.01201964,0.17547461,1.88830299,1.92629537,0.09328317,1.66570915
-2.95647824,3.44645563,0.01230951,0.17453662,1.85285935,1.85277963,0.09341606,1.66033183
-2.95047524,3.37792114,0.01259131,0.17359381,1.81588153,1.77891406,0.09331418,1.65470471
-2.94447224,3.30964274,0.01286529,0.17266639,1.77799437,1.70583823,0.09297970,1.64899155
-2.93846923,3.24273387,0.01313139,0.17177324,1.73981118,1.63464280,0.09241640,1.64334739
-2.93246623,3.17821891,0.01338917,0.17093078,1.70191334,1.56633646,0.09162932,1.63790738
-2.92646323,3.11699617,0.01363765,0.17015185,1.66483182,1.50181656,0.09062443,1.63277666
-2.92046023,3.05980734,0.01387532,0.16944494,1.62903185,1.44184448,0.08940852,1.62802226
-2.91445723,3.00721491,0.01410011,0.16881356,1.59490142,1.38702705,0.08798901,1.62366774
-2.90845423,2.95958897,0.01430939,0.16825607,1.56274436,1.33780442,0.08637400,1.61969110
-2.90245123,2.91710396,0.01450012,0.16776582,1.53277815,1.29444494,0.08457239,1.61602619
-2.89644822,2.87974539,0.01466890,0.16733169,1.50513659,1.25704691,0.08259408,1.61256788
-2.89044522,2.84732622,0.01481216,0.16693908,1.47987694,1.22554696,0.08045024,1.60918063
-2.88444222,2.81951161,0.01492639,0.16657113,1.45699105,1.19973421,0.07815367,1.60570998
-2.87843922,2.79585068,0.01500828,0.16621032,1.43641958,1.17926954,0.07571911,1.60199655
-2.87243622,2.77581345,0.01505503,0.16584021,1.41806840,1.16370866,0.07316357,1.59789135
-2.86643322,2.75883057,0.01506451,0.16544730,1.40182608,1.15252786,0.07050659,1.59327177
-2.86043022,2.74433392,0.01503553,0.16502289,1.38758123,1.14515101,0.06777039,1.58805701
-2.85442721,2.73179544,0.01496804,0.16456477,1.37523880,1.14097663,0.06497993,1.58222204
-2.84842421,2.72076229,0.01486325,0.16407879,1.36473399,1.13940362,0.06216279,1.57580897
-2.84242121,2.71088626,0.01472380,0.16357993,1.35604323,1.13985466,0.05934897,1.56893522
-2.83641821,2.70194585,0.01455382,0.16309309,1.34919117,1.14179617,0.05657046,1.56179755
-2.83041521,2.69385980,0.01435895,0.16265334,1.34425356,1.14475423,0.05386072,1.55467163
-2.82441221,2.68669142,0.01414632,0.16230554,1.34135551,1.14832582,0.05125402,1.54790686
-2.81840920,2.68064326,0.01392442,0.16210352,1.34066533,1.15218511,0.04878465,1.54191646
-2.81240620,2.67604271,0.01370299,0.16210858,1.34238416,1.15608494,0.04648610,1.53716305
-2.80640320,2.67331900,0.01349279,0.16238752,1.34673195,1.15985356,0.04439017,1.53414038
-2.80040020,2.67297296,0.01330534,0.16301014,1.35393053,1.16338727,0.04252608,1.53335176
-2.79439720,2.67554120,0.01315262,0.16404640,1.36418463,1.16663953,0.04091960,1.53528631
-2.78839420,2.68155646,0.01304679,0.16556327,1.37766198,1.16960745,0.03959222,1.54039401
-2.78239120,2.69150639,0.01299973,0.16762139,1.39447348,1.17231658,0.03856052,1.54906068
-2.77638819,2.70579290,0.01302278,0.17027180,1.41465466,1.17480508,0.03783547,1.56158434
-2.77038519,2.72469431,0.01312629,0.17355275,1.43814950,1.17710817,0.03742208,1.57815380
-2.76438219,2.74833244,0.01331929,0.17748679,1.46479754,1.17924391,0.03731905,1.59883093
-2.75837919,2.77664626,0.01360912,0.18207836,1.49432518,1.18120105,0.03751868,1.62353730
-2.75237619,2.80937388,0.01400115,0.18731185,1.52634178,1.18292978,0.03800694,1.65204623
-2.74637319,2.84604377,0.01449849,0.19315046,1.56034104,1.18433576,0.03876371,1.68398058
-2.74037019,2.88597595,0.01510177,0.19953569,1.59570772,1.18527772,0.03976318,1.71881672
-2.73436718,2.92829328,0.01580901,0.20638777,1.63172967,1.18556877,0.04097445,1.75589475
-2.72836418,2.97194242,0.01661551,0.21360690,1.66761490,1.18498126,0.04236229,1.79443445
-2.72236118,3.01572380,0.01751389,0.22107531,1.70251291,1.18325472,0.04388798,1.83355686
-2.71635818,3.05832925,0.01849417,0.22866013,1.73553961,1.18010656,0.04551032,1.87231028
-2.71035518,3.09838561,0.01954391,0.23621694,1.76580484,1.17524472,0.04718664,1.90970009
-2.70435218,3.13450268,0.02064852,0.24359399,1.79244129,1.16838153,0.04887398,1.94472096
-2.69834917,3.16532313,0.02179156,0.25063674,1.81463370,1.15924812,0.05053021,1.97639037
-2.69234617,3.18957248,0.02295518,0.25719273,1.83164714,1.14760846,0.05211510,2.00378205
-2.68634317,3.20610679,0.02412060,0.26311658,1.84285313,1.13327229,0.05359145,2.02605795
-2.68034017,3.21395623,0.02526859,0.26827474,1.84775258,1.11610642,0.05492604,2.04249755
-2.67433717,3.21236246,0.02638009,0.27255006,1.84599449,1.09604361,0.05609049,2.05252332
-2.66833417,3.20080846,0.02743671,0.27584577,1.83738980,1.07308894,0.05706194,2.05572120
-2.66233117,3.17903942,0.02842129,0.27808878,1.82191958,1.04732302,0.05782364,2.05185536
-2.65632816,3.14707392,0.02931842,0.27923215,1.79973745,1.01890232,0.05836518,2.04087666
-2.65032516,3.10520492,0.03011483,0.27925664,1.77116587,0.98805634,0.05868266,2.02292428
-2.64432216,3.05399048,0.03079981,0.27817116,1.73668667,0.95508198,0.05877853,1.99832068
-2.63831916,2.99423474,0.03136541,0.27601224,1.69692593,0.92033532,0.05866125,1.96755980
-2.63231616,2.92695976,0.03180660,0.27284237,1.65263397,0.88422122,0.05834477,1.93128918
-2.62631316,2.85336952,0.03212129,0.26874740,1.60466105,0.84718122,0.05784770,1.89028653
-2.62031016,2.77480745,0.03231025,0.26383300,1.55392987,0.80968019,0.05719247,1.84543179
-2.61430715,2.69270929,0.03237686,0.25822051,1.50140570,0.77219237,0.05640428,1.79767567
-2.60830415,2.60855306,0.03232679,0.25204208,1.44806545,0.73518724,0.05550996,1.74800606
-2.60230115,2.52380834,0.03216764,0.24543563,1.39486672,0.69911581,0.05453688,1.69741350
