energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.89794897,1.72942419,0.00013315,0.71196248,0.07908090,0.00445323,0.31650133,0.98759065,0.68559822
-5.89194597,1.72643438,0.00012195,0.72105154,0.07845658,0.00477539,0.30492955,0.98243380,0.69058864
-5.88594297,1.72445637,0.00011424,0.72968479,0.07836023,0.00517318,0.29445012,0.97604442,0.69569389
-5.87993997,1.72425555,0.00011011,0.73796915,0.07892456,0.00565796,0.28542201,0.96873461,0.70110014
-5.87393697,1.72650595,0.00010970,0.74597897,0.08027502,0.00624088,0.27818297,0.96077594,0.70695598
-5.86793397,1.73177262,0.00011319,0.75375385,0.08252596,0.00693248,0.27304111,0.95239433,0.71336787
-5.86193097,1.74049938,0.00012086,0.76129906,0.08577697,0.00774239,0.27026714,0.94376881,0.72039780
-5.85592796,1.75300229,0.00013302,0.76858837,0.09010931,0.00867896,0.27008761,0.93503402,0.72806325
-5.84992496,1.76946851,0.00015010,0.77556908,0.09558259,0.00974893,0.27267916,0.92628629,0.73633921
-5.84392196,1.78996040,0.00017265,0.78216882,0.10223184,0.01095707,0.27816407,0.91759264,0.74516204
-5.83791896,1.81442397,0.00020131,0.78830371,0.11006497,0.01230589,0.28660711,0.90900214,0.75443489
-5.83191596,1.84270113,0.00023685,0.79388729,0.11906090,0.01379541,0.29801394,0.90055874,0.76403412
-5.82591296,1.87454480,0.00028020,0.79883958,0.12916833,0.01542293,0.31233100,0.89231462,0.77381645
-5.81990995,1.90963600,0.00033243,0.80309576,0.14030530,0.01718299,0.32944703,0.88434322,0.78362637
-5.81390695,1.94760204,0.00039477,0.80661389,0.15235968,0.01906730,0.34919624,0.87675108,0.79330342
-5.80790395,1.98803513,0.00046859,0.80938128,0.16519059,0.02106485,0.37136311,0.86968763,0.80268901
-5.80190095,2.03051069,0.00055545,0.81141899,0.17863084,0.02316214,0.39568872,0.86335244,0.81163254
-5.79589795,2.07460468,0.00065705,0.81278450,0.19249031,0.02534342,0.42187856,0.85799924,0.81999663
-5.78989495,2.11990972,0.00077522,0.81357220,0.20656041,0.02759117,0.44961153,0.85393674,0.82766140
-5.78389195,2.16604939,0.00091192,0.81391184,0.22061925,0.02988654,0.47855004,0.85152583,0.83452767
-5.77788894,2.21269060,0.00106920,0.81396508,0.23443761,0.03220992,0.50835070,0.85117354,0.84051923
-5.77188594,2.25955367,0.00124916,0.81392027,0.24778547,0.03454155,0.53867532,0.85332385,0.84558411
-5.76588294,2.30641999,0.00145390,0.81398592,0.26043875,0.03686214,0.56920179,0.85844580,0.84969505
-5.75987994,2.35313699,0.00168546,0.81438297,0.27218613,0.03915346,0.59963440,0.86701945,0.85284918
-5.75387694,2.39962041,0.00194577,0.81533646,0.28283565,0.04139889,0.62971296,0.87952020,0.85506703
-5.74787394,2.44585348,0.00223654,0.81706688,0.29222072,0.04358389,0.65922055,0.89640224,0.85639098
-5.74187094,2.49188318,0.00255920,0.81978142,0.30020534,0.04569637,0.68798922,0.91808151,0.85688312
-5.73586793,2.53781330,0.00291480,0.82366569,0.30668827,0.04772693,0.71590345,0.94491910,0.85662273
-5.72986493,2.58379456,0.00330391,0.82887603,0.31160595,0.04966891,0.74290122,0.97720537,0.85570325
-5.72386193,2.63001180,0.00372656,0.83553263,0.31493396,0.05151837,0.76897229,1.01514553,0.85422887
-5.71785893,2.67666865,0.00418211,0.84371380,0.31668709,0.05327388,0.79415410,1.05884695,0.85231079
-5.71185593,2.72397016,0.00466921,0.85345136,0.31691782,0.05493612,0.81852516,1.10830868,0.85006321
-5.70585293,2.77210387,0.00518571,0.86472736,0.31571349,0.05650750,0.84219637,1.16341341,0.84759909
-5.69984992,2.82122030,0.00572864,0.87747217,0.31319212,0.05799157,0.86530076,1.22392210,0.84502581
-5.69384692,2.87141360,0.00629417,0.89156396,0.30949720,0.05939243,0.88798203,1.28947146,0.84244093
-5.68784392,2.92270327,0.00687760,0.90682957,0.30479166,0.06071415,0.91038262,1.35957428,0.83992804
-5.68184092,2.97501818,0.00747341,0.92304673,0.29925137,0.06196014,0.93263199,1.43362273,0.83755310
-5.67583792,3.02818354,0.00807531,0.93994763,0.29305836,0.06313267,0.95483556,1.51089462,0.83536121
-5.66983492,3.08191192,0.00867635,0.95722367,0.28639415,0.06423243,0.97706523,1.59056245,0.83337416
-5.66383192,3.13579891,0.00926897,0.97453140,0.27943357,0.06525822,0.99935165,1.67170526,0.83158874
-5.65782891,3.18932400,0.00984525,0.99149942,0.27233911,0.06620674,1.02167901,1.75332316,0.82997614
-5.65182591,3.24185694,0.01039697,1.00773626,0.26525618,0.06707263,1.04398239,1.83435416,0.82848226
-5.64582291,3.29266960,0.01091590,1.02283886,0.25830946,0.06784852,1.06614790,1.91369335,0.82702921
-5.63981991,3.34095307,0.01139393,1.03640169,0.25160025,0.06852533,1.08801561,1.99021388,0.82551777
-5.63381691,3.38583940,0.01182331,1.04802614,0.24520508,0.06909257,1.10938507,2.06278950,0.82383087
-5.62781391,3.42642734,0.01219688,1.05733007,0.23917543,0.06953889,1.13002309,2.13031818,0.82183792
-5.62181091,3.46181087,0.01250821,1.06395728,0.23353846,0.06985250,1.14967337,2.19174634,0.81939975
-5.61580790,3.49110947,0.01275186,1.06758653,0.22829876,0.07002180,1.16806741,2.24609302,0.81637407
-5.60980490,3.51349875,0.01292351,1.06794011,0.22344078,0.07003591,1.18493610,2.29247337,0.81262118
-5.60380190,3.52824014,0.01302009,1.06479140,0.21893200,0.06988520,1.20002142,2.33012074,0.80800950
-5.59779890,3.53470824,0.01303988,1.05797145,0.21472636,0.06956176,1.21308749,2.35840660,0.80242102
-5.59179590,3.53241455,0.01298259,1.04737417,0.21076800,0.06905979,1.22393051,2.37685755,0.79575605
-5.58579290,3.52102651,0.01284936,1.03296003,0.20699504,0.06837592,1.23238704,2.38516864,0.78793728
-5.57978989,3.50038094,0.01264272,1.01475801,0.20334315,0.06750939,1.23834019,2.38321246,0.77891293
-5.57378689,3.47049118,0.01236655,0.99286579,0.19974896,0.06646218,1.24172341,2.37104329,0.76865873
-5.56778389,3.43154752,0.01202597,0.96744796,0.19615301,0.06523896,1.24252186,2.34889620,0.75717877
-5.56178089,3.38391106,0.01162716,0.93873243,0.19250223,0.06384699,1.24077120,2.31718067,0.74450515
-5.55577789,3.32810108,0.01117723,0.90700493,0.18875195,0.06229598,1.23655404,2.27646891,0.73069638
-5.54977489,3.26477659,0.01068399,0.87260187,0.18486731,0.06059774,1.22999429,2.22747929,0.71583476
-5.54377189,3.19471309,0.01015575,0.83590176,0.18082422,0.05876595,1.22124982,2.17105517,0.70002273
-5.53776888,3.11877539,0.00960108,0.79731533,0.17660968,0.05681576,1.21050387,2.10814014,0.68337851
-5.53176588,3.03788816,0.00902861,0.75727497,0.17222180,0.05476342,1.19795586,2.03975056,0.66603117
-5.52576288,2.95300533,0.00844681,0.71622358,0.16766928,0.05262592,1.18381198,1.96694652,0.64811551
-5.51975988,2.86508010,0.00786380,0.67460348,0.16297070,0.05042060,1.16827631,1.89080242,0.62976686
-5.51375688,2.77503678,0.00728714,0.63284560,0.15815344,0.04816484,1.15154288,1.81237841,0.61111624
-5.50775388,2.68374583,0.00672374,0.59135957,0.15325254,0.04587569,1.13378919,1.73269396,0.59228599
-5.50175088,2.59200322,0.00617969,0.55052483,0.14830940,0.04356966,1.11517143,1.65270447,0.57338624
-5.49574787,2.50051491,0.00566024,0.51068327,0.14337050,0.04126243,1.09582172,1.57328192,0.55451219
-5.48974487,2.40988689,0.00516970,0.47213353,0.13848614,0.03896871,1.07584739,1.49520008,0.53574249
-5.48374187,2.32062101,0.00471143,0.43512707,0.13370929,0.03670206,1.05533228,1.41912485,0.51713871
-5.47773887,2.23311639,0.00428791,0.39986620,0.12909450,0.03447483,1.03433984,1.34560951,0.49874579
-5.47173587,2.14767597,0.00390072,0.36650393,0.12469699,0.03229808,1.01291777,1.27509501,0.48059352
-5.46573287,2.06451728,0.00355069,0.33514543,0.12057193,0.03018157,0.99110376,1.20791457,0.46269880
-5.45972986,1.98378655,0.00323790,0.30585116,0.11677380,0.02813379,0.96893183,1.14430211,0.44506853
-5.45372686,1.90557503,0.00296189,0.27864113,0.11335595,0.02616201,0.94643885,1.08440350,0.42770300
-5.44772386,1.82993614,0.00272169,0.25350016,0.11037024,0.02427231,0.92367067,1.02828982,0.41059928
-5.44172086,1.75690247,0.00251603,0.23038375,0.10786683,0.02246970,0.90068747,0.97597165,0.39375472
-5.43571786,1.68650137,0.00234338,0.20922423,0.10589400,0.02075824,0.87756780,0.92741327,0.37717004
-5.42971486,1.61876826,0.00220217,0.18993691,0.10449809,0.01914105,0.85441115,0.88254616,0.36085203
-5.42371186,1.55375692,0.00209084,0.17242598,0.10372342,0.01762053,0.83133879,0.84128090,0.34481553
-5.41770885,1.49154626,0.00200799,0.15658979,0.10361223,0.01619837,0.80849281,0.80351700,0.32908479
-5.41170585,1.43224342,0.00195247,0.14232552,0.10420458,0.01487568,0.78603335,0.76915030,0.31369394
-5.40570285,1.37598318,0.00192345,0.12953302,0.10553832,0.01365309,0.76413437,0.73807783,0.29868674
-5.39969985,1.32292397,0.00192056,0.11811773,0.10764887,0.01253077,0.74297798,0.71020011,0.28411565
-5.39369685,1.27324101,0.00194386,0.10799274,0.11056902,0.01150857,0.72274781,0.68542120,0.27004014
-5.38769385,1.22711719,0.00199394,0.09908002,0.11432867,0.01058597,0.70362186,0.66364676,0.25652459
-5.38169085,1.18473237,0.00207191,0.09131082,0.11895445,0.00976221,0.68576508,0.64478076,0.24363580
-5.37568784,1.14625200,0.00217940,0.08462548,0.12446919,0.00903624,0.66932228,0.62872111,0.23144024
-5.36968484,1.11181567,0.00231854,0.07897260,0.13089139,0.00840675,0.65441168,0.61535501,0.22000123
-5.36368184,1.08152639,0.00249191,0.07430785,0.13823445,0.00787218,0.64111936,0.60455439,0.20937629
-5.35767884,1.05544122,0.00270243,0.07059247,0.14650582,0.00743069,0.62949509,0.59617193,0.19961454
-5.35167584,1.03356368,0.00295330,0.06779157,0.15570603,0.00708015,0.61954955,0.59003813,0.19075455
-5.34567284,1.01583827,0.00324788,0.06587237,0.16582750,0.00681812,0.61125318,0.58595954,0.18282249
-5.33966983,1.00214739,0.00358946,0.06480247,0.17685329,0.00664181,0.60453659,0.58371857,0.17583075
-5.33366683,0.99231071,0.00398120,0.06454817,0.18875573,0.00654807,0.59929261,0.58307475,0.16977708
-5.32766383,0.98608687,0.00442586,0.06507303,0.20149498,0.00653336,0.59537969,0.58376743,0.16464418
-5.32166083,0.98317740,0.00492562,0.06633652,0.21501761,0.00659376,0.59262670,0.58551996,0.16039979
-5.31565783,0.98323276,0.00548191,0.06829298,0.22925526,0.00672496,0.59083871,0.58804491,0.15699729
-5.30965483,0.98585997,0.00609518,0.07089088,0.24412343,0.00692228,0.58980352,0.59105023,0.15437670
-5.30365183,0.99063173,0.00676471,0.07407228,0.25952063,0.00718073,0.58929884,0.59424605,0.15246614
-5.29764882,0.99709661,0.00748844,0.07777267,0.27532789,0.00749504,0.58909967,0.59735168,0.15118360
-5.29164582,1.00479001,0.00826289,0.08192111,0.29140882,0.00785978,0.58898559,0.60010268,0.15043903
-5.28564282,1.01324550,0.00908298,0.08644070,0.30761030,0.00826945,0.58874797,0.60225759,0.15013670
-5.27963982,1.02200639,0.00994205,0.09124939,0.32376392,0.00871868,0.58819648,0.60360405,0.15017774
-5.27363682,1.03063695,0.01083185,0.09626110,0.33968820,0.00920231,0.58716510,0.60396418,0.15046277
-5.26763382,1.03873341,0.01174260,0.10138714,0.35519173,0.00971566,0.58551713,0.60319894,0.15089460
-5.26163082,1.04593397,0.01266314,0.10653792,0.37007703,0.01025465,0.58314930,0.60121135,0.15138090
-5.25562781,1.05192804,0.01358116,0.11162483,0.38414521,0.01081608,0.57999474,0.59794847,0.15183672
-5.24962481,1.05646402,0.01448337,0.11656237,0.39720127,0.01139776,0.57602477,0.59340216,0.15218687
-5.24362181,1.05935566,0.01535594,0.12127023,0.40905981,0.01199873,0.57124946,0.58760841,0.15236790
-5.23761881,1.06048660,0.01618475,0.12567543,0.41955096,0.01261937,0.56571700,0.58064545,0.15232984
-5.23161581,1.05981282,0.01695581,0.12971433,0.42852620,0.01326149,0.55951179,0.57263056,0.15203739
-5.22561281,1.05736299,0.01765572,0.13333440,0.43586389,0.01392841,0.55275134,0.56371569,0.15147070
-5.21960980,1.05323633,0.01827200,0.13649564,0.44147403,0.01462485,0.54558203,0.55408197,0.15062549
-5.21360680,1.04759804,0.01879350,0.13917161,0.44530213,0.01535688,0.53817391,0.54393328,0.14951270
-5.20760380,1.04067228,0.01921078,0.14134994,0.44733176,0.01613165,0.53071447,0.53348901,0.14815747
-5.20160080,1.03273279,0.01951640,0.14303223,0.44758574,0.01695711,0.52340181,0.52297617,0.14659761
-5.19559780,1.02409128,0.01970515,0.14423346,0.44612567,0.01784166,0.51643713,0.51262115,0.14488156
-5.18959480,1.01508404,0.01977424,0.14498069,0.44304988,0.01879363,0.51001701,0.50264125,0.14306586
-5.18359180,1.00605724,0.01972336,0.14531135,0.43848974,0.01982084,0.50432558,0.49323646,0.14121237
-5.17758879,0.99735132,0.01955471,0.14527096,0.43260456,0.02093000,0.49952692,0.48458157,0.13938520
-5.17158579,0.98928531,0.01927288,0.14491052,0.42557521,0.02212616,0.49575804,0.47681899,0.13764759
-5.16558279,0.98214173,0.01888473,0.14428370,0.41759683,0.02341219,0.49312266,0.47005272,0.13605887
-5.15957979,0.97615277,0.01839910,0.14344392,0.40887101,0.02478830,0.49168619,0.46434351,0.13467163
-5.15357679,0.97148860,0.01782658,0.14244150,0.39959780,0.02625162,0.49147210,0.45970568,0.13352921
-5.14757379,0.96824843,0.01717910,0.14132108,0.38996799,0.02779592,0.49245996,0.45610570,0.13266377
-5.14157079,0.96645484,0.01646961,0.14011941,0.38015607,0.02941150,0.49458535,0.45346264,0.13209481
-5.13556778,0.96605195,0.01571167,0.13886366,0.37031425,0.03108516,0.49774168,0.45165070,0.13182855
-5.12956478,0.96690746,0.01491906,0.13757035,0.36056786,0.03280046,0.50178398,0.45050356,0.13185783
-5.12356178,0.96881878,0.01410543,0.13624490,0.35101229,0.03453803,0.50653454,0.44982064,0.13216288
-5.11755878,0.97152290,0.01328396,0.13488191,0.34171162,0.03627612,0.51179022,0.44937485,0.13271269
-5.11155578,0.97470966,0.01246707,0.13346616,0.33269901,0.03799132,0.51733113,0.44892173,0.13346700
-5.10555278,0.97803763,0.01166617,0.13197404,0.32397871,0.03965933,0.52293026,0.44820933,0.13437885
-5.09954977,0.98115196,0.01089148,0.13037570,0.31552948,0.04125582,0.52836368,0.44698858,0.13539743
-5.09354677,0.98370306,0.01015186,0.12863741,0.30730928,0.04275740,0.53342071,0.44502358,0.13647116
-5.08754377,0.98536519,0.00945480,0.12672422,0.29926069,0.04414249,0.53791353,0.44210134,0.13755076
-5.08154077,0.98585378,0.00880630,0.12460265,0.29131697,0.04539217,0.54168578,0.43804043,0.13859226
-5.07553777,0.98494060,0.00821098,0.12224331,0.28340810,0.04649088,0.54461955,0.43269828,0.13955960
-5.06953477,0.98246579,0.00767204,0.11962327,0.27546664,0.04742701,0.54664045,0.42597656,0.14042677
-5.06353177,0.97834610,0.00719137,0.11672802,0.26743295,0.04819329,0.54772033,0.41782463,0.14117939
-5.05752876,0.97257880,0.00676967,0.11355296,0.25925952,0.04878690,0.54787761,0.40824069,0.14181559
-5.05152576,0.96524109,0.00640653,0.11010435,0.25091426,0.04920946,0.54717503,0.39727087,0.14234611
-5.04552276,0.95648497,0.00610053,0.10639959,0.24238249,0.04946669,0.54571506,0.38500611,0.14279368
-5.03951976,0.94652803,0.00584938,0.10246701,0.23366773,0.04956795,0.54363305,0.37157720,0.14319171
-5.03351676,0.93564050,0.00565003,0.09834499,0.22479125,0.04952556,0.54108870,0.35714828,0.14358228
-5.02751376,0.92412960,0.00549874,0.09408062,0.21579042,0.04935397,0.53825613,0.34190910,0.14401366
-5.02151076,0.91232189,0.00539122,0.08972790,0.20671626,0.04906888,0.53531326,0.32606660,0.14453743
-5.01550775,0.90054479,0.00532267,0.08534572,0.19763012,0.04868633,0.53243107,0.30983616,0.14520532
-5.00950475,0.88910841,0.00528794,0.08099554,0.18860005,0.04822178,0.52976325,0.29343298,0.14606614
-5.00350175,0.87828844,0.00528155,0.07673906,0.17969678,0.04768931,0.52743703,0.27706416,0.14716261
-4.99749875,0.86831146,0.00529781,0.07263594,0.17098997,0.04710091,0.52554542,0.26092155,0.14852873
-4.99149575,0.85934303,0.00533090,0.06874164,0.16254454,0.04646598,0.52414158,0.24517605,0.15018733
-4.98549275,0.85147947,0.00537500,0.06510557,0.15441765,0.04579100,0.52323537,0.22997311,0.15214834
-4.97948974,0.84474358,0.00542433,0.06176955,0.14665620,0.04507938,0.52279230,0.21542998,0.15440766
-4.97348674,0.83908434,0.00547330,0.05876662,0.13929515,0.04433160,0.52273500,0.20163444,0.15694665
-4.96748374,0.83438076,0.00551660,0.05612035,0.13235653,0.04354547,0.52294696,0.18864496,0.15973242
-4.96148074,0.83044920,0.00554932,0.05384453,0.12584932,0.04271659,0.52327834,0.17649236,0.16271879
-4.95547774,0.82705407,0.00556704,0.05194329,0.11977000,0.04183895,0.52355354,0.16518247,0.16584792
-4.94947474,0.82392089,0.00556592,0.05041168,0.11410371,0.04090560,0.52358003,0.15469982,0.16905247
-4.94347174,0.82075128,0.00554281,0.04923654,0.10882601,0.03990942,0.52315800,0.14501185,0.17225834
-4.93746873,0.81723888,0.00549528,0.04839773,0.10390495,0.03884378,0.52209041,0.13607353,0.17538766
-4.93146573,0.81308553,0.00542170,0.04786960,0.09930344,0.03770329,0.52019279,0.12783208,0.17836208
-4.92546273,0.80801689,0.00532122,0.04762261,0.09498165,0.03648434,0.51730247,0.12023151,0.18110621
-4.91945973,0.80179685,0.00519382,0.04762510,0.09089950,0.03518557,0.51328680,0.11321685,0.18355085
-4.91345673,0.79424011,0.00504025,0.04784506,0.08701890,0.03380820,0.50805005,0.10673778,0.18563627
-4.90745373,0.78522260,0.00486198,0.04825186,0.08330586,0.03235621,0.50153874,0.10075180,0.18731497
-4.90145073,0.77468918,0.00466114,0.04881793,0.07973226,0.03083630,0.49374527,0.09522654,0.18855421
-4.89544772,0.76265869,0.00444041,0.04952016,0.07627730,0.02925778,0.48470976,0.09014150,0.18933787
-4.88944472,0.74922613,0.00420290,0.05034120,0.07292864,0.02763226,0.47452012,0.08548903,0.18966782
-4.88344172,0.73456202,0.00395207,0.05127041,0.06968316,0.02597326,0.46331055,0.08127473,0.18956461
-4.87743872,0.71890925,0.00369159,0.05230455,0.06654739,0.02429572,0.45125839,0.07751730,0.18906747
-4.87143572,0.70257740,0.00342517,0.05344813,0.06353764,0.02261549,0.43857977,0.07424782,0.18823362
-4.86543272,0.68593510,0.00315651,0.05471342,0.06067988,0.02094872,0.42552413,0.07150882,0.18713687
-4.85942971,0.66940054,0.00288917,0.05612012,0.05800937,0.01931136,0.41236780,0.06935289,0.18586569
-4.85342671,0.65343069,0.00262643,0.05769470,0.05557005,0.01771866,0.39940712,0.06784118,0.18452057
-4.84742371,0.63850942,0.00237129,0.05946948,0.05341377,0.01618464,0.38695105,0.06704174,0.18321103
-4.84142071,0.62513496,0.00212634,0.06148135,0.05159939,0.01472181,0.37531366,0.06702766,0.18205217
-4.83541771,0.61380711,0.00189377,0.06377035,0.05019160,0.01334081,0.36480665,0.06787527,0.18116097
-4.82941471,0.60501436,0.00167530,0.06637804,0.04925973,0.01205023,0.35573206,0.06966216,0.18065254
-4.82341171,0.59922128,0.00147225,0.06934569,0.04887627,0.01085654,0.34837526,0.07246513,0.18063630
-4.81740870,0.59685646,0.00128545,0.07271248,0.04911525,0.00976400,0.34299847,0.07635815,0.18121230
-4.81140570,0.59830111,0.00111538,0.07651363,0.05005047,0.00877482,0.33983466,0.08141005,0.18246786
-4.80540270,0.60387850,0.00096212,0.08077862,0.05175348,0.00788919,0.33908214,0.08768223,0.18447452
-4.79939970,0.61384454,0.00082542,0.08552946,0.05429144,0.00710556,0.34089968,0.09522616,0.18728550
-4.79339670,0.62837938,0.00070477,0.09077910,0.05772472,0.00642078,0.34540228,0.10408080,0.19093367
-4.78739370,0.64758034,0.00059943,0.09653015,0.06210448,0.00583044,0.35265767,0.11426990,0.19543011
-4.78139070,0.67145623,0.00050848,0.10277366,0.06747008,0.00532907,0.36268349,0.12579927,0.20076331
-4.77538769,0.69992320,0.00043090,0.10948836,0.07384657,0.00491047,0.37544519,0.13865419,0.20689900
-4.76938469,0.73280217,0.00036556,0.11664010,0.08124224,0.00456795,0.39085481,0.15279684,0.21378058
-4.76338169,0.76981823,0.00031131,0.12418166,0.08964638,0.00429458,0.40877066,0.16816418,0.22133017
-4.75737869,0.81060192,0.00026700,0.13205300,0.09902743,0.00408348,0.42899795,0.18466620,0.22945025
-4.75137569,0.85469278,0.00023148,0.14018182,0.10933159,0.00392799,0.45129060,0.20218490,0.23802575
-4.74537269,0.90154532,0.00020369,0.14848460,0.12048209,0.00382189,0.47535426,0.22057397,0.24692671
-4.73936968,0.95053750,0.00018258,0.15686809,0.13237921,0.00375959,0.50085064,0.23965959,0.25601131
-4.73336668,1.00098192,0.00016721,0.16523114,0.14490115,0.00373627,0.52740329,0.25924219,0.26512933
-4.72736368,1.05213981,0.00015671,0.17346704,0.15790590,0.00374800,0.55460491,0.27909955,0.27412587
-4.72136068,1.10323760,0.00015031,0.18146623,0.17123407,0.00379191,0.58202607,0.29899107,0.28284539
-4.71535768,1.15348612,0.00014732,0.18911930,0.18471269,0.00386624,0.60922540,0.31866335,0.29113589
-4.70935468,1.20210193,0.00014713,0.19632035,0.19816000,0.00397044,0.63576099,0.33785683,0.29885331
-4.70335168,1.24833037,0.00014924,0.20297049,0.21139089,0.00410522,0.66120282,0.35631352,0.30586582
-4.69734867,1.29146956,0.00015321,0.20898142,0.22422309,0.00427263,0.68514590,0.37378533,0.31205809
-4.69134567,1.33089472,0.00015870,0.21427897,0.23648362,0.00447603,0.70722349,0.39004292,0.31733539
-4.68534267,1.36608161,0.00016544,0.21880647,0.24801537,0.00472009,0.72712019,0.40488450,0.32162723
-4.67933967,1.39662817,0.00017324,0.22252771,0.25868339,0.00501076,0.74458399,0.41814433,0.32489057
-4.67333667,1.42227315,0.00018198,0.22542940,0.26838069,0.00535518,0.75943696,0.42970028,0.32711231
-4.66733367,1.44291072,0.00019161,0.22752303,0.27703308,0.00576153,0.77158367,0.43948016,0.32831095
-4.66133067,1.45859985,0.00020215,0.22884579,0.28460280,0.00623886,0.78101704,0.44746640,0.32853727
-4.65532766,1.46956780,0.00021369,0.22946068,0.29109067,0.00679684,0.78782091,0.45369863,0.32787384
-4.64932466,1.47620681,0.00022636,0.22945554,0.29653664,0.00744544,0.79216905,0.45827400,0.32643342
-4.64332166,1.47906388,0.00024037,0.22894101,0.30101847,0.00819462,0.79432043,0.46134495,0.32435601
-4.63731866,1.47882330,0.00025600,0.22804753,0.30464859,0.00905388,0.79461053,0.46311457,0.32180473
-4.63131566,1.47628260,0.00027356,0.22692123,0.30756924,0.01003177,0.79343907,0.46382950,0.31896044
-4.62531266,1.47232234,0.00029344,0.22571906,0.30994600,0.01113544,0.79125442,0.46377060,0.31601544
-4.61930965,1.46787098,0.00031611,0.22460313,0.31196002,0.01237011,0.78853519,0.46324183,0.31316626
-4.61330665,1.46386625,0.00034210,0.22373459,0.31379926,0.01373850,0.78577001,0.46255781,0.31060588
-4.60730365,1.46121463,0.00037202,0.22326725,0.31564923,0.01524039,0.78343605,0.46203055,0.30851584
-4.60130065,1.46075091,0.00040661,0.22334124,0.31768361,0.01687210,0.78197771,0.46195604,0.30705824
-4.59529765,1.46319978,0.00044672,0.22407698,0.32005531,0.01862619,0.78178614,0.46260141,0.30636845
-4.58929465,1.46914145,0.00049337,0.22556979,0.32288844,0.02049110,0.78318105,0.46419321,0.30654848
-4.58329165,1.47898315,0.00054776,0.22788534,0.32627162,0.02245105,0.78639551,0.46690761,0.30766172
-4.57728864,1.49293814,0.00061133,0.23105626,0.33025303,0.02448603,0.79156478,0.47086285,0.30972905
-4.57128564,1.51101351,0.00068582,0.23508010,0.33483754,0.02657197,0.79871984,0.47611454,0.31272686
-4.56528264,1.53300769,0.00077328,0.23991867,0.33998603,0.02868106,0.80778608,0.48265407,0.31658686
-4.55927964,1.55851805,0.00087616,0.24549904,0.34561704,0.03078228,0.81858734,0.49041018,0.32119804
-4.55327664,1.58695849,0.00099736,0.25171591,0.35161075,0.03284210,0.83085526,0.49925379,0.32641054
-4.54727364,1.61758636,0.00114027,0.25843560,0.35781497,0.03482533,0.84424356,0.50900576,0.33204142
-4.54127064,1.64953761,0.00130882,0.26550121,0.36405295,0.03669606,0.85834670,0.51944730,0.33788211
-4.53526763,1.68186853,0.00150750,0.27273896,0.37013263,0.03841875,0.87272187,0.53033243,0.34370719
-4.52926463,1.71360216,0.00174139,0.27996526,0.37585672,0.03995936,0.88691346,0.54140196,0.34928416
-4.52326163,1.74377714,0.00201611,0.28699433,0.38103324,0.04128643,0.90047862,0.55239816,0.35438375
-4.51725863,1.77149661,0.00233781,0.29364593,0.38548581,0.04237220,0.91301276,0.56307934,0.35879031
-4.51125563,1.79597468,0.00271309,0.29975288,0.38906322,0.04319355,0.92417356,0.57323378,0.36231182
-4.50525263,1.81657825,0.00314886,0.30516803,0.39164775,0.04373292,0.93370234,0.58269185,0.36478904
-4.49924962,1.83286214,0.00365219,0.30977032,0.39316175,0.04397888,0.94144167,0.59133614,0.36610341
-4.49324662,1.84459567,0.00423010,0.31346969,0.39357226,0.04392667,0.94734830,0.59910869,0.36618335
