energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,2.83247136,0.00776682,0.51868841,0.50072760,0.52172437,0.02279744,0.94920546,1.76257046,0.67938391
-5.99399700,2.79917713,0.00764098,0.50756678,0.50542579,0.51688820,0.02135670,0.94193229,1.73575563,0.67391079
-5.98799400,2.76491525,0.00748277,0.49660767,0.50975483,0.51146840,0.01990167,0.93416246,1.70985642,0.66795719
-5.98199100,2.72972505,0.00729450,0.48586489,0.51358101,0.50550950,0.01845266,0.92588794,1.68485068,0.66151128
-5.97598799,2.69364553,0.00707890,0.47537374,0.51678983,0.49907621,0.01702865,0.91712947,1.66064311,0.65455377
-5.96998499,2.65673023,0.00683906,0.46515286,0.51929238,0.49225487,0.01564690,0.90794217,1.63707695,0.64706144
-5.96398199,2.61906554,0.00657835,0.45520747,0.52103148,0.48515477,0.01432271,0.89842090,1.61395038,0.63901188
-5.95797899,2.58079139,0.00630035,0.44553394,0.52198735,0.47790929,0.01306919,0.88870514,1.59103690,0.63038942
-5.95197599,2.54212302,0.00600873,0.43612538,0.52218245,0.47067661,0.01189722,0.87898311,1.56810857,0.62119160
-5.94597299,2.50337243,0.00570724,0.42697783,0.52168519,0.46364002,0.01081547,0.86949465,1.54496086,0.61143605
-5.93996998,2.46496763,0.00539962,0.41809670,0.52061228,0.45700742,0.00983047,0.86053274,1.52143753,0.60116706
-5.93396698,2.42746827,0.00508953,0.40950297,0.51912946,0.45101008,0.00894676,0.85244301,1.49745413,0.59046148
-5.92796398,2.39157595,0.00478053,0.40123872,0.51745036,0.44590049,0.00816712,0.84562136,1.47301844,0.57943344
-5.92196098,2.35813786,0.00447602,0.39337157,0.51583348,0.44194905,0.00749279,0.84050910,1.44824654,0.56823751
-5.91595798,2.32814287,0.00417921,0.38599766,0.51457714,0.43943989,0.00692367,0.83758587,1.42337334,0.55706989
-5.90995498,2.30270929,0.00389310,0.37924292,0.51401245,0.43866546,0.00645860,0.83736008,1.39875665,0.54616748
-5.90395198,2.28306417,0.00362046,0.37326237,0.51449454,0.43992030,0.00609552,0.84035706,1.37487432,0.53580467
-5.89794897,2.27051456,0.00336382,0.36823759,0.51639217,0.44349387,0.00583169,0.84710529,1.35231421,0.52628790
-5.89194597,2.26641130,0.00312549,0.36437212,0.52007598,0.44966276,0.00566381,0.85812084,1.33175743,0.51794816
-5.88594297,2.27210665,0.00290752,0.36188521,0.52590593,0.45868248,0.00558814,0.87389070,1.31395527,0.51113159
-5.87993997,2.28890736,0.00271174,0.36100403,0.53421820,0.47077906,0.00560053,0.89485537,1.29970099,0.50618870
-5.87393697,2.31802499,0.00253973,0.36195475,0.54531214,0.48614080,0.00569648,0.92139150,1.28979762,0.50346258
-5.86793397,2.36052560,0.00239284,0.36495285,0.55943764,0.50491051,0.00587112,0.95379509,1.28502326,0.50327651
-5.86193097,2.41728089,0.00227222,0.37019320,0.57678355,0.52717847,0.00611919,0.99226604,1.28609553,0.50592171
-5.85592796,2.48892304,0.00217878,0.37784019,0.59746759,0.55297645,0.00643500,1.03689466,1.29363673,0.51164554
-5.84992496,2.57580523,0.00211320,0.38801859,0.62152805,0.58227310,0.00681238,1.08765074,1.30814137,0.52064075
-5.84392196,2.67796956,0.00207594,0.40080538,0.64891786,0.61497080,0.00724467,1.14437569,1.32994751,0.53303627
-5.83791896,2.79512393,0.00206722,0.41622297,0.67950110,0.65090439,0.00772465,1.20677828,1.35921321,0.54888973
-5.83191596,2.92662901,0.00208701,0.43423423,0.71305237,0.68984152,0.00824458,1.27443408,1.39589917,0.56818222
-5.82591296,3.07149594,0.00213502,0.45473930,0.74925884,0.73148506,0.00879621,1.34678895,1.43975826,0.59081535
-5.81990995,3.22839497,0.00221068,0.47757461,0.78772518,0.77547717,0.00937081,1.42316641,1.49033241,0.61661067
-5.81390695,3.39567497,0.00231310,0.50251398,0.82798121,0.82140522,0.00995931,1.50277882,1.54695713,0.64531164
-5.80790395,3.57139313,0.00244108,0.52927181,0.86949191,0.86880915,0.01055235,1.58474194,1.60877332,0.67658782
-5.80190095,3.75335374,0.00259309,0.55750829,0.91166959,0.91719021,0.01114044,1.66809263,1.67474602,0.71004133
-5.79589795,3.93915487,0.00276721,0.58683641,0.95388779,0.96602070,0.01171416,1.75180880,1.74368941,0.74521518
-5.78989495,4.12624134,0.00296120,0.61683057,0.99549642,1.01475441,0.01226425,1.83483122,1.81429706,0.78160333
-5.78389195,4.31196198,0.00317239,0.64703642,1.03583767,1.06283741,0.01278186,1.91608631,1.88517642,0.81866195
-5.77788894,4.49362961,0.00339780,0.67698172,1.07426207,1.10971900,0.01325871,1.99450921,1.95488616,0.85582180
-5.77188594,4.66858156,0.00363406,0.70618771,1.11014431,1.15486216,0.01368725,2.06906642,2.02197525,0.89250106
-5.76588294,4.83423895,0.00387748,0.73418082,1.14289816,1.19775363,0.01406084,2.13877714,2.08502220,0.92811852
-5.75987994,4.98816305,0.00412412,0.76050417,1.17199020,1.23791294,0.01437385,2.20273298,2.14267333,0.96210648
-5.75387694,5.12810704,0.00436978,0.78472863,1.19695179,1.27490048,0.01462181,2.26011523,2.19367869,0.99392333
-5.74787394,5.25206185,0.00461013,0.80646304,1.21738911,1.30832431,0.01480148,2.31020941,2.23692449,1.02306520
-5.74187094,5.35829506,0.00484076,0.82536334,1.23299091,1.33784556,0.01491086,2.35241681,2.27146108,1.04907664
-5.73586793,5.44538197,0.00505728,0.84114033,1.24353393,1.36318257,0.01494926,2.38626285,2.29652560,1.07155987
-5.72986493,5.51222834,0.00525542,0.85356583,1.24888592,1.38411345,0.01491725,2.41140222,2.31155863,1.09018254
-5.72386193,5.55808456,0.00543116,0.86247716,1.24900618,1.40047748,0.01481661,2.42762089,2.31621459,1.10468384
-5.71785893,5.58255122,0.00558079,0.86777964,1.24394391,1.41217505,0.01465023,2.43483515,2.31036547,1.11487865
-5.71185593,5.58557641,0.00570106,0.86944741,1.23383440,1.41916660,0.01442206,2.43308804,2.29409820,1.12065996
-5.70585293,5.56744512,0.00578925,0.86752217,1.21889340,1.42147041,0.01413694,2.42254328,2.26770578,1.12199926
-5.69984992,5.52876149,0.00584324,0.86211029,1.19940981,1.41915958,0.01380047,2.40347723,2.23167267,1.11894511
-5.69384692,5.47042458,0.00586162,0.85337820,1.17573709,1.41235819,0.01341886,2.37626920,2.18665525,1.11161990
-5.68784392,5.39359876,0.00584368,0.84154635,1.14828366,1.40123688,0.01299875,2.34139035,2.13345807,1.10021493
-5.68184092,5.29967954,0.00578948,0.82688189,1.11750251,1.38600794,0.01254711,2.29939165,2.07300688,1.08498399
-5.67583792,5.19025599,0.00569982,0.80969048,1.08388043,1.36692009,0.01207099,2.25089110,2.00631954,1.06623566
-5.66983492,5.06707090,0.00557621,0.79030739,1.04792701,1.34425292,0.01157746,2.19656061,1.93447587,1.04432456
-5.66383192,4.93197960,0.00542085,0.76908825,1.01016368,1.31831133,0.01107340,2.13711264,1.85858744,1.01964189
-5.65782891,4.78690865,0.00523652,0.74639980,0.97111309,1.28941983,0.01056541,2.07328698,1.77976842,0.99260540
-5.65182591,4.63381536,0.00502653,0.72261090,0.93128894,1.25791694,0.01005971,2.00583771,1.69910839,0.96364928
