energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-4.56528264,2.56287756,-2.92592794,0.00081255,-0.00111446,0.13895098,-0.27011171,0.60180768,-0.74251589,1.68382464,-1.73207242,0.22947233,-0.39426182,0.33922673,-0.50903725,0.38945797,-0.40570511,0.00000000,-0.00000000
-4.55927964,2.54152963,-2.88498728,0.00078748,-0.00109429,0.13219660,-0.25144187,0.58530253,-0.72705621,1.68127283,-1.73226263,0.22194726,-0.37103671,0.32764387,-0.48466139,0.39090564,-0.40863489,0.00000000,-0.00000000
-4.55327664,2.52162100,-2.84637958,0.00076314,-0.00107151,0.12656143,-0.23417576,0.56896171,-0.71080441,1.67828985,-1.73266760,0.21583799,-0.34962534,0.31729847,-0.46146328,0.39179187,-0.41108855,0.00000000,-0.00000000
-4.54727364,2.50303609,-2.80988979,0.00074016,-0.00104664,0.12196203,-0.21835216,0.55286361,-0.69380003,1.67492534,-1.73306668,0.21107737,-0.33007736,0.30810287,-0.43950844,0.39208809,-0.41297811,0.00000000,-0.00000000
-4.54127064,2.48576431,-2.77533381,0.00071915,-0.00102030,0.11832107,-0.20398710,0.53709792,-0.67612058,1.67128998,-1.73327887,0.20761281,-0.31241911,0.29997992,-0.41884559,0.39178740,-0.41423609,0.00000000,-0.00000000
-4.53526763,2.46990376,-2.74257501,0.00070072,-0.00099319,0.11556902,-0.19107729,0.52176297,-0.65787716,1.66755642,-1.73317202,0.20540679,-0.29665850,0.29286498,-0.39950938,0.39090502,-0.41481674,0.00000000,-0.00000000
-4.52926463,2.45566087,-2.71153945,0.00068543,-0.00096606,0.11364524,-0.17960369,0.50696308,-0.63920941,1.66395844,-1.73267125,0.20443639,-0.28278981,0.28670703,-0.38152303,0.38947813,-0.41469705,0.00000000,-0.00000000
-4.52326163,2.44334551,-2.68222901,0.00067380,-0.00093969,0.11249842,-0.16953508,0.49280587,-0.62028000,1.66078809,-1.73176616,0.20469167,-0.27079827,0.28146881,-0.36490109,0.38756503,-0.41387716,0.00000000,-0.00000000
-4.51725863,2.43336155,-2.65473152,0.00066629,-0.00091487,0.11208633,-0.16083145,0.47939951,-0.60126879,1.65839071,-1.73051648,0.20617329,-0.26066400,0.27712621,-0.34965184,0.38524365,-0.41238040,0.00000000,-0.00000000
-4.51125563,2.42619280,-2.62922727,0.00066330,-0.00089237,0.11237511,-0.15344705,0.46685006,-0.58236708,1.65715742,-1.72905549,0.20888924,-0.25236517,0.27366667,-0.33577943,0.38260921,-0.41025271,0.00000000,-0.00000000
-4.50525263,2.42238444,-2.60599113,0.00066515,-0.00087290,0.11333798,-0.14733293,0.45525859,-0.56377190,1.65751513,-1.72759106,0.21285099,-0.24588027,0.27108694,-0.32328546,0.37977125,-0.40756155,0.00000000,-0.00000000
-4.49924962,2.42252024,-2.58538978,0.00067208,-0.00085713,0.11495366,-0.14243901,0.44471832,-0.54568059,1.65991402,-1.72640359,0.21806920,-0.24118935,0.26939010,-0.31217004,0.37684993,-0.40439417,0.00000000,-0.00000000
-4.49324662,2.42719625,-2.56787381,0.00068425,-0.00084567,0.11720437,-0.13871549,0.43531177,-0.52828568,1.66481258,-1.72584090,0.22454910,-0.23827414,0.26858215,-0.30243223,0.37397174,-0.40085524,0.00000000,-0.00000000
-4.48724362,2.43699147,-2.55396438,0.00070173,-0.00083903,0.12007370,-0.13611365,0.42710773,-0.51177015,1.67266058,-1.72630963,0.23228590,-0.23711721,0.26866815,-0.29406978,0.37126472,-0.39706388,0.00000000,-0.00000000
-4.48124062,2.45243670,-2.54423473,0.00072450,-0.00083762,0.12354432,-0.13458612,0.42015843,-0.49630311,1.68388032,-1.72826318,0.24126020,-0.23770012,0.26964821,-0.28707829,0.36885334,-0.39315001,0.00000000,-0.00000000
-4.47523762,2.47398250,-2.53928677,0.00075243,-0.00084174,0.12759575,-0.13408651,0.41449669,-0.48203578,1.69884680,-1.73218633,0.25143388,-0.24000076,0.27151354,-0.28144983,0.36685333,-0.38925022,0.00000000,-0.00000000
-4.46923462,2.50196768,-2.53972341,0.00078530,-0.00085160,0.13220212,-0.13456863,0.41013336,-0.46909800,1.71786753,-1.73857684,0.26274637,-0.24399002,0.27424268,-0.27717098,0.36536654,-0.38550312,0.00000000,-0.00000000
-4.46323162,2.53658967,-2.54611760,0.00082280,-0.00086729,0.13733023,-0.13598529,0.40705510,-0.45759501,1.74116283,-1.74792439,0.27511171,-0.24962805,0.27779813,-0.27422061,0.36447611,-0.38204438,0.00000000,-0.00000000
-4.45722861,2.57787818,-2.55897912,0.00086452,-0.00088876,0.14293781,-0.13828684,0.40522265,-0.44760471,1.76884757,-1.76068772,0.28841645,-0.25686029,0.28212370,-0.27256738,0.36424231,-0.37900155,0.00000000,-0.00000000
-4.45122561,2.62567362,-2.57872058,0.00090995,-0.00091587,0.14897219,-0.14141956,0.40456972,-0.43917528,1.80091532,-1.77727070,0.30251852,-0.26561355,0.28714253,-0.27216722,0.36469905,-0.37648898,0.00000000,-0.00000000
-4.44522261,2.67961158,-2.60562417,0.00095850,-0.00094835,0.15536937,-0.14532395,0.40500268,-0.43232338,1.83722578,-1.79799834,0.31724729,-0.27579240,0.29275613,-0.27296095,0.36585143,-0.37460285,0.00000000,-0.00000000
-4.43921961,2.73911451,-2.63981072,0.00100950,-0.00098582,0.16205360,-0.14993321,0.40640105,-0.42703286,1.87749655,-1.82309392,0.33240468,-0.28727611,0.29884437,-0.27487215,0.36767443,-0.37341676,0.00000000,-0.00000000
-4.43321661,2.80339134,-2.68121286,0.00106222,-0.00102777,0.16893746,-0.15517181,0.40861905,-0.42325406,1.92129973,-1.85265835,0.34776761,-0.29991643,0.30526667,-0.27780561,0.37011285,-0.37297792,0.00000000,-0.00000000
-4.42721361,2.87144588,-2.72955388,0.00111587,-0.00107363,0.17592253,-0.16095448,0.41148809,-0.42090398,1.96806414,-1.88665290,0.36309149,-0.31353627,0.31186415,-0.28164637,0.37308254,-0.37330432,0.00000000,-0.00000000
-4.42121061,2.94209381,-2.78433371,0.00116962,-0.00112270,0.18290062,-0.16718553,0.41482023,-0.41986712,2.01708326,-1.92488652,0.37811492,-0.32792968,0.31846286,-0.28625960,0.37647292,-0.37438282,0.00000000,-0.00000000
-4.41520760,3.01398827,-2.84482322,0.00122262,-0.00117422,0.18975543,-0.17375872,0.41841258,-0.41999735,2.06752912,-1.96700854,0.39256535,-0.34286300,0.32487799,-0.29149130,0.38015065,-0.37616866,0.00000000,-0.00000000
-4.40920460,3.08565327,-2.91006781,0.00127403,-0.00122736,0.19636488,-0.18055766,0.42205247,-0.42112066,2.11847169,-2.01250758,0.40616552,-0.35807747,0.33091874,-0.29717000,0.38396448,-0.37858606,0.00000000,-0.00000000
-4.40320160,3.15552379,-2.97890070,0.00132300,-0.00128124,0.20260369,-0.18745679,0.42552328,-0.42303884,2.16890340,-2.06071719,0.41864058,-0.37329309,0.33639381,-0.30310939,0.38775076,-0.38153029,0.00000000,-0.00000000
-4.39719860,3.22199129,-3.04996585,0.00136874,-0.00133495,0.20834644,-0.19432295,0.42861064,-0.42553413,2.21776780,-2.11082822,0.42972546,-0.38821385,0.34111717,-0.30911184,0.39133968,-0.38487099,0.00000000,-0.00000000
-4.39119560,3.28345254,-3.12175014,0.00141051,-0.00138756,0.21347077,-0.20101749,0.43110879,-0.42837471,2.26399143,-2.16190788,0.43917244,-0.40253405,0.34491398,-0.31497275,0.39456176,-0.38845659,0.00000000,-0.00000000
-4.38519260,3.33836018,-3.19262375,0.00144763,-0.00143815,0.21786074,-0.20739892,0.43282683,-0.43132076,2.30651745,-2.21292495,0.44675844,-0.41594557,0.34762618,-0.32048552,0.39725430,-0.39211981,0.00000000,-0.00000000
-4.37918959,3.38527251,-3.26088725,0.00147952,-0.00148585,0.22141017,-0.21332596,0.43359463,-0.43413120,2.34433985,-2.26278006,0.45229180,-0.42814589,0.34911774,-0.32544697,0.39926761,-0.39568387,0.00000000,-0.00000000
-4.37318659,3.42290067,-3.32482367,0.00150568,-0.00152981,0.22402585,-0.21866089,0.43326800,-0.43657050,2.37653657,-2.31034020,0.45561832,-0.43884637,0.34927913,-0.32966304,0.40047051,-0.39896916,0.00000000,-0.00000000
-4.36718359,3.45015101,-3.38275322,0.00152573,-0.00156926,0.22563044,-0.22327308,0.43173308,-0.43841562,2.40230019,-2.35447570,0.45662620,-0.44778070,0.34803096,-0.33295444,0.40075511,-0.40180008,0.00000000,-0.00000000
-4.36118059,3.46616097,-3.43308842,0.00153941,-0.00160351,0.22616494,-0.22704261,0.42890958,-0.43946262,2.42096493,-2.39409829,0.45524982,-0.45471293,0.34532651,-0.33516199,0.40004040,-0.40401177,0.00000000,-0.00000000
-4.35517759,3.47032679,-3.47438718,0.00154658,-0.00163198,0.22559077,-0.22986366,0.42475291,-0.43953273,2.43202866,-2.42819847,0.45147195,-0.45944491,0.34115313,-0.33615152,0.39827474,-0.40545624,0.00000000,-0.00000000
-4.34917459,3.46232222,-3.50540142,0.00154720,-0.00165419,0.22389107,-0.23164771,0.41925490,-0.43847754,2.43516905,-2.45588053,0.44532464,-0.46182264,0.33553244,-0.33581793,0.39543697,-0.40600781,0.00000000,-0.00000000
-4.34317159,3.44210722,-3.52511909,0.00154136,-0.00166979,0.22107150,-0.23232633,0.41244328,-0.43618320,2.43025337,-2.47639368,0.43688834,-0.46174141,0.32851933,-0.33408838,0.39153624,-0.40556752,0.00000000,-0.00000000
-4.33716858,3.40992676,-3.53279778,0.00152927,-0.00167855,0.21716023,-0.23185334,0.40437995,-0.43257335,2.41734136,-2.48915786,0.42628966,-0.45914931,0.32019983,-0.33092434,0.38661066,-0.40406629,0.00000000,-0.00000000
-4.33116558,3.36629983,-3.52798834,0.00151122,-0.00168037,0.21220731,-0.23020640,0.39515799,-0.42761069,2.39668146,-2.49378310,0.41369759,-0.45404910,0.31068800,-0.32632249,0.38072469,-0.40146677,0.00000000,-0.00000000
-4.32516258,3.31199950,-3.51054781,0.00148764,-0.00167529,0.20628332,-0.22738779,0.38489784,-0.42129716,2.36870054,-2.49008174,0.39931854,-0.44649821,0.30012196,-0.32031438,0.37396568,-0.39776373,0.00000000,-0.00000000
-4.31915958,3.24802500,-3.48064107,0.00145899,-0.00166346,0.19947745,-0.22342452,0.37374257,-0.41367269,2.33398786,-2.47807302,0.38339031,-0.43660697,0.28865936,-0.31296490,0.36643964,-0.39298320,0.00000000,-0.00000000
-4.31315658,3.17556760,-3.43873152,0.00142586,-0.00164517,0.19189503,-0.21836756,0.36185274,-0.40481268,2.29327416,-2.45798001,0.36617519,-0.42453510,0.27647229,-0.30436969,0.35826648,-0.38718022,0.00000000,-0.00000000
-4.30715358,3.09597156,-3.38556140,0.00138886,-0.00162080,0.18365467,-0.21229037,0.34940090,-0.39482432,2.24740688,-2.43021925,0.34795268,-0.41048663,0.26374216,-0.29465157,0.34957504,-0.38043557,0.00000000,-0.00000000
-4.30115058,3.01069242,-3.32212303,0.00134867,-0.00159085,0.17488509,-0.20528677,0.33656614,-0.38384192,2.19732278,-2.39538381,0.32901192,-0.39470346,0.25065453,-0.28395612,0.34049812,-0.37285152,0.00000000,-0.00000000
-4.29514757,2.92125421,-3.24962251,0.00130601,-0.00155589,0.16572185,-0.19746819,0.32352886,-0.37202162,2.14401925,-2.35422070,0.30964424,-0.37745792,0.23739418,-0.27244684,0.33116775,-0.36454706,0.00000000,-0.00000000
-4.28914457,2.82920755,-3.16943777,0.00126161,-0.00151658,0.15630397,-0.18896051,0.31046589,-0.35953557,2.08852560,-2.30760396,0.29013607,-0.35904454,0.22414064,-0.26029982,0.32171090,-0.35565260,0.00000000,-0.00000000
-4.28314157,2.73609024,-3.08307305,0.00121621,-0.00147363,0.14677069,-0.17990052,0.29754641,-0.34656608,2.03187545,-2.25650466,0.27076246,-0.33977151,0.21106429,-0.24769840,0.31224584,-0.34630470,0.00000000,-0.00000000
-4.27713857,2.64339191,-2.99211203,0.00117056,-0.00142780,0.13725851,-0.17043229,0.28492842,-0.33329975,1.97508142,-2.20195948,0.25178147,-0.31995216,0.19832316,-0.23482794,0.30287923,-0.33664091,0.00000000,-0.00000000
-4.27113557,2.55252378,-2.89817154,0.00112537,-0.00137987,0.12789848,-0.16070343,0.27275629,-0.31992215,1.91911294,-2.14503912,0.23342952,-0.29989666,0.18606048,-0.22187091,0.29370403,-0.32679505,0.00000000,-0.00000000
-4.26513257,2.46479445,-2.80285796,0.00108133,-0.00133064,0.11881386,-0.15086159,0.26115897,-0.30661295,1.86487795,-2.08681805,0.21591780,-0.27990451,0.17440303,-0.20900254,0.28479834,-0.31689307,0.00000000,-0.00000000
-4.25912956,2.38139216,-2.70772787,0.00103908,-0.00128090,0.11011834,-0.14105109,0.25024925,-0.29354187,1.81320897,-2.02834678,0.19942991,-0.26025782,0.16346034,-0.19638707,0.27622498,-0.30704968,0.00000000,-0.00000000
-4.25312656,2.30337385,-2.61425440,0.00099922,-0.00123142,0.10191459,-0.13141002,0.24012370,-0.28086552,1.76485362,-1.97062773,0.18412052,-0.24121576,0.15332454,-0.18417480,0.26803192,-0.29736589,0.00000000,-0.00000000
-4.24712356,2.23166055,-2.52380018,0.00096226,-0.00118292,0.09429343,-0.12206775,0.23086341,-0.26872517,1.72046988,-1.91459535,0.17011525,-0.22301022,0.14407097,-0.17249998,0.26025345,-0.28792740,0.00000000,-0.00000000
-4.24112056,2.16703892,-2.43759762,0.00092863,-0.00113610,0.08733328,-0.11314289,0.22253522,-0.25724538,1.68062549,-1.86110124,0.15751135,-0.20584281,0.13575933,-0.16147948,0.25291186,-0.27880399,0.00000000,-0.00000000
-4.23511756,2.11016797,-2.35673656,0.00089871,-0.00109156,0.08110019,-0.10474186,0.21519347,-0.24653368,1.64580140,-1.81090424,0.14637938,-0.18988317,0.12843527,-0.15121229,0.24601959,-0.27004973,0.00000000,-0.00000000
-4.22911456,2.06159011,-2.28215919,0.00087276,-0.00104984,0.07564805,-0.09695793,0.20888183,-0.23668087,1.61639843,-1.76466571,0.13676542,-0.17526849,0.12213233,-0.14177979,0.23958171,-0.26170399,0.00000000,-0.00000000
-4.22311156,2.02174535,-2.21466172,0.00085096,-0.00101140,0.07101917,-0.08987077,0.20363541,-0.22776211,1.59274651,-1.72294954,0.12869386,-0.16210426,0.11687406,-0.13324660,0.23359847,-0.25379307,0.00000000,-0.00000000
-4.21710855,1.99098748,-2.15490192,0.00083341,-0.00097661,0.06724504,-0.08354640,0.19948256,-0.21983841,1.57511565,-1.68622652,0.12217043,-0.15046591,0.11267621,-0.12566204,0.22806795,-0.24633246,0.00000000,-0.00000000
-4.21110555,1.96960099,-2.10341144,0.00082013,-0.00094572,0.06434712,-0.07803762,0.19644662,-0.21295850,1.56372768,-1.65488220,0.11718530,-0.14040127,0.10954877,-0.11906189,0.22298845,-0.23932932,0.00000000,-0.00000000
-4.20510255,1.95781742,-2.06061172,0.00081106,-0.00091893,0.06233780,-0.07338456,0.19454711,-0.20716085,1.55876808,-1.62922767,0.11371622,-0.13193366,0.10749791,-0.11347055,0.21836066,-0.23278520,0.00000000,-0.00000000
-4.19909955,1.95583016,-2.02683222,0.00080608,-0.00089630,0.06122119,-0.06961563,0.19380061,-0.20247558,1.56039681,-1.60951207,0.11173129,-0.12506524,0.10652760,-0.10890315,0.21418948,-0.22669887,0.00000000,-0.00000000
-4.19309655,1.96380656,-2.00232941,0.00080501,-0.00087785,0.06099391,-0.06674846,0.19422098,-0.19892628,1.56875754,-1.59593609,0.11119150,-0.11978064,0.10664081,-0.10536780,0.21048532,-0.22106887,0.00000000,-0.00000000
-4.18709355,1.98189675,-1.98730543,0.00080766,-0.00086349,0.06164571,-0.06479092,0.19581914,-0.19653139,1.58398465,-1.58866529,0.11205277,-0.11605043,0.10784030,-0.10286763,0.20726494,-0.21589592,0.00000000,-0.00000000
-4.18109055,2.01023843,-1.98192506,0.00081380,-0.00085311,0.06315999,-0.06374214,0.19860221,-0.19530526,1.60620735,-1.58784255,0.11426743,-0.11383446,0.11012900,-0.10140256,0.20455163,-0.21118488,0.00000000,-0.00000000
-4.17508754,2.04895734,-1.98633003,0.00082322,-0.00084651,0.06551411,-0.06359341,0.20257223,-0.19525866,1.63555088,-1.59359866,0.11778529,-0.11308479,0.11350985,-0.10097084,0.20237498,-0.20694631,0.00000000,-0.00000000
-4.16908454,2.09816356,-2.00064980,0.00083571,-0.00084351,0.06867962,-0.06432904,0.20772442,-0.19639872,1.67213440,-1.60606052,0.12255407,-0.11374818,0.11798515,-0.10157012,0.20076993,-0.20319739,0.00000000,-0.00000000
-4.16308154,2.15794358,-2.02500818,0.00085110,-0.00084388,0.07262226,-0.06592696,0.21404527,-0.19872851,1.71606586,-1.62535631,0.12851937,-0.11576811,0.12355563,-0.10319813,0.19977546,-0.19996233,0.00000000,-0.00000000
-4.15707854,2.22834880,-2.05952549,0.00086926,-0.00084744,0.07730204,-0.06835930,0.22151036,-0.20224596,1.76743402,-1.65161738,0.13562422,-0.11908611,0.13021899,-0.10585290,0.19943279,-0.19727217,0.00000000,-0.00000000
-4.15107554,2.30938123,-2.10431617,0.00089013,-0.00085402,0.08267309,-0.07159272,0.23008230,-0.20694257,1.82629814,-1.68497680,0.14380831,-0.12364265,0.13796826,-0.10953255,0.19978318,-0.19516403,0.00000000,-0.00000000
-4.14507254,2.40097707,-2.15948201,0.00091370,-0.00086348,0.08868368,-0.07558876,0.23970877,-0.21280172,1.89267591,-1.72556443,0.15300691,-0.12937745,0.14679000,-0.11423469,0.20086555,-0.19367977,0.00000000,-0.00000000
-4.13906953,2.50298947,-2.22510147,0.00094003,-0.00087578,0.09527620,-0.08030395,0.25032100,-0.21979692,1.96653046,-1.77349905,0.16314975,-0.13622933,0.15666234,-0.11995541,0.20271397,-0.19286421,0.00000000,-0.00000000
-4.13306653,2.61517146,-2.30121573,0.00096925,-0.00089091,0.10238721,-0.08568999,0.26183265,-0.22789000,2.04775713,-1.82887776,0.17415982,-0.14413567,0.16755314,-0.12668804,0.20535509,-0.19276296,0.00000000,-0.00000000
-4.12706353,2.73716030,-2.38781242,0.00100154,-0.00090896,0.10994770,-0.09169385,0.27413932,-0.23702947,2.13617104,-1.89176347,0.18595227,-0.15303159,0.17941826,-0.13442161,0.20880578,-0.19342000,0.00000000,-0.00000000
-4.12106053,2.86846432,-2.48480782,0.00103714,-0.00093010,0.11788342,-0.09825794,0.28711884,-0.24714912,2.23149614,-1.96217097,0.19843360,-0.16284890,0.19220017,-0.14313923,0.21307091,-0.19487502,0.00000000,-0.00000000
-4.11505753,3.00845332,-2.59202890,0.00107635,-0.00095457,0.12611543,-0.10532026,0.30063228,-0.25816710,2.33335673,-2.04005268,0.21150099,-0.17351496,0.20582686,-0.15281643,0.21814164,-0.19716076,0.00000000,-0.00000000
-4.10905453,3.15635344,-2.70919604,0.00111947,-0.00098269,0.13456079,-0.11281473,0.31452571,-0.26998542,2.44127192,-2.12528463,0.22504218,-0.18495159,0.22021128,-0.16341955,0.22399405,-0.20030045,0.00000000,-0.00000000
-4.10305153,3.31124705,-2.83590775,0.00116685,-0.00101483,0.14313339,-0.12067148,0.32863283,-0.28249014,2.55465380,-2.21765379,0.23893557,-0.19707404,0.23525132,-0.17490424,0.23058845,-0.20430541,0.00000000,-0.00000000
-4.09704852,3.47207817,-2.97162831,0.00121883,-0.00105142,0.15174498,-0.12881733,0.34277829,-0.29555216,2.67280948,-2.31684743,0.25305097,-0.20979013,0.25083035,-0.18721428,0.23786920,-0.20917304,0.00000000,-0.00000000
-4.09104552,3.63766359,-3.11567928,0.00127572,-0.00109294,0.16030624,-0.13717632,0.35678152,-0.30902868,2.79494734,-2.42244523,0.26725067,-0.22299969,0.26681840,-0.20028066,0.24576528,-0.21488524,0.00000000,-0.00000000
-4.08504252,3.80670941,-3.26723554,0.00133784,-0.00113985,0.16872800,-0.14567033,0.37046117,-0.32276537,2.92018737,-2.53391482,0.28139101,-0.23659428,0.28307396,-0.21402108,0.25419146,-0.22140732,0.00000000,-0.00000000
-4.07903952,3.97783275,-3.42532657,0.00140544,-0.00119264,0.17692245,-0.15421973,0.38363976,-0.33659904,3.04757532,-2.65061116,0.29532437,-0.25045727,0.29944632,-0.22833993,0.26305009,-0.22868759,0.00000000,-0.00000000
-4.07303652,4.14958777,-3.58884310,0.00147875,-0.00125175,0.18480440,-0.16274414,0.39614849,-0.35036096,3.17610027,-2.77178008,0.30890152,-0.26446436,0.31577849,-0.24312872,0.27223348,-0.23665756,0.00000000,-0.00000000
-4.06703352,4.32049535,-3.75654931,0.00155794,-0.00131760,0.19229253,-0.17116318,0.40783192,-0.36388051,3.30471498,-2.89656601,0.32197429,-0.27848440,0.33191046,-0.25826703,0.28162675,-0.24523283,0.00000000,-0.00000000
-4.06103052,4.48907498,-3.92710039,0.00164312,-0.00139056,0.19931056,-0.17939725,0.41855245,-0.37698917,3.43235825,-3.02402392,0.33439837,-0.29238070,0.34768286,-0.27362402,0.29111098,-0.25431463,0.00000000,-0.00000000
-4.05502751,4.65387799,-4.09906495,0.00173436,-0.00147089,0.20578838,-0.18736829,0.42819429,-0.38952463,3.55797832,-3.15313503,0.34603637,-0.30601271,0.36294073,-0.28906038,0.30056666,-0.26379201,0.00000000,-0.00000000
-4.04902451,4.81352050,-4.27095182,0.00183166,-0.00155881,0.21166308,-0.19500062,0.43666677,-0.40133494,3.68055646,-3.28282593,0.35676078,-0.31923803,0.37753737,-0.30443078,0.30987717,-0.27354452,0.00000000,-0.00000000
-4.04302151,4.96671496,-4.44124019,0.00193498,-0.00165442,0.21687991,-0.20222170,0.44390697,-0.41228247,3.79912978,-3.41199040,0.36645689,-0.33191479,0.39133811,-0.31958667,0.31893214,-0.28344542,0.00000000,-0.00000000
-4.03701851,5.11229895,-4.60841211,0.00204424,-0.00175773,0.22139312,-0.20896291,0.44988137,-0.42224758,3.91281219,-3.53951320,0.37502561,-0.34390421,0.40422369,-0.33437945,0.32763065,-0.29336513,0.00000000,-0.00000000
-4.03101551,5.24925991,-4.77098629,0.00215932,-0.00186866,0.22516665,-0.21516042,0.45458661,-0.43113186,4.02081275,-3.66429491,0.38238587,-0.35507347,0.41609337,-0.34866377,0.33588396,-0.30317490,0.00000000,-0.00000000
-4.02501251,5.37675506,-4.92755180,0.00228008,-0.00198702,0.22817476,-0.22075595,0.45804925,-0.43886081,4.12245061,-3.78527678,0.38847672,-0.36529857,0.42686745,-0.36230096,0.34361780,-0.31275051,0.00000000,-0.00000000
-4.01900950,5.49412548,-5.07680040,0.00240635,-0.00211252,0.23040252,-0.22569765,0.46032457,-0.44538585,4.21716593,-3.90146485,0.39325905,-0.37446731,0.43648907,-0.37516248,0.35077399,-0.32197586,0.00000000,-0.00000000
-4.01300650,5.60090385,-5.21755627,0.00253797,-0.00224481,0.23184609,-0.22994096,0.46149445,-0.45068562,4.30452639,-4.01195198,0.39671664,-0.38248211,0.44492539,-0.38713309,0.35731148,-0.33074621,0.00000000,-0.00000000
-4.00700350,5.69681575,-5.34880196,0.00267479,-0.00238343,0.23251297,-0.23344947,0.46166442,-0.45476643,4.38422915,-4.11593731,0.39885676,-0.38926269,0.45216787,-0.39811384,0.36320651,-0.33897103,0.00000000,-0.00000000
-4.00100050,5.78177441,-5.46969930,0.00281665,-0.00252790,0.23242200,-0.23619574,0.46096004,-0.45766201,4.45609812,-4.21274197,0.39971012,-0.39474841,0.45823191,-0.40802455,0.36845227,-0.34657629,0.00000000,-0.00000000
-3.99499750,5.85586941,-5.57960465,0.00296343,-0.00267767,0.23160321,-0.23816215,0.45952273,-0.45943234,4.52007707,-4.30182068,0.39933023,-0.39890027,0.46315549,-0.41680582,0.37305770,-0.35350610,0.00000000,-0.00000000
-3.98899450,5.91934991,-5.67807769,0.00311508,-0.00283217,0.23009743,-0.23934158,0.45750522,-0.46016179,4.57621891,-4.38276858,0.39779213,-0.40170231,0.46699734,-0.42442037,0.37704581,-0.35972358,0.00000000,-0.00000000
-3.98299150,5.97260353,-5.76488345,0.00327159,-0.00299083,0.22795578,-0.23973803,0.45506679,-0.45995651,4.62467185,-4.45532323,0.39519066,-0.40316255,0.46983431,-0.43085371,0.38045149,-0.36521101,0.00000000,-0.00000000
-3.97698849,6.01613192,-5.83998756,0.00343303,-0.00315312,0.22523885,-0.23936704,0.45236858,-0.45894125,4.66566339,-4.51936170,0.39163810,-0.40331316,0.47175832,-0.43611409,0.38331897,-0.36996921,0.00000000,-0.00000000
-3.97098549,6.05052443,-5.90354500,0.00359959,-0.00331853,0.22201568,-0.23825590,0.44956904,-0.45725560,4.69948306,-4.57489298,0.38726149,-0.40221010,0.47287301,-0.44023167,0.38569909,-0.37401624,0.00000000,-0.00000000
-3.96498249,6.07643140,-5.95588311,0.00377160,-0.00348668,0.21836252,-0.23644356,0.44681975,-0.45504996,4.72646504,-4.62204636,0.38219960,-0.39993191,0.47329009,-0.44325705,0.38764650,-0.37738543,0.00000000,-0.00000000
-3.95897949,6.09453837,-5.99747955,0.00394958,-0.00365730,0.21436142,-0.23398029,0.44426180,-0.45248116,4.74697152,-4.66105638,0.37659970,-0.39657801,0.47312587,-0.44525908,0.38921706,-0.38012295,0.00000000,-0.00000000
-3.95297649,6.10554265,-6.02893669,0.00413422,-0.00383027,0.21009855,-0.23092699,0.44202275,-0.44970811,4.76137802,-4.69224529,0.37061415,-0.39226626,0.47249775,-0.44632225,0.39046546,-0.38228501,0.00000000,-0.00000000
-3.94697349,6.11013349,-6.05095362,0.00432648,-0.00400573,0.20566248,-0.22735419,0.44021438,-0.44688748,4.77006120,-4.71600411,0.36439713,-0.38713008,0.47152122,-0.44654354,0.39144321,-0.38393483,0.00000000,-0.00000000
-3.94097049,6.10897650,-6.06429733,0.00452760,-0.00418403,0.20114225,-0.22334063,0.43893123,-0.44416966,4.77339008,-4.73277331,0.35810139,-0.38131514,0.47030716,-0.44602917,0.39219722,-0.38513960,0.00000000,-0.00000000
-3.93496748,6.10270323,-6.06977461,0.00473912,-0.00436585,0.19662551,-0.21897170,0.43824991,-0.44169510,4.77172068,-4.74302430,0.35187522,-0.37497572,0.46895979,-0.44489109,0.39276884,-0.38596760,0.00000000,-0.00000000
-3.92896448,6.09190584,-6.06820608,0.00496292,-0.00455222,0.19219656,-0.21433751,0.43822922,-0.43959119,4.76539446,-4.74724257,0.34585976,-0.36827106,0.46757517,-0.44324368,0.39319353,-0.38648556,0.00000000,-0.00000000
-3.92296148,6.07713668,-6.06040359,0.00520125,-0.00474457,0.18793455,-0.20953079,0.43891095,-0.43796978,4.75474010,-4.74591359,0.34018661,-0.36136152,0.46624028,-0.44120062,0.39350105,-0.38675648,0.00000000,-0.00000000
-3.91695848,6.05891224,-6.04715197,0.00545668,-0.00494474,0.18391176,-0.20464473,0.44032133,-0.43692541,4.74007823,-4.73951183,0.33497584,-0.35440507,0.46503274,-0.43887216,0.39371615,-0.38683796,0.00000000,-0.00000000
-3.91095548,6.03772045,-6.02919579,0.00573214,-0.00515501,0.18019212,-0.19977069,0.44247282,-0.43653426,4.72172819,-4.72849345,0.33033439,-0.34755392,0.46402102,-0.43636285,0.39385960,-0.38678111,0.00000000,-0.00000000
-3.90495248,6.01403002,-6.00723140,0.00603083,-0.00537812,0.17682987,-0.19499606,0.44536637,-0.43685398,4.70001594,-4.71329272,0.32635479,-0.34095156,0.46326495,-0.43376987,0.39394956,-0.38663006,0.00000000,-0.00000000
