energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,W_p_up,W_d_up
-5.86193097,2.04850934,0.00685725,0.24832147,1.11946671,0.00000000,0.71975361,0.34943732,0.88490943,0.43742293
-5.85592796,2.02382348,0.00684219,0.24372866,1.11201903,0.00000000,0.71816760,0.35079715,0.87539900,0.42340143
-5.84992496,2.00177195,0.00681575,0.23949935,1.10613632,0.00000000,0.71782203,0.35207883,0.86549283,0.41047437
-5.84392196,1.98292958,0.00678257,0.23568639,1.10215259,0.00000000,0.71894404,0.35332730,0.85565507,0.39880710
-5.83791896,1.96791858,0.00674763,0.23235711,1.10042895,0.00000000,0.72177923,0.35460177,0.84637851,0.38855904
-5.83191596,1.95738376,0.00671612,0.22959031,1.10133737,0.00000000,0.72658026,0.35597267,0.83816761,0.37987937
-5.82591296,1.95196410,0.00669315,0.22747254,1.10524241,0.00000000,0.73359381,0.35751776,0.83152034,0.37290243
-5.81990995,1.95226176,0.00668365,0.22609383,1.11248144,0.00000000,0.74304645,0.35931755,0.82690952,0.36774294
-5.81390695,1.95880991,0.00669212,0.22554306,1.12334441,0.00000000,0.75513020,0.36145021,0.82476442,0.36449131
-5.80790395,1.97204065,0.00672245,0.22590317,1.13805413,0.00000000,0.76998838,0.36398625,0.82545335,0.36320913
-5.80190095,1.99225472,0.00677780,0.22724633,1.15674799,0.00000000,0.78770256,0.36698309,0.82926798,0.36392508
-5.79589795,2.01959446,0.00686046,0.22962932,1.17946207,0.00000000,0.80828131,0.37048005,0.83641007,0.36663152
-5.78989495,2.05402134,0.00697176,0.23308940,1.20611858,0.00000000,0.83165134,0.37449373,0.84698111,0.37128191
-5.78389195,2.09529959,0.00711202,0.23764061,1.23651735,0.00000000,0.85765168,0.37901431,0.86097539,0.37778921
-5.77788894,2.14298672,0.00728052,0.24327095,1.27033187,0.00000000,0.88603114,0.38400289,0.87827677,0.38602557
-5.77188594,2.19643190,0.00747559,0.24994034,1.30711040,0.00000000,0.91644941,0.38939005,0.89865931,0.39582333
-5.76588294,2.25478249,0.00769461,0.25757957,1.34628214,0.00000000,0.94848191,0.39507581,0.92179167,0.40697733
-5.75987994,2.31699877,0.00793413,0.26609032,1.38716838,0.00000000,0.98162808,0.40093112,0.94724533,0.41924875
-5.75387694,2.38187661,0.00819000,0.27534617,1.42899836,0.00000000,1.01532304,0.40680066,0.97450602,0.43237022
-5.74787394,2.44807707,0.00845751,0.28519469,1.47092908,0.00000000,1.04895207,0.41250717,1.00298808,0.44605212
-5.74187094,2.51416221,0.00873155,0.29546046,1.51206843,0.00000000,1.08186732,0.41785685,1.03205118,0.45999003
-5.73586793,2.57863525,0.00900674,0.30594898,1.55150054,0.00000000,1.11340606,0.42264581,1.06101858,0.47387278
-5.72986493,2.63998384,0.00927763,0.31645127,1.58831247,0.00000000,1.14290971,0.42666718,1.08919648,0.48739116
-5.72386193,2.69672434,0.00953880,0.32674908,1.62162085,0.00000000,1.16974286,0.42971857,1.11589339,0.50024661
-5.71785893,2.74744546,0.00978504,0.33662040,1.65059764,0.00000000,1.19331152,0.43160952,1.14043918,0.51215978
-5.71185593,2.79084944,0.01001143,0.34584526,1.67449382,0.00000000,1.21307976,0.43216869,1.16220282,0.52287849
-5.70585293,2.82578895,0.01021345,0.35421139,1.69266008,0.00000000,1.22858433,0.43125022,1.18060848,0.53218476
-5.69984992,2.85129857,0.01038703,0.36151971,1.70456384,0.00000000,1.23944648,0.42873927,1.19514937,0.53990065
-5.69384692,2.86661940,0.01052863,0.36758946,1.70980203,0.00000000,1.24538083,0.42455625,1.20539901,0.54589262
-5.68784392,2.87121624,0.01063527,0.37226272,1.70810918,0.00000000,1.24620093,0.41865968,1.21101970,0.55007416
-5.68184092,2.86478676,0.01070452,0.37540821,1.69936092,0.00000000,1.24182155,0.41104756,1.21176812,0.55240677
-5.67583792,2.84726267,0.01073451,0.37692438,1.68357285,0.00000000,1.23225770,0.40175727,1.20749801,0.55289899
-5.66983492,2.81880312,0.01072397,0.37674153,1.66089505,0.00000000,1.21762069,0.39086395,1.19816015,0.55160381
-5.66383192,2.77978109,0.01067215,0.37482304,1.63160295,0.00000000,1.19811142,0.37847759,1.18379981,0.54861434
-5.65782891,2.73076351,0.01057884,0.37116574,1.59608483,0.00000000,1.17401161,0.36473895,1.16455192,0.54405816
-5.65182591,2.67248634,0.01044438,0.36579930,1.55482691,0.00000000,1.14567302,0.34981463,1.14063442,0.53809046
-5.64582291,2.60582587,0.01026957,0.35878483,1.50839666,0.00000000,1.11350563,0.33389139,1.11234008,0.53088643
-5.63981991,2.53176752,0.01005574,0.35021270,1.45742502,0.00000000,1.07796495,0.31717017,1.08002713,0.52263315
-5.63381691,2.45137362,0.00980468,0.34019971,1.40258841,0.00000000,1.03953913,0.29986002,1.04410913,0.51352144
-5.62781391,2.36575139,0.00951865,0.32888571,1.34459096,0.00000000,0.99873631,0.28217209,1.00504444,0.50373806
-5.62181091,2.27602235,0.00920035,0.31642981,1.28414775,0.00000000,0.95607251,0.26431413,0.96332555,0.49345847
-5.61580790,2.18329431,0.00885289,0.30300631,1.22196937,0.00000000,0.91206058,0.24648553,0.91946855,0.48284074
-5.60980490,2.08863665,0.00847980,0.28880044,1.15874824,0.00000000,0.86720027,0.22887306,0.87400298,0.47202061
-5.60380190,1.99305969,0.00808492,0.27400418,1.09514692,0.00000000,0.82196980,0.21164748,0.82746234,0.46110807
-5.59779890,1.89749856,0.00767244,0.25881209,1.03178863,0.00000000,0.77681892,0.19496104,0.78037525,0.45018556
-5.59179590,1.80280175,0.00724676,0.24341743,0.96924985,0.00000000,0.73216357,0.17894585,0.73325753,0.43930779
-5.58579290,1.70972434,0.00681249,0.22800857,0.90805528,0.00000000,0.68838211,0.16371312,0.68660522,0.42850313
-5.57978989,1.61892566,0.00637432,0.21276582,0.84867462,0.00000000,0.64581308,0.14935321,0.64088858,0.41777656
-5.57378689,1.53097114,0.00593699,0.19785869,0.79152147,0.00000000,0.60475432,0.13593630,0.59654709,0.40711381
-5.56778389,1.44633746,0.00550514,0.18344364,0.73695374,0.00000000,0.56546329,0.12351372,0.55398547,0.39648659
-5.56178089,1.36542073,0.00508330,0.16966240,0.68527549,0.00000000,0.52815844,0.11211968,0.51357067,0.38585843
-5.55577789,1.28854660,0.00467573,0.15664072,0.63673992,0.00000000,0.49302138,0.10177327,0.47562970,0.37519097
-5.54977489,1.21598163,0.00428640,0.14448759,0.59155314,0.00000000,0.46019960,0.09248076,0.44044836,0.36445014
-5.54377189,1.14794520,0.00391887,0.13329499,0.54987854,0.00000000,0.42980958,0.08423781,0.40827057,0.35361207
-5.53776888,1.08462100,0.00357627,0.12313793,0.51184131,0.00000000,0.40193998,0.07703173,0.37929844,0.34266826
-5.53176588,1.02616772,0.00326121,0.11407482,0.47753312,0.00000000,0.37665475,0.07084356,0.35369270,0.33162982
-5.52576288,0.97272800,0.00297578,0.10614817,0.44701651,0.00000000,0.35399609,0.06564993,0.33157362,0.32053047
-5.51975988,0.92443569,0.00272150,0.09938543,0.42032898,0.00000000,0.33398697,0.06142466,0.31302220,0.30942834
-5.51375688,0.88142071,0.00249935,0.09379998,0.39748664,0.00000000,0.31663323,0.05814005,0.29808152,0.29840622
-5.50775388,0.84381181,0.00230972,0.08939224,0.37848731,0.00000000,0.30192530,0.05576786,0.28675838,0.28757056
-5.50175088,0.81173705,0.00215249,0.08615083,0.36331315,0.00000000,0.28983936,0.05428002,0.27902500,0.27704906
-5.49574787,0.78532233,0.00202701,0.08405372,0.35193286,0.00000000,0.28033825,0.05364898,0.27482090,0.26698722
-5.48974487,0.76468831,0.00193219,0.08306949,0.34430335,0.00000000,0.27337201,0.05384789,0.27405497,0.25754383
-5.48374187,0.74994617,0.00186652,0.08315849,0.34037133,0.00000000,0.26887832,0.05485049,0.27660776,0.24888590
-5.47773887,0.74119256,0.00182813,0.08427411,0.34007454,0.00000000,0.26678291,0.05663097,0.28233398,0.24118306
-5.47173587,0.73850440,0.00181488,0.08636396,0.34334298,0.00000000,0.26700013,0.05916356,0.29106537,0.23460192
-5.46573287,0.74193390,0.00182442,0.08937117,0.35010020,0.00000000,0.26943368,0.06242219,0.30261385,0.22930047
-5.45972986,0.75150411,0.00185424,0.09323558,0.36026453,0.00000000,0.27397773,0.06638007,0.31677499,0.22542300
-5.45372686,0.76720544,0.00190178,0.09789502,0.37375048,0.00000000,0.28051835,0.07100932,0.33333182,0.22309545
-5.44772386,0.78899312,0.00196449,0.10328653,0.39047004,0.00000000,0.28893535,0.07628061,0.35205881,0.22242166
-5.44172086,0.81678586,0.00203993,0.10934746,0.41033400,0.00000000,0.29910436,0.08216290,0.37272593,0.22348039
-5.43571786,0.85046537,0.00212578,0.11601661,0.43325293,0.00000000,0.31089917,0.08862322,0.39510275,0.22632333
-5.42971486,0.88987679,0.00221998,0.12323507,0.45913785,0.00000000,0.32419412,0.09562649,0.41896218,0.23097397
-5.42371186,0.93482955,0.00232075,0.13094698,0.48790032,0.00000000,0.33886630,0.10313549,0.44408393,0.23742743
-5.41770885,0.98509854,0.00242662,0.13909999,0.51945170,0.00000000,0.35479760,0.11111071,0.47025725,0.24565103
-5.41170585,1.04042505,0.00253650,0.14764548,0.55370167,0.00000000,0.37187613,0.11951036,0.49728297,0.25558556
-5.40570285,1.10051740,0.00264969,0.15653843,0.59055565,0.00000000,0.38999712,0.12829028,0.52497459,0.26714717
-5.39969985,1.16505092,0.00276587,0.16573702,0.62991134,0.00000000,0.40906302,0.13740389,0.55315842,0.28022956
-5.39369685,1.23366724,0.00288510,0.17520193,0.67165435,0.00000000,0.42898286,0.14680207,0.58167275,0.29470658
-5.38769385,1.30597280,0.00300777,0.18489533,0.71565308,0.00000000,0.44967070,0.15643309,0.61036608,0.31043491
-5.38169085,1.38153693,0.00313457,0.19477976,0.76175317,0.00000000,0.47104346,0.16624241,0.63909466,0.32725685
-5.37568784,1.45988955,0.00326640,0.20481678,0.80977187,0.00000000,0.49301809,0.17617265,0.66771942,0.34500305
-5.36968484,1.54051910,0.00340428,0.21496569,0.85949265,0.00000000,0.51550839,0.18616344,0.69610268,0.36349523
-5.36368184,1.62287096,0.00354928,0.22518222,0.91066069,0.00000000,0.53842158,0.19615143,0.72410493,0.38254874
-5.35767884,1.70634717,0.00370241,0.23541753,0.96297943,0.00000000,0.56165510,0.20607043,0.75158195,0.40197515
-5.35167584,1.79030757,0.00386446,0.24561736,1.01610888,0.00000000,0.58509368,0.21585164,0.77838258,0.42158466
-5.34567284,1.87407320,0.00403598,0.25572157,1.06966587,0.00000000,0.60860712,0.22542407,0.80434749,0.44118862
-5.33966983,1.95693203,0.00421710,0.26566408,1.12322652,0.00000000,0.63204884,0.23471525,0.82930905,0.46060205
-5.33366683,2.03814739,0.00440748,0.27537328,1.17633118,0.00000000,0.65525553,0.24365204,0.85309236,0.47964621
-5.32766383,2.11696899,0.00460625,0.28477277,1.22849162,0.00000000,0.67804786,0.25216178,0.87551766,0.49815140
-5.32166083,2.19264657,0.00481197,0.29378253,1.27920051,0.00000000,0.70023225,0.26017357,0.89640379,0.51595986
-5.31565783,2.26444556,0.00502259,0.30232046,1.32794279,0.00000000,0.72160387,0.26761971,0.91557257,0.53292886
-5.30965483,2.33166455,0.00523547,0.31030399,1.37420851,0.00000000,0.74195038,0.27443736,0.93285401,0.54893392
-5.30365183,2.39365360,0.00544745,0.31765200,1.41750661,0.00000000,0.76105660,0.28057018,0.94809169,0.56387222
-5.29764882,2.44983291,0.00565490,0.32428658,1.45737907,0.00000000,0.77870958,0.28596998,0.96114828,0.57766588
-5.29164582,2.49971076,0.00585386,0.33013485,1.49341472,0.00000000,0.79470402,0.29059833,0.97191063,0.59026530
-5.28564282,2.54290019,0.00604010,0.33513043,1.52526224,0.00000000,0.80884765,0.29442803,0.98029414,0.60165218
-5.27963982,2.57913336,0.00620936,0.33921481,1.55264161,0.00000000,0.82096649,0.29744428,0.98624622,0.61184228
-5.27363682,2.60827318,0.00635740,0.34233832,1.57535363,0.00000000,0.83090959,0.29964568,0.98974846,0.62088753
-5.26763382,2.63032148,0.00648028,0.34446082,1.59328713,0.00000000,0.83855329,0.30104488,0.99081762,0.62887758
-5.26163082,2.64542345,0.00657441,0.34555208,1.60642349,0.00000000,0.84380472,0.30166881,0.98950525,0.63594040
-5.25562781,2.65386805,0.00663679,0.34559192,1.61483855,0.00000000,0.84660461,0.30155865,0.98589610,0.64224198
-5.24962481,2.65608443,0.00666508,0.34457011,1.61870167,0.00000000,0.84692927,0.30076931,0.98010540,0.64798487
-5.24362181,2.65263430,0.00665773,0.34248621,1.61827217,0.00000000,0.84479190,0.29936862,0.97227538,0.65340546
-5.23761881,2.64420067,0.00661405,0.33934925,1.61389332,0.00000000,0.84024309,0.29743610,0.96257102,0.65877014
-5.23161581,2.63157305,0.00653428,0.33517746,1.60598414,0.00000000,0.83337073,0.29506153,0.95117559,0.66436999
-5.22561281,2.61562977,0.00641957,0.32999812,1.59502918,0.00000000,0.82429923,0.29234309,0.93828600,0.67051436
-5.21960980,2.59731762,0.00627194,0.32384734,1.58156685,0.00000000,0.81318819,0.28938534,0.92410824,0.67752319
-5.21360680,2.57762944,0.00609427,0.31677006,1.56617638,0.00000000,0.80023039,0.28629702,0.90885318,0.68571831
-5.20760380,2.55758008,0.00589018,0.30882002,1.54946383,0.00000000,0.78564923,0.28318864,0.89273265,0.69541387
-5.20160080,2.53818121,0.00566390,0.30005977,1.53204744,0.00000000,0.76969549,0.28017000,0.87595607,0.70690609
-5.19559780,2.52041555,0.00542016,0.29056065,1.51454263,0.00000000,0.75264342,0.27734760,0.85872744,0.72046267
-5.18959480,2.50521089,0.00516400,0.28040260,1.49754682,0.00000000,0.73478606,0.27482211,0.84124275,0.73631217
-5.18359180,2.49341463,0.00490066,0.26967381,1.48162451,0.00000000,0.71642987,0.27268578,0.82368770,0.75463362
-5.17758879,2.48576918,0.00463537,0.25847006,1.46729269,0.00000000,0.69788859,0.27102003,0.80623566,0.77554684
-5.17158579,2.48288903,0.00437321,0.24689380,1.45500710,0.00000000,0.67947640,0.26989314,0.78904583,0.79910377
-5.16558279,2.48523996,0.00411896,0.23505279,1.44514948,0.00000000,0.66150059,0.26935813,0.77226140,0.82528129
-5.15957979,2.49312124,0.00387698,0.22305851,1.43801636,0.00000000,0.64425382,0.26945102,0.75600781,0.85397578
-5.15357679,2.50665137,0.00365106,0.21102414,1.43380947,0.00000000,0.62800616,0.27018933,0.74039116,0.88499979
-5.14757379,2.52575813,0.00344436,0.19906234,1.43262852,0.00000000,0.61299743,0.27157106,0.72549659,0.91808118
-5.14157079,2.55017360,0.00325935,0.18728286,1.43446636,0.00000000,0.59942982,0.27357419,0.71138699,0.95286484
-5.13556778,2.57943462,0.00309774,0.17579003,1.43920711,0.00000000,0.58746148,0.27615663,0.69810188,0.98891721
-5.12956478,2.61288921,0.00296045,0.16468037,1.44662745,0.00000000,0.57720115,0.27925688,0.68565686,1.02573355
-5.12356178,2.64970914,0.00284767,0.15404034,1.45640115,0.00000000,0.56870441,0.28279520,0.67404348,1.06274801
-5.11755878,2.68890873,0.00275886,0.14394435,1.46810719,0.00000000,0.56197152,0.28667541,0.66322980,1.09934625
-5.11155578,2.72936954,0.00269279,0.13445322,1.48124107,0.00000000,0.55694734,0.29078738,0.65316170,1.13488034
-5.10555278,2.76987062,0.00264762,0.12561306,1.49522938,0.00000000,0.55352327,0.29500987,0.64376491,1.16868554
-5.09954977,2.80912337,0.00262099,0.11745475,1.50944714,0.00000000,0.55154121,0.29921405,0.63494784,1.20009850
-5.09354677,2.84581005,0.00261014,0.10999389,1.52323740,0.00000000,0.55079952,0.30326718,0.62660504,1.22847621
-5.08754377,2.87862471,0.00261195,0.10323134,1.53593248,0.00000000,0.55106077,0.30703661,0.61862131,1.25321518
-5.08154077,2.90631496,0.00262312,0.09715428,1.54687606,0.00000000,0.55206080,0.31039385,0.61087619,1.27377004
-5.07553777,2.92772300,0.00264025,0.09173766,1.55544527,0.00000000,0.55351892,0.31321856,0.60324870,1.28967096
-5.06953477,2.94182449,0.00265994,0.08694606,1.56107194,0.00000000,0.55514868,0.31540224,0.59562212,1.30053912
-5.06353177,2.94776328,0.00267893,0.08273577,1.56326206,0.00000000,0.55666867,0.31685166,0.58788850,1.30609973
-5.05752876,2.94488096,0.00269417,0.07905697,1.56161270,0.00000000,0.55781300,0.31749156,0.57995283,1.30619195
-5.05152576,2.93273961,0.00270293,0.07585603,1.55582557,0.00000000,0.55834083,0.31726695,0.57173656,1.30077539
-5.04552276,2.91113703,0.00270282,0.07307762,1.54571680,0.00000000,0.55804463,0.31614440,0.56318027,1.28993286
-5.03951976,2.88011365,0.00269191,0.07066673,1.53122229,0.00000000,0.55675680,0.31411282,0.55424558,1.27386921
-5.03351676,2.83995097,0.00266875,0.06857036,1.51239874,0.00000000,0.55435440,0.31118320,0.54491594,1.25290645
-5.02751376,2.79116152,0.00263235,0.06673893,1.48942003,0.00000000,0.55076180,0.30738772,0.53519650,1.22747514
-5.02151076,2.73447109,0.00258223,0.06512736,1.46256946,0.00000000,0.54595125,0.30277814,0.52511306,1.19810257
-5.01550775,2.67079381,0.00251841,0.06369575,1.43222809,0.00000000,0.53994153,0.29742346,0.51471012,1.16539818
-5.00950475,2.60120161,0.00244135,0.06240969,1.39885989,0.00000000,0.53279468,0.29140722,0.50404821,1.13003675
-5.00350175,2.52688910,0.00235190,0.06124030,1.36299431,0.00000000,0.52461119,0.28482437,0.49320070,1.09274011
-4.99749875,2.44913583,0.00225129,0.06016393,1.32520726,0.00000000,0.51552401,0.27777793,0.48225020,1.05425810
-4.99149575,2.36926717,0.00214104,0.05916166,1.28610121,0.00000000,0.50569162,0.27037565,0.47128485,1.01534933
-4.98549275,2.28861576,0.00202288,0.05821861,1.24628542,0.00000000,0.49529070,0.26272666,0.46039458,0.97676262
-4.97948974,2.20848477,0.00189869,0.05732316,1.20635700,0.00000000,0.48450864,0.25493849,0.44966758,0.93921961
-4.97348674,2.13011436,0.00177043,0.05646614,1.16688369,0.00000000,0.47353634,0.24711423,0.43918716,0.90339910
-4.96748374,2.05465242,0.00164009,0.05564002,1.12838876,0.00000000,0.46256161,0.23935026,0.42902899,0.86992342
-4.96148074,1.98313026,0.00150957,0.05483820,1.09133867,0.00000000,0.45176329,0.23173431,0.41925899,0.83934723
-4.95547774,1.91644378,0.00138068,0.05405436,1.05613364,0.00000000,0.44130647,0.22434404,0.40993172,0.81214885
-4.94947474,1.85534030,0.00125509,0.05328205,1.02310132,0.00000000,0.43133867,0.21724612,0.40108942,0.78872408
-4.94347174,1.80041081,0.00113426,0.05251432,0.99249350,0.00000000,0.42198728,0.21049566,0.39276158,0.76938248
-4.93746873,1.75208751,0.00101943,0.05174362,0.96448566,0.00000000,0.41335793,0.20413609,0.38496502,0.75434594
-4.93146573,1.71064583,0.00091163,0.05096178,0.93917910,0.00000000,0.40553397,0.19819936,0.37770446,0.74374924
-4.92546273,1.67621055,0.00081162,0.05016019,0.91660526,0.00000000,0.39857678,0.19270639,0.37097334,0.73764244
-4.91945973,1.64876502,0.00071995,0.04933007,0.89673167,0.00000000,0.39252679,0.18766773,0.36475503,0.73599466
-4.91345673,1.62816293,0.00063693,0.04846282,0.87946934,0.00000000,0.38740506,0.18308429,0.35902410,0.73869906
-4.90745373,1.61414178,0.00056267,0.04755047,0.86468086,0.00000000,0.38321522,0.17894826,0.35374777,0.74557872
-4.90145073,1.60633750,0.00049709,0.04658606,0.85218895,0.00000000,0.37994564,0.17524402,0.34888743,0.75639324
-4.89544772,1.60429957,0.00043994,0.04556414,0.84178506,0.00000000,0.37757174,0.17194900,0.34440005,0.77084580
-4.88944472,1.60750629,0.00039084,0.04448108,0.83323775,0.00000000,0.37605814,0.16903466,0.34023965,0.78859060
-4.88344172,1.61537979,0.00034928,0.04333543,0.82630057,0.00000000,0.37536087,0.16646737,0.33635872,0.80924058
-4.87743872,1.62730061,0.00031469,0.04212811,0.82071930,0.00000000,0.37542926,0.16420932,0.33270951,0.83237530
-4.87143572,1.64262168,0.00028643,0.04086252,0.81623847,0.00000000,0.37620770,0.16221945,0.32924529,0.85754894
-4.86543272,1.66068148,0.00026381,0.03954455,0.81260714,0.00000000,0.37763710,0.16045431,0.32592155,0.88429846
-4.85942971,1.68081657,0.00024615,0.03818241,0.80958383,0.00000000,0.37965616,0.15886908,0.32269712,0.91215171
-4.85342671,1.70237316,0.00023274,0.03678647,0.80694073,0.00000000,0.38220236,0.15741842,0.31953518,0.94063553
-4.84742371,1.72471783,0.00022291,0.03536884,0.80446718,0.00000000,0.38521267,0.15605751,0.31640420,0.96928369
-4.84142071,1.74724718,0.00021601,0.03394300,0.80197239,0.00000000,0.38862407,0.15474295,0.31327870,0.99764454
-4.83541771,1.76939636,0.00021144,0.03252330,0.79928756,0.00000000,0.39237377,0.15343370,0.31013986,1.02528830
-4.82941471,1.79064637,0.00020862,0.03112443,0.79626722,0.00000000,0.39639923,0.15209195,0.30697598,1.05181360
-4.82341171,1.81052974,0.00020706,0.02976087,0.79278999,0.00000000,0.40063793,0.15068390,0.30378253,1.07685337
-4.81740870,1.82863475,0.00020630,0.02844634,0.78875862,0.00000000,0.40502687,0.14918042,0.30056208,1.10007960
-4.81140570,1.84460773,0.00020596,0.02719331,0.78409935,0.00000000,0.40950193,0.14755753,0.29732378,1.12120707
-4.80540270,1.85815359,0.00020570,0.02601256,0.77876064,0.00000000,0.41399702,0.14579675,0.29408255,1.13999566
-4.79939970,1.86903436,0.00020524,0.02491276,0.77271114,0.00000000,0.41844314,0.14388520,0.29085790,1.15625136
-4.79339670,1.87706597,0.00020438,0.02390019,0.76593721,0.00000000,0.42276743,0.14181549,0.28767247,1.16982577
-4.78739370,1.88211328,0.00020295,0.02297857,0.75843982,0.00000000,0.42689220,0.13958543,0.28455022,1.18061426
-4.78139070,1.88408371,0.00020083,0.02214895,0.75023109,0.00000000,0.43073424,0.13719751,0.28151449,1.18855279
-4.77538769,1.88291985,0.00019796,0.02140975,0.74133060,0.00000000,0.43420426,0.13465822,0.27858595,1.19361371
-4.76938469,1.87859138,0.00019431,0.02075688,0.73176165,0.00000000,0.43720689,0.13197727,0.27578046,1.19580056
-4.76338169,1.87108694,0.00018988,0.02018397,0.72154765,0.00000000,0.43964101,0.12916670,0.27310717,1.19514236
-4.75737869,1.86040637,0.00018471,0.01968275,0.71070894,0.00000000,0.44140082,0.12623997,0.27056683,1.19168771
-4.75137569,1.84655393,0.00017885,0.01924338,0.69926013,0.00000000,0.44237737,0.12321108,0.26815047,1.18549885
-4.74537269,1.82953291,0.00017238,0.01885497,0.68720828,0.00000000,0.44246090,0.12009376,0.26583858,1.17664629
-4.73936968,1.80934205,0.00016538,0.01850605,0.67455196,0.00000000,0.44154368,0.11690083,0.26360093,1.16520416
-4.73336668,1.78597413,0.00015795,0.01818515,0.66128135,0.00000000,0.43952339,0.11364373,0.26139694,1.15124658
-4.72736368,1.75941671,0.00015019,0.01788127,0.64737936,0.00000000,0.43630697,0.11033216,0.25917680,1.13484524
-4.72136068,1.72965519,0.00014219,0.01758441,0.63282382,0.00000000,0.43181463,0.10697406,0.25688325,1.11606841
-4.71535768,1.69667786,0.00013404,0.01728607,0.61759053,0.00000000,0.42598388,0.10357569,0.25445390,1.09498119
-4.70935468,1.66048275,0.00012584,0.01697959,0.60165705,0.00000000,0.41877344,0.10014201,0.25182413,1.07164717
-4.70335168,1.62108570,0.00011766,0.01666056,0.58500700,0.00000000,0.41016660,0.09667708,0.24893028,1.04613118
-4.69734867,1.57852914,0.00010957,0.01632701,0.56763454,0.00000000,0.40017402,0.09318475,0.24571314,1.01850295
-4.69134567,1.53289099,0.00010165,0.01597956,0.54954879,0.00000000,0.38883561,0.08966927,0.24212137,0.98884132
-4.68534267,1.48429281,0.00009393,0.01562149,0.53077783,0.00000000,0.37622143,0.08613600,0.23811484,0.95723875
-4.67933967,1.43290687,0.00008647,0.01525870,0.51137198,0.00000000,0.36243144,0.08259207,0.23366752,0.92380564
-4.67333667,1.37896123,0.00007930,0.01489947,0.49140620,0.00000000,0.34759413,0.07904690,0.22876991,0.88867417
-4.66733367,1.32274252,0.00007244,0.01455430,0.47098118,0.00000000,0.33186391,0.07551262,0.22343072,0.85200126
-4.66133067,1.26459606,0.00006592,0.01423548,0.45022325,0.00000000,0.31541754,0.07200435,0.21767777,0.81397045
-4.65532766,1.20492308,0.00005976,0.01395671,0.42928285,0.00000000,0.29844955,0.06854016,0.21155800,0.77479241
-4.64932466,1.14417500,0.00005396,0.01373260,0.40833165,0.00000000,0.28116692,0.06514091,0.20513655,0.73470396
-4.64332166,1.08284505,0.00004852,0.01357814,0.38755840,0.00000000,0.26378331,0.06182987,0.19849495,0.69396565
