energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Li_s_up,Li_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,0.41167148,-0.35918134,0.00341004,-0.00253076,0.00449069,-0.00561873,0.05883869,-0.07065842,0.11157833,-0.07788454,0.03957599,-0.05610222,0.25455731,-0.22243784,0.00000000,-0.00000000
-5.99399700,0.42282995,-0.34970812,0.00341424,-0.00260639,0.00480139,-0.00496973,0.06061920,-0.06600173,0.11629474,-0.07687010,0.04040037,-0.05187934,0.26070077,-0.21765813,0.00000000,-0.00000000
-5.98799400,0.43505060,-0.34284905,0.00339988,-0.00270439,0.00514802,-0.00446468,0.06287037,-0.06193036,0.12126839,-0.07657394,0.04162334,-0.04806550,0.26740322,-0.21430354,0.00000000,-0.00000000
-5.98199100,0.44801857,-0.33868350,0.00336732,-0.00281890,0.00552297,-0.00408804,0.06551507,-0.05849266,0.12640891,-0.07700099,0.04318745,-0.04471225,0.27448421,-0.21244060,0.00000000,-0.00000000
-5.97598799,0.46139561,-0.33724136,0.00331727,-0.00294437,0.00591812,-0.00382632,0.06846786,-0.05572557,0.13161787,-0.07814733,0.04502862,-0.04186017,0.28175079,-0.21210140,0.00000000,-0.00000000
-5.96998499,0.47482588,-0.33850145,0.00325083,-0.00307556,0.00632497,-0.00366785,0.07163673,-0.05365369,0.13679036,-0.07999941,0.04707761,-0.03953849,0.28900093,-0.21328323,0.00000000,-0.00000000
-5.96398199,0.48794249,-0.34239149,0.00316935,-0.00320758,0.00673466,-0.00360236,0.07492509,-0.05228882,0.14181687,-0.08253343,0.04926166,-0.03776481,0.29602718,-0.21594920,0.00000000,-0.00000000
-5.95797899,0.50037478,-0.34878904,0.00307441,-0.00333595,0.00713816,-0.00362071,0.07823392,-0.05162961,0.14658546,-0.08571503,0.05150614,-0.03654517,0.30262075,-0.22002965,0.00000000,-0.00000000
-5.95197599,0.51175611,-0.35752372,0.00296774,-0.00345660,0.00752644,-0.00371457,0.08146408,-0.05166163,0.15098432,-0.08949902,0.05373636,-0.03587430,0.30857589,-0.22542409,0.00000000,-0.00000000
-5.94597299,0.52173223,-0.36838010,0.00285117,-0.00356594,0.00789066,-0.00387611,0.08451867,-0.05235756,0.15490441,-0.09382947,0.05587935,-0.03573603,0.31369448,-0.23200380,0.00000000,-0.00000000
-5.93996998,0.52996986,-0.38110135,0.00272660,-0.00366086,0.00822237,-0.00409775,0.08730539,-0.05367764,0.15824234,-0.09863988,0.05786560,-0.03610382,0.31779076,-0.23961466,0.00000000,-0.00000000
-5.93396698,0.53616539,-0.39539359,0.00259587,-0.00373879,0.00851377,-0.00437198,0.08973891,-0.05557034,0.16090322,-0.10385366,0.05963083,-0.03694149,0.32069618,-0.24808037,0.00000000,-0.00000000
-5.92796398,0.54005321,-0.41093060,0.00246080,-0.00379768,0.00875789,-0.00469115,0.09174302,-0.05797318,0.16280356,-0.10938472,0.06111753,-0.03820406,0.32226394,-0.25720585,0.00000000,-0.00000000
-5.92196098,0.54141349,-0.42735912,0.00232310,-0.00383605,0.00894881,-0.00504738,0.09325264,-0.06081381,0.16387382,-0.11513844,0.06227642,-0.03983868,0.32237333,-0.26678084,0.00000000,-0.00000000
-5.91595798,0.54007897,-0.44430459,0.00218437,-0.00385294,0.00908184,-0.00543246,0.09421550,-0.06401120,0.16406078,-0.12101275,0.06306762,-0.04178571,0.32093348,-0.27658362,0.00000000,-0.00000000
-5.90995498,0.53594047,-0.46137731,0.00204606,-0.00384797,0.00915368,-0.00583789,0.09459345,-0.06747716,0.16332942,-0.12689961,0.06346161,-0.04397993,0.31788640,-0.28638497,0.00000000,-0.00000000
-5.90395198,0.52895075,-0.47817914,0.00190948,-0.00382123,0.00916252,-0.00625483,0.09436337,-0.07111797,0.16166425,-0.13268666,0.06343988,-0.04635189,0.31320913,-0.29595223,0.00000000,-0.00000000
-5.89794897,0.51912661,-0.49431063,0.00177582,-0.00377332,0.00910811,-0.00667425,0.09351767,-0.07483620,0.15907010,-0.13825926,0.06299523,-0.04882930,0.30691488,-0.30505351,0.00000000,-0.00000000
-5.89194597,0.50654899,-0.50937849,0.00164610,-0.00370527,0.00899181,-0.00708700,0.09206423,-0.07853280,0.15557219,-0.14350260,0.06213175,-0.05133864,0.29905299,-0.31346211,0.00000000,-0.00000000
-5.88594297,0.49136105,-0.52300354,0.00152125,-0.00361846,0.00881656,-0.00748398,0.09002594,-0.08210920,0.15121555,-0.14830424,0.06086450,-0.05380674,0.28970788,-0.32096102,0.00000000,-0.00000000
-5.87993997,0.47376425,-0.53482874,0.00140209,-0.00351465,0.00858685,-0.00785633,0.08743977,-0.08546961,0.14606384,-0.15255661,0.05921889,-0.05616251,0.27899669,-0.32734742,0.00000000,-0.00000000
-5.87393697,0.45401277,-0.54452733,0.00128938,-0.00339581,0.00830864,-0.00819563,0.08435549,-0.08852331,0.14019750,-0.15615969,0.05722972,-0.05833861,0.26706609,-0.33243727,0.00000000,-0.00000000
-5.86793397,0.43240625,-0.55181067,0.00118384,-0.00326414,0.00798924,-0.00849409,0.08083405,-0.09118692,0.13371144,-0.15902368,0.05494013,-0.06027316,0.25408803,-0.33606959,0.00000000,-0.00000000
-5.86193097,0.40928153,-0.55643573,0.00108616,-0.00312196,0.00763725,-0.00874479,0.07694576,-0.09338654,0.12671239,-0.16107146,0.05240030,-0.06191128,0.24025496,-0.33811062,0.00000000,-0.00000000
-5.85592796,0.38500354,-0.55821175,0.00099707,-0.00297170,0.00726239,-0.00894184,0.07276829,-0.09505977,0.11931592,-0.16224095,0.04966610,-0.06320659,0.22577451,-0.33845736,0.00000000,-0.00000000
