energy_ev,total_up,Cd_p_up,Cd_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-6.00000000,1.33492322,0.26911234,0.30595703,0.54048150,0.08395137,0.05912746,0.07986848,0.01951202,0.48474337
-5.99399700,1.31393220,0.26159281,0.30160317,0.53683397,0.08365510,0.05978651,0.07658585,0.01900619,0.47910143
-5.98799400,1.29404318,0.25453173,0.29741146,0.53317766,0.08364511,0.06038640,0.07350274,0.01853639,0.47373983
-5.98199100,1.27519658,0.24802322,0.29333125,0.52940976,0.08391559,0.06089635,0.07067004,0.01809326,0.46862222
-5.97598799,1.25725760,0.24213261,0.28929707,0.52540779,0.08445542,0.06128497,0.06812667,0.01766761,0.46368997
-5.96998499,1.24003064,0.23689612,0.28523267,0.52103627,0.08524975,0.06152142,0.06589891,0.01725108,0.45886766
-5.96398199,1.22327655,0.23232164,0.28105537,0.51615413,0.08628213,0.06157679,0.06400031,0.01683669,0.45406955
-5.95797899,1.20673173,0.22839047,0.27668075,0.51062239,0.08753676,0.06142526,0.06243197,0.01641932,0.44920673
-5.95197599,1.19012837,0.22505999,0.27202715,0.50431186,0.08900121,0.06104519,0.06118333,0.01599610,0.44419458
-5.94597299,1.17321486,0.22226713,0.26702013,0.49711044,0.09066918,0.06042004,0.06023331,0.01556670,0.43896030
-5.93996998,1.15577549,0.21993239,0.26159634,0.48892973,0.09254338,0.05953907,0.05955182,0.01513351,0.43345011
-5.93396698,1.13764863,0.21796442,0.25570697,0.47971062,0.09463834,0.05839780,0.05910147,0.01470175,0.42763592
-5.92796398,1.11874278,0.21626482,0.24932036,0.46942779,0.09698301,0.05699826,0.05883961,0.01427940,0.42152109
-5.92196098,1.09904978,0.21473319,0.24242389,0.45809277,0.09962311,0.05534892,0.05872032,0.01387713,0.41514515
-5.91595798,1.07865471,0.21327196,0.23502506,0.44575570,0.10262290,0.05346443,0.05869655,0.01350807,0.40858725
-5.90995498,1.05774212,0.21179121,0.22715168,0.43250553,0.10606640,0.05136514,0.05872222,0.01318757,0.40196815
-5.90395198,1.03659838,0.21021298,0.21885127,0.41846896,0.11005783,0.04907634,0.05875411,0.01293281,0.39545065
-5.89794897,1.01560990,0.20847507,0.21018974,0.40380798,0.11472118,0.04662746,0.05875369,0.01276243,0.38923847
-5.89194597,0.99525723,0.20653420,0.20124937,0.38871621,0.12019873,0.04405109,0.05868857,0.01269607,0.38357333
-5.88594297,0.97610512,0.20436832,0.19212628,0.37341430,0.12664857,0.04138190,0.05853377,0.01275386,0.37873042
-5.87993997,0.95878864,0.20197804,0.18292741,0.35814430,0.13424092,0.03865565,0.05827251,0.01295587,0.37501222
-5.87393697,0.94399563,0.19938703,0.17376726,0.34316346,0.14315336,0.03590806,0.05789673,0.01332155,0.37274065
-5.86793397,0.93244587,0.19664144,0.16476433,0.32873738,0.15356490,0.03317391,0.05740717,0.01386913,0.37224786
-5.86193097,0.92486737,0.19380822,0.15603757,0.31513288,0.16564917,0.03048608,0.05681303,0.01461493,0.37386562
-5.85592796,0.92197034,0.19097247,0.14770286,0.30261060,0.17956660,0.02787480,0.05613127,0.01557281,0.37791370
-5.84992496,0.92441965,0.18823384,0.13986949,0.29141760,0.19545614,0.02536704,0.05538563,0.01675343,0.38468738
-5.84392196,0.93280639,0.18570208,0.13263705,0.28178012,0.21342651,0.02298599,0.05460520,0.01816369,0.39444458
-5.83791896,0.94761960,0.18349205,0.12609249,0.27389651,0.23354746,0.02075078,0.05382290,0.01980608,0.40739289
-5.83191596,0.96921908,0.18171813,0.12030757,0.26793077,0.25584147,0.01867625,0.05307366,0.02167815,0.42367701
-5.82591296,0.99781040,0.18048849,0.11533673,0.26400660,0.28027606,0.01677294,0.05239260,0.02377207,0.44336715
-5.81990995,1.03342316,0.17989934,0.11121548,0.26220234,0.30675749,0.01504720,0.05181317,0.02607424,0.46644881
-5.81390695,1.07589372,0.18002946,0.10795927,0.26254678,0.33512590,0.01350138,0.05136530,0.02856508,0.49281459
-5.80790395,1.12485322,0.18093531,0.10556288,0.26501628,0.36515254,0.01213414,0.05107381,0.03121901,0.52225847
-5.80190095,1.17972210,0.18264682,0.10400042,0.26953303,0.39653932,0.01094079,0.05095695,0.03400453,0.55447307
-5.79589795,1.23971157,0.18516428,0.10322589,0.27596492,0.42892097,0.00991378,0.05102530,0.03688461,0.58905024
-5.78989495,1.30383274,0.18845631,0.10317431,0.28412689,0.46186987,0.00904309,0.05128099,0.03981719,0.62548532
-5.78389195,1.37091349,0.19245925,0.10376340,0.29378398,0.49490374,0.00831675,0.05171732,0.04275601,0.66318512
-5.77788894,1.43962303,0.19707781,0.10489576,0.30465597,0.52749593,0.00772127,0.05231871,0.04565154,0.70147970
-5.77188594,1.50850365,0.20218727,0.10646160,0.31642374,0.55908819,0.00724215,0.05306121,0.04845218,0.73963764
-5.76588294,1.57600879,0.20763686,0.10834174,0.32873703,0.58910544,0.00686430,0.05391321,0.05110554,0.77688451
-5.75987994,1.64054626,0.21325455,0.11041105,0.34122363,0.61697212,0.00657241,0.05483666,0.05355990,0.81242398
-5.75387694,1.70052514,0.21885276,0.11254205,0.35349951,0.64212949,0.00635141,0.05578846,0.05576569,0.84546076
-5.74787394,1.75440456,0.22423500,0.11460856,0.36517983,0.66405306,0.00618669,0.05672224,0.05767695,0.87522462
-5.74187094,1.80074245,0.22920304,0.11648946,0.37589027,0.68226968,0.00606448,0.05759013,0.05925280,0.90099456
-5.73586793,1.83824232,0.23356435,0.11807218,0.38527827,0.69637324,0.00597205,0.05834474,0.06045873,0.92212204
-5.72986493,1.86579606,0.23713946,0.11925597,0.39302393,0.70603856,0.00589790,0.05894108,0.06126771,0.93805236
-5.72386193,1.88252088,0.23976903,0.11995483,0.39884992,0.71103263,0.00583193,0.05933838,0.06166109,0.94834331
-5.71785893,1.88778899,0.24132020,0.12009988,0.40253015,0.71122278,0.00576551,0.05950181,0.06162923,0.95268015
-5.71185593,1.88124848,0.24169202,0.11964118,0.40389677,0.70658137,0.00569161,0.05940385,0.06117182,0.95088635
-5.70585293,1.86283480,0.24081978,0.11854895,0.40284526,0.69718692,0.00560473,0.05902550,0.06029783,0.94292966
-5.69984992,1.83277225,0.23867798,0.11681408,0.39933735,0.68322139,0.00550097,0.05835705,0.05902526,0.92892319
-5.69384692,1.79156561,0.23528189,0.11444802,0.39340172,0.66496405,0.00537790,0.05739853,0.05738047,0.90912148
-5.68784392,1.73998242,0.23068771,0.11148193,0.38513244,0.64278203,0.00523456,0.05615984,0.05539729,0.88391191
-5.68184092,1.67902678,0.22499121,0.10796538,0.37468527,0.61711819,0.00507125,0.05466040,0.05311595,0.85380179
-5.67583792,1.60990606,0.21832513,0.10396435,0.36227197,0.58847675,0.00488950,0.05292861,0.05058174,0.81940177
-5.66983492,1.53399207,0.21085527,0.09955892,0.34815294,0.55740743,0.00469184,0.05100087,0.04784359,0.78140639
-5.66383192,1.45277837,0.20277565,0.09484062,0.33262850,0.52448880,0.00448169,0.04892047,0.04495267,0.74057263
-5.65782891,1.36783570,0.19430277,0.08990949,0.31602920,0.49031154,0.00426314,0.04673621,0.04196086,0.69769735
-5.65182591,1.28076722,0.18566934,0.08487113,0.29870557,0.45546228,0.00404086,0.04450090,0.03891941,0.65359467
-5.64582291,1.19316533,0.17711761,0.07983370,0.28101774,0.42050860,0.00381985,0.04226974,0.03587762,0.60907394
-5.63981991,1.10657151,0.16889255,0.07490503,0.26332521,0.38598579,0.00360534,0.04009877,0.03288175,0.56491933
-5.63381691,1.02244047,0.16123516,0.07018999,0.24597734,0.35238564,0.00340260,0.03804327,0.02997408,0.52187146
-5.62781391,0.94210943,0.15437593,0.06578798,0.22930458,0.32014761,0.00321686,0.03615620,0.02719216,0.48061171
-5.62181091,0.86677325,0.14852877,0.06179085,0.21361088,0.28965238,0.00305311,0.03448687,0.02456828,0.44174944
-5.61580790,0.79746563,0.14388544,0.05828108,0.19916738,0.26121797,0.00291608,0.03307963,0.02212921,0.40581242
-5.60980490,0.73504628,0.14061062,0.05533034,0.18620744,0.23509815,0.00281008,0.03197275,0.01989604,0.37324024
-5.60380190,0.68019406,0.13883768,0.05299833,0.17492312,0.21148302,0.00273896,0.03119752,0.01788424,0.34438095
-5.59779890,0.63340534,0.13866520,0.05133206,0.16546305,0.19050145,0.00270607,0.03077748,0.01610390,0.31949031
-5.59179590,0.59499725,0.14015432,0.05036535,0.15793169,0.17222514,0.00271416,0.03072783,0.01456004,0.29873373
-5.58579290,0.56511499,0.14332693,0.05011864,0.15238978,0.15667384,0.00276540,0.03105510,0.01325303,0.28219026
-5.57978989,0.54374268,0.14816473,0.05059912,0.14885605,0.14382151,0.00286132,0.03175692,0.01217906,0.26985853
-5.57378689,0.53071697,0.15460920,0.05180109,0.14730984,0.13360308,0.00300286,0.03282203,0.01133068,0.26166410
-5.56778389,0.52574295,0.16256254,0.05370654,0.14769472,0.12592147,0.00319030,0.03423053,0.01069734,0.25746797
-5.56178089,0.52841171,0.17188953,0.05628600,0.14992286,0.12065471,0.00342337,0.03595419,0.01026588,0.25707604
-5.55577789,0.53821920,0.18242034,0.05949958,0.15387997,0.11766284,0.00370121,0.03795713,0.01002104,0.26024909
-5.54977489,0.55458599,0.19395435,0.06329827,0.15943087,0.11679464,0.00402246,0.04019652,0.00994599,0.26671316
-5.54377189,0.57687759,0.20626482,0.06762541,0.16642528,0.11789382,0.00438532,0.04262360,0.01002275,0.27617017
-5.53776888,0.60442496,0.21910450,0.07241836,0.17470398,0.12080477,0.00478761,0.04518481,0.01023260,0.28830843
-5.53176588,0.63654499,0.23221188,0.07761036,0.18410486,0.12537769,0.00522690,0.04782305,0.01055649,0.30281299
-5.52576288,0.67256044,0.24531811,0.08313242,0.19446899,0.13147308,0.00570056,0.05047916,0.01097542,0.31937554
-5.51975988,0.71181902,0.25815434,0.08891545,0.20564630,0.13896551,0.00620593,0.05309341,0.01147074,0.33770369
-5.51375688,0.75371108,0.27045922,0.09489220,0.21750076,0.14774660,0.00674036,0.05560708,0.01202447,0.35752923
-5.50775388,0.79768530,0.28198630,0.10099932,0.22991480,0.15772722,0.00730139,0.05796408,0.01261963,0.37861536
-5.50175088,0.84326183,0.29251115,0.10717908,0.24279281,0.16883860,0.00788680,0.06011243,0.01324043,0.40076227
-5.49574787,0.89004228,0.30183781,0.11338099,0.25606354,0.18103262,0.00849472,0.06200575,0.01387254,0.42381108
-5.48974487,0.93771595,0.30980428,0.11956298,0.26968104,0.19428093,0.00912367,0.06360451,0.01450326,0.44764567
-5.48374187,0.98606174,0.31628690,0.12569218,0.28362429,0.20857291,0.00977257,0.06487709,0.01512168,0.47219233
-5.47773887,1.03494547,0.32120332,0.13174521,0.29789528,0.22391262,0.01044078,0.06580055,0.01571873,0.49741698
-5.47173587,1.08431246,0.32451390,0.13770794,0.31251552,0.24031456,0.01112799,0.06636118,0.01628728,0.52332003
-5.46573287,1.13417528,0.32622157,0.14357464,0.32752115,0.25779840,0.01183417,0.06655460,0.01682205,0.54992894
-5.45972986,1.18459717,0.32636993,0.14934663,0.34295685,0.27638291,0.01255941,0.06638565,0.01731957,0.57728859
-5.45372686,1.23567171,0.32503996,0.15503046,0.35886867,0.29607919,0.01330379,0.06586786,0.01777798,0.60545009
-5.44772386,1.28749961,0.32234518,0.16063561,0.37529631,0.31688352,0.01406715,0.06502266,0.01819689,0.63445825
-5.44172086,1.34016380,0.31842578,0.16617201,0.39226508,0.33877016,0.01484889,0.06387834,0.01857707,0.66433853
-5.43571786,1.39370432,0.31344181,0.17164738,0.40977820,0.36168458,0.01564779,0.06246872,0.01892016,0.69508420
-5.42971486,1.44809432,0.30756588,0.17706461,0.42780979,0.38553732,0.01646180,0.06083172,0.01922840,0.72664431
-5.42371186,1.50321890,0.30097573,0.18241940,0.44629913,0.41019918,0.01728786,0.05900788,0.01950426,0.75891355
-5.41770885,1.55885824,0.29384697,0.18769831,0.46514659,0.43549785,0.01812180,0.05703879,0.01975018,0.79172453
-5.41170585,1.61467645,0.28634641,0.19287733,0.48421170,0.46121656,0.01895831,0.05496560,0.01996827,0.82484329
-5.40570285,1.67021713,0.27862635,0.19792123,0.50331350,0.48709491,0.01979091,0.05282772,0.02016011,0.85796848
-5.39969985,1.72490654,0.27081989,0.20278362,0.52223361,0.51283199,0.02061209,0.05066158,0.02032658,0.89073471
-5.39369685,1.77806472,0.26303765,0.20740801,0.54072172,0.53809206,0.02141350,0.04849977,0.02046778,0.92271999
-5.38769385,1.82892438,0.25536595,0.21172956,0.55850369,0.56251243,0.02218621,0.04637027,0.02058304,0.95345733
-5.38169085,1.87665712,0.24786639,0.21567778,0.57529183,0.58571358,0.02292106,0.04429612,0.02067096,0.98245009
-5.37568784,1.92040577,0.24057686,0.21917980,0.59079687,0.60731093,0.02360912,0.04229522,0.02072962,1.00919038
-5.36968484,1.95932154,0.23351380,0.22216428,0.60474139,0.62692805,0.02424211,0.04038046,0.02075674,1.03317992
-5.36368184,1.99260415,0.22667554,0.22456554,0.61687365,0.64421042,0.02481292,0.03856008,0.02075001,1.05395208
-5.35767884,2.01954272,0.22004641,0.22632791,0.62698154,0.65883943,0.02531611,0.03683823,0.02070736,1.07109432
-5.35167584,2.03955554,0.21360137,0.22740984,0.63490559,0.67054570,0.02574839,0.03521557,0.02062727,1.08426953
-5.34567284,2.05222622,0.20731090,0.22778768,0.64055054,0.67912114,0.02610899,0.03369015,0.02050914,1.09323544
-5.33966983,2.05733442,0.20114574,0.22745882,0.64389469,0.68442919,0.02640005,0.03225811,0.02035351,1.09786072
-5.33366683,2.05487920,0.19508134,0.22644403,0.64499659,0.68641251,0.02662685,0.03091457,0.02016231,1.09813715
-5.32766383,2.04509366,0.18910167,0.22478880,0.64399847,0.68509788,0.02679790,0.02965433,0.01993907,1.09418676
-5.32166083,2.02844980,0.18320233,0.22256364,0.64112631,0.68059795,0.02692493,0.02847251,0.01968893,1.08626384
-5.31565783,2.00565320,0.17739265,0.21986316,0.63668628,0.67310961,0.02702274,0.02736511,0.01941873,1.07475128
-5.30965483,1.97762754,0.17169694,0.21680413,0.63105769,0.66290918,0.02710891,0.02632940,0.01913684,1.06015144
-5.30365183,1.94548951,0.16615465,0.21352242,0.62468265,0.65034451,0.02720333,0.02536414,0.01885304,1.04307197
-5.29764882,1.91051532,0.16081971,0.21016901,0.61805279,0.63582437,0.02732772,0.02446971,0.01857824,1.02420703
-5.29164582,1.87410012,0.15575894,0.20690526,0.61169366,0.61980564,0.02750491,0.02364807,0.01832420,1.00431484
-5.28564282,1.83771245,0.15104989,0.20389764,0.60614729,0.60277883,0.02775820,0.02290267,0.01810311,0.98419262
-5.27963982,1.80284549,0.14677806,0.20131215,0.60195379,0.58525274,0.02811058,0.02223816,0.01792725,0.96464987
-5.27363682,1.77096767,0.14303392,0.19930867,0.59963251,0.56773870,0.02858395,0.02166021,0.01780854,0.94648146
-5.26763382,1.74347454,0.13990967,0.19803549,0.59966382,0.55073543,0.02919842,0.02117517,0.01775821,0.93044146
-5.26163082,1.72164417,0.13749620,0.19762434,0.60247194,0.53471483,0.02997164,0.02078983,0.01778640,0.91721900
-5.25562781,1.70659793,0.13588012,0.19818593,0.60840966,0.52010952,0.03091819,0.02051114,0.01790186,0.90741711
-5.24962481,1.69926816,0.13514131,0.19980642,0.61774554,0.50730251,0.03204910,0.02034606,0.01811174,0.90153536
-5.24362181,1.70037398,0.13535081,0.20254479,0.63065397,0.49661935,0.03337150,0.02030143,0.01842140,0.89995696
-5.23761881,1.71040590,0.13656930,0.20643118,0.64720852,0.48832298,0.03488840,0.02038390,0.01883431,0.90294077
-5.23161581,1.72961966,0.13884611,0.21146640,0.66737875,0.48261141,0.03659862,0.02060002,0.01935208,0.91061820
-5.22561281,1.75803903,0.14221876,0.21762237,0.69103060,0.47961802,0.03849685,0.02095625,0.01997450,0.92299515
-5.21960980,1.79546706,0.14671300,0.22484361,0.71793028,0.47941449,0.04057387,0.02145914,0.02069963,0.93995854
-5.21360680,1.84150488,0.15234318,0.23304955,0.74775136,0.48201580,0.04281680,0.02211545,0.02152404,0.96128685
-5.20760380,1.89557663,0.15911295,0.24213761,0.78008492,0.48738712,0.04520957,0.02293229,0.02244296,0.98666423
-5.20160080,1.95695921,0.16701608,0.25198682,0.81445220,0.49545195,0.04773333,0.02391721,0.02345054,1.01569705
-5.19559780,2.02481504,0.17603726,0.26246175,0.85031916,0.50610113,0.05036700,0.02507820,0.02454002,1.04793225
-5.18959480,2.09822613,0.18615284,0.27341674,0.88711264,0.51920207,0.05308776,0.02642361,0.02570398,1.08287642
-5.18359180,2.17622796,0.19733127,0.28469999,0.92423708,0.53460779,0.05587155,0.02796194,0.02693444,1.12001466
-5.17758879,2.25784124,0.20953321,0.29615755,0.96109159,0.55216533,0.05869356,0.02970151,0.02822303,1.15882850
-5.17158579,2.34210057,0.22271132,0.30763691,0.99708634,0.57172303,0.06152859,0.03164992,0.02956101,1.19881197
-5.16558279,2.42807861,0.23680954,0.31899013,1.03165801,0.59313645,0.06435140,0.03381348,0.03093929,1.23948526
-5.15957979,2.51490502,0.25176205,0.33007644,1.06428348,0.61627272,0.06713696,0.03619646,0.03234836,1.28040549
-5.15357679,2.60177980,0.26749186,0.34076416,1.09449155,0.64101312,0.06986060,0.03880027,0.03377822,1.32117435
-5.14757379,2.68798077,0.28390921,0.35093206,1.12187219,0.66725395,0.07249811,0.04162260,0.03521826,1.36144239
-5.14157079,2.77286546,0.30090990,0.36047007,1.14608315,0.69490566,0.07502577,0.04465656,0.03665707,1.40091020
-5.13556778,2.85586793,0.31837373,0.36927948,1.16685389,0.72389055,0.07742034,0.04788993,0.03808236,1.43932661
-5.12956478,2.93649132,0.33616314,0.37727264,1.18398673,0.75413908,0.07965903,0.05130447,0.03948083,1.47648433
-5.12356178,3.01429709,0.35412250,0.38437234,1.19735551,0.78558511,0.08171943,0.05487545,0.04083806,1.51221364
-5.11755878,3.08889201,0.37207792,0.39051103,1.20690194,0.81816050,0.08357959,0.05857142,0.04213858,1.54637451
-5.11155578,3.15991418,0.38983796,0.39562984,1.21263004,0.85178923,0.08521797,0.06235420,0.04336587,1.57884804
-5.10555278,3.22701913,0.40719525,0.39967773,1.21459908,0.88638140,0.08661365,0.06617929,0.04450260,1.60952762
-5.09954977,3.28986706,0.42392920,0.40261075,1.21291544,0.92182752,0.08774646,0.06999644,0.04553078,1.63831052
-5.09354677,3.34811219,0.43980958,0.40439155,1.20772399,0.95799317,0.08859729,0.07375065,0.04643220,1.66509041
-5.08754377,3.40139484,0.45460120,0.40498916,1.19919932,0.99471457,0.08914847,0.07738347,0.04718878,1.68975124
-5.08154077,3.44933671,0.46806936,0.40437913,1.18753737,1.03179492,0.08938422,0.08083443,0.04778313,1.71216275
-5.07553777,3.49153969,0.47998589,0.40254401,1.17294769,1.06900199,0.08929114,0.08404281,0.04819902,1.73217783
-5.06953477,3.52758803,0.49013566,0.39947404,1.15564675,1.10606688,0.08885876,0.08694941,0.04842199,1.74963182
-5.06353177,3.55705380,0.49832313,0.39516815,1.13585242,1.14268419,0.08808006,0.08949843,0.04843987,1.76434361
-5.05752876,3.57950510,0.50437872,0.38963504,1.11377966,1.17851352,0.08695204,0.09163927,0.04824334,1.77611851
-5.05152576,3.59451657,0.50816463,0.38289432,1.08963758,1.21318246,0.08547613,0.09332823,0.04782637,1.78475253
-5.04552276,3.60168155,0.50957986,0.37497757,1.06362765,1.24629097,0.08365854,0.09452993,0.04718658,1.79003795
-5.03951976,3.60062518,0.50856412,0.36592917,1.03594302,1.27741722,0.08151052,0.09521851,0.04632552,1.79176976
-5.03351676,3.59101791,0.50510045,0.35580689,1.00676873,1.30612470,0.07904844,0.09537847,0.04524878,1.78975261
-5.02751376,3.57258869,0.49921637,0.34468207,0.97628257,1.33197064,0.07629369,0.09500512,0.04396602,1.78380819
-5.02151076,3.54513744,0.49098357,0.33263941,0.94465641,1.35451559,0.07327244,0.09410465,0.04249079,1.77378257
-5.01550775,3.50854640,0.48051602,0.31977621,0.91205782,1.37333382,0.07001520,0.09269380,0.04084029,1.75955330
-5.00950475,3.46279000,0.46796673,0.30620127,0.87865167,1.38802462,0.06655625,0.09079917,0.03903490,1.74103620
-5.00350175,3.40794302,0.45352326,0.29203327,0.84460171,1.39822396,0.06293290,0.08845621,0.03709771,1.71819154
-4.99749875,3.34418704,0.43740222,0.27739879,0.81007194,1.40361629,0.05918467,0.08570794,0.03505393,1.69102957
-4.99149575,3.27181504,0.41984301,0.26243002,0.77522764,1.40394609,0.05535234,0.08260349,0.03293018,1.65961532
-4.98549275,3.19123400,0.40110110,0.24726234,0.74023618,1.39902885,0.05147704,0.07919647,0.03075383,1.62407238
-4.97948974,3.10296570,0.38144123,0.23203172,0.70526741,1.38876083,0.04759926,0.07554334,0.02855230,1.58458589
-4.97348674,3.00764550,0.36113070,0.21687218,0.67049386,1.37312733,0.04375795,0.07170182,0.02635240,1.54140428
-4.96748374,2.90601905,0.34043314,0.20191334,0.63609054,1.35220900,0.03998966,0.06772934,0.02417971,1.49483985
-4.96148074,2.79893698,0.31960284,0.18727822,0.60223461,1.32618569,0.03632781,0.06368165,0.02205802,1.44526810
-4.95547774,2.68734731,0.29887997,0.17308125,0.56910471,1.29533763,0.03280207,0.05961170,0.02000892,1.39312545
-4.94947474,2.57228556,0.27848672,0.15942672,0.53688020,1.26004363,0.02943793,0.05556863,0.01805143,1.33890550
-4.94347174,2.45486256,0.25862429,0.14640750,0.50574014,1.22077612,0.02625638,0.05159707,0.01620175,1.28315360
-4.93746873,2.33624983,0.23947102,0.13410419,0.47586207,1.17809313,0.02327377,0.04773664,0.01447316,1.22645974
-4.93146573,2.21766263,0.22118133,0.12258468,0.44742066,1.13262727,0.02050181,0.04402173,0.01287594,1.16944971
-4.92546273,2.10034104,0.20388548,0.11190397,0.42058605,1.08507189,0.01794780,0.04048140,0.01141752,1.11277478
-4.91945973,1.98552903,0.18769005,0.10210441,0.39552210,1.03616508,0.01561484,0.03713952,0.01010256,1.05709994
-4.91345673,1.87445242,0.17267903,0.09321612,0.37238441,0.98667172,0.01350227,0.03401508,0.00893320,1.00309100
-4.90745373,1.76829586,0.15891521,0.08525766,0.35131819,0.93736447,0.01160615,0.03112252,0.00790935,0.95140104
-4.90145073,1.66817991,0.14644203,0.07823686,0.33245607,0.88900425,0.00991980,0.02847223,0.00702895,0.90265643
-4.89544772,1.57513883,0.13528547,0.07215181,0.31591593,0.84232104,0.00843434,0.02607108,0.00628837,0.85744317
-4.88944472,1.49009993,0.12545607,0.06699184,0.30179886,0.79799564,0.00713932,0.02392293,0.00568271,0.81629392
-4.88344172,1.41386547,0.11695101,0.06273864,0.29018729,0.75664321,0.00602325,0.02202921,0.00520611,0.77967627
-4.87743872,1.34709784,0.10975603,0.05936736,0.28114361,0.71879919,0.00507417,0.02038945,0.00485215,0.74798295
-4.87143572,1.29030877,0.10384746,0.05684773,0.27470921,0.68490812,0.00428014,0.01900180,0.00461405,0.72152425
-4.86543272,1.24385322,0.09919401,0.05514515,0.27090420,0.65531577,0.00362968,0.01786351,0.00448500,0.70052315
-4.85942971,1.20792815,0.09575857,0.05422185,0.26972777,0.63026486,0.00311215,0.01697142,0.00445838,0.68511340
-4.85342671,1.18257657,0.09349996,0.05403796,0.27115936,0.60989443,0.00271806,0.01632233,0.00452794,0.67534069
-4.84742371,1.16769648,0.09237454,0.05455260,0.27516055,0.59424281,0.00243932,0.01591340,0.00468797,0.67116683
-4.84142071,1.16305446,0.09233784,0.05572489,0.28167758,0.58325386,0.00226938,0.01574246,0.00493343,0.67247675
-4.83541771,1.16830320,0.09334598,0.05751502,0.29064445,0.57678620,0.00220333,0.01580832,0.00526001,0.67908800
-4.82941471,1.18300192,0.09535709,0.05988508,0.30198633,0.57462477,0.00223792,0.01611092,0.00566421,0.69076217
-4.82341171,1.20663875,0.09833243,0.06279990,0.31562310,0.57649413,0.00237149,0.01665148,0.00614332,0.70721753
-4.81740870,1.23865357,0.10223733,0.06622765,0.33147265,0.58207274,0.00260388,0.01743256,0.00669538,0.72814228
-4.81140570,1.27846009,0.10704181,0.07014030,0.34945372,0.59100753,0.00293619,0.01845795,0.00731915,0.75320750
-4.80540270,1.32546573,0.11272075,0.07451377,0.36948800,0.60292796,0.00337058,0.01973253,0.00801398,0.78207899
-4.79939970,1.37908813,0.11925370,0.07932786,0.39150104,0.61745886,0.00390997,0.02126194,0.00877967,0.81442730
-4.79339670,1.43876716,0.12662403,0.08456578,0.41542199,0.63423152,0.00455766,0.02305214,0.00961629,0.84993533
-4.78739370,1.50397160,0.13481763,0.09021342,0.44118185,0.65289241,0.00531695,0.02510881,0.01052400,0.88830286
-4.78139070,1.57420019,0.14382105,0.09625824,0.46871024,0.67310938,0.00619075,0.02743669,0.01150278,0.92924790
-4.77538769,1.64897680,0.15361906,0.10268784,0.49793075,0.69457504,0.00718113,0.03003872,0.01255224,0.97250458
-4.76938469,1.72784023,0.16419183,0.10948837,0.52875510,0.71700734,0.00828887,0.03291520,0.01367132,1.01781800
-4.76338169,1.81032933,0.17551181,0.11664257,0.56107631,0.74014778,0.00951305,0.03606278,0.01485806,1.06493617
-4.75737869,1.89596460,0.18754038,0.12412791,0.59476139,0.76375724,0.01085066,0.03947357,0.01610937,1.11359987
-4.75137569,1.98422784,0.20022463,0.13191461,0.62964409,0.78761040,0.01229624,0.04313424,0.01742080,1.16353126
-4.74537269,2.07454142,0.21349432,0.13996386,0.66551808,0.81148896,0.01384162,0.04702519,0.01878640,1.21442205
-4.73936968,2.16624912,0.22725941,0.14822632,0.70213141,0.83517465,0.01547572,0.05112001,0.02019859,1.26592248
-4.73336668,2.25860035,0.24140821,0.15664099,0.73918263,0.85844262,0.01718447,0.05538501,0.02164810,1.31763202
-4.72736368,2.35073936,0.25580658,0.16513459,0.77631916,0.88105579,0.01895081,0.05977914,0.02312399,1.36909282
-4.72136068,2.44170098,0.27029808,0.17362159,0.81313836,0.90276101,0.02075488,0.06425416,0.02461373,1.41978674
-4.71535768,2.53041389,0.28470540,0.18200487,0.84919146,0.92328714,0.02257424,0.06875519,0.02610339,1.46913660
-4.70935468,2.61571195,0.29883308,0.19017705,0.88399063,0.94234568,0.02438435,0.07322157,0.02757782,1.51651199
-4.70335168,2.69635371,0.31247139,0.19802258,0.91701890,0.95963382,0.02615900,0.07758810,0.02902100,1.56123965
-4.69734867,2.77104955,0.32540140,0.20542034,0.94774287,0.97484001,0.02787099,0.08178657,0.03041631,1.60261821
-4.69134567,2.83849543,0.33740106,0.21224688,0.97562759,0.98765166,0.02949280,0.08574758,0.03174699,1.63993678
-4.68534267,2.89741165,0.34825186,0.21837995,1.00015310,0.99776462,0.03099734,0.08940248,0.03299647,1.67249634
-4.67933967,2.94658482,0.35774612,0.22370237,1.02083180,1.00489389,0.03235875,0.09268555,0.03414882,1.69963313
-4.67333667,2.98491078,0.36569420,0.22810584,1.03722589,1.00878481,0.03355314,0.09553609,0.03518909,1.72074256
-4.66733367,3.01143625,0.37193151,0.23149473,1.04896391,1.00922413,0.03455934,0.09790050,0.03610370,1.73530257
-4.66133067,3.02539677,0.37632487,0.23378942,1.05575562,1.00605020,0.03535953,0.09973411,0.03688071,1.74289495
-4.65532766,3.02624903,0.37877786,0.23492930,1.05740438,0.99916166,0.03593978,0.10100285,0.03751011,1.74322362
