energy_ev,total_up,Bi_p_up,Bi_d_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up
-6.00000000,1.52466201,0.01690447,0.00017717,0.42831172,0.44364870,0.17860001,0.69499756
-5.99399700,1.52858566,0.01800455,0.00017294,0.41966571,0.44254869,0.20093134,0.67392042
-5.98799400,1.54127157,0.01930672,0.00016935,0.41308679,0.44380461,0.22503921,0.65615128
-5.98199100,1.56278047,0.02081979,0.00016650,0.40863564,0.44746860,0.25071888,0.64190554
-5.97598799,1.59290053,0.02254843,0.00016444,0.40630269,0.45351376,0.27772070,0.63128765
-5.96998499,1.63114127,0.02449276,0.00016318,0.40600734,0.46183214,0.30575011,0.62428806
-5.96398199,1.67673758,0.02664785,0.00016274,0.40759971,0.47223577,0.33446952,0.62078408
-5.95797899,1.72866411,0.02900350,0.00016306,0.41086510,0.48446059,0.36350229,0.62054469
-5.95197599,1.78565982,0.03154403,0.00016411,0.41553078,0.49817339,0.39243868,0.62323906
-5.94597299,1.84626189,0.03424838,0.00016578,0.42127511,0.51298134,0.42084386,0.62844854
-5.93996998,1.90884785,0.03709024,0.00016798,0.42773849,0.52844393,0.44826777,0.63568151
-5.93396698,1.97168464,0.04003845,0.00017058,0.43453570,0.54408677,0.47425645,0.64439070
-5.92796398,2.03298253,0.04305756,0.00017347,0.44126928,0.55941691,0.49836456,0.65399214
-5.92196098,2.09095210,0.04610853,0.00017650,0.44754326,0.57393881,0.52016866,0.66388512
-5.91595798,2.14386190,0.04914969,0.00017953,0.45297679,0.58717064,0.53928055,0.67347242
-5.90995498,2.19009478,0.05213771,0.00018244,0.45721716,0.59866011,0.55536032,0.68217998
-5.90395198,2.22820056,0.05502884,0.00018511,0.45995158,0.60799921,0.56812842,0.68947542
-5.89794897,2.25694313,0.05778013,0.00018741,0.46091744,0.61483741,0.57737618,0.69488470
-5.89194597,2.27534021,0.06035071,0.00018927,0.45991060,0.61889278,0.58297445,0.69800638
-5.88594297,2.28269438,0.06270319,0.00019061,0.45679139,0.61996063,0.58487973,0.69852308
-5.87993997,2.27861428,0.06480485,0.00019138,0.45148834,0.61791936,0.58313760,0.69620984
-5.87393697,2.26302542,0.06662890,0.00019157,0.44399933,0.61273350,0.57788331,0.69093910
-5.86793397,2.23617044,0.06815554,0.00019117,0.43439047,0.60445378,0.56933926,0.68268245
-5.86193097,2.19859910,0.06937285,0.00019022,0.42279267,0.59321432,0.55780960,0.67150907
-5.85592796,2.15114858,0.07027751,0.00018876,0.40939618,0.57922734,0.54367213,0.65758115
-5.84992496,2.09491531,0.07087522,0.00018687,0.39444356,0.56277541,0.52736761,0.64114665
-5.84392196,2.03121939,0.07118089,0.00018464,0.37822116,0.54420188,0.50938710,0.62252966
-5.83791896,1.96156338,0.07121858,0.00018219,0.36104980,0.52389979,0.49025764,0.60211898
-5.83191596,1.88758695,0.07102103,0.00017963,0.34327481,0.50229982,0.47052679,0.58035529
-5.82591296,1.81101920,0.07062908,0.00017710,0.32525599,0.47985770,0.45074665,0.55771748
-5.81990995,1.73363024,0.07009061,0.00017475,0.30735769,0.45704160,0.43145784,0.53470859
-5.81390695,1.65718372,0.06945942,0.00017270,0.28993951,0.43431987,0.41317397,0.51184183
-5.80790395,1.58339166,0.06879376,0.00017112,0.27334767,0.41214963,0.39636705,0.48962720
-5.80190095,1.51387288,0.06815472,0.00017012,0.25790739,0.39096636,0.38145441,0.46855882
-5.79589795,1.45011593,0.06760455,0.00016983,0.24391638,0.37117489,0.36878736,0.44910358
-5.78989495,1.39344748,0.06720481,0.00017037,0.23163946,0.35314186,0.35864202,0.43169107
-5.78389195,1.34500654,0.06701457,0.00017185,0.22130438,0.33718972,0.35121248,0.41670506
-5.77788894,1.30572495,0.06708860,0.00017434,0.21309878,0.32359241,0.34660652,0.40447668
-5.77188594,1.27631417,0.06747570,0.00017791,0.20716827,0.31257255,0.34484404,0.39527920
-5.76588294,1.25725834,0.06821717,0.00018260,0.20361545,0.30430009,0.34585804,0.38932450
-5.75987994,1.24881333,0.06934543,0.00018846,0.20249983,0.29889234,0.34949843,0.38676109
-5.75387694,1.25101148,0.07088297,0.00019547,0.20383856,0.29641511,0.35553822,0.38767366
-5.74787394,1.26367147,0.07284152,0.00020363,0.20760779,0.29688486,0.36368219,0.39208399
-5.74187094,1.28641281,0.07522153,0.00021292,0.21374457,0.30027162,0.37357764,0.39995312
-5.73586793,1.31867421,0.07801202,0.00022328,0.22214926,0.30650252,0.38482691,0.41118454
-5.72986493,1.35973522,0.08119071,0.00023464,0.23268831,0.31546575,0.39700146,0.42562835
-5.72386193,1.40874037,0.08472450,0.00024694,0.24519735,0.32701474,0.40965681,0.44308613
-5.71785893,1.46472499,0.08857027,0.00026007,0.25948455,0.34097243,0.42234808,0.46331641
-5.71185593,1.52664189,0.09267595,0.00027393,0.27533422,0.35713554,0.43464550,0.48604052
-5.70585293,1.59338832,0.09698186,0.00028840,0.29251053,0.37527867,0.44614934,0.51094866
-5.69984992,1.66383209,0.10142224,0.00030337,0.31076141,0.39515821,0.45650376,0.53770613
