energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.31565783,1.69719420,1.27268525,0.49750402,0.00367085,0.11020825,0.75067710,0.00000000,0.37257851,0.28907129
-5.30965483,1.78289435,1.35053930,0.52740218,0.00366478,0.10918603,0.79472493,0.00000000,0.38846300,0.29692588
-5.30365183,1.86972169,1.42699053,0.55757020,0.00367001,0.10868662,0.83840917,0.00000000,0.40486742,0.30539554
-5.29764882,1.95625907,1.50083778,0.58760936,0.00368298,0.10865200,0.88105915,0.00000000,0.42144429,0.31424363
-5.29164582,2.04102740,1.57087505,0.61709906,0.00370009,0.10901424,0.92199237,0.00000000,0.43783395,0.32321855
-5.28564282,2.12252043,1.63592154,0.64560433,0.00371786,0.10969807,0.96053075,0.00000000,0.45367517,0.33206150
-5.27963982,2.19924151,1.69485211,0.67268433,0.00373305,0.11062378,0.99601741,0.00000000,0.46861605,0.34051442
-5.27363682,2.26974122,1.74662700,0.69790147,0.00374280,0.11171010,1.02783341,0.00000000,0.48232468,0.34832797
-5.26763382,2.33265497,1.79031993,0.72083120,0.00374471,0.11287710,1.05541389,0.00000000,0.49449924,0.35526917
-5.26163082,2.38673922,1.82514346,0.74107202,0.00373695,0.11404897,1.07826327,0.00000000,0.50487731,0.36112852
-5.25562781,2.43090536,1.85047079,0.75825551,0.00371830,0.11515666,1.09596873,0.00000000,0.51324386,0.36572644
-5.24962481,2.46425014,1.86585315,0.77205611,0.00368817,0.11614024,1.10821179,0.00000000,0.51943790,0.36891862
-5.24362181,2.48608158,1.87103213,0.78220018,0.00364663,0.11695105,1.11477727,0.00000000,0.52335730,0.37060042
-5.23761881,2.49593947,1.86594650,0.78847413,0.00359435,0.11755345,1.11555956,0.00000000,0.52496179,0.37070997
-5.23161581,2.49360970,1.85073324,0.79073119,0.00353260,0.11792630,1.11056571,0.00000000,0.52427398,0.36923001
-5.22561281,2.47913180,1.82572268,0.78889652,0.00346313,0.11806396,1.09991527,0.00000000,0.52137835,0.36618847
-5.21960980,2.45279936,1.79142796,0.78297048,0.00338813,0.11797701,1.08383688,0.00000000,0.51641820,0.36165763
-5.21360680,2.41515313,1.74852919,0.77302972,0.00331009,0.11769246,1.06266152,0.00000000,0.50959074,0.35575227
-5.20760380,2.36696696,1.69785277,0.75922604,0.00323171,0.11725367,1.03681277,0.00000000,0.50114050,0.34862644
-5.20160080,2.30922692,1.64034676,0.74178296,0.00315576,0.11671979,1.00679426,0.00000000,0.49135120,0.34046947
-5.19559780,2.24310438,1.57705311,0.72099014,0.00308499,0.11616488,0.97317484,0.00000000,0.48053650,0.33150092
-5.18959480,2.16992373,1.50907771,0.69719559,0.00302199,0.11567672,0.93657191,0.00000000,0.46902982,0.32196508
-5.18359180,2.09112606,1.43755945,0.67079621,0.00296906,0.11535519,0.89763350,0.00000000,0.45717381,0.31212479
-5.17758879,2.00822995,1.36363925,0.64222681,0.00292817,0.11531051,0.85701979,0.00000000,0.44530960,0.30225516
-5.17158579,1.92279077,1.28843023,0.61194810,0.00290081,0.11566111,0.81538475,0.00000000,0.43376644,0.29263706
-5.16558279,1.83635994,1.21299003,0.58043403,0.00288797,0.11653131,0.77335853,0.00000000,0.42285198,0.28355074
-5.15957979,1.75044553,1.13829610,0.54815916,0.00289007,0.11804882,0.73153125,0.00000000,0.41284353,0.27526968
-5.15357679,1.66647553,1.06522483,0.51558630,0.00290694,0.12034203,0.69043878,0.00000000,0.40398067,0.26805476
-5.14757379,1.58576494,0.99453502,0.48315506,0.00293783,0.12353718,0.65055098,0.00000000,0.39645931,0.26214891
-5.14157079,1.50948767,0.92685625,0.45127172,0.00298140,0.12775536,0.61226276,0.00000000,0.39042748,0.25777221
-5.13556778,1.43865384,0.86268210,0.42030058,0.00303578,0.13310939,0.57588827,0.00000000,0.38598288,0.25511760
-5.12956478,1.37409312,0.80236848,0.39055735,0.00309866,0.13970062,0.54165819,0.00000000,0.38317216,0.25434705
-5.12356178,1.31644403,0.74613668,0.36230437,0.00316731,0.14761557,0.50972023,0.00000000,0.38199191,0.25558836
-5.11755878,1.26614931,0.69408077,0.33574809,0.00323873,0.15692259,0.48014251,0.00000000,0.38239115,0.25893236
-5.11155578,1.22345680,0.64617885,0.31103845,0.00330972,0.16766848,0.45291969,0.00000000,0.38427525,0.26443067
-5.10555278,1.18842553,0.60230743,0.28827022,0.00337701,0.17987510,0.42798129,0.00000000,0.38751080,0.27209391
-5.09954977,1.16093600,0.56225813,0.26748602,0.00343738,0.19353627,0.40520178,0.00000000,0.39193140,0.28189026
-5.09354677,1.14070424,0.52575594,0.24868079,0.00348776,0.20861475,0.38441193,0.00000000,0.39734392,0.29374465
-5.08754377,1.12729852,0.49247808,0.23180731,0.00352533,0.22503971,0.36541078,0.00000000,0.40353495,0.30753831
-5.08154077,1.12015809,0.46207278,0.21678254,0.00354763,0.24270474,0.34797772,0.00000000,0.41027735,0.32310898
-5.07553777,1.11861324,0.43417714,0.20349444,0.00355266,0.26146655,0.33188421,0.00000000,0.41733641,0.34025176
-5.06953477,1.12190593,0.40843350,0.19180893,0.00353890,0.28114453,0.31690458,0.00000000,0.42447574,0.35872075
-5.06353177,1.12921068,0.38450367,0.18157668,0.00350537,0.30152146,0.30282556,0.00000000,0.43146249,0.37823164
-5.05752876,1.13965528,0.36208084,0.17263960,0.00345167,0.32234530,0.28945431,0.00000000,0.43807210,0.39846525
-5.05152576,1.15234103,0.34089872,0.16483679,0.00337796,0.34333240,0.27662477,0.00000000,0.44409239,0.41907229
-5.04552276,1.16636254,0.32073795,0.15800977,0.00328494,0.36417204,0.26420207,0.00000000,0.44932709,0.43967918
-5.03951976,1.18082675,0.30142984,0.15200708,0.00317384,0.38453229,0.25208534,0.00000000,0.45359886,0.45989518
-5.03351676,1.19487149,0.28285752,0.14668800,0.00304630,0.40406728,0.24020867,0.00000000,0.45675191,0.47932055
-5.02751376,1.20768311,0.26495483,0.14192555,0.00290437,0.42242550,0.22854064,0.00000000,0.45865426,0.49755573
-5.02151076,1.21851346,0.24770334,0.13760880,0.00275037,0.43925909,0.21708254,0.00000000,0.45919973,0.51421125
-5.01550775,1.22669580,0.23112775,0.13364448,0.00258685,0.45423362,0.20586555,0.00000000,0.45830973,0.52891816
-5.00950475,1.23165946,0.21529021,0.12995796,0.00241647,0.46703827,0.19494708,0.00000000,0.45593475,0.54133851
-5.00350175,1.23294291,0.20028396,0.12649374,0.00224193,0.47739561,0.18440670,0.00000000,0.45205577,0.55117556
-4.99749875,1.23020491,0.18622647,0.12321548,0.00206586,0.48507099,0.17434165,0.00000000,0.44668520,0.55818323
-4.99149575,1.22323304,0.17325265,0.12010554,0.00189079,0.48988067,0.16486234,0.00000000,0.43986755,0.56217434
-4.98549275,1.21194939,0.16150824,0.11716423,0.00171906,0.49169861,0.15608792,0.00000000,0.43167951,0.56302727
-4.97948974,1.19641278,0.15114354,0.11440866,0.00155276,0.49046140,0.14814196,0.00000000,0.42222945,0.56069056
-4.97348674,1.17681722,0.14230773,0.11187124,0.00139372,0.48617113,0.14114843,0.00000000,0.41165614,0.55518530
-4.96748374,1.15348627,0.13514373,0.10959796,0.00124346,0.47889593,0.13522797,0.00000000,0.40012658,0.54660505
-4.96148074,1.12686327,0.12978362,0.10764627,0.00110320,0.46876828,0.13049437,0.00000000,0.38783292,0.53511313
-4.95547774,1.09749756,0.12634463,0.10608275,0.00097385,0.45598095,0.12705137,0.00000000,0.37498842,0.52093757
-4.94947474,1.06602679,0.12492563,0.10498045,0.00085603,0.44078088,0.12498966,0.00000000,0.36182252,0.50436365
-4.94347174,1.03315612,0.12560401,0.10441607,0.00075007,0.42346122,0.12438408,0.00000000,0.34857502,0.48572447
-4.93746873,0.99963470,0.12843296,0.10446694,0.00065606,0.40435190,0.12529097,0.00000000,0.33548959,0.46538996
-4.93146573,0.96623056,0.13343905,0.10520790,0.00057386,0.38380917,0.12774583,0.00000000,0.32280693,0.44375471
-4.92546273,0.93370468,0.14062017,0.10670815,0.00050316,0.36220460,0.13176103,0.00000000,0.31075754,0.42122533
-4.91945973,0.90278555,0.14994378,0.10902826,0.00044348,0.33991400,0.13732395,0.00000000,0.29955474,0.39820767
-4.91345673,0.87414501,0.16134563,0.11221730,0.00039424,0.31730678,0.14439542,0.00000000,0.28938796,0.37509471
-4.90745373,0.84837675,0.17472893,0.11631031,0.00035475,0.29473614,0.15290866,0.00000000,0.28041679,0.35225538
-4.90145073,0.82597815,0.18996421,0.12132630,0.00032427,0.27253058,0.16276878,0.00000000,0.27276598,0.33002494
-4.89544772,0.80733636,0.20688986,0.12726667,0.00030205,0.25098678,0.17385303,0.00000000,0.26652166,0.30869715
-4.88944472,0.79271931,0.22531367,0.13411441,0.00028729,0.23036440,0.18601184,0.00000000,0.26172902,0.28851855
-4.88344172,0.78227175,0.24501519,0.14183395,0.00027922,0.21088254,0.19907076,0.00000000,0.25839150,0.26968494
-4.87743872,0.77601668,0.26574933,0.15037181,0.00027708,0.19271810,0.21283339,0.00000000,0.25647164,0.25234008
-4.87143572,0.77386184,0.28725083,0.15965798,0.00028015,0.17600589,0.22708519,0.00000000,0.25589346,0.23657653
-4.86543272,0.77561085,0.30923992,0.16960812,0.00028775,0.16084021,0.24159826,0.00000000,0.25654641,0.22243841
-4.85942971,0.78097841,0.33142872,0.18012630,0.00029923,0.14727782,0.25613683,0.00000000,0.25829058,0.20992581
-4.85342671,0.78960857,0.35352845,0.19110834,0.00031400,0.13534187,0.27046342,0.00000000,0.26096298,0.19900054
-4.84742371,0.80109512,0.37525702,0.20244552,0.00033154,0.12502655,0.28434538,0.00000000,0.26438466,0.18959274
-4.84142071,0.81500300,0.39634671,0.21402845,0.00035134,0.11630212,0.29756153,0.00000000,0.26836821,0.18160807
-4.83541771,0.83088940,0.41655169,0.22575088,0.00037300,0.10912001,0.30990869,0.00000000,0.27272543,0.17493498
-4.82941471,0.84832371,0.43565482,0.23751332,0.00039613,0.10341766,0.32120765,0.00000000,0.27727463,0.16945174
-4.82341171,0.86690499,0.45347347,0.24922614,0.00042041,0.09912296,0.33130844,0.00000000,0.28184748,0.16503292
-4.81740870,0.88627616,0.46986402,0.26081203,0.00044558,0.09615797,0.34009453,0.00000000,0.28629480,0.16155495
-4.81140570,0.90613440,0.48472466,0.27220762,0.00047141,0.09444189,0.34748569,0.00000000,0.29049134,0.15890070
-4.80540270,0.92623701,0.49799636,0.28336417,0.00049774,0.09389322,0.35343947,0.00000000,0.29433914,0.15696287
-4.79939970,0.94640280,0.50966193,0.29424724,0.00052444,0.09443102,0.35795112,0.00000000,0.29776948,0.15564614
-4.79339670,0.96650910,0.51974303,0.30483541,0.00055140,0.09597540,0.36105191,0.00000000,0.30074335,0.15486810
-4.78739370,0.98648465,0.52829546,0.31511803,0.00057857,0.09844731,0.36280602,0.00000000,0.30325050,0.15455920
-4.78139070,1.00629912,0.53540278,0.32509227,0.00060591,0.10176781,0.36330610,0.00000000,0.30530722,0.15466159
-4.77538769,1.02595014,0.54116882,0.33475952,0.00063339,0.10585695,0.36266778,0.00000000,0.30695296,0.15512737
-4.76938469,1.04544870,0.54570929,0.34412153,0.00066101,0.11063249,0.36102339,0.00000000,0.30824617,0.15591619
-4.76338169,1.06480417,0.54914315,0.35317645,0.00068876,0.11600859,0.35851526,0.00000000,0.30925947,0.15699265
-4.75737869,1.08400997,0.55158422,0.36191519,0.00071663,0.12189473,0.35528893,0.00000000,0.31007460,0.15832362
-4.75137569,1.10303084,0.55313351,0.37031818,0.00074461,0.12819496,0.35148671,0.00000000,0.31077735,0.15987575
-4.74537269,1.12179285,0.55387273,0.37835303,0.00077266,0.13480760,0.34724184,0.00000000,0.31145272,0.16161337
-4.73936968,1.14017661,0.55385950,0.38597311,0.00080074,0.14162552,0.34267354,0.00000000,0.31218066,0.16349684
-4.73336668,1.15801424,0.55312430,0.39311719,0.00082879,0.14853698,0.33788329,0.00000000,0.31303238,0.16548163
-4.72736368,1.17509043,0.55166962,0.39971036,0.00085672,0.15542706,0.33295223,0.00000000,0.31406754,0.16751795
-4.72136068,1.19114722,0.54947108,0.40566595,0.00088444,0.16217955,0.32794006,0.00000000,0.31533221,0.16955111
-4.71535768,1.20589233,0.54648057,0.41088857,0.00091183,0.16867935,0.32288517,0.00000000,0.31685769,0.17152252
-4.70935468,1.21901043,0.54263113,0.41527798,0.00093876,0.17481506,0.31780592,0.00000000,0.31866008,0.17337109
-4.70335168,1.23017637,0.53784317,0.41873356,0.00096509,0.18048176,0.31270304,0.00000000,0.32074050,0.17503512
-4.69734867,1.23906968,0.53203170,0.42115901,0.00099068,0.18558369,0.30756277,0.00000000,0.32308577,0.17645435
-4.69134567,1.24538908,0.52511404,0.42246716,0.00101536,0.19003676,0.30236048,0.00000000,0.32566954,0.17757213
-4.68534267,1.24886626,0.51701742,0.42258441,0.00103899,0.19377071,0.29706464,0.00000000,0.32845351,0.17833741
-4.67933967,1.24927790,0.50768621,0.42145453,0.00106141,0.19673074,0.29164067,0.00000000,0.33138876,0.17870662
-4.67333667,1.24645528,0.49708811,0.41904167,0.00108246,0.19887863,0.28605460,0.00000000,0.33441702,0.17864506
-4.66733367,1.24029091,0.48521912,0.41533236,0.00110198,0.20019310,0.28027625,0.00000000,0.33747187,0.17812799
-4.66133067,1.23074194,0.47210696,0.41033634,0.00111980,0.20066965,0.27428181,0.00000000,0.34047979,0.17714111
-4.65532766,1.21783029,0.45781280,0.40408629,0.00113576,0.20031970,0.26805570,0.00000000,0.34336106,0.17568064
-4.64932466,1.20163973,0.44243135,0.39663649,0.00114969,0.19916924,0.26159177,0.00000000,0.34603074,0.17375292
-4.64332166,1.18231034,0.42608932,0.38806047,0.00116139,0.19725697,0.25489376,0.00000000,0.34839953,0.17137359
