energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,2.75330415,1.40331887,1.73592371,0.00513421,0.05476673,0.58224094,0.00000000,0.29602723,0.18813581
-5.99399700,2.72590481,1.37114036,1.73534193,0.00495636,0.05468372,0.56388064,0.00000000,0.28372146,0.18379875
-5.98799400,2.69136035,1.33570774,1.72982971,0.00476401,0.05458254,0.54405640,0.00000000,0.27091398,0.17909519
-5.98199100,2.64995890,1.29740383,1.71938521,0.00456077,0.05444400,0.52300231,0.00000000,0.25773510,0.17406329
-5.97598799,2.60208763,1.25663828,1.70408404,0.00435029,0.05425122,0.50096145,0.00000000,0.24431677,0.16874655
-5.96998499,2.54822380,1.21383956,1.68407968,0.00413607,0.05398970,0.47817918,0.00000000,0.23078863,0.16319195
-5.96398199,2.48892652,1.16944779,1.65960374,0.00392148,0.05364743,0.45489711,0.00000000,0.21727440,0.15744834
-5.95797899,2.42482938,1.12390852,1.63096568,0.00370964,0.05321506,0.43134801,0.00000000,0.20388892,0.15156509
-5.95197599,2.35663360,1.07766732,1.59855164,0.00350340,0.05268604,0.40775167,0.00000000,0.19073588,0.14559103
-5.94597299,2.28510118,1.03116510,1.56282193,0.00330531,0.05205680,0.38431183,0.00000000,0.17790625,0.13957369
-5.93996998,2.21104750,0.98483407,1.52430661,0.00311762,0.05132692,0.36121401,0.00000000,0.16547744,0.13355881
-5.93396698,2.13533282,0.93909392,1.48359887,0.00294226,0.05049922,0.33862440,0.00000000,0.15351310,0.12759006
-5.92796398,2.05885193,0.89434809,1.44134585,0.00278085,0.04957977,0.31668934,0.00000000,0.14206346,0.12170892
-5.92196098,1.98252184,0.85097993,1.39823676,0.00263472,0.04857784,0.29553552,0.00000000,0.13116621,0.11595466
-5.91595798,1.90726699,0.80934851,1.35498845,0.00250495,0.04750575,0.27527058,0.00000000,0.12084760,0.11036437
-5.90995498,1.83400218,0.76978410,1.31232860,0.00239231,0.04637858,0.25598393,0.00000000,0.11112384,0.10497297
-5.90395198,1.76361352,0.73258329,1.27097699,0.00229738,0.04521375,0.23774774,0.00000000,0.10200256,0.09981315
-5.89794897,1.69693789,0.69800383,1.23162573,0.00222047,0.04403052,0.22061793,0.00000000,0.09348427,0.09491520
-5.89194597,1.63474169,0.66625951,1.19491890,0.00216167,0.04284943,0.20463509,0.00000000,0.08556367,0.09030681
-5.88594297,1.57769986,0.63751517,1.16143289,0.00212082,0.04169160,0.18982526,0.00000000,0.07823089,0.08601271
-5.87993997,1.52637619,0.61188230,1.13165805,0.00209755,0.04057805,0.17620065,0.00000000,0.07147247,0.08205426
-5.87393697,1.48120600,0.58941556,1.10598283,0.00209122,0.03952900,0.16376020,0.00000000,0.06527219,0.07844899
-5.86793397,1.44248220,0.57011042,1.08468112,0.00210096,0.03856319,0.15249013,0.00000000,0.05961167,0.07521018
-5.86193097,1.41034565,0.55390237,1.06790338,0.00212561,0.03769724,0.14236452,0.00000000,0.05447078,0.07234636
-5.85592796,1.38478039,0.54066778,1.05567238,0.00216376,0.03694516,0.13334592,0.00000000,0.04982800,0.06986104
-5.84992496,1.36561429,0.53022667,1.04788338,0.00221374,0.03631791,0.12538615,0.00000000,0.04566058,0.06775242
-5.84392196,1.35252523,0.52234729,1.04430916,0.00227364,0.03582308,0.11842722,0.00000000,0.04194474,0.06601335
-5.83791896,1.34505264,0.51675259,1.04460949,0.00234128,0.03546476,0.11240253,0.00000000,0.03865580,0.06463136
-5.83191596,1.34261392,0.51312820,1.04834458,0.00241432,0.03524354,0.10723833,0.00000000,0.03576836,0.06358898
-5.82591296,1.34452515,0.51113187,1.05499204,0.00249024,0.03515664,0.10285529,0.00000000,0.03325658,0.06286417
-5.81990995,1.35002518,0.51040385,1.06396626,0.00256643,0.03519819,0.09917039,0.00000000,0.03109446,0.06243099
-5.81390695,1.35830184,0.51057788,1.07463961,0.00264022,0.03535966,0.09609896,0.00000000,0.02925627,0.06226035
-5.80790395,1.36851949,0.51129227,1.08636423,0.00270898,0.03563039,0.09355672,0.00000000,0.02771705,0.06232107
-5.80190095,1.37984637,0.51220077,1.09849361,0.00277016,0.03599823,0.09146195,0.00000000,0.02645316,0.06258089
-5.79589795,1.39148088,0.51298261,1.11040294,0.00282139,0.03645027,0.08973759,0.00000000,0.02544293,0.06300771
-5.78989495,1.40267565,0.51335144,1.12150750,0.00286055,0.03697366,0.08831321,0.00000000,0.02466730,0.06357086
-5.78389195,1.41275860,0.51306285,1.13127838,0.00288581,0.03755638,0.08712680,0.00000000,0.02411056,0.06424234
-5.77788894,1.42115028,0.51192011,1.13925501,0.00289569,0.03818818,0.08612635,0.00000000,0.02376096,0.06499817
-5.77188594,1.42737702,0.50977815,1.14505431,0.00288915,0.03886137,0.08527110,0.00000000,0.02361136,0.06581962
-5.76588294,1.43107973,0.50654551,1.14837618,0.00286556,0.03957164,0.08453246,0.00000000,0.02365977,0.06669437
-5.75987994,1.43201820,0.50218442,1.14900555,0.00282475,0.04031881,0.08389464,0.00000000,0.02390979,0.06761753
-5.75387694,1.43007118,0.49670914,1.14681113,0.00276699,0.04110748,0.08335479,0.00000000,0.02437088,0.06859260
-5.74787394,1.42523251,0.49018250,1.14174132,0.00269302,0.04194748,0.08292292,0.00000000,0.02505854,0.06963202
-5.74187094,1.41760379,0.48271124,1.13381774,0.00260393,0.04285427,0.08262130,0.00000000,0.02599426,0.07075767
-5.73586793,1.40738417,0.47444003,1.12312682,0.00250121,0.04384901,0.08248361,0.00000000,0.02720526,0.07200091
-5.72986493,1.39485776,0.46554480,1.10981032,0.00238665,0.04495848,0.08255374,0.00000000,0.02872401,0.07340239
-5.72386193,1.38037946,0.45622542,1.09405494,0.00226226,0.04621471,0.08288424,0.00000000,0.03058758,0.07501141
-5.71785893,1.36435961,0.44669815,1.07608205,0.00213025,0.04765432,0.08353455,0.00000000,0.03283672,0.07688495
-5.71185593,1.34724814,0.43718811,1.05613750,0.00199294,0.04931760,0.08456894,0.00000000,0.03551467,0.07908621
-5.70585293,1.32951870,0.42792199,1.03448234,0.00185268,0.05124730,0.08605430,0.00000000,0.03866586,0.08168287
-5.69984992,1.31165312,0.41912115,1.01138438,0.00171180,0.05348717,0.08805770,0.00000000,0.04233437,0.08474489
-5.69384692,1.29412657,0.41099530,0.98711096,0.00157258,0.05608024,0.09064393,0.00000000,0.04656224,0.08834201
-5.68784392,1.27739378,0.40373692,0.96192302,0.00143717,0.05906704,0.09387298,0.00000000,0.05138776,0.09254105
-5.68184092,1.26187635,0.39751638,0.93607027,0.00130760,0.06248357,0.09779748,0.00000000,0.05684363,0.09740294
-5.67583792,1.24795158,0.39247793,0.90978757,0.00118571,0.06635935,0.10246033,0.00000000,0.06295524,0.10297986
-5.66983492,1.23594272,0.38873647,0.88329230,0.00107317,0.07071556,0.10789248,0.00000000,0.06973904,0.10931233
-5.66383192,1.22611096,0.38637519,0.85678260,0.00097149,0.07556326,0.11411095,0.00000000,0.07720111,0.11642658
-5.65782891,1.21864914,0.38544405,0.83043617,0.00088201,0.08090197,0.12111731,0.00000000,0.08533603,0.12433227
-5.65182591,1.21367739,0.38595905,0.80440967,0.00080594,0.08671861,0.12889647,0.00000000,0.09412610,0.13302073
-5.64582291,1.21124087,0.38790230,0.77883842,0.00074434,0.09298685,0.13741606,0.00000000,0.10354098,0.14246379
-5.63981991,1.21130947,0.39122297,0.75383638,0.00069821,0.09966700,0.14662641,0.00000000,0.11353784,0.15261337
-5.63381691,1.21377980,0.39583883,0.72949629,0.00066847,0.10670653,0.15646108,0.00000000,0.12406200,0.16340185
-5.62781391,1.21847934,0.40163870,0.70588995,0.00065600,0.11404108,0.16683803,0.00000000,0.13504800,0.17474329
-5.62181091,1.22517277,0.40848551,0.68306876,0.00066166,0.12159614,0.17766142,0.00000000,0.14642127,0.18653543
-5.61580790,1.23357022,0.41621996,0.66106439,0.00068630,0.12928915,0.18882393,0.00000000,0.15810011,0.19866248
-5.60980490,1.24333751,0.42466483,0.63988968,0.00073076,0.13703211,0.20020960,0.00000000,0.16999800,0.21099858
-5.60380190,1.25410766,0.43362963,0.61953998,0.00079588,0.14473450,0.21169691,0.00000000,0.18202612,0.22341175
-5.59779890,1.26549361,0.44291564,0.59999471,0.00088244,0.15230641,0.22316225,0.00000000,0.19409591,0.23576810
-5.59179590,1.27710141,0.45232112,0.58121938,0.00099118,0.15966163,0.23448328,0.00000000,0.20612154,0.24793627
-5.58579290,1.28854349,0.46164645,0.56316789,0.00112271,0.16672068,0.24554224,0.00000000,0.21802214,0.25979157
-5.57978989,1.29945117,0.47069915,0.54578523,0.00127750,0.17341350,0.25622905,0.00000000,0.22972358,0.27121992
-5.57378689,1.30948610,0.47929852,0.52901039,0.00145577,0.17968168,0.26644387,0.00000000,0.24115976,0.28212106
-5.56778389,1.31834980,0.48727972,0.51277937,0.00165749,0.18548009,0.27609920,0.00000000,0.25227330,0.29241110
-5.56178089,1.32579110,0.49449727,0.49702823,0.00188225,0.19077781,0.28512130,0.00000000,0.26301558,0.30202406
-5.55577789,1.33161085,0.50082766,0.48169605,0.00212922,0.19555833,0.29345097,0.00000000,0.27334602,0.31091241
-5.54977489,1.33566401,0.50617125,0.46672754,0.00239710,0.19981888,0.30104362,0.00000000,0.28323088,0.31904665
-5.54377189,1.33785892,0.51045328,0.45207533,0.00268407,0.20356917,0.30786876,0.00000000,0.29264144,0.32641382
-5.53776888,1.33815406,0.51362415,0.43770177,0.00298773,0.20682925,0.31390901,0.00000000,0.30155194,0.33301510
-5.53176588,1.33655261,0.51565905,0.42358019,0.00330514,0.20962706,0.31915869,0.00000000,0.30993722,0.33886283
-5.52576288,1.33309542,0.51655713,0.40969560,0.00363275,0.21199540,0.32362233,0.00000000,0.31777052,0.34397694
-5.51975988,1.32785294,0.51634033,0.39604485,0.00396653,0.21396885,0.32731310,0.00000000,0.32502152,0.34838124
-5.51375688,1.32091702,0.51505222,0.38263631,0.00430194,0.21558063,0.33025158,0.00000000,0.33165484,0.35209972
-5.50775388,1.31239323,0.51275691,0.36948924,0.00463407,0.21685975,0.33246480,0.00000000,0.33762928,0.35515330
-5.50175088,1.30239436,0.50953844,0.35663278,0.00495773,0.21782851,0.33398594,0.00000000,0.34289788,0.35755714
-5.49574787,1.29103595,0.50550053,0.34410496,0.00526760,0.21850065,0.33485462,0.00000000,0.34740891,0.35931883
-5.48974487,1.27843400,0.50076707,0.33195156,0.00555835,0.21888021,0.33511786,0.00000000,0.35110784,0.36043752
-5.48374187,1.26470545,0.49548320,0.32022522,0.00582484,0.21896115,0.33483177,0.00000000,0.35394027,0.36090430
-5.47773887,1.24997121,0.48981697,0.30898470,0.00606226,0.21872788,0.33406374,0.00000000,0.35585558,0.36070352
-5.47173587,1.23436171,0.48396149,0.29829437,0.00626629,0.21815651,0.33289516,0.00000000,0.35681130,0.35981524
-5.46573287,1.21802451,0.47813733,0.28822406,0.00643331,0.21721690,0.33142420,0.00000000,0.35677782,0.35821859
-5.45972986,1.20113328,0.47259483,0.27884911,0.00656046,0.21587528,0.32976871,0.00000000,0.35574321,0.35589571
-5.45372686,1.18389755,0.46761611,0.27025061,0.00664582,0.21409725,0.32806870,0.00000000,0.35371779,0.35283621
-5.44772386,1.16657208,0.46351628,0.26251577,0.00668847,0.21185109,0.32648826,0.00000000,0.35073818,0.34904155
-5.44172086,1.14946522,0.46064357,0.25573825,0.00668853,0.20911101,0.32521658,0.00000000,0.34687051,0.34452935
-5.43571786,1.13294514,0.45937804,0.25001826,0.00664721,0.20586025,0.32446789,0.00000000,0.34221250,0.33933702
-5.42971486,1.11744320,0.46012844,0.24546248,0.00656672,0.20209371,0.32448008,0.00000000,0.33689420,0.33352455
-5.42371186,1.10345387,0.46332718,0.24218347,0.00645028,0.19782013,0.32551180,0.00000000,0.33107725,0.32717627
-5.41770885,1.09153055,0.46942307,0.24029855,0.00630194,0.19306339,0.32783818,0.00000000,0.32495256,0.32040123
-5.41170585,1.08227730,0.47887201,0.23992813,0.00612651,0.18786317,0.33174501,0.00000000,0.31873649,0.31333228
-5.40570285,1.07633627,0.49212547,0.24119340,0.00592936,0.18227466,0.33752153,0.00000000,0.31266548,0.30612371
-5.39969985,1.07437126,0.50961726,0.24421334,0.00571623,0.17636749,0.34545208,0.00000000,0.30698950,0.29894753
-5.39369685,1.07704782,0.53174865,0.24910124,0.00549306,0.17022386,0.35580677,0.00000000,0.30196436,0.29198857
-5.38769385,1.08501062,0.55887249,0.25596064,0.00526579,0.16393604,0.36883153,0.00000000,0.29784332,0.28543853
-5.38169085,1.09885900,0.59127678,0.26488100,0.00504013,0.15760330,0.38473795,0.00000000,0.29486830,0.27948939
-5.37568784,1.11912163,0.62916829,0.27593305,0.00482143,0.15132847,0.40369313,0.00000000,0.29326094,0.27432626
-5.36968484,1.14623143,0.67265699,0.28916416,0.00461446,0.14521434,0.42581016,0.00000000,0.29321410,0.27012023
-5.36368184,1.18050176,0.72174191,0.30459382,0.00442331,0.13936004,0.45113946,0.00000000,0.29488395,0.26702141
-5.35767884,1.22210490,0.77629919,0.32220934,0.00425127,0.13385758,0.47966141,0.00000000,0.29838308,0.26515254
-5.35167584,1.27105390,0.83607289,0.34196215,0.00410074,0.12878868,0.51128068,0.00000000,0.30377489,0.26460341
-5.34567284,1.32718852,0.90066923,0.36376464,0.00397323,0.12422209,0.54582240,0.00000000,0.31106958,0.26542647
-5.33966983,1.39016592,0.96955470,0.38748777,0.00386928,0.12021149,0.58303057,0.00000000,0.32022178,0.26763364
-5.33366683,1.45945675,1.04205844,0.41295964,0.00378859,0.11679394,0.62256878,0.00000000,0.33113006,0.27119463
-5.32766383,1.53434681,1.11737906,0.43996504,0.00372999,0.11398906,0.66402340,0.00000000,0.34363834,0.27603674
-5.32166083,1.61394456,1.19459599,0.46824608,0.00369158,0.11179887,0.70690914,0.00000000,0.35753911,0.28204627
