energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.78389195,2.41932382,0.00193355,0.07216211,0.69158657,0.58657311,0.01084585,1.45163407,0.77873189,0.16190738
-5.77788894,2.43256048,0.00191819,0.07305564,0.69908144,0.59394776,0.01062813,1.45841493,0.78587998,0.16173162
-5.77188594,2.43596430,0.00189388,0.07377062,0.70345315,0.59889183,0.01039007,1.45918306,0.78936195,0.16095354
-5.76588294,2.42967801,0.00186081,0.07430682,0.70466951,0.60141227,0.01013861,1.45403967,0.78906137,0.15960432
-5.75987994,2.41406381,0.00181933,0.07467033,0.70276891,0.60157350,0.00988151,1.44321649,0.78493747,0.15772836
-5.75387694,2.38969256,0.00176991,0.07487314,0.69785888,0.59949608,0.00962715,1.42706900,0.77702715,0.15538173
-5.74787394,2.35732583,0.00171311,0.07493259,0.69011224,0.59535347,0.00938425,1.40606544,0.76544455,0.15263029
-5.74187094,2.31789145,0.00164965,0.07487048,0.67976103,0.58936662,0.00916174,1.38077206,0.75037799,0.14954742
-5.73586793,2.27245324,0.00158033,0.07471211,0.66708827,0.58179693,0.00896849,1.35183490,0.73208453,0.14621158
-5.72986493,2.22217599,0.00150601,0.07448509,0.65241796,0.57293756,0.00881310,1.31995889,0.71088203,0.14270370
-5.72386193,2.16828703,0.00142766,0.07421810,0.63610377,0.56310348,0.00870377,1.28588500,0.68713930,0.13910452
-5.71785893,2.11203604,0.00134626,0.07393953,0.61851677,0.55262088,0.00864808,1.25036639,0.66126461,0.13549193
-5.71185593,2.05465473,0.00126283,0.07367619,0.60003294,0.54181619,0.00865285,1.21414460,0.63369304,0.13193856
-5.70585293,1.99731815,0.00117838,0.07345203,0.58102091,0.53100523,0.00872405,1.17792677,0.60487330,0.12850956
-5.69984992,1.94110929,0.00109390,0.07328706,0.56183049,0.52048319,0.00886666,1.14236490,0.57525457,0.12526072
-5.69384692,1.88698865,0.00101032,0.07319634,0.54278267,0.51051556,0.00908459,1.10803808,0.54527394,0.12223707
-5.68784392,1.83576980,0.00092852,0.07318936,0.52416127,0.50133065,0.00938063,1.07543837,0.51534496,0.11947187
-5.68184092,1.78810210,0.00084929,0.07326953,0.50620682,0.49311389,0.00975640,1.04496089,0.48584779,0.11698626
-5.67583792,1.74446111,0.00077332,0.07343406,0.48911274,0.48600411,0.01021226,1.01689848,0.45712132,0.11478923
-5.66983492,1.70514669,0.00070120,0.07367414,0.47302397,0.48009191,0.01074734,0.99144101,0.42945744,0.11287833
-5.66383192,1.67028878,0.00063342,0.07397531,0.45803796,0.47542005,0.01135949,0.96867908,0.40309761,0.11124064
-5.65782891,1.63986002,0.00057033,0.07431821,0.44420784,0.47198576,0.01204523,0.94861179,0.37823176,0.10985428
-5.65182591,1.61369427,0.00051222,0.07467948,0.43154742,0.46974479,0.01279981,0.93115798,0.35499930,0.10869017
-5.64582291,1.59150986,0.00045925,0.07503279,0.42003778,0.46861679,0.01361711,0.91617015,0.33349202,0.10771402
-5.63981991,1.57293598,0.00041150,0.07535012,0.40963476,0.46849179,0.01448973,0.90345016,0.31375865,0.10688846
-5.63381691,1.55754088,0.00036899,0.07560290,0.40027704,0.46923731,0.01540896,0.89276594,0.29581054,0.10617510
-5.62781391,1.54486021,0.00033167,0.07576328,0.39189427,0.47070584,0.01636483,0.88386814,0.27962820,0.10553658
-5.62181091,1.53442422,0.00029946,0.07580527,0.38441472,0.47274227,0.01734617,0.87650602,0.26516819,0.10493838
-5.61580790,1.52578251,0.00027226,0.07570571,0.37777211,0.47519095,0.01834073,0.87044175,0.25236995,0.10435030
-5.60980490,1.51852546,0.00024996,0.07544518,0.37191133,0.47790218,0.01933528,0.86546263,0.24116235,0.10374777
-5.60380190,1.51230157,0.00023247,0.07500860,0.36679269,0.48073797,0.02031581,0.86139081,0.23146950,0.10311262
-5.59779890,1.50683030,0.00021973,0.07438571,0.36239472,0.48357680,0.02126772,0.85809020,0.22321573,0.10243362
-5.59179590,1.50191034,0.00021173,0.07357132,0.35871535,0.48631749,0.02217613,0.85547063,0.21632950,0.10170656
-5.58579290,1.49742340,0.00020851,0.07256532,0.35577166,0.48888205,0.02302616,0.85348926,0.21074628,0.10093406
-5.57978989,1.49333396,0.00021018,0.07137253,0.35359827,0.49121758,0.02380329,0.85214953,0.20641029,0.10012507
-5.57378689,1.48968531,0.00021693,0.07000244,0.35224458,0.49329725,0.02449369,0.85149796,0.20327523,0.09929413
-5.56778389,1.48659269,0.00022902,0.06846877,0.35177116,0.49512043,0.02508469,0.85161920,0.20130409,0.09846048
-5.56178089,1.48423412,0.00024679,0.06678897,0.35224553,0.49671208,0.02556509,0.85262975,0.20046819,0.09764709
-5.55577789,1.48283945,0.00027066,0.06498364,0.35373768,0.49812137,0.02592558,0.85467074,0.20074562,0.09687962
-5.54977489,1.48267846,0.00030109,0.06307595,0.35631544,0.49941970,0.02615907,0.85790028,0.20211925,0.09618539
-5.54377189,1.48404839,0.00033863,0.06109106,0.36004016,0.50069807,0.02626097,0.86248550,0.20457445,0.09559251
-5.53776888,1.48726129,0.00038383,0.05905551,0.36496274,0.50206394,0.02622939,0.86859488,0.20809679,0.09512897
-5.53176588,1.49263178,0.00043727,0.05699676,0.37112018,0.50363745,0.02606532,0.87639079,0.21266973,0.09482198
-5.52576288,1.50046525,0.00049953,0.05494263,0.37853292,0.50554729,0.02577263,0.88602263,0.21827247,0.09469740
-5.51975988,1.51104679,0.00057114,0.05292090,0.38720277,0.50792603,0.02535801,0.89762064,0.22487817,0.09477928
-5.51375688,1.52463114,0.00065255,0.05095894,0.39711174,0.51090522,0.02483082,0.91129043,0.23245242,0.09508960
-5.50775388,1.54143354,0.00074414,0.04908340,0.40822157,0.51461019,0.02420282,0.92710836,0.24095217,0.09564805
-5.50175088,1.56162191,0.00084613,0.04731992,0.42047400,0.51915485,0.02348782,0.94511783,0.25032509,0.09647197
-5.49574787,1.58531021,0.00095858,0.04569293,0.43379176,0.52463654,0.02270125,0.96532644,0.26050941,0.09757633
-5.48974487,1.61255336,0.00108135,0.04422547,0.44808010,0.53113120,0.02185966,0.98770423,0.27143418,0.09897374
-5.48374187,1.64334370,0.00121406,0.04293907,0.46322893,0.53868913,0.02098024,1.01218289,0.28302001,0.10067456
-5.47773887,1.67760911,0.00135610,0.04185365,0.47911534,0.54733137,0.02008022,1.03865600,0.29518020,0.10268689
-5.47173587,1.71521302,0.00150657,0.04098745,0.49560654,0.55704706,0.01917641,1.06698038,0.30782219,0.10501669
-5.46573287,1.75595613,0.00166430,0.04035698,0.51256292,0.56779197,0.01828466,1.09697846,0.32084939,0.10766778
-5.45972986,1.79958001,0.00182786,0.03997698,0.52984139,0.57948810,0.01741942,1.12844159,0.33416306,0.11064176
-5.45372686,1.84577234,0.00199554,0.03986041,0.54729858,0.59202468,0.01659340,1.16113424,0.34766450,0.11393803
-5.44772386,1.89417356,0.00216537,0.04001836,0.56479404,0.60526044,0.01581724,1.19479889,0.36125708,0.11755356
-5.44172086,1.94438473,0.00233520,0.04046005,0.58219313,0.61902700,0.01509936,1.22916140,0.37484821,0.12148271
-5.43571786,1.99597617,0.00250271,0.04119269,0.59936957,0.63313344,0.01444578,1.26393667,0.38835116,0.12571697
-5.42971486,2.04849637,0.00266544,0.04222136,0.61620752,0.64737167,0.01386019,1.29883423,0.40168644,0.13024460
-5.42371186,2.10148088,0.00282090,0.04354885,0.63260308,0.66152242,0.01334394,1.33356363,0.41478288,0.13505027
-5.41770885,2.15446054,0.00296659,0.04517543,0.64846513,0.67536157,0.01289627,1.36783913,0.42757807,0.14011461
-5.41170585,2.20696880,0.00310013,0.04709854,0.66371545,0.68866650,0.01251447,1.40138379,0.44001839,0.14541379
-5.40570285,2.25854771,0.00321924,0.04931253,0.67828822,0.70122216,0.01219416,1.43393243,0.45205839,0.15091913
-5.39969985,2.30875233,0.00332189,0.05180827,0.69212867,0.71282658,0.01192959,1.46523368,0.46365966,0.15659669
-5.39369685,2.35715358,0.00340633,0.05457286,0.70519129,0.72329562,0.01171398,1.49505076,0.47478920,0.16240703
-5.38769385,2.40333946,0.00347113,0.05758928,0.71743742,0.73246676,0.01153978,1.52316138,0.48541741,0.16830503
-5.38169085,2.44691492,0.00351523,0.06083615,0.72883250,0.74020177,0.01139907,1.54935664,0.49551582,0.17423994
-5.37568784,2.48750060,0.00353799,0.06428756,0.73934312,0.74638834,0.01128375,1.57343924,0.50505464,0.18015558
-5.36968484,2.52473096,0.00353919,0.06791308,0.74893411,0.75094056,0.01118588,1.59522125,0.51400051,0.18599080
-5.36368184,2.55825217,0.00351901,0.07167787,0.75756578,0.75379848,0.01109785,1.61452187,0.52231430,0.19168025
-5.35767884,2.58772044,0.00347808,0.07554306,0.76519155,0.75492680,0.01101261,1.63116523,0.52994950,0.19715531
-5.35167584,2.61280112,0.00341737,0.07946637,0.77175617,0.75431298,0.01092376,1.64497889,0.53685106,0.20234544
-5.34567284,2.63316925,0.00333822,0.08340287,0.77719472,0.75196490,0.01082568,1.65579307,0.54295502,0.20717967
-5.33966983,2.64851176,0.00324227,0.08730615,0.78143237,0.74790843,0.01071360,1.66344096,0.54818889,0.21158839
-5.33366683,2.65853175,0.00313138,0.09112963,0.78438512,0.74218502,0.01058362,1.66776037,0.55247296,0.21550533
-5.32766383,2.66295487,0.00300760,0.09482813,0.78596156,0.73484959,0.01043273,1.66859662,0.55572249,0.21886962
-5.32166083,2.66153781,0.00287310,0.09835959,0.78606546,0.72596890,0.01025878,1.66580685,0.55785073,0.22162800
-5.31565783,2.65407888,0.00273008,0.10168699,0.78459930,0.71562051,0.01006046,1.65926560,0.55877275,0.22373694
-5.30965483,2.64043005,0.00258077,0.10478029,0.78146861,0.70389230,0.00983726,1.64887148,0.55840989,0.22516473
-5.30365183,2.62051033,0.00242730,0.10761837,0.77658679,0.69088278,0.00958940,1.63455470,0.55669473,0.22589337
-5.29764882,2.59431968,0.00227171,0.11019096,0.76988046,0.67670191,0.00931783,1.61628519,0.55357631,0.22592023
-5.29164582,2.56195290,0.00211590,0.11250033,0.76129491,0.66147250,0.00902410,1.59408079,0.54902546,0.22525940
-5.28564282,2.52361276,0.00196158,0.11456280,0.75079956,0.64533187,0.00871038,1.56801526,0.54303986,0.22394264
-5.27963982,2.47962165,0.00181025,0.11640994,0.73839306,0.62843386,0.00837936,1.53822563,0.53564884,0.22201991
-5.27363682,2.43043103,0.00166323,0.11808940,0.72410786,0.61095062,0.00803423,1.50491841,0.52691736,0.21955946
-5.26763382,2.37662795,0.00152161,0.11966533,0.70801404,0.59307431,0.00767863,1.46837428,0.51694926,0.21664742
-5.26163082,2.31893819,0.00138627,0.12121827,0.69022203,0.57501829,0.00731658,1.42895101,0.50588935,0.21338689
-5.25562781,2.25822539,0.00125790,0.12284466,0.67088427,0.55701770,0.00695245,1.38708411,0.49392433,0.20989661
-5.24962481,2.19548592,0.00113700,0.12465576,0.65019546,0.53932917,0.00659091,1.34328512,0.48128233,0.20630910
-5.24362181,2.13183931,0.00102390,0.12677614,0.62839146,0.52222971,0.00623687,1.29813733,0.46823100,0.20276845
-5.23761881,2.06851412,0.00091881,0.12934161,0.60574666,0.50601449,0.00589543,1.25228900,0.45507423,0.19942777
-5.23161581,2.00682955,0.00082180,0.13249682,0.58257001,0.49099364,0.00557182,1.20644392,0.44214730,0.19644623
-5.22561281,1.94817297,0.00073284,0.13639243,0.55919968,0.47748804,0.00527131,1.16134973,0.42981077,0.19398604
-5.21960980,1.89397402,0.00065182,0.14118189,0.53599646,0.46582417,0.00499918,1.11778407,0.41844314,0.19220912
-5.21360680,1.84567579,0.00057859,0.14701813,0.51333618,0.45632811,0.00476061,1.07653905,0.40843237,0.19127379
-5.20760380,1.80470398,0.00051294,0.15404992,0.49160142,0.44931900,0.00456062,1.03840442,0.40016672,0.19133145
-5.20160080,1.77243494,0.00045463,0.16241833,0.47117257,0.44510195,0.00440396,1.00414999,0.39402492,0.19252339
-5.19559780,1.75016346,0.00040343,0.17225311,0.45241887,0.44396083,0.00429506,0.97450784,0.39036620,0.19497766
-5.18959480,1.73907147,0.00035910,0.18366928,0.43568940,0.44615111,0.00423789,0.95015488,0.38952031,0.19880638
-5.18359180,1.74019863,0.00032139,0.19676400,0.42130463,0.45189289,0.00423591,0.93169644,0.39177808,0.20410326
-5.17758879,1.75441571,0.00029009,0.21161376,0.40954858,0.46136465,0.00429198,0.91965130,0.39738271,0.21094152
-5.17158579,1.78240177,0.00026499,0.22827205,0.40066206,0.47469761,0.00440821,0.91443872,0.40652214,0.21937239
-5.16558279,1.82462590,0.00024590,0.24676765,0.39483700,0.49197114,0.00458596,0.91636803,0.41932291,0.22942396
-5.15957979,1.88133400,0.00023267,0.26710346,0.39221228,0.51320928,0.00482571,0.92563079,0.43584564,0.24110068
-5.15357679,1.95254115,0.00022514,0.28925605,0.39287093,0.53837851,0.00512701,0.94229607,0.45608236,0.25438336
-5.14757379,2.03802974,0.00022320,0.31317589,0.39683884,0.56738681,0.00548845,0.96630878,0.47995586,0.26922965
-5.14157079,2.13735320,0.00022672,0.33878828,0.40408509,0.60008404,0.00590760,0.99749100,0.50732107,0.28557516
-5.13556778,2.24984513,0.00023559,0.36599489,0.41452351,0.63626359,0.00638101,1.03554625,0.53796837,0.30333486
-5.12956478,2.37463340,0.00024970,0.39467580,0.42801568,0.67566518,0.00690423,1.08006642,0.57162872,0.32240495
-5.12356178,2.51065824,0.00026893,0.42469207,0.44437488,0.71797867,0.00747185,1.13054095,0.60798048,0.34266502
-5.11755878,2.65669373,0.00029313,0.45588842,0.46337099,0.76284876,0.00807753,1.18636791,0.64665739,0.36398032
-5.11155578,2.81137152,0.00032215,0.48809618,0.48473595,0.80988027,0.00871414,1.24686640,0.68725756,0.38620415
-5.10555278,2.97320577,0.00035576,0.52113602,0.50816970,0.85864386,0.00937380,1.31128991,0.72935288,0.40918016
-5.09954977,3.14061830,0.00039371,0.55482055,0.53334613,0.90868195,0.01004807,1.37883994,0.77249855,0.43274450
-5.09354677,3.31196295,0.00043571,0.58895644,0.55991909,0.95951470,0.01072811,1.44867967,0.81624222,0.45672772
-5.08754377,3.48554836,0.00048136,0.62334603,0.58752806,1.01064577,0.01140476,1.51994699,0.86013242,0.48095634
-5.08154077,3.65965856,0.00053024,0.65778838,0.61580348,1.06156789,0.01206882,1.59176686,0.90372593,0.50525404
-5.07553777,3.83257102,0.00058183,0.69207965,0.64437164,1.11176803,0.01271112,1.66326252,0.94659386,0.52944251
-5.06953477,4.00257198,0.00063554,0.72601296,0.67285898,1.16073232,0.01332281,1.73356567,0.98832632,0.55334190
-5.06353177,4.16796935,0.00069072,0.75937771,0.70089599,1.20795054,0.01389540,1.80182538,1.02853576,0.57677102
-5.05752876,4.32710350,0.00074665,0.79195869,0.72812068,1.25292054,0.01442101,1.86721602,1.06685891,0.59954735
-5.05152576,4.47835662,0.00080256,0.82353502,0.75418161,1.29515244,0.01489249,1.92894431,1.10295773,0.62148700
-5.04552276,4.62016144,0.00085761,0.85387935,0.77874085,1.33417295,0.01530350,1.98625559,1.13651945,0.64240472
-5.03951976,4.75101015,0.00091096,0.88275741,0.80147677,1.36952981,0.01564864,2.03843989,1.16725631,0.66211418
-5.03351676,4.86946434,0.00096174,0.90992829,0.82208684,1.40079661,0.01592353,2.08483764,1.19490511,0.68042860
-5.02751376,4.97416675,0.00100909,0.93514567,0.84029061,1.42757799,0.01612488,2.12484572,1.21922712,0.69716190
-5.02151076,5.06385540,0.00105218,0.95816010,0.85583287,1.44951526,0.01625049,2.15792361,1.24000860,0.71213042
-5.01550775,5.13738030,0.00109022,0.97872248,0.86848704,1.46629248,0.01629930,2.18360000,1.25706217,0.72515532
-5.00950475,5.19372290,0.00112251,0.99658881,0.87805876,1.47764291,0.01627140,2.20147982,1.27022922,0.73606558
-5.00350175,5.23201788,0.00114842,1.01152598,0.88438962,1.48335558,0.01616801,2.21125149,1.27938335,0.74470166
-4.99749875,5.25157661,0.00116745,1.02331863,0.88736096,1.48328192,0.01599148,2.21269426,1.28443474,0.75091962
-4.99149575,5.25191149,0.00117920,1.03177665,0.88689750,1.47734205,0.01574524,2.20568543,1.28533533,0.75459559
-4.98549275,5.23275988,0.00118343,1.03674312,0.88297071,1.46553043,0.01543377,2.19020692,1.28208441,0.75563043
-4.97948974,5.19410642,0.00118004,1.03810216,0.87560163,1.44792071,0.01506260,2.16635087,1.27473429,0.75395433
-4.97348674,5.13620235,0.00116909,1.03578653,0.86486311,1.42466923,0.01463821,2.13432399,1.26339566,0.74953110
-4.96748374,5.05958048,0.00115078,1.02978427,0.85088105,1.39601709,0.01416801,2.09444995,1.24824217,0.74236196
-4.96148074,4.96506466,0.00112547,1.02014433,0.83383471,1.36229044,0.01366024,2.04716980,1.22951389,0.73248864
-4.95547774,4.85377288,0.00109363,1.00698057,0.81395585,1.32389889,0.01312395,1.99303996,1.20751927,0.71999549
-4.94947474,4.72711312,0.00105589,0.99047413,0.79152666,1.28133192,0.01256887,1.93272760,1.18263534,0.70501060
-4.94347174,4.58677182,0.00101297,0.97087390,0.76687653,1.23515325,0.01200536,1.86700355,1.15530610,0.68770573
-4.93746873,4.43469495,0.00096568,0.94849497,0.74037759,1.18599341,0.01144428,1.79673248,1.12603895,0.66829510
-4.93146573,4.27306196,0.00091489,0.92371529,0.71243921,1.13454044,0.01089689,1.72286089,1.09539924,0.64703291
-4.92546273,4.10425338,0.00086152,0.89697043,0.68350157,1.08152913,0.01037469,1.64640286,1.06400319,0.62420988
-4.91945973,3.93081300,0.00080651,0.86874682,0.65402845,1.02772904,0.00988937,1.56842408,1.03250932,0.60014874
-4.91345673,3.75540574,0.00075081,0.83957366,0.62449942,0.97393151,0.00945257,1.49002463,1.00160874,0.57519889
-4.90745373,3.58077243,0.00069533,0.81001375,0.59540174,0.92093612,0.00907581,1.41232072,0.97201462,0.54973041
-4.90145073,3.40968288,0.00064095,0.78065366,0.56722196,0.86953690,0.00877027,1.33642610,0.94445113,0.52412762
-4.89544772,3.24488833,0.00058852,0.75209346,0.54043771,0.82050847,0.00854668,1.26343338,0.91964221,0.49878238
-4.88944472,3.08907452,0.00053878,0.72493632,0.51550950,0.77459263,0.00841515,1.19439578,0.89830041,0.47408731
-4.88344172,2.94481644,0.00049243,0.69977831,0.49287302,0.73248534,0.00838496,1.13030961,0.88111606,0.45042911
-4.87743872,2.81453540,0.00045007,0.67719849,0.47293177,0.69482461,0.00846446,1.07209768,0.86874684,0.42818210
-4.87143572,2.70045926,0.00041222,0.65774957,0.45605029,0.66217921,0.00866086,1.02059411,0.86180809,0.40770216
-4.86543272,2.60458622,0.00037930,0.64194922,0.44254800,0.63503848,0.00898008,0.97653043,0.86086368,0.38932111
-4.85942971,2.52865254,0.00035167,0.63027212,0.43269369,0.61380334,0.00942659,0.94052333,0.86641764,0.37334157
-4.85342671,2.47410439,0.00032957,0.62314278,0.42670071,0.59877857,0.01000327,0.91306411,0.87890659,0.36003247
-4.84742371,2.44207405,0.00031318,0.62092919,0.42472285,0.59016640,0.01071124,0.89450975,0.89869287,0.34962503
-4.84142071,2.43336054,0.00030259,0.62393726,0.42685104,0.58806170,0.01154979,0.88507601,0.92605841,0.34230946
-4.83541771,2.44841486,0.00029782,0.63240615,0.43311079,0.59244867,0.01251617,0.88483234,0.96119949,0.33823210
-4.82941471,2.48732991,0.00029881,0.64650431,0.44346052,0.60319922,0.01360560,0.89369884,1.00422224,0.33749329
-4.82341171,2.54983530,0.00030545,0.66632645,0.45779077,0.62007324,0.01481116,0.91144545,1.05513897,0.34014576
-4.81740870,2.63529733,0.00031754,0.69189127,0.47592433,0.64272076,0.01612376,0.93769329,1.11386551,0.34619364
-4.81140570,2.74272416,0.00033482,0.72314007,0.49761752,0.67068619,0.01753216,0.97191854,1.18021943,0.35559205
-4.80540270,2.87077662,0.00035698,0.75993621,0.52256251,0.70341470,0.01902307,1.01345873,1.25391931,0.36824735
-4.79939970,3.01778456,0.00038364,0.80206546,0.55039076,0.74026074,0.02058121,1.06152171,1.33458504,0.38401797
-4.79339670,3.18176899,0.00041438,0.84923727,0.58067783,0.78049881,0.02218953,1.11519723,1.42173919,0.40271599
-4.78739370,3.36046981,0.00044871,0.90108687,0.61294924,0.82333625,0.02382939,1.17347117,1.51480949,0.42410925
-4.78139070,3.55137903,0.00048610,0.95717838,0.64668765,0.86792795,0.02548089,1.23524229,1.61313223,0.44792418
-4.77538769,3.75177897,0.00052596,1.01700864,0.68134117,0.91339275,0.02712320,1.29934130,1.71595677,0.47384935
-4.76938469,3.95878485,0.00056770,1.08001205,0.71633267,0.95883123,0.02873493,1.36455194,1.82245090,0.50153947
-4.76338169,4.16939117,0.00061066,1.14556601,0.75107000,1.00334424,0.03029458,1.42963370,1.93170705,0.53062013
-4.75737869,4.38052060,0.00065418,1.21299728,0.78495688,1.04605203,0.03178097,1.49334569,2.04274935,0.56069292
-4.75137569,4.58907469,0.00069761,1.28158882,0.81740419,1.08611313,0.03317374,1.55447093,2.15454141,0.59134109
-4.74537269,4.79198490,0.00074026,1.35058742,0.84784144,1.12274256,0.03445377,1.61184069,2.26599495,0.62213546
-4.73936968,4.98626302,0.00078149,1.41921183,0.87572806,1.15522872,0.03560364,1.66435793,2.37597909,0.65264066
-4.73336668,5.16904960,0.00082068,1.48666144,0.90056418,1.18294846,0.03660805,1.71101924,2.48333067,0.68242145
-4.72736368,5.33765949,0.00085723,1.55212551,0.92190069,1.20537977,0.03745415,1.75093475,2.58686544,0.71104917
-4.72136068,5.48962336,0.00089063,1.61479290,0.93934806,1.22211172,0.03813182,1.78334512,2.68539046,0.73810805
-4.71535768,5.62272461,0.00092038,1.67386241,0.95258395,1.23285127,0.03863388,1.80763539,2.77771760,0.76320145
-4.70935468,5.73503086,0.00094608,1.72855353,0.96135911,1.23742683,0.03895618,1.82334508,2.86267859,0.78595786
-4.70335168,5.82491990,0.00096740,1.77811782,0.96550153,1.23578842,0.03909765,1.83017431,2.93914129,0.80603664
-4.69734867,5.89109965,0.00098409,1.82185066,0.96491881,1.22800455,0.03906023,1.82798589,3.00602749,0.82313339
-4.69134567,5.93262238,0.00099597,1.85910340,0.95959847,1.21425607,0.03884870,1.81680335,3.06233193,0.83698485
-4.68534267,5.94889320,0.00100295,1.88929579,0.94960651,1.19482720,0.03847042,1.79680501,3.10714230,0.84737348
-4.67933967,5.93967311,0.00100502,1.91192831,0.93508405,1.17009421,0.03793511,1.76831466,3.13965987,0.85413131
-4.67333667,5.90507700,0.00100223,1.92659431,0.91624243,1.14051239,0.03725445,1.73178887,3.15922019,0.85714337
-4.66733367,5.84556680,0.00099471,1.93299148,0.89335683,1.10660158,0.03644171,1.68780196,3.16531316,0.85635029
-4.66133067,5.76194035,0.00098265,1.93093228,0.86675863,1.06893108,0.03551139,1.63702872,3.15760163,0.85175025
-4.65532766,5.65531605,0.00096628,1.92035286,0.83682695,1.02810445,0.03447883,1.58022592,3.13593775,0.84340002
-4.64932466,5.52711367,0.00094591,1.90131996,0.80397948,0.98474463,0.03335985,1.51821303,3.10037610,0.83141509
-4.64332166,5.37903158,0.00092185,1.87403546,0.76866295,0.93947994,0.03217041,1.45185277,3.05118273,0.81596877
