energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-2.99249625,3.77896212,0.00122369,0.16160789,0.60588559,2.94305002,0.51896373,0.25715191,0.00688595,0.79287748
-2.98649325,3.76918836,0.00121488,0.16378409,0.60702797,2.92248453,0.51875983,0.25775965,0.00691847,0.80163514
-2.98049025,3.73806750,0.00119774,0.16514575,0.60493179,2.88448578,0.51566194,0.25708180,0.00690835,0.80665229
-2.97448724,3.68639876,0.00117261,0.16568334,0.59967839,2.82990813,0.50975203,0.25514554,0.00685611,0.80791406
-2.96848424,3.61533643,0.00114001,0.16540027,0.59140172,2.75990174,0.50115945,0.25199834,0.00676301,0.80546225
-2.96248124,3.52634973,0.00110059,0.16431241,0.58028335,2.67587475,0.49005626,0.24770589,0.00663104,0.79939228
-2.95647824,3.42117535,0.00105511,0.16244736,0.56654645,2.57944887,0.47665163,0.24234976,0.00646284,0.78984929
-2.95047524,3.30176484,0.00100444,0.15984351,0.55044900,2.47241058,0.46118533,0.23602477,0.00626161,0.77702377
-2.94447224,3.17022916,0.00094952,0.15654902,0.53227665,2.35666010,0.44392088,0.22883638,0.00603099,0.76114667
-2.93846923,3.02878256,0.00089132,0.15262056,0.51233531,2.23416001,0.42513840,0.22089799,0.00577502,0.74248430
-2.93246623,2.87968788,0.00083083,0.14812210,0.49094387,2.10688563,0.40512756,0.21232835,0.00549792,0.72133313
-2.92646323,2.72520488,0.00076901,0.14312360,0.46842725,1.97677868,0.38418080,0.20324910,0.00520406,0.69801450
-2.92046023,2.56754325,0.00070681,0.13769963,0.44510988,1.84570578,0.36258702,0.19378254,0.00489784,0.67286928
-2.91445723,2.40882107,0.00064508,0.13192806,0.42130981,1.71542257,0.34062595,0.18404953,0.00458354,0.64625255
-2.90845423,2.25102957,0.00058460,0.12588866,0.39733346,1.58754429,0.31856323,0.17416772,0.00426528,0.61852825
-2.90245123,2.09600431,0.00052608,0.11966185,0.37347108,1.46352295,0.29664632,0.16424991,0.00394693,0.59006368
-2.89644822,1.94540282,0.00047009,0.11332730,0.34999290,1.34463112,0.27510119,0.15440263,0.00363203,0.56122399
-2.89044522,1.80068832,0.00041710,0.10696267,0.32714593,1.23195183,0.25412991,0.14472498,0.00332375,0.53236651
-2.88444222,1.66311895,0.00036749,0.10064237,0.30515136,1.12637422,0.23390892,0.13530753,0.00302486,0.50383499
-2.87843922,1.53374203,0.00032149,0.09443632,0.28420251,1.02859395,0.21458806,0.12623142,0.00273771,0.47595388
-2.87243622,1.41339239,0.00027927,0.08840886,0.26446330,0.93911783,0.19629021,0.11756762,0.00246423,0.44902257
-2.86643322,1.30269436,0.00024089,0.08261767,0.24606711,0.85827154,0.17911147,0.10937627,0.00220591,0.42330991
-2.86043022,1.20206666,0.00020632,0.07711289,0.22911611,0.78620992,0.16312186,0.10170618,0.00196386,0.39904911
-2.85442721,1.11172964,0.00017547,0.07193629,0.21368102,0.72292896,0.14836635,0.09459446,0.00173879,0.37643310
-2.84842421,1.03171469,0.00014817,0.06712072,0.19980122,0.66827896,0.13486626,0.08806633,0.00153107,0.35561080
-2.84242121,0.96187527,0.00012424,0.06268965,0.18748532,0.62197843,0.12262095,0.08213510,0.00134074,0.33668424
-2.83641821,0.90189970,0.00010344,0.05865704,0.17671224,0.58362843,0.11160966,0.07680235,0.00116760,0.31970689
-2.83041521,0.85132531,0.00008551,0.05502735,0.16743264,0.55272710,0.10179365,0.07205831,0.00101118,0.30468327
-2.82441221,0.80955433,0.00007019,0.05179588,0.15957096,0.52868435,0.09311837,0.06788252,0.00087084,0.29156990
-2.81840920,0.77587102,0.00005721,0.04894928,0.15302794,0.51083672,0.08551584,0.06424471,0.00074578,0.28027781
-2.81240620,0.74946053,0.00004630,0.04646633,0.14768355,0.49846233,0.07890704,0.06110585,0.00063509,0.27067625
-2.80640320,0.72942893,0.00003721,0.04431895,0.14340053,0.49079605,0.07320442,0.05841951,0.00053776,0.26259795
-2.80040020,0.71482459,0.00002969,0.04247333,0.14002813,0.48704492,0.06831438,0.05613332,0.00045276,0.25584529
-2.79439720,0.70466037,0.00002352,0.04089127,0.13740639,0.48640362,0.06413972,0.05419063,0.00037900,0.25019760
-2.78839420,0.69793652,0.00001850,0.03953154,0.13537043,0.48807004,0.06058209,0.05253223,0.00031545,0.24541898
-2.78239120,0.69366352,0.00001445,0.03835134,0.13375495,0.49126069,0.05754422,0.05109813,0.00026104,0.24126656
-2.77638819,0.69088453,0.00001121,0.03730773,0.13239862,0.49522573,0.05493211,0.04982929,0.00021478,0.23749873
-2.77038519,0.68869674,0.00000863,0.03635897,0.13114830,0.49926320,0.05265692,0.04866929,0.00017573,0.23388316
-2.76438219,0.68627098,0.00000660,0.03546580,0.12986294,0.50273222,0.05063673,0.04756589,0.00014301,0.23020406
-2.75837919,0.68286907,0.00000501,0.03459253,0.12841688,0.50506465,0.04879788,0.04647230,0.00011581,0.22626874
-2.75237619,0.67785812,0.00000378,0.03370794,0.12670275,0.50577490,0.04707616,0.04534831,0.00009339,0.22191286
-2.74637319,0.67072159,0.00000283,0.03278595,0.12463352,0.50446750,0.04541764,0.04416114,0.00007511,0.21700453
-2.74037019,0.66106656,0.00000210,0.03180614,0.12214386,0.50084212,0.04377910,0.04288595,0.00006040,0.21144685
-2.73436718,0.64862703,0.00000155,0.03075390,0.11919076,0.49469596,0.04212830,0.04150611,0.00004878,0.20517910
-2.72836418,0.63326331,0.00000114,0.02962045,0.11575326,0.48592320,0.04044387,0.04001317,0.00003984,0.19817640
-2.72236118,0.61495751,0.00000083,0.02840263,0.11183158,0.47451180,0.03871500,0.03840661,0.00003327,0.19044811
-2.71635818,0.59380556,0.00000060,0.02710245,0.10744545,0.46053757,0.03694086,0.03669326,0.00002883,0.18203496
-2.71035518,0.57000602,0.00000043,0.02572653,0.10263196,0.44415590,0.03512998,0.03488670,0.00002637,0.17300525
-2.70435218,0.54384653,0.00000031,0.02428543,0.09744290,0.42559152,0.03329938,0.03300636,0.00002583,0.16345018
-2.69834917,0.51568827,0.00000022,0.02279281,0.09194179,0.40512666,0.03147374,0.03107665,0.00002722,0.15347883
-2.69234617,0.48594937,0.00000016,0.02126466,0.08620080,0.38308823,0.02968460,0.02912600,0.00003067,0.14321271
-2.68634317,0.45508788,0.00000012,0.01971846,0.08029750,0.35983445,0.02796948,0.02718594,0.00003636,0.13278044
-2.68034017,0.42358508,0.00000010,0.01817239,0.07431181,0.33574154,0.02637118,0.02529025,0.00004462,0.12231263
-2.67433717,0.39192968,0.00000008,0.01664457,0.06832314,0.31119102,0.02493715,0.02347413,0.00005585,0.11193712
-2.66833417,0.36060357,0.00000007,0.01515249,0.06240781,0.28655794,0.02371899,0.02177361,0.00007056,0.10177492
-2.66233117,0.33006944,0.00000007,0.01371238,0.05663686,0.26220053,0.02277199,0.02022491,0.00008938,0.09193677
-2.65632816,0.30076056,0.00000008,0.01233889,0.05107437,0.23845152,0.02215482,0.01886414,0.00011306,0.08252051
-2.65032516,0.27307294,0.00000010,0.01104468,0.04577610,0.21561127,0.02192927,0.01772688,0.00014246,0.07360925
-2.64432216,0.24735983,0.00000012,0.00984034,0.04078870,0.19394280,0.02215992,0.01684806,0.00017855,0.06527034
-2.63831916,0.22392833,0.00000015,0.00873422,0.03614933,0.17366879,0.02291380,0.01626174,0.00022243,0.05755498
-2.63231616,0.20303806,0.00000019,0.00773251,0.03188566,0.15497018,0.02425997,0.01600103,0.00027527,0.05049858
-2.62631316,0.18490145,0.00000024,0.00683930,0.02801620,0.13798651,0.02626882,0.01609794,0.00033834,0.04412163
-2.62031016,0.16968524,0.00000030,0.00605673,0.02455091,0.12281747,0.02901118,0.01658321,0.00041297,0.03843089
-2.61430715,0.15751297,0.00000039,0.00538521,0.02149205,0.10952553,0.03255714,0.01748601,0.00050050,0.03342105
-2.60830415,0.14846781,0.00000050,0.00482362,0.01883512,0.09813934,0.03697455,0.01883361,0.00060228,0.02907644
-2.60230115,0.14259568,0.00000063,0.00436953,0.01656985,0.08865756,0.04232710,0.02065088,0.00071961,0.02537281
-2.59629815,0.13990803,0.00000081,0.00401944,0.01468128,0.08105290,0.04867216,0.02295964,0.00085366,0.02227918
-2.59029515,0.14038441,0.00000103,0.00376897,0.01315071,0.07527612,0.05605830,0.02577796,0.00100547,0.01975949
-2.58429215,0.14397440,0.00000131,0.00361301,0.01195663,0.07125988,0.06452258,0.02911931,0.00117583,0.01777413
-2.57828914,0.15059905,0.00000167,0.00354591,0.01107553,0.06892220,0.07408771,0.03299168,0.00136527,0.01628126
-2.57228614,0.16015189,0.00000212,0.00356157,0.01048255,0.06816958,0.08475934,0.03739674,0.00157395,0.01523792
-2.56628314,0.17249953,0.00000270,0.00365353,0.01015211,0.06889967,0.09652335,0.04232901,0.00180164,0.01460088
-2.56028014,0.18748223,0.00000343,0.00381504,0.01005830,0.07100360,0.10934368,0.04777520,0.00204766,0.01432740
-2.55427714,0.20491458,0.00000435,0.00403911,0.01017524,0.07436800,0.12316058,0.05371381,0.00231082,0.01437563
-2.54827414,0.22458663,0.00000550,0.00431852,0.01047738,0.07887675,0.13788959,0.06011497,0.00258942,0.01470504
-2.54227114,0.24626577,0.00000696,0.00464590,0.01093965,0.08441273,0.15342143,0.06694065,0.00288120,0.01527663
-2.53626813,0.26969949,0.00000877,0.00501374,0.01153766,0.09085940,0.16962287,0.07414533,0.00318343,0.01605309
-2.53026513,0.29461942,0.00001102,0.00541446,0.01224781,0.09810259,0.18633869,0.08167701,0.00349286,0.01699899
-2.52426213,0.32074644,0.00001380,0.00584047,0.01304748,0.10603236,0.20339481,0.08947879,0.00380582,0.01808085
-2.51825913,0.34779713,0.00001721,0.00628427,0.01391514,0.11454498,0.22060244,0.09749073,0.00411828,0.01926735
-2.51225613,0.37549130,0.00002139,0.00673857,0.01483057,0.12354513,0.23776331,0.10565216,0.00442598,0.02052945
-2.50625313,0.40356030,0.00002646,0.00719641,0.01577503,0.13294807,0.25467567,0.11390423,0.00472450,0.02184067
-2.50025013,0.43175588,0.00003259,0.00765132,0.01673153,0.14268194,0.27114092,0.12219256,0.00500944,0.02317729
-2.49424712,0.45985907,0.00003993,0.00809744,0.01768501,0.15268972,0.28697055,0.13046996,0.00527655,0.02451867
-2.48824412,0.48768853,0.00004867,0.00852975,0.01862261,0.16293106,0.30199297,0.13869889,0.00552185,0.02584747
-2.48224112,0.51510792,0.00005901,0.00894414,0.01953390,0.17338349,0.31606007,0.14685373,0.00574182,0.02714996
-2.47623812,0.54203158,0.00007115,0.00933759,0.02041098,0.18404305,0.32905291,0.15492237,0.00593349,0.02841617
-2.47023512,0.56842815,0.00008531,0.00970825,0.02124868,0.19492410,0.34088638,0.16290731,0.00609460,0.02964007
-2.46423212,0.59432158,0.00010171,0.01005552,0.02204456,0.20605819,0.35151242,0.17082590,0.00622366,0.03081957
-2.45822911,0.61978939,0.00012057,0.01038008,0.02279888,0.21749193,0.36092161,0.17870979,0.00632007,0.03195645
-2.45222611,0.64495786,0.00014211,0.01068386,0.02351445,0.22928391,0.36914304,0.18660344,0.00638410,0.03305615
-2.44622311,0.66999439,0.00016652,0.01096996,0.02419645,0.24150063,0.37624228,0.19456180,0.00641695,0.03412743
-2.44022011,0.69509714,0.00019401,0.01124256,0.02485206,0.25421162,0.38231765,0.20264724,0.00642070,0.03518190
-2.43421711,0.72048246,0.00022476,0.01150674,0.02549007,0.26748396,0.38749490,0.21092579,0.00639825,0.03623342
-2.42821411,0.74637077,0.00025892,0.01176830,0.02612046,0.28137647,0.39192062,0.21946293,0.00635327,0.03729746
-2.42221111,0.77297151,0.00029664,0.01203353,0.02675389,0.29593381,0.39575469,0.22831921,0.00629003,0.03839034
-2.41620810,0.80046820,0.00033802,0.01230895,0.02740118,0.31118098,0.39916223,0.23754585,0.00621332,0.03952848
-2.41020510,0.82900441,0.00038317,0.01260112,0.02807285,0.32711841,0.40230560,0.24718066,0.00612828,0.04072762
-2.40420210,0.85867152,0.00043216,0.01291633,0.02877867,0.34371804,0.40533673,0.25724452,0.00604023,0.04200215
-2.39819910,0.88949916,0.00048506,0.01326045,0.02952728,0.36092080,0.40839049,0.26773868,0.00595459,0.04336444
-2.39219610,0.92144891,0.00054191,0.01363868,0.03032594,0.37863550,0.41157926,0.27864305,0.00587662,0.04482434
-2.38619310,0.95441176,0.00060276,0.01405542,0.03118034,0.39673945,0.41498918,0.28991561,0.00581139,0.04638875
-2.38019010,0.98820957,0.00066767,0.01451414,0.03209454,0.41508084,0.41867820,0.30149305,0.00576357,0.04806137
-2.37418709,1.02260050,0.00073671,0.01501730,0.03307103,0.43348272,0.42267597,0.31329257,0.00573738,0.04984258
-2.36818409,1.05728817,0.00080997,0.01556630,0.03411090,0.45174854,0.42698567,0.32521476,0.00573648,0.05172944
-2.36218109,1.09193390,0.00088756,0.01616149,0.03521404,0.46966886,0.43158738,0.33714751,0.00576389,0.05371582
-2.35617809,1.12617146,0.00096961,0.01680219,0.03637951,0.48702900,0.43644293,0.34897049,0.00582196,0.05579261
-2.35017509,1.15962325,0.00105629,0.01748672,0.03760583,0.50361713,0.44150166,0.36056021,0.00591232,0.05794804
-2.34417209,1.19191702,0.00114779,0.01821249,0.03889133,0.51923233,0.44670675,0.37179511,0.00603587,0.06016799
-2.33816908,1.22270206,0.00124432,0.01897605,0.04023448,0.53369223,0.45200160,0.38256054,0.00619277,0.06243637
-2.33216608,1.25166389,0.00134608,0.01977317,0.04163414,0.54683982,0.45733577,0.39275325,0.00638247,0.06473543
-2.32616308,1.27853658,0.00145324,0.02059891,0.04308972,0.55854890,0.46267005,0.40228520,0.00660367,0.06704612
-2.32016008,1.30311205,0.00156595,0.02144768,0.04460133,0.56872816,0.46798040,0.41108638,0.00685442,0.06934833
-2.31415708,1.32524590,0.00168428,0.02231332,0.04616968,0.57732340,0.47326030,0.41910666,0.00713210,0.07162123
-2.30815408,1.34485959,0.00180821,0.02318913,0.04779605,0.58431809,0.47852154,0.42631653,0.00743346,0.07384338
-2.30215108,1.36193910,0.00193759,0.02406798,0.04948204,0.58973224,0.48379336,0.43270674,0.00775472,0.07599308
-2.29614807,1.37653040,0.00207212,0.02494234,0.05122933,0.59361972,0.48912009,0.43828701,0.00809159,0.07804850
-2.29014507,1.38873234,0.00221131,0.02580443,0.05303940,0.59606437,0.49455753,0.44308393,0.00843938,0.07998796
-2.28414207,1.39868770,0.00235449,0.02664629,0.05491315,0.59717526,0.50016833,0.44713834,0.00879304,0.08179030
-2.27813907,1.40657327,0.00250078,0.02746002,0.05685072,0.59708151,0.50601694,0.45050232,0.00914734,0.08343519
-2.27213607,1.41258988,0.00264910,0.02823792,0.05885121,0.59592701,0.51216445,0.45323618,0.00949693,0.08490366
-2.26613307,1.41695325,0.00279815,0.02897279,0.06091258,0.59386564,0.51866385,0.45540562,0.00983648,0.08617865
-2.26013007,1.41988639,0.00294650,0.02965821,0.06303163,0.59105710,0.52555607,0.45707926,0.01016085,0.08724568
-2.25412706,1.42161407,0.00309254,0.03028885,0.06520414,0.58766380,0.53286731,0.45832678,0.01046525,0.08809358
-2.24812406,1.42235989,0.00323462,0.03086089,0.06742510,0.58384900,0.54060770,0.45921765,0.01074535,0.08871526
-2.24212106,1.42234586,0.00337101,0.03137234,0.06968912,0.57977609,0.54877173,0.45982058,0.01099744,0.08910852
-2.23611806,1.42179450,0.00350005,0.03182346,0.07199084,0.57560911,0.55734017,0.46020358,0.01121863,0.08927675
-2.23011506,1.42093295,0.00362018,0.03221705,0.07432554,0.57151435,0.56628358,0.46043455,0.01140687,0.08922966
-2.22411206,1.41999861,0.00373003,0.03255885,0.07668970,0.56766261,0.57556712,0.46058221,0.01156113,0.08898377
-2.21810905,1.41924551,0.00382845,0.03285765,0.07908151,0.56423197,0.58515622,0.46071722,0.01168144,0.08856275
-2.21210605,1.41895051,0.00391466,0.03312557,0.08150143,0.56141046,0.59502286,0.46091314,0.01176890,0.08799755
-2.20610305,1.41941862,0.00398820,0.03337797,0.08395253,0.55939847,0.60515174,0.46124728,0.01182567,0.08732622
-2.20010005,1.42098639,0.00404905,0.03363343,0.08644072,0.55841022,0.61554608,0.46180086,0.01185492,0.08659347
-2.19409705,1.42402287,0.00409761,0.03391352,0.08897480,0.55867412,0.62623235,0.46265872,0.01186074,0.08584994
-2.18809405,1.42892740,0.00413474,0.03424236,0.09156624,0.56043162,0.63726359,0.46390814,0.01184798,0.08515115
-2.18209105,1.43612405,0.00416167,0.03464616,0.09422880,0.56393444,0.64872105,0.46563699,0.01182205,0.08455621
-2.17608804,1.44605248,0.00418006,0.03515249,0.09697786,0.56943999,0.66071367,0.46793105,0.01178876,0.08412624
-2.17008504,1.45915544,0.00419184,0.03578956,0.09982962,0.57720503,0.67337557,0.47087068,0.01175404,0.08392265
-2.16408204,1.47586330,0.00419921,0.03658525,0.10280002,0.58747781,0.68686128,0.47452705,0.01172372,0.08400527
-2.15807904,1.49657619,0.00420448,0.03756616,0.10590362,0.60048879,0.70133911,0.47895793,0.01170327,0.08443036
-2.15207604,1.52164454,0.00421002,0.03875656,0.10915237,0.61644047,0.71698275,0.48420356,0.01169757,0.08524869
-2.14607304,1.55134908,0.00421810,0.04017737,0.11255434,0.63549659,0.73396152,0.49028257,0.01171067,0.08650367
-2.14007004,1.58588107,0.00423084,0.04184510,0.11611255,0.65777140,0.75242981,0.49718846,0.01174566,0.08822953
-2.13406703,1.62532403,0.00425004,0.04377091,0.11982387,0.68331936,0.77251612,0.50488670,0.01180445,0.09044985
-2.12806403,1.66963779,0.00427712,0.04595974,0.12367815,0.71212589,0.79431229,0.51331269,0.01188772,0.09317619
-2.12206103,1.71864592,0.00431303,0.04840959,0.12765748,0.74409966,0.81786348,0.52237084,0.01199484,0.09640716
-2.11605803,1.77202706,0.00435822,0.05111102,0.13173586,0.77906689,0.84315930,0.53193477,0.01212390,0.10012773
-2.11005503,1.82931099,0.00441254,0.05404676,0.13587905,0.81676797,0.87012676,0.54184871,0.01227176,0.10430898
-2.10405203,1.88987961,0.00447530,0.05719168,0.14004485,0.85685679,0.89862511,0.55193008,0.01243412,0.10890823
-2.09804902,1.95297317,0.00454526,0.06051290,0.14418362,0.89890293,0.92844317,0.56197319,0.01260575,0.11386952
-2.09204602,2.01770142,0.00462064,0.06397026,0.14823919,0.94239661,0.95929905,0.57175396,0.01278060,0.11912451
-2.08604302,2.08305979,0.00469924,0.06751693,0.15214999,0.98675666,0.99084259,0.58103536,0.01295208,0.12459378
-2.08004002,2.14794977,0.00477846,0.07110037,0.15585053,1.03134103,1.02266030,0.58957360,0.01311329,0.13018839
-2.07403702,2.21120308,0.00485547,0.07466348,0.15927300,1.07545973,1.05428279,0.59712458,0.01325725,0.13581181
-2.06803402,2.27160881,0.00492726,0.07814591,0.16234909,1.11838972,1.08519449,0.60345055,0.01337719,0.14136204
-2.06203102,2.32794273,0.00499079,0.08148559,0.16501191,1.15939146,1.11484532,0.60832675,0.01346676,0.14673399
-2.05602801,2.37899773,0.00504311,0.08462027,0.16719787,1.19772639,1.14266398,0.61154767,0.01352023,0.15182193
-2.05002501,2.42361460,0.00508145,0.08748924,0.16884867,1.23267499,1.16807252,0.61293286,0.01353274,0.15652205
-2.04402201,2.46071208,0.00510334,0.09003495,0.16991305,1.26355468,1.19050168,0.61233211,0.01350041,0.16073500
-2.03801901,2.48931547,0.00510668,0.09220463,0.17034852,1.28973719,1.20940656,0.60962980,0.01342046,0.16436833
-2.03201601,2.50858277,0.00508982,0.09395175,0.17012284,1.31066474,1.22428216,0.60474840,0.01329129,0.16733886
-2.02601301,2.51782776,0.00505163,0.09523737,0.16921525,1.32586454,1.23467834,0.59765096,0.01311252,0.16957475
-2.02001001,2.51653936,0.00499151,0.09603128,0.16761748,1.33496126,1.24021363,0.58834268,0.01288497,0.17101735
-2.01400700,2.50439678,0.00490938,0.09631284,0.16533439,1.33768712,1.24058761,0.57687141,0.01261062,0.17162272
-2.00800400,2.48127999,0.00480571,0.09607163,0.16238435,1.33388918,1.23559131,0.56332726,0.01229254,0.17136282
-2.00200100,2.44727541,0.00468147,0.09530773,0.15879928,1.32353388,1.22511540,0.54784123,0.01193481,0.17022617
-1.99599800,2.40267661,0.00453808,0.09403176,0.15462437,1.30670851,1.20915575,0.53058304,0.01154236,0.16821825
-1.98999500,2.34798008,0.00437737,0.09226465,0.14991747,1.28361972,1.18781636,0.51175815,0.01112087,0.16536138
-1.98399200,2.28387626,0.00420149,0.09003703,0.14474828,1.25458914,1.16130925,0.49160416,0.01067667,0.16169419
-1.97798899,2.21123601,0.00401287,0.08738846,0.13919713,1.22004625,1.12995155,0.47038662,0.01021652,0.15727067
-1.97198599,2.13109306,0.00381411,0.08436645,0.13335367,1.18051874,1.09415961,0.44839437,0.00974756,0.15215891
-1.96598299,2.04462280,0.00360793,0.08102521,0.12731531,1.13662070,1.05444051,0.42593449,0.00927716,0.14643949
-1.95997999,1.95311803,0.00339710,0.07742433,0.12118548,1.08903886,1.01138096,0.40332706,0.00881280,0.14020358
-1.95397699,1.85796239,0.00318436,0.07362736,0.11507182,1.03851752,0.96563425,0.38089965,0.00836197,0.13355088
-1.94797399,1.76060205,0.00297237,0.06970031,0.10908423,0.98584241,0.91790528,0.35898182,0.00793209,0.12658742
-1.94197099,1.66251644,0.00276367,0.06571020,0.10333296,0.93182396,0.86893454,0.33789955,0.00753044,0.11942330
-1.93596798,1.56518880,0.00256062,0.06172360,0.09792661,0.87728057,0.81948117,0.31796978,0.00716403,0.11217050
-1.92996498,1.47007723,0.00236539,0.05780529,0.09297022,0.82302210,0.77030596,0.29949510,0.00683960,0.10494068
-1.92396198,1.37858694,0.00217991,0.05401697,0.08856334,0.76983432,0.72215458,0.28275862,0.00656352,0.09784330
-1.91795898,1.29204438,0.00200591,0.05041624,0.08479831,0.71846437,0.67574177,0.26801917,0.00634171,0.09098375
-1.91195598,1.21167387,0.00184483,0.04705556,0.08175855,0.66960786,0.63173674,0.25550682,0.00617962,0.08446193
-1.90595298,1.13857714,0.00169788,0.04398155,0.07951705,0.62389771,0.59075041,0.24541883,0.00608213,0.07837099
-1.89994997,1.07371641,0.00156604,0.04123436,0.07813502,0.58189515,0.55332477,0.23791612,0.00605353,0.07279645
-1.89394697,1.01790108,0.00145004,0.03884732,0.07766080,0.54408279,0.51992454,0.23312028,0.00609740,0.06781554
-1.88794397,0.97177853,0.00135039,0.03684666,0.07812898,0.51086009,0.49093150,0.23111125,0.00621662,0.06349692
-1.88194097,0.93582897,0.00126736,0.03525152,0.07955976,0.48254108,0.46664138,0.23192580,0.00641329,0.05990062
-1.87593797,0.91036439,0.00120107,0.03407408,0.08195866,0.45935437,0.44726353,0.23555676,0.00668869,0.05707821
-1.86993497,0.89553154,0.00115142,0.03331979,0.08531656,0.44144517,0.43292301,0.24195319,0.00704326,0.05507311
-1.86393197,0.89131870,0.00111814,0.03298780,0.08961005,0.42887928,0.42366516,0.25102152,0.00747662,0.05392107
-1.85792896,0.89756577,0.00110082,0.03307149,0.09480212,0.42164868,0.41946223,0.26262761,0.00798753,0.05365064
-1.85192596,0.91397749,0.00109888,0.03355903,0.10084320,0.41967840,0.42022173,0.27659989,0.00857396,0.05428366
-1.84592296,0.94013891,0.00111164,0.03443407,0.10767252,0.42283435,0.42579620,0.29273336,0.00923311,0.05583564
-1.83991996,0.97553262,0.00113828,0.03567639,0.11521971,0.43093166,0.43599374,0.31079450,0.00996148,0.05831604
-1.83391696,1.01955702,0.00117789,0.03726264,0.12340666,0.44374313,0.45058892,0.33052693,0.01075495,0.06172830
-1.82791396,1.07154475,0.00122945,0.03916696,0.13214947,0.46100748,0.46933355,0.35165758,0.01160883,0.06606971
-1.82191096,1.13078046,0.00129185,0.04136163,0.14136050,0.48243682,0.49196663,0.37390324,0.01251799,0.07133100
-1.81590795,1.19651723,0.00136392,0.04381762,0.15095030,0.50772315,0.51822312,0.39697718,0.01347688,0.07749569
-1.80990495,1.26799076,0.00144439,0.04650501,0.16082952,0.53654355,0.54784097,0.42059558,0.01447965,0.08453924
-1.80390195,1.34443090,0.00153197,0.04939337,0.17091042,0.56856385,0.58056600,0.44448352,0.01552016,0.09242797
-1.79789895,1.42506977,0.00162527,0.05245197,0.18110817,0.60344062,0.61615448,0.46838018,0.01659202,0.10111792
-1.79189595,1.50914651,0.00172288,0.05564988,0.19134169,0.64082159,0.65437301,0.49204312,0.01768856,0.11055362
-1.78589295,1.59590836,0.00182337,0.05895597,0.20153406,0.68034456,0.69499593,0.51525135,0.01880288,0.12066691
-1.77988994,1.68460844,0.00192525,0.06233879,0.21161247,0.72163493,0.73780023,0.53780710,0.01992771,0.13137597
-1.77388694,1.77450061,0.00202705,0.06576640,0.22150774,0.76430249,0.78255837,0.55953630,0.02105540,0.14258458
-1.76788394,1.86483222,0.00212729,0.06920612,0.23115348,0.80793759,0.82902946,0.58028769,0.02217781,0.15418176
-1.76188094,1.95483563,0.00222451,0.07262431,0.24048493,0.85210748,0.87694940,0.59993082,0.02328629,0.16604196
-1.75587794,2.04371957,0.00231731,0.07598615,0.24943766,0.89635332,0.92602082,0.61835302,0.02437152,0.17802578
-1.74987494,2.13066162,0.00240432,0.07925551,0.25794631,0.94018835,0.97590350,0.63545576,0.02542354,0.18998135
-1.74387194,2.21480304,0.00248430,0.08239493,0.26594336,0.98309797,1.02620622,0.65115054,0.02643173,0.20174643
-1.73786893,2.29524690,0.00255608,0.08536577,0.27335833,1.02454203,1.07648087,0.66535487,0.02738484,0.21315117
-1.73186593,2.37106067,0.00261866,0.08812848,0.28011730,1.06395976,1.12621949,0.67798860,0.02827108,0.22402150
-1.72586293,2.44128391,0.00267121,0.09064314,0.28614306,1.10077753,1.17485487,0.68897093,0.02907832,0.23418320
-1.71985993,2.50494131,0.00271307,0.09287014,0.29135587,1.13441945,1.22176516,0.69821841,0.02979428,0.24346629
-1.71385693,2.56106121,0.00274383,0.09477102,0.29567489,1.16432056,1.26628256,0.70564413,0.03040683,0.25170983
-1.70785393,2.60869912,0.00276331,0.09630956,0.29902026,1.18994233,1.30770612,0.71115829,0.03090436,0.25876686
-1.70185093,2.64696535,0.00277159,0.09745288,0.30131576,1.21078972,1.34531817,0.71467011,0.03127611,0.26450915
-1.69584792,2.67505563,0.00276903,0.09817265,0.30249192,1.22642915,1.37840394,0.71609093,0.03151263,0.26883182
-1.68984492,2.69228313,0.00275628,0.09844633,0.30248944,1.23650645,1.40627333,0.71533854,0.03160613,0.27165729
-1.68384192,2.69811030,0.00273428,0.09825825,0.30126266,1.24076389,1.42828395,0.71234222,0.03155094,0.27293871
-1.67783892,2.69217843,0.00270422,0.09760063,0.29878299,1.23905512,1.44386430,0.70704834,0.03134378,0.27266233
-1.67183592,2.67433344,0.00266761,0.09647439,0.29504193,1.23135738,1.45253575,0.69942600,0.03098411,0.27084898
-1.66583292,2.64464589,0.00262615,0.09488965,0.29005354,1.21777994,1.45393234,0.68947247,0.03047429,0.26755434
-1.65982991,2.60342403,0.00258178,0.09286600,0.28385623,1.19856812,1.44781720,0.67721784,0.02981972,0.26286810
-1.65382691,2.55121861,0.00253664,0.09043236,0.27651359,1.17410256,1.43409470,0.66272874,0.02902880,0.25691190
-1.64782391,2.48881879,0.00249296,0.08762657,0.26811426,1.14489346,1.41281767,0.64611070,0.02811282,0.24983619
-1.64182091,2.41723912,0.00245307,0.08449454,0.25877086,1.11156975,1.38418931,0.62750892,0.02708577,0.24181602
-1.63581791,2.33769752,0.00241934,0.08108922,0.24861776,1.07486365,1.34855954,0.60710750,0.02596396,0.23304605
-1.62981491,2.25158538,0.00239407,0.07746914,0.23780807,1.03559108,1.30641607,0.58512690,0.02476562,0.22373482
