energy_ev,total_up,As_p_up,As_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,3.95284277,1.14732124,0.00000000,1.67663770,0.00000000,1.21599474,1.28274871
-5.99399700,3.98888951,1.16932272,0.00000000,1.68845686,0.00000000,1.22049751,1.31975278
-5.98799400,4.02747982,1.19726209,0.00000000,1.69768644,0.00000000,1.22665604,1.36197918
-5.98199100,4.06872318,1.23175343,0.00000000,1.70387305,0.00000000,1.23485403,1.40978220
-5.97598799,4.11265371,1.27327799,0.00000000,1.70659974,0.00000000,1.24541017,1.46340344
-5.96998499,4.15920170,1.32214032,0.00000000,1.70550451,0.00000000,1.25855530,1.52293938
-5.96398199,4.20816988,1.37842945,0.00000000,1.70029816,0.00000000,1.27441288,1.58831272
-5.95797899,4.25921512,1.44198722,0.00000000,1.69078021,0.00000000,1.29298338,1.65924905
-5.95197599,4.31183623,1.51238560,0.00000000,1.67685179,0.00000000,1.31413367,1.73526033
-5.94597299,4.36536853,1.58891459,0.00000000,1.65852459,0.00000000,1.33759174,1.81563626
-5.93996998,4.41898521,1.67058182,0.00000000,1.63592508,0.00000000,1.36294737,1.89944464
-5.93396698,4.47170607,1.75612446,0.00000000,1.60929370,0.00000000,1.38965879,1.98554097
-5.92796398,4.52241329,1.84403350,0.00000000,1.57897896,0.00000000,1.41706534,2.07258783
-5.92196098,4.56987435,1.93258988,0.00000000,1.54542666,0.00000000,1.44440569,2.15908340
-5.91595798,4.61277161,2.01991134,0.00000000,1.50916497,0.00000000,1.47084126,2.24339868
-5.90995498,4.64973800,2.10400838,0.00000000,1.47078625,0.00000000,1.49548373,2.32382207
-5.90395198,4.67939799,2.18284706,0.00000000,1.43092662,0.00000000,1.51742597,2.39860992
-5.89794897,4.70041281,2.25441611,0.00000000,1.39024476,0.00000000,1.53577486,2.46604098
-5.89194597,4.71152853,2.31679558,0.00000000,1.34940104,0.00000000,1.54968498,2.52447271
-5.88594297,4.71162539,2.36822387,0.00000000,1.30903840,0.00000000,1.55839151,2.57239710
-5.87993997,4.69976676,2.40716026,0.00000000,1.26976605,0.00000000,1.56124119,2.60849353
-5.87393697,4.67524561,2.43234018,0.00000000,1.23214674,0.00000000,1.55771990,2.63167640
-5.86793397,4.63762666,2.44282049,0.00000000,1.19668854,0.00000000,1.54747559,2.64113544
-5.86193097,4.58678218,2.43801303,0.00000000,1.16384107,0.00000000,1.53033574,2.63636679
-5.85592796,4.52291962,2.41770484,0.00000000,1.13399626,0.00000000,1.50631844,2.61719349
-5.84992496,4.44659946,2.38206410,0.00000000,1.10749329,0.00000000,1.47563667,2.58377444
-5.84392196,4.35874191,2.33163206,0.00000000,1.08462689,0.00000000,1.43869556,2.53660137
-5.83791896,4.26062168,2.26730106,0.00000000,1.06565800,0.00000000,1.39608283,2.47648414
-5.83191596,4.15385029,2.19028029,0.00000000,1.05082583,0.00000000,1.34855282,2.40452486
-5.82591296,4.04034596,2.10205077,0.00000000,1.04035980,0.00000000,1.29700473,2.32208224
-5.81990995,3.92229178,2.00431201,0.00000000,1.03449039,0.00000000,1.24245612,2.23072768
-5.81390695,3.80208308,1.89892272,0.00000000,1.03345754,0.00000000,1.18601273,2.13219505
-5.80790395,3.68226571,1.78783851,0.00000000,1.03751567,0.00000000,1.12883577,2.02832644
-5.80190095,3.56546703,1.67304917,0.00000000,1.04693462,0.00000000,1.07210795,1.92101607
-5.79589795,3.45432191,1.55651811,0.00000000,1.06199601,0.00000000,1.01699958,1.81215455
-5.78989495,3.35139632,1.44012646,0.00000000,1.08298489,0.00000000,0.96463565,1.70357581
-5.78389195,3.25911089,1.32562366,0.00000000,1.11017695,0.00000000,0.91606525,1.59700832
-5.77788894,3.17966726,1.21458607,0.00000000,1.14382172,0.00000000,0.87223385,1.49403236
-5.77188594,3.11497956,1.10838472,0.00000000,1.18412279,0.00000000,0.83395943,1.39604446
-5.76588294,3.06661340,1.00816256,0.00000000,1.23121589,0.00000000,0.80191272,1.30422989
-5.75987994,3.03573444,0.91482145,0.00000000,1.28514623,0.00000000,0.77660208,1.21954347
-5.75387694,3.02306809,0.82901830,0.00000000,1.34584641,0.00000000,0.75836305,1.14269894
-5.74787394,3.02887190,0.75116976,0.00000000,1.41311625,0.00000000,0.74735261,1.07416644
-5.74187094,3.05292114,0.68146425,0.00000000,1.48660577,0.00000000,0.74354805,1.01417757
-5.73586793,3.09450835,0.61988024,0.00000000,1.56580266,0.00000000,0.74675026,0.96273710
-5.72986493,3.15245654,0.56620926,0.00000000,1.65002492,0.00000000,0.75659114,0.91964046
-5.72386193,3.22514576,0.52008232,0.00000000,1.73841962,0.00000000,0.77254483,0.88449584
-5.71785893,3.31055202,0.48099843,0.00000000,1.82996808,0.00000000,0.79394235,0.85674970
-5.71185593,3.40629740,0.44835377,0.00000000,1.92349762,0.00000000,0.81998931,0.83571462
-5.70585293,3.50970976,0.42147067,0.00000000,2.01769959,0.00000000,0.84978629,0.82059841
-5.69984992,3.61789019,0.39962526,0.00000000,2.11115348,0.00000000,0.88235130,0.81053337
-5.69384692,3.72778623,0.38207301,0.00000000,2.20235599,0.00000000,0.91664406,0.80460504
-5.68784392,3.83626877,0.36807183,0.00000000,2.28975451,0.00000000,0.95159140,0.80187944
-5.68184092,3.94021024,0.35690207,0.00000000,2.37178357,0.00000000,0.98611336,0.80142839
-5.67583792,4.03656210,0.34788337,0.00000000,2.44690326,0.00000000,1.01914923,0.80235240
-5.66983492,4.12242940,0.34038819,0.00000000,2.51363811,0.00000000,1.04968318,0.80380069
-5.66383192,4.19514038,0.33385213,0.00000000,2.57061536,0.00000000,1.07676847,0.80498825
-5.65782891,4.25230935,0.32778116,0.00000000,2.61660104,0.00000000,1.09954996,0.80520982
-5.65182591,4.29189121,0.32175586,0.00000000,2.65053293,0.00000000,1.11728396,0.80385064
-5.64582291,4.31222627,0.31543316,0.00000000,2.67154917,0.00000000,1.12935511,0.80039421
-5.63981991,4.31207431,0.30854558,0.00000000,2.67901161,0.00000000,1.13528954,0.79442705
-5.63381691,4.29063717,0.30089864,0.00000000,2.67252324,0.00000000,1.13476407,0.78564066
-5.62781391,4.24756953,0.29236637,0.00000000,2.65193901,0.00000000,1.12761104,0.77383087
-5.62181091,4.18297776,0.28288565,0.00000000,2.61736995,0.00000000,1.11381875,0.75889489
-5.61580790,4.09740713,0.27244941,0.00000000,2.56918025,0.00000000,1.09352745,0.74082621
-5.60980490,3.99181818,0.26109918,0.00000000,2.50797760,0.00000000,1.06702106,0.71970767
-5.60380190,3.86755302,0.24891713,0.00000000,2.43459723,0.00000000,1.03471514,0.69570302
-5.59779890,3.72629302,0.23601813,0.00000000,2.35007998,0.00000000,0.99714142,0.66904726
