energy_ev,total_up,Hf_p_up,Hf_d_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.88594297,4.23726992,2.40187828,1.15808317,0.60482839,0.00291306,0.83291564,0.08164052,2.10344551
-5.87993997,4.15184111,2.37324670,1.14253054,0.57367594,0.00280318,0.82271520,0.08009125,2.05752522
-5.87393697,4.05987026,2.33962231,1.12368878,0.54185261,0.00269225,0.81064012,0.07852291,2.00889937
-5.86793397,3.96254136,2.30135512,1.10174668,0.50979324,0.00258243,0.79678280,0.07696917,1.95830692
-5.86193097,3.86104922,2.25888054,1.07693293,0.47790932,0.00247579,0.78127096,0.07545999,1.90645683
-5.85592796,3.75659624,2.21272448,1.04951543,0.44658267,0.00237435,0.76426904,0.07402122,1.85402321
-5.84992496,3.65039101,2.16350575,1.01979964,0.41616056,0.00228001,0.74597835,0.07267444,1.80164343
-5.84392196,3.54364805,2.11193527,0.98812602,0.38695233,0.00219462,0.72663572,0.07143694,1.74991880
-5.83791896,3.43758774,2.05881200,0.95486636,0.35922749,0.00211994,0.70651074,0.07032199,1.69941723
-5.83191596,3.33343563,2.00501526,0.92041908,0.33321504,0.00205769,0.68590163,0.06933914,1.65067722
-5.82591296,3.23242039,1.95149369,0.88520354,0.30910410,0.00200957,0.66512992,0.06849470,1.60421253
-5.81990995,3.13576978,1.89925092,0.84965355,0.28704537,0.00197733,0.64453411,0.06779234,1.56051666
-5.81390695,3.04470424,1.84932832,0.81421015,0.26715337,0.00196273,0.62446270,0.06723366,1.52006678
-5.80790395,2.96042760,1.80278525,0.77931400,0.24950920,0.00196763,0.60526667,0.06681883,1.48332620
-5.80190095,2.88411492,1.76067736,0.74539757,0.23416350,0.00199400,0.58729191,0.06654718,1.45074507
-5.79589795,2.81689742,1.72403328,0.71287729,0.22113947,0.00204391,0.57087172,0.06641774,1.42275899
-5.78989495,2.75984452,1.69383054,0.68214602,0.21043573,0.00211957,0.55631970,0.06642974,1.39978514
-5.78389195,2.71394356,1.67097105,0.65356608,0.20202883,0.00222327,0.54392314,0.06658294,1.38221614
-5.77788894,2.68007737,1.65625686,0.62746284,0.19587537,0.00235737,0.53393715,0.06687789,1.37041144
-5.77188594,2.65900051,1.65036674,0.60411925,0.19191362,0.00252426,0.52657946,0.06731610,1.36468689
-5.76588294,2.65131488,1.65383412,0.58377135,0.19006455,0.00272631,0.52202618,0.06789998,1.36530253
-5.75987994,2.65744549,1.66702712,0.56660482,0.19023253,0.00296573,0.52040820,0.06863271,1.37244955
-5.75387694,2.67761746,1.69013116,0.55275271,0.19230548,0.00324456,0.52180859,0.06951802,1.38623679
-5.74787394,2.71183537,1.72313489,0.54229440,0.19615481,0.00356453,0.52626063,0.07055978,1.40667781
-5.74187094,2.75986605,1.76581999,0.53525571,0.20163523,0.00392693,0.53374675,0.07176152,1.43367922
-5.73586793,2.82122607,1.81775566,0.53161028,0.20858454,0.00433258,0.54419812,0.07312592,1.46703120
-5.72986493,2.89517500,1.87829815,0.53128225,0.21682364,0.00478163,0.55749511,0.07465420,1.50640105
-5.72386193,2.98071566,1.94659615,0.53415000,0.22615692,0.00527355,0.57346851,0.07634553,1.55133047
-5.71785893,3.07660213,2.02160225,0.54005121,0.23637312,0.00580701,0.59190171,0.07819647,1.60123729
-5.71185593,3.18135620,2.10209076,0.54878896,0.24724686,0.00637981,0.61253364,0.08020041,1.65542208
-5.70585293,3.29329272,2.18668204,0.56013882,0.25854090,0.00698888,0.63506289,0.08234716,1.71307988
-5.69984992,3.41055365,2.27387294,0.57385689,0.27000915,0.00763020,0.65915263,0.08462268,1.77331710
-5.69384692,3.53115035,2.36207287,0.58968852,0.28140045,0.00829889,0.68443672,0.08700886,1.83517322
-5.68784392,3.65301326,2.44964461,0.60737745,0.29246304,0.00898922,0.71052664,0.08948356,1.89764690
-5.68184092,3.77404731,2.53494883,0.62667514,0.30294962,0.00969466,0.73701933,0.09202084,1.95972545
-5.67583792,3.89219128,2.61639049,0.64734996,0.31262282,0.01040803,0.76350570,0.09459127,2.02041665
-5.66983492,4.00547878,2.69246580,0.66919575,0.32126088,0.01112160,0.78957956,0.09716255,2.07878157
-5.66383192,4.11209825,2.76180754,0.69203939,0.32866337,0.01182727,0.81484674,0.09970017,2.13396691
-5.65782891,4.21044913,2.82322685,0.71574695,0.33465652,0.01251668,0.83893395,0.10216829,2.18523511
-5.65182591,4.29919153,2.87574960,0.74022795,0.33909820,0.01318148,0.86149713,0.10453065,2.23199090
-5.64582291,4.37728667,2.91864542,0.76543727,0.34188195,0.01381344,0.88222892,0.10675158,2.27380241
-5.63981991,4.44402579,2.95144789,0.79137466,0.34294015,0.01440465,0.90086476,0.10879700,2.31041587
-5.63381691,4.49904571,2.97396475,0.81808122,0.34224596,0.01494775,0.91718754,0.11063530,2.34176255
-5.62781391,4.54232974,2.98627731,0.84563317,0.33981400,0.01543601,0.93103039,0.11223831,2.36795736
-5.62181091,4.57419349,2.98872894,0.87413271,0.33569963,0.01586354,0.94227765,0.11358192,2.38928880
-5.61580790,4.59525588,2.98190291,0.90369626,0.32999686,0.01622537,0.95086376,0.11464670,2.40620042
-5.60980490,4.60639647,2.96659068,0.93444065,0.32283498,0.01651755,0.95677049,0.11541826,2.41926436
-5.60380190,4.60870098,2.94375178,0.96646757,0.31437399,0.01673722,0.96002231,0.11588741,2.42914817
-5.59779890,4.60339759,2.91446746,0.99984722,0.30479901,0.01688263,0.96068057,0.11605014,2.43657634
-5.59179590,4.59178728,2.87989016,1.03460198,0.29431396,0.01695312,0.95883655,0.11590734,2.44228837
-5.58579290,4.57517172,2.84119139,1.07069086,0.28313472,0.01694914,0.95460409,0.11546445,2.44699560
-5.57978989,4.55478250,2.79951054,1.10799598,0.27148207,0.01687213,0.94811200,0.11473090,2.45133894
-5.57378689,4.53171549,2.75590706,1.14631172,0.25957476,0.01672450,0.93949687,0.11371941,2.45584982
-5.56778389,4.50687383,2.71131849,1.18533754,0.24762290,0.01650951,0.92889670,0.11244534,2.46091648
-5.56178089,4.48092266,2.66652623,1.22467523,0.23582204,0.01623113,0.91644559,0.11092592,2.46675758
-5.55577789,4.45425803,2.62213054,1.26383092,0.22434805,0.01589398,0.90226992,0.10917955,2.47340462
-5.54977489,4.42699164,2.57853596,1.30222225,0.21335313,0.01550318,0.88648602,0.10722517,2.48069427
-5.54377189,4.39895230,2.53594751,1.33919069,0.20296291,0.01506422,0.86919955,0.10508168,2.48827137
-5.53776888,4.36970389,2.49437761,1.37401867,0.19327480,0.01458286,0.85050646,0.10276756,2.49560236
-5.53176588,4.33857883,2.45366300,1.40595109,0.18435761,0.01406500,0.83049532,0.10030051,2.50199883
-5.52576288,4.30472530,2.41349056,1.43422014,0.17625232,0.01351661,0.80925085,0.09769737,2.50665006
-5.51975988,4.26716542,2.37343031,1.45807272,0.16897394,0.01294361,0.78685833,0.09497400,2.50866289
-5.51375688,4.22486141,2.33297381,1.47679894,0.16251428,0.01235180,0.76340836,0.09214547,2.50710715
-5.50775388,4.17678607,2.29157566,1.48976054,0.15684555,0.01174679,0.73900185,0.08922616,2.50106419
-5.50175088,4.12199399,2.24869606,1.49641792,0.15192441,0.01113397,0.71375454,0.08623008,2.48967634
-5.49574787,4.05968966,2.20384210,1.49635431,0.14769640,0.01051841,0.68780097,0.08317113,2.47219473
-5.48974487,3.98928921,2.15660590,1.48929603,0.14410051,0.00990487,0.66129735,0.08006340,2.44802322
-5.48374187,3.91047267,2.10669782,1.47512779,0.14107360,0.00929776,0.63442332,0.07692145,2.41675632
-5.47773887,3.82322441,2.05397331,1.45390230,0.13855458,0.00870110,0.60738228,0.07376058,2.37820946
-5.47173587,3.72785988,1.99845235,1.42584367,0.13648815,0.00811853,0.58040032,0.07059693,2.33244017
-5.46573287,3.62503775,1.94033101,1.39134446,0.13482793,0.00755330,0.55372372,0.06744762,2.27975943
-5.45972986,3.51575722,1.87998475,1.35095656,0.13353893,0.00700823,0.52761512,0.06433068,2.22073277
-5.45372686,3.40134077,1.81796387,1.30537628,0.13259929,0.00648578,0.50234862,0.06126502,2.15617134
-5.44772386,3.28340369,1.75498142,1.25542441,0.13200122,0.00598798,0.47820388,0.05827016,2.08711349
-5.44172086,3.16381191,1.69189469,1.20202211,0.13175114,0.00551650,0.45545965,0.05536600,2.01479787
-5.43571786,3.04463029,1.62968104,1.14616384,0.13186915,0.00507262,0.43438687,0.05257248,1.94062942
-5.42971486,2.92806363,1.56940946,1.08888832,0.13238770,0.00465729,0.41524177,0.04990921,1.86613965
-5.42371186,2.81639308,1.51220906,1.03124892,0.13334972,0.00427110,0.39825918,0.04739502,1.79294307
-5.41770885,2.71191027,1.45923567,0.97428448,0.13480618,0.00391436,0.38364624,0.04504762,1.72269124
-5.41170585,2.61685169,1.41163795,0.91899181,0.13681324,0.00358709,0.37157698,0.04288314,1.65702629
-5.40570285,2.53333552,1.37052387,0.86630063,0.13942908,0.00328905,0.36218771,0.04091580,1.59753543
-5.39969985,2.46330282,1.33692880,0.81705183,0.14271060,0.00301978,0.35557349,0.03915758,1.54570766
-5.39369685,2.40846466,1.31178588,0.77197958,0.14670996,0.00277865,0.35178579,0.03761794,1.50289414
-5.38769385,2.37025654,1.29589939,0.73169761,0.15147131,0.00256485,0.35083135,0.03630367,1.47027291
-5.38169085,2.34980108,1.28992190,0.69668988,0.15702764,0.00237745,0.35267228,0.03521869,1.44881891
-5.37568784,2.34787951,1.29433527,0.66730558,0.16339794,0.00221542,0.35722737,0.03436405,1.43927977
-5.36968484,2.36491245,1.30943625,0.64375821,0.17058484,0.00207764,0.36437446,0.03373790,1.44215777
-5.36368184,2.40094999,1.33532657,0.62612851,0.17857271,0.00196296,0.37395386,0.03333557,1.45769811
-5.35767884,2.45567107,1.37190789,0.61437072,0.18732642,0.00187018,0.38577258,0.03314973,1.48588365
-5.35167584,2.52839180,1.41888162,0.60832180,0.19679069,0.00179807,0.39960929,0.03317048,1.52643608
-5.34567284,2.61808232,1.47575359,0.60771290,0.20689018,0.00174540,0.41521969,0.03338566,1.57882327
-5.33966983,2.72339160,1.54184349,0.61218268,0.21753034,0.00171094,0.43234223,0.03378102,1.64227272
-5.33366683,2.84267950,1.61629885,0.62129192,0.22859888,0.00169345,0.45070381,0.03434050,1.71579063
-5.32766383,2.97405521,1.69811343,0.63453885,0.23996794,0.00169171,0.47002541,0.03504653,1.79818621
-5.32166083,3.11542105,1.78614931,0.65137481,0.25149686,0.00170449,0.49002739,0.03588026,1.88810069
-5.31565783,3.26452065,1.87916248,0.67121979,0.26303539,0.00173054,0.51043418,0.03682185,1.98404027
-5.30965483,3.41899010,1.97583095,0.69347753,0.27442735,0.00176863,0.53097855,0.03785074,2.08441225
-5.30365183,3.57641091,2.07478479,0.71754970,0.28551444,0.00181751,0.55140489,0.03894592,2.18756340
-5.29764882,3.73436314,2.17463705,0.74284915,0.29614022,0.00187591,0.57147197,0.04008611,2.29181935
-5.29164582,3.89047746,2.27401476,0.76881176,0.30615398,0.00194254,0.59095471,0.04125006,2.39552416
-5.28564282,4.04248441,2.37158867,0.79490682,0.31541440,0.00201608,0.60964534,0.04241676,2.49707842
-5.27963982,4.18825959,2.46610109,0.82064576,0.32379290,0.00209520,0.62735383,0.04356561,2.59497502
-5.27363682,4.32586338,2.55639054,0.84558918,0.33117648,0.00217853,0.64390784,0.04467668,2.68783122
-5.26763382,4.45357404,2.64141249,0.86935203,0.33747001,0.00226469,0.65915220,0.04573089,2.77441595
-5.26163082,4.56991331,2.72025551,0.89160695,0.34259793,0.00235227,0.67294823,0.04671023,2.85367152
-5.25562781,4.67366386,2.79215226,0.91208590,0.34650526,0.00243986,0.68517294,0.04759797,2.92472896
-5.24962481,4.76387836,2.85648514,0.93057997,0.34915793,0.00252606,0.69571833,0.04837887,2.98691668
-5.24362181,4.83988017,2.91278661,0.94693770,0.35054255,0.00260948,0.70449085,0.04903939,3.03976231
-5.23761881,4.90125624,2.96073447,0.96106196,0.35066559,0.00268876,0.71141121,0.04956790,3.08298800
-5.23161581,4.94784289,3.00014259,0.97290565,0.34955203,0.00276259,0.71641453,0.04995490,3.11649973
-5.22561281,4.97970573,3.03094810,0.98246657,0.34724377,0.00282974,0.71945080,0.05019313,3.14037149
-5.21960980,4.99711499,3.05319577,0.98978168,0.34379760,0.00288908,0.72048582,0.05027782,3.15482546
-5.21360680,5.00051790,3.06702083,0.99492104,0.33928323,0.00293955,0.71950222,0.05020674,3.16020951
-5.20760380,4.99050974,3.07263144,0.99798192,0.33378112,0.00298027,0.71650084,0.04998033,3.15697336
-5.20160080,4.96780514,3.07029181,0.99908323,0.32738049,0.00301048,0.71150198,0.04960173,3.14564492
-5.19559780,4.93321129,3.06030725,0.99836066,0.32017744,0.00302960,0.70454673,0.04907671,3.12680801
-5.18959480,4.88760416,3.04301182,0.99596265,0.31227328,0.00303722,0.69569788,0.04841368,3.10108280
-5.18359180,4.83190886,3.01875944,0.99204747,0.30377315,0.00303312,0.68504058,0.04762349,3.06910977
-5.17758879,4.76708479,2.98791871,0.98678149,0.29478484,0.00301731,0.67268248,0.04671927,3.03153789
-5.17158579,4.69411579,2.95087170,0.98033845,0.28541791,0.00298998,0.65875328,0.04571615,2.98901725
-5.16558279,4.61400506,2.90801633,0.97289993,0.27578301,0.00295152,0.64340363,0.04463100,2.94219613
-5.15957979,4.52777440,2.85977189,0.96465655,0.26599135,0.00290255,0.62680341,0.04348204,2.89172202
-5.15357679,4.43646678,2.80658702,0.95580984,0.25615431,0.00284385,0.60913931,0.04228850,2.83824584
-5.14757379,4.34115098,2.74894901,0.94657425,0.24638306,0.00277641,0.59061192,0.04107020,2.78242840
-5.14157079,4.24292702,2.68739336,0.93717916,0.23678813,0.00270136,0.57143216,0.03984715,2.72494784
-5.13556778,4.14293078,2.62251244,0.92787027,0.22747891,0.00262001,0.55181744,0.03863909,2.66650681
-5.12956478,4.04233633,2.55496203,0.91891012,0.21856305,0.00253376,0.53198742,0.03746512,2.60783809
-5.12356178,3.94235472,2.48546457,0.91057732,0.21014555,0.00244413,0.51215975,0.03634330,2.54970741
-5.11755878,3.84422809,2.41480848,0.90316426,0.20232778,0.00235271,0.49254566,0.03529024,2.49291249
-5.11155578,3.74921831,2.34384261,0.89697306,0.19520620,0.00226114,0.47334582,0.03432084,2.43827766
-5.10555278,3.65858987,2.27346566,0.89230977,0.18887094,0.00217107,0.45474635,0.03344793,2.38664343
-5.09954977,3.57358706,2.20461052,0.88947670,0.18340424,0.00208413,0.43691531,0.03268203,2.33885122
-5.09354677,3.49540596,2.13822385,0.88876330,0.17887874,0.00200192,0.41999962,0.03203118,2.29572344
-5.08754377,3.42516241,2.07524168,0.89043561,0.17535586,0.00192599,0.40412257,0.03150080,2.25803964
-5.08154077,3.36385711,2.01656191,0.89472502,0.17288412,0.00185775,0.38938199,0.03109353,2.22650989
-5.07553777,3.31233977,1.96301509,0.90181659,0.17149773,0.00179854,0.37584901,0.03080931,2.20174664
-5.06953477,3.27127416,1.91533490,0.91183767,0.17121536,0.00174952,0.36356759,0.03064530,2.18423663
-5.06353177,3.24110613,1.87412997,0.92484753,0.17203933,0.00171172,0.35255469,0.03059605,2.17431460
-5.05752876,3.22203670,1.83985854,0.94082848,0.17395510,0.00168599,0.34280107,0.03065356,2.17214038
-5.05152576,3.21400206,1.81280775,0.95967922,0.17693141,0.00167301,0.33427273,0.03080756,2.17768102
-5.04552276,3.21666225,1.79307866,0.98121102,0.18092089,0.00167326,0.32691290,0.03104569,2.19069946
-5.03951976,3.22939980,1.78057838,1.00514704,0.18586119,0.00168704,0.32064444,0.03135381,2.21075082
-5.03351676,3.25132911,1.77502011,1.03112530,0.19167681,0.00171449,0.31537275,0.03171635,2.23718716
-5.02751376,3.28131712,1.77593150,1.05870531,0.19828139,0.00175556,0.31098889,0.03211665,2.26917112
-5.02151076,3.31801490,1.78267139,1.08737847,0.20558050,0.00181005,0.30737302,0.03253740,2.30569846
-5.01550775,3.35989950,1.79445468,1.11658203,0.21347483,0.00187763,0.30439793,0.03296098,2.34562891
-5.00950475,3.40532473,1.81038435,1.14571614,0.22186367,0.00195785,0.30193272,0.03336992,2.38772447
-5.00350175,3.45257912,1.82948963,1.17416366,0.23064850,0.00205014,0.29984644,0.03374735,2.43069376
-4.99749875,3.49994880,1.85076854,1.20131177,0.23973655,0.00215390,0.29801168,0.03407734,2.47324068
-4.99149575,3.54578273,1.87323330,1.22657476,0.24904417,0.00226844,0.29630807,0.03434532,2.51411544
-4.98549275,3.58855767,1.89595625,1.24941690,0.25849980,0.00239306,0.29462559,0.03453841,2.55216562
-4.97948974,3.62693994,1.91811442,1.26937462,0.26804643,0.00252704,0.29286758,0.03464575,2.58638508
-4.97348674,3.65984114,1.93903053,1.28607671,0.27764332,0.00266969,0.29095361,0.03465874,2.61595837
-4.96748374,3.68646550,1.95820848,1.29926191,0.28726693,0.00282033,0.28882183,0.03457121,2.64029857
-4.96148074,3.70634621,1.97536148,1.30879273,0.29691097,0.00297832,0.28643102,0.03437957,2.65907651
-4.95547774,3.71936920,1.99043135,1.31466491,0.30658548,0.00314305,0.28376217,0.03408284,2.67223998
-4.94947474,3.72578283,2.00359798,1.31701197,0.31631505,0.00331399,0.28081948,0.03368263,2.68002163
-4.94347174,3.72619292,2.01527806,1.31610425,0.32613610,0.00349064,0.27763083,0.03318306,2.68293506
-4.93746873,3.72154279,2.02611312,1.31234258,0.33609356,0.00367256,0.27424761,0.03259055,2.68175878
-4.93146573,3.71307913,2.03694694,1.30624635,0.34623688,0.00385938,0.27074390,0.03191363,2.67750862
-4.92546273,3.70230464,2.04879325,1.29843660,0.35661573,0.00405075,0.26721493,0.03116259,2.67139937
-4.91945973,3.69091935,2.06279479,1.28961435,0.36727558,0.00424641,0.26377490,0.03034918,2.66479717
-4.91345673,3.68075284,2.08017538,1.28053524,0.37825335,0.00444611,0.26055410,0.02948620,2.65916449
-4.90745373,3.67369003,2.10218690,1.27198121,0.38957353,0.00464969,0.25769540,0.02858713,2.65599977
-4.90145073,3.67159358,2.13005334,1.26473039,0.40124474,0.00485703,0.25535023,0.02766571,2.65677440
-4.89544772,3.67622597,2.16491419,1.25952637,0.41325726,0.00506804,0.25367408,0.02673552,2.66286935
-4.88944472,3.68917450,2.20776953,1.25704812,0.42558136,0.00528273,0.25282166,0.02580967,2.67551440
-4.88344172,3.71178225,2.25942919,1.25788175,0.43816669,0.00550113,0.25294191,0.02490040,2.69573218
-4.87743872,3.74508787,2.32046804,1.26249531,0.45094285,0.00572333,0.25417300,0.02401885,2.72428963
-4.87143572,3.78977659,2.39118952,1.27121776,0.46382087,0.00594949,0.25663743,0.02317482,2.76165890
-4.86543272,3.84614464,2.47159881,1.28422294,0.47669569,0.00617978,0.26043756,0.02237661,2.80798925
-4.85942971,3.91407842,2.56138719,1.30151930,0.48944949,0.00641440,0.26565160,0.02163093,2.86309141
-4.85342671,3.99304942,2.65992820,1.32294602,0.50195557,0.00665356,0.27233025,0.02094287,2.92643498
-4.84742371,4.08212506,2.76628614,1.34817552,0.51408267,0.00689742,0.28049421,0.02031598,2.99715920
-4.84142071,4.17999527,2.87923670,1.37672258,0.52569935,0.00714608,0.29013259,0.01975231,3.07409673
-4.83541771,4.28501353,2.99729917,1.40795964,0.53667843,0.00739952,0.30120230,0.01925260,3.15580966
-4.82941471,4.39525115,3.11877920,1.44113781,0.54690097,0.00765757,0.31362855,0.01881645,3.24063628
-4.82341171,4.50856232,3.24182050,1.47541273,0.55625982,0.00791986,0.32730632,0.01844249,3.32674706
-4.81740870,4.62265771,3.36446364,1.50987434,0.56466248,0.00818573,0.34210286,0.01812864,3.41220742
-4.81140570,4.73518353,3.48470969,1.54357931,0.57203325,0.00845424,0.35786101,0.01787232,3.49504504
-4.80540270,4.84380304,3.60058622,1.57558495,0.57831452,0.00872412,0.37440341,0.01767062,3.57331895
-4.79939970,4.94627722,3.71021299,1.60498304,0.58346729,0.00899373,0.39153715,0.01752050,3.64518775
-4.79339670,5.04054146,3.81186470,1.63093236,0.58747093,0.00926104,0.40905892,0.01741895,3.70897419
-4.78739370,5.12477514,3.90402819,1.65268859,0.59032228,0.00952368,0.42676025,0.01736312,3.76322355
-4.78139070,5.19746145,3.98545159,1.66963022,0.59203432,0.00977892,0.44443276,0.01735037,3.80675350
-4.77538769,5.25743501,4.05518355,1.68127957,0.59263426,0.01002376,0.46187309,0.01737832,3.83869357
-4.76938469,5.30391544,4.11260056,1.68731814,0.59216160,0.01025494,0.47888741,0.01744490,3.85851253
-4.76338169,5.33652569,4.15742145,1.68759548,0.59066597,0.01046911,0.49529519,0.01754829,3.86603278
-4.75737869,5.35529456,4.18970834,1.68213167,0.58820504,0.01066284,0.51093228,0.01768686,3.86143133
-4.75137569,5.36064347,4.20985402,1.67111313,0.58484256,0.01083280,0.52565307,0.01785915,3.84522744
-4.74537269,5.35335837,4.21855651,1.65488225,0.58064665,0.01097584,0.53933176,0.01806375,3.81825761
-4.73936968,5.33454832,4.21678205,1.63392145,0.57568825,0.01108915,0.55186275,0.01829922,3.78163931
-4.73336668,5.30559276,4.20571821,1.60883238,0.57004001,0.01117033,0.56316023,0.01856404,3.73672513
-4.72736368,5.26808021,4.18671950,1.58031159,0.56377529,0.01121754,0.57315712,0.01885647,3.68504949
-4.72136068,5.22374128,4.16124823,1.54912350,0.55696760,0.01122958,0.58180350,0.01917459,3.62827050
-4.71535768,5.17437931,4.13081320,1.51607233,0.54969015,0.01120594,0.58906472,0.01951619,3.56810942
-4.70935468,5.12180188,4.09690941,1.48197396,0.54201569,0.01114688,0.59491951,0.01987880,3.50629061
-4.70335168,5.06775633,4.06096154,1.44762912,0.53401643,0.01105344,0.59935809,0.02025976,3.44448438
-4.69734867,5.01387218,4.02427367,1.41379898,0.52576423,0.01092743,0.60238068,0.02065621,3.38425523
-4.69134567,4.96161294,3.98798773,1.38118402,0.51733073,0.01077142,0.60399641,0.02106524,3.32701737
-4.68534267,4.91223900,3.95305196,1.35040695,0.50878772,0.01058867,0.60422287,0.02148400,3.27399924
-4.67933967,4.86678291,3.92020094,1.32200009,0.50020746,0.01038309,0.60308611,0.02190981,3.22621789
-4.67333667,4.82603741,3.88994713,1.29639742,0.49166304,0.01015911,0.60062140,0.02234034,3.18446391
-4.66733367,4.79055592,3.86258416,1.27393121,0.48322882,0.00992163,0.59687428,0.02277379,3.14929668
-4.66133067,4.76066440,3.83820061,1.25483291,0.47498071,0.00967584,0.59190213,0.02320897,3.12104940
-4.65532766,4.73648301,3.81670310,1.23923790,0.46699648,0.00942720,0.58577574,0.02364548,3.09984275
-4.64932466,4.71795534,3.79784656,1.22719313,0.45935590,0.00918123,0.57858092,0.02408380,3.08560567
-4.64332166,4.70488265,3.78126970,1.21866722,0.45214072,0.00894347,0.57041967,0.02452529,3.07810147
-4.63731866,4.69696056,3.76653289,1.21356182,0.44543440,0.00871935,0.56141096,0.02497229,3.07695733
-4.63131566,4.69381534,3.75315637,1.21172363,0.43932153,0.00851408,0.55169064,0.02542796,3.08169506
-4.62531266,4.69503742,3.74065609,1.21295619,0.43388702,0.00833254,0.54141052,0.02589625,3.09176137
-4.61930965,4.70021004,3.72857549,1.21703076,0.42921484,0.00817926,0.53073646,0.02638167,3.10655579
-4.61330665,4.70893123,3.71651123,1.22369576,0.42538644,0.00805827,0.51984546,0.02688912,3.12545503
-4.60730365,4.72082829,3.70413192,1.23268452,0.42247886,0.00797309,0.50892182,0.02742356,3.14783255
-4.60130065,4.73556432,3.69118921,1.24372102,0.42056249,0.00792662,0.49815250,0.02798974,3.17307300
-4.59529765,4.75283703,3.67752102,1.25652371,0.41969868,0.00792114,0.48772189,0.02859190,3.20058126
-4.58929465,4.77237073,3.66304763,1.27080758,0.41993722,0.00795826,0.47780628,0.02923342,3.22978640
-4.58329165,4.79390295,3.64776123,1.28628479,0.42131383,0.00803886,0.46856835,0.02991652,3.26014129
-4.57728864,4.81716732,3.63171066,1.30266427,0.42384776,0.00816314,0.46015193,0.03064203,3.29111872
-4.57128564,4.84187484,3.61498252,1.31965077,0.42753978,0.00833056,0.45267744,0.03140913,3.32220525
-4.56528264,4.86769556,3.59768069,1.33694379,0.43237049,0.00853992,0.44623824,0.03221527,3.35289402
-4.55927964,4.89424264,3.57990575,1.35423697,0.43829921,0.00878933,0.44089819,0.03305605,3.38267782
-4.55327664,4.92106055,3.56173622,1.37121813,0.44526351,0.00907634,0.43669057,0.03392528,3.41104344
-4.54727364,4.94761876,3.54321267,1.38757053,0.45317945,0.00939793,0.43361842,0.03481506,3.43746834
-4.54127064,4.97331189,3.52432616,1.40297521,0.46194253,0.00975064,0.43165640,0.03571600,3.46142032
-4.53526763,4.99746661,3.50501155,1.41711478,0.47142939,0.01013066,0.43075406,0.03661743,3.48236050
-4.52926463,5.01935530,3.48514606,1.42967831,0.48150017,0.01053391,0.43084027,0.03750777,3.49974978
-4.52326163,5.03821576,3.46455319,1.44036736,0.49200149,0.01095618,0.43182876,0.03837488,3.51305852
-4.51725863,5.05327600,3.44301142,1.44890277,0.50276992,0.01139323,0.43362424,0.03920642,3.52177889
-4.51125563,5.06378257,3.42026707,1.45503181,0.51363579,0.01184086,0.43612907,0.03999030,3.52543927
-4.50525263,5.06903097,3.39605047,1.45853546,0.52442728,0.01229506,0.43924975,0.04071504,3.52361978
-4.49924962,5.06839632,3.37009406,1.45923533,0.53497447,0.01275207,0.44290320,0.04137012,3.51596793
-4.49324662,5.06136249,3.34215144,1.45699977,0.54511343,0.01320843,0.44702235,0.04194634,3.50221355
