energy_ev,total_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-6.00000000,0.47619484,0.09790606,0.04821299,0.01662923,0.35395617,0.02434363,0.00000000
-5.99399700,0.48507868,0.10460434,0.04840748,0.01628384,0.35742692,0.02638158,0.00000000
-5.98799400,0.49362303,0.11184598,0.04858821,0.01595201,0.35928891,0.02854522,0.00000000
-5.98199100,0.50180397,0.11957594,0.04875042,0.01564091,0.35959228,0.03082705,0.00000000
-5.97598799,0.50960866,0.12772854,0.04889008,0.01535891,0.35841755,0.03321764,0.00000000
-5.96998499,0.51703158,0.13622752,0.04900380,0.01511532,0.35587085,0.03570534,0.00000000
-5.96398199,0.52407038,0.14498631,0.04908852,0.01492014,0.35207849,0.03827607,0.00000000
-5.95797899,0.53072181,0.15390886,0.04914136,0.01478366,0.34718122,0.04091323,0.00000000
-5.95197599,0.53697796,0.16289081,0.04915939,0.01471606,0.34132836,0.04359764,0.00000000
-5.94597299,0.54282303,0.17182110,0.04913941,0.01472690,0.33467215,0.04630764,0.00000000
-5.93996998,0.54823089,0.18058400,0.04907788,0.01482466,0.32736260,0.04901925,0.00000000
-5.93396698,0.55316343,0.18906133,0.04897080,0.01501623,0.31954294,0.05170644,0.00000000
-5.92796398,0.55757000,0.19713500,0.04881371,0.01530643,0.31134594,0.05434146,0.00000000
-5.92196098,0.56138776,0.20468965,0.04860180,0.01569760,0.30289112,0.05689526,0.00000000
-5.91595798,0.56454296,0.21161532,0.04833002,0.01618926,0.29428293,0.05933799,0.00000000
-5.90995498,0.56695313,0.21781001,0.04799324,0.01677785,0.28560981,0.06163951,0.00000000
-5.90395198,0.56852986,0.22318213,0.04758652,0.01745655,0.27694408,0.06376996,0.00000000
-5.89794897,0.56918211,0.22765260,0.04710534,0.01821529,0.26834263,0.06570032,0.00000000
-5.89194597,0.56881979,0.23115663,0.04654588,0.01904085,0.25984801,0.06740303,0.00000000
-5.88594297,0.56735750,0.23364508,0.04590521,0.01991705,0.25149012,0.06885251,0.00000000
-5.87993997,0.56471805,0.23508538,0.04518154,0.02082513,0.24328796,0.07002574,0.00000000
-5.87393697,0.56083584,0.23546196,0.04437441,0.02174427,0.23525163,0.07090276,0.00000000
-5.86793397,0.55565978,0.23477623,0.04348472,0.02265209,0.22738415,0.07146712,0.00000000
-5.86193097,0.54915568,0.23304617,0.04251491,0.02352536,0.21968325,0.07170630,0.00000000
-5.85592796,0.54130822,0.23030541,0.04146884,0.02434069,0.21214287,0.07161206,0.00000000
-5.84992496,0.53212214,0.22660217,0.04035184,0.02507531,0.20475446,0.07118068,0.00000000
-5.84392196,0.52162307,0.22199773,0.03917056,0.02570775,0.19750799,0.07041317,0.00000000
-5.83791896,0.50985766,0.21656488,0.03793284,0.02621860,0.19039272,0.06931532,0.00000000
-5.83191596,0.49689329,0.21038615,0.03664758,0.02659114,0.18339778,0.06789775,0.00000000
-5.82591296,0.48281729,0.20355197,0.03532456,0.02681186,0.17651255,0.06617575,0.00000000
-5.81990995,0.46773580,0.19615889,0.03397426,0.02687095,0.16972699,0.06416906,0.00000000
-5.81390695,0.45177228,0.18830779,0.03260770,0.02676255,0.16303187,0.06190159,0.00000000
-5.80790395,0.43506579,0.18010221,0.03123629,0.02648496,0.15641897,0.05940091,0.00000000
-5.80190095,0.41776894,0.17164671,0.02987168,0.02604061,0.14988138,0.05669781,0.00000000
-5.79589795,0.40004566,0.16304541,0.02852568,0.02543594,0.14341375,0.05382562,0.00000000
-5.78989495,0.38206891,0.15440066,0.02721012,0.02468115,0.13701267,0.05081959,0.00000000
-5.78389195,0.36401802,0.14581177,0.02593678,0.02378975,0.13067702,0.04771612,0.00000000
-5.77788894,0.34607610,0.13737390,0.02471735,0.02277814,0.12440838,0.04455202,0.00000000
-5.77188594,0.32842725,0.12917707,0.02356332,0.02166498,0.11821148,0.04136382,0.00000000
-5.76588294,0.31125368,0.12130525,0.02248596,0.02047059,0.11209451,0.03818697,0.00000000
-5.75987994,0.29473290,0.11383556,0.02149622,0.01921634,0.10606950,0.03505523,0.00000000
-5.75387694,0.27903479,0.10683756,0.02060470,0.01792398,0.10015250,0.03200010,0.00000000
-5.74787394,0.26431888,0.10037265,0.01982155,0.01661512,0.09436372,0.02905026,0.00000000
-5.74187094,0.25073165,0.09449358,0.01915640,0.01531063,0.08872752,0.02623126,0.00000000
