energy_ev,total_up,Cu_p_up,Cu_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.64582291,2.88359820,0.57845500,0.18966067,1.46910554,0.63918840,0.01599286,0.27189379,0.03948269,1.55520252
-5.63981991,2.76119225,0.55880257,0.18202515,1.40926072,0.61126916,0.01563304,0.25828018,0.03681545,1.49140088
-5.63381691,2.63634320,0.53759559,0.17402322,1.34819770,0.58350999,0.01528640,0.24567943,0.03425908,1.42503045
-5.62781391,2.51024409,0.51504092,0.16574513,1.28639993,0.55618306,0.01495060,0.23415682,0.03182742,1.35678466
-5.62181091,2.38415548,0.49138295,0.15728823,1.22441505,0.52956648,0.01462319,0.22377576,0.02953267,1.28740500
-5.61580790,2.25937864,0.46689768,0.14875481,1.16284004,0.50393750,0.01430185,0.21459493,0.02738548,1.21766608
-5.60980490,2.13722742,0.44188577,0.14024987,1.10230443,0.47956556,0.01398457,0.20666543,0.02539500,1.14835982
-5.60380190,2.01899955,0.41666498,0.13187882,1.04345230,0.45670545,0.01366984,0.20002803,0.02356893,1.08027909
-5.59779890,1.90594848,0.39156224,0.12374524,0.98692372,0.43559096,0.01335686,0.19471051,0.02191363,1.01420147
-5.59179590,1.79925658,0.36690573,0.11594877,0.93333645,0.41642909,0.01304561,0.19072540,0.02043417,0.95087374
-5.58579290,1.70001075,0.34301710,0.10858310,0.88326866,0.39939517,0.01273693,0.18806805,0.01913441,0.89099736
-5.57978989,1.60918112,0.32020435,0.10173431,0.83724331,0.38462904,0.01243256,0.18671529,0.01801703,0.83521574
-5.57378689,1.52760367,0.29875537,0.09547942,0.79571473,0.37223241,0.01213507,0.18662464,0.01708362,0.78410333
-5.56778389,1.45596713,0.27893242,0.08988523,0.75905799,0.36226763,0.01184786,0.18773422,0.01633473,0.73815710
-5.56178089,1.39480459,0.26096767,0.08500760,0.72756133,0.35475771,0.01157499,0.18996332,0.01576988,0.69779043
-5.55577789,1.34448998,0.24505984,0.08089095,0.70142176,0.34968774,0.01132113,0.19321371,0.01538766,0.66332956
-5.54977489,1.30523922,0.23137196,0.07756817,0.68074391,0.34700759,0.01109135,0.19737162,0.01518578,0.63501251
-5.54377189,1.27711586,0.22003020,0.07506079,0.66554200,0.34663565,0.01089106,0.20231025,0.01516114,0.61299046
-5.53776888,1.26004070,0.21112368,0.07337945,0.65574470,0.34846360,0.01072582,0.20789287,0.01530997,0.59733127
-5.53176588,1.25380496,0.20470520,0.07252462,0.65120233,0.35236170,0.01060126,0.21397627,0.01562790,0.58802491
-5.52576288,1.25808596,0.20079264,0.07248749,0.65169620,0.35818466,0.01052296,0.22041445,0.01611015,0.58499041
-5.51975988,1.27246485,0.19937100,0.07325103,0.65694944,0.36577755,0.01049643,0.22706243,0.01675160,0.58808400
-5.51375688,1.29644526,0.20039483,0.07479113,0.66663871,0.37498153,0.01052698,0.23377998,0.01754705,0.59710794
-5.50775388,1.32947226,0.20379095,0.07707779,0.68040644,0.38563921,0.01061976,0.24043520,0.01849125,0.61181973
-5.50175088,1.37095053,0.20946128,0.08007629,0.69787294,0.39759926,0.01077973,0.24690770,0.01957917,0.63194113
-5.49574787,1.42026128,0.21728571,0.08374835,0.71864796,0.41072020,0.01101161,0.25309142,0.02080600,0.65716677
-5.48974487,1.47677702,0.22712487,0.08805310,0.74234134,0.42487311,0.01131994,0.25889686,0.02216732,0.68717188
-5.48374187,1.53987384,0.23882275,0.09294798,0.76857242,0.43994325,0.01170897,0.26425275,0.02365908,0.72161895
-5.47773887,1.60894072,0.25220915,0.09838949,0.79697784,0.45583045,0.01218268,0.26910714,0.02527763,0.76016304
-5.47173587,1.68338582,0.26710181,0.10433366,0.82721789,0.47244849,0.01274468,0.27342788,0.02701961,0.80245564
-5.46573287,1.76263958,0.28330848,0.11073647,0.85898104,0.48972338,0.01339809,0.27720249,0.02888183,0.84814704
-5.45972986,1.84615500,0.30062872,0.11755396,0.89198684,0.50759089,0.01414540,0.28043762,0.03086107,0.89688733
-5.45372686,1.93340530,0.31885555,0.12474228,0.92598734,0.52599335,0.01498829,0.28315800,0.03295383,0.94832602
-5.44772386,2.02387963,0.33777704,0.13225750,0.96076711,0.54487618,0.01592745,0.28540510,0.03515604,1.00211070
-5.44172086,2.11707743,0.35717797,0.14005542,0.99614216,0.56418428,0.01696232,0.28723558,0.03746276,1.05788495
-5.43571786,2.21250219,0.37684143,0.14809133,1.03195804,0.58385862,0.01809091,0.28871953,0.03986788,1.11528597
-5.42971486,2.30965556,0.39655063,0.15631974,1.06808744,0.60383332,0.01930957,0.28993877,0.04236378,1.17394226
-5.42371186,2.40803255,0.41609089,0.16469424,1.10442754,0.62403352,0.02061281,0.29098509,0.04494116,1.23347193
-5.41770885,2.50711867,0.43525184,0.17316747,1.14089757,0.64437415,0.02199321,0.29195868,0.04758884,1.29348198
-5.41170585,2.60638969,0.45382994,0.18169137,1.17743672,0.66475985,0.02344137,0.29296668,0.05029371,1.35356904
-5.40570285,2.70531472,0.47163121,0.19021752,1.21400263,0.68508611,0.02494592,0.29412189,0.05304080,1.41332183
-5.39969985,2.80336265,0.48847428,0.19869792,1.25057081,0.70524168,0.02649366,0.29554173,0.05581346,1.47232560
-5.39369685,2.90001239,0.50419354,0.20708591,1.28713476,0.72511204,0.02806982,0.29734726,0.05859371,1.53016865
-5.38769385,2.99476638,0.51864249,0.21533744,1.32370709,0.74458406,0.02965835,0.29966245,0.06136271,1.58645078
-5.38169085,3.08716715,0.53169707,0.22341253,1.36032128,0.76355126,0.03124237,0.30261346,0.06410136,1.64079357
-5.37568784,3.17681583,0.54325883,0.23127686,1.39703401,0.78191966,0.03280469,0.30632786,0.06679101,1.69285197
-5.36968484,3.26339186,0.55325786,0.23890348,1.43392762,0.79961374,0.03432830,0.31093390,0.06941419,1.74232666
-5.36368184,3.34667226,0.56165523,0.24627449,1.47111241,0.81658203,0.03579702,0.31655944,0.07195545,1.78897647
-5.35767884,3.42654926,0.56844483,0.25338244,1.50872823,0.83280204,0.03719607,0.32333076,0.07440211,1.83263011
-5.35167584,3.50304463,0.57365446,0.26023162,1.54694499,0.84828408,0.03851258,0.33137092,0.07674497,1.87319632
-5.34567284,3.57631922,0.57734591,0.26683880,1.58596152,0.86307351,0.03973612,0.34079773,0.07897887,1.91067149
-5.33966983,3.64667644,0.57961408,0.27323351,1.62600237,0.87725120,0.04085905,0.35172125,0.08110311,1.94514416
-5.33366683,3.71455853,0.58058500,0.27945765,1.66731235,0.89093195,0.04187675,0.36424083,0.08312164,1.97679559
-5.32766383,3.78053484,0.58041269,0.28556449,1.71014844,0.90426067,0.04278777,0.37844160,0.08504300,2.00589594
-5.32166083,3.84528200,0.57927494,0.29161686,1.75476920,0.91740648,0.04359375,0.39439066,0.08687996,2.03279584
-5.31565783,3.90955607,0.57736816,0.29768477,1.80142178,0.93055476,0.04429917,0.41213282,0.08864900,2.05791347
-5.30965483,3.97415747,0.57490132,0.30384228,1.85032688,0.94389744,0.04491103,0.43168627,0.09036940,2.08171729
-5.30365183,4.03989007,0.57208941,0.31016396,1.90166230,0.95762197,0.04543827,0.45303820,0.09206216,2.10470520
-5.29764882,4.10751622,0.56914640,0.31672091,1.95554578,0.97189958,0.04589118,0.47614066,0.09374879,2.12738099
-5.29164582,4.17770994,0.56627834,0.32357665,2.01201807,0.98687324,0.04628069,0.50090688,0.09544991,2.15022916
-5.28564282,4.25101078,0.56367655,0.33078306,2.07102727,1.00264622,0.04661760,0.52720838,0.09718382,2.17368949
-5.27963982,4.32778114,0.56151154,0.33837659,2.13241547,1.01927182,0.04691186,0.55487305,0.09896512,2.19813276
-5.27363682,4.40816967,0.55992774,0.34637495,2.19590876,1.03674494,0.04717187,0.58368444,0.10080345,2.22383896
-5.26763382,4.49208317,0.55903945,0.35477459,2.26111153,1.05499615,0.04740388,0.61338267,0.10270240,2.25097948
-5.26163082,4.57916933,0.55892808,0.36354909,2.32750597,1.07388871,0.04761154,0.64366682,0.10465869,2.27960436
-5.25562781,4.66881177,0.55964090,0.37264859,2.39445718,1.09321890,0.04779557,0.67419920,0.10666169,2.30963547
-5.24962481,4.76013837,0.56119146,0.38200038,2.46122431,1.11271985,0.04795364,0.70461130,0.10869332,2.34086635
-5.24362181,4.85204325,0.56356138,0.39151076,2.52697754,1.13206888,0.04808044,0.73451147,0.11072825,2.37296888
-5.23761881,4.94322178,0.56670368,0.40106794,2.59082071,1.15089801,0.04816793,0.76349413,0.11273462,2.40550656
-5.23161581,5.03221725,0.57054738,0.41054603,2.65181868,1.16880743,0.04820576,0.79115021,0.11467501,2.43795387
-5.22561281,5.11747730,0.57500295,0.41980995,2.70902853,1.18538121,0.04818185,0.81707849,0.11650780,2.46972078
-5.21960980,5.19741725,0.57996863,0.42872090,2.76153319,1.20020448,0.04808308,0.84089743,0.11818874,2.50018114
-5.21360680,5.27048732,0.58533698,0.43714221,2.80847600,1.21288143,0.04789607,0.86225694,0.11967272,2.52870346
-5.20760380,5.33524039,0.59100144,0.44494526,2.84909463,1.22305306,0.04760796,0.88084968,0.12091567,2.55468237
-5.20160080,5.39039651,0.59686261,0.45201519,2.88275261,1.23041377,0.04720727,0.89642117,0.12187636,2.57756915
-5.19559780,5.43490108,0.60283382,0.45825596,2.90896686,1.23472613,0.04668457,0.90877848,0.12251823,2.59689960
-5.18959480,5.46797356,0.60884577,0.46359464,2.92742993,1.23583281,0.04603315,0.91779684,0.12281093,2.61231781
-5.18359180,5.48914410,0.61485011,0.46798463,2.93802552,1.23366529,0.04524959,0.92342390,0.12273164,2.62359460
-5.17758879,5.49827634,0.62082166,0.47140764,2.94083673,1.22824867,0.04433406,0.92568148,0.12226613,2.63063962
-5.17158579,5.49557536,0.62675934,0.47387428,2.93614626,1.21970261,0.04329056,0.92466449,0.12140940,2.63350666
-5.16558279,5.48158036,0.63268583,0.47542340,2.92442872,1.20823816,0.04212698,0.92053731,0.12016594,2.63239197
-5.15957979,5.45714281,0.63864586,0.47611997,2.90633529,1.19415078,0.04085490,0.91352756,0.11854966,2.62762576
-5.15357679,5.42339137,0.64470346,0.47605187,2.88267150,1.17780991,0.03948933,0.90391766,0.11658341,2.61965754
-5.14757379,5.38168558,0.65093832,0.47532566,2.85436926,1.15964566,0.03804830,0.89203460,0.11429822,2.60903628
-5.14157079,5.33356099,0.65744128,0.47406156,2.82245448,1.14013333,0.03655225,0.87823833,0.11173223,2.59638632
-5.13556778,5.28066845,0.66430946,0.47238796,2.78801187,1.11977644,0.03502348,0.86290944,0.10892939,2.58238061
-5.12956478,5.22471096,0.67164107,0.47043573,2.75214867,1.09908924,0.03348544,0.84643665,0.10593804,2.56771260
-5.12356178,5.16738083,0.67953011,0.46833263,2.71595893,1.07857939,0.03196202,0.82920462,0.10280939,2.55306807
-5.11755878,5.11030034,0.68806134,0.46619813,2.68049011,1.05873162,0.03047688,0.81158284,0.09959593,2.53909845
-5.11155578,5.05496830,0.69730548,0.46413878,2.64671323,1.03999303,0.02905282,0.79391580,0.09634993,2.52639663
-5.10555278,5.00271467,0.70731490,0.46224451,2.61549804,1.02276058,0.02771114,0.77651497,0.09312197,2.51547630
-5.09954977,4.95466481,0.71811997,0.46058578,2.58759389,1.00737113,0.02647117,0.75965292,0.08995965,2.50675555
-5.09354677,4.91171423,0.72972594,0.45921187,2.56361699,0.99409430,0.02534979,0.74355946,0.08690643,2.50054518
-5.08754377,4.87451430,0.74211075,0.45815020,2.54404419,0.98312834,0.02436112,0.72842005,0.08400060,2.49704189
-5.08154077,4.84346873,0.75522341,0.45740668,2.52921318,0.97459868,0.02351629,0.71437634,0.08127457,2.49632645
-5.07553777,4.81874001,0.76898334,0.45696705,2.51932856,0.96855937,0.02282324,0.70152846,0.07875423,2.49836635
-5.06953477,4.80026478,0.78328050,0.45679901,2.51447310,0.96499669,0.02228674,0.68993894,0.07645866,2.50302275
-5.06353177,4.78777673,0.79797626,0.45685506,2.51462307,0.96383501,0.02190833,0.67963785,0.07439990,2.51006099
-5.05752876,4.78083534,0.81290522,0.45707579,2.51966664,0.96494409,0.02168651,0.67062862,0.07258302,2.51916394
-5.05152576,4.77885874,0.82787774,0.45739349,2.52942395,0.96814763,0.02161687,0.66289442,0.07100636,2.52994773
-5.04552276,4.78115901,0.84268338,0.45773596,2.54366763,0.97323257,0.02169233,0.65640430,0.06966194,2.54197877
-5.03951976,4.78697831,0.85709501,0.45803016,2.56214264,0.97995873,0.02190346,0.65111913,0.06853600,2.55479165
-5.03351676,4.79552426,0.87087373,0.45820581,2.58458412,0.98806836,0.02223878,0.64699674,0.06760973,2.56790709
-5.02751376,4.80600332,0.88377435,0.45819859,2.61073249,0.99729536,0.02268516,0.64399609,0.06686015,2.58084936
-5.02151076,4.81765109,0.89555149,0.45795300,2.64034498,1.00737386,0.02322822,0.64208037,0.06626101,2.59316267
-5.01550775,4.82975875,0.90596604,0.45742471,2.67320305,1.01804594,0.02385273,0.64121887,0.06578386,2.60442607
-5.00950475,4.84169482,0.91479190,0.45658247,2.70911548,1.02906829,0.02454306,0.64138757,0.06539910,2.61426640
-5.00350175,4.85292211,0.92182265,0.45540937,2.74791714,1.04021774,0.02528361,0.64256861,0.06507711,2.62236912
-4.99749875,4.86300930,0.92687816,0.45390367,2.78946359,1.05129560,0.02605923,0.64474867,0.06478932,2.62848659
-4.99149575,4.87163743,0.92981068,0.45207899,2.83362210,1.06213068,0.02685560,0.64791640,0.06450926,2.63244381
-4.98549275,4.87860111,0.93051015,0.44996400,2.88025965,1.07258105,0.02765960,0.65205932,0.06421350,2.63414133
-4.97948974,4.88380486,0.92890869,0.44760167,2.92922874,1.08253460,0.02845965,0.65716011,0.06388248,2.63355540
-4.97348674,4.88725481,0.92498373,0.44504790,2.98035200,1.09190835,0.02924595,0.66319282,0.06350117,2.63073526
-4.96748374,4.88904626,0.91875983,0.44236983,3.03340663,1.10064665,0.03001065,0.67011920,0.06305955,2.62579776
-4.96148074,4.88934764,0.91030886,0.43964363,3.08810962,1.10871841,0.03074800,0.67788520,0.06255289,2.61891936
-4.95547774,4.88838154,0.89974853,0.43695198,3.14410488,1.11611339,0.03145436,0.68641821,0.06198176,2.61032581
-4.94947474,4.88640344,0.88723925,0.43438122,3.20095317,1.12283782,0.03212814,0.69562494,0.06135191,2.60027984
-4.94347174,4.88367914,0.87297934,0.43201821,3.25812574,1.12890946,0.03276963,0.70539031,0.06067377,2.58906719
-4.93746873,4.88046164,0.85719874,0.42994707,3.31500225,1.13435235,0.03338082,0.71557726,0.05996192,2.57698160
-4.93146573,4.87696851,0.84015156,0.42824582,3.37087364,1.13919146,0.03396505,0.72602786,0.05923418,2.56430919
-4.92546273,4.87336064,0.82210750,0.42698303,3.42495001,1.14344748,0.03452667,0.73656536,0.05851075,2.55131294
-4.91945973,4.86972343,0.80334285,0.42621468,3.47637375,1.14713197,0.03507060,0.74699753,0.05781302,2.53821790
-4.91345673,4.86605124,0.78413119,0.42598125,3.52423757,1.15024324,0.03560190,0.75712084,0.05716255,2.52519776
-4.90745373,4.86223612,0.76473429,0.42630523,3.56760704,1.15276289,0.03612530,0.76672570,0.05657980,2.51236352
-4.90145073,4.85806129,0.74539374,0.42718920,3.60554688,1.15465356,0.03664478,0.77560228,0.05608313,2.49975471
-4.89544772,4.85320014,0.72632349,0.42861453,3.63715023,1.15585772,0.03716317,0.78354692,0.05568770,2.48733381
-4.88944472,4.84722090,0.70770393,0.43054085,3.66156967,1.15629784,0.03768178,0.79036875,0.05540463,2.47498419
-4.88344172,4.83959734,0.68967742,0.43290638,3.67804889,1.15587783,0.03820015,0.79589639,0.05524034,2.46251181
-4.87743872,4.82972501,0.67234587,0.43562905,3.68595374,1.15448581,0.03871587,0.79998436,0.05519604,2.44965085
-4.87143572,4.81694293,0.65577013,0.43860858,3.68480133,1.15199810,0.03922453,0.80251897,0.05526754,2.43607311
-4.86543272,4.80055987,0.63997139,0.44172934,3.67428594,1.14828434,0.03971974,0.80342357,0.05544528,2.42140091
-4.85942971,4.77988443,0.62493438,0.44486403,3.65430070,1.14321352,0.04019329,0.80266281,0.05571465,2.40522318
-4.85342671,4.75425768,0.61061229,0.44787796,3.62495388,1.13666060,0.04063543,0.80024575,0.05605652,2.38711398
-4.84742371,4.72308725,0.59693300,0.45063388,3.58657919,1.12851362,0.04103521,0.79622785,0.05644802,2.36665284
-4.84142071,4.68588133,0.58380630,0.45299715,3.53973949,1.11868086,0.04138092,0.79071155,0.05686356,2.34344603
-4.83541771,4.64228121,0.57113188,0.45484098,3.48522350,1.10709769,0.04166059,0.78384555,0.05727590,2.31714794
-4.82941471,4.59209098,0.55880744,0.45605174,3.42403577,1.09373298,0.04186255,0.77582273,0.05765738,2.28748144
-4.82341171,4.53530292,0.54673661,0.45653382,3.35737990,1.07859458,0.04197591,0.76687690,0.05798124,2.25425664
-4.81740870,4.47211739,0.53483641,0.45621417,3.28663566,1.06173368,0.04199113,0.75727825,0.05822282,2.21738683
-4.81140570,4.40295626,0.52304366,0.45504608,3.21333069,1.04324781,0.04190046,0.74732794,0.05836077,2.17690116
-4.80540270,4.32846901,0.51132029,0.45301212,3.13910770,1.02328234,0.04169838,0.73735167,0.05837812,2.13295323
-4.79939970,4.24953093,0.49965713,0.45012622,3.06568810,1.00203026,0.04138186,0.72769275,0.05826313,2.08582531
-4.79339670,4.16723334,0.48807621,0.44643458,2.99483331,0.97973024,0.04095057,0.71870457,0.05801000,2.03592772
-4.78739370,4.08286573,0.47663134,0.44201552,2.92830477,0.95666307,0.04040702,0.71074279,0.05761926,1.98379354
-4.78139070,3.99789031,0.46540716,0.43697823,2.86782384,0.93314638,0.03975643,0.70415750,0.05709796,1.93006852
-4.77538769,3.91390960,0.45451658,0.43146042,2.81503258,0.90952793,0.03900666,0.69928541,0.05645953,1.87549671
-4.76938469,3.83262797,0.44409689,0.42562488,2.77145643,0.88617764,0.03816792,0.69644226,0.05572342,1.82090210
-4.76338169,3.75580831,0.43430469,0.41965520,2.73846969,0.86347854,0.03725241,0.69591562,0.05491447,1.76716714
-4.75737869,3.68522506,0.42530988,0.41375066,2.71726426,0.84181702,0.03627395,0.69795826,0.05406205,1.71520852
-4.75137569,3.62261514,0.41728903,0.40812049,2.70882257,0.82157267,0.03524744,0.70278198,0.05319904,1.66595146
-4.74537269,3.56962819,0.41041831,0.40297771,2.71389475,0.80310793,0.03418845,0.71055229,0.05236063,1.62030301
-4.73936968,3.52777775,0.40486639,0.39853269,2.73298062,0.78675807,0.03311272,0.72138375,0.05158308,1.57912551
-4.73336668,3.49839471,0.40078752,0.39498664,2.76631644,0.77282162,0.03203566,0.73533617,0.05090239,1.54321093
-4.72736368,3.48258458,0.39831501,0.39252532,2.81386664,0.76155164,0.03097201,0.75241164,0.05035302,1.51325695
-4.72136068,3.48118983,0.39755534,0.39131303,2.87532051,0.75314811,0.02993541,0.77255255,0.04996664,1.48984557
-4.71535768,3.49475837,0.39858320,0.39148714,2.95009364,0.74775153,0.02893822,0.79564050,0.04977099,1.47342481
-4.70935468,3.52351917,0.40143743,0.39315337,3.03733432,0.74543808,0.02799123,0.82149621,0.04978892,1.46429409
-4.70335168,3.56736587,0.40611813,0.39638187,3.13593442,0.74621631,0.02710358,0.84988047,0.05003756,1.46259368
-4.69734867,3.62584871,0.41258495,0.40120435,3.24454496,0.75002554,0.02628272,0.88049616,0.05052773,1.46829856
-4.69134567,3.69817540,0.42075652,0.40761222,3.36159602,0.75673600,0.02553438,0.91299138,0.05126352,1.48121664
-4.68534267,3.78322071,0.43051128,0.41555597,3.48532085,0.76615065,0.02486267,0.94696365,0.05224217,1.50099171
-4.67933967,3.87954503,0.44168933,0.42494565,3.61378414,0.77800871,0.02427017,0.98196532,0.05345409,1.52711063
-4.67333667,3.98542120,0.45409552,0.43565261,3.74491396,0.79199078,0.02375803,1.01751009,0.05488315,1.55891484
-4.66733367,4.09886931,0.46750356,0.44751234,3.87653729,0.80772537,0.02332610,1.05308060,0.05650711,1.59561570
-4.66133067,4.21769857,0.48166103,0.46032842,4.00641852,0.82479693,0.02297310,1.08813713,0.05829832,1.63631327
-4.65532766,4.33955531,0.49629519,0.47387744,4.13230052,0.84275482,0.02269666,1.12212722,0.06022444,1.68001806
-4.64932466,4.46197591,0.51111941,0.48791474,4.25194759,0.86112342,0.02249349,1.15449604,0.06224936,1.72567505
-4.64332166,4.58244340,0.52583999,0.50218081,4.36318935,0.87941287,0.02235938,1.18469745,0.06433422,1.77218944
