energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up
-5.86793397,4.99777495,0.18956378,0.07785328,0.94181610,0.65686052,1.66341559,0.70711567,0.08467623,2.39330757
-5.86193097,4.86666564,0.18551970,0.07554571,0.92269093,0.63761442,1.61857388,0.69645200,0.07865014,2.33391445
-5.85592796,4.72795807,0.18102753,0.07313847,0.90203438,0.61697711,1.57069226,0.68426568,0.07276736,2.27108108
-5.84992496,4.58171846,0.17611764,0.07063637,0.87979261,0.59505411,1.51982798,0.67051088,0.06706726,2.20470900
-5.84392196,4.42811491,0.17082051,0.06804416,0.85592541,0.57196809,1.46609056,0.65515881,0.06158524,2.13476000
-5.83791896,4.26743845,0.16516693,0.06536703,0.83041283,0.54785741,1.40964413,0.63820369,0.05635243,2.06126924
-5.83191596,4.10012162,0.15918842,0.06261113,0.80326140,0.52287437,1.35070815,0.61966843,0.05139573,1.98435658
-5.82591296,3.92675363,0.15291775,0.05978396,0.77450955,0.49718348,1.28955638,0.59960949,0.04673800,1.90423552
-5.81990995,3.74809095,0.14638949,0.05689477,0.74423197,0.47095954,1.22651417,0.57812088,0.04239852,1.82121931
-5.81390695,3.56506267,0.13964051,0.05395471,0.71254250,0.44438570,1.16195408,0.55533686,0.03839356,1.73572394
-5.80790395,3.37877015,0.13271044,0.05097700,0.67959559,0.41765138,1.09628995,0.53143331,0.03473715,1.64826770
-5.80190095,3.19048079,0.12564195,0.04797685,0.64558595,0.39095007,1.02996957,0.50662772,0.03144189,1.55946749
-5.79589795,3.00161588,0.11848082,0.04497136,0.61074655,0.36447716,0.96346620,0.48117763,0.02851991,1.47003188
-5.78989495,2.81373325,0.11127585,0.04197919,0.57534505,0.33842757,0.89726922,0.45537779,0.02598381,1.38075123
-5.78389195,2.62850517,0.10407845,0.03902029,0.53967868,0.31299349,0.83187422,0.42955613,0.02384764,1.29248539
-5.77788894,2.44769256,0.09694211,0.03611539,0.50406800,0.28836210,0.76777291,0.40406866,0.02212773,1.20614942
-5.77188594,2.27311647,0.08992161,0.03328556,0.46884969,0.26471335,0.70544318,0.37929360,0.02084356,1.12269790
-5.76588294,2.10662796,0.08307207,0.03055169,0.43436880,0.24221789,0.64533960,0.35562496,0.02001839,1.04310847
-5.75987994,1.95007729,0.07644793,0.02793401,0.40097076,0.22103516,0.58788483,0.33346575,0.01967980,0.96836505
-5.75387694,1.80528354,0.07010188,0.02545161,0.36899353,0.20131175,0.53346206,0.31322113,0.01985992,0.89944126
-5.74787394,1.67400504,0.06408374,0.02312203,0.33876006,0.18317992,0.48240876,0.29529148,0.02059552,0.83728434
-5.74187094,1.55791137,0.05843946,0.02096085,0.31057156,0.16675641,0.43501184,0.28006563,0.02192773,0.78279986
-5.73586793,1.45855699,0.05321015,0.01898145,0.28470146,0.15214152,0.39150428,0.26791434,0.02390149,0.73683716
-5.72986493,1.37735657,0.04843129,0.01719474,0.26139047,0.13941835,0.35206330,0.25918384,0.02656469,0.70017569
-5.72386193,1.31556174,0.04413212,0.01560905,0.24084257,0.12865221,0.31680981,0.25418965,0.02996685,0.67351197
-5.71785893,1.27423895,0.04033513,0.01422999,0.22322203,0.11989023,0.28580914,0.25321051,0.03415761,0.65744701
-5.71185593,1.25424821,0.03705577,0.01306050,0.20865142,0.11316092,0.25907282,0.25648233,0.03918473,0.65247405
-5.70585293,1.25622208,0.03430234,0.01210080,0.19721039,0.10847382,0.23656120,0.26419227,0.04509183,0.65896643
-5.69984992,1.28054492,0.03207599,0.01134852,0.18893523,0.10581911,0.21818662,0.27647271,0.05191593,0.67716536
-5.69384692,1.32733242,0.03037086,0.01079879,0.18381903,0.10516715,0.20381706,0.29339546,0.05968471,0.70716788
-5.68784392,1.39641145,0.02917439,0.01044434,0.18181226,0.10646795,0.19328000,0.31496601,0.06841364,0.74891494
-5.68184092,1.48730106,0.02846761,0.01027564,0.18282378,0.10965065,0.18636631,0.34111816,0.07810322,0.80218011
-5.67583792,1.59919539,0.02822560,0.01028110,0.18672219,0.11462299,0.18283420,0.37170924,0.08873624,0.86655931
-5.66983492,1.73094964,0.02841792,0.01044722,0.19333741,0.12127084,0.18241305,0.40651613,0.10027535,0.94146239
-5.66383192,1.88107068,0.02900917,0.01075877,0.20246267,0.12945803,0.18480720,0.44523248,0.11266099,1.02610721
-5.65782891,2.04771366,0.02995950,0.01119898,0.21385676,0.13902636,0.18969971,0.48746748,0.12580989,1.11951716
-5.65182591,2.22868638,0.03122521,0.01174986,0.22724685,0.14979614,0.19675619,0.53274646,0.13961428,1.22052300
-5.64582291,2.42146286,0.03275936,0.01239237,0.24233174,0.16156721,0.20562876,0.58051378,0.15394182,1.32776986
-5.63981991,2.62320730,0.03451246,0.01310682,0.25878582,0.17412068,0.21596022,0.63013811,0.16863646,1.43973003
-5.63381691,2.83080953,0.03643311,0.01387319,0.27626373,0.18722136,0.22738863,0.68092040,0.18352028,1.55472207
-5.62781391,3.04093223,0.03846887,0.01467155,0.29440587,0.20062098,0.23955220,0.73210464,0.19839620,1.67093653
-5.62181091,3.25006979,0.04056696,0.01548253,0.31284464,0.21406224,0.25209471,0.78289118,0.21305172,1.78646796
-5.61580790,3.45461817,0.04267523,0.01628787,0.33121163,0.22728355,0.26467124,0.83245260,0.22726351,1.89935313
-5.60980490,3.65095412,0.04474301,0.01707093,0.34914542,0.24002451,0.27695440,0.87995175,0.24080263,2.00761423
-5.60380190,3.83552197,0.04672208,0.01781736,0.36630014,0.25203184,0.28864074,0.92456140,0.25344051,2.10930632
-5.59779890,4.00492512,0.04856768,0.01851571,0.38235438,0.26306575,0.29945740,0.96548499,0.26495510,2.20256727
-5.59179590,4.15601937,0.05023947,0.01915810,0.39702044,0.27290636,0.30916861,1.00197780,0.27513731,2.28566866
-5.58579290,4.28600457,0.05170247,0.01974084,0.41005348,0.28136011,0.31758201,1.03336768,0.28379722,2.35706567
-5.57978989,4.39251116,0.05292802,0.02026513,0.42126038,0.28826572,0.32455451,1.05907467,0.29076995,2.41544416
-5.57378689,4.47367796,0.05389459,0.02073764,0.43050800,0.29349969,0.32999738,1.07862865,0.29592088,2.45976286
-5.56778389,4.52821814,0.05458855,0.02117105,0.43773049,0.29698090,0.33388049,1.09168437,0.29915004,2.48928894
-5.56178089,4.55547033,0.05500477,0.02158455,0.44293538,0.29867415,0.33623530,1.09803310,0.30039536,2.50362546
-5.55577789,4.55543250,0.05514712,0.02200422,0.44620814,0.29859263,0.33715664,1.09761049,0.29963477,2.50272927
-5.54977489,4.52877714,0.05502877,0.02246332,0.44771496,0.29679898,0.33680294,1.09050028,0.29688698,2.48691863
-5.54377189,4.47684659,0.05467235,0.02300240,0.44770360,0.29340510,0.33539489,1.07693357,0.29221095,2.45686999
-5.53776888,4.40162850,0.05410989,0.02366933,0.44650210,0.28857045,0.33321248,1.05728369,0.28570394,2.41360384
-5.53176588,4.30571201,0.05338257,0.02451907,0.44451520,0.28249920,0.33059037,1.03205688,0.27749845,2.35846018
-5.52576288,4.19222610,0.05254035,0.02561334,0.44221855,0.27543601,0.32791157,1.00187900,0.26775802,2.29306428
-5.51975988,4.06476196,0.05164132,0.02701998,0.44015057,0.26766081,0.32559964,0.96747879,0.25667213,2.21928392
-5.51375688,3.92728209,0.05075097,0.02881216,0.43890213,0.25948261,0.32410938,0.92966841,0.24445042,2.13917970
-5.50775388,3.78401902,0.04994119,0.03106730,0.43910408,0.25123263,0.32391626,0.88932167,0.23131649,2.05494986
-5.50175088,3.63936673,0.04928924,0.03386572,0.44141292,0.24325681,0.32550470,0.84735100,0.21750152,1.96887180
-5.49574787,3.49776823,0.04887648,0.03728909,0.44649475,0.23590804,0.32935559,0.80468370,0.20323795,1.88324174
-5.48974487,3.36360249,0.04878702,0.04141851,0.45500777,0.22953824,0.33593310,0.76223837,0.18875348,1.80031479
-5.48374187,3.24107391,0.04910624,0.04633250,0.46758390,0.22449044,0.34567132,0.72090215,0.17426556,1.72224698
-5.47773887,3.13410719,0.04991922,0.05210461,0.48480960,0.22109103,0.35896086,0.68150949,0.15997660,1.65104090
-5.47173587,3.04625039,0.05130910,0.05880095,0.50720670,0.21964241,0.37613596,0.64482290,0.14606992,1.58849649
-5.46573287,2.98058831,0.05335529,0.06647759,0.53521357,0.22041597,0.39746237,0.61151623,0.13270665,1.53616816
-5.45972986,2.93966829,0.05613177,0.07517791,0.56916723,0.22364572,0.42312651,0.58216086,0.12002355,1.49532917
-5.45372686,2.92544000,0.05970521,0.08492995,0.60928717,0.22952254,0.45322627,0.55721490,0.10813170,1.46694425
-5.44772386,2.93921041,0.06413315,0.09574401,0.65566132,0.23818911,0.48776384,0.53701572,0.09711615,1.45165070
-5.44172086,2.98161496,0.06946227,0.10761042,0.70823494,0.24973575,0.52664099,0.52177573,0.08703626,1.44974850
-5.43571786,3.05260535,0.07572656,0.12049777,0.76680300,0.26419708,0.56965709,0.51158145,0.07792689,1.46119945
-5.42971486,3.15145430,0.08294575,0.13435157,0.83100662,0.28154969,0.61651007,0.50639571,0.06980003,1.48563510
-5.42371186,3.27677702,0.09112379,0.14909358,0.90033389,0.30171088,0.66680053,0.50606282,0.06264698,1.52237321
-5.41770885,3.42656895,0.10024757,0.16462186,0.97412561,0.32453853,0.72003899,0.51031653,0.05644082,1.57044221
-5.41170585,3.59825889,0.11028587,0.18081152,1.05158581,0.34983215,0.77565610,0.51879034,0.05113913,1.62861280
-5.40570285,3.78877608,0.12118863,0.19751637,1.13179723,0.37733519,0.83301570,0.53103001,0.04668677,1.69543579
-5.39969985,3.99462966,0.13288652,0.21457136,1.21374128,0.40673864,0.89143019,0.54650782,0.04301866,1.76928506
-5.39369685,4.21199830,0.14529103,0.23179581,1.29632216,0.43768588,0.95017771,0.56463814,0.04006247,1.84840426
-5.38769385,4.43682739,0.15829482,0.24899731,1.37839423,0.46977871,1.00852051,0.58479393,0.03774120,1.93095592
-5.38169085,4.66493106,0.17177276,0.26597628,1.45879185,0.50258460,1.06572380,0.60632368,0.03597548,2.01507124
-5.37568784,4.89209580,0.18558322,0.28253085,1.53636042,0.53564484,1.12107417,0.62856845,0.03468566,2.09889917
-5.36968484,5.11418247,0.19957006,0.29846203,1.60998761,0.56848357,1.17389694,0.65087826,0.03379366,2.18065299
-5.36368184,5.32722326,0.21356494,0.31357888,1.67863328,0.60061738,1.22357161,0.67262767,0.03322448,2.25865300
-5.35767884,5.52751069,0.22739017,0.32770344,1.74135696,0.63156526,1.26954475,0.69322999,0.03290747,2.33136381
-5.35167584,5.71167552,0.24086188,0.34067525,1.79734170,0.66085863,1.31133992,0.71214967,0.03277737,2.39742524
-5.34567284,5.87675129,0.25379356,0.35235519,1.84591314,0.68805112,1.34856412,0.72891267,0.03277497,2.45567576
-5.33966983,6.02022362,0.26599983,0.36262854,1.88655319,0.71272784,1.38091073,0.74311450,0.03284767,2.50516801
-5.33366683,6.14006312,0.27730036,0.37140705,1.91890755,0.73451388,1.40815899,0.75442575,0.03294973,2.54517626
-5.32766383,6.23474155,0.28752380,0.37862996,1.94278712,0.75308175,1.43017023,0.76259514,0.03304234,2.57519593
-5.32166083,6.30323161,0.29651169,0.38426402,1.95816318,0.76815755,1.44688136,0.76745002,0.03309353,2.59493577
-5.31565783,6.34499158,0.30412211,0.38830238,1.96515691,0.77952583,1.45829623,0.76889459,0.03307791,2.60430365
-5.30965483,6.35993668,0.31023311,0.39076260,1.96402397,0.78703282,1.46447552,0.76690596,0.03297633,2.60338720
-5.30365183,6.34839953,0.31474564,0.39168392,1.95513511,0.79058819,1.46552599,0.76152850,0.03277538,2.59243058
-5.29764882,6.31108266,0.31758606,0.39112377,1.93895410,0.79016527,1.46158990,0.75286675,0.03246686,2.57180903
-5.29164582,6.24900593,0.31870798,0.38915407,1.91601406,0.78579978,1.45283526,0.74107737,0.03204718,2.54200280
-5.28564282,6.16345217,0.31809351,0.38585727,1.88689380,0.77758723,1.43944759,0.72636053,0.03151678,2.50357169
-5.27963982,6.05591365,0.31575375,0.38132253,1.85219519,0.76567913,1.42162362,0.70895116,0.03087946,2.45713182
-5.27363682,5.92804208,0.31172866,0.37564215,1.81252293,0.75027819,1.39956731,0.68911048,0.03014184,2.40333539
-5.26763382,5.78160419,0.30608612,0.36890855,1.76846736,0.73163275,1.37348818,0.66711804,0.02931275,2.34285438
-5.26163082,5.61844405,0.29892037,0.36121185,1.72059131,0.71003054,1.34360198,0.64326461,0.02840275,2.27636845
-5.25562781,5.44045318,0.29034979,0.35263816,1.66942104,0.68579214,1.31013329,0.61784608,0.02742366,2.20455720
-5.24962481,5.24954840,0.28051421,0.34326865,1.61544161,0.65926424,1.27331977,0.59115832,0.02638818,2.12809645
-5.24362181,5.04765686,0.26957162,0.33317934,1.55909628,0.63081276,1.23341741,0.56349322,0.02530956,2.04765800
-5.23761881,4.83670736,0.25769462,0.32244158,1.50078952,0.60081630,1.19070616,0.53513569,0.02420134,1.96391215
-5.23161581,4.61862643,0.24506664,0.31112308,1.44089290,0.56965967,1.14549542,0.50636152,0.02307719,1.87753198
-5.22561281,4.39533758,0.23187791,0.29928924,1.37975311,0.53772788,1.09812870,0.47743596,0.02195076,1.78919839
-5.21960980,4.16876190,0.21832156,0.28700485,1.31770100,0.50540053,1.04898686,0.44861282,0.02083556,1.69960503
-5.21360680,3.94081834,0.20458970,0.27433576,1.25506082,0.47304667,0.99848968,0.42013392,0.01974496,1.60946209
-5.20760380,3.71342227,0.19086978,0.26135034,1.19215872,0.44102015,0.94709533,0.39222860,0.01869211,1.51949828
-5.20160080,3.48848089,0.17734111,0.24812088,1.12932973,0.40965558,0.89529760,0.36511335,0.01768995,1.43046049
-5.19559780,3.26788491,0.16417189,0.23472431,1.06692262,0.37926473,0.84362100,0.33899119,0.01675118,1.34311065
-5.18959480,3.05349600,0.15151648,0.22124272,1.00530214,0.35013345,0.79261373,0.31405091,0.01588826,1.25821991
-5.18359180,2.84712995,0.13951319,0.20776308,0.94484858,0.32251917,0.74283892,0.29046608,0.01511337,1.17656012
-5.17758879,2.65053609,0.12828252,0.19437667,0.88595450,0.29664880,0.69486441,0.26839383,0.01443836,1.09889293
-5.17158579,2.46537366,0.11792586,0.18117783,0.82901890,0.27271720,0.64925151,0.24797349,0.01387471,1.02595717
-5.16558279,2.29318616,0.10852459,0.16826240,0.77443926,0.25088597,0.60654324,0.22932517,0.01343347,0.95845493
-5.15957979,2.13537493,0.10013964,0.15572579,0.72260187,0.23128284,0.56725242,0.21254838,0.01312517,0.89703714
-5.15357679,1.99317321,0.09281151,0.14366087,0.67387114,0.21400137,0.53185022,0.19772087,0.01295981,0.84228942
-5.14757379,1.86762218,0.08656057,0.13215577,0.62857855,0.19910116,0.50075537,0.18489775,0.01294676,0.79471873
-5.14157079,1.75954998,0.08138776,0.12129170,0.58701184,0.18660841,0.47432452,0.17411108,0.01309477,0.75474173
-5.13556778,1.66955517,0.07727560,0.11114098,0.54940522,0.17651695,0.45284399,0.16536999,0.01341199,0.72267518
-5.12956478,1.59799530,0.07418949,0.10176531,0.51593104,0.16878967,0.43652313,0.15866150,0.01390604,0.69872909
-5.12356178,1.54498155,0.07207922,0.09321436,0.48669340,0.16336039,0.42548945,0.15395199,0.01458414,0.68300272
-5.11755878,1.51037972,0.07088076,0.08552478,0.46172420,0.16013610,0.41978555,0.15118939,0.01545328,0.67548399
-5.11155578,1.49381800,0.07051827,0.07871966,0.44098163,0.15899961,0.41936811,0.15030613,0.01652052,0.67605206
-5.10555278,1.49470128,0.07090619,0.07280834,0.42435135,0.15981267,0.42410860,0.15122269,0.01779330,0.68448330
-5.09954977,1.51223178,0.07195158,0.06778674,0.41165021,0.16241929,0.43379604,0.15385169,0.01927983,0.70046038
-5.09354677,1.54543533,0.07355650,0.06363799,0.40263246,0.16664953,0.44814145,0.15810241,0.02098958,0.72358421
-5.08754377,1.59319258,0.07562046,0.06033341,0.39699795,0.17232338,0.46678409,0.16388553,0.02293367,0.75338828
-5.08154077,1.65427384,0.07804287,0.05783379,0.39440220,0.17925492,0.48929916,0.17111781,0.02512544,0.78935499
-5.07553777,1.72737653,0.08072547,0.05609083,0.39446767,0.18725648,0.51520703,0.17972662,0.02758088,0.83093321
-5.06953477,1.81116354,0.08357457,0.05504869,0.39679587,0.19614274,0.54398352,0.18965392,0.03031901,0.87755640
-5.06353177,1.90430110,0.08650315,0.05464568,0.40097972,0.20573467,0.57507111,0.20085948,0.03336224,0.92866057
-5.05752876,2.00549438,0.08943265,0.05481588,0.40661566,0.21586308,0.60789087,0.21332315,0.03673650,0.98370113
-5.05152576,2.11351938,0.09229445,0.05549069,0.41331498,0.22637175,0.64185448,0.22704583,0.04047121,1.04216794
-5.04552276,2.22724928,0.09503094,0.05660035,0.42071399,0.23711994,0.67637638,0.24204910,0.04459912,1.10359765
-5.03951976,2.34567417,0.09759611,0.05807523,0.42848250,0.24798413,0.71088525,0.25837326,0.04915573,1.16758265
-5.03351676,2.46791279,0.09995574,0.05984701,0.43633046,0.25885901,0.74483477,0.27607378,0.05417859,1.23377608
-5.02751376,2.59321576,0.10208699,0.06184961,0.44401242,0.26965747,0.77771314,0.29521626,0.05970616,1.30189237
-5.02151076,2.72095969,0.10397762,0.06401996,0.45132976,0.28030988,0.80905106,0.31586985,0.06577651,1.37170325
-5.01550775,2.85063255,0.10562470,0.06629859,0.45813071,0.29076230,0.83842796,0.33809954,0.07242560,1.44302906
-5.00950475,2.98181070,0.10703305,0.06862996,0.46430823,0.30097406,0.86547631,0.36195744,0.07968537,1.51572591
-5.00350175,3.11412902,0.10821327,0.07096267,0.46979600,0.31091463,0.88988388,0.38747363,0.08758166,1.58966900
-4.99749875,3.24724543,0.10917973,0.07324955,0.47456280,0.32056000,0.91139405,0.41464684,0.09613187,1.66473320
-4.99149575,3.38080224,0.10994840,0.07544753,0.47860575,0.32988883,0.92980441,0.44343564,0.10534272,1.74077175
-4.98549275,3.51438637,0.11053487,0.07751753,0.48194269,0.33887855,0.94496364,0.47375055,0.11520792,1.81759446
-4.97948974,3.64749125,0.11095239,0.07942425,0.48460433,0.34750165,0.95676725,0.50544757,0.12570609,1.89494676
-4.97348674,3.77948281,0.11121040,0.08113591,0.48662648,0.35572253,0.96515251,0.53832369,0.13679896,1.97249099
-4.96748374,3.90957222,0.11131328,0.08262408,0.48804302,0.36349486,0.97009290,0.57211474,0.14842986,2.04979126
-4.96148074,4.03679742,0.11125969,0.08386344,0.48887969,0.37075997,0.97159264,0.60649575,0.16052286,2.12630316
-4.95547774,4.16001526,0.11104229,0.08483171,0.48914929,0.37744614,0.96968161,0.64108428,0.17298243,2.20136935
-4.94947474,4.27790532,0.11064808,0.08550958,0.48884839,0.38346901,0.96441099,0.67544637,0.18569376,2.27422150
-4.94347174,4.38898608,0.11005906,0.08588073,0.48795566,0.38873303,0.95584994,0.70910536,0.19852393,2.34398925
-4.93746873,4.49164298,0.10925347,0.08593199,0.48643187,0.39313399,0.94408340,0.74155305,0.21132373,2.40971581
-4.93146573,4.58416760,0.10820722,0.08565345,0.48422154,0.39656241,0.92921099,0.77226291,0.22393024,2.47037997
-4.92546273,4.66480616,0.10689567,0.08503877,0.48125587,0.39890769,0.91134703,0.80070480,0.23617013,2.52492350
-4.91945973,4.73181525,0.10529541,0.08408538,0.47745693,0.40006271,0.89062143,0.82636057,0.24786360,2.57228291
-4.91345673,4.78352187,0.10338614,0.08279478,0.47274262,0.39992870,0.86718117,0.84873984,0.25882869,2.61142396
-4.90745373,4.81838500,0.10115234,0.08117273,0.46703206,0.39842003,0.84119207,0.86739541,0.26888602,2.64137741
-4.90145073,4.83505545,0.09858477,0.07922949,0.46025123,0.39546871,0.81284051,0.88193734,0.27786370,2.66127415
-4.89544772,4.83243095,0.09568159,0.07697981,0.45233819,0.39102833,0.78233471,0.89204543,0.28560209,2.67037810
-4.88944472,4.80970378,0.09244914,0.07444298,0.44324786,0.38507718,0.74990531,0.89747926,0.29195852,2.66811522
-4.88344172,4.76639846,0.08890231,0.07164261,0.43295594,0.37762045,0.71580499,0.89808560,0.29681145,2.65409722
-4.87743872,4.70239788,0.08506439,0.06860635,0.42146180,0.36869134,0.68030697,0.89380280,0.30006415,2.62813899
-4.87143572,4.61795652,0.08096657,0.06536545,0.40879017,0.35835107,0.64370233,0.88466208,0.30164763,2.59026885
-4.86543272,4.51370038,0.07664705,0.06195416,0.39499172,0.34668781,0.60629621,0.87078576,0.30152269,2.54073134
-4.85942971,4.39061397,0.07214982,0.05840908,0.38014239,0.33381451,0.56840292,0.85238252,0.29968112,2.47998252
-4.85342671,4.25001495,0.06752316,0.05476836,0.36434165,0.31986597,0.53034035,0.82974011,0.29614589,2.40867819
-4.84742371,4.09351816,0.06281810,0.05107085,0.34770982,0.30499500,0.49242375,0.80321581,0.29097037,2.32765564
-4.84142071,3.92299071,0.05808666,0.04735528,0.33038464,0.28936819,0.45495937,0.77322517,0.28423671,2.23791008
-4.83541771,3.74050048,0.05338025,0.04365939,0.31251732,0.27316131,0.41823814,0.74022953,0.27605331,2.14056667
-4.82941471,3.54826034,0.04874812,0.04001913,0.29426823,0.25655455,0.38252983,0.70472285,0.26655161,2.03684972
-4.82341171,3.34857058,0.04423594,0.03646795,0.27580257,0.23972796,0.34807786,0.66721849,0.25588229,1.92805021
-4.81740870,3.14376183,0.03988471,0.03303625,0.25728611,0.22285707,0.31509511,0.62823628,0.24421104,1.81549307
-4.81140570,2.93614075,0.03572985,0.02975085,0.23888130,0.20610903,0.28376082,0.58829041,0.23171408,1.70050544
-4.80540270,2.72794013,0.03180060,0.02663473,0.22074377,0.18963926,0.25421869,0.54787853,0.21857361,1.58438695
-4.79939970,2.52127516,0.02811972,0.02370688,0.20301950,0.17358878,0.22657631,0.50747232,0.20497330,1.46838306
-4.79339670,2.31810675,0.02470341,0.02098234,0.18584257,0.15808219,0.20090567,0.46750969,0.19109402,1.35366211
-4.78739370,2.12021289,0.02156155,0.01847237,0.16933369,0.14322645,0.17724497,0.42838885,0.17710993,1.24129658
-4.78139070,1.92916814,0.01869811,0.01618482,0.15359941,0.12911023,0.15560125,0.39046419,0.16318500,1.13224888
-4.77538769,1.74633144,0.01611171,0.01412459,0.13873206,0.11580398,0.13595396,0.35404396,0.14947008,1.02736186
-4.76938469,1.57284190,0.01379635,0.01229423,0.12481034,0.10336056,0.11825905,0.31938972,0.13610061,0.92735373
-4.76338169,1.40962190,0.01174221,0.01069466,0.11190052,0.09181637,0.10245357,0.28671743,0.12319488,0.83281745
-4.75737869,1.25738700,0.00993643,0.00932591,0.10005818,0.08119286,0.08846037,0.25619990,0.11085296,0.74422399
-4.75137569,1.11666141,0.00836403,0.00818794,0.08933037,0.07149837,0.07619296,0.22797057,0.09915619,0.66192918
-4.74537269,0.98779839,0.00700863,0.00728147,0.07975813,0.06273021,0.06556017,0.20212827,0.08816731,0.58618345
-4.73936968,0.87100427,0.00585326,0.00660878,0.07137925,0.05487680,0.05647057,0.17874290,0.07793095,0.51714414
-4.73336668,0.76636510,0.00488103,0.00617451,0.06423113,0.04791997,0.04883653,0.15786159,0.06847473,0.45488954
-4.72736368,0.67387493,0.00407569,0.00598642,0.05835373,0.04183713,0.04257780,0.13951538,0.05981053,0.39943416
-4.72136068,0.59346453,0.00342219,0.00605593,0.05379229,0.03660341,0.03762460,0.12372594,0.05193618,0.35074472
-4.71535768,0.52502970,0.00290705,0.00639874,0.05059993,0.03219362,0.03392013,0.11051239,0.04483722,0.30875616
-4.70935468,0.46845811,0.00251870,0.00703514,0.04883981,0.02858400,0.03142244,0.09989775,0.03848883,0.27338711
-4.70335168,0.42365373,0.00224774,0.00799019,0.04858680,0.02575378,0.03010573,0.09191496,0.03285780,0.24455447
-4.69734867,0.39055816,0.00208705,0.00929377,0.04992853,0.02368639,0.02996094,0.08661227,0.02790440,0.22218634
-4.69134567,0.36916781,0.00203191,0.01098028,0.05296562,0.02237038,0.03099578,0.08405769,0.02358421,0.20623310
-4.68534267,0.35954653,0.00208003,0.01308820,0.05781107,0.02179997,0.03323394,0.08434248,0.01984980,0.19667608
-4.67933967,0.36183281,0.00223142,0.01565923,0.06458857,0.02197527,0.03671370,0.08758323,0.01665223,0.19353350
-4.67333667,0.37624122,0.00248837,0.01873730,0.07342984,0.02290208,0.04148589,0.09392269,0.01394234,0.19686344
-4.66733367,0.40305770,0.00285520,0.02236717,0.08447069,0.02459131,0.04761105,0.10352891,0.01167187,0.20676353
-4.66133067,0.44262847,0.00333805,0.02659276,0.09784611,0.02705796,0.05515606,0.11659274,0.00979429,0.22336738
-4.65532766,0.49534267,0.00394457,0.03145525,0.11368416,0.03031982,0.06419003,0.13332355,0.00826550,0.24683752
-4.64932466,0.56160892,0.00468355,0.03699091,0.13209898,0.03439569,0.07477979,0.15394317,0.00704431,0.27735516
-4.64332166,0.64182641,0.00556451,0.04322878,0.15318292,0.03930338,0.08698482,0.17867816,0.00609265,0.31510685
