energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.35167584,3.40590275,0.00587691,0.08604927,0.00337135,0.02813238,0.07338945,0.05642069,3.04772383
-5.34567284,3.04340496,0.00514327,0.07887235,0.00293017,0.02459935,0.06563084,0.05098550,2.72041635
-5.33966983,2.71043951,0.00447411,0.07197599,0.00253289,0.02138844,0.05843786,0.04587168,2.42034781
-5.33366683,2.40569315,0.00386829,0.06539298,0.00217740,0.01849018,0.05180781,0.04109041,2.14619480
-5.32766383,2.12779421,0.00332390,0.05914873,0.00186138,0.01589214,0.04573136,0.03664714,1.89660160
-5.32166083,1.87532224,0.00283835,0.05326178,0.00158228,0.01357931,0.04019335,0.03254217,1.67018707
-5.31565783,1.64682021,0.00240852,0.04774438,0.00133743,0.01153469,0.03517369,0.02877128,1.46555377
-5.30965483,1.44080827,0.00203088,0.04260304,0.00112406,0.00973978,0.03064829,0.02532643,1.28129859
-5.30365183,1.25579818,0.00170156,0.03783922,0.00093937,0.00817507,0.02658998,0.02219638,1.11602392
-5.29764882,1.09030749,0.00141656,0.03344985,0.00078058,0.00682057,0.02296941,0.01936737,0.96834881
-5.29164582,0.94287303,0.00117175,0.02942799,0.00064497,0.00565623,0.01975584,0.01682372,0.83691957
-5.28564282,0.81206309,0.00096309,0.02576335,0.00052993,0.00466234,0.01691789,0.01454838,0.72041930
-5.27963982,0.69648812,0.00078660,0.02244286,0.00043300,0.00381985,0.01442417,0.01252342,0.61757625
-5.27363682,0.59480971,0.00063850,0.01945114,0.00035187,0.00311067,0.01224384,0.01073044,0.52717074
-5.26763382,0.50574795,0.00051527,0.01677098,0.00028442,0.00251783,0.01034701,0.00915095,0.44804072
-5.26163082,0.42808709,0.00041363,0.01438378,0.00022872,0.00202567,0.00870514,0.00776667,0.37908598
-5.25562781,0.36067974,0.00033064,0.01226999,0.00018305,0.00161991,0.00729128,0.00655976,0.31927109
-5.24962481,0.30244976,0.00026371,0.01040942,0.00014588,0.00128768,0.00608024,0.00551306,0.26762722
-5.24362181,0.25239384,0.00021056,0.00878167,0.00011586,0.00101751,0.00504880,0.00461019,0.22325303
-5.23761881,0.20958226,0.00016932,0.00736637,0.00009185,0.00079933,0.00417570,0.00383570,0.18531465
-5.23161581,0.17315861,0.00013844,0.00614350,0.00007288,0.00062435,0.00344175,0.00317515,0.15304503
-5.22561281,0.14233888,0.00011677,0.00509364,0.00005813,0.00048500,0.00282981,0.00261516,0.12574259
-5.21960980,0.11640992,0.00010353,0.00419818,0.00004694,0.00037485,0.00232481,0.00214345,0.10276944
-5.21360680,0.09472735,0.00009836,0.00343947,0.00003880,0.00028843,0.00191373,0.00174884,0.08354915
-5.20760380,0.07671311,0.00010128,0.00280096,0.00003334,0.00022123,0.00158558,0.00142129,0.06756412
-5.20160080,0.06185255,0.00011278,0.00226735,0.00003028,0.00016949,0.00133139,0.00115181,0.05435274
-5.19559780,0.04969138,0.00013380,0.00182459,0.00002952,0.00013015,0.00114420,0.00093252,0.04350621
-5.18959480,0.03983226,0.00016583,0.00145994,0.00003102,0.00010077,0.00101910,0.00075657,0.03466524
-5.18359180,0.03193137,0.00021090,0.00116199,0.00003489,0.00007939,0.00095319,0.00061809,0.02751662
-5.17758879,0.02569481,0.00027170,0.00092059,0.00004136,0.00006450,0.00094565,0.00051220,0.02178969
-5.17158579,0.02087499,0.00035159,0.00072686,0.00005076,0.00005497,0.00099777,0.00043492,0.01725281
-5.16558279,0.01726706,0.00045472,0.00057307,0.00006357,0.00004997,0.00111299,0.00038312,0.01370985
-5.15957979,0.01470534,0.00058605,0.00045263,0.00008037,0.00004893,0.00129696,0.00035450,0.01099677
-5.15357679,0.01305989,0.00075145,0.00035993,0.00010190,0.00005152,0.00155755,0.00034755,0.00897824
-5.14757379,0.01223317,0.00095772,0.00029030,0.00012903,0.00005759,0.00190491,0.00036145,0.00754455
-5.14157079,0.01215675,0.00121261,0.00023991,0.00016275,0.00006714,0.00235141,0.00039605,0.00660850
-5.13556778,0.01278813,0.00152486,0.00020566,0.00020421,0.00008032,0.00291160,0.00045182,0.00610264
-5.12956478,0.01410769,0.00190413,0.00018508,0.00025469,0.00009740,0.00360212,0.00052978,0.00597652
-5.12356178,0.01611551,0.00236094,0.00017628,0.00031559,0.00011874,0.00444146,0.00063142,0.00619430
-5.11755878,0.01882835,0.00290653,0.00017783,0.00038839,0.00014476,0.00544970,0.00075866,0.00673233
-5.11155578,0.02227640,0.00355270,0.00018871,0.00047468,0.00017597,0.00664816,0.00091374,0.00757702
-5.10555278,0.02650007,0.00431151,0.00020820,0.00057607,0.00021290,0.00805884,0.00109913,0.00872275
-5.09954977,0.03154654,0.00519502,0.00023586,0.00069420,0.00025610,0.00970388,0.00131745,0.01016993
-5.09354677,0.03746628,0.00621488,0.00027143,0.00083066,0.00030612,0.01160480,0.00157132,0.01192310
-5.08754377,0.04430935,0.00738190,0.00031477,0.00098692,0.00036348,0.01378171,0.00186326,0.01398921
-5.08154077,0.05212167,0.00870559,0.00036585,0.00116433,0.00042865,0.01625239,0.00219556,0.01637581
-5.07553777,0.06094124,0.01019358,0.00042465,0.00136399,0.00050202,0.01903136,0.00257012,0.01908952
-5.06953477,0.07079446,0.01185118,0.00049116,0.00158674,0.00058388,0.02212888,0.00298837,0.02213441
-5.06353177,0.08169264,0.01368076,0.00056529,0.00183305,0.00067440,0.02555003,0.00345109,0.02551066
-5.05752876,0.09362893,0.01568134,0.00064688,0.00210304,0.00077358,0.02929389,0.00395835,0.02921332
-5.05152576,0.10657574,0.01784816,0.00073568,0.00239636,0.00088129,0.03335279,0.00450939,0.03323125
-5.04552276,0.12048299,0.02017236,0.00083127,0.00271223,0.00099721,0.03771190,0.00510262,0.03754636
-5.03951976,0.13527723,0.02264085,0.00093312,0.00304942,0.00112087,0.04234898,0.00573557,0.04213320
-5.03351676,0.15086198,0.02523629,0.00104054,0.00340628,0.00125160,0.04723456,0.00640499,0.04695880
-5.02751376,0.16711934,0.02793734,0.00115270,0.00378084,0.00138864,0.05233253,0.00710693,0.05198308
-5.02151076,0.18391305,0.03071908,0.00126868,0.00417086,0.00153110,0.05760111,0.00783694,0.05715953
-5.01550775,0.20109306,0.03355366,0.00138743,0.00457399,0.00167804,0.06299435,0.00859030,0.06243648
-5.00950475,0.21850162,0.03641127,0.00150790,0.00498798,0.00182852,0.06846408,0.00936238,0.06775880
-5.00350175,0.23598083,0.03926125,0.00162900,0.00541084,0.00198171,0.07396233,0.01014901,0.07307001
-4.99749875,0.25338145,0.04207339,0.00174974,0.00584111,0.00213692,0.07944414,0.01094691,0.07831480
-4.99149575,0.27057279,0.04481951,0.00186924,0.00627815,0.00229373,0.08487069,0.01175426,0.08344190
-4.98549275,0.28745330,0.04747500,0.00198683,0.00672238,0.00245211,0.09021271,0.01257117,0.08840709
-4.97948974,0.30396144,0.05002054,0.00210210,0.00717562,0.00261248,0.09545390,0.01340025,0.09317644
-4.97348674,0.32008638,0.05244367,0.00221502,0.00764134,0.00277582,0.10059433,0.01424717,0.09772938
-4.96748374,0.33587798,0.05474033,0.00232593,0.00812492,0.00294380,0.10565366,0.01512115,0.10206166
-4.96148074,0.35145545,0.05691618,0.00243566,0.00863385,0.00311881,0.11067384,0.01603538,0.10618794
-4.95547774,0.36701418,0.05898760,0.00254553,0.00917791,0.00330400,0.11572132,0.01700737,0.11014389
-4.94947474,0.38283016,0.06098238,0.00265742,0.00976923,0.00350338,0.12088844,0.01805921,0.11398760
-4.94347174,0.39926144,0.06293992,0.00277370,0.01042228,0.00372174,0.12629393,0.01921757,0.11780023
-4.93746873,0.41674639,0.06491096,0.00289728,0.01115371,0.00396462,0.13208233,0.02051368,0.12168571
-4.93146573,0.43579823,0.06695678,0.00303151,0.01198219,0.00423825,0.13842230,0.02198301,0.12576958
-4.92546273,0.45699591,0.06914783,0.00318013,0.01292794,0.00454939,0.14550371,0.02366481,0.13019664
-4.91945973,0.48097117,0.07156183,0.00334714,0.01401233,0.00490515,0.15353356,0.02560150,0.13512779
-4.91345673,0.50839208,0.07428136,0.00353672,0.01525724,0.00531277,0.16273078,0.02783780,0.14073574
-4.90745373,0.53994333,0.07739100,0.00375302,0.01668434,0.00577938,0.17331997,0.03041978,0.14719999
-4.90145073,0.57630393,0.08097413,0.00400003,0.01831430,0.00631167,0.18552441,0.03339378,0.15470105
-4.89544772,0.61812302,0.08510948,0.00428140,0.02016591,0.00691558,0.19955837,0.03680528,0.16341412
-4.88944472,0.66599456,0.08986755,0.00460020,0.02225522,0.00759597,0.21561919,0.04069768,0.17350257
-4.88344172,0.72043215,0.09530715,0.00495882,0.02459463,0.00835627,0.23387933,0.04511124,0.18511125
-4.87743872,0.78184482,0.10147205,0.00535876,0.02719204,0.00919818,0.25447882,0.05008203,0.19836015
-4.87143572,0.85051512,0.10838816,0.00580045,0.03005014,0.01012136,0.27751844,0.05564112,0.21333853
-4.86543272,0.92658045,0.11606107,0.00628319,0.03316577,0.01112319,0.30305393,0.06181396,0.23009980
-4.85942971,1.01001884,0.12447448,0.00680505,0.03652955,0.01219859,0.33109166,0.06862005,0.24865748
-4.85342671,1.10063985,0.13358928,0.00736284,0.04012558,0.01333994,0.36158591,0.07607293,0.26898239
-4.84742371,1.19808143,0.14334367,0.00795210,0.04393157,0.01453700,0.39443812,0.08418047,0.29100121
-4.84142071,1.30181302,0.15365417,0.00856722,0.04791908,0.01577708,0.42949797,0.09294553,0.31459660
-4.83541771,1.41114507,0.16441763,0.00920158,0.05205412,0.01704518,0.46656661,0.10236680,0.33960880
-4.82941471,1.52524478,0.17551418,0.00984766,0.05629793,0.01832430,0.50540169,0.11244000,0.36583880
-4.82341171,1.64315735,0.18681098,0.01049737,0.06060810,0.01959582,0.54572413,0.12315905,0.39305281
-4.81740870,1.76383212,0.19816670,0.01114225,0.06493980,0.02084002,0.58722633,0.13451743,0.42098804
-4.81140570,1.88615217,0.20943645,0.01177379,0.06924717,0.02203660,0.62958128,0.14650929,0.44935933
-4.80540270,2.00896625,0.22047700,0.01238379,0.07348483,0.02316532,0.67245228,0.15913046,0.47786650
-4.79939970,2.13112133,0.23115198,0.01296462,0.07760936,0.02420665,0.71550277,0.17237900,0.50620207
-4.79339670,2.25149442,0.24133685,0.01350955,0.08158068,0.02514241,0.75840555,0.18625535,0.53405891
-4.78739370,2.36902192,0.25092326,0.01401303,0.08536341,0.02595641,0.80085125,0.20076185,0.56113767
-4.78139070,2.48272541,0.25982272,0.01447088,0.08892785,0.02663504,0.84255534,0.21590168,0.58715351
-4.77538769,2.59173265,0.26796923,0.01488047,0.09225082,0.02716781,0.88326359,0.23167716,0.61184205
-4.76938469,2.69529304,0.27532075,0.01524081,0.09531616,0.02754774,0.92275564,0.24808740,0.63496426
-4.76338169,2.79278732,0.28185945,0.01555257,0.09811481,0.02777168,0.96084678,0.26512550,0.65631022
-4.75737869,2.88373145,0.28759072,0.01581798,0.10064468,0.02784052,0.99738784,0.28277540,0.67570175
-4.75137569,2.96777518,0.29254091,0.01604070,0.10291009,0.02775928,1.03226366,0.30100857,0.69299397
-4.74537269,3.04469616,0.29675406,0.01622560,0.10492098,0.02753700,1.06539033,0.31978075,0.70807579
-4.73936968,3.11439077,0.30028770,0.01637848,0.10669191,0.02718663,1.09671165,0.33902912,0.72086976
-4.73336668,3.17686290,0.30320811,0.01650573,0.10824088,0.02672471,1.12619551,0.35867006,0.73133124
-4.72736368,3.23221220,0.30558518,0.01661399,0.10958812,0.02617102,1.15383036,0.37859782,0.73944731
-4.72136068,3.28062302,0.30748736,0.01670980,0.11075485,0.02554815,1.17962265,0.39868431,0.74523545
-4.71535768,3.32235538,0.30897687,0.01679923,0.11176221,0.02488099,1.20359523,0.41878018,0.74874243
-4.70935468,3.35773865,0.31010556,0.01688761,0.11263037,0.02419624,1.22578728,0.43871732,0.75004326
-4.70335168,3.38716864,0.31091170,0.01697927,0.11337779,0.02352187,1.24625572,0.45831273,0.74924050
-4.69734867,3.41110810,0.31141778,0.01707737,0.11402089,0.02288656,1.26507806,0.47737375,0.74646380
-4.69134567,3.43009017,0.31162960,0.01718385,0.11457393,0.02231925,1.28235651,0.49570437,0.74186963
-4.68534267,3.44472424,0.31153655,0.01729938,0.11504921,0.02184860,1.29822286,0.51311246,0.73564110
-4.67933967,3.45570285,0.31111312,0.01742353,0.11545751,0.02150256,1.31284373,0.52941749,0.72798764
-4.67333667,3.46380848,0.31032151,0.01755494,0.11580879,0.02130793,1.32642542,0.54445829,0.71914435
-4.66733367,3.46991856,0.30911518,0.01769165,0.11611293,0.02128996,1.33921789,0.55810051,0.70937081
-4.66133067,3.47500741,0.30744296,0.01783140,0.11638065,0.02147199,1.35151712,0.57024331,0.69894914
-4.65532766,3.48014373,0.30525360,0.01797211,0.11662433,0.02187509,1.36366536,0.58082476,0.68818118
-4.64932466,3.48648268,0.30250042,0.01811228,0.11685874,0.02251772,1.37604883,0.58982575,0.67738462
-4.64332166,3.49525199,0.29914563,0.01825146,0.11710164,0.02341547,1.38909267,0.59727201,0.66688820
-4.63731866,3.50773191,0.29516423,0.01839066,0.11737413,0.02458075,1.40325313,0.60323418,0.65702592
-4.63131566,3.52522957,0.29054717,0.01853275,0.11770075,0.02602258,1.41900711,0.60782581,0.64813040
-4.62531266,3.54904838,0.28530357,0.01868276,0.11810927,0.02774636,1.43683945,0.61119945,0.64052579
-4.61930965,3.58045406,0.27946194,0.01884812,0.11863032,0.02975375,1.45722867,0.61354099,0.63452022
-4.61330665,3.62063873,0.27307035,0.01903876,0.11929663,0.03204261,1.48063167,0.61506253,0.63039837
-4.60730365,3.67068494,0.26619557,0.01926710,0.12014225,0.03460695,1.50746829,0.61599427,0.62841434
-4.60130065,3.73153155,0.25892126,0.01954792,0.12120152,0.03743711,1.53810662,0.61657579,0.62878515
-4.59529765,3.80394320,0.25134531,0.01989811,0.12250803,0.04051993,1.57284959,0.61704723,0.63168520
-4.58929465,3.88848485,0.24357666,0.02033625,0.12409357,0.04383901,1.61192380,0.61764080,0.63724181
-4.58329165,3.98550260,0.23573162,0.02088214,0.12598719,0.04737521,1.65547083,0.61857305,0.64553214
-4.57728864,4.09511137,0.22792999,0.02155616,0.12821432,0.05110707,1.70354155,0.62003827,0.65658136
-4.57128564,4.21718971,0.22029119,0.02237861,0.13079610,0.05501137,1.75609344,0.62220321,0.67036225
-4.56528264,4.35138152,0.21293057,0.02336896,0.13374886,0.05906380,1.81299082,0.62520334,0.68679592
-4.55927964,4.49710374,0.20595604,0.02454507,0.13708382,0.06323951,1.87400779,0.62914059,0.70575376
-4.55327664,4.65355913,0.19946524,0.02592247,0.14080694,0.06751374,1.93883326,0.63408268,0.72706014
-4.54727364,4.81975285,0.19354314,0.02751360,0.14491888,0.07186232,2.00707782,0.64006362,0.75049592
-4.54127064,4.99451126,0.18826034,0.02932718,0.14941512,0.07626216,2.07828153,0.64708542,0.77580236
-4.53526763,5.17650194,0.18367197,0.03136765,0.15428609,0.08069146,2.15192240,0.65512053,0.80268532
-4.52926463,5.36425355,0.17981710,0.03363476,0.15951734,0.08512994,2.22742475,0.66411490,0.83081967
-4.52326163,5.55617485,0.17671886,0.03612333,0.16508962,0.08955878,2.30416739,0.67399118,0.85985371
-4.51725863,5.75057242,0.17438491,0.03882314,0.17097894,0.09396045,2.38149110,0.68465201,0.88941365
-4.51125563,5.94566698,0.17280838,0.04171903,0.17715651,0.09831836,2.45870565,0.69598298,0.91910818
-4.50525263,6.13960858,0.17196925,0.04479121,0.18358859,0.10261637,2.53509615,0.70785539,0.94853312
-4.49924962,6.33049149,0.17183589,0.04801574,0.19023626,0.10683820,2.60992925,0.72012847,0.97727637
-4.49324662,6.51636932,0.17236689,0.05136516,0.19705508,0.11096681,2.68245934,0.73265124,1.00492312
