energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up
-6.00000000,3.81336172,0.85537798,2.47429079,0.00407462,0.52906568,0.02778520,0.37837753
-5.99399700,3.92804070,0.87900254,2.55972539,0.00420134,0.54439676,0.02805941,0.38389486
-5.98799400,4.03708357,0.90097326,2.64130256,0.00433367,0.55829024,0.02830081,0.39024034
-5.98199100,4.13964387,0.92111174,2.71848513,0.00446845,0.57067564,0.02850541,0.39727369
-5.97598799,4.23515333,0.93929121,2.79093030,0.00460282,0.58152714,0.02867213,0.40486067
-5.96998499,4.32333117,0.95543759,2.85849798,0.00473434,0.59086374,0.02880284,0.41287351
-5.96398199,4.40418193,0.96952876,2.92125115,0.00486103,0.59874770,0.02890233,0.42119086
-5.95797899,4.47798219,0.98159180,2.97944799,0.00498144,0.60528136,0.02897816,0.42969746
-5.95197599,4.54525645,0.99169871,3.03352599,0.00509471,0.61060237,0.02904037,0.43828347
-5.94597299,4.60674347,0.99996054,3.08407856,0.00520051,0.61487754,0.02910105,0.44684395
-5.93996998,4.66335424,1.00652042,3.13182498,0.00529912,0.61829554,0.02917396,0.45527825
-5.93396698,4.71612348,1.01154588,3.17757489,0.00539130,0.62105871,0.02927386,0.46348971
-5.92796398,4.76615663,1.01522061,3.22218866,0.00547832,0.62337437,0.02941603,0.47138559
-5.92196098,4.81457456,1.01773627,3.26653533,0.00556184,0.62544589,0.02961551,0.47887730
-5.91595798,4.86245830,1.01928456,3.31144986,0.00564381,0.62746396,0.02988655,0.48588103
-5.90995498,4.91079604,1.02004996,3.35769138,0.00572637,0.62959848,0.03024193,0.49231861
-5.90395198,4.96043462,1.02020328,3.40590440,0.00581174,0.63199117,0.03069236,0.49811866
-5.89794897,5.01203749,1.01989646,3.45658442,0.00590207,0.63474953,0.03124600,0.50321787
-5.89194597,5.06605083,1.01925852,3.51004974,0.00599933,0.63794211,0.03190797,0.50756241
-5.88594297,5.12267927,1.01839298,3.56642051,0.00610518,0.64159551,0.03268003,0.51110927
-5.87993997,5.18187217,1.01737665,3.62560605,0.00622085,0.64569307,0.03356033,0.51382750
-5.87393697,5.24332107,1.01625978,3.68730120,0.00634704,0.65017545,0.03454334,0.51569926
-5.86793397,5.30646837,1.01506763,3.75099171,0.00648386,0.65494300,0.03561989,0.51672056
-5.86193097,5.37052688,1.01380310,3.81596879,0.00663075,0.65985983,0.03677728,0.51690171
-5.85592796,5.43450958,1.01245054,3.88135208,0.00678650,0.66475947,0.03799966,0.51626744
-5.84992496,5.49726814,1.01098031,3.94612021,0.00694918,0.66945180,0.03926838,0.51485666
-5.84392196,5.55753882,1.00935410,4.00914771,0.00711627,0.67373108,0.04056253,0.51272188
-5.83791896,5.61399372,1.00753058,4.06924667,0.00728463,0.67738465,0.04185957,0.50992847
-5.83191596,5.66529525,1.00547127,4.12521147,0.00745068,0.68020192,0.04313596,0.50655355
