energy_ev,total_up,Al_p_up,Al_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.78389195,2.68914735,0.22770224,0.00000000,0.70017367,1.33578233,0.04836877,0.99438976
-5.77788894,2.71701048,0.22890726,0.00000000,0.71080764,1.35484013,0.04819771,1.00260809
-5.77188594,2.74002147,0.22983220,0.00000000,0.72044242,1.37106928,0.04794755,1.00889918
-5.76588294,2.75778889,0.23048559,0.00000000,0.72893353,1.38424864,0.04761917,1.01311315
-5.75987994,2.77001632,0.23089023,0.00000000,0.73615844,1.39421639,0.04721461,1.01513416
-5.75387694,2.77652654,0.23108494,0.00000000,0.74202498,1.40088202,0.04673720,1.01488944
-5.74787394,2.77728221,0.23112569,0.00000000,0.74647890,1.40423624,0.04619170,1.01235700
-5.74187094,2.77240180,0.23108612,0.00000000,0.74951029,1.40435801,0.04558442,1.00757184
-5.73586793,2.76216989,0.23105715,0.00000000,0.75115838,1.40141842,0.04492327,1.00062999
-5.72986493,2.74704106,0.23114592,0.00000000,0.75151453,1.39568089,0.04421783,0.99169042
-5.72386193,2.72763690,0.23147375,0.00000000,0.75072311,1.38749774,0.04347938,0.98097441
-5.71785893,2.70473594,0.23217331,0.00000000,0.74898017,1.37730292,0.04272080,0.96876242
-5.71185593,2.67925669,0.23338504,0.00000000,0.74652986,1.36560120,0.04195658,0.95538854
-5.70585293,2.65223421,0.23525289,0.00000000,0.74365855,1.35295408,0.04120259,0.94123247
-5.69984992,2.62479088,0.23791945,0.00000000,0.74068700,1.33996300,0.04047589,0.92670953
-5.69384692,2.59810249,0.24152078,0.00000000,0.73796059,1.32725027,0.03979450,0.91225880
-5.68784392,2.57336077,0.24618104,0.00000000,0.73583809,1.31543872,0.03917697,0.89833000
-5.68184092,2.55173389,0.25200712,0.00000000,0.73467936,1.30513062,0.03864207,0.88536938
-5.67583792,2.53432627,0.25908358,0.00000000,0.73483230,1.29688689,0.03820825,0.87380533
-5.66983492,2.52213954,0.26746805,0.00000000,0.73661984,1.29120730,0.03789315,0.86403416
-5.66383192,2.51603597,0.27718732,0.00000000,0.74032714,1.28851269,0.03771307,0.85640659
-5.65782891,2.51670604,0.28823437,0.00000000,0.74618984,1.28912961,0.03768243,0.85121547
-5.65182591,2.52464146,0.30056646,0.00000000,0.75438375,1.29327843,0.03781316,0.84868527
-5.64582291,2.54011476,0.31410443,0.00000000,0.76501634,1.30106506,0.03811425,0.84896368
-5.63981991,2.56316648,0.32873329,0.00000000,0.77812070,1.31247688,0.03859124,0.85211573
-5.63381691,2.59360044,0.34430415,0.00000000,0.79365208,1.32738297,0.03924584,0.85812069
-5.62781391,2.63098757,0.36063741,0.00000000,0.81148728,1.34553871,0.04007564,0.86687175
-5.62181091,2.67467817,0.37752727,0.00000000,0.83142713,1.36659448,0.04107392,0.87817883
-5.61580790,2.72382232,0.39474723,0.00000000,0.85320191,1.39010834,0.04222959,0.89177413
-5.60980490,2.77739773,0.41205660,0.00000000,0.87647961,1.41556201,0.04352734,0.90732050
-5.60380190,2.83424410,0.42920759,0.00000000,0.90087689,1.44237966,0.04494778,0.92442220
-5.59779890,2.89310272,0.44595296,0.00000000,0.92597217,1.46994882,0.04646790,0.94263777
-5.59179590,2.95265992,0.46205369,0.00000000,0.95132052,1.49764250,0.04806154,0.96149457
-5.58579290,3.01159266,0.47728656,0.00000000,0.97646967,1.52484175,0.04970003,0.98050444
-5.57978989,3.06861455,0.49145125,0.00000000,1.00097655,1.55095789,0.05135296,0.99917992
-5.57378689,3.12252062,0.50437673,0.00000000,1.02442363,1.57545333,0.05298893,1.01705056
-5.56778389,3.17222892,0.51592659,0.00000000,1.04643435,1.59786041,0.05457650,1.03367855
-5.56178089,3.21681748,0.52600323,0.00000000,1.06668699,1.61779737,0.05608501,1.04867327
-5.55577789,3.25555500,0.53455059,0.00000000,1.08492627,1.63498098,0.05748547,1.06170409
-5.54977489,3.28792404,0.54155539,0.00000000,1.10097226,1.64923509,0.05875142,1.07251101
-5.54377189,3.31363577,0.54704675,0.00000000,1.11472594,1.66049500,0.05985962,1.08091273
-5.53776888,3.33263552,0.55109431,0.00000000,1.12617143,1.66880724,0.06079077,1.08681170
-5.53176588,3.34509893,0.55380468,0.00000000,1.13537435,1.67432493,0.06152992,1.09019617
-5.52576288,3.35141864,0.55531666,0.00000000,1.14247674,1.67729860,0.06206694,1.09113889
-5.51975988,3.35218214,0.55579515,0.00000000,1.14768838,1.67806307,0.06239661,1.08979262
-5.51375688,3.34814153,0.55542404,0.00000000,1.15127513,1.67702073,0.06251873,1.08638257
-5.50775388,3.34017638,0.55439853,0.00000000,1.15354464,1.67462183,0.06243790,1.08119606
-5.50175088,3.32925132,0.55291686,0.00000000,1.15483020,1.67134274,0.06216322,1.07456973
-5.49574787,3.31637005,0.55117219,0.00000000,1.15547328,1.66766287,0.06170783,1.06687487
-5.48974487,3.30252778,0.54934450,0.00000000,1.15580589,1.66404139,0.06108831,1.05850143
-5.48374187,3.28866421,0.54759329,0.00000000,1.15613321,1.66089468,0.06032395,1.04984136
-5.47773887,3.27561910,0.54605104,0.00000000,1.15671766,1.65857548,0.05943598,1.04127196
-5.47173587,3.26409248,0.54481788,0.00000000,1.15776496,1.65735486,0.05844677,1.03314004
-5.46573287,3.25461130,0.54395772,0.00000000,1.15941292,1.65740768,0.05737893,1.02574744
-5.45972986,3.24750417,0.54349584,0.00000000,1.16172358,1.65880241,0.05625460,1.01933860
-5.45372686,3.24288527,0.54341824,0.00000000,1.16467889,1.66149572,0.05509462,1.01409082
-5.44772386,3.24064826,0.54367268,0.00000000,1.16818035,1.66533234,0.05391794,1.01010750
-5.44172086,3.24047060,0.54417138,0.00000000,1.17205249,1.67005006,0.05274103,1.00741463
-5.43571786,3.24182791,0.54479529,0.00000000,1.17604999,1.67528991,0.05157749,1.00596091
-5.42971486,3.24401776,0.54539967,0.00000000,1.17986827,1.68061089,0.05043777,1.00562109
-5.42371186,3.24619185,0.54582087,0.00000000,1.18315667,1.68550881,0.04932905,1.00620272
-5.41770885,3.24739484,0.54588386,0.00000000,1.18553400,1.68943820,0.04825526,1.00745562
-5.41170585,3.24660802,0.54541023,0.00000000,1.18660529,1.69183632,0.04721721,1.00908384
-5.40570285,3.24279572,0.54422634,0.00000000,1.18597928,1.69214818,0.04621294,1.01075929
-5.39969985,3.23495223,0.54217120,0.00000000,1.18328553,1.68985128,0.04523801,1.01213655
-5.39369685,3.22214695,0.53910381,0.00000000,1.17819059,1.68447900,0.04428605,1.01286796
-5.38769385,3.20356577,0.53490948,0.00000000,1.17041240,1.67564147,0.04334922,1.01261843
-5.38169085,3.17854670,0.52950517,0.00000000,1.15973237,1.66304296,0.04241880,1.01107916
-5.37568784,3.14660843,0.52284335,0.00000000,1.14600458,1.64649513,0.04148575,1.00797978
-5.36968484,3.10747059,0.51491442,0.00000000,1.12916203,1.62592551,0.04054120,1.00309829
-5.36368184,3.06106511,0.50574762,0.00000000,1.10921946,1.60138102,0.03957701,0.99626862
-5.35767884,3.00753860,0.49541041,0.00000000,1.08627317,1.57302646,0.03858620,0.98738544
-5.35167584,2.94724602,0.48400650,0.00000000,1.06049766,1.54113834,0.03756329,0.97640624
-5.34567284,2.88073642,0.47167258,0.00000000,1.03213971,1.50609441,0.03650460,0.96335081
-5.33966983,2.80873190,0.45857407,0.00000000,1.00151016,1.46835976,0.03540848,0.94829821
-5.33366683,2.73210102,0.44490001,0.00000000,0.96897395,1.42847007,0.03427536,0.93138176
-5.32766383,2.65182854,0.43085750,0.00000000,0.93493904,1.38701324,0.03310782,0.91278229
-5.32166083,2.56898276,0.41666581,0.00000000,0.89984459,1.34461003,0.03191053,0.89272019
-5.31565783,2.48468233,0.40255053,0.00000000,0.86414918,1.30189491,0.03069007,0.87144675
-5.30965483,2.40006395,0.38873791,0.00000000,0.82831930,1.25949771,0.02945477,0.84923523
-5.30365183,2.31625217,0.37544960,0.00000000,0.79281865,1.21802695,0.02821448,0.82637214
-5.29764882,2.23433245,0.36289802,0.00000000,0.75809858,1.17805536,0.02698022,0.80314898
-5.29164582,2.15532815,0.35128228,0.00000000,0.72458976,1.14010792,0.02576396,0.77985489
-5.28564282,2.08018192,0.34078498,0.00000000,0.69269529,1.10465267,0.02457824,0.75677022
-5.27963982,2.00974167,0.33156961,0.00000000,0.66278522,1.07209428,0.02343589,0.73416136
-5.27363682,1.94475096,0.32377874,0.00000000,0.63519251,1.04277041,0.02234971,0.71227664
-5.26763382,1.88584362,0.31753292,0.00000000,0.61021015,1.01695037,0.02133223,0.69134340
-5.26163082,1.83354192,0.31293012,0.00000000,0.58808940,0.99483599,0.02039543,0.67156608
-5.25562781,1.78825783,0.31004567,0.00000000,0.56903899,0.97656417,0.01955055,0.65312523
-5.24962481,1.75029666,0.30893269,0.00000000,0.55322485,0.96221074,0.01880794,0.63617724
-5.24362181,1.71986242,0.30962277,0.00000000,0.54077055,0.95179521,0.01817686,0.62085455
-5.23761881,1.69706417,0.31212688,0.00000000,0.53175787,0.94528606,0.01766545,0.60726631
-5.23161581,1.68192299,0.31643652,0.00000000,0.52622771,0.94260616,0.01728063,0.59549924
-5.22561281,1.67437890,0.32252481,0.00000000,0.52418101,0.94363818,0.01702805,0.58561852
-5.21960980,1.67429742,0.33034773,0.00000000,0.52557979,0.94822957,0.01691209,0.57766865
-5.21360680,1.68147570,0.33984529,0.00000000,0.53034806,0.95619725,0.01693581,0.57167420
-5.20760380,1.69564772,0.35094267,0.00000000,0.53837297,0.96733170,0.01710098,0.56764042
-5.20160080,1.71648893,0.36355129,0.00000000,0.54950581,0.98140055,0.01740806,0.56555352
-5.19559780,1.74362004,0.37756979,0.00000000,0.56356335,0.99815166,0.01785614,0.56538093
-5.18959480,1.77661035,0.39288502,0.00000000,0.58032926,1.01731584,0.01844298,0.56707125
-5.18359180,1.81498068,0.40937289,0.00000000,0.59955588,1.03860916,0.01916494,0.57055421
-5.17758879,1.85820614,0.42689928,0.00000000,0.62096641,1.06173517,0.02001692,0.57574045
-5.17158579,1.90571905,0.44532082,0.00000000,0.64425745,1.08638699,0.02099236,0.58252150
-5.16558279,1.95691234,0.46448589,0.00000000,0.66910215,1.11224954,0.02208318,0.59076977
-5.15957979,2.01114359,0.48423551,0.00000000,0.69515388,1.13900198,0.02327974,0.60033880
-5.15357679,2.06774004,0.50440450,0.00000000,0.72205040,1.16632044,0.02457084,0.61106395
-5.14757379,2.12600481,0.52482277,0.00000000,0.74941865,1.19388131,0.02594378,0.62276337
-5.14157079,2.18522442,0.54531683,0.00000000,0.77688000,1.22136487,0.02738438,0.63523960
-5.13556778,2.24467779,0.56571157,0.00000000,0.80405601,1.24845964,0.02887715,0.64828174
-5.12956478,2.30364661,0.58583239,0.00000000,0.83057443,1.27486710,0.03040543,0.66166825
-5.12356178,2.36142700,0.60550758,0.00000000,0.85607558,1.30030692,0.03195163,0.67517034
-5.11755878,2.41734227,0.62457105,0.00000000,0.88021873,1.32452249,0.03349753,0.68855602
-5.11155578,2.47075639,0.64286527,0.00000000,0.90268842,1.34728653,0.03502462,0.70159471
-5.10555278,2.52108766,0.66024446,0.00000000,0.92320057,1.36840664,0.03651447,0.71406218
-5.09954977,2.56782211,0.67657783,0.00000000,0.94150813,1.38773039,0.03794912,0.72574580
-5.09354677,2.61052589,0.69175275,0.00000000,0.95740606,1.40514967,0.03931153,0.73644984
-5.08754377,2.64885605,0.70567774,0.00000000,0.97073549,1.42060402,0.04058597,0.74600060
-5.08154077,2.68256899,0.71828510,0.00000000,0.98138684,1.43408254,0.04175839,0.75425106
-5.07553777,2.71152587,0.72953287,0.00000000,0.98930167,1.44562419,0.04281676,0.76108494
-5.06953477,2.73569456,0.73940611,0.00000000,0.99447327,1.45531610,0.04375133,0.76641981
-5.06353177,2.75514767,0.74791725,0.00000000,0.99694568,1.46328995,0.04455481,0.77020905
-5.05752876,2.77005635,0.75510534,0.00000000,0.99681128,1.46971619,0.04522246,0.77244257
-5.05152576,2.78068002,0.76103424,0.00000000,0.99420686,1.47479636,0.04575208,0.77314615
-5.04552276,2.78735212,0.76578960,0.00000000,0.98930824,1.47875349,0.04614389,0.77237935
-5.03951976,2.79046239,0.76947476,0.00000000,0.98232365,1.48182116,0.04640036,0.77023205
-5.03351676,2.79043645,0.77220569,0.00000000,0.97348605,1.48423150,0.04652589,0.76681983
-5.02751376,2.78771349,0.77410510,0.00000000,0.96304462,1.48620270,0.04652648,0.76227817
-5.02151076,2.78272326,0.77529604,0.00000000,0.95125585,1.48792670,0.04640935,0.75675610
-5.01550775,2.77586338,0.77589527,0.00000000,0.93837449,1.48955768,0.04618252,0.75040925
-5.00950475,2.76747841,0.77600679,0.00000000,0.92464489,1.49120199,0.04585440,0.74339293
-5.00350175,2.75784163,0.77571580,0.00000000,0.91029296,1.49291011,0.04543338,0.73585545
-4.99749875,2.74714075,0.77508361,0.00000000,0.89551926,1.49467129,0.04492756,0.72793212
-4.99149575,2.73546843,0.77414366,0.00000000,0.88049340,1.49641111,0.04434442,0.71974023
-4.98549275,2.72281816,0.77289903,0.00000000,0.86535028,1.49799239,0.04369066,0.71137525
-4.97948974,2.70908593,0.77132172,0.00000000,0.85018795,1.49921942,0.04297211,0.70290848
-4.97348674,2.69407785,0.76935359,0.00000000,0.83506767,1.49984554,0.04219373,0.69438623
-4.96748374,2.67752313,0.76690924,0.00000000,0.82001568,1.49958373,0.04135967,0.68583054
-4.96148074,2.65909214,0.76388057,0.00000000,0.80502696,1.49811979,0.04047345,0.67724141
-4.95547774,2.63841848,0.76014295,0.00000000,0.79007055,1.49512759,0.03953822,0.66860029
-4.94947474,2.61512396,0.75556256,0.00000000,0.77509615,1.49028553,0.03855700,0.65987463
-4.94347174,2.58884526,0.75000477,0.00000000,0.76004180,1.48329368,0.03753300,0.65102324
-4.93746873,2.55926069,0.74334291,0.00000000,0.74484200,1.47389039,0.03646996,0.64200197
-4.93146573,2.52611591,0.73546715,0.00000000,0.72943596,1.46186796,0.03537242,0.63276952
-4.92546273,2.48924696,0.72629285,0.00000000,0.71377558,1.44708624,0.03424600,0.62329290
-4.91945973,2.44859951,0.71576818,0.00000000,0.69783258,1.42948368,0.03309760,0.61355228
-4.91345673,2.40424333,0.70388028,0.00000000,0.68160456,1.40908517,0.03193552,0.60354494
-4.90745373,2.35638108,0.69065996,0.00000000,0.66511961,1.38600629,0.03076956,0.59328809
-4.90145073,2.30535105,0.67618435,0.00000000,0.64843922,1.36045370,0.02961095,0.58282044
-4.89544772,2.25162363,0.66057762,0.00000000,0.63165945,1.33272174,0.02847227,0.57220250
-4.88944472,2.19579161,0.64400947,0.00000000,0.61491013,1.30318510,0.02736718,0.56151549
-4.88344172,2.13855480,0.62669163,0.00000000,0.59835236,1.27228821,0.02631023,0.55085920
-4.87743872,2.08069963,0.60887235,0.00000000,0.58217424,1.24053153,0.02531644,0.54034868
-4.87143572,2.02307465,0.59082921,0.00000000,0.56658516,1.20845545,0.02440092,0.53011021
-4.86543272,1.96656306,0.57286045,0.00000000,0.55180882,1.17662247,0.02357846,0.52027665
-4.85942971,1.91205341,0.55527538,0.00000000,0.53807545,1.14559840,0.02286304,0.51098247
-4.85342671,1.86040973,0.53838402,0.00000000,0.52561338,1.11593336,0.02226739,0.50235880
-4.84742371,1.81244244,0.52248657,0.00000000,0.51464040,1.08814328,0.02180259,0.49452865
-4.84142071,1.76888102,0.50786315,0.00000000,0.50535537,1.06269280,0.02147764,0.48760256
-4.83541771,1.73034979,0.49476405,0.00000000,0.49793025,1.03998004,0.02129913,0.48167496
-4.82941471,1.69734741,0.48340108,0.00000000,0.49250291,1.02032386,0.02127100,0.47682121
-4.82341171,1.67023113,0.47394021,0.00000000,0.48917106,1.00395420,0.02139436,0.47309563
-4.81740870,1.64920616,0.46649579,0.00000000,0.48798747,0.99100556,0.02166738,0.47053038
-4.81140570,1.63432053,0.46112661,0.00000000,0.48895665,0.98151408,0.02208531,0.46913529
-4.80540270,1.62546555,0.45783383,0.00000000,0.49203307,0.97541809,0.02264063,0.46889861
-4.79939970,1.62238169,0.45656095,0.00000000,0.49712108,0.97256209,0.02332321,0.46978855
-4.79339670,1.62466970,0.45719562,0.00000000,0.50407646,0.97270395,0.02412066,0.47175548
-4.78739370,1.63180624,0.45957346,0.00000000,0.51270954,0.97552500,0.02501870,0.47473475
-4.78139070,1.64316353,0.46348337,0.00000000,0.52278979,0.98064252,0.02600164,0.47864987
-4.77538769,1.65803201,0.46867445,0.00000000,0.53405178,0.98762412,0.02705286,0.48341590
-4.76938469,1.67564524,0.47486399,0.00000000,0.54620220,0.99600338,0.02815536,0.48894295
-4.76338169,1.69520596,0.48174642,0.00000000,0.55892784,1.00529618,0.02929234,0.49513958
-4.75737869,1.71591214,0.48900266,0.00000000,0.57190408,1.01501701,0.03044769,0.50191586
-4.75137569,1.73698231,0.49630981,0.00000000,0.58480379,1.02469454,0.03160651,0.50918612
-4.74537269,1.75767885,0.50335053,0.00000000,0.59730622,1.03388609,0.03275556,0.51687113
-4.73936968,1.77732859,0.50982200,0.00000000,0.60910551,1.04219009,0.03388360,0.52489965
-4.73336668,1.79533988,0.51544408,0.00000000,0.61991879,1.04925652,0.03498166,0.53320929
-4.72736368,1.81121563,0.51996639,0.00000000,0.62949320,1.05479458,0.03604320,0.54174671
-4.72136068,1.82456175,0.52317416,0.00000000,0.63761201,1.05857770,0.03706417,0.55046699
-4.71535768,1.83509113,0.52489266,0.00000000,0.64409929,1.06044561,0.03804289,0.55933244
-4.70935468,1.84262284,0.52499011,0.00000000,0.64882318,1.06030365,0.03897992,0.56831074
-4.70335168,1.84707707,0.52337911,0.00000000,0.65169769,1.05811940,0.03987775,0.57737255
-4.69734867,1.84846618,0.52001659,0.00000000,0.65268282,1.05391706,0.04074041,0.58648890
-4.69134567,1.84688245,0.51490232,0.00000000,0.65178330,1.04776992,0.04157307,0.59562823
-4.68534267,1.84248335,0.50807626,0.00000000,0.64904585,1.03979141,0.04238149,0.60475353
-4.67933967,1.83547519,0.49961483,0.00000000,0.64455522,1.03012521,0.04317157,0.61381967
-4.67333667,1.82609602,0.48962635,0.00000000,0.63842929,1.01893519,0.04394878,0.62277103
-4.66733367,1.81459887,0.47824592,0.00000000,0.63081331,1.00639536,0.04471770,0.63153976
-4.66133067,1.80123592,0.46562992,0.00000000,0.62187378,0.99268073,0.04548160,0.64004478
-4.65532766,1.78624471,0.45195049,0.00000000,0.61179210,0.97795917,0.04624205,0.64819149
-4.64932466,1.76983685,0.43739004,0.00000000,0.60075844,0.96238489,0.04699869,0.65587262
-4.64332166,1.75218975,0.42213617,0.00000000,0.58896591,0.94609358,0.04774904,0.66296988
-4.63731866,1.73344184,0.40637708,0.00000000,0.57660548,0.92919950,0.04848849,0.66935670
-4.63131566,1.71369115,0.39029750,0.00000000,0.56386177,0.91179445,0.04921034,0.67490183
-4.62531266,1.69299747,0.37407548,0.00000000,0.55090971,0.89394864,0.04990608,0.67947377
-4.61930965,1.67138761,0.35787984,0.00000000,0.53791242,0.87571319,0.05056563,0.68294585
-4.61330665,1.64886347,0.34186835,0.00000000,0.52502010,0.85712403,0.05117781,0.68520172
-4.60730365,1.62541223,0.32618674,0.00000000,0.51236988,0.83820697,0.05173086,0.68614107
-4.60130065,1.60101818,0.31096821,0.00000000,0.50008669,0.81898342,0.05221300,0.68568527
-4.59529765,1.57567518,0.29633362,0.00000000,0.48828468,0.79947651,0.05261305,0.68378270
-4.58929465,1.54939917,0.28239196,0.00000000,0.47706928,0.77971712,0.05292111,0.68041336
-4.58329165,1.52223981,0.26924125,0.00000000,0.46653932,0.75974955,0.05312910,0.67559272
-4.57728864,1.49429058,0.25696947,0.00000000,0.45678924,0.73963635,0.05323140,0.66937435
-4.57128564,1.46569665,0.24565557,0.00000000,0.44791092,0.71946213,0.05322534,0.66185121
-4.56528264,1.43665989,0.23537029,0.00000000,0.43999492,0.69933604,0.05311153,0.65315551
-4.55927964,1.40744081,0.22617679,0.00000000,0.43313104,0.67939282,0.05289418,0.64345698
-4.55327664,1.37835693,0.21813097,0.00000000,0.42740791,0.65979231,0.05258117,0.63295948
-4.54727364,1.34977767,0.21128130,0.00000000,0.42291159,0.64071727,0.05218404,0.62189617
-4.54127064,1.32211589,0.20566837,0.00000000,0.41972317,0.62236991,0.05171772,0.61052317
-4.53526763,1.29581623,0.20132395,0.00000000,0.41791543,0.60496687,0.05120015,0.59911211
-4.52926463,1.27134094,0.19826967,0.00000000,0.41754872,0.58873317,0.05065177,0.58794161
-4.52326163,1.24915362,0.19651552,0.00000000,0.41866627,0.57389529,0.05009480,0.57728824
-4.51725863,1.22970179,0.19605803,0.00000000,0.42128922,0.56067368,0.04955243,0.56741713
-4.51125563,1.21339901,0.19687855,0.00000000,0.42541170,0.54927510,0.04904796,0.55857279
-4.50525263,1.20060752,0.19894149,0.00000000,0.43099626,0.53988519,0.04860384,0.55097038
-4.49924962,1.19162231,0.20219300,0.00000000,0.43797016,0.53266153,0.04824078,0.54478792
-4.49324662,1.18665743,0.20655992,0.00000000,0.44622265,0.52772774,0.04797678,0.54015983
-4.48724362,1.18583519,0.21194939,0.00000000,0.45560374,0.52516871,0.04782639,0.53717197
-4.48124062,1.18917919,0.21824916,0.00000000,0.46592456,0.52502732,0.04779995,0.53585854
-4.47523762,1.19661117,0.22532864,0.00000000,0.47695951,0.52730291,0.04790307,0.53620097
-4.46923462,1.20795231,0.23304078,0.00000000,0.48845030,0.53195135,0.04813628,0.53812889
-4.46323162,1.22292869,0.24122485,0.00000000,0.50011177,0.53888691,0.04849485,0.54152307
-4.45722861,1.24118089,0.24970995,0.00000000,0.51163937,0.54798578,0.04896886,0.54622033
-4.45122561,1.26227709,0.25831914,0.00000000,0.52271810,0.55909087,0.04954349,0.55202012
-4.44522261,1.28572916,0.26687419,0.00000000,0.53303246,0.57201787,0.05019948,0.55869250
-4.43921961,1.31101084,0.27520063,0.00000000,0.54227713,0.58656193,0.05091383,0.56598722
-4.43321661,1.33757710,0.28313284,0.00000000,0.55016780,0.60250480,0.05166062,0.57364335
-4.42721361,1.36488372,0.29051910,0.00000000,0.55645180,0.61962179,0.05241202,0.58139922
-4.42121061,1.39240600,0.29722621,0.00000000,0.56091785,0.63768836,0.05313928,0.58900205
-4.41520760,1.41965579,0.30314351,0.00000000,0.56340474,0.65648580,0.05381390,0.59621703
-4.40920460,1.44619598,0.30818610,0.00000000,0.56380823,0.67580574,0.05440867,0.60283531
-4.40320160,1.47165180,0.31229709,0.00000000,0.56208617,0.69545333,0.05489876,0.60868076
-4.39719860,1.49571856,0.31544873,0.00000000,0.55826129,0.71524898,0.05526265,0.61361508
-4.39119560,1.51816557,0.31764246,0.00000000,0.55242179,0.73502862,0.05548297,0.61754133
-4.38519260,1.53883642,0.31890780,0.00000000,0.54471955,0.75464262,0.05554714,0.62040563
-4.37918959,1.55764566,0.31930014,0.00000000,0.53536604,0.77395370,0.05544790,0.62219711
-4.37318659,1.57457268,0.31889768,0.00000000,0.52462624,0.79283404,0.05518354,0.62294634
-4.36718359,1.58965316,0.31779755,0.00000000,0.51281063,0.81116201,0.05475800,0.62272219
-4.36118059,1.60296893,0.31611133,0.00000000,0.50026574,0.82881900,0.05418072,0.62162761
-4.35517759,1.61463709,0.31396039,0.00000000,0.48736356,0.84568669,0.05346635,0.61979436
-4.34917459,1.62479904,0.31147091,0.00000000,0.47449015,0.86164511,0.05263420,0.61737714
-4.34317159,1.63361018,0.30876924,0.00000000,0.46203402,0.87657188,0.05170767,0.61454732
-4.33716858,1.64123092,0.30597743,0.00000000,0.45037443,0.89034269,0.05071339,0.61148654
-4.33116558,1.64781924,0.30320932,0.00000000,0.43987028,0.90283325,0.04968044,0.60838046
-4.32516258,1.65352518,0.30056724,0.00000000,0.43084958,0.91392244,0.04863940,0.60541277
-4.31915958,1.65848729,0.29813944,0.00000000,0.42360012,0.92349671,0.04762140,0.60275966
-4.31315658,1.66283076,0.29599822,0.00000000,0.41836135,0.93145523,0.04665721,0.60058488
-4.30715358,1.66666719,0.29419885,0.00000000,0.41531780,0.93771553,0.04577631,0.59903539
