energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.64582291,2.12063593,0.01769836,0.11600776,0.16169393,0.02562023,1.15704947,0.50917009,0.18470186
-5.63981991,1.94755183,0.01674069,0.10474150,0.15137248,0.02380042,1.06652912,0.46553563,0.17100133
-5.63381691,1.79855465,0.01592035,0.09503201,0.14382284,0.02235591,0.98866222,0.42678619,0.15964251
-5.62781391,1.67400435,0.01525173,0.08683960,0.13900664,0.02128368,0.92377131,0.39310423,0.15063192
-5.62181091,1.57394219,0.01474672,0.08010867,0.13686896,0.02057617,0.87200191,0.36460082,0.14394835
-5.61580790,1.49811323,0.01441445,0.07477117,0.13733825,0.02022180,0.83333041,0.34131905,0.13954537
-5.60980490,1.44599010,0.01426109,0.07075005,0.14032587,0.02020546,0.80757297,0.32323820,0.13735394
-5.60380190,1.41679781,0.01428975,0.06796236,0.14572533,0.02050902,0.79439553,0.31027841,0.13728492
-5.59779890,1.40953895,0.01450038,0.06632220,0.15341148,0.02111172,0.79332458,0.30230600,0.13923160
-5.59179590,1.42301940,0.01488976,0.06574324,0.16323980,0.02199062,0.80375905,0.29913911,0.14307221
-5.58579290,1.45587450,0.01545159,0.06614082,0.17504598,0.02312105,0.82498320,0.30055377,0.14867223
-5.57978989,1.50659589,0.01617663,0.06743370,0.18864604,0.02447696,0.85618075,0.30629033,0.15588688
-5.57378689,1.57355911,0.01705287,0.06954525,0.20383714,0.02603138,0.89645044,0.31606015,0.16456343
-5.56778389,1.65505231,0.01806588,0.07240431,0.22039915,0.02775680,0.94482302,0.32955259,0.17454358
-5.56178089,1.74930596,0.01919911,0.07594557,0.23809712,0.02962566,1.00027983,0.34644220,0.18566594
-5.55577789,1.85452371,0.02043435,0.08010953,0.25668474,0.03161076,1.06177269,0.36639600,0.19776841
-5.54977489,1.96891395,0.02175218,0.08484222,0.27590852,0.03368576,1.12824505,0.38908081,0.21069073
-5.54377189,2.09072184,0.02313251,0.09009453,0.29551287,0.03582564,1.19865383,0.41417037,0.22427692
-5.53776888,2.21826094,0.02455514,0.09582137,0.31524568,0.03800717,1.27199157,0.44135213,0.23837777
-5.53176588,2.34994381,0.02600032,0.10198075,0.33486430,0.04020941,1.34730797,0.47033352,0.25285318
-5.52576288,2.48431036,0.02744931,0.10853265,0.35414156,0.04241405,1.42373037,0.50084731,0.26757435
-5.51975988,2.62005312,0.02888495,0.11543806,0.37287165,0.04460582,1.50048196,0.53265609,0.28242580
-5.51375688,2.75603815,0.03029214,0.12265806,0.39087541,0.04677273,1.57689714,0.56555535,0.29730697
-5.50775388,2.89132075,0.03165826,0.13015303,0.40800490,0.04890625,1.65243322,0.59937522,0.31213358
-5.50175088,3.02515511,0.03297356,0.13788217,0.42414684,0.05100136,1.72667772,0.63398064,0.32683841
-5.49574787,3.15699733,0.03423141,0.14580325,0.43922484,0.05305646,1.79935087,0.66926993,0.34137177
-5.48974487,3.28650156,0.03542841,0.15387272,0.45320017,0.05507317,1.87030317,0.70517177,0.35570137
-5.48374187,3.41350939,0.03656447,0.16204607,0.46607119,0.05705599,1.93950793,0.74164085,0.36981174
-5.47773887,3.53803299,0.03764269,0.17027862,0.47787129,0.05901181,2.00704919,0.77865224,0.38370319
-5.47173587,3.66023280,0.03866918,0.17852651,0.48866553,0.06094936,2.07310556,0.81619501,0.39739042
-5.46573287,3.78039091,0.03965278,0.18674798,0.49854632,0.06287854,2.13793091,0.85426527,0.41090071
-5.45972986,3.89888162,0.04060459,0.19490481,0.50762814,0.06480973,2.20183280,0.89285931,0.42427195
-5.45372686,4.01614063,0.04153760,0.20296388,0.51604185,0.06675307,2.26514988,0.93196712,0.43755052
-5.44772386,4.13263454,0.04246606,0.21089865,0.52392888,0.06871775,2.32822950,0.97156682,0.45078908
-5.44172086,4.24883215,0.04340498,0.21869067,0.53143553,0.07071135,2.39140652,1.01162037,0.46404445
-5.43571786,4.36517896,0.04436951,0.22633081,0.53870785,0.07273933,2.45498462,1.05207100,0.47737565
-5.42971486,4.48207601,0.04537438,0.23382025,0.54588736,0.07480456,2.51922069,1.09284230,0.49084205
-5.42371186,4.59986373,0.04643336,0.24117113,0.55310766,0.07690701,2.58431324,1.13383937,0.50450185
-5.41770885,4.71881130,0.04755870,0.24840676,0.56049226,0.07904362,2.65039489,1.17495181,0.51841080
-5.41170585,4.83911143,0.04876076,0.25556141,0.56815358,0.08120831,2.71752923,1.21605827,0.53262111
-5.40570285,4.96088021,0.05004757,0.26267964,0.57619306,0.08339217,2.78571166,1.25703238,0.54718074
-5.39969985,5.08416121,0.05142455,0.26981520,0.58470217,0.08558373,2.85487382,1.29774960,0.56213271
-5.39369685,5.20893289,0.05289435,0.27702939,0.59376431,0.08776942,2.92489087,1.33809424,0.57751467
-5.38769385,5.33511812,0.05445664,0.28438918,0.60345711,0.08993410,2.99559081,1.37796636,0.59335851
-5.38169085,5.46259445,0.05610820,0.29196495,0.61385490,0.09206164,3.06676491,1.41728779,0.60968992
-5.37568784,5.59120398,0.05784290,0.29982794,0.62503106,0.09413553,3.13817826,1.45600668,0.62652801
-5.36968484,5.72076174,0.05965189,0.30804759,0.63705993,0.09613951,3.20957977,1.49410032,0.64388472
-5.36368184,5.85106159,0.06152384,0.31668883,0.65001793,0.09805815,3.28071069,1.53157567,0.66176419
-5.35767884,5.98187906,0.06344523,0.32580933,0.66398383,0.09987732,3.35131131,1.56846754,0.68016198
-5.35167584,6.11297098,0.06540075,0.33545689,0.67903781,0.10158466,3.42112533,1.60483432,0.69906410
-5.34567284,6.24407172,0.06737365,0.34566703,0.69525951,0.10316985,3.48990201,1.64075155,0.71844603
-5.33966983,6.37488673,0.06934624,0.35646077,0.71272485,0.10462481,3.55739605,1.67630344,0.73827169
-5.33366683,6.50508379,0.07130032,0.36784289,0.73150198,0.10594383,3.62336558,1.71157304,0.75849238
-5.32766383,6.63428314,0.07321763,0.37980045,0.75164634,0.10712350,3.68756885,1.74663158,0.77904586
-5.32166083,6.76204739,0.07508031,0.39230183,0.77319526,0.10816263,3.74975997,1.78152758,0.79985567
-5.31565783,6.88787254,0.07687124,0.40529627,0.79616238,0.10906204,3.80968464,1.81627669,0.82083066
-5.30965483,7.01118105,0.07857447,0.41871389,0.82053216,0.10982431,3.86707625,1.85085272,0.84186491
-5.30365183,7.13131818,0.08017537,0.43246631,0.84625497,0.11045352,3.92165317,1.88518075,0.86283810
-5.29764882,7.24755231,0.08166096,0.44644783,0.87324297,0.11095494,3.97311749,1.91913270,0.88361634
-5.29164582,7.35907992,0.08301990,0.46053711,0.90136718,0.11133471,4.02115583,1.95252582,0.90405355
-5.28564282,7.46503531,0.08424261,0.47459942,0.93045595,0.11159963,4.06544211,1.98512436,0.92399330
-5.27963982,7.56450530,0.08532119,0.48848942,0.96029497,0.11175683,4.10564248,2.01664434,0.94327126
-5.27363682,7.65654816,0.08624931,0.50205425,0.99062900,0.11181363,4.14142220,2.04676134,0.96171802
-5.26763382,7.74021630,0.08702206,0.51513711,1.02116529,0.11177732,4.17245402,2.07512077,0.97916227
-5.26163082,7.81458153,0.08763572,0.52758100,1.05157851,0.11165500,4.19842767,2.10135025,0.99543436
-5.25562781,7.87876174,0.08808758,0.53923265,1.08151723,0.11145349,4.21905985,2.12507324,1.01036990
-5.24962481,7.93194762,0.08837575,0.54994640,1.11061156,0.11117921,4.23410402,2.14592321,1.02381337
-5.24362181,7.97342783,0.08849894,0.55958797,1.13848170,0.11083806,4.24335943,2.16355749,1.03562169
-5.23761881,8.00261142,0.08845634,0.56803798,1.16474708,0.11043531,4.24667864,2.17767010,1.04566733
-5.23161581,8.01904609,0.08824756,0.57519501,1.18903574,0.10997552,4.24397310,2.18800263,1.05384111
-5.22561281,8.02243122,0.08787260,0.58097807,1.21099356,0.10946242,4.23521630,2.19435280,1.06005435
-5.21960980,8.01262510,0.08733186,0.58532851,1.23029305,0.10889876,4.22044436,2.19658007,1.06424040
-5.21360680,7.98964568,0.08662630,0.58821111,1.24664129,0.10828621,4.19975381,2.19460825,1.06635542
-5.20760380,7.95366513,0.08575751,0.58961438,1.25978691,0.10762524,4.17329685,2.18842490,1.06637837
-5.20160080,7.90499836,0.08472795,0.58955004,1.26952570,0.10691508,4.14127436,2.17807790,1.06431032
-5.19559780,7.84408645,0.08354108,0.58805176,1.27570490,0.10615359,4.10392696,2.16366934,1.06017300
-5.18959480,7.77147587,0.08220156,0.58517315,1.27822597,0.10533739,4.06152499,2.14534756,1.05400685
-5.18359180,7.68779501,0.08071538,0.58098508,1.27704580,0.10446184,4.01435786,2.12329767,1.04586850
-5.17758879,7.59372932,0.07908996,0.57557261,1.27217655,0.10352128,3.96272358,2.09773153,1.03582812
-5.17158579,7.48999672,0.07733419,0.56903149,1.26368394,0.10250924,3.90691910,2.06887778,1.02396647
-5.16558279,7.37732463,0.07545840,0.56146460,1.25168446,0.10141879,3.84723216,2.03697257,1.01037212
-5.15957979,7.25642995,0.07347429,0.55297828,1.23634130,0.10024297,3.78393500,2.00225165,0.99513888
-5.15357679,7.12800293,0.07139471,0.54367899,1.21785949,0.09897523,3.71728045,1.96494424,0.97836352
-5.14757379,6.99269584,0.06923351,0.53367020,1.19648015,0.09761001,3.64750033,1.92526878,0.96014407
-5.14157079,6.85111641,0.06700523,0.52304978,1.17247436,0.09614320,3.57480626,1.88343095,0.94057852
-5.13556778,6.70382636,0.06472486,0.51190800,1.14613643,0.09457273,3.49939261,1.83962354,0.91976425
-5.12956478,6.55134422,0.06240750,0.50032609,1.11777719,0.09289896,3.42144114,1.79402819,0.89779781
-5.12356178,6.39415199,0.06006808,0.48837547,1.08771709,0.09112513,3.34112692,1.74681835,0.87477532
-5.11755878,6.23270444,0.05772113,0.47611760,1.05627951,0.08925756,3.25862469,1.69816326,0.85079318
-5.11155578,6.06743999,0.05538049,0.46360440,1.02378425,0.08730582,3.17411533,1.64823217,0.82594896
-5.10555278,5.89879187,0.05305916,0.45087911,0.99054151,0.08528261,3.08779149,1.59719842,0.80034243
-5.09954977,5.72719848,0.05076910,0.43797754,0.95684629,0.08320358,2.99986213,1.54524291,0.77407649
-5.09354677,5.55311184,0.04852117,0.42492957,0.92297341,0.08108692,2.91055523,1.49255639,0.74725787
-5.08754377,5.37700327,0.04632505,0.41176074,0.88917331,0.07895276,2.82011874,1.43934051,0.71999751
-5.08154077,5.19936587,0.04418917,0.39849380,0.85566854,0.07682247,2.72881924,1.38580731,0.69241046
-5.07553777,5.02071342,0.04212074,0.38515015,0.82265115,0.07471781,2.63693879,1.33217720,0.66461533
-5.06953477,4.84157588,0.04012576,0.37175111,0.79028093,0.07266001,2.54476982,1.27867555,0.63673320
-5.06353177,4.66249180,0.03820899,0.35831883,0.75868459,0.07066881,2.45260873,1.22552812,0.60888616
-5.05752876,4.48399834,0.03637399,0.34487690,0.72795585,0.06876158,2.36074849,1.17295567,0.58119530
-5.05152576,4.30661967,0.03462316,0.33145070,0.69815635,0.06695240,2.26947083,1.12116819,0.55377861
-5.04552276,4.13085477,0.03295771,0.31806731,0.66931748,0.06525136,2.17903869,1.07035904,0.52674861
-5.03951976,3.95716566,0.03137768,0.30475530,0.64144291,0.06366399,2.08968941,1.02069971,0.50021004
-5.03351676,3.78596697,0.02988200,0.29154426,0.61451174,0.06219089,2.00162916,0.97233532,0.47425772
-5.02751376,3.61761778,0.02846847,0.27846418,0.58848232,0.06082756,1.91502912,0.92538128,0.44897470
-5.02151076,3.45241645,0.02713383,0.26554483,0.56329630,0.05956456,1.83002361,0.87992149,0.42443087
-5.01550775,3.29059879,0.02587382,0.25281516,0.53888307,0.05838778,1.74671031,0.83600802,0.40068207
-5.00950475,3.13234000,0.02468329,0.24030284,0.51516424,0.05727910,1.66515273,0.79366242,0.37776985
-5.00350175,2.97776014,0.02355635,0.22803390,0.49205807,0.05621711,1.58538459,0.75287862,0.35572176
-4.99749875,2.82693295,0.02248649,0.21603261,0.46948377,0.05517808,1.50741593,0.71362713,0.33455232
-4.99149575,2.67989745,0.02146682,0.20432157,0.44736535,0.05413701,1.43124067,0.67586039,0.31426447
-4.98549275,2.53667161,0.02049026,0.19292200,0.42563511,0.05306879,1.35684495,0.63951899,0.29485151
-4.97948974,2.39726725,0.01954981,0.18185425,0.40423655,0.05194932,1.28421589,0.60453822,0.27629933
-4.97348674,2.26170520,0.01863875,0.17113842,0.38312661,0.05075659,1.21335026,0.57085485,0.25858887
-4.96748374,2.13002988,0.01775092,0.16079507,0.36227729,0.04947169,1.14426239,0.53841349,0.24169863
-4.96148074,2.00232223,0.01688092,0.15084602,0.34167647,0.04807965,1.07699101,0.50717246,0.22560708
-4.95547774,1.87871040,0.01602429,0.14131506,0.32132811,0.04657003,1.01160461,0.47710868,0.21029483
-4.94947474,1.75937741,0.01517771,0.13222859,0.30125173,0.04493741,0.94820490,0.44822150,0.19574656
-4.94347174,1.64456542,0.01433903,0.12361607,0.28148128,0.04318157,0.88692831,0.42053523,0.18195240
-4.93746873,1.53457623,0.01350741,0.11551036,0.26206350,0.04130741,0.82794546,0.39410039,0.16890892
-4.93146573,1.42976817,0.01268327,0.10794771,0.24305583,0.03932475,0.77145852,0.36899363,0.15661960
-4.92546273,1.33054931,0.01186827,0.10096762,0.22452400,0.03724785,0.71769667,0.34531640,0.14509474
-4.91945973,1.23736753,0.01106522,0.09461233,0.20653944,0.03509479,0.66690995,0.32319260,0.13435094
-4.91345673,1.15069790,0.01027797,0.08892622,0.18917664,0.03288670,0.61936177,0.30276536,0.12441017
-4.90745373,1.07102805,0.00951122,0.08395487,0.17251056,0.03064701,0.57532036,0.28419328,0.11529843
-4.90145073,0.99884221,0.00877041,0.07974414,0.15661419,0.02840049,0.53504978,0.26764627,0.10704425
-4.89544772,0.93460492,0.00806152,0.07633898,0.14155647,0.02617249,0.49880075,0.25330151,0.09967695
-4.88944472,0.87874495,0.00739087,0.07378241,0.12740045,0.02398812,0.46680175,0.24133967,0.09322497
-4.88344172,0.83164056,0.00676501,0.07211447,0.11420199,0.02187153,0.43925096,0.23194170,0.08771416
-4.87743872,0.79360664,0.00619057,0.07137128,0.10200883,0.01984535,0.41630914,0.22528657,0.08316635
-4.87143572,0.76488454,0.00567412,0.07158446,0.09086014,0.01793023,0.39809403,0.22155001,0.07959811
-4.86543272,0.74563505,0.00522211,0.07278072,0.08078655,0.01614457,0.38467643,0.22090454,0.07701988
-4.85942971,0.73593512,0.00484074,0.07498186,0.07181051,0.01450433,0.37607813,0.22352087,0.07543549
-4.85342671,0.73577852,0.00453599,0.07820520,0.06394704,0.01302306,0.37227194,0.22957065,0.07484216
-4.84742371,0.74508060,0.00431353,0.08246440,0.05720472,0.01171200,0.37318364,0.23923054,0.07523091
-4.84142071,0.76368712,0.00417867,0.08777073,0.05158686,0.01058035,0.37869617,0.25268755,0.07658746
-4.83541771,0.79138680,0.00413642,0.09413478,0.04709274,0.00963555,0.38865555,0.27014520,0.07889355
-4.82941471,0.82792737,0.00419135,0.10156849,0.04371882,0.00888369,0.40287861,0.29183037,0.08212864
-4.82341171,0.87303421,0.00434762,0.11008746,0.04145987,0.00832993,0.42116208,0.31800032,0.08627192
-4.81740870,0.92643094,0.00460890,0.11971342,0.04030984,0.00797889,0.44329275,0.34894934,0.09130452
-4.81140570,0.98786094,0.00497828,0.13047671,0.04026259,0.00783505,0.46905825,0.38501453,0.09721182
-4.80540270,1.05710849,0.00545819,0.14241857,0.04131215,0.00790314,0.49825781,0.42657991,0.10398575
-4.79939970,1.13401858,0.00605026,0.15559306,0.04345277,0.00818839,0.53071269,0.47407848,0.11162687
-4.79339670,1.21851382,0.00675523,0.17006847,0.04667855,0.00869676,0.56627554,0.52799123,0.12014619
-4.78739370,1.31060736,0.00757280,0.18592792,0.05098268,0.00943508,0.60483812,0.58884280,0.12956647
-4.78139070,1.41041057,0.00850152,0.20326906,0.05635645,0.01041107,0.64633699,0.65719314,0.13992301
-4.77538769,1.51813461,0.00953866,0.22220269,0.06278785,0.01163330,0.69075662,0.73362485,0.15126364
-4.76938469,1.63408490,0.01068019,0.24285017,0.07026006,0.01311104,0.73812955,0.81872610,0.16364808
-4.76338169,1.75864836,0.01192065,0.26533962,0.07874969,0.01485403,0.78853347,0.91306903,0.17714630
-4.75737869,1.89227319,0.01325325,0.28980098,0.08822500,0.01687222,0.84208503,1.01718423,0.19183623
-4.75137569,2.03544165,0.01466987,0.31635985,0.09864410,0.01917542,0.89893066,1.13153166,0.20780052
-4.74537269,2.18863657,0.01616121,0.34513050,0.10995329,0.02177293,0.95923442,1.25646903,0.22512275
-4.73936968,2.35230302,0.01771699,0.37620822,0.12208558,0.02467313,1.02316361,1.39221882,0.24388296
-4.73336668,2.52680653,0.01932613,0.40966125,0.13495948,0.02788312,1.09087254,1.53883529,0.26415286
-4.72736368,2.71238996,0.02097712,0.44552280,0.14847817,0.03140832,1.16248539,1.69617307,0.28599084
-4.72136068,2.90913113,0.02265828,0.48378351,0.16252911,0.03525211,1.23807874,1.86385911,0.30943703
-4.71535768,3.11690342,0.02435814,0.52438475,0.17698418,0.03941555,1.31766496,2.04126953,0.33450865
-4.70935468,3.33534159,0.02606574,0.56721319,0.19170028,0.04389705,1.40117713,2.22751323,0.36119591
-4.70335168,3.56381489,0.02777102,0.61209706,0.20652057,0.04869220,1.48845634,2.42142351,0.38945866
-4.69734867,3.80140919,0.02946503,0.65880431,0.22127628,0.05379352,1.57924223,2.62155911,0.41922395
-4.69134567,4.04691944,0.03114020,0.70704299,0.23578906,0.05919037,1.67316719,2.82621524,0.45038469
-4.68534267,4.29885343,0.03279045,0.75646391,0.24987383,0.06486879,1.76975473,3.03344530,0.48279955
-4.67933967,4.55544710,0.03441127,0.80666563,0.26334218,0.07081142,1.86842217,3.24109292,0.51629400
-4.67333667,4.81469109,0.03599966,0.85720168,0.27600610,0.07699741,1.96848768,3.44683389,0.55066262
-4.66733367,5.07436788,0.03755397,0.90758968,0.28768202,0.08340239,2.06918144,3.64822689,0.58567253
-4.66133067,5.33209803,0.03907373,0.95732225,0.29819501,0.08999831,2.16966053,3.84277133,0.62106787
-4.65532766,5.58539398,0.04055927,1.00587913,0.30738310,0.09675349,2.26902696,4.02797048,0.65657510
-4.64932466,5.83171929,0.04201147,1.05274011,0.31510140,0.10363248,2.36634837,4.20139765,0.69190903
-4.64332166,6.06855120,0.04343129,1.09739830,0.32122608,0.11059611,2.46068029,4.36076281,0.72677932
-4.63731866,6.29344417,0.04481949,1.13937325,0.32565790,0.11760150,2.55108963,4.50397744,0.76089725
-4.63131566,6.50409234,0.04617627,1.17822339,0.32832524,0.12460216,2.63667827,4.62921482,0.79398259
-4.62531266,6.69838880,0.04750102,1.21355744,0.32918651,0.13154822,2.71660623,4.73496390,0.82577035
-4.61930965,6.87447993,0.04879220,1.24504437,0.32823170,0.13838676,2.79011373,4.82007439,0.85601723
-4.61330665,7.03081340,0.05004728,1.27242169,0.32548324,0.14506237,2.85654149,4.88379189,0.88450769
-4.60730365,7.16617860,0.05126289,1.29550183,0.32099582,0.15151776,2.91534887,4.92578156,0.91105944
-4.60130065,7.27973882,0.05243502,1.31417653,0.31485535,0.15769475,2.96612939,4.94614005,0.93552822
-4.59529765,7.37105445,0.05355940,1.32841920,0.30717705,0.16353528,3.00862334,4.94539516,0.95781182
-4.58929465,7.44009710,0.05463200,1.33828523,0.29810264,0.16898277,3.04272723,4.92449386,0.97785325
-4.58329165,7.48725448,0.05564955,1.34391045,0.28779681,0.17398354,3.06849974,4.88477907,0.99564280
-4.57728864,7.51332597,0.05661013,1.34550777,0.27644297,0.17848841,3.08616420,4.82795644,1.01121914
-4.57128564,7.51950913,0.05751377,1.34336213,0.26423860,0.18245435,3.09610723,4.75605232,1.02466915
-4.56528264,7.50737730,0.05836293,1.33782391,0.25139020,0.18584609,3.09887362,4.67136433,1.03612650
-4.55927964,7.47884845,0.05916294,1.32930107,0.23810809,0.18863775,3.09515718,4.57640628,1.04576883
-4.55327664,7.43614557,0.05992226,1.31824991,0.22460127,0.19081415,3.08578771,4.47384867,1.05381354
-4.54727364,7.38174906,0.06065253,1.30516477,0.21107242,0.19237202,3.07171392,4.36645665,1.06051218
-4.54127064,7.31834149,0.06136844,1.29056678,0.19771337,0.19332076,3.05398268,4.25702652,1.06614331
-4.53526763,7.24874561,0.06208737,1.27499176,0.18470097,0.19368283,3.03371461,4.14832242,1.07100423
-4.52926463,7.17585635,0.06282876,1.25897737,0.17219370,0.19349375,3.01207667,4.04301417,1.07540139
-4.52326163,7.10256833,0.06361334,1.24304995,0.16032896,0.19280150,2.99025204,3.94361756,1.07964004
-4.51725863,7.03170026,0.06446213,1.22771102,0.14922118,0.19166555,2.96940826,3.85243804,1.08401319
-4.51125563,6.96591826,0.06539535,1.21342390,0.13896067,0.19015533,2.95066441,3.77151889,1.08879042
-4.50525263,6.90766044,0.06643118,1.20060085,0.12961343,0.18834839,2.93505828,3.70259476,1.09420697
-4.49924962,6.85906499,0.06758464,1.18959097,0.12122154,0.18632808,2.92351491,3.64705170,1.10045346
-4.49324662,6.82190475,0.06886642,1.18066938,0.11380437,0.18418114,2.91681736,3.60589447,1.10766686
