energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-6.00000000,1.91079163,0.00927323,0.52266374,0.04506613,1.07129351,0.92630972,0.55092916,0.00000000
-5.99399700,1.79799008,0.00887426,0.49239623,0.04218759,1.00437071,0.87942927,0.51572403,0.00000000
-5.98799400,1.68796001,0.00847896,0.46254636,0.03956053,0.94033142,0.83296270,0.48199006,0.00000000
-5.98199100,1.58149976,0.00809744,0.43326035,0.03721549,0.87945045,0.78720052,0.45006036,0.00000000
-5.97598799,1.47936019,0.00773958,0.40466602,0.03518683,0.82197794,0.74241297,0.42026087,0.00000000
-5.96998499,1.38223798,0.00741472,0.37687471,0.03351187,0.76813760,0.69885226,0.39290321,0.00000000
-5.96398199,1.29076968,0.00713146,0.34998334,0.03222992,0.71812477,0.65675468,0.36827800,0.00000000
-5.95797899,1.20552632,0.00689739,0.32407633,0.03138128,0.67210414,0.61634223,0.34664861,0.00000000
-5.95197599,1.12700845,0.00671890,0.29922732,0.03100629,0.63020738,0.57782349,0.32824560,0.00000000
-5.94597299,1.05564155,0.00660109,0.27550062,0.03114418,0.59253076,0.54139357,0.31326180,0.00000000
-5.93996998,0.99177177,0.00654760,0.25295217,0.03183210,0.55913288,0.50723321,0.30184818,0.00000000
-5.93396698,0.93566179,0.00656059,0.23163016,0.03310388,0.53003277,0.47550687,0.29411037,0.00000000
-5.92796398,0.88748713,0.00664070,0.21157523,0.03498895,0.50520838,0.44636007,0.29010587,0.00000000
-5.92196098,0.84733276,0.00678707,0.19282036,0.03751107,0.48459573,0.41991615,0.28984189,0.00000000
-5.91595798,0.81519020,0.00699741,0.17539049,0.04068710,0.46808872,0.39627259,0.29327386,0.00000000
-5.90995498,0.79095552,0.00726807,0.15930198,0.04452577,0.45553994,0.37549733,0.30030451,0.00000000
-5.90395198,0.77442815,0.00759415,0.14456210,0.04902639,0.44676235,0.35762525,0.31078355,0.00000000
-5.89794897,0.76531109,0.00796966,0.13116849,0.05417772,0.44153196,0.34265525,0.32450809,0.00000000
-5.89194597,0.76321267,0.00838764,0.11910883,0.05995689,0.43959162,0.33054803,0.34122371,0.00000000
-5.88594297,0.76765009,0.00884035,0.10836082,0.06632850,0.44065586,0.32122499,0.36062649,0.00000000
-5.87993997,0.77805508,0.00931944,0.09889236,0.07324399,0.44441656,0.31456830,0.38236582,0.00000000
-5.87393697,0.79378183,0.00981610,0.09066214,0.08064134,0.45054971,0.31042243,0.40604835,0.00000000
-5.86793397,0.81411731,0.01032126,0.08362065,0.08844511,0.45872270,0.30859697,0.43124306,0.00000000
-5.86193097,0.83829390,0.01082577,0.07771148,0.09656695,0.46860231,0.30887094,0.45748750,0.00000000
-5.85592796,0.86550434,0.01132051,0.07287292,0.10490661,0.47986296,0.31099843,0.48429525,0.00000000
-5.84992496,0.89491870,0.01179660,0.06903990,0.11335343,0.49219510,0.31471533,0.51116453,0.00000000
-5.84392196,0.92570297,0.01224551,0.06614608,0.12178837,0.50531343,0.31974709,0.53758787,0.00000000
-5.83791896,0.95703891,0.01265920,0.06412597,0.13008654,0.51896465,0.32581704,0.56306269,0.00000000
-5.83191596,0.98814429,0.01303025,0.06291710,0.13812005,0.53293445,0.33265511,0.58710250,0.00000000
-5.82591296,1.01829315,0.01335194,0.06246207,0.14576138,0.54705346,0.34000639,0.60924830,0.00000000
-5.81990995,1.04683493,0.01361838,0.06271026,0.15288679,0.56120188,0.34763939,0.62908007,0.00000000
-5.81390695,1.07321200,0.01382454,0.06361928,0.15937996,0.57531240,0.35535332,0.64622763,0.00000000
-5.80790395,1.09697442,0.01396640,0.06515595,0.16513550,0.58937136,0.36298431,0.66038061,0.00000000
-5.80190095,1.11779154,0.01404090,0.06729671,0.17006226,0.60341768,0.37041002,0.67129699,0.00000000
-5.79589795,1.13545940,0.01404610,0.07002747,0.17408624,0.61753971,0.37755246,0.67880995,0.00000000
-5.78989495,1.14990370,0.01398110,0.07334286,0.17715304,0.63186968,0.38437878,0.68283245,0.00000000
-5.78389195,1.16117785,0.01384613,0.07724482,0.17922958,0.64657586,0.39090002,0.68335949,0.00000000
-5.77788894,1.16945601,0.01364251,0.08174054,0.18030514,0.66185259,0.39716766,0.68046773,0.00000000
-5.77188594,1.17502125,0.01337265,0.08684001,0.18039151,0.67790830,0.40326817,0.67431251,0.00000000
-5.76588294,1.17824928,0.01303997,0.09255298,0.17952243,0.69495203,0.40931577,0.66512226,0.00000000
-5.75987994,1.17958824,0.01264891,0.09888571,0.17775208,0.71317865,0.41544368,0.65319056,0.00000000
-5.75387694,1.17953556,0.01220477,0.10583753,0.17515296,0.73275370,0.42179430,0.63886617,0.00000000
-5.74787394,1.17861283,0.01171366,0.11339745,0.17181301,0.75379823,0.42850877,0.62254136,0.00000000
-5.74187094,1.17733997,0.01118236,0.12154096,0.16783234,0.77637451,0.43571653,0.60463920,0.00000000
-5.73586793,1.17620989,0.01061821,0.13022729,0.16331956,0.80047343,0.44352534,0.58560019,0.00000000
-5.72986493,1.17566498,0.01002893,0.13939724,0.15838799,0.82600419,0.45201239,0.56586898,0.00000000
-5.72386193,1.17607661,0.00942250,0.14897183,0.15315188,0.85278718,0.46121693,0.54588158,0.00000000
-5.71785893,1.17772870,0.00880697,0.15885177,0.14772291,0.88055061,0.47113498,0.52605374,0.00000000
-5.71185593,1.18080624,0.00819031,0.16891808,0.14220700,0.90893129,0.48171629,0.50677084,0.00000000
