energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up
-3.48474237,7.70365065,0.01185032,0.14050083,0.73438806,4.96112371,0.60467777,1.18968953,1.73023020,0.00000000
-3.47873937,7.67636015,0.01156278,0.13592580,0.72349157,4.93666213,0.60034555,1.20763598,1.72749548,0.00000000
-3.47273637,7.66301715,0.01131982,0.13198524,0.71473774,4.92070998,0.59736622,1.22741354,1.72776184,0.00000000
-3.46673337,7.66270590,0.01112116,0.12867093,0.70809432,4.91283298,0.59564317,1.24865988,1.73071876,0.00000000
-3.46073037,7.67431707,0.01096596,0.12596488,0.70348646,4.91252029,0.59505076,1.27096724,1.73598493,0.00000000
-3.45472736,7.69661031,0.01085295,0.12384048,0.70080171,4.91921970,0.59544104,1.29389618,1.74312534,0.00000000
-3.44872436,7.72827746,0.01078059,0.12226393,0.69989642,4.93237077,0.59665090,1.31699053,1.75167012,0.00000000
-3.44272136,7.76800393,0.01074721,0.12119568,0.70060286,4.95143460,0.59850960,1.33979316,1.76113431,0.00000000
-3.43671836,7.81452560,0.01075114,0.12059203,0.70273679,4.97591919,0.60084615,1.36186179,1.77103767,0.00000000
-3.43071536,7.86667890,0.01079079,0.12040671,0.70610528,5.00539932,0.60349635,1.38278409,1.78092362,0.00000000
-3.42471236,7.92344232,0.01086476,0.12059245,0.71051414,5.03953055,0.60630909,1.40219157,1.79037655,0.00000000
-3.41870935,7.98396771,0.01097183,0.12110240,0.71577482,5.07805695,0.60915172,1.41977155,1.79903667,0.00000000
-3.41270635,8.04760059,0.01111102,0.12189145,0.72171047,5.12081257,0.61191427,1.43527661,1.80661175,0.00000000
-3.40670335,8.11388863,0.01128156,0.12291733,0.72816076,5.16771691,0.61451227,1.44853131,1.81288534,0.00000000
-3.40070035,8.18257865,0.01148281,0.12414152,0.73498550,5.21876489,0.61688828,1.45943568,1.81772110,0.00000000
-3.39469735,8.25360231,0.01171426,0.12552992,0.74206677,5.27401186,0.61901182,1.46796547,1.82106309,0.00000000
-3.38869435,8.32705158,0.01197538,0.12705318,0.74930962,5.33355469,0.62087804,1.47416913,1.82293209,0.00000000
-3.38269135,8.40314524,0.01226557,0.12868691,0.75664130,5.39750959,0.62250503,1.47816168,1.82341823,0.00000000
-3.37668834,8.48218826,0.01258400,0.13041147,0.76400924,5.46598803,0.62392999,1.48011585,1.82267030,0.00000000
-3.37068534,8.56452592,0.01292957,0.13221173,0.77137780,5.53907155,0.62520454,1.48025087,1.82088233,0.00000000
-3.36468234,8.65049506,0.01330074,0.13407641,0.77872418,5.61678680,0.62638931,1.47881958,1.81827824,0.00000000
-3.35867934,8.74037486,0.01369550,0.13599747,0.78603369,5.69908190,0.62754825,1.47609440,1.81509522,0.00000000
-3.35267634,8.83433966,0.01411128,0.13796921,0.79329474,5.78580522,0.62874281,1.47235301,1.81156685,0.00000000
-3.34667334,8.93241630,0.01454490,0.13998748,0.80049376,5.87668775,0.63002639,1.46786432,1.80790678,0.00000000
-3.34067034,9.03444835,0.01499257,0.14204872,0.80761066,5.97133004,0.63143934,1.46287552,1.80429380,0.00000000
-3.33466733,9.14006943,0.01544991,0.14414920,0.81461477,6.06919466,0.63300479,1.45760090,1.80085917,0.00000000
-3.32866433,9.24868727,0.01591197,0.14628427,0.82146184,6.16960491,0.63472542,1.45221281,1.79767677,0.00000000
-3.32266133,9.35948011,0.01637334,0.14844782,0.82809222,6.27175037,0.63658150,1.44683539,1.79475668,0.00000000
-3.31665833,9.47140615,0.01682824,0.15063184,0.83443031,6.37469963,0.63853029,1.44154127,1.79204250,0.00000000
-3.31065533,9.58322626,0.01727066,0.15282633,0.84038541,6.47742028,0.64050667,1.43635133,1.78941259,0.00000000
-3.30465233,9.69353982,0.01769453,0.15501932,0.84585406,6.57880573,0.64242520,1.43123756,1.78668511,0.00000000
-3.29864932,9.80083232,0.01809389,0.15719713,0.85072358,6.67770847,0.64418344,1.42612876,1.78362672,0.00000000
-3.29264632,9.90353325,0.01846306,0.15934490,0.85487684,6.77297855,0.64566627,1.42091875,1.77996442,0.00000000
-3.28664332,10.00008186,0.01879685,0.16144726,0.85819794,6.86350615,0.64675114,1.41547666,1.77539996,0.00000000
-3.28064032,10.08899789,0.01909075,0.16348912,0.86057848,6.94826637,0.64731394,1.40965859,1.76962604,0.00000000
-3.27463732,10.16895406,0.01934109,0.16545658,0.86192412,7.02636458,0.64723513,1.40332013,1.76234354,0.00000000
-3.26863432,10.23884678,0.01954520,0.16733790,0.86216106,7.09707993,0.64640595,1.39632888,1.75327885,0.00000000
-3.26263132,10.29786128,0.01970152,0.16912438,0.86124213,7.15990507,0.64473422,1.38857644,1.74220038,0.00000000
-3.25662831,10.34552779,0.01980974,0.17081122,0.85915198,7.21457973,0.64214967,1.37998909,1.72893340,0.00000000
-3.25062531,10.38176529,0.01987079,0.17239818,0.85591126,7.26111614,0.63860824,1.37053656,1.71337256,0.00000000
-3.24462231,10.40691014,0.01988693,0.17389010,0.85157935,7.29981458,0.63409538,1.36023855,1.69549126,0.00000000
-3.23861931,10.42172735,0.01986164,0.17529718,0.84625557,7.33126751,0.62862806,1.34916842,1.67534746,0.00000000
-3.23261631,10.42740297,0.01979962,0.17663495,0.84007864,7.35635143,0.62225536,1.33745401,1.65308572,0.00000000
-3.22661331,10.42551724,0.01970661,0.17792403,0.83322445,7.37620604,0.61505769,1.32527544,1.62893513,0.00000000
-3.22061031,10.41799879,0.01958928,0.17918959,0.82590210,7.39220094,0.60714455,1.31285996,1.60320344,0.00000000
-3.21460730,10.40706128,0.01945503,0.18046050,0.81834835,7.40589073,0.59865113,1.30047417,1.57626744,0.00000000
-3.20860430,10.39512468,0.01931174,0.18176836,0.81082075,7.41895996,0.58973359,1.28841389,1.54856020,0.00000000
-3.20260130,10.38472443,0.01916757,0.18314619,0.80358956,7.43315994,0.58056359,1.27699225,1.52055567,0.00000000
-3.19659830,10.37841208,0.01903066,0.18462709,0.79692893,7.45023995,0.57132210,1.26652652,1.49275134,0.00000000
-3.19059530,10.37865176,0.01890893,0.18624277,0.79110762,7.47187578,0.56219275,1.25732439,1.46564980,0.00000000
-3.18459230,10.38771719,0.01880980,0.18802204,0.78637963,7.49959856,0.55335522,1.24967026,1.43974000,0.00000000
-3.17858929,10.40759370,0.01873993,0.18998938,0.78297511,7.53472736,0.54497876,1.24381241,1.41547899,0.00000000
-3.17258629,10.43989000,0.01870508,0.19216356,0.78109198,7.57830844,0.53721625,1.23995141,1.39327510,0.00000000
-3.16658329,10.48576392,0.01870985,0.19455655,0.78088863,7.63106426,0.53019900,1.23823063,1.37347311,0.00000000
-3.16058029,10.54586568,0.01875761,0.19717251,0.78247785,7.69335479,0.52403250,1.23872915,1.35634216,0.00000000
-3.15457729,10.62030172,0.01885039,0.20000721,0.78592249,7.76515323,0.51879341,1.24145746,1.34206686,0.00000000
-3.14857429,10.70862124,0.01898879,0.20304765,0.79123294,7.84603760,0.51452773,1.24635626,1.33074194,0.00000000
-3.14257129,10.80982648,0.01917206,0.20627211,0.79836653,7.93519907,0.51125036,1.25329839,1.32237069,0.00000000
-3.13656828,10.92240688,0.01939808,0.20965053,0.80722903,8.03146727,0.50894598,1.26209393,1.31686713,0.00000000
-3.13056528,11.04439618,0.01966352,0.21314527,0.81767818,8.13335171,0.50757125,1.27249816,1.31406188,0.00000000
-3.12456228,11.17345055,0.01996394,0.21671222,0.82952916,8.23909833,0.50705807,1.28422217,1.31371129,0.00000000
-3.11855928,11.30694480,0.02029402,0.22030221,0.84256183,8.34675883,0.50731800,1.29694565,1.31550958,0.00000000
-3.11255628,11.44208291,0.02064771,0.22386275,0.85652952,8.45427050,0.50824733,1.31033129,1.31910325,0.00000000
-3.10655328,11.57601854,0.02101852,0.22733990,0.87116898,8.55954318,0.50973281,1.32404014,1.32410722,0.00000000
-3.10055028,11.70598046,0.02139977,0.23068037,0.88621122,8.66055003,0.51165757,1.33774740,1.33012187,0.00000000
-3.09454727,11.82939773,0.02178480,0.23383365,0.90139263,8.75541825,0.51390710,1.35115768,1.33675037,0.00000000
-3.08854427,11.94401914,0.02216725,0.23675410,0.91646613,8.84251595,0.51637498,1.36401937,1.34361536,0.00000000
-3.08254127,12.04802172,0.02254132,0.23940295,0.93121170,8.92053135,0.51896800,1.37613710,1.35037435,0.00000000
-3.07653827,12.14010335,0.02290192,0.24175007,0.94544581,8.98854077,0.52161061,1.38738198,1.35673318,0.00000000
-3.07053527,12.21955515,0.02324489,0.24377546,0.95902948,9.04606220,0.52424828,1.39769900,1.36245684,0.00000000
-3.06453227,12.28631002,0.02356714,0.24547037,0.97187437,9.09309178,0.52684981,1.40711119,1.36737737,0.00000000
-3.05852926,12.34096474,0.02386671,0.24683795,0.98394663,9.13012124,0.52940838,1.41572029,1.37139836,0.00000000
-3.05252626,12.38477416,0.02414287,0.24789342,0.99526845,9.15813507,0.53194134,1.42370396,1.37449602,0.00000000
-3.04652326,12.41961701,0.02439606,0.24866376,1.00591686,9.17858712,0.53448871,1.43130934,1.37671669,0.00000000
-3.04052026,12.44793445,0.02462789,0.24918683,1.01602009,9.19335708,0.53711050,1.43884342,1.37817121,0.00000000
-3.03451726,12.47264350,0.02484098,0.24951006,1.02575144,9.20468852,0.53988307,1.44666048,1.37902615,0.00000000
-3.02851426,12.49702866,0.02503890,0.24968861,1.03532093,9.21511063,0.54289452,1.45514703,1.37949263,0.00000000
-3.02251126,12.52461627,0.02522593,0.24978321,1.04496510,9.22734694,0.54623957,1.46470506,1.37981332,0.00000000
-3.01650825,12.55903696,0.02540688,0.24985772,1.05493539,9.24421473,0.55001395,1.47573414,1.38024807,0.00000000
-3.01050525,12.60388197,0.02558686,0.24997644,1.06548566,9.26851953,0.55430888,1.48861322,1.38105917,0.00000000
-3.00450225,12.66255989,0.02577106,0.25020145,1.07685943,9.30294911,0.55920557,1.50368300,1.38249686,0.00000000
-2.99849925,12.73815997,0.02596454,0.25058994,1.08927733,9.34997184,0.56477030,1.52122946,1.38478578,0.00000000
-2.99249625,12.83332825,0.02617195,0.25119179,1.10292553,9.41174364,0.57105019,1.54146953,1.38811310,0.00000000
-2.98649325,12.95016193,0.02639740,0.25204738,1.11794556,9.49002787,0.57806984,1.56453936,1.39261883,0.00000000
-2.98049025,13.09012675,0.02664428,0.25318584,1.13442603,9.58613151,0.58582913,1.59048584,1.39838875,0.00000000
-2.97448724,13.25400086,0.02691507,0.25462383,1.15239665,9.70086029,0.59430209,1.61926166,1.40545029,0.00000000
-2.96848424,13.44184743,0.02721133,0.25636474,1.17182482,9.83449475,0.60343711,1.65072427,1.41377140,0.00000000
-2.96248124,13.65301704,0.02753360,0.25839860,1.19261491,9.98678783,0.61315827,1.68463863,1.42326250,0.00000000
-2.95647824,13.88617911,0.02788138,0.26070245,1.21461028,10.15698367,0.62336786,1.72068379,1.43378117,0.00000000
-2.95047524,14.13938065,0.02825321,0.26324133,1.23759784,10.34385657,0.63394982,1.75846288,1.44513938,0.00000000
-2.94447224,14.41012893,0.02864672,0.26596971,1.26131504,10.54576759,0.64477411,1.79751611,1.45711276,0.00000000
-2.93846923,14.69549392,0.02905872,0.26883343,1.28545883,10.76073585,0.65570164,1.83733628,1.46945136,0.00000000
-2.93246623,14.99222540,0.02948536,0.27177184,1.30969621,10.98652096,0.66658952,1.87738597,1.48189140,0.00000000
-2.92646323,15.29687905,0.02992227,0.27472034,1.33367588,11.22071237,0.67729660,1.91711582,1.49416724,0.00000000
-2.92046023,15.60594569,0.03036473,0.27761285,1.35704053,11.46082137,0.68768869,1.95598303,1.50602321,0.00000000
-2.91445723,15.91597788,0.03080783,0.28038444,1.37943909,11.70437174,0.69764363,1.99346940,1.51722451,0.00000000
-2.90845423,16.22370838,0.03124667,0.28297379,1.40053859,11.94898479,0.70705567,2.02909816,1.52756693,0.00000000
-2.90245123,16.52615590,0.03167649,0.28532543,1.42003510,12.19245564,0.71583916,2.06244886,1.53688478,0.00000000
-2.89644822,16.82071396,0.03209284,0.28739172,1.43766332,12.43281760,0.72393134,2.09317000,1.54505700,0.00000000
-2.89044522,17.10522012,0.03249171,0.28913451,1.45320455,12.66839279,0.73129421,2.12098871,1.55201102,0.00000000
-2.88444222,17.37800362,0.03286961,0.29052629,1.46649275,12.89782749,0.73791532,2.14571746,1.55772452,0.00000000
-2.87843922,17.63791075,0.03322370,0.29155102,1.47741852,13.12011183,0.74380754,2.16725744,1.56222501,0.00000000
-2.87243622,17.88430830,0.03355183,0.29220439,1.48593104,13.33458402,0.74900786,2.18559878,1.56558744,0.00000000
-2.86643322,18.11706623,0.03385256,0.29249370,1.49203787,13.54092017,0.75357529,2.20081757,1.56792998,0.00000000
-2.86043022,18.33652184,0.03412519,0.29243732,1.49580276,13.73911120,0.75758787,2.21307013,1.56940830,0.00000000
-2.85442721,18.54342809,0.03436975,0.29206367,1.49734168,13.92942884,0.76113914,2.22258461,1.57020859,0.00000000
-2.84842421,18.73888912,0.03458695,0.29140995,1.49681718,14.11238305,0.76433403,2.22965060,1.57053975,0.00000000
-2.84242121,18.92428671,0.03477813,0.29052054,1.49443158,14.28867333,0.76728439,2.23460703,1.57062493,0.00000000
-2.83641821,19.10120080,0.03494521,0.28944516,1.49041895,14.45913631,0.77010447,2.23782889,1.57069290,0.00000000
-2.83041521,19.27132764,0.03509057,0.28823690,1.48503656,14.62469205,0.77290629,2.23971337,1.57096941,0.00000000
-2.82441221,19.43639872,0.03521698,0.28695019,1.47855583,14.78629101,0.77579532,2.24066575,1.57166892,0.00000000
-2.81840920,19.59810299,0.03532750,0.28563875,1.47125330,14.94486375,0.77886640,2.24108568,1.57298682,0.00000000
-2.81240620,19.75801506,0.03542534,0.28435357,1.46340176,15.10127465,0.78220019,2.24135405,1.57509250,0.00000000
-2.80640320,19.91753088,0.03551376,0.28314112,1.45526202,15.25628086,0.78586019,2.24182104,1.57812323,0.00000000
-2.80040020,20.07781267,0.03559598,0.28204170,1.44707531,15.41049731,0.78989048,2.24279549,1.58217915,0.00000000
-2.79439720,20.23974375,0.03567503,0.28108804,1.43905679,15.56436824,0.79431407,2.24453591,1.58731944,0.00000000
-2.78839420,20.40389415,0.03575366,0.28030428,1.43139009,15.71814552,0.79913220,2.24724333,1.59355963,0.00000000
-2.78239120,20.57049705,0.03583425,0.27970517,1.42422322,15.87187371,0.80432423,2.25105600,1.60087027,0.00000000
-2.77638819,20.73943610,0.03591872,0.27929577,1.41766579,16.02538177,0.80984843,2.25604623,1.60917682,0.00000000
-2.77038519,20.91024332,0.03600848,0.27907138,1.41178764,16.17828114,0.81564336,2.26221919,1.61836090,0.00000000
-2.76438219,21.08210715,0.03610436,0.27901796,1.40661882,16.32996983,0.82162994,2.26951369,1.62826277,0.00000000
-2.75837919,21.25389000,0.03620659,0.27911279,1.40215095,16.47964218,0.82771407,2.27780498,1.63868503,0.00000000
-2.75237619,21.42415457,0.03631481,0.27932550,1.39833971,16.62630377,0.83378963,2.28690929,1.64939747,0.00000000
-2.74637319,21.59119806,0.03642809,0.27961932,1.39510851,16.76879107,0.83974185,2.29659011,1.66014292,0.00000000
-2.74037019,21.75309333,0.03654495,0.27995259,1.39235303,16.90579542,0.84545084,2.30656580,1.67064396,0.00000000
-2.73436718,21.90773577,0.03666347,0.28028035,1.38994647,17.03589053,0.85079521,2.31651862,1.68061043,0.00000000
-2.72836418,22.05289478,0.03678136,0.28055605,1.38774536,17.15756320,0.85565558,2.32610453,1.68974724,0.00000000
-2.72236118,22.18626843,0.03689607,0.28073327,1.38559564,17.26924622,0.85991798,2.33496378,1.69776261,0.00000000
-2.71635818,22.30553982,0.03700491,0.28076732,1.38333881,17.36935299,0.86347682,2.34273174,1.70437622,0.00000000
-2.71035518,22.40843362,0.03710521,0.28061678,1.38081791,17.45631275,0.86623761,2.34904980,1.70932707,0.00000000
-2.70435218,22.49277109,0.03719441,0.28024483,1.37788322,17.52860553,0.86811911,2.35357587,1.71238080,0.00000000
-2.69834917,22.55652214,0.03727026,0.27962038,1.37439740,17.58479598,0.86905496,2.35599419,1.71333629,0.00000000
-2.69234617,22.59785267,0.03733086,0.27871888,1.37023993,17.62356488,0.86899473,2.35602414,1.71203103,0.00000000
-2.68634317,22.61516592,0.03737484,0.27752296,1.36531080,17.64373752,0.86790447,2.35342776,1.70834544,0.00000000
-2.68034017,22.60713650,0.03740140,0.27602269,1.35953334,17.64430798,0.86576654,2.34801575,1.70220563,0.00000000
-2.67433717,22.57273625,0.03741041,0.27421558,1.35285609,17.62445872,0.86257907,2.33965176,1.69358475,0.00000000
-2.66833417,22.51125116,0.03740239,0.27210643,1.34525381,17.58357475,0.85835482,2.32825489,1.68250277,0.00000000
-2.66233117,22.42228915,0.03737854,0.26970680,1.33672753,17.52125207,0.85311972,2.31380044,1.66902481,0.00000000
-2.65632816,22.30577879,0.03734072,0.26703440,1.32730388,17.43730048,0.84691107,2.29631886,1.65325798,0.00000000
-2.65032516,22.16195945,0.03729135,0.26411227,1.31703358,17.33174060,0.83977555,2.27589310,1.63534709,0.00000000
-2.64432216,21.99136376,0.03723335,0.26096792,1.30598935,17.20479581,0.83176709,2.25265459,1.61546928,0.00000000
-2.63831916,21.79479351,0.03717001,0.25763239,1.29426333,17.05687951,0.82294481,2.22677808,1.59382795,0.00000000
-2.63231616,21.57329031,0.03710489,0.25413923,1.28196412,16.88857868,0.81337097,2.19847563,1.57064612,0.00000000
-2.62631316,21.32810280,0.03704165,0.25052364,1.26921357,16.70063459,0.80310916,2.16799009,1.54615973,0.00000000
-2.62031016,21.06065168,0.03698393,0.24682154,1.25614350,16.49392178,0.79222276,2.13558838,1.52061094,0.00000000
-2.61430715,20.77249445,0.03693519,0.24306884,1.24289238,16.26942622,0.78077362,2.10155488,1.49424185,0.00000000
-2.60830415,20.46529106,0.03689863,0.23930071,1.22960219,16.02822371,0.76882113,2.06618516,1.46728882,0.00000000
-2.60230115,20.14077174,0.03687703,0.23555106,1.21641548,15.77145938,0.75642166,2.02978023,1.43997753,0.00000000
-2.59629815,19.80070812,0.03687268,0.23185209,1.20347268,15.50032889,0.74362826,1.99264147,1.41251900,0.00000000
-2.59029515,19.44688790,0.03688733,0.22823394,1.19090979,15.21606186,0.73049078,1.95506637,1.38510649,0.00000000
-2.58429215,19.08109378,0.03692215,0.22472457,1.17885645,14.91990787,0.71705611,1.91734497,1.35791350,0.00000000
-2.57828914,18.70508630,0.03697771,0.22134959,1.16743437,14.61312483,0.70336879,1.87975696,1.33109261,0.00000000
-2.57228614,18.32059048,0.03705401,0.21813229,1.15675620,14.29696992,0.68947170,1.84256951,1.30477524,0.00000000
-2.56628314,17.92928571,0.03715051,0.21509373,1.14692479,13.97269241,0.67540681,1.80603543,1.27907218,0.00000000
-2.56028014,17.53279820,0.03726623,0.21225287,1.13803286,13.64152821,0.66121610,1.77039181,1.25407465,0.00000000
-2.55427714,17.13269542,0.03739980,0.20962676,1.13016301,13.30469544,0.64694232,1.73585880,1.22985593,0.00000000
-2.54827414,16.73048167,0.03754958,0.20723083,1.12338810,12.96339067,0.63262978,1.70263862,1.20647325,0.00000000
-2.54227114,16.32759440,0.03771377,0.20507912,1.11777198,12.61878526,0.61832500,1.67091454,1.18396992,0.00000000
-2.53626813,15.92540066,0.03789052,0.20318462,1.11337045,12.27202143,0.60407727,1.64085006,1.16237755,0.00000000
-2.53026513,15.52519368,0.03807809,0.20155959,1.11023252,11.92420793,0.58993905,1.61258813,1.14171827,0.00000000
-2.52426213,15.12818934,0.03827489,0.20021589,1.10840193,11.57641509,0.57596620,1.58625059,1.12200698,0.00000000
-2.51825913,14.73552281,0.03847969,0.19916533,1.10791872,11.22966939,0.56221815,1.56193798,1.10325341,0.00000000
-2.51225613,14.34824577,0.03869164,0.19841999,1.10882103,10.88494783,0.54875789,1.53972975,1.08546425,0.00000000
-2.50625313,13.96732449,0.03891043,0.19799258,1.11114685,10.54317220,0.53565182,1.51968505,1.06864510,0.00000000
-2.50025013,13.59363934,0.03913637,0.19789668,1.11493570,10.20520399,0.52296954,1.50184427,1.05280239,0.00000000
-2.49424712,13.22798626,0.03937041,0.19814700,1.12023019,9.87184010,0.51078352,1.48623130,1.03794525,0.00000000
-2.48824412,12.87108036,0.03961422,0.19875954,1.12707727,9.54380992,0.49916869,1.47285652,1.02408729,0.00000000
-2.48224112,12.52356192,0.03987022,0.19975166,1.13552904,9.22177406,0.48820192,1.46172052,1.01124832,0.00000000
-2.47623812,12.18600469,0.04014156,0.20114197,1.14564303,8.90632502,0.47796139,1.45281833,0.99945591,0.00000000
-2.47023512,11.85892619,0.04043210,0.20295023,1.15748182,8.59798986,0.46852592,1.44614390,0.98874672,0.00000000
-2.46423212,11.54279939,0.04074629,0.20519687,1.17111187,8.29723472,0.45997410,1.44169471,0.97916762,0.00000000
-2.45822911,11.23806501,0.04108913,0.20790252,1.18660148,8.00447111,0.45238329,1.43947586,0.97077633,0.00000000
-2.45222611,10.94514342,0.04146596,0.21108726,1.20401792,7.72006333,0.44582851,1.43950360,0.96364157,0.00000000
-2.44622311,10.66444512,0.04188228,0.21476967,1.22342358,7.44433664,0.44038113,1.44180767,0.95784261,0.00000000
-2.44022011,10.39637866,0.04234353,0.21896582,1.24487140,7.17758553,0.43610742,1.44643231,0.95346809,0.00000000
-2.43421711,10.14135497,0.04285479,0.22368797,1.26839955,6.92008132,0.43306688,1.45343555,0.95061405,0.00000000
-2.42821411,9.89978740,0.04342050,0.22894333,1.29402567,6.67207856,0.43131056,1.46288667,0.94938112,0.00000000
-2.42221111,9.67208682,0.04404416,0.23473267,1.32174081,6.43381956,0.43087916,1.47486180,0.94987093,0.00000000
-2.41620810,9.45865163,0.04472794,0.24104901,1.35150352,6.20553665,0.43180115,1.48943769,0.95218171,0.00000000
-2.41020510,9.25985280,0.04547245,0.24787639,1.38323426,5.98745182,0.43409088,1.50668394,0.95640328,0.00000000
-2.40420210,9.07601457,0.04627642,0.25518882,1.41681061,5.77977376,0.43774680,1.52665399,0.96261152,0.00000000
-2.39819910,8.90739166,0.04713646,0.26294944,1.45206350,5.58269216,0.44274981,1.54937527,0.97086260,0.00000000
-2.39219610,8.75414425,0.04804692,0.27111007,1.48877491,5.39636987,0.44906189,1.57483920,0.98118710,0.00000000
-2.38619310,8.61631217,0.04899982,0.27961104,1.52667709,5.22093304,0.45662506,1.60299147,0.99358442,0.00000000
-2.38019010,8.49378980,0.04998482,0.28838146,1.56545371,5.05646015,0.46536068,1.63372329,1.00801766,0.00000000
-2.37418709,8.38630340,0.05098939,0.29733993,1.60474274,4.90297034,0.47516925,1.66686411,1.02440923,0.00000000
-2.36818409,8.29339220,0.05199905,0.30639565,1.64414135,4.76041201,0.48593072,1.70217642,1.04263750,0.00000000
-2.36218109,8.21439465,0.05299769,0.31544986,1.68321234,4.62865223,0.49750526,1.73935278,1.06253468,0.00000000
-2.35617809,8.14844077,0.05396801,0.32439775,1.72149222,4.50746773,0.50973462,1.77801568,1.08388599,0.00000000
-2.35017509,8.09445131,0.05489210,0.33313049,1.75850035,4.39653801,0.52244396,1.81772008,1.10643038,0.00000000
-2.34417209,8.05114398,0.05575199,0.34153757,1.79374889,4.29544112,0.53544414,1.85795868,1.12986282,0.00000000
-2.33816908,8.01704688,0.05653029,0.34950912,1.82675322,4.20365236,0.54853456,1.89816988,1.15383799,0.00000000
-2.33216608,7.99051858,0.05721085,0.35693829,1.85704217,4.12054609,0.56150626,1.93774794,1.17797555,0.00000000
-2.32616308,7.96977432,0.05777937,0.36372354,1.88416798,4.04540088,0.57414539,1.97605517,1.20186674,0.00000000
-2.32016008,7.95291763,0.05822399,0.36977067,1.90771536,3.97740776,0.58623700,2.01243550,1.22508212,0.00000000
-2.31415708,7.93797620,0.05853579,0.37499467,1.92730962,3.91568160,0.59756891,2.04622908,1.24718048,0.00000000
-2.30815408,7.92294121,0.05870921,0.37932126,1.94262357,3.85927532,0.60793585,2.07678739,1.26771842,0.00000000
-2.30215108,7.90580910,0.05874231,0.38268808,1.95338310,3.80719661,0.61714360,2.10348831,1.28626060,0.00000000
-2.29614807,7.88462467,0.05863702,0.38504558,1.95937161,3.75842698,0.62501313,2.12575079,1.30239037,0.00000000
-2.29014507,7.85752490,0.05839914,0.38635759,1.96043318,3.71194257,0.63138478,2.14304873,1.31572048,0.00000000
-2.28414207,7.82278242,0.05803831,0.38660164,1.95647481,3.66673648,0.63612227,2.15492376,1.32590362,0.00000000
-2.27813907,7.77884789,0.05756785,0.38576903,1.94746787,3.62184199,0.63911653,2.16099660,1.33264266,0.00000000
-2.27213607,7.72439065,0.05700447,0.38386479,1.93344892,3.57635623,0.64028934,2.16097686,1.33570009,0.00000000
-2.26613307,7.65833656,0.05636801,0.38090743,1.91452007,3.52946363,0.63959648,2.15467116,1.33490660,0.00000000
-2.26013007,7.57990236,0.05568097,0.37692868,1.89084909,3.48045859,0.63703057,2.14198928,1.33016845,0.00000000
-2.25412706,7.48862537,0.05496816,0.37197321,1.86266923,3.42876642,0.63262315,2.12294842,1.32147320,0.00000000
-2.24812406,7.38438757,0.05425621,0.36609823,1.83027862,3.37396199,0.62644616,2.09767535,1.30889384,0.00000000
-2.24212106,7.26743273,0.05357312,0.35937314,1.79403939,3.31578507,0.61861252,2.06640632,1.29259070,0.00000000
-2.23611806,7.13837559,0.05294782,0.35187907,1.75437596,3.25415162,0.60927564,2.02948478,1.27281123,0.00000000
-2.23011506,6.99820163,0.05240969,0.34370833,1.71177252,3.18916021,0.59862794,1.98735669,1.24988724,0.00000000
-2.22411206,6.84825667,0.05198808,0.33496371,1.66676922,3.12109289,0.58689807,1.94056344,1.22422965,0.00000000
-2.21810905,6.69022522,0.05171185,0.32575753,1.61995683,3.05040994,0.57434692,1.88973235,1.19632053,0.00000000
-2.21210605,6.52609726,0.05160885,0.31621047,1.57196967,2.97773826,0.56126235,1.83556478,1.16670271,0.00000000
-2.20610305,6.35812335,0.05170541,0.30645006,1.52347642,2.90385319,0.54795271,1.77882205,1.13596691,0.00000000
-2.20010005,6.18875849,0.05202577,0.29660875,1.47516908,2.82965405,0.53473923,1.72030927,1.10473677,0.00000000
-2.19409705,6.02059591,0.05259149,0.28682171,1.42774971,2.75613400,0.52194747,1.66085745,1.07365213,0.00000000
-2.18809405,5.85629224,0.05342079,0.27722424,1.38191553,2.68434489,0.50989808,1.60130443,1.04335102,0.00000000
-2.18209105,5.69848636,0.05452793,0.26794890,1.33834247,2.61535844,0.49889712,1.54247483,1.01445096,0.00000000
-2.17608804,5.54971474,0.05592253,0.25912234,1.29766777,2.55022507,0.48922624,1.48515994,0.98753021,0.00000000
-2.17008504,5.41232612,0.05760887,0.25086216,1.26047232,2.48993195,0.48113324,1.43009794,0.96310959,0.00000000
-2.16408204,5.28839917,0.05958535,0.24327364,1.22726331,2.43536217,0.47482317,1.37795534,0.94163567,0.00000000
-2.15807904,5.17966646,0.06184386,0.23644672,1.19845806,2.38725666,0.47045051,1.32931008,0.92346588,0.00000000
-2.15207604,5.08744812,0.06436942,0.23045320,1.17436986,2.34618068,0.46811282,1.28463715,0.90885633,0.00000000
-2.14607304,5.01259836,0.06713986,0.22534451,1.15519640,2.31249651,0.46784599,1.24429712,0.89795272,0.00000000
-2.14007004,4.95546751,0.07012573,0.22114994,1.14101171,2.28634354,0.46962159,1.20852819,0.89078493,0.00000000
-2.13406703,4.91588165,0.07329041,0.21787562,1.13176192,2.26762698,0.47334632,1.17744200,0.88726539,0.00000000
-2.12806403,4.89314110,0.07659046,0.21550437,1.12726532,2.25601572,0.47886382,1.15102349,0.88719162,0.00000000
-2.12206103,4.88603838,0.07997625,0.21399622,1.12721696,2.25094967,0.48595873,1.12913477,0.89025269,0.00000000
