energy_ev,total_up,Cu_p_up,Cu_d_up,P_s_up,P_p_up,Te_p_up,Te_d_up
-5.87993997,2.09530825,1.18008077,0.99522528,0.05849344,0.36744648,0.55072056,0.00000000
-5.87393697,2.11287090,1.16282055,1.01703169,0.05691418,0.37320783,0.54568556,0.00000000
-5.86793397,2.13178938,1.14611101,1.03926529,0.05518299,0.37836156,0.54196671,0.00000000
-5.86193097,2.15190266,1.12987164,1.06180847,0.05333994,0.38284586,0.53957064,0.00000000
-5.85592796,2.17298071,1.11398491,1.08451673,0.05142436,0.38660953,0.53845997,0.00000000
-5.84992496,2.19473229,1.09831129,1.10722005,0.04947369,0.38961447,0.53855579,0.00000000
-5.84392196,2.21681501,1.08270509,1.12972536,0.04752235,0.39183775,0.53974141,0.00000000
-5.83791896,2.23884723,1.06703047,1.15182002,0.04560094,0.39327346,0.54186708,0.00000000
-5.83191596,2.26042193,1.05117676,1.17327657,0.04373546,0.39393418,0.54475579,0.00000000
-5.82591296,2.28112211,1.03507265,1.19385874,0.04194686,0.39385204,0.54820978,0.00000000
-5.81990995,2.30053772,1.01869861,1.21332863,0.04025076,0.39307944,0.55201776,0.00000000
-5.81390695,2.31828375,1.00209701,1.23145528,0.03865740,0.39168943,0.55596252,0.00000000
-5.80790395,2.33401907,0.98537974,1.24802427,0.03717175,0.38977574,0.55982878,0.00000000
-5.80190095,2.34746583,0.96873290,1.26284824,0.03579394,0.38745250,0.56341119,0.00000000
-5.79589795,2.35842849,0.95241866,1.27577808,0.03451965,0.38485362,0.56652206,0.00000000
-5.78989495,2.36681224,0.93677391,1.28671428,0.03334087,0.38213182,0.56899878,0.00000000
-5.78389195,2.37263964,0.92220616,1.29561802,0.03224658,0.37945738,0.57071060,0.00000000
-5.77788894,2.37606489,0.90918630,1.30252135,0.03122357,0.37701633,0.57156465,0.00000000
-5.77188594,2.37738468,0.89823893,1.30753591,0.03025730,0.37500828,0.57151080,0.00000000
-5.76588294,2.37704466,0.88992996,1.31085948,0.02933275,0.37364366,0.57054530,0.00000000
-5.75987994,2.37564079,0.88485221,1.31277966,0.02843519,0.37314033,0.56871297,0.00000000
-5.75387694,2.37391460,0.88360896,1.31367427,0.02755092,0.37371958,0.56610763,0.00000000
-5.74787394,2.37274207,0.88679612,1.31400792,0.02666793,0.37560147,0.56287091,0.00000000
-5.74187094,2.37311560,0.89498324,1.31432438,0.02577638,0.37899947,0.55918902,0.00000000
-5.73586793,2.37611926,0.90869393,1.31523483,0.02486898,0.38411460,0.55528784,0.00000000
-5.72986493,2.38289760,0.92838619,1.31740195,0.02394131,0.39112906,0.55142611,0.00000000
-5.72386193,2.39461891,0.95443331,1.32152027,0.02299182,0.40019964,0.54788703,0.00000000
-5.71785893,2.41243400,0.98710587,1.32829339,0.02202193,0.41145104,0.54496849,0.00000000
-5.71185593,2.43743211,1.02655559,1.33840888,0.02103578,0.42496948,0.54297222,0.00000000
-5.70585293,2.47059556,1.07280166,1.35251183,0.02004005,0.44079674,0.54219226,0.00000000
-5.69984992,2.51275541,1.12572023,1.37117829,0.01904360,0.45892517,0.54290333,0.00000000
-5.69384692,2.56455005,1.18503763,1.39488970,0.01805707,0.47929375,0.54534934,0.00000000
-5.68784392,2.62638881,1.25032783,1.42400974,0.01709243,0.50178567,0.54973288,0.00000000
-5.68184092,2.69842268,1.32101457,1.45876470,0.01616256,0.52622751,0.55620589,0.00000000
-5.67583792,2.78052376,1.39637829,1.49922837,0.01528074,0.55239029,0.56486222,0.00000000
-5.66983492,2.87227478,1.47556798,1.54531261,0.01446025,0.57999251,0.57573229,0.00000000
-5.66383192,2.97296965,1.55761769,1.59676399,0.01371395,0.60870503,0.58878031,0.00000000
-5.65782891,3.08162538,1.64146744,1.65316697,0.01305394,0.63815790,0.60390408,0.00000000
-5.65182591,3.19700526,1.72598775,1.71395381,0.01249128,0.66794878,0.62093767,0.00000000
-5.64582291,3.31765257,1.81000719,1.77842075,0.01203570,0.69765281,0.63965669,0.00000000
-5.63981991,3.44193362,1.89234197,1.84575006,0.01169546,0.72683351,0.65978613,0.00000000
-5.63381691,3.56808851,1.97182651,1.91503706,0.01147720,0.75505441,0.68101026,0.00000000
-5.62781391,3.69428753,2.04734388,1.98532112,0.01138589,0.78189092,0.70298441,0.00000000
-5.62181091,3.81869097,2.11785521,2.05561928,0.01142474,0.80694195,0.72534789,0.00000000
-5.61580790,3.93950993,2.18242678,2.12496119,0.01159521,0.82984109,0.74773756,0.00000000
-5.60980490,4.05506569,2.24025414,2.19242402,0.01189704,0.85026667,0.76980147,0.00000000
-5.60380190,4.16384538,2.29068234,2.25716574,0.01232824,0.86795060,0.79121194,0.00000000
-5.59779890,4.26455176,2.33322179,2.31845572,0.01288515,0.88268558,0.81167751,0.00000000
-5.59179590,4.35614543,2.36755935,2.37570125,0.01356245,0.89433054,0.83095327,0.00000000
-5.58579290,4.43787796,2.39356455,2.42846913,0.01435324,0.90281417,0.84884915,0.00000000
-5.57978989,4.50931504,2.41129086,2.47650152,0.01524905,0.90813651,0.86523591,0.00000000
-5.57378689,4.57034895,2.42097241,2.51972556,0.01623987,0.91036857,0.88004854,0.00000000
-5.56778389,4.62120030,2.42301636,2.55825646,0.01731428,0.90965016,0.89328710,0.00000000
-5.56178089,4.66240935,2.41799145,2.59239410,0.01845944,0.90618594,0.90501502,0.00000000
-5.55577789,4.69481737,2.40661319,2.62261343,0.01966122,0.90024004,0.91535495,0.00000000
-5.54977489,4.71953909,2.38972627,2.64954902,0.02090429,0.89212928,0.92448250,0.00000000
-5.54377189,4.73792731,2.36828465,2.67397439,0.02217233,0.88221533,0.93261812,0.00000000
-5.53776888,4.75153103,2.34332984,2.69677707,0.02344814,0.87089607,0.94001752,0.00000000
-5.53176588,4.76204839,2.31596774,2.71893008,0.02471391,0.85859624,0.94696095,0.00000000
-5.52576288,4.77127606,2.28734439,2.74146093,0.02595149,0.84575783,0.95374186,0.00000000
-5.51975988,4.78105637,2.25862102,2.76541909,0.02714264,0.83283021,0.96065523,0.00000000
-5.51375688,4.79322367,2.23094858,2.79184299,0.02826945,0.82026037,0.96798595,0.00000000
-5.50775388,4.80955136,2.20544205,2.82172745,0.02931463,0.80848344,0.97599771,0.00000000
-5.50175088,4.83170078,2.18315493,2.85599259,0.03026190,0.79791357,0.98492253,0.00000000
-5.49574787,4.86117331,2.16505415,2.89545507,0.03109640,0.78893552,0.99495134,0.00000000
-5.48974487,4.89926673,2.15199592,2.94080239,0.03180502,0.78189698,1.00622586,0.00000000
-5.48374187,4.94703711,2.14470306,2.99257110,0.03237672,0.77710178,1.01883184,0.00000000
-5.47773887,5.00526692,2.14374437,3.05112944,0.03280286,0.77480427,1.03279405,0.00000000
-5.47173587,5.07444068,2.14951686,3.11666487,0.03307742,0.77520469,1.04807305,0.00000000
-5.46573287,5.15472851,2.16223153,3.18917700,0.03319713,0.77844601,1.06456389,0.00000000
-5.45972986,5.24597854,2.18190340,3.26847605,0.03316162,0.78461194,1.08209681,0.00000000
-5.45372686,5.34771850,2.20834672,3.35418701,0.03297334,0.79372645,1.10044015,0.00000000
-5.44772386,5.45916682,2.24117582,3.44575935,0.03263751,0.80575462,1.11930525,0.00000000
-5.44172086,5.57925311,2.27981206,3.54248223,0.03216193,0.82060498,1.13835346,0.00000000
-5.43571786,5.70664793,2.32349732,3.64350470,0.03155670,0.83813312,1.15720510,0.00000000
-5.42971486,5.83980102,2.37131376,3.74786040,0.03083393,0.85814662,1.17545015,0.00000000
-5.42371186,5.97698731,2.42220976,3.85449610,0.03000726,0.88041120,1.19266047,0.00000000
-5.41770885,6.11635908,2.47503123,3.96230313,0.02909153,0.90465772,1.20840310,0.00000000
-5.41170585,6.25600301,2.52855745,4.07015080,0.02810224,0.93059013,1.22225431,0.00000000
-5.40570285,6.39400003,2.58154016,4.17692061,0.02705512,0.95789394,1.23381383,0.00000000
-5.39969985,6.52848584,2.63274444,4.28154024,0.02596570,0.98624499,1.24271882,0.00000000
-5.39369685,6.65770999,2.68098964,4.38301582,0.02484887,1.01531825,1.24865685,0.00000000
-5.38769385,6.78009113,2.72518878,4.48046156,0.02371855,1.04479641,1.25137763,0.00000000
-5.38169085,6.89426607,2.76438456,4.57312539,0.02258737,1.07437786,1.25070260,0.00000000
-5.37568784,6.99913087,2.79778033,4.66040973,0.02146646,1.10378382,1.24653228,0.00000000
-5.36968484,7.09387190,2.82476470,4.74188632,0.02036532,1.13276435,1.23885079,0.00000000
-5.36368184,7.17798565,2.84492859,4.81730480,0.01929171,1.16110304,1.22772742,0.00000000
-5.35767884,7.25128639,2.85807382,4.88659436,0.01825171,1.18862012,1.21331511,0.00000000
-5.35167584,7.31390136,2.86421309,4.94985861,0.01724974,1.21517396,1.19584589,0.00000000
-5.34567284,7.36625377,2.86356124,5.00736392,0.01628875,1.24066094,1.17562351,0.00000000
-5.33966983,7.40903456,2.85651833,5.05952171,0.01537035,1.26501360,1.15301349,0.00000000
-5.33366683,7.44316435,2.84364557,5.10686581,0.01449502,1.28819743,1.12843125,0.00000000
-5.32766383,7.46974765,2.82563523,5.15002590,0.01366237,1.31020635,1.10232859,0.00000000
-5.32166083,7.49002180,2.80327627,5.18969856,0.01287134,1.33105725,1.07517947,0.00000000
-5.31565783,7.50530328,2.77741742,5.22661752,0.01212043,1.35078401,1.04746542,0.00000000
-5.30965483,7.51693441,2.74892957,5.26152460,0.01140788,1.36943128,1.01966147,0.00000000
-5.30365183,7.52623309,2.71866945,5.29514317,0.01073188,1.38704868,0.99222311,0.00000000
-5.29764882,7.53444845,2.68744638,5.32815537,0.01009067,1.40368551,0.96557476,0.00000000
-5.29164582,7.54272453,2.65599350,5.36118446,0.00948267,1.41938676,0.94010031,0.00000000
-5.28564282,7.55207376,2.62494501,5.39478321,0.00890654,1.43419029,0.91613594,0.00000000
-5.27963982,7.56336138,2.59482010,5.42942868,0.00836121,1.44812582,0.89396535,0.00000000
-5.27363682,7.57730115,2.56601417,5.46552362,0.00784590,1.46121542,0.87381756,0.00000000
-5.26763382,7.59446196,2.53879738,5.50340401,0.00736007,1.47347584,0.85586703,0.00000000
-5.26163082,7.61528421,2.51332012,5.54335181,0.00690340,1.48492215,0.84023595,0.00000000
-5.25562781,7.64010399,2.48962471,5.58561165,0.00647572,1.49557262,0.82699832,0.00000000
-5.24962481,7.66918291,2.46766212,5.63040989,0.00607697,1.50545438,0.81618533,0.00000000
-5.24362181,7.70274045,2.44731236,5.67797407,0.00570713,1.51460922,0.80779173,0.00000000
-5.23761881,7.74098592,2.42840715,5.72855079,0.00536613,1.52309908,0.80178253,0.00000000
-5.23161581,7.78414695,2.41075294,5.78242008,0.00505383,1.53101062,0.79809954,0.00000000
-5.22561281,7.83249150,2.39415299,5.83990447,0.00476997,1.53845826,0.79666755,0.00000000
-5.21960980,7.88634110,2.37842685,5.90137120,0.00451409,1.54558532,0.79739938,0.00000000
-5.21360680,7.94607324,2.36342611,5.96722662,0.00428557,1.55256275,0.80019994,0.00000000
-5.20760380,8.01211200,2.34904545,6.03790219,0.00408356,1.55958531,0.80496876,0.00000000
-5.20160080,8.08490658,2.33522832,6.11383220,0.00390701,1.56686519,0.81160122,0.00000000
-5.19559780,8.16489831,2.32196721,6.19542397,0.00375464,1.57462310,0.81998830,0.00000000
-5.18959480,8.25247789,2.30929854,6.28302168,0.00362498,1.58307722,0.83001515,0.00000000
-5.18359180,8.34793511,2.29729278,6.37686602,0.00351636,1.59243051,0.84155875,0.00000000
-5.17758879,8.45140426,2.28604069,6.47705166,0.00342697,1.60285704,0.85448478,0.00000000
-5.17158579,8.56280864,2.27563680,6.58348549,0.00335486,1.61448800,0.86864436,0.00000000
-5.16558279,8.68180838,2.26616144,6.69584840,0.00329796,1.62739842,0.88387085,0.00000000
-5.15957979,8.80775524,2.25766274,6.81356337,0.00325415,1.64159527,0.89997717,0.00000000
-5.15357679,8.93965833,2.25013999,6.93577269,0.00322131,1.65700788,0.91675403,0.00000000
-5.14757379,9.07616404,2.24352964,7.06132661,0.00319731,1.67348132,0.93396932,0.00000000
-5.14157079,9.21555270,2.23769510,7.18878510,0.00318011,1.69077349,0.95136895,0.00000000
-5.13556778,9.35575395,2.23242109,7.31643407,0.00316782,1.70855618,0.96867921,0.00000000
-5.12956478,9.49438132,2.22741327,7.44231637,0.00315868,1.72642041,0.98561071,0.00000000
-5.12356178,9.62878602,2.22230314,7.56427713,0.00315122,1.74388606,1.00186391,0.00000000
-5.11755878,9.75612814,2.21665825,7.68002239,0.00314423,1.76041551,1.01713585,0.00000000
-5.11155578,9.87346313,2.20999716,7.78718883,0.00313685,1.77543074,1.03112806,0.00000000
-5.10555278,9.97783984,2.20180834,7.88342205,0.00312860,1.78833340,1.04355515,0.00000000
-5.09954977,10.06640615,2.19157214,7.96646010,0.00311945,1.79852681,1.05415372,0.00000000
-5.09354677,10.13651717,2.17878444,8.03421855,0.00310981,1.80543896,1.06269116,0.00000000
-5.08754377,10.18584122,2.16298087,8.08487325,0.00310058,1.80854555,1.06897387,0.00000000
-5.08154077,10.21245831,2.14376012,8.11693690,0.00309315,1.80739182,1.07285459,0.00000000
-5.07553777,10.21494634,2.12080517,8.12932563,0.00308937,1.80161218,1.07423821,0.00000000
-5.06953477,10.19245078,2.09390133,8.12141243,0.00309159,1.79094680,1.07308612,0.00000000
-5.06353177,10.14473421,2.06295003,8.09306463,0.00310253,1.77525416,1.06941849,0.00000000
-5.05752876,10.07220329,2.02797781,8.04466351,0.00312531,1.75451912,1.06331458,0.00000000
-5.05152576,9.97591146,1.98913999,7.97710491,0.00316336,1.72885598,1.05491105,0.00000000
-5.04552276,9.85753733,1.94671894,7.89178064,0.00322030,1.69850653,1.04439813,0.00000000
-5.03951976,9.71933948,1.90111706,7.79054136,0.00329990,1.66383305,1.03201408,0.00000000
-5.03351676,9.56408962,1.85284498,7.67564253,0.00340594,1.62530672,1.01803803,0.00000000
-5.02751376,9.39498730,1.80250550,7.54967572,0.00354211,1.58349193,1.00278151,0.00000000
-5.02151076,9.21555960,1.75077419,7.41548822,0.00371188,1.53902730,0.98657909,0.00000000
-5.01550775,9.02955042,1.69837767,7.27609444,0.00391841,1.49260424,0.96977853,0.00000000
-5.00950475,8.84080384,1.64607037,7.13458250,0.00416439,1.44494402,0.95273076,0.00000000
-5.00350175,8.65314628,1.59461113,6.99402008,0.00445193,1.39677441,0.93578013,0.00000000
-4.99749875,8.47027207,1.54474023,6.85736275,0.00478246,1.34880684,0.91925519,0.00000000
-4.99149575,8.29563636,1.49715812,6.72736823,0.00515662,1.30171491,0.90346041,0.00000000
-4.98549275,8.13235910,1.45250626,6.60651932,0.00557415,1.25611521,0.88866887,0.00000000
-4.97948974,7.98314272,1.41135076,6.49695779,0.00603386,1.21255091,0.87511634,0.00000000
-4.97348674,7.85020563,1.37416927,6.40043086,0.00653352,1.17147873,0.86299652,0.00000000
-4.96748374,7.73523276,1.34134107,6.31825121,0.00706987,1.13325951,0.85245773,0.00000000
-4.96148074,7.63934349,1.31314066,6.25127108,0.00763859,1.09815251,0.84360086,0.00000000
-4.95547774,7.56307691,1.28973450,6.19987026,0.00823434,1.06631332,0.83647862,0.00000000
-4.94947474,7.50639340,1.27118064,6.16395737,0.00885079,1.03779537,0.83109582,0.00000000
-4.94347174,7.46869146,1.25743108,6.14298356,0.00948076,1.01255438,0.82741080,0.00000000
-4.93746873,7.44883810,1.24833627,6.13596748,0.01011626,0.99045569,0.82533761,0.00000000
-4.93146573,7.44521114,1.24365141,6.14153004,0.01074869,0.97128371,0.82474905,0.00000000
-4.92546273,7.45575167,1.24304424,6.15793784,0.01136902,0.95475309,0.82548039,0.00000000
-4.91945973,7.47802485,1.24610385,6.18315357,0.01196795,0.94052117,0.82733361,0.00000000
-4.91345673,7.50928734,1.25235046,6.21489228,0.01253618,0.92820109,0.83008219,0.00000000
-4.90745373,7.54655993,1.26124564,6.25068209,0.01306457,0.91737514,0.83347632,0.00000000
-4.90145073,7.58670380,1.27220320,6.28792813,0.01354444,0.90760808,0.83724859,0.00000000
-4.89544772,7.62649902,1.28460041,6.32397848,0.01396776,0.89845990,0.84111993,0.00000000
-4.88944472,7.66272395,1.29778965,6.35619097,0.01432740,0.88949784,0.84480587,0.00000000
-4.88344172,7.69223424,1.31111032,6.38199950,0.01461728,0.88030748,0.84802304,0.00000000
-4.87743872,7.71203988,1.32390121,6.39897873,0.01483258,0.87050260,0.85049570,0.00000000
-4.87143572,7.71937895,1.33551304,6.40490572,0.01496983,0.85973381,0.85196227,0.00000000
-4.86543272,7.71178652,1.34532114,6.39781724,0.01502706,0.84769576,0.85218167,0.00000000
-4.85942971,7.68715703,1.35273822,6.37606122,0.01500376,0.83413291,0.85093931,0.00000000
-4.85342671,7.64379859,1.35722680,6.33834111,0.01490099,0.81884378,0.84805249,0.00000000
-4.84742371,7.58047773,1.35831118,6.28375173,0.01472121,0.80168382,0.84337510,0.00000000
-4.84142071,7.49645302,1.35558851,6.21180549,0.01446832,0.78256666,0.83680134,0.00000000
-4.83541771,7.39149658,1.34873862,6.12244806,0.01414742,0.76146400,0.82826845,0.00000000
-4.82941471,7.26590236,1.33753229,6.01606270,0.01376473,0.73840412,0.81775810,0.00000000
-4.82341171,7.12048084,1.32183751,5.89346307,0.01332739,0.71346904,0.80529664,0.00000000
-4.81740870,6.95653994,1.30162338,5.75587434,0.01284324,0.68679053,0.79095394,0.00000000
-4.81140570,6.77585259,1.27696156,5.60490317,0.01232063,0.65854511,0.77484099,0.00000000
-4.80540270,6.58061160,1.24802493,5.44249732,0.01176823,0.62894804,0.75710631,0.00000000
-4.79939970,6.37337339,1.21508343,5.27089594,0.01119480,0.59824670,0.73793129,0.00000000
-4.79339670,6.15699183,1.17849719,5.09257221,0.01060902,0.56671337,0.71752467,0.00000000
-4.78739370,5.93454456,1.13870705,4.91016983,0.01001934,0.53463779,0.69611637,0.00000000
-4.78139070,5.70925372,1.09622275,4.72643538,0.00943380,0.50231948,0.67395089,0.00000000
-4.77538769,5.48440352,1.05160911,4.54414857,0.00885992,0.47006022,0.65128053,0.00000000
-4.76938469,5.26325713,1.00547075,4.36605223,0.00830464,0.43815686,0.62835869,0.00000000
-4.76338169,5.04897506,0.95843572,4.19478415,0.00777415,0.40689452,0.60543344,0.00000000
-4.75737869,4.84453752,0.91113873,4.03281252,0.00727394,0.37654045,0.58274150,0.00000000
-4.75137569,4.65267248,0.86420429,3.88237661,0.00680866,0.34733863,0.56050295,0.00000000
-4.74537269,4.47579161,0.81823068,3.74543423,0.00638218,0.31950530,0.53891659,0.00000000
-4.73936968,4.31593523,0.77377479,3.62361706,0.00599751,0.29322529,0.51815615,0.00000000
-4.73336668,4.17472791,0.73133874,3.51819506,0.00565683,0.26864948,0.49836737,0.00000000
-4.72736368,4.05334538,0.69135833,3.43005041,0.00536148,0.24589310,0.47966594,0.00000000
-4.72136068,3.95249359,0.65419381,3.35966180,0.00511198,0.22503510,0.46213631,0.00000000
-4.71535768,3.87240015,0.62012315,3.30709919,0.00490803,0.20611843,0.44583134,0.00000000
-4.70935468,3.81281839,0.58933799,3.27202906,0.00474855,0.18915111,0.43077273,0.00000000
-4.70335168,3.77304369,0.56194221,3.25373012,0.00463169,0.17410821,0.41695218,0.00000000
-4.69734867,3.75194171,0.53795323,3.25111899,0.00455490,0.16093443,0.40433322,0.00000000
-4.69134567,3.74798773,0.51730576,3.26278516,0.00451494,0.14954731,0.39285370,0.00000000
-4.68534267,3.75931602,0.49985800,3.28703451,0.00450799,0.13984090,0.38242877,0.00000000
-4.67933967,3.78377799,0.48539981,3.32194017,0.00452968,0.13168979,0.37295438,0.00000000
-4.67333667,3.81900745,0.47366262,3.36539935,0.00457521,0.12495342,0.36431117,0.00000000
-4.66733367,3.86249135,0.46433079,3.41519467,0.00463945,0.11948041,0.35636873,0.00000000
-4.66133067,3.91164363,0.45705383,3.46905826,0.00471702,0.11511303,0.34898999,0.00000000
-4.65532766,3.96388037,0.45145919,3.52473661,0.00480249,0.11169146,0.34203587,0.00000000
-4.64932466,4.01669362,0.44716508,3.58005433,0.00489042,0.10905785,0.33536980,0.00000000
-4.64332166,4.06772195,0.44379301,3.63297485,0.00497557,0.10706010,0.32886221,0.00000000
-4.63731866,4.11481513,0.44097948,3.68165598,0.00505298,0.10555521,0.32239469,0.00000000
-4.63131566,4.15609127,0.43838662,3.72449879,0.00511813,0.10441217,0.31586383,0.00000000
-4.62531266,4.18998433,0.43571129,3.76018808,0.00516703,0.10351432,0.30918445,0.00000000
-4.61930965,4.21528083,0.43269254,3.78772329,0.00519631,0.10276112,0.30229223,0.00000000
-4.61330665,4.23114446,0.42911714,3.80643896,0.00520332,0.10206934,0.29514562,0.00000000
-4.60730365,4.23712831,0.42482315,3.81601426,0.00518617,0.10137364,0.28772690,0.00000000
-4.60130065,4.23317442,0.41970147,3.81647147,0.00514374,0.10062661,0.28004239,0.00000000
-4.59529765,4.21960108,0.41369544,3.80816386,0.00507571,0.09979816,0.27212182,0.00000000
-4.58929465,4.19707885,0.40679865,3.79175364,0.00498249,0.09887455,0.26401689,0.00000000
-4.58329165,4.16659635,0.39905113,3.76818101,0.00486521,0.09785689,0.25579899,0.00000000
-4.57728864,4.12941740,0.39053419,3.73862578,0.00472562,0.09675930,0.24755634,0.00000000
-4.57128564,4.08703134,0.38136424,3.70446303,0.00456602,0.09560686,0.23939054,0.00000000
-4.56528264,4.04109845,0.37168579,3.66721442,0.00438912,0.09443327,0.23141267,0.00000000
-4.55927964,3.99339233,0.36166411,3.62849701,0.00419795,0.09327852,0.22373922,0.00000000
-4.55327664,3.94574127,0.35147771,3.58997120,0.00399577,0.09218649,0.21648781,0.00000000
-4.54727364,3.89997052,0.34131102,3.55328934,0.00378588,0.09120266,0.20977301,0.00000000
-4.54127064,3.85784693,0.33134750,3.52004670,0.00357158,0.09037184,0.20370228,0.00000000
-4.53526763,3.82102782,0.32176335,3.49173593,0.00335608,0.08973628,0.19837231,0.00000000
-4.52926463,3.79101504,0.31272198,3.46970622,0.00314233,0.08933383,0.19386565,0.00000000
-4.52326163,3.76911551,0.30436947,3.45512825,0.00293306,0.08919645,0.19024792,0.00000000
-4.51725863,3.75640912,0.29683086,3.44896557,0.00273064,0.08934901,0.18756552,0.00000000
-4.51125563,3.75372445,0.29020752,3.45195308,0.00253713,0.08980838,0.18584400,0.00000000
-4.50525263,3.76162300,0.28457540,3.46458303,0.00235419,0.09058278,0.18508704,0.00000000
-4.49924962,3.78039191,0.27998423,3.48709877,0.00218313,0.09167148,0.18527602,0.00000000
-4.49324662,3.81004539,0.27645756,3.51949633,0.00202488,0.09306471,0.18637032,0.00000000
-4.48724362,3.85033451,0.27399349,3.56153357,0.00188008,0.09474395,0.18830819,0.00000000
-4.48124062,3.90076500,0.27256610,3.61274673,0.00174905,0.09668232,0.19100818,0.00000000
-4.47523762,3.96062244,0.27212742,3.67247363,0.00163186,0.09884533,0.19437116,0.00000000
-4.46923462,4.02900382,0.27260981,3.73988281,0.00152837,0.10119173,0.19828278,0.00000000
-4.46323162,4.10485457,0.27392870,3.81400762,0.00143828,0.10367460,0.20261639,0.00000000
-4.45722861,4.18700949,0.27598556,3.89378396,0.00136113,0.10624259,0.20723629,0.00000000
-4.45122561,4.27423635,0.27867105,3.97809043,0.00129640,0.10884119,0.21200121,0.00000000
-4.44522261,4.36528032,0.28186821,4.06578912,0.00124351,0.11141422,0.21676793,0.00000000
-4.43921961,4.45890763,0.28545563,4.15576579,0.00120185,0.11390523,0.22139503,0.00000000
-4.43321661,4.55394671,0.28931055,4.24696753,0.00117077,0.11625898,0.22574648,0.00000000
-4.42721361,4.64932531,0.29331183,4.33843660,0.00114968,0.11842287,0.22969510,0.00000000
-4.42121061,4.74410196,0.29734264,4.42933899,0.00113795,0.12034828,0.23312574,0.00000000
-4.41520760,4.83749076,0.30129298,4.51898663,0.00113500,0.12199180,0.23593805,0.00000000
-4.40920460,4.92887845,0.30506182,4.60685239,0.00114025,0.12331631,0.23804878,0.00000000
-4.40320160,5.01783337,0.30855899,4.69257743,0.00115312,0.12429183,0.23939355,0.00000000
-4.39719860,5.10410604,0.31170659,4.77597069,0.00117303,0.12489621,0.23992800,0.00000000
-4.39119560,5.18762169,0.31444018,4.85700094,0.00119938,0.12511557,0.23962829,0.00000000
-4.38519260,5.26846539,0.31670946,4.93578183,0.00123156,0.12494447,0.23849101,0.00000000
-4.37918959,5.34686061,0.31847866,5.01255098,0.00126889,0.12438584,0.23653242,0.00000000
-4.37318659,5.42314261,0.31972649,5.08764424,0.00131066,0.12345068,0.23378714,0.00000000
-4.36718359,5.49772784,0.32044584,5.16146645,0.00135610,0.12215755,0.23030636,0.00000000
-4.36118059,5.57108108,0.32064302,5.23446012,0.00140437,0.12053182,0.22615555,0.00000000
-4.35517759,5.64368159,0.32033678,5.30707351,0.00145457,0.11860475,0.22141189,0.00000000
-4.34917459,5.71598998,0.31955698,5.37972947,0.00150577,0.11641248,0.21616148,0.00000000
-4.34317159,5.78841685,0.31834302,5.45279623,0.00155698,0.11399483,0.21049638,0.00000000
-4.33716858,5.86129455,0.31674203,5.52656129,0.00160716,0.11139410,0.20451164,0.00000000
-4.33116558,5.93485291,0.31480689,5.60120927,0.00165528,0.10865382,0.19830249,0.00000000
-4.32516258,6.00919958,0.31259400,5.67680432,0.00170033,0.10581751,0.19196156,0.00000000
-4.31915958,6.08430565,0.31016109,5.75327751,0.00174133,0.10292743,0.18557648,0.00000000
-4.31315658,6.15999662,0.30756488,5.83041957,0.00177735,0.10002353,0.17922769,0.00000000
-4.30715358,6.23594897,0.30485880,5.90787889,0.00180757,0.09714235,0.17298672,0.00000000
