energy_ev,total_up,As_p_up,As_d_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up
-6.00000000,0.03575009,0.00513275,0.00000000,0.01265107,0.00445731,0.00022773,0.01497837
-5.99399700,0.04184123,0.00585874,0.00000000,0.01464760,0.00521839,0.00028682,0.01747015
-5.98799400,0.04910425,0.00681227,0.00000000,0.01707989,0.00609719,0.00035865,0.02029853
-5.98199100,0.05763072,0.00801483,0.00000000,0.01998099,0.00709967,0.00044525,0.02347074
-5.97598799,0.06751093,0.00948990,0.00000000,0.02338435,0.00823071,0.00054880,0.02698837
-5.96998499,0.07883090,0.01126248,0.00000000,0.02732279,0.00949374,0.00067156,0.03084636
-5.96398199,0.09166885,0.01335844,0.00000000,0.03182720,0.01089045,0.00081589,0.03503210
-5.95797899,0.10609143,0.01580372,0.00000000,0.03692514,0.01242041,0.00098412,0.03952473
-5.95197599,0.12214968,0.01862332,0.00000000,0.04263923,0.01408088,0.00117851,0.04429461
-5.94597299,0.13987486,0.02184021,0.00000000,0.04898555,0.01586650,0.00140117,0.04930317
-5.93996998,0.15927442,0.02547408,0.00000000,0.05597196,0.01776921,0.00165393,0.05450304
-5.93396698,0.18032812,0.02954008,0.00000000,0.06359644,0.01977809,0.00193826,0.05983864
-5.92796398,0.20298469,0.03404748,0.00000000,0.07184562,0.02187948,0.00225517,0.06524711
-5.92196098,0.22715910,0.03899837,0.00000000,0.08069344,0.02405706,0.00260506,0.07065969
-5.91595798,0.25273070,0.04438654,0.00000000,0.09010017,0.02629212,0.00298762,0.07600359
-5.90995498,0.27954246,0.05019645,0.00000000,0.10001173,0.02856396,0.00340176,0.08120408
-5.90395198,0.30740142,0.05640255,0.00000000,0.11035954,0.03085040,0.00384549,0.08618704
-5.89794897,0.33608064,0.06296882,0.00000000,0.12106087,0.03312838,0.00431590,0.09088164
-5.89194597,0.36532260,0.06984884,0.00000000,0.13201975,0.03537467,0.00480906,0.09522322
-5.88594297,0.39484419,0.07698621,0.00000000,0.14312858,0.03756672,0.00532010,0.09915616
-5.87993997,0.42434326,0.08431554,0.00000000,0.15427029,0.03968345,0.00584319,0.10263664
-5.87393697,0.45350666,0.09176390,0.00000000,0.16532121,0.04170621,0.00637162,0.10563521
-5.86793397,0.48201950,0.09925281,0.00000000,0.17615444,0.04361959,0.00689796,0.10813902
-5.86193097,0.50957550,0.10670066,0.00000000,0.18664372,0.04541229,0.00741415,0.11015348
-5.85592796,0.53588794,0.11402558,0.00000000,0.19666773,0.04707788,0.00791175,0.11170352
-5.84992496,0.56070093,0.12114849,0.00000000,0.20611448,0.04861543,0.00838213,0.11283410
-5.84392196,0.58380043,0.12799646,0.00000000,0.21488590,0.05003002,0.00881670,0.11361001
-5.83791896,0.60502453,0.13450597,0.00000000,0.22290215,0.05133301,0.00920722,0.11411505
-5.83191596,0.62427246,0.14062606,0.00000000,0.23010562,0.05254215,0.00954599,0.11445039
