energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.70585293,5.27852855,0.12909320,0.36706172,2.05725213,0.51421369,1.09078002,0.93024119,0.02801457,2.16298174
-5.69984992,5.37076428,0.13357476,0.37602197,2.09598491,0.52105361,1.08723459,0.96779998,0.03082566,2.19303182
-5.69384692,5.45062002,0.13781581,0.38335262,2.12646628,0.52662198,1.08090197,1.00479499,0.03392118,2.21897088
-5.68784392,5.51892318,0.14183886,0.38901226,2.14870259,0.53101958,1.07209555,1.04139098,0.03730480,2.24126660
-5.68184092,5.57670681,0.14567265,0.39298941,2.16284699,0.53436903,1.06115168,1.07777701,0.04097676,2.26044387
-5.67583792,5.62514171,0.14934987,0.39530103,2.16918524,0.53680766,1.04841721,1.11414788,0.04493266,2.27705431
-5.66983492,5.66546145,0.15290471,0.39599018,2.16811688,0.53847968,1.03423643,1.15068398,0.04916243,2.29164365
-5.66383192,5.69888400,0.15637025,0.39512283,2.16013266,0.53952798,1.01893828,1.18753091,0.05364935,2.30471886
-5.65782891,5.72653435,0.15977595,0.39278397,2.14578968,0.54008608,1.00282437,1.22477991,0.05836937,2.31671658
-5.65182591,5.74937271,0.16314536,0.38907344,2.12568540,0.54027075,0.98615850,1.26245026,0.06329059,2.32797471
-5.64582291,5.76813225,0.16649424,0.38410148,2.10043221,0.54017559,0.96915828,1.30047482,0.06837307,2.33870889
-5.63981991,5.78327056,0.16982923,0.37798446,2.07063357,0.53986616,0.95198925,1.33868971,0.07356894,2.34899523
-5.63381691,5.79493767,0.17314709,0.37084084,2.03686321,0.53937692,0.93476195,1.37682878,0.07882288,2.35876051
-5.62781391,5.80296291,0.17643470,0.36278760,1.99964830,0.53871013,0.91753211,1.41452357,0.08407289,2.36778056
-5.62181091,5.80686154,0.17966975,0.35393739,1.95945717,0.53783693,0.90030387,1.45130886,0.08925143,2.37568719
-5.61580790,5.80586112,0.18282210,0.34439636,1.91669219,0.53670045,0.88303592,1.48663370,0.09428685,2.38198325
-5.60980490,5.79894613,0.18585577,0.33426275,1.87168776,0.53522088,0.86565016,1.51987758,0.09910511,2.38606535
-5.60380190,5.78491833,0.18873139,0.32362629,1.82471310,0.53330207,0.84804231,1.55037105,0.10363168,2.38725297
-5.59779890,5.76246957,0.19140904,0.31256834,1.77597944,0.53083941,0.83009391,1.57741962,0.10779360,2.38482246
-5.59179590,5.73026254,0.19385113,0.30116254,1.72565066,0.52772829,0.81168482,1.60033016,0.11152156,2.37804408
-5.58579290,5.68701508,0.19602538,0.28947604,1.67385647,0.52387288,0.79270559,1.61843805,0.11475206,2.36622016
-5.57978989,5.63158298,0.19790742,0.27757095,1.62070701,0.51919433,0.77306879,1.63113421,0.11742937,2.34872228
-5.57378689,5.56303660,0.19948303,0.26550596,1.56630774,0.51363817,0.75271877,1.63789031,0.11950732,2.32502554
-5.56778389,5.48072709,0.20074982,0.25333793,1.51077355,0.50718026,0.73163916,1.63828117,0.12095089,2.29473818
-5.56178089,5.38433853,0.20171818,0.24112330,1.45424108,0.49983094,0.70985769,1.63200331,0.12173737,2.25762497
-5.55577789,5.27392332,0.20241139,0.22891914,1.39687847,0.49163714,0.68744811,1.61888866,0.12185727,2.21362342
-5.54977489,5.14991908,0.20286503,0.21678385,1.33889199,0.48268232,0.66452910,1.59891307,0.12131470,2.16285201
-5.54377189,5.01314671,0.20312553,0.20477741,1.28052914,0.47308421,0.64126041,1.57219917,0.12012740,2.10561024
-5.53776888,4.86478980,0.20324801,0.19296106,1.22207819,0.46299051,0.61783624,1.53901367,0.11832629,2.04237084
-5.53176588,4.70635732,0.20329355,0.18139667,1.16386427,0.45257284,0.59447672,1.49975931,0.11595467,1.97376456
-5.52576288,4.53963166,0.20332601,0.17014564,1.10624243,0.44201927,0.57141767,1.45496209,0.11306699,1.90055869
-5.51975988,4.36660546,0.20340859,0.15926748,1.04958810,0.43152591,0.54889948,1.40525425,0.10972731,1.82363054
-5.51375688,4.18941060,0.20360035,0.14881830,0.99428578,0.42128805,0.52715582,1.35135416,0.10600753,1.74393726
-5.50775388,4.01024324,0.20395286,0.13884915,0.94071661,0.41149137,0.50640269,1.29404386,0.10198538,1.66248366
-5.50175088,3.83128879,0.20450724,0.12940443,0.88924560,0.40230366,0.48682853,1.23414538,0.09774231,1.58028944
-5.49574787,3.65465032,0.20529160,0.12052050,0.84020930,0.39386758,0.46858594,1.17249684,0.09336130,1.49835749
-5.48974487,3.48228355,0.20631926,0.11222451,0.79390454,0.38629473,0.45178532,1.10992919,0.08892474,1.41764436
-5.48374187,3.31594118,0.20758760,0.10453362,0.75057885,0.37966136,0.43649079,1.04724462,0.08451236,1.33903418
-5.47773887,3.15712834,0.20907773,0.09745457,0.71042297,0.37400587,0.42271850,0.98519714,0.08019933,1.26331679
-5.47173587,3.00707046,0.21075501,0.09098371,0.67356567,0.36932813,0.41043730,0.92447608,0.07605457,1.19117066
-5.46573287,2.86669404,0.21257023,0.08510743,0.64007114,0.36559063,0.39957159,0.86569287,0.07213929,1.12315105
-5.45972986,2.73662021,0.21446152,0.07980298,0.60993872,0.36272118,0.39000623,0.80937129,0.06850581,1.05968317
-5.45372686,2.61717024,0.21635677,0.07503962,0.58310513,0.36061711,0.38159292,0.75594132,0.06519675,1.00106053
-5.44772386,2.50838182,0.21817652,0.07078005,0.55944862,0.35915056,0.37415788,0.70573653,0.06224445,0.94744782
-5.44172086,2.41003452,0.21983697,0.06698205,0.53879501,0.35817453,0.36751019,0.65899479,0.05967078,0.89888793
-5.43571786,2.32168261,0.22125328,0.06360021,0.52092505,0.35752945,0.36145044,0.61586207,0.05748729,0.85531257
-5.42971486,2.24269332,0.22234260,0.06058767,0.50558287,0.35704983,0.35577921,0.57639887,0.05569565,0.81655566
-5.42371186,2.17228877,0.22302703,0.05789788,0.49248503,0.35657086,0.35030498,0.54058896,0.05428840,0.78236893
-5.41770885,2.10958961,0.22323625,0.05548616,0.48132987,0.35593447,0.34485129,0.50834988,0.05325000,0.75243906
-5.41170585,2.05365905,0.22290967,0.05331112,0.47180694,0.35499491,0.33926266,0.47954484,0.05255814,0.72640567
-5.40570285,2.00354574,0.22199825,0.05133592,0.46360600,0.35362347,0.33340941,0.45399553,0.05218524,0.70387971
-5.39969985,1.95832457,0.22046571,0.04952919,0.45642574,0.35171252,0.32719103,0.43149530,0.05210023,0.68446168
-5.39369685,1.91713432,0.21828936,0.04786576,0.44998170,0.34917851,0.32053832,0.41182255,0.05227033,0.66775924
-5.38769385,1.87921171,0.21546040,0.04632717,0.44401353,0.34596432,0.31341423,0.39475364,0.05266308,0.65340387
-5.38169085,1.84392125,0.21198390,0.04490184,0.43829135,0.34204067,0.30581356,0.38007529,0.05324828,0.64106631
-5.37568784,1.81078045,0.20787832,0.04358507,0.43262119,0.33740682,0.29776173,0.36759585,0.05400001,0.63047030
-5.36968484,1.77948018,0.20317484,0.04237885,0.42684945,0.33209065,0.28931262,0.35715542,0.05489847,0.62140455
-5.36368184,1.74989980,0.19791641,0.04129148,0.42086624,0.32614811,0.28054589,0.34863435,0.05593174,0.61373250
-5.35767884,1.72211675,0.19215661,0.04033696,0.41460774,0.31966206,0.27156365,0.34195998,0.05709729,0.60739977
-5.35167584,1.69641037,0.18595841,0.03953433,0.40805713,0.31274070,0.26248693,0.33711138,0.05840321,0.60243883
-5.34567284,1.67325949,0.17939278,0.03890687,0.40124452,0.30551544,0.25345179,0.33412192,0.05986904,0.59897087
-5.33966983,1.65333356,0.17253730,0.03848110,0.39424532,0.29813829,0.24460531,0.33307946,0.06152623,0.59720450
-5.33366683,1.63747701,0.16547456,0.03828582,0.38717736,0.29077873,0.23610151,0.33412407,0.06341814,0.59743113
-5.32766383,1.62668675,0.15829065,0.03835099,0.38019655,0.28362014,0.22809710,0.33744334,0.06559950,0.60001698
-5.32166083,1.62208266,0.15107344,0.03870650,0.37349118,0.27685565,0.22074732,0.34326503,0.06813536,0.60539159
-5.31565783,1.62487143,0.14391092,0.03938096,0.36727488,0.27068351,0.21420168,0.35184739,0.07109950,0.61403299
-5.30965483,1.63630417,0.13688935,0.04040038,0.36177833,0.26530195,0.20859970,0.36346729,0.07457232,0.62644977
-5.30365183,1.65762855,0.13009151,0.04178687,0.35724002,0.26090373,0.20406673,0.37840626,0.07863823,0.64316025
-5.29764882,1.69003662,0.12359481,0.04355733,0.35389616,0.25767032,0.20070984,0.39693508,0.08338268,0.66466949
-5.29164582,1.73460987,0.11746951,0.04572214,0.35197019,0.25576587,0.19861390,0.41929718,0.08888868,0.69144457
-5.28564282,1.79226314,0.11177696,0.04828402,0.35166213,0.25533132,0.19783793,0.44569160,0.09523325,0.72388916
-5.27963982,1.86368955,0.10656800,0.05123694,0.35313825,0.25647863,0.19841187,0.47625608,0.10248361,0.76231810
-5.27363682,1.94930871,0.10188155,0.05456527,0.35652147,0.25928547,0.20033387,0.51105096,0.11069341,0.80693325
-5.26763382,2.04922048,0.09774345,0.05824312,0.36188295,0.26379062,0.20356834,0.55004479,0.11989911,0.85780141
-5.26163082,2.16316667,0.09416568,0.06223402,0.36923520,0.26999027,0.20804477,0.59310226,0.13011663,0.91483562
-5.25562781,2.29050291,0.09114587,0.06649087,0.37852715,0.27783552,0.21365760,0.63997526,0.14133848,0.97778077
-5.24962481,2.43018261,0.08866733,0.07095631,0.38964152,0.28723111,0.22026715,0.69029754,0.15353144,1.04620435
-5.24362181,2.58075447,0.08669949,0.07556343,0.40239465,0.29803571,0.22770172,0.74358375,0.16663502,1.11949331
-5.23761881,2.74037470,0.08519883,0.08023696,0.41653888,0.31006377,0.23576092,0.79923289,0.18056067,1.19685725
-5.23161581,2.90683432,0.08411025,0.08489474,0.43176764,0.32308888,0.24422004,0.85653654,0.19519195,1.27733858
-5.22561281,3.07760117,0.08336881,0.08944962,0.44772293,0.33684877,0.25283567,0.91469170,0.21038569,1.35982924
-5.21960980,3.24987587,0.08290194,0.09381163,0.46400514,0.35105163,0.26135203,0.97281805,0.22597404,1.44309396
-5.21360680,3.42065991,0.08263177,0.09789037,0.48018475,0.36538363,0.26950821,1.02997897,0.24176748,1.52579916
-5.20760380,3.58683362,0.08247779,0.10159763,0.49581553,0.37951752,0.27704571,1.08520575,0.25755875,1.60654670
-5.20160080,3.74524116,0.08235949,0.10484994,0.51044859,0.39312163,0.28371622,1.13752393,0.27312740,1.68391118
-5.19559780,3.89277920,0.08219905,0.10757113,0.52364687,0.40586942,0.28928927,1.18598091,0.28824507,1.75647936
-5.18959480,4.02648587,0.08192380,0.10969478,0.53499935,0.41744871,0.29355932,1.22967348,0.30268108,1.82289021
-5.18359180,4.14362617,0.08146851,0.11116625,0.54413434,0.42757057,0.29635220,1.26777436,0.31620828,1.88187386
-5.17758879,4.24177049,0.08077734,0.11194452,0.55073143,0.43597740,0.29753039,1.29955636,0.32860886,1.93228796
-5.17158579,4.31886296,0.07980534,0.11200346,0.55453143,0.44244983,0.29699709,1.32441333,0.33967999,1.97314991
-5.16558279,4.37327693,0.07851951,0.11133265,0.55534401,0.44681229,0.29469880,1.34187703,0.34923898,2.00366370
-5.15957979,4.40385551,0.07689941,0.10993767,0.55305274,0.44893692,0.29062631,1.35162904,0.35712786,2.02324026
-5.15357679,4.40993572,0.07493722,0.10783980,0.54761731,0.44874593,0.28481422,1.35350763,0.36321715,2.03151077
-5.14757379,4.39135581,0.07263730,0.10507521,0.53907299,0.44621210,0.27733877,1.34750910,0.36740881,2.02833235
-5.14157079,4.34844594,0.07001540,0.10169364,0.52752738,0.44135768,0.26831440,1.33378386,0.36963818,2.01378638
-5.13556778,4.28200314,0.06709743,0.09775668,0.51315472,0.43425172,0.25788895,1.31262765,0.36987485,1.98816953
-5.12956478,4.19325253,0.06391788,0.09333564,0.49618807,0.42500608,0.24623800,1.28446829,0.36812271,1.95197844
-5.12356178,4.08379669,0.06051811,0.08850923,0.47690988,0.41377026,0.23355843,1.24984888,0.36441882,1.90588877
-5.11755878,3.95555627,0.05694449,0.08336107,0.45564131,0.40072542,0.22006159,1.20940827,0.35883167,1.85072991
-5.11155578,3.81070442,0.05324640,0.07797714,0.43273096,0.38607788,0.20596640,1.16385982,0.35145846,1.78745649
-5.10555278,3.65159826,0.04947446,0.07244333,0.40854337,0.37005234,0.19149262,1.11396924,0.34242192,1.71711813
-5.09954977,3.48071026,0.04567866,0.06684313,0.38344791,0.35288511,0.17685460,1.06053278,0.33186662,1.64082868
-5.09354677,3.30056207,0.04190691,0.06125563,0.35780851,0.33481770,0.16225578,1.00435630,0.31995493,1.55973617
-5.08754377,3.11366329,0.03820363,0.05575372,0.33197440,0.31609084,0.14788397,0.94623617,0.30686282,1.47499447
-5.08154077,2.92245685,0.03460872,0.05040278,0.30627244,0.29693921,0.13390777,0.88694248,0.29277564,1.38773770
-5.07553777,2.72927255,0.03115682,0.04525966,0.28100095,0.27758695,0.12047394,0.82720502,0.27788400,1.29905789
-5.06953477,2.53628943,0.02787680,0.04037218,0.25642536,0.25824404,0.10770597,0.76770228,0.26237975,1.20998647
-5.06353177,2.34550755,0.02479157,0.03577888,0.23277554,0.23910353,0.09570371,0.70905357,0.24645238,1.12147976
-5.05752876,2.15872890,0.02191818,0.03150925,0.21024485,0.22033970,0.08454389,0.65181418,0.23028562,1.03440850
-5.05152576,1.97754726,0.01926805,0.02758424,0.18899069,0.20210695,0.07428165,0.59647352,0.21405455,0.94955138
-5.04552276,1.80334610,0.01684748,0.02401706,0.16913643,0.18453955,0.06495277,0.54345582,0.19792301,0.86759223
-5.03951976,1.63730365,0.01465823,0.02081419,0.15077454,0.16775191,0.05657639,0.49312320,0.18204159,0.78912048
-5.03351676,1.48040415,0.01269830,0.01797656,0.13397051,0.15183951,0.04915838,0.44578076,0.16654595,0.71463458
-5.02751376,1.33345413,0.01096261,0.01550086,0.11876757,0.13688022,0.04269477,0.40168321,0.15155564,0.64454785
-5.02151076,1.19710255,0.00944388,0.01338087,0.10519174,0.12293597,0.03717542,0.36104273,0.13717334,0.57919626
-5.01550775,1.07186375,0.00813336,0.01160875,0.09325710,0.11005470,0.03258771,0.32403769,0.12348447,0.51884770
-5.00950475,0.95814227,0.00702158,0.01017639,0.08297109,0.09827240,0.02892002,0.29082190,0.11055730,0.46371234
-5.00350175,0.85625838,0.00609907,0.00907653,0.07433951,0.08761532,0.02616499,0.26153399,0.09844323,0.41395360
-4.99749875,0.76647362,0.00535691,0.00830385,0.06737129,0.07810210,0.02432251,0.23630666,0.08717755,0.36969928
-4.99149575,0.68901535,0.00478726,0.00785588,0.06208261,0.06974588,0.02340219,0.21527547,0.07678038,0.33105259
-4.98549275,0.62409961,0.00438378,0.00773368,0.05850042,0.06255629,0.02342546,0.19858687,0.06725790,0.29810269
-4.97948974,0.57195151,0.00414190,0.00794234,0.05666530,0.05654117,0.02442702,0.18640519,0.05860373,0.27093426
-4.97348674,0.53282239,0.00405903,0.00849134,0.05663331,0.05170816,0.02645579,0.17891825,0.05080044,0.24963599
-4.96748374,0.50700304,0.00413462,0.00939454,0.05847708,0.04806590,0.02957515,0.17634132,0.04382118,0.23430743
-4.96148074,0.49483242,0.00437017,0.01067004,0.06228581,0.04562489,0.03386255,0.17891916,0.03763133,0.22506417
-4.95547774,0.49670122,0.00476904,0.01233981,0.06816434,0.04439797,0.03940840,0.18692581,0.03219010,0.22204078
-4.94947474,0.51304983,0.00533624,0.01442900,0.07623116,0.04440037,0.04631431,0.20066198,0.02745219,0.22539158
-4.94347174,0.54436033,0.00607808,0.01696515,0.08661541,0.04564922,0.05469049,0.22044981,0.02336917,0.23528881
-4.93746873,0.59114255,0.00700174,0.01997710,0.09945299,0.04816272,0.06465265,0.24662493,0.01989093,0.25191834
-4.93146573,0.65391406,0.00811472,0.02349381,0.11488181,0.05195873,0.07631815,0.27952579,0.01696681,0.27547279
-4.92546273,0.73317462,0.00942430,0.02754299,0.13303632,0.05705296,0.08980163,0.31948047,0.01454668,0.30614220
-4.91945973,0.82937571,0.01093684,0.03214970,0.15404161,0.06345684,0.10521026,0.36679103,0.01258175,0.34410255
-4.91345673,0.94288620,0.01265714,0.03733487,0.17800720,0.07117502,0.12263867,0.42171608,0.01102522,0.38950248
-4.90745373,1.07395532,0.01458770,0.04311394,0.20502096,0.08020275,0.14216377,0.48445187,0.00983282,0.44244868
-4.90145073,1.22267460,0.01672807,0.04949548,0.23514329,0.09052314,0.16383967,0.55511276,0.00896306,0.50299064
-4.89544772,1.38894067,0.01907422,0.05648017,0.26840210,0.10210457,0.18769299,0.63371172,0.00837746,0.57110539
-4.88944472,1.57242071,0.02161792,0.06405987,0.30478873,0.11489831,0.21371863,0.72014198,0.00804056,0.64668321
-4.88344172,1.77252271,0.02434635,0.07221714,0.34425528,0.12883655,0.24187644,0.81416063,0.00791986,0.72951483
-4.87743872,1.98837255,0.02724177,0.08092509,0.38671354,0.14383103,0.27208882,0.91537521,0.00798574,0.81928129
-4.87143572,2.21879961,0.03028137,0.09014765,0.43203571,0.15977232,0.30423958,1.02323424,0.00821125,0.91554687
-4.86543272,2.46233252,0.03343736,0.09984032,0.48005702,0.17652995,0.33817415,1.13702248,0.00857190,1.01775601
-4.85942971,2.71720618,0.03667721,0.10995128,0.53058024,0.19395347,0.37370112,1.25586168,0.00904551,1.12523453
-4.85342671,2.98138055,0.03996418,0.12042303,0.58338193,0.21187437,0.41059532,1.37871722,0.00961196,1.23719544
-4.84742371,3.25257135,0.04325804,0.13119420,0.63822010,0.23010899,0.44860220,1.50441084,0.01025306,1.35274951
-4.84142071,3.52829193,0.04651600,0.14220180,0.69484301,0.24846226,0.48744343,1.63163953,0.01095239,1.47092023
-4.83541771,3.80590520,0.04969384,0.15338345,0.75299836,0.26673219,0.52682346,1.75900011,0.01169523,1.59066283
-4.82941471,4.08268359,0.05274719,0.16467970,0.81244255,0.28471490,0.56643680,1.88501879,0.01246848,1.71088657
-4.82341171,4.35587479,0.05563293,0.17603615,0.87294908,0.30221011,0.60597561,2.00818499,0.01326062,1.83047953
-4.81740870,4.62277057,0.05831060,0.18740539,0.93431559,0.31902667,0.64513728,2.12698805,0.01406168,1.94833466
-4.81140570,4.88077543,0.06074392,0.19874837,0.99636895,0.33498804,0.68363158,2.23995559,0.01486329,2.06337608
-4.80540270,5.12747223,0.06290207,0.21003537,1.05896765,0.34993733,0.72118695,2.34569196,0.01565860,2.17458442
-4.79939970,5.36068180,0.06476100,0.22124624,1.12200141,0.36374180,0.75755579,2.44291545,0.01644230,2.28101993
-4.79339670,5.57851371,0.06630447,0.23236998,1.18538757,0.37629643,0.79251828,2.53049256,0.01721061,2.38184252
-4.78739370,5.77940621,0.06752484,0.24340369,1.24906439,0.38752652,0.82588470,2.60746815,0.01796114,2.47632777
-4.78139070,5.96215359,0.06842359,0.25435079,1.31298153,0.39738913,0.85749611,2.67309021,0.01869285,2.56387833
-4.77538769,6.12592006,0.06901150,0.26521869,1.37708807,0.40587332,0.88722355,2.72682835,0.01940587,2.64403035
-4.76938469,6.27024002,0.06930853,0.27601607,1.44131896,0.41299909,0.91496570,2.76838532,0.02010135,2.71645499
-4.76338169,6.39500524,0.06934325,0.28674985,1.50558055,0.41881525,0.94064552,2.79770129,0.02078122,2.78095510
-4.75737869,6.50044018,0.06915200,0.29742207,1.56973643,0.42339617,0.96420597,2.81495080,0.02144797,2.83745772
-4.75137569,6.58706716,0.06877774,0.30802694,1.63359446,0.42683768,0.98560534,2.82053263,0.02210440,2.88600297
-4.74537269,6.65566379,0.06826858,0.31854819,1.69689607,0.42925228,1.00481251,2.81505333,0.02275337,2.92673034
-4.73936968,6.70721497,0.06767607,0.32895699,1.75930890,0.43076390,1.02180263,2.79930496,0.02339750,2.95986319
-4.73336668,6.74286223,0.06705338,0.33921049,1.82042338,0.43150247,1.03655351,2.77423823,0.02403901,2.98569254
-4.72736368,6.76385280,0.06645335,0.34925118,1.87975388,0.43159851,1.04904308,2.74093206,0.02467945,3.00456102
-4.72136068,6.77149081,0.06592645,0.35900718,1.93674473,0.43117804,1.05924798,2.70056089,0.02531956,3.01684776
-4.71535768,6.76709256,0.06551896,0.36839334,1.99078096,0.43035790,1.06714362,2.65436079,0.02595915,3.02295487
-4.70935468,6.75194742,0.06527105,0.37731319,2.04120350,0.42924178,1.07270540,2.60359579,0.02659703,3.02329600
-4.70335168,6.72728538,0.06521527,0.38566166,2.08732807,0.42791691,1.07591115,2.54952548,0.02723098,3.01828704
-4.69734867,6.69425178,0.06537515,0.39332829,2.12846687,0.42645176,1.07674439,2.49337492,0.02785774,3.00833929
-4.69134567,6.65388956,0.06576419,0.40020100,2.16395204,0.42489443,1.07519826,2.43630791,0.02847316,2.99385462
-4.68534267,6.60712848,0.06638521,0.40616989,2.19315943,0.42327211,1.07127956,2.37940420,0.02907222,2.97522268
-4.67933967,6.55478111,0.06723004,0.41113110,2.21553156,0.42159127,1.06501257,2.32364155,0.02964923,2.95281954
-4.67333667,6.49754461,0.06827968,0.41499047,2.23059857,0.41983872,1.05644235,2.26988277,0.03019799,2.92700759
-4.66733367,6.43600773,0.06950481,0.41766677,2.23799591,0.41798332,1.04563710,2.21886838,0.03071192,2.89813625
-4.66133067,6.37066205,0.07086677,0.41909431,2.23747802,0.41597836,1.03268932,2.17121466,0.03118433,2.86654325
-4.65532766,6.30191685,0.07231882,0.41922504,2.22892735,0.41376439,1.01771576,2.12741732,0.03160854,2.83255622
-4.64932466,6.23011703,0.07380773,0.41802979,2.21235846,0.41127244,1.00085596,2.08786029,0.03197815,2.79649459
-4.64332166,6.15556336,0.07527570,0.41549886,2.18791703,0.40842761,0.98226969,2.05282942,0.03228715,2.75867182
