energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.84392196,2.06392472,0.04666608,0.07192730,0.87083164,0.24592609,0.01511027,0.69772077,0.42574164,0.61284526
-5.83791896,2.05725983,0.04526477,0.07425792,0.88046591,0.24583422,0.01428325,0.69974936,0.42949309,0.60470122
-5.83191596,2.04968547,0.04380908,0.07652050,0.88982231,0.24537934,0.01356248,0.70120018,0.43250570,0.59639946
-5.82591296,2.04097830,0.04230140,0.07870683,0.89880384,0.24455442,0.01294268,0.70200266,0.43474920,0.58786985
-5.81990995,2.03104267,0.04074655,0.08081232,0.90735058,0.24337396,0.01241803,0.70213234,0.43622335,0.57908058
-5.81390695,2.01989368,0.03915153,0.08283528,0.91543128,0.24187174,0.01198233,0.70160463,0.43695431,0.57003333
-5.80790395,2.00763508,0.03752518,0.08477597,0.92303315,0.24009800,0.01162924,0.70046681,0.43698984,0.56075673
-5.80190095,1.99443366,0.03587772,0.08663554,0.93015065,0.23811610,0.01135244,0.69878889,0.43639342,0.55129889
-5.79589795,1.98049206,0.03422025,0.08841493,0.93677418,0.23599906,0.01114572,0.69665399,0.43523790,0.54171923
-5.78989495,1.96602184,0.03256431,0.09011374,0.94287934,0.23382615,0.01100319,0.69414879,0.43359891,0.53208041
-5.78389195,1.95121858,0.03092131,0.09172922,0.94841768,0.23167972,0.01091929,0.69135487,0.43154843,0.52244070
-5.77788894,1.93624077,0.02930214,0.09325547,0.95330949,0.22964258,0.01088891,0.68834136,0.42914911,0.51284733
-5.77188594,1.92119361,0.02771672,0.09468278,0.95743937,0.22779592,0.01090745,0.68515936,0.42644938,0.50333124
-5.76588294,1.90611878,0.02617374,0.09599731,0.96065477,0.22621796,0.01097088,0.68183851,0.42347989,0.49390341
-5.75987994,1.89099061,0.02468042,0.09718106,0.96276780,0.22498330,0.01107582,0.67838582,0.42025124,0.48455305
-5.75387694,1.87571862,0.02324238,0.09821216,0.96356008,0.22416298,0.01121953,0.67478672,0.41675331,0.47524759
-5.74787394,1.86015608,0.02186363,0.09906543,0.96279063,0.22382496,0.01140000,0.67100827,0.41295599,0.46593447
-5.74187094,1.84411360,0.02054660,0.09971324,0.96020605,0.22403521,0.01161597,0.66700397,0.40881141,0.45654442
-5.73586793,1.82737660,0.01929235,0.10012662,0.95555255,0.22485875,0.01186692,0.66272001,0.40425726,0.44699610
-5.72986493,1.80972519,0.01810071,0.10027650,0.94858900,0.22636087,0.01215306,0.65810222,0.39922124,0.43720154
-5.72386193,1.79095485,0.01697053,0.10013504,0.93910020,0.22860794,0.01247528,0.65310316,0.39362602,0.42707218
-5.71785893,1.77089620,0.01589998,0.09967701,0.92690961,0.23166777,0.01283512,0.64768888,0.38739469,0.41652494
-5.71185593,1.74943248,0.01488681,0.09888109,0.91189065,0.23560929,0.01323456,0.64184460,0.38045613,0.40548791
-5.70585293,1.72651323,0.01392857,0.09773109,0.89397598,0.24050146,0.01367597,0.63557906,0.37275008,0.39390548
-5.69984992,1.70216326,0.01302287,0.09621690,0.87316428,0.24641117,0.01416181,0.62892694,0.36423167,0.38174235
-5.69384692,1.67648609,0.01216755,0.09433524,0.84952392,0.25340030,0.01469446,0.62194935,0.35487505,0.36898644
-5.68784392,1.64966178,0.01136078,0.09209020,0.82319371,0.26152193,0.01527591,0.61473211,0.34467601,0.35565036
-5.68184092,1.62193910,0.01060118,0.08949335,0.79438032,0.27081583,0.01590751,0.60738206,0.33365353,0.34177161
-5.67583792,1.59362266,0.00988781,0.08656363,0.76335299,0.28130349,0.01658963,0.60002154,0.32185013,0.32741138
-5.66983492,1.56505587,0.00922014,0.08332701,0.73043552,0.29298297,0.01732142,0.59278142,0.30933108,0.31265219
-5.66383192,1.53660094,0.00859802,0.07981575,0.69599633,0.30582386,0.01810053,0.58579311,0.29618265,0.29759452
-5.65782891,1.50861724,0.00802152,0.07606756,0.66043689,0.31976276,0.01892287,0.57918024,0.28250937,0.28235277
-5.65182591,1.48143951,0.00749089,0.07212453,0.62417950,0.33469961,0.01978250,0.57305032,0.26843065,0.26705059
-5.64582291,1.45535736,0.00700634,0.06803196,0.58765469,0.35049521,0.02067156,0.56748723,0.25407695,0.25181621
-5.63981991,1.43059754,0.00656801,0.06383714,0.55128919,0.36697022,0.02158022,0.56254490,0.23958555,0.23677773
-5.63381691,1.40730999,0.00617579,0.05958805,0.51549475,0.38390598,0.02249689,0.55824262,0.22509638,0.22205875
-5.62781391,1.38555874,0.00582925,0.05533222,0.48065850,0.40104707,0.02340833,0.55456250,0.21074796,0.20777462
-5.62181091,1.36531816,0.00552760,0.05111558,0.44713501,0.41810589,0.02430007,0.55144902,0.19667368,0.19402927
-5.61580790,1.34647484,0.00526962,0.04698147,0.41524032,0.43476910,0.02515673,0.54881106,0.18299853,0.18091293
-5.60980490,1.32883494,0.00505368,0.04296980,0.38524806,0.45070565,0.02596254,0.54652598,0.16983645,0.16850061
-5.60380190,1.31213661,0.00487777,0.03911640,0.35738754,0.46557636,0.02670187,0.54444590,0.15728831,0.15685143
-5.59779890,1.29606654,0.00473953,0.03545252,0.33184374,0.47904441,0.02735978,0.54240551,0.14544058,0.14600875
-5.59179590,1.28027983,0.00463636,0.03200455,0.30875887,0.49078649,0.02792261,0.54023119,0.13436464,0.13600089
-5.58579290,1.26442170,0.00456552,0.02879384,0.28823523,0.50050403,0.02837853,0.53775077,0.12411675,0.12684241
-5.57978989,1.24814992,0.00452415,0.02583678,0.27033905,0.50793392,0.02871802,0.53480347,0.11473853,0.11853582
-5.57378689,1.23115648,0.00450949,0.02314494,0.25510481,0.51285842,0.02893427,0.53124941,0.10625791,0.11107342
-5.56778389,1.21318734,0.00451887,0.02072538,0.24253991,0.51511352,0.02902354,0.52697811,0.09869046,0.10443932
-5.56178089,1.19405910,0.00454984,0.01858098,0.23262910,0.51459551,0.02898532,0.52191562,0.09204092,0.09861131
-5.55577789,1.17367165,0.00460023,0.01671091,0.22533862,0.51126542,0.02882238,0.51602982,0.08630490,0.09356261
-5.54977489,1.15201627,0.00466817,0.01511111,0.22061978,0.50515109,0.02854074,0.50933367,0.08147061,0.08926335
-5.54377189,1.12917889,0.00475214,0.01377479,0.21841185,0.49634672,0.02814940,0.50188628,0.07752058,0.08568170
-5.53776888,1.10533829,0.00485094,0.01269294,0.21864416,0.48501012,0.02766008,0.49379181,0.07443327,0.08278471
-5.53176588,1.08075982,0.00496367,0.01185478,0.22123762,0.47135762,0.02708674,0.48519633,0.07218449,0.08053874
-5.52576288,1.05578500,0.00508968,0.01124828,0.22610560,0.45565706,0.02644508,0.47628290,0.07074872,0.07890971
-5.51975988,1.03081783,0.00522853,0.01086055,0.23315439,0.43821906,0.02575195,0.46726521,0.07010018,0.07786297
-5.51375688,1.00630882,0.00537993,0.01067823,0.24228344,0.41938725,0.02502481,0.45838020,0.07021377,0.07736308
-5.50775388,0.98273767,0.00554363,0.01068787,0.25338549,0.39952760,0.02428106,0.44988006,0.07106580,0.07737354
-5.50175088,0.96059563,0.00571943,0.01087621,0.26634693,0.37901764,0.02353754,0.44202412,0.07263455,0.07785645
-5.49574787,0.94036857,0.00590707,0.01123042,0.28104840,0.35823577,0.02280999,0.43507103,0.07490076,0.07877225
-5.48974487,0.92252152,0.00610624,0.01173836,0.29736585,0.33755135,0.02211269,0.42927146,0.07784791,0.08007965
-5.48374187,0.90748540,0.00631654,0.01238872,0.31517202,0.31731558,0.02145806,0.42486180,0.08146237,0.08173574
-5.47773887,0.89564629,0.00653752,0.01317115,0.33433840,0.29785380,0.02085651,0.42205882,0.08573347,0.08369627
-5.47173587,0.88733752,0.00676868,0.01407633,0.35473755,0.27945910,0.02031632,0.42105555,0.09065335,0.08591622
-5.46573287,0.88283449,0.00700955,0.01509602,0.37624562,0.26238758,0.01984360,0.42201817,0.09621668,0.08835053
-5.45972986,0.88235210,0.00725974,0.01622294,0.39874489,0.24685499,0.01944243,0.42508396,0.10242011,0.09095499
-5.45372686,0.88604421,0.00751908,0.01745078,0.42212608,0.23303495,0.01911503,0.43035999,0.10926152,0.09368729
-5.44772386,0.89400481,0.00778766,0.01877395,0.44629023,0.22105846,0.01886196,0.43792247,0.11673900,0.09650805
-5.44172086,0.90627027,0.00806596,0.02018740,0.47114987,0.21101451,0.01868244,0.44781638,0.12484955,0.09938184
-5.43571786,0.92282204,0.00835498,0.02168634,0.49662928,0.20295169,0.01857463,0.46005534,0.13358746,0.10227814
-5.42971486,0.94358952,0.00865627,0.02326588,0.52266384,0.19688056,0.01853594,0.47462136,0.14294257,0.10517206
-5.42371186,0.96845252,0.00897210,0.02492067,0.54919827,0.19277644,0.01856330,0.49146458,0.15289820,0.10804490
-5.41770885,0.99724332,0.00930544,0.02664450,0.57618401,0.19058278,0.01865344,0.51050279,0.16342911,0.11088441
-5.41170585,1.02974819,0.00966006,0.02842989,0.60357565,0.19021457,0.01880306,0.53162101,0.17449938,0.11368481
-5.40570285,1.06570855,0.01004052,0.03026770,0.63132693,0.19156205,0.01900905,0.55467107,0.18606047,0.11644652
-5.39969985,1.10482212,0.01045218,0.03214681,0.65938649,0.19449446,0.01926855,0.57947160,0.19804960,0.11917570
-5.39369685,1.14674448,0.01090117,0.03405385,0.68769367,0.19886389,0.01957901,0.60580865,0.21038855,0.12188353
-5.38769385,1.19109156,0.01139432,0.03597299,0.71617504,0.20450924,0.01993827,0.63343720,0.22298302,0.12458539
-5.38169085,1.23744344,0.01193909,0.03788598,0.74474173,0.21126021,0.02034447,0.66208384,0.23572275,0.12729995
-5.37568784,1.28535014,0.01254349,0.03977215,0.77328812,0.21894157,0.02079605,0.69145092,0.24848243,0.13004827
-5.36968484,1.33433943,0.01321592,0.04160872,0.80169205,0.22737743,0.02129165,0.72122218,0.26112349,0.13285296
-5.36368184,1.38392700,0.01396504,0.04337117,0.82981669,0.23639571,0.02183006,0.75107003,0.27349675,0.13573738
-5.35767884,1.43362877,0.01479968,0.04503378,0.85751411,0.24583267,0.02241012,0.78066414,0.28544584,0.13872507
-5.35167584,1.48297509,0.01572856,0.04657029,0.88463037,0.25553740,0.02303062,0.80968138,0.29681144,0.14183925
-5.34567284,1.53152620,0.01676023,0.04795468,0.91101188,0.26537617,0.02369026,0.83781645,0.30743586,0.14510256
-5.33966983,1.57888820,0.01790278,0.04916200,0.93651258,0.27523650,0.02438753,0.86479282,0.31716819,0.14853688
-5.33366683,1.62472861,0.01916372,0.05016923,0.96100150,0.28503065,0.02512067,0.89037339,0.32586932,0.15216324
-5.32766383,1.66879036,0.02054970,0.05095611,0.98437002,0.29469846,0.02588756,0.91437008,0.33341689,0.15600186
-5.32166083,1.71090334,0.02206639,0.05150593,1.00653835,0.30420923,0.02668566,0.93665189,0.33970976,0.16007209
-5.31565783,1.75099233,0.02371818,0.05180619,1.02746063,0.31356251,0.02751195,0.95715071,0.34467178,0.16439234
-5.30965483,1.78908057,0.02550806,0.05184913,1.04712810,0.32278756,0.02836282,0.97586424,0.34825465,0.16897990
-5.30365183,1.82528825,0.02743736,0.05163209,1.06557008,0.33194154,0.02923400,0.99285594,0.35043962,0.17385056
-5.29764882,1.85982570,0.02950565,0.05115762,1.08285245,0.34110622,0.03012047,1.00825150,0.35123812,0.17901809
-5.29164582,1.89298111,0.03171050,0.05043348,1.09907357,0.35038328,0.03101639,1.02223199,0.35069100,0.18449351
-5.28564282,1.92510322,0.03404744,0.04947235,1.11435783,0.35988843,0.03191506,1.03502381,0.34886664,0.19028412
-5.27963982,1.95657959,0.03650979,0.04829139,1.12884705,0.36974443,0.03280883,1.04688587,0.34585796,0.19639248
-5.27363682,1.98781139,0.03908865,0.04691163,1.14269022,0.38007323,0.03368913,1.05809454,0.34177840,0.20281518
-5.26763382,2.01918603,0.04177290,0.04535720,1.15603217,0.39098773,0.03454648,1.06892713,0.33675722,0.20954163
-5.26163082,2.05104883,0.04454917,0.04365454,1.16900174,0.40258332,0.03537056,1.07964471,0.33093427,0.21655284
-5.25562781,2.08367550,0.04740195,0.04183148,1.18170025,0.41492981,0.03615033,1.09047517,0.32445458,0.22382036
-5.24962481,2.11724672,0.05031367,0.03991634,1.19419100,0.42806402,0.03687422,1.10159745,0.31746295,0.23130536
-5.24362181,2.15182633,0.05326489,0.03793711,1.20649027,0.44198339,0.03753031,1.11312779,0.31009888,0.23895800
-5.23761881,2.18734447,0.05623444,0.03592063,1.21856064,0.45664116,0.03810664,1.12510869,0.30249200,0.24671718
-5.23161581,2.22358660,0.05919966,0.03389196,1.23030685,0.47194324,0.03859149,1.13750140,0.29475831,0.25451067
-5.22561281,2.26018926,0.06213668,0.03187380,1.24157470,0.48774708,0.03897373,1.15018215,0.28699714,0.26225561
-5.21960980,2.29664293,0.06502062,0.02988614,1.25215296,0.50386269,0.03924315,1.16294262,0.27928926,0.26985961
-5.21360680,2.33230214,0.06782598,0.02794595,1.26177842,0.52005583,0.03939082,1.17549454,0.27169577,0.27722218
-5.20760380,2.36640249,0.07052694,0.02606713,1.27014381,0.53605335,0.03940942,1.18747835,0.26425813,0.28423667
-5.20160080,2.39808410,0.07309770,0.02426051,1.27690834,0.55155054,0.03929352,1.19847558,0.25699895,0.29079264
-5.19559780,2.42642049,0.07551290,0.02253402,1.28171035,0.56622019,0.03903991,1.20802440,0.24992369,0.29677849
-5.18959480,2.45045183,0.07774803,0.02089294,1.28418161,0.57972313,0.03864774,1.21563772,0.24302290,0.30208448
-5.18359180,2.46922118,0.07977986,0.01934018,1.28396265,0.59171973,0.03811872,1.22082295,0.23627504,0.30660585
-5.17758879,2.48181225,0.08158692,0.01787671,1.28071844,0.60188201,0.03745720,1.22310276,0.22964961,0.31024607
-5.17158579,2.48738722,0.08314998,0.01650188,1.27415379,0.60990584,0.03667024,1.22203576,0.22311044,0.31292009
-5.16558279,2.48522292,0.08445256,0.01521384,1.26402785,0.61552273,0.03576751,1.21723630,0.21661896,0.31455743
-5.15957979,2.47474409,0.08548145,0.01400994,1.25016716,0.61851076,0.03476128,1.20839260,0.21013740,0.31510504
-5.15357679,2.45555224,0.08622718,0.01288701,1.23247661,0.61870410,0.03366624,1.19528234,0.20363168,0.31452986
-5.14757379,2.42744899,0.08668455,0.01184166,1.21094801,0.61600089,0.03249931,1.17778525,0.19707391,0.31282086
-5.14157079,2.39045297,0.08685298,0.01087056,1.18566590,0.61036901,0.03127945,1.15589201,0.19044454,0.30999056
-5.13556778,2.34480958,0.08673697,0.00997058,1.15681024,0.60184961,0.03002736,1.12970924,0.18373388,0.30607601
-5.12956478,2.29099323,0.08634631,0.00913894,1.12465613,0.59055822,0.02876525,1.09946042,0.17694320,0.30113897
-5.12356178,2.22970192,0.08569624,0.00837326,1.08957029,0.57668336,0.02751643,1.06548271,0.17008523,0.29526546
-5.11755878,2.16184449,0.08480751,0.00767164,1.05200460,0.56048283,0.02630505,1.02821978,0.16318412,0.28856455
-5.11155578,2.08852082,0.08370624,0.00703260,1.01248682,0.54227779,0.02515570,0.98821115,0.15627493,0.28116641
-5.10555278,2.01099587,0.08242362,0.00645504,0.97160890,0.52244485,0.02409303,0.94607833,0.14940265,0.27321975
-5.09954977,1.93066845,0.08099540,0.00593822,0.93001310,0.50140655,0.02314131,0.90250845,0.14262079,0.26488845
-5.09354677,1.84903580,0.07946131,0.00548160,0.88837666,0.47962063,0.02232402,0.85823594,0.13598964,0.25634787
-5.08754377,1.76765531,0.07786414,0.00508480,0.84739518,0.45756841,0.02166337,0.81402313,0.12957430,0.24778047
-5.08154077,1.68810467,0.07624880,0.00474745,0.80776559,0.43574288,0.02117980,0.77064029,0.12344246,0.23937127
-5.07553777,1.61194173,0.07466118,0.00446911,0.77016901,0.41463673,0.02089155,0.72884597,0.11766209,0.23130305
-5.06953477,1.54066544,0.07314689,0.00424916,0.73525412,0.39473087,0.02081406,0.68936831,0.11229916,0.22375144
-5.06353177,1.47567916,0.07174997,0.00408668,0.70362160,0.37648379,0.02095955,0.65288778,0.10741535,0.21688020
-5.05752876,1.41825730,0.07051156,0.00398040,0.67580999,0.36032195,0.02133651,0.62002204,0.10306590,0.21083671
-5.05152576,1.36951638,0.06946856,0.00392860,0.65228355,0.34663158,0.02194928,0.59131323,0.09929775,0.20574785
-5.04552276,1.33039127,0.06865247,0.00392909,0.63342226,0.33575198,0.02279765,0.56721795,0.09614781,0.20171647
-5.03951976,1.30161718,0.06808824,0.00397914,0.61951441,0.32797048,0.02387659,0.54810022,0.09364170,0.19881849
-5.03351676,1.28371771,0.06779339,0.00407547,0.61075178,0.32351895,0.02517601,0.53422735,0.09179281,0.19710080
-5.02751376,1.27699926,0.06777734,0.00421429,0.60722766,0.32257206,0.02668076,0.52576877,0.09060175,0.19658006
-5.02151076,1.28155157,0.06804098,0.00439131,0.60893761,0.32524688,0.02837064,0.52279753,0.09005627,0.19724238
-5.01550775,1.29725430,0.06857655,0.00460178,0.61578279,0.33160402,0.03022061,0.52529443,0.09013160,0.19904393
-5.00950475,1.32378898,0.06936784,0.00484063,0.62757582,0.34164979,0.03220122,0.53315423,0.09079120,0.20191258
-5.00350175,1.36065584,0.07039070,0.00510252,0.64404877,0.35533940,0.03427914,0.54619373,0.09198793,0.20575029
-4.99749875,1.40719470,0.07161379,0.00538198,0.66486298,0.37258086,0.03641780,0.56416119,0.09366554,0.21043642
-4.99149575,1.46260893,0.07299969,0.00567359,0.68962024,0.39323937,0.03857829,0.58674677,0.09576053,0.21583162
-4.98549275,1.52599163,0.07450612,0.00597212,0.71787500,0.41714193,0.04072031,0.61359342,0.09820413,0.22178233
-4.97948974,1.59635287,0.07608744,0.00627268,0.74914700,0.44408205,0.04280314,0.64430790,0.10092449,0.22812559
-4.97348674,1.67264705,0.07769619,0.00657095,0.78293402,0.47382427,0.04478683,0.67847149,0.10384901,0.23469402
-4.96748374,1.75379942,0.07928469,0.00686331,0.81872410,0.50610840,0.04663321,0.71565009,0.10690649,0.24132085
-4.96148074,1.83873088,0.08080664,0.00714707,0.85600711,0.54065330,0.04830702,0.75540338,0.11002936,0.24784466
-4.95547774,1.92638034,0.08221857,0.00742055,0.89428514,0.57716033,0.04977687,0.79729291,0.11315563,0.25411379
-4.94947474,2.01572419,0.08348125,0.00768328,0.93308162,0.61531618,0.05101612,0.84088899,0.11623065,0.25999018
-4.94347174,2.10579242,0.08456076,0.00793610,0.97194895,0.65479536,0.05200361,0.88577632,0.11920857,0.26535260
-4.93746873,2.19568137,0.08542945,0.00818123,1.01047465,0.69526234,0.05272423,0.93155841,0.12205350,0.27009912
-4.93146573,2.28456319,0.08606658,0.00842231,1.04828615,0.73637349,0.05316924,0.97786105,0.12474030,0.27414881
-4.92546273,2.37169222,0.08645869,0.00866443,1.08505422,0.77777894,0.05333640,1.02433470,0.12725506,0.27744262
-4.91945973,2.45640882,0.08659975,0.00891409,1.12049528,0.81912467,0.05322994,1.07065640,0.12959521,0.27994361
-4.91345673,2.53814101,0.08649107,0.00917910,1.15437293,0.86005476,0.05286028,1.11653108,0.13176931,0.28163639
-4.90745373,2.61640468,0.08614091,0.00946848,1.18649867,0.90021428,0.05224354,1.16169272,0.13379658,0.28252608
-4.90145073,2.69080276,0.08556402,0.00979228,1.21673222,0.93925261,0.05140100,1.20590536,0.13570618,0.28263676
-4.89544772,2.76102388,0.08478103,0.01016135,1.24498152,0.97682753,0.05035832,1.24896424,0.13753624,0.28200957
-4.88944472,2.82684090,0.08381766,0.01058715,1.27120233,1.01260992,0.04914475,1.29069693,0.13933270,0.28070063
-4.88344172,2.88810937,0.08270395,0.01108138,1.29539767,1.04628906,0.04779226,1.33096458,0.14114808,0.27877879
-4.87743872,2.94476606,0.08147346,0.01165570,1.31761669,1.07757839,0.04633464,1.36966300,0.14304005,0.27632338
-4.87143572,2.99682728,0.08016245,0.01232137,1.33795308,1.10622145,0.04480665,1.40672352,0.14506989,0.27342204
-4.86543272,3.04438662,0.07880904,0.01308889,1.35654258,1.13199781,0.04324318,1.44211326,0.14730093,0.27016852
-4.85942971,3.08761168,0.07745251,0.01396759,1.37355944,1.15472858,0.04167846,1.47583456,0.14979681,0.26666067
-4.85342671,3.12673935,0.07613246,0.01496522,1.38921156,1.17428114,0.04014539,1.50792332,0.15261972,0.26299848
-4.84742371,3.16206888,0.07488816,0.01608764,1.40373416,1.19057291,0.03867492,1.53844598,0.15582857,0.25928221
-4.84142071,3.19395256,0.07375774,0.01733836,1.41738175,1.20357351,0.03729550,1.56749488,0.15947710,0.25561048
-4.83541771,3.22278361,0.07277754,0.01871828,1.43041866,1.21330542,0.03603267,1.59518214,0.16361190,0.25207846
-4.82941471,3.24898110,0.07198134,0.02022536,1.44310801,1.21984270,0.03490867,1.62163186,0.16827050,0.24877598
-4.82341171,3.27297236,0.07139960,0.02185441,1.45569961,1.22330783,0.03394214,1.64697101,0.17347947,0.24578561
-4.81740870,3.29517300,0.07105870,0.02359692,1.46841717,1.22386665,0.03314790,1.67131929,0.17925259,0.24318071
-4.81140570,3.31596548,0.07098019,0.02544100,1.48144537,1.22172158,0.03253676,1.69477834,0.18558919,0.24102352
-4.80540270,3.33567710,0.07117999,0.02737137,1.49491744,1.21710340,0.03211538,1.71742093,0.19247275,0.23936322
-4.79939970,3.35455851,0.07166767,0.02936951,1.50890408,1.21026198,0.03188620,1.73928082,0.19986976,0.23823414
-4.79339670,3.37276403,0.07244580,0.03141388,1.52340417,1.20145633,0.03184742,1.76034370,0.20772896,0.23765420
-4.78739370,3.39033493,0.07350940,0.03348024,1.53833826,1.19094454,0.03199299,1.78054015,0.21598113,0.23762360
-4.78139070,3.40718700,0.07484548,0.03554209,1.55354507,1.17897411,0.03231271,1.79974094,0.22453929,0.23812389
-4.77538769,3.42310328,0.07643286,0.03757119,1.56878164,1.16577311,0.03279234,1.81775522,0.23329951,0.23911759
-4.76938469,3.43773279,0.07824210,0.03953814,1.58372726,1.15154267,0.03341387,1.83433192,0.24214236,0.24054829
-4.76338169,3.45059573,0.08023578,0.04141308,1.59799118,1.13645117,0.03415578,1.84916444,0.25093492,0.24234141
-4.75737869,3.46109531,0.08236897,0.04316640,1.61112405,1.12063031,0.03499347,1.86189868,0.25953333,0.24440563
-4.75137569,3.46853581,0.08459002,0.04476940,1.62263245,1.10417333,0.03589969,1.87214396,0.26778599,0.24663492
-4.74537269,3.47214654,0.08684162,0.04619510,1.63199624,1.08713533,0.03684516,1.87948671,0.27553709,0.24891124
-4.73936968,3.47111049,0.08906214,0.04741890,1.63868778,1.06953565,0.03779920,1.88350607,0.28263055,0.25110777
-4.73336668,3.46459665,0.09118712,0.04841918,1.64219220,1.05136207,0.03873046,1.88379094,0.28891424,0.25309257
-4.72736368,3.45179453,0.09315105,0.04917796,1.64202799,1.03257655,0.03960773,1.87995753,0.29424421,0.25473265
-4.72136068,3.43194929,0.09488920,0.04968131,1.63776674,1.01312223,0.04040074,1.87166675,0.29848896,0.25589812
-4.71535768,3.40439597,0.09633954,0.04991975,1.62905138,0.99293109,0.04108097,1.85864052,0.30153342,0.25646644
-4.70935468,3.36859114,0.09744460,0.04988848,1.61561194,0.97193210,0.04162249,1.84067633,0.30328265,0.25632648
-4.70335168,3.32414071,0.09815332,0.04958753,1.59727827,0.95005909,0.04200269,1.81765930,0.30366499,0.25538228
-4.69734867,3.27082240,0.09842267,0.04902174,1.57398909,0.92725826,0.04220298,1.78957130,0.30263461,0.25355632
-4.69134567,3.20860206,0.09821903,0.04820059,1.54579709,0.90349475,0.04220933,1.75649652,0.30017331,0.25079221
-4.68534267,3.13764306,0.09751931,0.04713802,1.51286980,0.87875801,0.04201268,1.71862350,0.29629147,0.24705660
-4.67933967,3.05830826,0.09631167,0.04585195,1.47548628,0.85306576,0.04160927,1.67624325,0.29102821,0.24234032
-4.67333667,2.97115458,0.09459596,0.04436388,1.43402990,0.82646640,0.04100066,1.62974369,0.28445053,0.23665869
-4.66733367,2.87692037,0.09238363,0.04269833,1.38897730,0.79903974,0.04019371,1.57960064,0.27665170,0.23005091
-4.66133067,2.77650612,0.08969731,0.04088215,1.34088425,0.77089611,0.03920030,1.52636556,0.26774871,0.22257866
-4.65532766,2.67094940,0.08657009,0.03894392,1.29036899,0.74217393,0.03803688,1.47065075,0.25787907,0.21432395
-4.64932466,2.56139504,0.08304429,0.03691322,1.23809354,0.71303593,0.03672395,1.41311245,0.24719694,0.20538625
-4.64332166,2.44906182,0.07917011,0.03481992,1.18474398,0.68366418,0.03528529,1.35443254,0.23586878,0.19587918
