energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.82591296,3.85780745,0.00751790,0.43481155,0.92566431,1.59701606,0.01568690,1.51233588,0.77411322,0.49741308
-5.81990995,3.87893795,0.00719270,0.43589589,0.93349893,1.60553940,0.01563780,1.52817656,0.78307864,0.49483347
-5.81390695,3.90287916,0.00690967,0.43708564,0.94164982,1.61648524,0.01552420,1.54401817,0.79172315,0.49233589
-5.80790395,3.92840634,0.00666794,0.43827910,0.94967914,1.62939170,0.01534650,1.55930042,0.79973414,0.48978693
-5.80190095,3.95428481,0.00646673,0.43937654,0.95717357,1.64376185,0.01510634,1.57347479,0.80683121,0.48705862
-5.79589795,3.97931793,0.00630547,0.44028477,0.96375851,1.65908318,0.01480663,1.58602518,0.81277736,0.48403449
-5.78989495,4.00239274,0.00618398,0.44092157,0.96911085,1.67484691,0.01445148,1.59648755,0.81738857,0.48061505
-5.78389195,4.02252154,0.00610251,0.44121968,0.97296997,1.69056624,0.01404606,1.60446782,0.82054132,0.47672225
-5.77788894,4.03887789,0.00606179,0.44113038,0.97514642,1.70579315,0.01359653,1.60965732,0.82217781,0.47230300
-5.77188594,4.05082578,0.00606306,0.44062631,0.97552814,1.72013298,0.01310980,1.61184504,0.82230866,0.46733142
-5.76588294,4.05794115,0.00610796,0.43970379,0.97408406,1.73325660,0.01259336,1.61092627,0.82101298,0.46180994
-5.75987994,4.06002534,0.00619853,0.43838431,0.97086488,1.74490989,0.01205509,1.60690744,0.81843590,0.45576916
-5.75387694,4.05711025,0.00633701,0.43671527,0.96600120,1.75492036,0.01150300,1.59990674,0.81478365,0.44926666
-5.74787394,4.04945571,0.00652571,0.43477006,0.95969905,1.76320104,0.01094506,1.59015090,0.81031638,0.44238472
-5.74187094,4.03753947,0.00676682,0.43264734,0.95223314,1.76975176,0.01038893,1.57796810,0.80533923,0.43522725
-5.73586793,4.02204071,0.00706219,0.43046976,0.94393800,1.77465800,0.00984184,1.56377761,0.80019182,0.42791605
-5.72986493,4.00381813,0.00741311,0.42838198,0.93519744,1.77808763,0.00931037,1.54807640,0.79523674,0.42058666
-5.72386193,3.98388347,0.00782010,0.42654808,0.92643267,1.78028574,0.00880036,1.53142356,0.79084744,0.41338383
-5.71785893,3.96337181,0.00828271,0.42514852,0.91808952,1.78156788,0.00831676,1.51442301,0.78739605,0.40645707
-5.71185593,3.94350934,0.00879930,0.42437647,0.91062502,1.78231189,0.00786364,1.49770508,0.78524136,0.39995614
-5.70585293,3.92557964,0.00936690,0.42443366,0.90449384,1.78294844,0.00744410,1.48190784,0.78471759,0.39402690
-5.69984992,3.91088908,0.00998114,0.42552577,0.90013479,1.78395043,0.00706033,1.46765842,0.78612411,0.38880731
-5.69384692,3.90073197,0.01063614,0.42785730,0.89795786,1.78582119,0.00671364,1.45555507,0.78971634,0.38442401
-5.68784392,3.89635573,0.01132452,0.43162598,0.89833179,1.78908161,0.00640451,1.44615026,0.79569812,0.38098915
-5.68184092,3.89892653,0.01203750,0.43701684,0.90157269,1.79425610,0.00613271,1.43993512,0.80421567,0.37859772
-5.67583792,3.90949553,0.01276500,0.44419587,0.90793366,1.80185738,0.00589739,1.43732567,0.81535297,0.37732531
-5.66983492,3.92896600,0.01349584,0.45330347,0.91759573,1.81237029,0.00569720,1.43865069,0.82912890,0.37722615
-5.66383192,3.95806173,0.01421800,0.46444790,0.93066030,1.82623461,0.00553040,1.44414170,0.84549580,0.37833162
-5.65782891,3.99729706,0.01491890,0.47769876,0.94714309,1.84382738,0.00539497,1.45392489,0.86433953,0.38064898
-5.65182591,4.04694914,0.01558575,0.49308082,0.96696984,1.86544489,0.00528873,1.46801522,0.88548092,0.38416046
-5.64582291,4.10703332,0.01620592,0.51056859,0.98997404,1.89128514,0.00520940,1.48631266,0.90867844,0.38882261
-5.63981991,4.17728250,0.01676728,0.53008162,1.01589652,1.92143118,0.00515470,1.50860073,0.93363218,0.39456602
-5.63381691,4.25713157,0.01725862,0.55148114,1.04438734,1.95583640,0.00512238,1.53454739,0.95998881,0.40129538
-5.62781391,4.34570820,0.01766993,0.57456816,1.07500995,1.99431231,0.00511029,1.56370831,0.98734768,0.40888993
-5.62181091,4.44183098,0.01799273,0.59908333,1.10724764,2.03651993,0.00511636,1.59553279,1.01526783,0.41720445
-5.61580790,4.54401627,0.01822034,0.62470873,1.14051251,2.08196542,0.00513866,1.62937220,1.04327596,0.42607075
-5.60980490,4.65049434,0.01834804,0.65107185,1.17415658,2.13000076,0.00517535,1.66449116,1.07087521,0.43529985
-5.60380190,4.75923569,0.01837321,0.67775166,1.20748529,2.17983002,0.00522468,1.70008138,1.09755471,0.44468470
-5.59779890,4.86798749,0.01829535,0.70428679,1.23977284,2.23052142,0.00528495,1.73527793,1.12279981,0.45400375
-5.59179590,4.97432002,0.01811610,0.73018570,1.27027928,2.28102536,0.00535451,1.76917804,1.14610271,0.46302506
-5.58579290,5.07568222,0.01783907,0.75493852,1.29826871,2.33019815,0.00543169,1.80086176,1.16697348,0.47151115
-5.57978989,5.16946498,0.01746974,0.77803017,1.32302829,2.37683073,0.00551483,1.82941425,1.18495114,0.47922427
-5.57378689,5.25307035,0.01701522,0.79895439,1.34388731,2.41968167,0.00560217,1.85394902,1.19961449,0.48593223
-5.56778389,5.32398436,0.01648398,0.81722809,1.36023568,2.45751321,0.00569191,1.87363148,1.21059244,0.49141427
-5.56178089,5.37985058,0.01588554,0.83240548,1.37154122,2.48912903,0.00578217,1.88770195,1.21757346,0.49546714
-5.55577789,5.41854180,0.01523023,0.84409139,1.37736508,2.51341210,0.00587096,1.89549733,1.22031381,0.49791083
-5.54977489,5.43822658,0.01452880,0.85195323,1.37737453,2.52936114,0.00595626,1.89647058,1.21864421,0.49859391
-5.54377189,5.43742786,0.01379218,0.85573114,1.37135276,2.53612399,0.00603596,1.89020716,1.21247463,0.49739814
-5.53776888,5.41507108,0.01303116,0.85524574,1.35920512,2.53302644,0.00610794,1.87643771,1.20179693,0.49424227
-5.53176588,5.37051941,0.01225615,0.85040340,1.34096153,2.51959525,0.00617010,1.85504640,1.18668514,0.48908459
-5.52576288,5.30359457,0.01147697,0.84119856,1.31677491,2.49557415,0.00622038,1.82607441,1.16729336,0.48192439
-5.51975988,5.21458219,0.01070266,0.82771320,1.28691576,2.46093233,0.00625682,1.78971845,1.14385117,0.47280199
-5.51375688,5.10422142,0.00994137,0.81011352,1.25176297,2.41586487,0.00627763,1.74632417,1.11665674,0.46179750
-5.50775388,4.97367922,0.00920021,0.78864384,1.21179134,2.36078531,0.00628122,1.69637485,1.08606783,0.44902820
-5.50175088,4.82451060,0.00848527,0.76361825,1.16755626,2.29631058,0.00626623,1.64047567,1.05249099,0.43464479
-5.49574787,4.65860662,0.00780154,0.73541024,1.11967631,2.22323925,0.00623161,1.57933429,1.01636944,0.41882653
-5.48974487,4.47813252,0.00715294,0.70444088,1.06881437,2.14252406,0.00617664,1.51373862,0.97816998,0.40177561
-5.48374187,4.28545876,0.00654236,0.67116599,1.01565815,2.05524010,0.00610093,1.44453265,0.93836961,0.38371086
-5.47773887,4.08308816,0.00597173,0.63606288,0.96090081,1.96255013,0.00600449,1.37259131,0.89744226,0.36486126
-5.47173587,3.87358205,0.00544206,0.59961722,0.90522251,1.86566846,0.00588766,1.29879564,0.85584634,0.34545928
-5.46573287,3.65948869,0.00495356,0.56231039,0.84927357,1.76582528,0.00575117,1.22400896,0.81401333,0.32573455
-5.45972986,3.44327665,0.00450575,0.52460792,0.79365962,1.66423245,0.00559609,1.14905514,0.77233816,0.30590799
-5.45372686,3.22727549,0.00409751,0.48694926,0.73892955,1.56205253,0.00542377,1.07469974,0.73117145,0.28618662
-5.44772386,3.01362590,0.00372720,0.44973914,0.68556609,1.46037172,0.00523587,1.00163447,0.69081392,0.26675923
-5.44172086,2.80424040,0.00339279,0.41334079,0.63397965,1.36017785,0.00503424,0.93046553,0.65151322,0.24779306
-5.43571786,2.60077555,0.00309193,0.37807103,0.58450498,1.26234368,0.00482092,0.86170593,0.61346286,0.22943152
-5.42971486,2.40461575,0.00282204,0.34419722,0.53740086,1.16761604,0.00459805,0.79577181,0.57680355,0.21179292
-5.42371186,2.21686824,0.00258039,0.31193604,0.49285231,1.07661041,0.00436784,0.73298252,0.54162625,0.19497028
-5.41770885,2.03836849,0.00236421,0.28145395,0.45097512,0.98981085,0.00413250,0.67356419,0.50797710,0.17903202
-5.41170585,1.86969459,0.00217073,0.25286902,0.41182220,0.90757477,0.00389420,0.61765617,0.47586344,0.16402343
-5.40570285,1.71118901,0.00199726,0.22625405,0.37539128,0.83014154,0.00365502,0.56531982,0.44526086,0.14996888
-5.39969985,1.56298607,0.00184123,0.20164060,0.34163353,0.75764450,0.00341693,0.51654901,0.41612057,0.13687441
-5.39369685,1.42504314,0.00170025,0.17902375,0.31046254,0.69012509,0.00318172,0.47128162,0.38837693,0.12473070
-5.38769385,1.29717374,0.00157214,0.15836718,0.28176337,0.62754845,0.00295102,0.42941144,0.36195454,0.11351611
-5.38169085,1.17908083,0.00145493,0.13960858,0.25540106,0.56981955,0.00272628,0.39079983,0.33677474,0.10319982
-5.37568784,1.07038875,0.00134691,0.12266487,0.23122857,0.51679892,0.00250874,0.35528668,0.31276117,0.09374465
-5.36968484,0.97067259,0.00124661,0.10743734,0.20909369,0.46831757,0.00229944,0.32270030,0.28984415,0.08510974
-5.36368184,0.87948394,0.00115283,0.09381632,0.18884484,0.42419025,0.00209924,0.29286578,0.26796399,0.07725283
-5.35767884,0.79637238,0.00106458,0.08168545,0.17033569,0.38422683,0.00190880,0.26561181,0.24707294,0.07013207
-5.35167584,0.72090237,0.00098110,0.07092534,0.15342860,0.34824153,0.00172861,0.24077582,0.22713601,0.06370747
-5.34567284,0.65266539,0.00090183,0.06141673,0.13799687,0.31605971,0.00155902,0.21820733,0.20813072,0.05794186
-5.33966983,0.59128751,0.00082640,0.05304302,0.12392601,0.28752247,0.00140021,0.19776988,0.19004594,0.05280134
-5.33366683,0.53643273,0.00075455,0.04569220,0.11111397,0.26248891,0.00125224,0.17934139,0.17287998,0.04825551
-5.32766383,0.48780257,0.00068616,0.03925836,0.09947078,0.24083638,0.00111506,0.16281344,0.15663825,0.04427715
-5.32166083,0.44513264,0.00062120,0.03364260,0.08891750,0.22245893,0.00098851,0.14808957,0.14133052,0.04084181
-5.31565783,0.40818662,0.00055969,0.02875361,0.07938482,0.20726429,0.00087235,0.13508288,0.12696826,0.03792704
-5.30965483,0.37674855,0.00050169,0.02450794,0.07081138,0.19516961,0.00076626,0.12371322,0.11356195,0.03551156
-5.30365183,0.35061406,0.00044728,0.02082988,0.06314203,0.18609639,0.00066988,0.11390421,0.10111873,0.03357436
-5.29764882,0.32958101,0.00039652,0.01765127,0.05632614,0.17996482,0.00058276,0.10558029,0.08964042,0.03209376
-5.29164582,0.31344033,0.00034946,0.01491105,0.05031594,0.17668800,0.00050443,0.09866400,0.07912200,0.03104651
-5.28564282,0.30196743,0.00030613,0.01255481,0.04506520,0.17616615,0.00043440,0.09307363,0.06955062,0.03040706
-5.27963982,0.29491460,0.00026651,0.01053421,0.04052803,0.17828126,0.00037212,0.08872141,0.06090503,0.03014695
-5.27363682,0.29200478,0.00023054,0.00880643,0.03665803,0.18289236,0.00031706,0.08551220,0.05315565,0.03023433
-5.26763382,0.29292700,0.00019815,0.00733360,0.03340772,0.18983159,0.00026867,0.08334291,0.04626490,0.03063375
-5.26163082,0.29733364,0.00016919,0.00608230,0.03072819,0.19890143,0.00022638,0.08210243,0.04018806,0.03130616
-5.25562781,0.30483962,0.00014350,0.00502305,0.02856906,0.20987313,0.00018966,0.08167227,0.03487427,0.03220912
-5.24962481,0.31502368,0.00012090,0.00412987,0.02687863,0.22248648,0.00015797,0.08192777,0.03026784,0.03329722
-5.24362181,0.32743165,0.00010116,0.00337991,0.02560427,0.23645112,0.00013080,0.08273977,0.02630959,0.03452275
-5.23761881,0.34158171,0.00008407,0.00275307,0.02469287,0.25144929,0.00010765,0.08397674,0.02293831,0.03583651
-5.23161581,0.35697142,0.00006938,0.00223173,0.02409152,0.26714015,0.00008805,0.08550731,0.02009215,0.03718879
-5.22561281,0.37308644,0.00005687,0.00180046,0.02374819,0.28316549,0.00007158,0.08720295,0.01770992,0.03853052
-5.21960980,0.38941053,0.00004629,0.00144581,0.02361254,0.29915671,0.00005782,0.08894081,0.01573227,0.03981438
-5.21360680,0.40543666,0.00003741,0.00115608,0.02363670,0.31474293,0.00004641,0.09060662,0.01410270,0.04099610
-5.20760380,0.42067867,0.00003002,0.00092117,0.02377607,0.32955990,0.00003702,0.09209740,0.01276847,0.04203556
-5.20160080,0.43468324,0.00002393,0.00073242,0.02399008,0.34325941,0.00002933,0.09332405,0.01168119,0.04289800
-5.19559780,0.44704154,0.00001894,0.00058243,0.02424289,0.35551891,0.00002310,0.09421356,0.01079736,0.04355497
-5.18959480,0.45740023,0.00001488,0.00046500,0.02450409,0.36605078,0.00001807,0.09471090,0.01007863,0.04398525
-5.18359180,0.46547128,0.00001161,0.00037491,0.02474916,0.37461110,0.00001405,0.09478031,0.00949199,0.04417544
-5.17758879,0.47104023,0.00000900,0.00030793,0.02495998,0.38100727,0.00001087,0.09440625,0.00900977,0.04412048
-5.17158579,0.47397245,0.00000694,0.00026062,0.02512508,0.38510436,0.00000837,0.09359360,0.00860952,0.04382376
-5.16558279,0.47421713,0.00000532,0.00023031,0.02523980,0.38682971,0.00000644,0.09236741,0.00827377,0.04329714
-5.15957979,0.47180885,0.00000406,0.00021496,0.02530632,0.38617560,0.00000496,0.09077208,0.00798975,0.04256057
-5.15357679,0.46686646,0.00000310,0.00021313,0.02533347,0.38319991,0.00000387,0.08886988,0.00774902,0.04164158
-5.14757379,0.45958938,0.00000238,0.00022387,0.02533637,0.37802450,0.00000310,0.08673913,0.00754702,0.04057447
-5.14157079,0.45025135,0.00000185,0.00024667,0.02533597,0.37083161,0.00000260,0.08447187,0.00738262,0.03939934
-5.13556778,0.43919188,0.00000150,0.00028139,0.02535831,0.36185816,0.00000236,0.08217112,0.00725763,0.03816091
-5.12956478,0.42680564,0.00000128,0.00032821,0.02543372,0.35138823,0.00000236,0.07994793,0.00717631,0.03690728
-5.12356178,0.41353013,0.00000120,0.00038754,0.02559580,0.33974414,0.00000262,0.07791824,0.00714483,0.03568852
-5.11755878,0.39983215,0.00000124,0.00046000,0.02588032,0.32727626,0.00000318,0.07619952,0.00717078,0.03455532
-5.11155578,0.38619348,0.00000142,0.00054631,0.02632398,0.31435211,0.00000409,0.07490752,0.00726268,0.03355751
-5.10555278,0.37309631,0.00000176,0.00064729,0.02696308,0.30134503,0.00000544,0.07415298,0.00742947,0.03274271
-5.09954977,0.36100878,0.00000227,0.00076375,0.02783219,0.28862301,0.00000735,0.07403855,0.00768009,0.03215505
-5.09354677,0.35037139,0.00000302,0.00089646,0.02896281,0.27653790,0.00000998,0.07465589,0.00802302,0.03183394
-5.08754377,0.34158439,0.00000404,0.00104611,0.03038196,0.26541553,0.00001354,0.07608309,0.00846587,0.03181304
-5.08154077,0.33499685,0.00000543,0.00121323,0.03211101,0.25554700,0.00001830,0.07838244,0.00901510,0.03211938
-5.07553777,0.33089760,0.00000727,0.00139813,0.03416452,0.24718142,0.00002460,0.08159866,0.00967569,0.03277266
-5.06953477,0.32950839,0.00000969,0.00160093,0.03654931,0.24052037,0.00003287,0.08575760,0.01045088,0.03378481
-5.06353177,0.33097941,0.00001285,0.00182147,0.03926373,0.23571420,0.00004361,0.09086554,0.01134210,0.03515974
-5.05752876,0.33538747,0.00001693,0.00205934,0.04229722,0.23286024,0.00005746,0.09690899,0.01234881,0.03689339
-5.05152576,0.34273668,0.00002214,0.00231384,0.04563017,0.23200295,0.00007518,0.10385525,0.01346856,0.03897394
-5.04552276,0.35296180,0.00002876,0.00258406,0.04923411,0.23313599,0.00009766,0.11165353,0.01469709,0.04138240
-5.03951976,0.36593400,0.00003709,0.00286885,0.05307229,0.23620597,0.00012595,0.12023677,0.01602849,0.04409338
-5.03351676,0.38146890,0.00004749,0.00316693,0.05710062,0.24111785,0.00016128,0.12952404,0.01745551,0.04707607
-5.02751376,0.39933656,0.00006037,0.00347694,0.06126894,0.24774162,0.00020503,0.13942359,0.01896991,0.05029554
-5.02151076,0.41927307,0.00007619,0.00379753,0.06552262,0.25591999,0.00025879,0.14983628,0.02056290,0.05371408
-5.01550775,0.44099319,0.00009548,0.00412747,0.06980454,0.26547684,0.00032429,0.16065953,0.02222560,0.05729274
-5.00950475,0.46420365,0.00011878,0.00446578,0.07405714,0.27622594,0.00040345,0.17179133,0.02394958,0.06099296
-5.00350175,0.48861641,0.00014672,0.00481179,0.07822473,0.28797962,0.00049833,0.18313447,0.02572737,0.06477814
-4.99749875,0.51396129,0.00017992,0.00516530,0.08225583,0.30055695,0.00061110,0.19460055,0.02755297,0.06861518
-4.99149575,0.53999743,0.00021905,0.00552668,0.08610543,0.31379116,0.00074401,0.20611369,0.02942231,0.07247588
-4.98549275,0.56652288,0.00026478,0.00589695,0.08973710,0.32753572,0.00089932,0.21761369,0.03133359,0.07633809
-4.97948974,0.59338191,0.00031775,0.00627782,0.09312489,0.34166904,0.00107926,0.22905854,0.03328761,0.08018657
-4.97348674,0.62046945,0.00037859,0.00667178,0.09625478,0.35609735,0.00128588,0.24042593,0.03528785,0.08401353
-4.96748374,0.64773253,0.00044783,0.00708207,0.09912576,0.37075559,0.00152107,0.25171388,0.03734053,0.08781876
-4.96148074,0.67516845,0.00052593,0.00751267,0.10175036,0.38560644,0.00178635,0.26294022,0.03945441,0.09160932
-4.95547774,0.70281965,0.00061322,0.00796824,0.10415465,0.40063728,0.00208283,0.27414091,0.04164050,0.09539885
-4.94947474,0.73076558,0.00070987,0.00845402,0.10637765,0.41585532,0.00241108,0.28536745,0.04391159,0.09920641
-4.94347174,0.75911197,0.00081584,0.00897572,0.10847020,0.43128130,0.00277102,0.29668318,0.04628168,0.10305506
-4.93746873,0.78797782,0.00093090,0.00953936,0.11049330,0.44694179,0.00316181,0.30815885,0.04876526,0.10697008
-4.93146573,0.81748113,0.00105455,0.01015113,0.11251604,0.46286085,0.00358182,0.31986765,0.05137658,0.11097701
-4.92546273,0.84772393,0.00118606,0.01081718,0.11461313,0.47905135,0.00402848,0.33187985,0.05412880,0.11509964
-4.91945973,0.87877761,0.00132438,0.01154349,0.11686221,0.49550657,0.00449830,0.34425749,0.05703328,0.11935799
-4.91345673,0.91066940,0.00146822,0.01233565,0.11934110,0.51219260,0.00498684,0.35704929,0.06009874,0.12376642
-4.90745373,0.94337082,0.00161599,0.01319875,0.12212493,0.52904205,0.00548874,0.37028619,0.06333072,0.12833206
-4.90145073,0.97678904,0.00176585,0.01413725,0.12528354,0.54594953,0.00599777,0.38397761,0.06673098,0.13305353
-4.89544772,1.01076141,0.00191576,0.01515482,0.12887900,0.56276926,0.00650694,0.39810886,0.07029718,0.13792011
-4.88944472,1.04505400,0.00206347,0.01625434,0.13296357,0.57931503,0.00700864,0.41263967,0.07402268,0.14291142
-4.88344172,1.07936407,0.00220661,0.01743779,0.13757800,0.59536275,0.00749482,0.42750404,0.07789655,0.14799761
-4.87743872,1.11332647,0.00234273,0.01870629,0.14275032,0.61065527,0.00795716,0.44261138,0.08190374,0.15314002
-4.87143572,1.14652391,0.00246939,0.02006004,0.14849515,0.62490969,0.00838737,0.45784889,0.08602543,0.15829235
-4.86543272,1.17850032,0.00258420,0.02149846,0.15481343,0.63782641,0.00877735,0.47308507,0.09023953,0.16340222
-4.85942971,1.20877688,0.00268493,0.02302012,0.16169270,0.64909988,0.00911950,0.48817407,0.09452132,0.16841304
-4.85342671,1.23686979,0.00276956,0.02462292,0.16910777,0.65843016,0.00940696,0.50296090,0.09884419,0.17326613
-4.84742371,1.26230877,0.00283633,0.02630409,0.17702175,0.66553498,0.00963381,0.51728682,0.10318037,0.17790287
-4.84142071,1.28465559,0.00288386,0.02806034,0.18538747,0.67016152,0.00979531,0.53099515,0.10750174,0.18226692
-4.83541771,1.30352141,0.00291113,0.02988790,0.19414906,0.67209728,0.00988802,0.54393671,0.11178067,0.18630620
-4.82941471,1.31858235,0.00291755,0.03178265,0.20324383,0.67117963,0.00990997,0.55597512,0.11599073,0.18997481
-4.82341171,1.32959241,0.00290299,0.03374026,0.21260420,0.66730343,0.00986072,0.56699137,0.12010740,0.19323445
-4.81740870,1.33639318,0.00286776,0.03575627,0.22215975,0.66042633,0.00974135,0.57688775,0.12410873,0.19605566
-4.81140570,1.33892020,0.00281262,0.03782623,0.23183930,0.65057166,0.00955447,0.58559089,0.12797589,0.19841859
-4.80540270,1.33720553,0.00273873,0.03994589,0.24157298,0.63782872,0.00930407,0.59305399,0.13169366,0.20031339
-4.79939970,1.33137681,0.00264763,0.04211133,0.25129422,0.62235042,0.00899545,0.59925801,0.13525080,0.20174022
-4.79339670,1.32165293,0.00254119,0.04431918,0.26094173,0.60434871,0.00863502,0.60421210,0.13864042,0.20270900
-4.78739370,1.30833667,0.00242153,0.04656673,0.27046118,0.58408778,0.00823006,0.60795313,0.14186019,0.20323873
-4.78139070,1.29180488,0.00229094,0.04885215,0.27980684,0.56187570,0.00778852,0.61054445,0.14491251,0.20335671
-4.77538769,1.27249666,0.00215185,0.05117464,0.28894285,0.53805473,0.00731879,0.61207408,0.14780456,0.20309753
-4.76938469,1.25090019,0.00200671,0.05353451,0.29784423,0.51299100,0.00682943,0.61265219,0.15054829,0.20250189
-4.76338169,1.22753868,0.00185796,0.05593322,0.30649738,0.48706386,0.00632895,0.61240807,0.15316019,0.20161539
-4.75737869,1.20295609,0.00170792,0.05837338,0.31490021,0.46065547,0.00582561,0.61148669,0.15566103,0.20048726
-4.75137569,1.17770294,0.00155878,0.06085856,0.32306165,0.43414109,0.00532723,0.61004479,0.15807536,0.19916903
-4.74537269,1.15232272,0.00141253,0.06339309,0.33100060,0.40788032,0.00484103,0.60824657,0.16043081,0.19771322
-4.73936968,1.12733907,0.00127091,0.06598167,0.33874426,0.38220963,0.00437355,0.60625904,0.16275729,0.19617203
-4.73336668,1.10324405,0.00113541,0.06862887,0.34632583,0.35743629,0.00393055,0.60424715,0.16508587,0.19459596
-4.72736368,1.08048761,0.00100724,0.07133857,0.35378170,0.33383392,0.00351698,0.60236865,0.16744760,0.19303249
-4.72136068,1.05946842,0.00088735,0.07411329,0.36114816,0.31163942,0.00313700,0.60076884,0.16987212,0.19152480
-4.71535768,1.04052614,0.00077639,0.07695345,0.36845778,0.29105152,0.00279400,0.59957540,0.17238614,0.19011045
-4.70935468,1.02393518,0.00067479,0.07985669,0.37573569,0.27223048,0.00249063,0.59889344,0.17501201,0.18882020
-4.70335168,1.00990010,0.00058272,0.08281716,0.38299598,0.25529905,0.00222892,0.59880095,0.17776618,0.18767687
-4.69734867,0.99855270,0.00050015,0.08582498,0.39023831,0.24034426,0.00201035,0.59934494,0.18065792,0.18669446
-4.69134567,0.98995084,0.00042689,0.08886584,0.39744525,0.22741988,0.00183592,0.60053849,0.18368817,0.18587740
-4.68534267,0.98407912,0.00036259,0.09192075,0.40458032,0.21654938,0.00170624,0.60235891,0.18684876,0.18522017
-4.67933967,0.98085147,0.00030678,0.09496612,0.41158704,0.20772910,0.00162164,0.60474722,0.19012196,0.18470719
-4.67333667,0.98011557,0.00025893,0.09797407,0.41838920,0.20093137,0.00158219,0.60760922,0.19348053,0.18431318
-4.66733367,0.98165911,0.00021844,0.10091300,0.42489231,0.19610762,0.00158774,0.61081798,0.19688812,0.18400388
-4.66133067,0.98521769,0.00018469,0.10374847,0.43098634,0.19319106,0.00163799,0.61421798,0.20030028,0.18373724
-4.65532766,0.99048420,0.00015703,0.10644434,0.43654960,0.19209914,0.00173241,0.61763066,0.20366580,0.18346497
-4.64932466,0.99711928,0.00013484,0.10896400,0.44145368,0.19273544,0.00187030,0.62086122,0.20692849,0.18313451
-4.64332166,1.00476248,0.00011751,0.11127190,0.44556908,0.19499118,0.00205069,0.62370639,0.21002918,0.18269121
