energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,6.47786485,-5.55893727,0.08613244,-0.07930676,0.47435489,-0.49705676,0.48309767,-0.66249888,0.21884980,-0.15615827,1.31935943,-1.02826551,1.13128134,-0.53868217,0.06817798,-0.06883564,2.54869866,-2.37085488
-5.99399700,6.33645216,-5.63244078,0.08094638,-0.08525871,0.46574937,-0.49817714,0.47592600,-0.67105859,0.21717947,-0.15378028,1.33028394,-1.04566157,1.09234607,-0.55388546,0.06756010,-0.06995087,2.49736697,-2.40452079
-5.98799400,6.20714393,-5.72956775,0.07602601,-0.09159397,0.45872475,-0.50069005,0.46967603,-0.68117127,0.21584302,-0.15249443,1.34207190,-1.06519551,1.05748801,-0.57113970,0.06739541,-0.07156708,2.44930410,-2.44893887
-5.98199100,6.09152893,-5.85014934,0.07143180,-0.09827968,0.45338785,-0.50462900,0.46429166,-0.69292723,0.21491772,-0.15232559,1.35442365,-1.08690590,1.02715668,-0.59034908,0.06773058,-0.07366598,2.40505637,-2.50403662
-5.97598799,5.99083059,-5.99333764,0.06721413,-0.10526932,0.44980872,-0.50998420,0.45969377,-0.70635480,0.21446893,-0.15327347,1.36702218,-1.11075903,1.00169353,-0.61135492,0.06860320,-0.07621588,2.36505337,-2.56943727
-5.96998499,5.90589579,-6.15761314,0.06341233,-0.11250236,0.44801895,-0.51670344,0.45578457,-0.72141826,0.21454841,-0.15531260,1.37954277,-1.13664824,0.98132728,-0.63393717,0.07004072,-0.07917210,2.32960642,-2.64446198
-5.96398199,5.83718928,-6.34081267,0.06005403,-0.11990440,0.44801056,-0.52469412,0.45245210,-0.73801778,0.21519300,-0.15839285,1.39166146,-1.16439582,0.96617146,-0.65781813,0.07205945,-0.08247781,2.29890861,-2.72814130
-5.95797899,5.78479300,-6.54017770,0.05715486,-0.12738790,0.44973553,-0.53382658,0.44957458,-0.75599170,0.21642348,-0.16244061,1.40306201,-1.19375717,0.95622391,-0.68266792,0.07466382,-0.08606528,2.27303598,-2.81923581
-5.95197599,5.74841018,-6.75242188,0.05471856,-0.13485339,0.45310595,-0.54393829,0.44702452,-0.77512080,0.21824375,-0.16736062,1.41344122,-1.22442735,0.95136840,-0.70811200,0.07784581,-0.08985746,2.25194979,-2.91626557
-5.94597299,5.72737379,-6.97381590,0.05273736,-0.14219139,0.45799494,-0.55483896,0.44467240,-0.79513465,0.22064034,-0.17303828,1.42251270,-1.25604944,0.95137814,-0.73374027,0.08158460,-0.09376983,2.23549947,-3.01754763
