energy_ev,total_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.20160080,2.49971884,0.78343831,1.02432524,0.05776496,1.74118072,0.15652732,0.00023567
-5.19559780,2.62761283,0.82872562,1.06949094,0.05944808,1.82629089,0.16678720,0.00025312
-5.18959480,2.75792219,0.87580960,1.11533636,0.06120955,1.91276774,0.17754576,0.00027049
-5.18359180,2.88911596,0.92432257,1.16123162,0.06302613,1.99950858,0.18876644,0.00028757
-5.17758879,3.01955869,0.97386702,1.20649269,0.06487115,2.08532881,0.20041416,0.00030410
-5.17158579,3.14756221,1.02402956,1.25040188,0.06671531,2.16899800,0.21245815,0.00031987
-5.16558279,3.27144010,1.07439521,1.29222994,0.06852766,2.24927829,0.22487446,0.00033464
-5.15957979,3.38956190,1.12456134,1.33125852,0.07027661,2.32496310,0.23764808,0.00034819
-5.15357679,3.50040440,1.17415014,1.36680212,0.07193088,2.39491426,0.25077437,0.00036034
-5.14757379,3.60259713,1.22281895,1.39822837,0.07346042,2.45809565,0.26425967,0.00037092
-5.14157079,3.69495992,1.27026766,1.42497592,0.07483715,2.51360199,0.27812086,0.00037979
-5.13556778,3.77653065,1.31624271,1.44656913,0.07603571,2.56068127,0.29238382,0.00038685
-5.12956478,3.84658210,1.36053748,1.46262907,0.07703388,2.59875020,0.30708085,0.00039204
-5.12356178,3.90462730,1.40298898,1.47288063,0.07781298,2.62740216,0.32224686,0.00039533
-5.11755878,3.95041378,1.44347119,1.47715565,0.07835805,2.64640765,0.33791479,0.00039672
-5.11155578,3.98390739,1.48188545,1.47539215,0.07865789,2.65570786,0.35411009,0.00039627
-5.10555278,4.00526737,1.51814881,1.46763021,0.07870497,2.65540199,0.37084489,0.00039404
-5.09954977,4.01481452,1.55218093,1.45400473,0.07849531,2.64572967,0.38811189,0.00039014
-5.09354677,4.01299480,1.58389094,1.43473594,0.07802820,2.62704969,0.40587854,0.00038469
-5.08754377,4.00034094,1.61316487,1.41011818,0.07730591,2.59981660,0.42408172,0.00037782
-5.08154077,3.97743446,1.63985507,1.38050759,0.07633345,2.56455665,0.44262353,0.00036970
-5.07553777,3.94487048,1.66377221,1.34630956,0.07511824,2.52184441,0.46136827,0.00036046
-5.06953477,3.90322744,1.68468089,1.30796628,0.07366982,2.47228143,0.48014117,0.00035027
-5.06353177,3.85304315,1.70229908,1.26594502,0.07199971,2.41647777,0.49872892,0.00033927
-5.05752876,3.79479859,1.71630196,1.22072751,0.07012110,2.35503721,0.51688220,0.00032761
-5.05152576,3.72890965,1.72632993,1.17280057,0.06804876,2.28854643,0.53432031,0.00031542
-5.04552276,3.65572704,1.73200059,1.12264828,0.06579890,2.21756830,0.55073770,0.00030282
-5.03951976,3.57554369,1.73292401,1.07074551,0.06338902,2.14263905,0.56581224,0.00028991
-5.03351676,3.48860859,1.72872069,1.01755296,0.06083782,2.06426882,0.57921505,0.00027680
-5.02751376,3.39514575,1.71904104,0.96351347,0.05816509,1.98294497,0.59062129,0.00026355
-5.02151076,3.29537651,1.70358537,0.90904935,0.05539156,1.89913741,0.59972155,0.00025025
-5.01550775,3.18954338,1.68212322,0.85456073,0.05253876,1.81330507,0.60623342,0.00023696
-5.00950475,3.07793371,1.65451104,0.80042460,0.04962879,1.72590274,0.60991244,0.00022373
-5.00350175,2.96090139,1.62070698,0.74699431,0.04668417,1.63738750,0.61056213,0.00021062
-4.99749875,2.83888513,1.58078218,0.69459959,0.04372752,1.54822421,0.60804250,0.00019768
-4.99149575,2.71242217,1.53492770,0.64354672,0.04078133,1.45888945,0.60227668,0.00018496
-4.98549275,2.58215652,1.48345689,0.59411901,0.03786766,1.36987372,0.59325521,0.00017252
-4.97948974,2.44884148,1.42680286,0.54657735,0.03500785,1.28168177,0.58103797,0.00016040
-4.97348674,2.31333618,1.36551130,0.50116097,0.03222222,1.19483107,0.56575349,0.00014866
-4.96748374,2.17659663,1.30022903,0.45808828,0.02952986,1.10984851,0.54759577,0.00013736
-4.96148074,2.03966189,1.23168872,0.41755790,0.02694835,1.02726590,0.52681874,0.00012657
-4.95547774,1.90363621,1.16069077,0.37974990,0.02449361,0.94761431,0.50372866,0.00011634
-4.94947474,1.76966819,1.08808299,0.34482710,0.02217974,0.87141790,0.47867480,0.00010674
-4.94347174,1.63892826,1.01473919,0.31293663,0.02001895,0.79918753,0.45203888,0.00009784
-4.93746873,1.51258546,0.94153760,0.28421152,0.01802155,0.73141460,0.42422373,0.00008971
-4.93146573,1.39178469,0.86933996,0.25877239,0.01619590,0.66856537,0.39564173,0.00008241
-4.92546273,1.27762552,0.79897218,0.23672909,0.01454858,0.61107610,0.36670345,0.00007602
-4.91945973,1.17114310,0.73120721,0.21818219,0.01308442,0.55934899,0.33780701,0.00007059
-4.91345673,1.07329206,0.66675059,0.20322423,0.01180663,0.51374922,0.30932851,0.00006621
-4.90745373,0.98493345,0.60622918,0.19194061,0.01071703,0.47460288,0.28161390,0.00006293
-4.90145073,0.90682519,0.55018301,0.18441003,0.00981611,0.44219570,0.25497242,0.00006082
-4.89544772,0.83961570,0.49906044,0.18070433,0.00910326,0.41677260,0.22967193,0.00005994
-4.88944472,0.78384065,0.45321643,0.18088770,0.00857687,0.39853767,0.20593591,0.00006035
-4.88344172,0.73992248,0.41291356,0.18501532,0.00823444,0.38765452,0.18394225,0.00006213
-4.87743872,0.70817221,0.37832555,0.19313127,0.00807271,0.38424679,0.16382378,0.00006532
-4.87143572,0.68879303,0.34954274,0.20526590,0.00808770,0.38839865,0.14567003,0.00006999
-4.86543272,0.68188541,0.32657922,0.22143271,0.00827470,0.40015519,0.12953041,0.00007620
-4.85942971,0.68745302,0.30938093,0.24162494,0.00862833,0.41952274,0.11541812,0.00008400
-4.85342671,0.70540931,0.29783451,0.26581195,0.00914246,0.44646892,0.10331492,0.00009344
-4.84742371,0.73558435,0.29177640,0.29393574,0.00981019,0.48092273,0.09317612,0.00010459
-4.84142071,0.77773173,0.29100180,0.32590767,0.01062376,0.52277455,0.08493577,0.00011748
-4.83541771,0.83153546,0.29527337,0.36160584,0.01157451,0.57187632,0.07851179,0.00013215
-4.82941471,0.89661661,0.30432931,0.40087305,0.01265278,0.62804198,0.07381069,0.00014865
-4.82341171,0.97253987,0.31789070,0.44351578,0.01384790,0.69104825,0.07073195,0.00016699
-4.81740870,1.05881993,0.33566805,0.48930423,0.01514816,0.76063595,0.06917177,0.00018719
-4.81140570,1.15492760,0.35736691,0.53797351,0.01654078,0.83651185,0.06902619,0.00020926
-4.80540270,1.26029584,0.38269256,0.58922598,0.01801201,0.91835106,0.07019350,0.00023320
-4.79939970,1.37432550,0.41135374,0.64273483,0.01954717,1.00579991,0.07257602,0.00025897
-4.79339670,1.49639083,0.44306542,0.69814858,0.02113077,1.09847935,0.07608114,0.00028655
-4.78739370,1.62584464,0.47755065,0.75509665,0.02274673,1.19598851,0.08062184,0.00031587
-4.78139070,1.76202300,0.51454152,0.81319539,0.02437853,1.29790845,0.08611664,0.00034687
-4.77538769,1.90424944,0.55377923,0.87205473,0.02600948,1.40380581,0.09248909,0.00037945
-4.76938469,2.05183861,0.59501340,0.93128484,0.02762299,1.51323619,0.09966697,0.00041351
-4.76338169,2.20409925,0.63800066,0.99050273,0.02920289,1.62574718,0.10758125,0.00044891
-4.75737869,2.36033666,0.68250262,1.04933844,0.03073370,1.74088077,0.11616498,0.00048549
-4.75137569,2.51985455,0.72828338,1.10744062,0.03220098,1.85817524,0.12535213,0.00052310
-4.74537269,2.68195660,0.77510677,1.16448127,0.03359165,1.97716640,0.13507664,0.00056155
-4.73936968,2.84594779,0.82273339,1.22015956,0.03489426,2.09738830,0.14527168,0.00060063
-4.73336668,3.01113575,0.87091786,1.27420459,0.03609931,2.21837349,0.15586917,0.00064013
-4.72736368,3.17683238,0.91940623,1.32637717,0.03719947,2.33965299,0.16679979,0.00067985
-4.72136068,3.34235594,0.96793402,1.37647055,0.03818979,2.46075616,0.17799336,0.00071957
-4.71535768,3.50703381,1.01622493,1.42431026,0.03906787,2.58121059,0.18937969,0.00075907
-4.70935468,3.67020596,1.06399041,1.46975318,0.03983394,2.70054228,0.20088988,0.00079817
-4.70335168,3.83122916,1.11093032,1.51268601,0.04049089,2.81827608,0.21245804,0.00083667
-4.69734867,3.98948189,1.15673454,1.55302316,0.04104424,2.93393668,0.22402327,0.00087443
-4.69134567,4.14436950,1.20108586,1.59070446,0.04150200,3.04704991,0.23553192,0.00091132
-4.68534267,4.29532955,1.24366375,1.62569253,0.04187449,3.15714453,0.24693996,0.00094725
-4.67933967,4.44183668,1.28414921,1.65797015,0.04217407,3.26375420,0.25821519,0.00098218
-4.67333667,4.58340667,1.32223030,1.68753759,0.04241474,3.36641967,0.26933936,0.00101608
-4.66733367,4.71959913,1.35760828,1.71440988,0.04261177,3.46469085,0.28030982,0.00104900
-4.66133067,4.85001838,1.39000405,1.73861414,0.04278119,3.55812866,0.29114067,0.00108101
-4.65532766,4.97431222,1.41916456,1.76018695,0.04293924,3.64630649,0.30186321,0.00111220
-4.64932466,5.09216833,1.44486901,1.77917163,0.04310183,3.72881115,0.31252564,0.00114271
-4.64332166,5.20330829,1.46693452,1.79561554,0.04328392,3.80524335,0.32319188,0.00117269
-4.63731866,5.30747939,1.48522097,1.80956729,0.04349897,3.87521766,0.33393943,0.00120229
-4.63131566,5.40444464,1.49963488,1.82107402,0.04375840,3.93836214,0.34485643,0.00123166
-4.62531266,5.49397158,1.51013213,1.83017868,0.04407103,3.99431798,0.35603780,0.00126093
-4.61930965,5.57582061,1.51671935,1.83691752,0.04444273,4.04273922,0.36758070,0.00129018
-4.61330665,5.64973385,1.51945406,1.84131789,0.04487607,4.08329325,0.37957938,0.00131948
-4.60730365,5.71542547,1.51844340,1.84339654,0.04537010,4.11566212,0.39211967,0.00134879
-4.60130065,5.77257448,1.51384163,1.84315861,0.04592029,4.13954534,0.40527330,0.00137804
-4.59529765,5.82082092,1.50584643,1.84059752,0.04651858,4.15466424,0.41909231,0.00140706
-4.58929465,5.85976627,1.49469419,1.83569599,0.04715362,4.16076829,0.43360377,0.00143561
-4.58329165,5.88897869,1.48065445,1.82842823,0.04781106,4.15764339,0.44880525,0.00146337
-4.57728864,5.90800335,1.46402372,1.81876351,0.04847411,4.14512214,0.46466098,0.00148994
-4.57128564,5.91637797,1.44511894,1.80667106,0.04912407,4.12309584,0.48109929,0.00151485
-4.56528264,5.91365318,1.42427074,1.79212623,0.04974107,4.09152785,0.49801125,0.00153757
-4.55927964,5.89941728,1.40181689,1.77511777,0.05030483,4.05046789,0.51525079,0.00155755
-4.55327664,5.87332429,1.37809608,1.75565586,0.05079542,4.00006644,0.53263640,0.00157420
-4.54727364,5.83512419,1.35344226,1.73378068,0.05119413,3.94058869,0.54995441,0.00158693
-4.54127064,5.78469407,1.32817985,1.70957099,0.05148419,3.87242709,0.56696381,0.00159520
-4.53526763,5.72206856,1.30261985,1.68315220,0.05165153,3.79611173,0.58340254,0.00159849
-4.52926463,5.64746796,1.27705710,1.65470358,0.05168534,3.71231775,0.59899506,0.00159637
-4.52326163,5.56132263,1.25176869,1.62446390,0.05157861,3.62186913,0.61346096,0.00158850
-4.51725863,5.46429210,1.22701361,1.59273526,0.05132845,3.52573822,0.62652424,0.00157464
-4.51125563,5.35727764,1.20303353,1.55988464,0.05093625,3.42504074,0.63792305,0.00155469
-4.50525263,5.24142737,1.18005475,1.52634286,0.05040773,3.32102590,0.64741929,0.00152869
-4.49924962,5.11813301,1.15829097,1.49260095,0.04975273,3.21506190,0.65480793,0.00149681
-4.49324662,4.98901815,1.13794696,1.45920380,0.04898489,3.10861677,0.65992531,0.00145938
-4.48724362,4.85591785,1.11922259,1.42674131,0.04812112,3.00323533,0.66265628,0.00141686
-4.48124062,4.72085003,1.10231727,1.39583730,0.04718099,2.90051264,0.66293974,0.00136984
-4.47523762,4.58597924,1.08743423,1.36713663,0.04618596,2.80206488,0.66077227,0.00131902
-4.46923462,4.45357409,1.07478456,1.34129087,0.04515857,2.70949857,0.65620957,0.00126520
-4.46323162,4.32595924,1.06459065,1.31894333,0.04412156,2.62437897,0.64936578,0.00120927
-4.45722861,4.20546381,1.05708880,1.30071377,0.04309699,2.54819882,0.64041046,0.00115214
-4.45122561,4.09436758,1.05253069,1.28718350,0.04210539,2.48234809,0.62956338,0.00109476
-4.44522261,3.99484671,1.05118372,1.27888133,0.04116500,2.42808579,0.61708735,0.00103807
-4.43921961,3.90892067,1.05332980,1.27627084,0.04029109,2.38651435,0.60327937,0.00098299
-4.43321661,3.83840191,1.05926274,1.27973914,0.03949541,2.35855722,0.58846042,0.00093036
-4.42721361,3.78484966,1.06928406,1.28958755,0.03878579,2.34494001,0.57296442,0.00088097
-4.42121061,3.74952922,1.08369723,1.30602406,0.03816594,2.34617534,0.55712678,0.00083549
-4.41520760,3.73337765,1.10280047,1.32915767,0.03763538,2.36255144,0.54127312,0.00079450
-4.40920460,3.73697678,1.12687807,1.35899440,0.03718960,2.39412450,0.52570862,0.00075844
-4.40320160,3.76053400,1.15619065,1.39543489,0.03682034,2.44071453,0.51070848,0.00072761
-4.39719860,3.80387136,1.19096429,1.43827327,0.03651601,2.50190451,0.49650993,0.00070220
-4.39119560,3.86642301,1.23137906,1.48719719,0.03626234,2.57704276,0.48330610,0.00068226
-4.38519260,3.94724120,1.27755724,1.54178886,0.03604300,2.66524825,0.47124204,0.00066771
-4.37918959,4.04501044,1.32955164,1.60152701,0.03584040,2.76541888,0.46041289,0.00065836
-4.37318659,4.15806988,1.38733454,1.66578981,0.03563644,2.87624272,0.45086442,0.00065390
-4.36718359,4.28444342,1.45078781,1.73385900,0.03541336,2.99621233,0.44259568,0.00065396
-4.36118059,4.42187709,1.51969486,1.80492526,0.03515444,3.12364256,0.43556362,0.00065808
-4.35517759,4.56788339,1.59373485,1.87809542,0.03484477,3.25669178,0.42968936,0.00066575
-4.34917459,4.71979166,1.67248003,1.95240165,0.03447186,3.39338719,0.42486587,0.00067643
-4.34317159,4.87480396,1.75539638,2.02681309,0.03402611,3.53165417,0.42096641,0.00068957
-4.33716858,5.03005538,1.84184835,2.10025024,0.03350128,3.66934989,0.41785353,0.00070461
-4.33116558,5.18267778,1.93110764,2.17160222,0.03289469,3.80430100,0.41538800,0.00072103
-4.32516258,5.32986545,2.02236641,2.23974702,0.03220736,3.93434517,0.41343730,0.00073833
-4.31915958,5.46894137,2.11475448,2.30357443,0.03144401,4.05737570,0.41188333,0.00075607
-4.31315658,5.59742216,2.20736042,2.36201135,0.03061294,4.17138818,0.41062881,0.00077387
-4.30715358,5.71307982,2.29925565,2.41404869,0.02972573,4.27452815,0.40960241,0.00079140
